Ca,x1,x2,Time
1.22,0.0,0.0,0.0
1.22,0.09842542348459109,5.170043566480514e-06,0.01
1.22,0.1968281874167638,2.06401092100691e-05,0.02
1.22,0.2952082970132064,4.6350351312164305e-05,0.03
1.22,0.39356575748940564,8.224125868891976e-05,0.04
1.22,0.4919005740596594,0.00012825365274799841,0.05
1.22,0.5902127519370601,0.00018432868562344502,0.06
1.22,0.6885022963335,0.00025040783834575405,0.07
1.22,0.7867692124596681,0.0003264329191884988,0.08
1.22,0.8850135055250559,0.00041234606156670194,0.09
1.22,0.9832351807379555,0.0005080897222332711,0.1
1.22,1.0814342433054598,0.0006136066795035164,0.11
1.22,1.1796106984334638,0.0007288400314432523,0.12
1.22,1.2777645513266644,0.0008537331940673716,0.13
1.22,1.3758958071885623,0.0009882298995489015,0.14
1.22,1.4740044712214602,0.0011322741944385316,0.15
1.22,1.5720905486264671,0.0012858104378946258,0.16
1.22,1.6701540446034944,0.0014487832999856207,0.17
1.22,1.7681949643512298,0.0016211377612692364,0.18
1.22,1.8662133130671728,0.0018028191094735966,0.19
1.22,1.9642090959476362,0.0019937729377050286,0.2
1.22,2.062182318187739,0.0021939451431741627,0.21
1.22,2.1601329849814053,0.002403281925507986,0.22
1.22,2.2580611015213683,0.0026217297850732067,0.23
1.22,2.3559666729991675,0.0028492355213109374,0.24
1.22,2.453849704605153,0.003085746231082692,0.25
1.22,2.5517102015284836,0.003331209307027686,0.26
1.22,2.64954816895713,0.0035855724359140756,0.27
1.22,2.74736361207781,0.0038487835961843564,0.28
1.22,2.8451565360760553,0.004120791057175541,0.29
1.22,2.94292694613623,0.004401543377782199,0.3
1.22,3.0406748474415046,0.004690989404508851,0.31
1.22,3.138400245173858,0.00498907826988253,0.32
1.22,3.236103144514076,0.005295759390876115,0.33
1.22,3.333783550641755,0.005610982467342417,0.34
1.22,3.431441468735298,0.005934697480459032,0.35
1.22,3.529076903971921,0.006266854691183953,0.36
1.22,3.626689861527647,0.006607404638712605,0.37
1.22,3.724280346577291,0.006956298137140687,0.38
1.22,3.821848364294474,0.0073134862753110475,0.39
1.22,3.919393919851635,0.007678920416529018,0.4
1.22,4.016917018420027,0.00805255219602499,0.41
1.22,4.114417665169707,0.00843433351944444,0.42
1.22,4.211895865269547,0.008824216561347374,0.43
1.22,4.309351623887226,0.009222153763717232,0.44
1.22,4.406784946189232,0.009628097834479212,0.45
1.22,4.504195837340867,0.01004200174602804,0.46
1.22,4.601584302506243,0.010463818733765163,0.47
1.22,4.698950346848282,0.010893502293987462,0.48
1.22,4.796293975528717,0.011331006182707545,0.49
1.22,4.893615193708092,0.011776284415016993,0.5
1.22,4.990914006545765,0.01222929126313289,0.51
1.22,5.088190419199907,0.012689981254969375,0.52
1.22,5.185444436827497,0.013158309172718093,0.53
1.22,5.282676064584333,0.013634230051437535,0.54
1.22,5.379885307625021,0.01411769917765124,0.55
1.22,5.477072171102982,0.014608672087954876,0.56
1.22,5.57423666017045,0.015107104567632177,0.57
1.22,5.6713787799784745,0.01561295264880685,0.58
1.22,5.768498535676919,0.016126172609041062,0.59
1.22,5.865595932414458,0.016646720970901387,0.6
1.22,5.962670975338586,0.017174554500091345,0.61
1.22,6.059723669595607,0.017709630204095567,0.62
1.22,6.156754020330646,0.018251905330837228,0.63
1.22,6.253762032687637,0.018801337367343917,0.64
1.22,6.350747711809333,0.019357884038421827,0.65
1.22,6.447711062837307,0.019921503305338355,0.66
1.22,6.54465209091194,0.020492153364513065,0.67
1.22,6.6415708011724375,0.021069792645921404,0.68
1.22,6.738467198756814,0.02165437981131943,0.69
1.22,6.83534128880191,0.022245873754385248,0.7
1.22,6.932193076443377,0.02284423359860906,0.71
1.22,7.029022566815685,0.02344941869610711,0.72
1.22,7.125829765052126,0.024061388626351054,0.73
1.22,7.222614676284804,0.02468010319490558,0.74
1.22,7.319377305644646,0.025305522432174137,0.75
1.22,7.416117658261396,0.025937606592152808,0.76
1.22,7.512835739263618,0.02657631615119225,0.77
1.22,7.609531553778692,0.027221611805384228,0.78
1.22,7.706205106932826,0.027873454467929732,0.79
1.22,7.802856403851036,0.028531805273751,0.8
1.22,7.89948544965717,0.029196625575364822,0.81
1.22,7.996092249473885,0.029867876941483372,0.82
1.22,8.092676808422667,0.030545521155818923,0.83
1.22,8.189239131623822,0.031229520215896197,0.84
1.22,8.285779224196473,0.03191983633187224,0.85
1.22,8.382297091258568,0.032616431925363835,0.86
1.22,8.478792737926875,0.03331926962828235,0.87
1.22,8.575266169316986,0.03402831228167606,0.88
1.22,8.67171739054331,0.034743522934579774,0.89
1.22,8.768146406719088,0.03546486484287178,0.9
1.22,8.864553222956378,0.036192301468138136,0.91
1.22,8.960937844366056,0.036925796476544134,0.92
1.22,9.057300276057829,0.037665313737712924,0.93
1.22,9.153640523140227,0.03841081732361132,0.94
1.22,9.249958590720603,0.039162271507442684,0.95
1.22,9.346254483905131,0.039919640762546796,0.96
1.22,9.442528207798814,0.040682889761306774,0.97
1.22,9.538779767505478,0.04145198337406289,0.98
1.22,9.635009168127773,0.04222688666803332,0.99
1.22,9.731216414767172,0.043007564906241726,1.0
1.22,9.827401512523982,0.04379398354645161,1.01
1.22,9.923564466497327,0.04458610824010749,1.02
1.22,10.01970528178516,0.04538390483128268,1.03
1.22,10.115823963484264,0.04618733935563384,1.04
1.22,10.211920516690244,0.04699637803828509,1.05
1.22,10.30799494649753,0.04781098726983498,1.06
1.22,10.404047257999384,0.04863113363935266,1.07
1.22,10.500077456287896,0.049456783931949126,1.08
1.22,10.596085546453978,0.050287905118620004,1.09
1.22,10.692071533587379,0.05112446435520878,1.1
1.22,10.788035422776666,0.05196642898137537,1.11
1.22,10.883977219109239,0.05281376651957003,1.12
1.22,10.979896927671327,0.05366644467401256,1.13
1.22,11.075794553547993,0.054524431329676736,1.14
1.22,11.171670101823121,0.055387694551279794,1.15
1.22,11.267523577579427,0.05625620258227712,1.16
1.22,11.363354985898459,0.05712992384386192,1.17
1.22,11.459164331860595,0.05800882693396989,1.18
1.22,11.55495162054504,0.0588928806262887,1.19
1.22,11.650716857029833,0.0597820538692725,1.2
1.22,11.746460046391842,0.06067631578516102,1.21
1.22,11.84218119370677,0.06157563566900354,1.22
1.22,11.937880304049147,0.06247998298768748,1.23
1.22,12.033557382492335,0.06338932737897157,1.24
1.22,12.129212434108531,0.06430363865052366,1.25
1.22,12.224845463968762,0.06522288677896289,1.26
1.22,12.320456477142889,0.06614704190890636,1.27
1.22,12.416045478699603,0.06707607435202019,1.28
1.22,12.51161247370643,0.06800995458607483,1.29
1.22,12.607157467229735,0.06894865325400462,1.3
1.22,12.702680464334703,0.06989214116297163,1.31
1.22,12.798181470085368,0.07084038928343345,1.32
1.22,12.893660489544583,0.0717933687505472,1.33
1.22,12.989117527774052,0.07275105086440815,1.34
1.22,13.084552589834303,0.07371340708134912,1.35
1.22,13.179965680784694,0.07468040901725558,1.36
1.22,13.275356805683435,0.07565202844683466,1.37
1.22,13.370725969587555,0.07662823730271322,1.38
1.22,13.46607317755293,0.07760900767453989,1.39
1.22,13.561398434634267,0.07859431180809075,1.4
1.22,13.656701745885108,0.07958412210437892,1.41
1.22,13.751983116357836,0.08057841111876797,1.42
1.22,13.847242551103665,0.08157715156008884,1.43
1.22,13.942480055172654,0.08258031628976051,1.44
1.22,14.037695633613692,0.08358787832091416,1.45
1.22,14.132889291474509,0.08459981081752078,1.46
1.22,14.228061033801673,0.08561608709352245,1.47
1.22,14.323210865640586,0.08663668061196668,1.48
1.22,14.418338792035497,0.08766156498414437,1.49
1.22,14.51344481802949,0.08869071396873096,1.5
1.22,14.60852894866448,0.08972410147093061,1.51
1.22,14.703591188981232,0.0907617015416239,1.52
1.22,14.798631544019347,0.09180348837651821,1.53
1.22,14.893650018817265,0.09284943631530156,1.54
1.22,14.988646618412266,0.09389951984079906,1.55
1.22,15.083621347840468,0.09495371357813262,1.56
1.22,15.178574212136837,0.09601199229388326,1.57
1.22,15.273505216335172,0.09707433089525634,1.58
1.22,15.36841436546812,0.09814070442924967,1.59
1.22,15.46330166456716,0.09921108808451277,1.6
1.22,15.55816711866262,0.10028545722782424,1.61
1.22,15.65301073278367,0.1013637873430397,1.62
1.22,15.747832511958316,0.10244605403877512,1.63
1.22,15.842632461213418,0.10353223306024707,1.64
1.22,15.937410585574666,0.10462230028850529,1.65
1.22,16.032166890066602,0.10571623173966917,1.66
1.22,16.126901379712603,0.10681400356416812,1.67
1.22,16.221614059534897,0.10791559204598558,1.68
1.22,16.31630493455455,0.10902097360190706,1.69
1.22,16.41097400979148,0.11013012478077162,1.7
1.22,16.505621290264447,0.11124302226272724,1.71
1.22,16.600246780991043,0.11235964285848969,1.72
1.22,16.694850486987725,0.11347996350860524,1.73
1.22,16.78943241326978,0.11460396128271669,1.74
1.22,16.883992564851336,0.11573161337883307,1.75
1.22,16.978530946745394,0.11686289712260295,1.76
1.22,17.07304756396377,0.11799778996659094,1.77
1.22,17.167542421517144,0.11913626948955801,1.78
1.22,17.262015524415038,0.12027831339574482,1.79
1.22,17.356466877665817,0.12142389951415866,1.8
1.22,17.4508964862767,0.12257300579786369,1.81
1.22,17.545304355253744,0.12372561032327431,1.82
1.22,17.639690489601865,0.12488169128945203,1.83
1.22,17.734054894324814,0.12604122701740533,1.84
1.22,17.8283975744252,0.1272041959493928,1.85
1.22,17.92271853490448,0.1283705766482295,1.86
1.22,18.017017780762956,0.12954034779659626,1.87
1.22,18.11129531699977,0.13071348820333142,1.88
1.22,18.205551148612933,0.13188997680323736,1.89
1.22,18.29978528059929,0.13306979263825677,1.9
1.22,18.393997717954544,0.13425291486753624,1.91
1.22,18.48818846567324,0.13543932276700843,1.92
1.22,18.582357528748783,0.13662899572873652,1.93
1.22,18.676504912173417,0.13782191326026208,1.94
1.22,18.770630620938245,0.13901805498395622,1.95
1.22,18.864734660033218,0.14021740063637417,1.96
1.22,18.958817034447144,0.14141993006761291,1.97
1.22,19.052877749167667,0.1426256232406726,1.98
1.22,19.146916809181295,0.14383446023082047,1.99
1.22,19.240934219473395,0.14504642122495862,2.0
1.22,19.334929985028168,0.1462614865209945,2.01
1.22,19.428904110828686,0.14747963652721494,2.02
1.22,19.52285660185685,0.14870085176166284,2.03
1.22,19.616787463093445,0.1499251128515174,2.04
1.22,19.71069669951808,0.15115240053247703,2.05
1.22,19.80458431610924,0.15238269564814572,2.06
1.22,19.898450317844244,0.15361597914942166,2.07
1.22,19.992294709699287,0.15485223209388999,2.08
1.22,20.0861174966494,0.15609143564521705,2.09
1.22,20.17991868366848,0.15733357107254908,2.1
1.22,20.273698275729263,0.1585786197499123,2.11
1.22,20.36745627780337,0.15982656315561725,2.12
1.22,20.46119269486124,0.1610773828716646,2.13
1.22,20.5549075318722,0.16233106058315502,2.14
1.22,20.648600793804412,0.16358757807862334,2.15
1.22,20.74227248562491,0.16484691725824246,2.16
1.22,20.835922612299566,0.16610906011782314,2.17
1.22,20.929551178793133,0.16737398875160694,2.18
1.22,21.02315819006919,0.16864168535424687,2.19
1.22,21.116743651090207,0.16991213222024487,2.2
1.22,21.21030756681748,0.17118531174339174,2.21
1.22,21.30384994221119,0.1724612064162109,2.22
1.22,21.39737078223036,0.17373979882940382,2.23
1.22,21.490870091832875,0.1750210716712998,2.24
1.22,21.58434787597547,0.176305007727307,2.25
1.22,21.677804139613755,0.17759158987936796,2.26
1.22,21.771238887702204,0.17888080110541657,2.27
1.22,21.864652125194116,0.1801726244788384,2.28
1.22,21.95804385704169,0.18146704316793413,2.29
1.22,22.05141408819595,0.18276404043538486,2.3
1.22,22.144762823606815,0.1840635996377211,2.31
1.22,22.23809006822303,0.18536570422479354,2.32
1.22,22.331395826992228,0.18667033773924735,2.33
1.22,22.424680104860887,0.18797748381599821,2.34
1.22,22.51794290677435,0.18928712618171212,2.35
1.22,22.611184237676824,0.19059924865428626,2.36
1.22,22.704404102511383,0.19191383514233415,2.37
1.22,22.797602506219942,0.19323086964467187,2.38
1.22,22.89077945374331,0.1945503362498078,2.39
1.22,22.983934950021123,0.19587221913543426,2.4
1.22,23.077068999991916,0.19719650256792212,2.41
1.22,23.17018160859305,0.19852317090181715,2.42
1.22,23.263272780760786,0.19985220858328664,2.43
1.22,23.35634252143022,0.20118360014848685,2.44
1.22,23.449390835535333,0.20251733021528914,2.45
1.22,23.542417728008942,0.20385338348785742,2.46
1.22,23.63542320378277,0.20519174475621263,2.47
1.22,23.728407267787357,0.20653239889575176,2.48
1.22,23.82136992495215,0.2078753308667703,2.49
1.22,23.91431118020543,0.2092205257139863,2.5
1.22,24.007231038474362,0.21056796856606783,2.51
1.22,24.100129504684976,0.21191764463516224,2.52
1.22,24.19300658376215,0.213269539216428,2.53
1.22,24.28586228062965,0.21462363768756956,2.54
1.22,24.3786966002101,0.2159799255083735,2.55
1.22,24.47150954742499,0.2173383882202484,2.56
