Vthresh,a,b,c,d,i,u,v,Time
30.0,0.2,0.26,-65.0,0.0,0.0,-16.63935581757481,-63.89112259423399,0.23
30.0,0.2,0.26,-65.0,0.0,0.0,-16.63929933272045,-63.886457821095085,0.24
30.0,0.2,0.26,-65.0,0.0,0.0,-16.639240538937973,-63.88179879515683,0.25
30.0,0.2,0.26,-65.0,0.0,0.0,-16.63917944384666,-63.87714551577148,0.26
30.0,0.2,0.26,-65.0,0.0,0.0,-16.639116055031423,-63.872497982253144,0.27
30.0,0.2,0.26,-65.0,0.0,0.0,-16.639050380059683,-63.86785619390196,0.28
30.0,0.2,0.26,-65.0,0.0,0.0,-16.638982426483196,-63.8632201500067,0.29
30.0,0.2,0.26,-65.0,0.0,0.0,-16.63891220183803,-63.85858984984475,0.3
30.0,0.2,0.26,-65.0,0.0,0.0,-16.63883971364457,-63.853965292682105,0.31
30.0,0.2,0.26,-65.0,0.0,0.0,-16.63876496940753,-63.849346477773395,0.32
30.0,0.2,0.26,-65.0,0.0,0.0,-16.638687976615934,-63.844733404361854,0.33
30.0,0.2,0.26,-65.0,0.0,0.0,-16.63860874274314,-63.840126071679336,0.34
30.0,0.2,0.26,-65.0,0.0,0.0,-16.63852727524882,-63.8355244789524,0.35
30.0,0.2,0.26,-65.0,0.0,0.0,-16.638443581582663,-63.830928625413705,0.36
30.0,0.2,0.26,-65.0,0.0,0.0,-16.638357669174255,-63.82633851027093,0.37
30.0,0.2,0.26,-65.0,0.0,0.0,-16.63826954543729,-63.82175413271977,0.38
30.0,0.2,0.26,-65.0,0.0,0.0,-16.63817921777004,-63.817175491945285,0.39
30.0,0.2,0.26,-65.0,0.0,0.0,-16.638086693555355,-63.812602587121965,0.4
30.0,0.2,0.26,-65.0,0.0,0.0,-16.63799198016064,-63.80803541741365,0.41
30.0,0.2,0.26,-65.0,0.0,0.0,-16.637895084937885,-63.80347398197358,0.42
30.0,0.2,0.26,-65.0,0.0,0.0,-16.637796015223657,-63.79891827994439,0.43
30.0,0.2,0.26,-65.0,0.0,0.0,-16.63769477833908,-63.79436831045808,0.44
30.0,0.2,0.26,-65.0,0.0,0.0,-16.637591381576915,-63.78982407259845,0.45
30.0,0.2,0.26,-65.0,0.0,0.0,-16.63748583227157,-63.785285565604525,0.46
30.0,0.2,0.26,-65.0,0.0,0.0,-16.63737813767729,-63.78075278851663,0.47
30.0,0.2,0.26,-65.0,0.0,0.0,-16.63726830505736,-63.77622574043554,0.48
30.0,0.2,0.26,-65.0,0.0,0.0,-16.637156341659708,-63.77170442045165,0.49
30.0,0.2,0.26,-65.0,0.0,0.0,-16.637042254716924,-63.767188827644986,0.5
30.0,0.2,0.26,-65.0,0.0,0.0,-16.63692605144629,-63.76267896108532,0.51
30.0,0.2,0.26,-65.0,0.0,0.0,-16.6368077390498,-63.75817481983222,0.52
30.0,0.2,0.26,-65.0,0.0,0.0,-16.636687324714195,-63.753676402935135,0.53
30.0,0.2,0.26,-65.0,0.0,0.0,-16.636564815610978,-63.749183709433474,0.54
30.0,0.2,0.26,-65.0,0.0,0.0,-16.636440218936407,-63.74469673842661,0.55
30.0,0.2,0.26,-65.0,0.0,0.0,-16.636313541964363,-63.74021548916652,0.56
30.0,0.2,0.26,-65.0,0.0,0.0,-16.63618479183731,-63.73573996069178,0.57
30.0,0.2,0.26,-65.0,0.0,0.0,-16.636053975672827,-63.731270152014176,0.58
30.0,0.2,0.26,-65.0,0.0,0.0,-16.63592110057352,-63.72680606213602,0.59
30.0,0.2,0.26,-65.0,0.0,0.0,-16.635786173627004,-63.722347690050206,0.6
30.0,0.2,0.26,-65.0,0.0,0.0,-16.635649201905956,-63.71789503474027,0.61
30.0,0.2,0.26,-65.0,0.0,0.0,-16.635510192468132,-63.71344809518051,0.62
30.0,0.2,0.26,-65.0,0.0,0.0,-16.635369152356393,-63.70900687033602,0.63
30.0,0.2,0.26,-65.0,0.0,0.0,-16.63522608859874,-63.70457135916277,0.64
30.0,0.2,0.26,-65.0,0.0,0.0,-16.635081008208314,-63.70014156060771,0.65
30.0,0.2,0.26,-65.0,0.0,0.0,-16.634933918183464,-63.69571747360882,0.66
30.0,0.2,0.26,-65.0,0.0,0.0,-16.634784825507733,-63.69129909709518,0.67
30.0,0.2,0.26,-65.0,0.0,0.0,-16.63463373714991,-63.68688642998707,0.68
30.0,0.2,0.26,-65.0,0.0,0.0,-16.634480660064032,-63.68247947119601,0.69
30.0,0.2,0.26,-65.0,0.0,0.0,-16.63432560118945,-63.67807821962487,0.7
30.0,0.2,0.26,-65.0,0.0,0.0,-16.6341685674508,-63.67368267416793,0.71
30.0,0.2,0.26,-65.0,0.0,0.0,-16.634009565758085,-63.66929283371094,0.72
30.0,0.2,0.26,-65.0,0.0,0.0,-16.633848603006655,-63.66490869713123,0.73
30.0,0.2,0.26,-65.0,0.0,0.0,-16.633685686077268,-63.660530263297744,0.74
30.0,0.2,0.26,-65.0,0.0,0.0,-16.63352082183609,-63.65615753107115,0.75
30.0,0.2,0.26,-65.0,0.0,0.0,-16.633354017134735,-63.6517904993039,0.76
30.0,0.2,0.26,-65.0,0.0,0.0,-16.633185278810295,-63.64742916684029,0.77
30.0,0.2,0.26,-65.0,0.0,0.0,-16.633014613685347,-63.64307353251657,0.78
30.0,0.2,0.26,-65.0,0.0,0.0,-16.632842028568003,-63.638723595160975,0.79
30.0,0.2,0.26,-65.0,0.0,0.0,-16.632667530251915,-63.63437935359384,0.8
30.0,0.2,0.26,-65.0,0.0,0.0,-16.632491125516314,-63.63004080662767,0.81
30.0,0.2,0.26,-65.0,0.0,0.0,-16.632312821126035,-63.62570795306718,0.82
30.0,0.2,0.26,-65.0,0.0,0.0,-16.632132623831534,-63.62138079170939,0.83
30.0,0.2,0.26,-65.0,0.0,0.0,-16.631950540368926,-63.61705932134374,0.84
30.0,0.2,0.26,-65.0,0.0,0.0,-16.631766577460002,-63.612743540752085,0.85
30.0,0.2,0.26,-65.0,0.0,0.0,-16.631580741812265,-63.608433448708844,0.86
30.0,0.2,0.26,-65.0,0.0,0.0,-16.631393040118937,-63.604129043981025,0.87
30.0,0.2,0.26,-65.0,0.0,0.0,-16.63120347905901,-63.599830325328334,0.88
30.0,0.2,0.26,-65.0,0.0,0.0,-16.631012065297252,-63.59553729150321,0.89
30.0,0.2,0.26,-65.0,0.0,0.0,-16.630818805484246,-63.591249941250965,0.9
30.0,0.2,0.26,-65.0,0.0,0.0,-16.630623706256408,-63.58696827330978,0.91
30.0,0.2,0.26,-65.0,0.0,0.0,-16.630426774236014,-63.58269228641084,0.92
30.0,0.2,0.26,-65.0,0.0,0.0,-16.63022801603123,-63.578421979278374,0.93
30.0,0.2,0.26,-65.0,0.0,0.0,-16.630027438236137,-63.574157350629754,0.94
30.0,0.2,0.26,-65.0,0.0,0.0,-16.629825047430757,-63.56989839917556,0.95
30.0,0.2,0.26,-65.0,0.0,0.0,-16.629620850181073,-63.56564512361964,0.96
30.0,0.2,0.26,-65.0,0.0,0.0,-16.629414853039066,-63.56139752265921,0.97
30.0,0.2,0.26,-65.0,0.0,0.0,-16.629207062542726,-63.55715559498493,0.98
30.0,0.2,0.26,-65.0,0.0,0.0,-16.628997485216097,-63.55291933928094,0.99
30.0,0.2,0.26,-65.0,0.0,0.0,-16.628786127569292,-63.548688754224976,1.0
30.0,0.2,0.26,-65.0,0.0,0.0,-16.628572996098512,-63.54446383848844,1.01
30.0,0.2,0.26,-65.0,0.0,0.0,-16.628358097286092,-63.54024459073644,1.02
30.0,0.2,0.26,-65.0,0.0,0.0,-16.628141437600505,-63.53603100962792,1.03
30.0,0.2,0.26,-65.0,0.0,0.0,-16.627923023496404,-63.531823093815674,1.04
30.0,0.2,0.26,-65.0,0.0,0.0,-16.627702861414644,-63.52762084194649,1.05
30.0,0.2,0.26,-65.0,0.0,0.0,-16.6274809577823,-63.523424252661144,1.06
30.0,0.2,0.26,-65.0,0.0,0.0,-16.627257319012706,-63.51923332459456,1.07
30.0,0.2,0.26,-65.0,0.0,0.0,-16.627031951505472,-63.515048056375804,1.08
30.0,0.2,0.26,-65.0,0.0,0.0,-16.626804861646512,-63.51086844662823,1.09
30.0,0.2,0.26,-65.0,0.0,0.0,-16.626576055808073,-63.50669449396951,1.1
30.0,0.2,0.26,-65.0,0.0,0.0,-16.62634554034876,-63.50252619701171,1.11
30.0,0.2,0.26,-65.0,0.0,0.0,-16.62611332161355,-63.4983635543614,1.12
30.0,0.2,0.26,-65.0,0.0,0.0,-16.62587940593384,-63.49420656461968,1.13
30.0,0.2,0.26,-65.0,0.0,0.0,-16.625643799627465,-63.49005522638231,1.14
30.0,0.2,0.26,-65.0,0.0,0.0,-16.62540650899871,-63.48590953823972,1.15
30.0,0.2,0.26,-65.0,0.0,0.0,-16.625167540338353,-63.48176949877715,1.16
30.0,0.2,0.26,-65.0,0.0,0.0,-16.624926899923686,-63.477635106574674,1.17
30.0,0.2,0.26,-65.0,0.0,0.0,-16.62468459401854,-63.47350636020732,1.18
30.0,0.2,0.26,-65.0,0.0,0.0,-16.6244406288733,-63.46938325824509,1.19
30.0,0.2,0.26,-65.0,0.0,0.0,-16.624195010724964,-63.465265799253096,1.2
30.0,0.2,0.26,-65.0,0.0,0.0,-16.62394774579713,-63.461153981791576,1.21
30.0,0.2,0.26,-65.0,0.0,0.0,-16.62369884030004,-63.45704780441603,1.22
30.0,0.2,0.26,-65.0,0.0,0.0,-16.62344830043062,-63.452947265677224,1.23
30.0,0.2,0.26,-65.0,0.0,0.0,-16.623196132372474,-63.448852364121336,1.24
30.0,0.2,0.26,-65.0,0.0,0.0,-16.62294234229594,-63.44476309828998,1.25
30.0,0.2,0.26,-65.0,0.0,0.0,-16.622686936358093,-63.44067946672032,1.26
30.0,0.2,0.26,-65.0,0.0,0.0,-16.62242992070279,-63.43660146794508,1.27
30.0,0.2,0.26,-65.0,0.0,0.0,-16.622171301460686,-63.43252910049272,1.28
30.0,0.2,0.26,-65.0,0.0,0.0,-16.621911084749257,-63.42846236288741,1.29
30.0,0.2,0.26,-65.0,0.0,0.0,-16.62164927667284,-63.42440125364917,1.3
30.0,0.2,0.26,-65.0,0.0,0.0,-16.62138588332264,-63.42034577129392,1.31
30.0,0.2,0.26,-65.0,0.0,0.0,-16.621120910776778,-63.41629591433354,1.32
30.0,0.2,0.26,-65.0,0.0,0.0,-16.620854365100286,-63.412251681276,1.33
30.0,0.2,0.26,-65.0,0.0,0.0,-16.620586252345166,-63.408213070625365,1.34
30.0,0.2,0.26,-65.0,0.0,0.0,-16.6203165785504,-63.40418008088192,1.35
30.0,0.2,0.26,-65.0,0.0,0.0,-16.620045349741982,-63.40015271054224,1.36
30.0,0.2,0.26,-65.0,0.0,0.0,-16.61977257193293,-63.39613095809921,1.37
30.0,0.2,0.26,-65.0,0.0,0.0,-16.61949825112333,-63.39211482204218,1.38
30.0,0.2,0.26,-65.0,0.0,0.0,-16.619222393300348,-63.388104300856995,1.39
30.0,0.2,0.26,-65.0,0.0,0.0,-16.61894500443827,-63.384099393026084,1.4
30.0,0.2,0.26,-65.0,0.0,0.0,-16.618666090498518,-63.3801000970285,1.41
30.0,0.2,0.26,-65.0,0.0,0.0,-16.61838565742967,-63.37610641134007,1.42
30.0,0.2,0.26,-65.0,0.0,0.0,-16.61810371116751,-63.372118334433374,1.43
30.0,0.2,0.26,-65.0,0.0,0.0,-16.61782025763502,-63.368135864777905,1.44
30.0,0.2,0.26,-65.0,0.0,0.0,-16.617535302742443,-63.36415900084009,1.45
30.0,0.2,0.26,-65.0,0.0,0.0,-16.61724885238728,-63.360187741083394,1.46
30.0,0.2,0.26,-65.0,0.0,0.0,-16.616960912454324,-63.35622208396837,1.47
30.0,0.2,0.26,-65.0,0.0,0.0,-16.616671488815697,-63.35226202795277,1.48
30.0,0.2,0.26,-65.0,0.0,0.0,-16.616380587330866,-63.34830757149157,1.49
30.0,0.2,0.26,-65.0,0.0,0.0,-16.616088213846666,-63.34435871303709,1.5
30.0,0.2,0.26,-65.0,0.0,0.0,-16.615794374197336,-63.34041545103906,1.51
30.0,0.2,0.26,-65.0,0.0,0.0,-16.615499074204532,-63.33647778394465,1.52
30.0,0.2,0.26,-65.0,0.0,0.0,-16.615202319677373,-63.33254571019864,1.53
30.0,0.2,0.26,-65.0,0.0,0.0,-16.614904116412447,-63.32861922824338,1.54
30.0,0.2,0.26,-65.0,0.0,0.0,-16.614604470255014,-63.32469833611997,1.55
30.0,0.2,0.26,-65.0,0.0,0.0,-16.61430338717995,-63.3207830309406,1.56
30.0,0.2,0.26,-65.0,0.0,0.0,-16.614000872971694,-63.31687331097624,1.57
30.0,0.2,0.26,-65.0,0.0,0.0,-16.613696933387352,-63.31296917459296,1.58
30.0,0.2,0.26,-65.0,0.0,0.0,-16.613391574171825,-63.309070620153726,1.59
30.0,0.2,0.26,-65.0,0.0,0.0,-16.613084801057795,-63.305177646018514,1.6
30.0,0.2,0.26,-65.0,0.0,0.0,-16.61277661976579,-63.30129025054433,1.61
30.0,0.2,0.26,-65.0,0.0,0.0,-16.61246703600418,-63.29740843208529,1.62
30.0,0.2,0.26,-65.0,0.0,0.0,-16.612156055469224,-63.293532188992735,1.63
30.0,0.2,0.26,-65.0,0.0,0.0,-16.61184368384509,-63.28966151961521,1.64
30.0,0.2,0.26,-65.0,0.0,0.0,-16.611529926803883,-63.28579642229861,1.65
30.0,0.2,0.26,-65.0,0.0,0.0,-16.61121479000567,-63.28193689538622,1.66
30.0,0.2,0.26,-65.0,0.0,0.0,-16.610898279098503,-63.27808293721876,1.67
30.0,0.2,0.26,-65.0,0.0,0.0,-16.610580399718472,-63.2742345461345,1.68
30.0,0.2,0.26,-65.0,0.0,0.0,-16.61026115748969,-63.27039172046929,1.69
30.0,0.2,0.26,-65.0,0.0,0.0,-16.609940558024352,-63.266554458556634,1.7
30.0,0.2,0.26,-65.0,0.0,0.0,-16.609618606922755,-63.262722758727776,1.71
30.0,0.2,0.26,-65.0,0.0,0.0,-16.60929530977332,-63.25889661931174,1.72
30.0,0.2,0.26,-65.0,0.0,0.0,-16.60897067215262,-63.255076038635444,1.73
30.0,0.2,0.26,-65.0,0.0,0.0,-16.60864469962541,-63.2512610150237,1.74
30.0,0.2,0.26,-65.0,0.0,0.0,-16.608317397744656,-63.24745154679934,1.75
30.0,0.2,0.26,-65.0,0.0,0.0,-16.607988772051556,-63.243647632283256,1.76
30.0,0.2,0.26,-65.0,0.0,0.0,-16.60765882807557,-63.23984926979448,1.77
30.0,0.2,0.26,-65.0,0.0,0.0,-16.60732757133445,-63.23605645765024,1.78
30.0,0.2,0.26,-65.0,0.0,0.0,-16.60699500733427,-63.232269194166044,1.79
30.0,0.2,0.26,-65.0,0.0,0.0,-16.606661141569433,-63.228487477655726,1.8
30.0,0.2,0.26,-65.0,0.0,0.0,-16.606325979522722,-63.22471130643153,1.81
30.0,0.2,0.26,-65.0,0.0,0.0,-16.605989526665322,-63.220940678804176,1.82
30.0,0.2,0.26,-65.0,0.0,0.0,-16.60565178845684,-63.21717559308292,1.83
30.0,0.2,0.26,-65.0,0.0,0.0,-16.60531277034533,-63.213416047575635,1.84
30.0,0.2,0.26,-65.0,0.0,0.0,-16.60497247776733,-63.20966204058886,1.85
30.0,0.2,0.26,-65.0,0.0,0.0,-16.60463091614789,-63.20591357042789,1.86
30.0,0.2,0.26,-65.0,0.0,0.0,-16.60428809090058,-63.20217063539682,1.87
30.0,0.2,0.26,-65.0,0.0,0.0,-16.60394400742755,-63.19843323379864,1.88
30.0,0.2,0.26,-65.0,0.0,0.0,-16.60359867111952,-63.19470136393527,1.89
30.0,0.2,0.26,-65.0,0.0,0.0,-16.603252087355834,-63.190975024107665,1.9
30.0,0.2,0.26,-65.0,0.0,0.0,-16.60290426150448,-63.187254212615855,1.91
30.0,0.2,0.26,-65.0,0.0,0.0,-16.60255519892211,-63.18353892775902,1.92
30.0,0.2,0.26,-65.0,0.0,0.0,-16.602204904954082,-63.17982916783554,1.93
30.0,0.2,0.26,-65.0,0.0,0.0,-16.60185338493446,-63.17612493114313,1.94
30.0,0.2,0.26,-65.0,0.0,0.0,-16.601500644186082,-63.17242621597881,1.95
30.0,0.2,0.26,-65.0,0.0,0.0,-16.601146688020545,-63.168733020639046,1.96
30.0,0.2,0.26,-65.0,0.0,0.0,-16.600791521738262,-63.165045343419806,1.97
30.0,0.2,0.26,-65.0,0.0,0.0,-16.600435150628474,-63.16136318261658,1.98
30.0,0.2,0.26,-65.0,0.0,0.0,-16.600077579969284,-63.15768653652452,1.99
30.0,0.2,0.26,-65.0,0.0,0.0,-16.599718815027682,-63.15401540343845,2.0
30.0,0.2,0.26,-65.0,0.0,0.0,-16.599358861059567,-63.15034978165297,2.01
30.0,0.2,0.26,-65.0,0.0,0.0,-16.598997723309783,-63.14668966946249,2.02
30.0,0.2,0.26,-65.0,0.0,0.0,-16.598635407012143,-63.14303506516133,2.03
30.0,0.2,0.26,-65.0,0.0,0.0,-16.59827191738945,-63.13938596704378,2.04
30.0,0.2,0.26,-65.0,0.0,0.0,-16.59790725965354,-63.13574237340414,2.05
30.0,0.2,0.26,-65.0,0.0,0.0,-16.597541439005283,-63.132104282536844,2.06
30.0,0.2,0.26,-65.0,0.0,0.0,-16.597174460634644,-63.128471692736454,2.07
30.0,0.2,0.26,-65.0,0.0,0.0,-16.596806329720675,-63.12484460229781,2.08
30.0,0.2,0.26,-65.0,0.0,0.0,-16.59643705143157,-63.12122300951602,2.09
30.0,0.2,0.26,-65.0,0.0,0.0,-16.59606663092468,-63.11760691268659,2.1
30.0,0.2,0.26,-65.0,0.0,0.0,-16.595695073346526,-63.113996310105435,2.11
30.0,0.2,0.26,-65.0,0.0,0.0,-16.59532238383287,-63.11039120006901,2.12
30.0,0.2,0.26,-65.0,0.0,0.0,-16.594948567508688,-63.10679158087432,2.13
30.0,0.2,0.26,-65.0,0.0,0.0,-16.594573629488234,-63.10319745081904,2.14
30.0,0.2,0.26,-65.0,0.0,0.0,-16.594197574875057,-63.09960880820151,2.15
30.0,0.2,0.26,-65.0,0.0,0.0,-16.59382040876202,-63.09602565132089,2.16
30.0,0.2,0.26,-65.0,0.0,0.0,-16.593442136231342,-63.09244797847718,2.17
30.0,0.2,0.26,-65.0,0.0,0.0,-16.59306276235461,-63.088875787971276,2.18
30.0,0.2,0.26,-65.0,0.0,0.0,-16.59268229219282,-63.085309078105055,2.19
30.0,0.2,0.26,-65.0,0.0,0.0,-16.592300730796396,-63.08174784718147,2.2
30.0,0.2,0.26,-65.0,0.0,0.0,-16.59191808320521,-63.078192093504555,2.21
30.0,0.2,0.26,-65.0,0.0,0.0,-16.591534354448633,-63.074641815379564,2.22
30.0,0.2,0.26,-65.0,0.0,0.0,-16.591149549545534,-63.07109701111298,2.23
30.0,0.2,0.26,-65.0,0.0,0.0,-16.590763673504327,-63.06755767901261,2.24
30.0,0.2,0.26,-65.0,0.0,0.0,-16.59037673132299,-63.06402381738766,2.25
30.0,0.2,0.26,-65.0,0.0,0.0,-16.589988727989095,-63.060495424548776,2.26
30.0,0.2,0.26,-65.0,0.0,0.0,-16.589599668479824,-63.056972498808136,2.27
30.0,0.2,0.26,-65.0,0.0,0.0,-16.589209557762018,-63.05345503847952,2.28
30.0,0.2,0.26,-65.0,0.0,0.0,-16.58881840079219,-63.04994304187834,2.29
30.0,0.2,0.26,-65.0,0.0,0.0,-16.588426202516544,-63.04643650732177,2.3
30.0,0.2,0.26,-65.0,0.0,0.0,-16.588032967871026,-63.04293543312875,2.31
30.0,0.2,0.26,-65.0,0.0,0.0,-16.587638701781323,-63.039439817620085,2.32
30.0,0.2,0.26,-65.0,0.0,0.0,-16.58724340916292,-63.035949659118536,2.33
30.0,0.2,0.26,-65.0,0.0,0.0,-16.586847094921094,-63.03246495594883,2.34
30.0,0.2,0.26,-65.0,0.0,0.0,-16.586449763950977,-63.02898570643779,2.35
30.0,0.2,0.26,-65.0,0.0,0.0,-16.58605142113755,-63.02551190891434,2.36
30.0,0.2,0.26,-65.0,0.0,0.0,-16.585652071355693,-63.02204356170963,2.37
30.0,0.2,0.26,-65.0,0.0,0.0,-16.5852517194702,-63.01858066315708,2.38
30.0,0.2,0.26,-65.0,0.0,0.0,-16.584850370335815,-63.015123211592424,2.39
30.0,0.2,0.26,-65.0,0.0,0.0,-16.58444802879725,-63.01167120535383,2.4
30.0,0.2,0.26,-65.0,0.0,0.0,-16.58404469968922,-63.00822464278192,2.41
30.0,0.2,0.26,-65.0,0.0,0.0,-16.58364038783646,-63.00478352221985,2.42
30.0,0.2,0.26,-65.0,0.0,0.0,-16.58323509805377,-63.001347842013416,2.43
30.0,0.2,0.26,-65.0,0.0,0.0,-16.58282883514602,-62.99791760051105,2.44
30.0,0.2,0.26,-65.0,0.0,0.0,-16.582421603908195,-62.99449279606396,2.45
30.0,0.2,0.26,-65.0,0.0,0.0,-16.582013409125413,-62.99107342702615,2.46
30.0,0.2,0.26,-65.0,0.0,0.0,-16.581604255572955,-62.987659491754506,2.47
30.0,0.2,0.26,-65.0,0.0,0.0,-16.581194148016287,-62.984250988608856,2.48
30.0,0.2,0.26,-65.0,0.0,0.0,-16.5807830912111,-62.980847915952054,2.49
30.0,0.2,0.26,-65.0,0.0,0.0,-16.580371089903323,-62.97745027215003,2.5
30.0,0.2,0.26,-65.0,0.0,0.0,-16.57995814882916,-62.97405805557187,2.51
30.0,0.2,0.26,-65.0,0.0,0.0,-16.579544272715108,-62.97067126458985,2.52
30.0,0.2,0.26,-65.0,0.0,0.0,-16.57912946627799,-62.96728989757959,2.53
30.0,0.2,0.26,-65.0,0.0,0.0,-16.578713734224987,-62.96391395292002,2.54
30.0,0.2,0.26,-65.0,0.0,0.0,-16.578297081024605,-62.96054342716279,2.55
30.0,0.2,0.26,-65.0,0.0,0.0,-16.57787951060376,-62.957178312610914,2.56
30.0,0.2,0.26,-65.0,0.0,0.0,-16.57746102754628,-62.953818606898,2.57
30.0,0.2,0.26,-65.0,0.0,0.0,-16.57704163648224,-62.95046430810706,2.58
30.0,0.2,0.26,-65.0,0.0,0.0,-16.576621342031572,-62.94711541431982,2.59
30.0,0.2,0.26,-65.0,0.0,0.0,-16.576200148804105,-62.94377192361676,2.6
30.0,0.2,0.26,-65.0,0.0,0.0,-16.575778061399568,-62.94043383407713,2.61
30.0,0.2,0.26,-65.0,0.0,0.0,-16.57535508440763,-62.937101143779,2.62
30.0,0.2,0.26,-65.0,0.0,0.0,-16.574931222407915,-62.93377385079928,2.63
30.0,0.2,0.26,-65.0,0.0,0.0,-16.57450647997003,-62.93045195321376,2.64
30.0,0.2,0.26,-65.0,0.0,0.0,-16.574080861653577,-62.92713544909717,2.65
30.0,0.2,0.26,-65.0,0.0,0.0,-16.573654372008193,-62.92382433652316,2.66
30.0,0.2,0.26,-65.0,0.0,0.0,-16.573227015573558,-62.920518613564404,2.67
30.0,0.2,0.26,-65.0,0.0,0.0,-16.57279879687942,-62.91721827829258,2.68
30.0,0.2,0.26,-65.0,0.0,0.0,-16.57236972044564,-62.913923328778424,2.69
30.0,0.2,0.26,-65.0,0.0,0.0,-16.57193979078217,-62.91063376309177,2.7
30.0,0.2,0.26,-65.0,0.0,0.0,-16.57150901238913,-62.90734957930159,2.71
30.0,0.2,0.26,-65.0,0.0,0.0,-16.57107738975678,-62.904070775476,2.72
30.0,0.2,0.26,-65.0,0.0,0.0,-16.570644927365592,-62.90079734968235,2.73
30.0,0.2,0.26,-65.0,0.0,0.0,-16.570211629686224,-62.897529299987184,2.74
30.0,0.2,0.26,-65.0,0.0,0.0,-16.569777501179583,-62.89426662445634,2.75
30.0,0.2,0.26,-65.0,0.0,0.0,-16.56934254629683,-62.89100932115497,2.76
30.0,0.2,0.26,-65.0,0.0,0.0,-16.5689067694794,-62.88775738814753,2.77
30.0,0.2,0.26,-65.0,0.0,0.0,-16.568470175159035,-62.884510823497884,2.78
30.0,0.2,0.26,-65.0,0.0,0.0,-16.568032767757806,-62.881269625269304,2.79
30.0,0.2,0.26,-65.0,0.0,0.0,-16.56759455168812,-62.87803379152449,2.8
30.0,0.2,0.26,-65.0,0.0,0.0,-16.56715553135277,-62.87480332032563,2.81
30.0,0.2,0.26,-65.0,0.0,0.0,-16.566715711144937,-62.871578209734444,2.82
30.0,0.2,0.26,-65.0,0.0,0.0,-16.56627509544822,-62.86835845781217,2.83
30.0,0.2,0.26,-65.0,0.0,0.0,-16.56583368863666,-62.86514406261967,2.84
30.0,0.2,0.26,-65.0,0.0,0.0,-16.565391495074756,-62.8619350222174,2.85
30.0,0.2,0.26,-65.0,0.0,0.0,-16.564948519117507,-62.85873133466548,2.86
30.0,0.2,0.26,-65.0,0.0,0.0,-16.56450476511041,-62.85553299802372,2.87
30.0,0.2,0.26,-65.0,0.0,0.0,-16.564060237389498,-62.85234001035166,2.88
30.0,0.2,0.26,-65.0,0.0,0.0,-16.563614940281365,-62.849152369708605,2.89
30.0,0.2,0.26,-65.0,0.0,0.0,-16.56316887810318,-62.84597007415365,2.9
30.0,0.2,0.26,-65.0,0.0,0.0,-16.562722055162713,-62.84279312174572,2.91
30.0,0.2,0.26,-65.0,0.0,0.0,-16.562274475758365,-62.83962151054362,2.92
30.0,0.2,0.26,-65.0,0.0,0.0,-16.561826144179175,-62.83645523860605,2.93
30.0,0.2,0.26,-65.0,0.0,0.0,-16.561377064704867,-62.833294303991636,2.94
30.0,0.2,0.26,-65.0,0.0,0.0,-16.560927241605853,-62.83013870475899,2.95
30.0,0.2,0.26,-65.0,0.0,0.0,-16.560476679143257,-62.82698843896673,2.96
