data_generator_T,data_generator_X1
3.1199999,7.5612235
3.1329999,5.4593792
3.1459999,4.1106339
3.1589999,3.2554054
3.1719999,2.7676458
3.1849999,2.6955838
3.198,3.1429193
3.211,4.0561404
3.224,5.4109244
3.237,7.7412271
3.25,12.931465
3.263,27.388803
3.276,43.307503
3.289,34.080833
3.302,26.715357
3.3150001,59.230103
3.3280001,48.808556
3.3410001,34.47459
3.3540001,23.540703
3.3670001,16.048756
3.3800001,11.019537
3.3929999,7.7052398
3.4059999,5.552247
3.4189999,4.1699624
3.4319999,3.2923958
3.4449999,2.7847528
3.4579999,2.6865637
3.471,3.105047
3.484,3.9959261
3.497,5.3199453
3.51,7.5668397
3.523,12.499838
3.536,26.19059
3.549,43.296341
3.562,34.702106
3.575,26.494116
3.5880001,58.411713
3.6010001,49.64204
3.6140001,35.203423
3.6270001,24.038664
3.6400001,16.388483
3.6530001,11.244952
3.6659999,7.8527117
3.6789999,5.6474037
3.6919999,4.2307796
3.7049999,3.3304491
3.7179999,2.8030674
3.7309999,2.6791515
3.744,3.0686126
3.757,3.9368739
3.77,5.2314868
3.783,7.3996553
3.796,12.092089
3.809,25.037565
3.822,43.171909
3.835,35.330254
3.848,26.464046
3.8610001,57.288769
3.8740001,50.490868
3.8870001,35.945026
3.9000001,24.546722
3.9130001,16.735775
3.9260001,11.475575
3.9389999,8.0037155
3.9519999,5.7449021
3.9649999,4.2931223
3.9779999,3.3695748
3.9909999,2.8225679
4.0040002,2.6733344
4.0170002,3.0336428
4.0300002,3.8789706
4.0430002,5.1454105
4.0560002,7.2392602
4.0689998,11.706576
4.0819998,23.933664
4.0949998,42.926826
4.1079998,35.963894
4.1209998,26.580605
4.1339998,55.851665
4.1469998,51.356613
4.1599998,36.698479
4.1729999,25.065117
4.1859999,17.090771
4.1989999,11.711517
4.2119999,8.1583281
4.2249999,5.8447981
4.2379999,4.3570256
4.2509999,3.409785
4.2639999,2.8432343
4.277,2.6690962
4.29,3.0001631
4.303,3.8222075
4.316,5.0615864
4.329,7.0852656
4.342,11.341779
4.355,22.88126
4.368,42.555565
4.381,36.601227
4.3940001,26.807333
4.4070001,54.103844
4.4200001,52.239063
4.4330001,37.462639
4.4460001,25.594118
4.4590001,17.453604
4.4720001,11.95289
4.4850001,8.3166304
4.4980001,5.9471469
4.5110002,4.4225278
4.5240002,3.4510932
4.5370002,2.865047
4.5500002,2.6664205
4.5630002,2.9681985
4.5760002,3.7665803
4.5890002,4.9798932
4.6020002,6.9373088
4.6149998,10.996284
4.6279998,21.881432
4.6409998,42.055004
4.6539998,37.239933
4.6669998,27.116419
4.6799998,52.065857
4.6929998,53.135544
4.7059999,38.236195
4.7189999,26.134026
4.7319999,17.824413
4.7449999,12.199811
4.7579999,8.4787016
4.7709999,6.0520058
4.7839999,4.4896669
4.7969999,3.4935148
4.8099999,2.8879886
4.823,2.6652882
4.836,2.9377716
4.849,3.71209
4.862,4.9002171
4.875,6.7950482
4.888,10.668784
4.901,20.934212
4.914,41.424934
4.927,37.877075
4.9400001,27.487444
4.9530001,49.77763
4.9660001,54.040348
4.9790001,39.017681
4.9920001,26.685175
5.0050001,18.203327
5.0180001,12.452397
5.0310001,8.6446247
5.0440001,6.1594329
5.0570002,4.5584822
5.0700002,3.5370667
5.0830002,2.9120421
5.0960002,2.6656795
5.1090002,2.9089031
5.1220002,3.6587415
5.1350002,4.8224521
5.1479998,6.658164
5.1609998,10.358075
5.1739998,20.038815
5.1869998,40.668518
5.1999998,38.509018
5.2129998,27.905685
5.2259998,47.297222
5.2389998,54.944412
5.2519999,39.805538
5.2649999,27.247925
5.2779999,18.590475
5.2909999,12.710768
5.3039999,8.8144836
5.3169999,6.2694874
5.3299999,4.629014
5.3429999,3.5817678
5.3559999,2.9371929
5.369,2.6675725
5.382,2.8816123
5.395,3.6065435
5.408,4.7465005
5.421,6.5263548
5.434,10.06304
5.447,19.193844
5.46,39.79253
5.473,39.131351
5.4860001,28.360567
5.4990001,44.695923
5.5120001,55.835201
5.5250001,40.598175
5.5380001,27.822662
5.5510001,18.985979
5.5640001,12.975047
5.5770001,8.9883633
5.5900002,6.3822303
5.6030002,4.701303
5.6160002,3.6276383
5.6290002,2.9634278
5.6420002,2.6709454
5.6550002,2.8559155
5.6680002,3.5555081
5.6810002,4.6722717
5.6939998,6.3993363
5.7069998,9.78265
5.7199998,18.397459
5.7329998,38.807308
5.7459998,39.738861
5.7589998,28.844467
5.7719998,42.051613
5.7849998,56.696873
5.7979999,41.394066
5.8109999,28.409794
5.8239999,19.389965
5.8369999,13.245359
5.8499999,9.1663513
5.8629999,6.4977231
5.8759999,4.7753921
5.8889999,3.6747
5.902,2.9907353
5.915,2.6757741
5.928,2.8318272
5.941,3.5056508
5.954,4.5996814
5.967,6.2768421
5.98,9.5159531
5.993,17.647518
6.006,37.726421
6.0190001,40.325489
6.0320001,29.351864
6.0450001,39.442837
6.0580001,57.510605
6.0710001,42.191845
6.0840001,29.009731
6.0970001,19.802551
6.1100001,13.521833
6.1230001,9.3485355
6.1360002,6.6160293
6.1490002,4.8513241
6.1620002,3.7229764
6.1750002,3.0191054
6.1880002,2.6820352
6.2010002,2.8093588
6.2140002,3.4569902
6.2270002,4.5286531
6.2399998,6.1586194
6.2529998,9.2620716
6.2659998,16.941689
6.2789998,36.56596
6.2919998,40.884365
6.3049998,29.878729
6.3179998,36.94466
6.3309999,58.255001
6.3439999,42.990406
6.3569999,29.622879
6.3699999,20.22385
6.3829999,13.8046
6.3959999,9.5350056
6.4089999,6.7372122
6.4219999,4.9291434
6.4349999,3.7724922
6.448,3.0485303
6.461,2.6897037
6.474,2.7885201
6.487,3.4095473
6.5,4.4591179
6.513,6.0444307
6.526,9.0201931
6.539,16.277548
6.552,35.343647
6.5650001,41.407799
6.5780001,30.422113
6.5910001,34.625847
6.6040001,58.90654
6.6170001,43.789051
6.6300001,30.249624
6.6430001,20.653984
6.6560001,14.093789
6.6690001,9.7258549
6.6820002,6.8613386
6.6950002,5.0088944
6.7080002,3.8232734
6.7210002,3.079004
6.7340002,2.6987548
6.7470002,2.7693172
6.7600002,3.3633449
6.7729998,4.3910131
6.7859998,5.9340515
6.7989998,8.7895651
6.8119998,15.652643
6.8249998,34.077797
6.8379998,41.887375
6.8509998,30.979851
6.8639998,32.546253
6.8769999,59.43996
6.8899999,44.587589
6.9029999,30.890305
6.9159999,21.093067
6.9289999,14.389536
6.9419999,9.9211769
6.9549999,6.9884739
6.9679999,5.0906239
6.9809999,3.8753471
6.994,3.110522
7.007,2.7091634
7.02,2.7517545
7.033,3.318408
7.046,4.3242817
7.059,5.82727
7.072,8.5694923
7.085,15.064551
7.098,32.78635
7.1110001,42.314022
7.1240001,31.550329
7.1370001,30.753761
7.1500001,59.828621
7.1630001,45.386456
7.1760001,31.545195
7.1890001,21.541222
7.2020001,14.691978
7.2150002,10.121066
7.2280002,7.1186872
7.2410002,5.1743789
7.2540002,3.9287424
7.2670002,3.1430824
7.2800002,2.7209046
7.2930002,2.7358334
7.3060002,3.2747629
7.3189998,4.2588744
7.3319998,5.7238855
7.3449998,8.3593292
7.3579998,14.510912
7.3709998,31.486065
7.3839998,42.678143
7.3969998,32.132339
7.4099998,29.280586
7.4229999,60.044853
7.4359999,46.186783
7.4489999,32.21447
7.4619999,21.998577
7.4749999,15.001253
7.4879999,10.325621
7.5009999,7.2520475
7.5139999,5.2602072
7.527,3.9834886
7.54,3.1766849
7.553,2.733953
7.566,2.7215524
7.579,3.2324369
7.592,4.1947479
7.605,5.6237092
7.618,8.1584759
7.631,13.989457
7.6440001,30.191898
7.6570001,42.969749
7.6700001,32.724926
7.6830001,28.139559
7.6960001,60.060402
7.7090001,46.990437
7.7220001,32.898186
7.7350001,22.465267
7.7480001,15.317499
7.7610002,10.53494
7.7740002,7.3886251
7.7870002,5.3481579
7.8000002,4.0396171
7.8130002,3.2113309
7.8260002,2.7482843
7.8390002,2.7089076
7.8520002,3.191458
7.8649998,4.131865
7.8779998,5.5265632
7.8909998,7.9663763
7.9039998,13.498026
7.9169998,28.916685
7.9299998,43.178696
7.9429998,33.32729
7.9559999,27.321918
7.9689999,59.847015
7.9819999,47.799927
7.9949999,33.596249
8.0080004,22.941444
8.0209999,15.640857
8.0340004,10.749125
8.0469999,7.5284929
8.0600004,5.4382815
8.073,4.0971594
8.0860004,3.2470245
8.099,2.7638743
8.1120005,2.6978934
8.125,3.1518545
8.1379995,4.0701938
8.151,5.4322791
8.1639996,7.7825127
8.177,13.034579
8.1899996,27.670979
8.2030001,43.294899
8.2159996,33.938652
8.2290001,26.798653
8.2419996,59.377438
8.2550001,48.618248
8.2679996,34.308399
8.2810001,23.427273
8.2939997,15.971467
8.3070002,10.96828
8.3199997,7.6717234
8.3330002,5.5306292
8.3459997,4.1561494
8.3590002,3.2837713
8.3719997,2.7806997
8.3850002,2.6885006
8.3979998,3.1136546
8.4110003,4.0097089
8.4239998,5.3406978
8.4370003,7.6064019
8.4499998,12.597198
8.4630003,26.463091
8.4759998,43.308666
8.4890003,34.558178
8.5019999,26.526428
8.5150003,58.626911
8.5279999,49.448547
8.5410004,35.034176
8.5539999,23.922937
8.5670004,16.309469
8.5799999,11.19251
8.5930004,7.8183918
8.6059999,5.6252527
8.6190004,4.21662
8.632,3.3215785
8.6450005,2.7987378
8.658,2.6807189
8.6709995,3.0768862
8.684,3.9503901
8.6969995,5.2516708
8.71,7.4375944
8.7229996,12.184093
8.7360001,25.299232
8.7489996,43.211067
8.7620001,35.184849
8.7749996,26.456469
8.7880001,57.575443
8.8009996,50.293644
8.8140001,35.772911
8.8269997,24.428646
8.8400002,16.655005
8.8529997,11.421922
8.8660002,7.968574
8.8789997,5.7222066
8.8920002,4.2786078
8.9049997,3.360456
8.9180002,2.8179667
8.9309998,2.674535
8.9440002,3.0415761
8.9569998,3.8922229
8.9700003,5.1650567
8.9829998,7.2756686
8.9960003,11.793591
9.0089998,24.183739
9.0220003,42.994373
9.0349998,35.817364
9.0480003,26.542767
9.0609999,56.211029
9.0740004,51.15543
9.0869999,36.523724
9.1000004,24.944635
9.1129999,17.008211
9.1260004,11.656627
9.1389999,8.1223478
9.1520004,5.8215446
9.165,4.3421478
9.1780005,3.4004149
9.191,2.8383658
9.2040005,2.6699343
9.217,3.0077507
9.2299995,3.8351972
9.243,5.0807242
9.2559996,7.1202312
9.2690001,11.424146
9.2819996,23.11932
9.2950001,42.652588
9.3079996,36.454029
9.3210001,26.746859
9.3339996,54.533718
9.3470001,52.034168
9.3599997,37.285526
9.3730001,25.471165
9.3859997,17.369226
9.3990002,11.896738
9.4119997,8.2797918
9.4250002,5.9233227
9.4379997,4.4072781
9.4510002,3.4414687
9.4639997,2.859916
9.4770002,2.6668999
9.4899998,2.9754345
9.5030003,3.7793081
9.5159998,4.9985499
9.5290003,6.9709129
9.5419998,11.074319
9.5550003,22.10733
9.5679998,42.181976
9.5810003,37.092655
9.5939999,27.039003
9.6070004,52.559822
9.6199999,52.927799
9.6330004,38.057041
9.6459999,26.008528
9.6590004,17.738184
9.6719999,12.142368
9.6850004,8.4409866
9.698,6.0275974
9.7110004,4.4740362
9.724,3.4836318
9.7370005,2.8825984
9.75,2.6654134
9.7629995,2.9446511
9.776,3.7245555
9.7889996,4.9184184
9.802,6.8273678
9.8149996,10.74278
9.8280001,21.14802
9.8409996,41.581619
9.8540001,37.730457
9.8669996,27.39723
9.8800001,50.324757
9.8929996,53.831364
9.9060001,38.836834
9.9189997,26.557055
9.9320002,18.115217
9.9449997,12.393638
9.9580002,8.6060143
9.9709997,6.1344271
9.9840002,4.5424614
9.9969997,3.5269215
10.01,2.9063969
10.023,2.6654551
10.036,2.9154215
10.049,3.670943
10.062,4.8402219
10.075,6.6892715
10.088,10.4283
10.101,20.240776
10.114,40.853874
10.127,38.36396
10.14,27.805651
10.153,47.882721
10.166,54.736584
10.179,39.62336
10.192,27.117096
10.205,18.500454
10.218,12.650663
10.231,8.7749577
10.244,6.2438703
10.257,4.6125937
10.27,3.5713558
10.283,2.9312961
10.296,2.6670039
10.309,2.8877652
10.322,3.6184785
10.335,4.7638607
10.348,6.5563173
10.361,10.129745
10.374,19.384327
10.387,40.004669
10.4,38.988941
10.413,28.252851
10.426,45.302528
10.439,55.631721
10.452,40.415035
10.465,27.689034
10.478,18.894022
10.491,12.913568
10.504,8.9479027
10.517,6.355988
10.53,4.6844735
10.543,3.6169548
10.556,2.9572821
10.569,2.6700375
10.582,2.8616993
10.595,3.5671737
10.608,4.6892419
10.621,6.4282184
10.634,9.8460646
10.647,18.57692
10.66,39.043549
10.673,39.600376
10.686,28.730614
10.699,42.661114
10.712,56.501678
10.725,41.210308
10.738,28.27327
10.751,19.296041
10.764,13.182479
10.777,9.1249352
10.79,6.4708409
10.803,4.7581439
10.816,3.6637399
10.829,2.9843431
10.842,2.6745327
10.855,2.837239
10.868,3.5170434
10.881,4.6162806
10.894,6.3047037
10.907,9.5762901
10.92,17.816467
10.933,37.983372
10.946,40.192402
10.959,29.232994
10.972,40.037304
10.985,57.328278
10.998,42.007759
11.011,28.870216
11.024,19.706633
11.037,13.45752
11.05,9.3061438
11.063,6.5884929
11.076,4.8336473
11.089,3.7117341
11.102,3.0124691
11.115,2.6804655
11.128,2.8143961
11.141,3.4681051
11.154,4.5448985
11.167,6.1855173
11.18,9.3195286
11.193,17.100677
11.206,36.839733
11.219,40.758331
11.232,29.755665
11.245,37.507252
11.258,58.090683
11.271,42.806217
11.284,29.480284
11.297,20.125912
11.31,13.738823
11.323,9.4916172
11.336,6.7090068
11.349,4.911027
11.362,3.7609618
11.375,3.0416512
11.388,2.6878116
11.401,2.7931809
11.414,3.4203794
11.427,4.4750252
11.44,6.0704188
11.453,9.0749502
11.466,16.427141
11.479,35.630066
11.492,41.290657
11.505,30.295458
11.518,35.141396
11.531,58.76582
11.544,43.604881
11.557,30.103861
11.57,20.553997
11.583,14.02652
11.596,9.6814489
11.609,6.832448
11.622,4.9903288
11.635,3.8114486
11.648,3.0718834
11.661,2.6965461
11.674,2.7736003
11.687,3.3738887
11.7,4.4065952
11.713,5.9591804
11.726,8.8417912
11.739,15.793405
11.752,34.372635
11.765,41.781132
11.778,30.850044
11.791,33.001892
11.804,59.328796
11.817,44.403431
11.83,30.741301
11.843,20.991007
11.856,14.320743
11.869,9.8757305
11.882,6.9588838
11.895,5.0715976
11.908,3.8632219
11.921,3.1031609
11.934,2.7066441
11.947,2.7556593
11.96,3.3286576
11.973,4.3395519
11.986,5.8515873
11.999,8.6193438
12.012,15.197036
12.025,33.085552
12.038,42.220821
12.051,31.417704
12.064,31.139698
12.077,59.753265
12.09,45.202145
12.103,31.392893
12.116,21.437057
12.129,14.621629
12.142,10.074557
12.155,7.0883808
12.168,5.154881
12.181,3.9163096
12.194,3.1354809
12.207,2.7180798
12.22,2.7393594
12.233,3.2847123
12.246,4.2738433
12.259,5.7474365
12.272,8.406949
12.285,14.635655
12.298,31.785904
12.311,42.600235
12.324,31.997147
12.337,29.590986
12.35,60.011757
12.363,46.001999
12.376,32.058842
12.389,21.892279
12.402,14.929316
12.415,10.278028
12.428,7.2210093
12.441,5.2402267
12.454,3.9707417
12.467,3.168843
12.48,2.730829
12.493,2.7247005
12.506,3.2420797
12.519,4.209425
12.532,5.6465368
12.545,8.2039995
12.558,14.106974
12.571,30.489107
12.584,42.909462
12.597,32.587368
12.61,28.373341
12.623,60.076103
12.636,46.804684
12.649,32.739227
12.662,22.356804
12.675,15.243941
12.688,10.486239
12.701,7.3568387
12.714,5.3276839
12.727,4.0265484
12.74,3.2032483
12.753,2.7448666
12.766,2.711679
12.779,3.2007875
12.792,4.1462584
12.805,5.548707
12.818,8.0099287
12.831,13.608805
12.844,29.208502
12.857,43.138374
12.87,33.187546
12.883,27.483021
12.896,59.917988
12.909,47.612572
12.922,33.434002
12.935,22.83078
12.948,15.565646
12.961,10.699293
12.974,7.4959412
12.987,5.4173017
13.0,4.0837622
