T,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18
0.0,0.5,-1500.0,0.02,-2.0,0.039999999,-0.69999999,0.001,-0.40000001,0.0040000002,-0.15000001,0.00050000002,-0.12,-0.001,-0.1,-0.090000004,-4.0,0.025,-0.60000002
0.013,7.2984848,-77.049866,-0.0098583829,0.12265932,0.022061702,-1.2467039,0.00044762116,0.15350181,0.0015650595,-0.14991134,0.0018069755,0.14962788,-0.0011331041,0.026044967,-0.12363514,-0.11504211,0.014751085,-0.71094626
0.026000001,4.4049072,-233.70839,-0.0043664114,0.4019528,0.011624032,-0.46515328,0.0021646856,0.074265987,0.0011781023,0.059732608,0.0032624085,0.070420265,-0.00096660695,-0.0051395777,-0.096548356,3.2809019,0.0076978635,-0.39610925
0.039000001,2.3810506,-79.230125,-0.0013414092,0.086859547,0.0072776726,-0.24834408,0.0024075804,-0.020732058,0.0020651177,0.058347121,0.003709838,0.0047582532,-0.0011871435,-0.023142926,-0.056889646,2.5571008,0.0038322506,-0.21729568
0.052000001,1.9210932,-9.1660051,-0.0010744699,-0.012880782,0.0047500068,-0.14636239,0.0019985079,-0.03326387,0.0025878293,0.024483584,0.0035763388,-0.01868026,-0.0014550864,-0.015817678,-0.034151271,-1.4224222,0.0017010373,-0.11997388
0.064999998,1.8734013,-2.0986826,-0.0012492421,-0.0096508944,0.0033275434,-0.078322373,0.0016424329,-0.021031443,0.0027873192,0.0090309028,0.0033415856,-0.015084005,-0.0015863207,-0.0050581698,-0.075733945,-1.715403,0.00053051446,-0.065366767
0.078000002,1.8403858,-2.7845697,-0.0013235339,-0.0029928398,0.0025781272,-0.041112226,0.0014352655,-0.011761797,0.0028708323,0.004823707,0.0032046754,-0.0062198029,-0.0016122732,0.00011772967,-0.068699628,1.9041471,-0.00010360336,-0.035235092
0.090999998,1.8075421,-2.1409302,-0.0013496553,-0.0014494255,0.0021801069,-0.022209778,0.0013174731,-0.0068758135,0.0029251652,0.0036810918,0.0031634979,-0.00085549412,-0.0016014136,0.0011156548,-0.042814068,1.807976,-0.00044537272,-0.019033508
0.104,1.785138,-1.3479292,-0.0013653801,-0.00097238499,0.0019624562,-0.012293256,0.0012472817,-0.0041641607,0.0029670435,0.0027349268,0.0031661394,0.00080329686,-0.0015893449,0.00065734854,-0.0237711,1.1340836,-0.00063087209,-0.010392645
0.117,1.7714679,-0.75384861,-0.0013681492,0.0013984003,0.0018416409,-0.0067730956,0.0012047616,-0.0024840771,0.0029959201,0.0017192017,0.0031768912,0.00070603669,-0.0015844278,0.00013958014,-0.012440805,0.64737159,-0.00073053542,-0.0051496094
0.13,1.7693633,0.82652032,-0.0012783336,0.015308751,0.00177973,-0.0027916722,0.0011819054,-0.00097719918,0.0030126404,0.00090324128,0.0031831281,0.00026137909,-0.0015843777,-7.9947487e-05,-0.006076789,0.35855758,-0.00075751822,0.0017313089
0.14300001,1.8125159,6.8938861,-0.00090607733,0.042850904,0.0017724793,0.001943597,0.0011830257,0.0013734538,0.0030208367,0.00041339951,0.0031845628,5.3411713e-06,-0.0015852101,3.6126421e-06,-0.0025702571,0.19714907,-0.00066453649,0.013098443
0.156,1.9797009,19.918846,-0.00019928544,0.062824897,0.0018399769,0.0089145126,0.001225565,0.0055561159,0.0030248074,0.00025209584,0.0031845723,5.028793e-05,-0.0015827296,0.00044673347,-0.00061812182,0.11329472,-0.00041846064,0.024169547
0.169,2.3482523,36.964344,0.00064550835,0.064975835,0.0020185062,0.019130386,0.0013388301,0.012317354,0.003028865,0.00043082732,0.0031874103,0.00044967735,-0.0015717387,0.0013098484,0.00058793725,0.078735985,-5.6489473e-05,0.030816212
0.182,2.9363732,53.300117,0.0014784184,0.064267263,0.0023510254,0.032462809,0.0015559809,0.021397108,0.0030374948,0.00094841595,0.0031978695,0.0012136636,-0.0015474423,0.0024530266,0.001557637,0.073933251,0.00037430969,0.035602886
0.19499999,3.7428372,72.042503,0.0023651437,0.074265555,0.0028728419,0.04828896,0.0019018491,0.032104872,0.0030545699,0.0017057366,0.0032199845,0.0022115121,-0.0015077125,0.0036672028,0.0025702415,0.083342917,0.0008854901,0.044134866
0.208,4.8791494,107.21694,0.003461902,0.096550003,0.003628196,0.069364846,0.002404348,0.046131995,0.0030823059,0.0025761023,0.0032557233,0.0033020389,-0.0014511433,0.0051243622,0.0037603923,0.10151815,0.0015637508,0.062498849
0.221,6.7208762,187.97615,0.0049494631,0.13659693,0.0047433288,0.10644089,0.0031448707,0.070566632,0.0031222098,0.0036087059,0.0033068706,0.00464876,-0.0013697755,0.0077039455,0.0052821133,0.13673961,0.0026034152,0.10315902
0.234,10.349051,411.88138,0.0071867257,0.21657278,0.0065911645,0.19076227,0.004366559,0.12580678,0.0031780617,0.0050785611,0.0033806076,0.0069464445,-0.0012365846,0.01372363,0.0074644806,0.2056796,0.0045198346,0.21054998
0.24699999,19.706041,1179.0046,0.010653155,0.28567791,0.010343997,0.42817962,0.0068386914,0.28286442,0.0032536476,0.0059896973,0.0034971845,0.01142272,-0.0009648836,0.031525016,0.010523018,0.21193166,0.0089977309,0.52848321
0.25999999,40.157249,1213.2474,0.0097097168,-0.57487583,0.018352628,0.72551358,0.012390316,0.54428345,0.0032162145,-0.024971625,0.0036560947,0.0073090577,-0.00027455014,0.078279577,0.0061844457,-1.1259172,0.016068349,0.17071344
0.273,38.712177,-868.51178,0.0067293155,0.015763162,0.025520513,0.27656657,0.018103838,0.2087058,0.0025413688,-0.052733954,0.0032918702,-0.068443425,0.0007892315,0.067369066,-0.0038129746,0.19153151,0.012406941,-0.45057797
0.28600001,28.080925,-628.86316,0.0072816173,0.4692927,0.025440155,-0.20249224,0.017740522,-0.16940205,0.0023358921,0.019401502,0.0027219267,0.015819019,0.001301438,0.012706337,0.0080908015,1.1398125,0.0079687731,-0.088702038
0.29899999,46.223476,3604.5183,0.013673424,-1.17224,0.025156746,0.35482839,0.017196758,0.22678,0.0027308466,0.0250152,0.0035408142,0.065936267,0.0013237427,0.019854218,0.010609224,-1.8488766,0.018508786,1.1759703
0.31200001,55.087513,-1248.7151,0.0079300916,0.31568849,0.032786392,0.56690705,0.02207477,0.28671044,0.0030371759,0.047359433,0.0034876654,-0.064593852,0.0021450496,0.073040761,-0.037550531,-4.3969035,0.01781215,-0.60413009
0.32499999,39.951683,-1106.2745,0.0066706459,-0.1003224,0.035406865,-0.14879309,0.022012994,-0.23019494,0.0041900887,0.11283436,0.0030832207,0.032089569,0.0026699663,0.0055491943,-0.065258294,0.78668892,0.010602151,-0.45977396
0.338,27.358757,-801.04797,0.0055851135,-0.1109117,0.030369818,-0.55957764,0.018090067,-0.31370103,0.0053223227,0.039914593,0.0042362954,0.1220732,0.002312206,-0.058158014,-0.035495892,2.7602308,0.0058183274,-0.28859469
0.35100001,18.667461,-550.97211,0.0042353244,-0.094379246,0.022528322,-0.58699232,0.014528045,-0.23676008,0.0050451267,-0.070047624,0.0054282984,0.036505483,0.0012729173,-0.094483338,-0.02200268,-2.2223418,0.0028647869,-0.17176147
0.36399999,12.762301,-368.08267,0.0030492381,-0.087452963,0.016290892,-0.36376297,0.011734036,-0.19830886,0.0041155,-0.056966037,0.0051691765,-0.058921158,9.5779636e-05,-0.078533202,-0.065016538,-2.5703771,0.0011977077,-0.091388136
0.377,8.8483706,-242.11143,0.0019883683,-0.075280197,0.012551628,-0.23465957,0.0093215415,-0.17286614,0.0036050398,-0.025327882,0.0043508066,-0.056228995,-0.00067968195,-0.041655708,-0.069978163,1.4553832,0.00032220251,-0.04842722
0.38999999,6.2914629,-156.94981,0.0010973819,-0.061694317,0.0098552993,-0.18522878,0.0072528603,-0.14481211,0.0033828767,-0.010754105,0.0038038949,-0.028685505,-0.0010572239,-0.019422041,-0.044233836,2.0356293,-0.00015525229,-0.027429355
0.403,4.6431007,-100.61934,0.00038459984,-0.04802176,0.0076863491,-0.14897446,0.0055647953,-0.11489125,0.0032882958,-0.0048604673,0.0035503346,-0.012588649,-0.0012437049,-0.010726045,-0.022262435,1.3115641,-0.0004336322,-0.016480112
0.41600001,3.5907068,-63.824032,-0.00014088403,-0.030940572,0.0059736073,-0.11484973,0.0042580953,-0.086636178,0.0032373883,-0.0034061978,0.00343178,-0.0067678522,-0.001358037,-0.0072764279,-0.0095043425,0.69656634,-0.00059882732,-0.0087912232
0.42899999,2.9423065,-36.329456,-0.00029763702,0.013105995,0.0046928772,-0.082373105,0.0032985047,-0.061465651,0.0031942057,-0.0032900572,0.0033577846,-0.0049051465,-0.0014380787,-0.0051138983,-0.0030219029,0.33761978,-0.00062914874,0.0062510734
0.442,2.6681197,-4.1188622,0.00026749284,0.070070639,0.003828648,-0.050659038,0.002650622,-0.038426362,0.0031525844,-0.0030390844,0.003301488,-0.0037532009,-0.0014914585,-0.0030702767,3.5467696e-05,0.15551385,-0.00039776915,0.029258694
0.45500001,2.8760023,36.663811,0.001309098,0.081640221,0.0033779661,-0.018367078,0.0022991921,-0.015434593,0.0031175776,-0.0022446716,0.0032615187,-0.0023154258,-0.0015162465,-0.00065791165,0.001493373,0.083220489,9.0483496e-05,0.043652184
0.46799999,3.5951178,71.993362,0.0022997994,0.073044986,0.0033617881,0.016196752,0.0022563571,0.0090189343,0.0030969088,-0.00083897263,0.0032436843,-0.00033875438,-0.0015068061,0.0021318165,0.0024905833,0.078092426,0.00069912424,0.04980021
0.48100001,4.7294416,104.71822,0.0033424255,0.092890188,0.0038026585,0.0518407,0.0025337955,0.03367883,0.0030976268,0.00098687445,0.003254303,0.001992906,-0.0014616642,0.0047582951,0.0036473363,0.10215856,0.0014185902,0.063546523
0.49399999,6.4968376,179.88533,0.0048237536,0.13832061,0.004740146,0.095374435,0.0031487995,0.062794514,0.0031226976,0.002857646,0.0032951762,0.0042773518,-0.0013826124,0.0075758458,0.0051908097,0.13785565,0.0024581591,0.10241876
0.50700003,9.9972897,398.53592,0.0070624244,0.21388648,0.0064540301,0.18048854,0.0042771148,0.11872528,0.0031720132,0.0047630435,0.0033666368,0.006872362,-0.0012525395,0.013334112,0.0073591843,0.20274925,0.0043473542,0.20600329
0.51999998,19.005844,1134.7327,0.010509829,0.29297179,0.01004576,0.41242787,0.0066390471,0.27192983,0.003245696,0.0061201481,0.0034822214,0.01135324,-0.00098963431,0.030404041,0.010426046,0.22562779,0.0086967153,0.51416248
0.53299999,39.574207,1342.8433,0.010025267,-0.56812453,0.017927323,0.73348755,0.012068407,0.54409701,0.0032277983,-0.021383636,0.0036467125,0.0090591824,-0.00032058978,0.076893419,0.0067690341,-1.0897918,0.016013969,0.23355646
0.546,39.273106,-858.659,0.0067250323,0.021884592,0.02539821,0.30706817,0.018004145,0.23590326,0.0025715537,-0.055032596,0.0033273979,-0.066635616,0.00075541832,0.070010468,-0.0040525631,0.089985467,0.012684023,-0.45437393
0.55900002,28.46995,-668.85815,0.0070071928,0.36011833,0.025594791,-0.19800147,0.017853765,-0.16797519,0.0023284566,0.017388495,0.0027090679,0.0093382429,0.0013002673,0.014844106,0.0073709791,1.1714618,0.0080222329,-0.13927075
0.57200003,44.086246,3707.5371,0.014383196,-1.0231706,0.024971414,0.31751981,0.017070714,0.19723599,0.0027230496,0.026753183,0.0035045373,0.070674591,0.0013171368,0.014552757,0.011675329,-1.5696758,0.017807698,1.2962375
0.58499998,56.03706,-1222.8456,0.0077457926,0.36282575,0.032509807,0.59948373,0.021932937,0.31730813,0.0030175406,0.043310262,0.0035287675,-0.063220449,0.0021071606,0.075619593,-0.035213761,-4.4959178,0.018250456,-0.59937805
0.59799999,40.781452,-1115.1735,0.0067460136,-0.11364763,0.0356148,-0.11804545,0.022208024,-0.21626544,0.0041389079,0.11379054,0.0030645132,0.025446519,0.0026778474,0.0090523679,-0.066288717,0.5392682,0.010928998,-0.47147667
0.611,27.956936,-818.60364,0.005665875,-0.11019399,0.030839657,-0.55020875,0.018327316,-0.31806988,0.0053274529,0.046519022,0.0041628354,0.12173477,0.0023601952,-0.055628166,-0.037559945,2.8180161,0.006019101,-0.29642606
0.62400001,19.078381,-563.3042,0.0043052533,-0.094832629,0.022992555,-0.59703326,0.014703535,-0.24021247,0.0051184478,-0.068317242,0.005409284,0.043228295,0.0013415839,-0.094139919,-0.020899463,-1.8867366,0.002979107,-0.17734195
0.63700002,13.036839,-376.77002,0.0031139464,-0.088039309,0.016570883,-0.37669313,0.011880551,-0.19982727,0.0041638087,-0.060264066,0.0052112243,-0.057128802,0.00015150779,-0.080493905,-0.063677587,-2.7726004,0.0012552012,-0.094506808
0.64999998,9.0290384,-248.0327,0.0020441194,-0.07602378,0.01272733,-0.23895392,0.0094494391,-0.17433882,0.0036235205,-0.026692163,0.0043894951,-0.057667427,-0.00064965169,-0.04332868,-0.071298011,1.3392023,0.00035186674,-0.049810015
