T,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18
0.66299999,6.4086161,-160.91086,0.0011431545,-0.062476963,0.0099928826,-0.18745309,0.0073602027,-0.14648443,0.0033901283,-0.011254646,0.0038238477,-0.029874386,-0.0010425856,-0.020170175,-0.045844398,2.0714815,-0.00013817417,-0.02809334
0.676,4.7182264,-103.21082,0.00042028321,-0.048791565,0.0077969725,-0.15097049,0.005650098,-0.1165716,0.0032917294,-0.0049981694,0.0035596096,-0.013087299,-0.0012353301,-0.011019032,-0.023274697,1.3570048,-0.00042302845,-0.016856825
0.68900001,3.6383839,-65.542816,-0.00011760568,-0.032353964,0.006058991,-0.1167347,0.004322513,-0.088154338,0.0032400293,-0.0034197501,0.0034371107,-0.0069344072,-0.0013523888,-0.0074331705,-0.010033975,0.72505981,-0.00059304846,-0.0092612198
0.70200002,2.9696302,-37.891602,-0.00030613903,0.0096893441,0.0047542704,-0.084189691,0.0033443051,-0.062822059,0.0031967838,-0.0032968067,0.0033616649,-0.0049859663,-0.0014341994,-0.0052371672,-0.0032750333,0.35268754,-0.00063382916,0.0050812238
0.71499997,2.6719308,-6.2263575,0.00021722051,0.067833938,0.0038666723,-0.052446034,0.0026794223,-0.039704457,0.0031549167,-0.003071988,0.0033043749,-0.0038314767,-0.0014891619,-0.003195585,-7.9136342e-05,0.1624437,-0.00041900811,0.028095951
0.72799999,2.8502178,34.390656,0.0012502057,0.082214661,0.0033923443,-0.020241786,0.0023111387,-0.01676877,0.0031192782,-0.0023094509,0.0032632672,-0.0024146633,-0.0015157269,-0.00080712972,0.0014335766,0.085119084,5.8912006e-05,0.043213822
0.741,3.5439055,70.365967,0.0022477824,0.072968885,0.0033510542,0.014233119,0.0022505147,0.0076386477,0.0030975635,-0.00093351159,0.0032439672,-0.00046371939,-0.001508305,0.0019771382,0.0024353073,0.077278562,0.0006634529,0.049441624
0.75400001,4.6553888,102.40099,0.0032767956,0.090989955,0.0037662922,0.049818397,0.0025101935,0.032301292,0.0030969523,0.00088108826,0.0032528972,0.0018627896,-0.0014650435,0.0046220631,0.0035749876,0.1005431,0.0013735743,0.062323019
0.76700002,6.3706956,173.43904,0.0047261077,0.13530348,0.004673034,0.092392512,0.0031046141,0.060821876,0.0031206775,0.0027566424,0.0032921378,0.0041538593,-0.0013879678,0.0073845293,0.0050933682,0.13541141,0.0023861651,0.099218294
0.77999997,9.7199631,378.99832,0.0069119115,0.20838691,0.0063276505,0.17353526,0.0041939705,0.11416822,0.0031686404,0.0046526617,0.0033617762,0.0066992766,-0.0012618877,0.01284982,0.0072163278,0.19810079,0.0042036539,0.19698456
0.79299998,18.220472,1068.7823,0.010299607,0.29642266,0.0097586699,0.39259398,0.006449841,0.2586056,0.0032412992,0.0061769346,0.0034742237,0.011043513,-0.0010107624,0.028846728,0.010260986,0.2368944,0.0083389254,0.48961857
0.80599999,38.565971,1482.6544,0.010418944,-0.53326088,0.017404119,0.73353475,0.01168286,0.5369702,0.0032416375,-0.017486434,0.0036397383,0.010439565,-0.00037445119,0.074160881,0.0075186277,-1.0108919,0.015819071,0.31295177
0.81900001,39.876236,-831.84363,0.0067082909,0.024243066,0.025166415,0.3431932,0.017824128,0.26907969,0.0026117438,-0.057618398,0.0033737454,-0.063248701,0.00070448319,0.072863325,-0.0040700124,-0.041838396,0.013008211,-0.45472947
0.83200002,28.959566,-703.55652,0.0067894319,0.25427717,0.025732128,-0.18670446,0.017971536,-0.16201463,0.0023171899,0.014192929,0.0027054274,0.00088035606,0.001288705,0.017601749,0.0065287757,1.189805,0.0081392797,-0.18764836
0.84500003,41.444019,3686.9788,0.015038656,-0.81259334,0.024762562,0.26786417,0.016943563,0.15926713,0.0027032879,0.028667899,0.0034526179,0.07482101,0.0013087505,0.0090842387,0.01267112,-1.2246205,0.016850041,1.3827952
0.85799998,56.88953,-1163.281,0.0074749328,0.39285654,0.032072254,0.62760854,0.021695768,0.34778664,0.0029884093,0.038467005,0.0035726328,-0.059666984,0.0020524987,0.077675387,-0.031993501,-4.5334077,0.018673737,-0.58696467
0.87099999,41.577927,-1118.2944,0.0068339445,-0.13341011,0.035686824,-0.083323359,0.022356033,-0.19846524,0.0040580123,0.11312991,0.0030492372,0.017380003,0.0026700487,0.012883813,-0.066562533,0.2241502,0.011269336,-0.48313248
0.884,28.546999,-836.40558,0.005743789,-0.10820326,0.031227455,-0.53696477,0.018555177,-0.32088313,0.0052919285,0.053239476,0.0040764473,0.12052462,0.0023987703,-0.052518696,-0.039579354,2.8435986,0.0062332186,-0.30418283
0.89700001,19.484348,-575.31891,0.0043730936,-0.095454849,0.023420781,-0.6036967,0.014876064,-0.24370208,0.0051659136,-0.064617135,0.0053758249,0.050658036,0.0014084136,-0.093266673,-0.019707212,-1.4527398,0.0031075513,-0.18297467
0.91000003,13.308569,-385.36185,0.0031769159,-0.088563718,0.016843811,-0.38881972,0.012023588,-0.20134601,0.0042076395,-0.062639117,0.0052510593,-0.05453483,0.00020957711,-0.08237163,-0.061628953,-2.9730353,0.0013238115,-0.097988352
0.92299998,9.2079906,-253.88394,0.002098589,-0.076743469,0.01289923,-0.2432036,0.009574268,-0.17575888,0.0036429984,-0.027949678,0.0044311099,-0.059052475,-0.00061811419,-0.045138441,-0.072201431,1.190773,0.00038797775,-0.051508144
0.93599999,6.524755,-164.83177,0.0011879768,-0.063233525,0.010127326,-0.18961394,0.0074652368,-0.14809713,0.0033983502,-0.01181416,0.0038456209,-0.031207357,-0.001027912,-0.020991277,-0.047330227,2.0946031,-0.00011784691,-0.028937029
0.949,4.7927384,-105.77887,0.00045534145,-0.049534138,0.0079053184,-0.15290168,0.0057338066,-0.11820289,0.0032953587,-0.0051840916,0.0035691471,-0.01366821,-0.0012273667,-0.011316351,-0.024257308,1.398778,-0.00041084646,-0.017318578
0.96200001,3.685725,-67.237068,-9.4075302e-05,-0.033627398,0.0061428859,-0.11856155,0.004385903,-0.08963304,0.0032424775,-0.0034464293,0.0034421198,-0.007115202,-0.0013470376,-0.0075743818,-0.010560795,0.75256711,-0.00058627676,-0.0097314473
0.97500002,2.997184,-39.385284,-0.00031188625,0.0064409906,0.0048149331,-0.085948452,0.0033895734,-0.064141087,0.0031991359,-0.0032988123,0.0033652456,-0.0050554113,-0.0014304252,-0.0053479164,-0.0035318201,0.36759067,-0.00063705177,0.0039603398
0.98799998,2.6770918,-8.2439604,0.00016969687,0.06542521,0.0039046896,-0.054178696,0.0027081775,-0.04094407,0.0031571165,-0.0030967142,0.0033071309,-0.0038972239,-0.0014868411,-0.0033130595,-0.0001974639,0.1694826,-0.00043861996,0.02690185
1.001,2.8265014,32.122517,0.0011914201,0.082645737,0.0034074285,-0.022062793,0.0023235583,-0.018063681,0.0031209458,-0.0023673128,0.0032650216,-0.0025054379,-0.0015150999,-0.00095141272,0.0013721492,0.087203324,2.827042e-05,0.04271939
1.0140001,3.4943221,68.695374,0.002195748,0.072989628,0.003341594,0.012299448,0.0022455524,0.0062788329,0.0030982613,-0.0010234428,0.0032443409,-0.00058410072,-0.0015096599,0.0018229226,0.002380457,0.076576456,0.00062832457,0.049085371
1.027,4.5831647,100.1825,0.0032125628,0.089177594,0.0037314806,0.047819287,0.0024876464,0.030937264,0.0030963614,0.00077684567,0.003251615,0.0017332963,-0.0014682906,0.0044847773,0.0035038597,0.098953873,0.0013295496,0.061164476
1.04,6.2492075,167.35614,0.0046306821,0.13234985,0.0046081822,0.08951439,0.0030619258,0.058916211,0.0031187478,0.0026556668,0.0032892199,0.0040301336,-0.0013931673,0.0071995333,0.0049976576,0.13304193,0.0023165075,0.096176192
1.053,9.4562969,360.70859,0.0067652226,0.20306309,0.0062062731,0.16695182,0.004114111,0.10985301,0.0031653619,0.0045426684,0.0033570593,0.0065308679,-0.0012708862,0.012392606,0.0070766918,0.19355738,0.004066241,0.18850598
1.066,17.480915,1006.0154,0.010087705,0.297553,0.0094855018,0.3737261,0.0062699718,0.24599296,0.0032368854,0.0061969128,0.0034664581,0.010737478,-0.0010308074,0.027389772,0.01008908,0.24473724,0.0079983976,0.46556884
1.079,37.465233,1600.7161,0.010781547,-0.48109868,0.016881993,0.73032677,0.011303095,0.5278368,0.0032528075,-0.013897615,0.0036318898,0.011527184,-0.00042631279,0.071274675,0.0082073929,-0.91896415,0.015568673,0.38848042
1.092,40.457108,-795.67609,0.0066918093,0.020950321,0.024908906,0.37896287,0.017620528,0.30186543,0.002653609,-0.059715543,0.0034174379,-0.059193268,0.00065155007,0.075572111,-0.0039926716,-0.17518769,0.013331931,-0.45280591
1.105,29.471764,-732.14331,0.0066397525,0.16873433,0.025860304,-0.17230423,0.018084254,-0.15375391,0.0023082739,0.010778313,0.0027078034,-0.0075276233,0.0012751558,0.020407302,0.0056763063,1.1997094,0.0082878843,-0.22791302
1.118,38.854275,3559.1812,0.01553832,-0.58621895,0.024590138,0.21538685,0.016843813,0.120451,0.0026822081,0.030422578,0.0033980678,0.078014076,0.0013040095,0.0043431311,0.013424573,-0.89180517,0.015847009,1.4227991
1.131,57.689255,-1074.5806,0.007192221,0.39511308,0.031616073,0.65100986,0.021437749,0.37533513,0.0029626114,0.033948228,0.0036135705,-0.054965869,0.0019965274,0.079216734,-0.028757334,-4.5377617,0.019086314,-0.56923431
1.1440001,42.375969,-1119.7437,0.0069367699,-0.1552491,0.035733555,-0.047564991,0.022490764,-0.17916381,0.0039777257,0.11196864,0.003039737,0.0092618819,0.002659492,0.016726697,-0.066605382,-0.10632095,0.011618038,-0.49488905
1.1569999,29.149948,-854.78351,0.0058200099,-0.10544315,0.031605277,-0.52251744,0.018784823,-0.3230969,0.0052516325,0.059740696,0.0039911205,0.11868959,0.0024350912,-0.049339846,-0.041612037,2.8551297,0.0064529451,-0.31211549
1.17,19.898933,-587.49774,0.0044414224,-0.096210547,0.023853337,-0.60932249,0.015051142,-0.24737197,0.0052105193,-0.060405534,0.0053370744,0.05800762,0.0014745563,-0.092214838,-0.018834986,-0.98991263,0.0032400673,-0.18871149
1.183,13.586482,-394.1351,0.0032402491,-0.089063242,0.017125526,-0.40137759,0.012167718,-0.20290421,0.0042531476,-0.064991772,0.0052889129,-0.051572591,0.0002689611,-0.084169045,-0.059442777,-3.155412,0.0013949643,-0.10159567
1.196,9.3911552,-259.8609,0.0021535691,-0.077459626,0.013074248,-0.24771449,0.0097001018,-0.17716865,0.0036633941,-0.029264504,0.0044736904,-0.060359504,-0.00058526569,-0.047000505,-0.072993323,1.0278292,0.00042533371,-0.053276401
1.209,6.6437187,-168.84222,0.0012333373,-0.063989423,0.010263317,-0.19180983,0.0075714155,-0.14970243,0.0034069824,-0.012401207,0.0038683622,-0.032581653,-0.0010126374,-0.021857169,-0.048830919,2.1136937,-9.6902186e-05,-0.029812196
1.222,4.8691015,-108.40833,0.00049092819,-0.050276417,0.0080150403,-0.15483786,0.0058186785,-0.1198387,0.0032991259,-0.0053846156,0.0035791108,-0.014283088,-0.0012191863,-0.011630078,-0.02526979,1.4410081,-0.00039832824,-0.017793721
1.235,3.7342849,-68.965424,-6.9664849e-05,-0.034824803,0.0062280837,-0.12039414,0.0044503491,-0.091121748,0.0032449458,-0.0034774288,0.0034472616,-0.0073085264,-0.001341585,-0.0077193608,-0.011107493,0.78090155,-0.00057917536,-0.01018303
1.248,3.0257981,-40.867054,-0.00031534565,0.0032763756,0.0048768497,-0.087709442,0.003435784,-0.065467156,0.0032014886,-0.0033003502,0.0033688759,-0.0051269284,-0.001426572,-0.005459107,-0.0037994217,0.38304791,-0.00063948694,0.0028758121
1.261,2.6836798,-10.227181,0.00012394857,0.062860161,0.0039439411,-0.055910971,0.0027378164,-0.042184815,0.003159333,-0.0031197784,0.003309933,-0.0039620977,-0.001484437,-0.003429461,-0.00032093012,0.17686181,-0.00045736931,0.025680305
1.274,2.8044081,29.840462,0.0011323598,0.08298485,0.0034238079,-0.023875514,0.0023368993,-0.019352889,0.003122654,-0.0024232634,0.0032668402,-0.0025945127,-0.0015143704,-0.001094216,0.0013091586,0.089503609,-2.0060443e-06,0.042191606
1.2869999,3.4459403,66.996292,0.0021436634,0.073108904,0.0033335122,0.010368011,0.00224156,0.0049190796,0.0030990229,-0.0011119115,0.0032447998,-0.00070317072,-0.0015109048,0.0016681966,0.0023260736,0.075969771,0.0005934441,0.048746943
1.3,4.5124869,98.06411,0.0031495939,0.087445155,0.0036980903,0.045832735,0.00246607,0.029579084,0.0030958445,0.00067274977,0.0032504252,0.0016035711,-0.0014714395,0.0043470534,0.0034338566,0.097388647,0.0012863271,0.060072567
1.313,6.1319361,161.61195,0.0045373379,0.1294646,0.0045453482,0.0867313,0.0030205746,0.057071518,0.0031168903,0.0025545598,0.0032863901,0.0039066295,-0.0013982373,0.0070211203,0.0049036089,0.13074991,0.002248965,0.093285911
1.326,9.2052536,343.58212,0.0066222651,0.19792217,0.0060894662,0.16071419,0.0040372475,0.10576347,0.0031621614,0.004433522,0.0033524609,0.0063675875,-0.0012795678,0.011960957,0.0069402535,0.18913348,0.0039346907,0.18053703
1.339,16.784916,946.62836,0.0098756906,0.29680815,0.0092254402,0.35583517,0.0060988455,0.23408197,0.0032324684,0.0061875037,0.0034589088,0.010437322,-0.0010498475,0.026027648,0.0099126156,0.24977182,0.0076747704,0.44224799
1.352,36.288895,1694.3451,0.011101763,-0.41503844,0.016363328,0.72382921,0.010930511,0.51685977,0.0032615394,-0.010651509,0.0036233594,0.012358963,-0.00047607665,0.068285339,0.0088268537,-0.81705779,0.015266541,0.45766526
1.365,41.008518,-749.03076,0.006680002,0.01097489,0.024626089,0.41413763,0.017393798,0.33389446,0.0026967805,-0.06127432,0.0034580322,-0.054578289,0.00059674645,0.078103848,-0.0038202195,-0.30830047,0.013653364,-0.44824827
1.378,30.002666,-756.25348,0.0065445201,0.10114055,0.025977205,-0.15513194,0.018190291,-0.14328867,0.0023018671,0.0071572564,0.0027161276,-0.015786359,0.0012595903,0.023256736,0.0048198309,1.2010057,0.0084627345,-0.2614916
1.391,36.391644,3332.0808,0.015870441,-0.34180027,0.024455659,0.161745,0.016771717,0.081896573,0.0026599527,0.031956669,0.0033415908,0.080220938,0.0013023608,0.00042353556,0.013949014,-0.58414376,0.014831256,1.4192566
1.404,58.414391,-953.61395,0.006918862,0.36616176,0.031145068,0.66908228,0.021161327,0.39930058,0.0029398999,0.029821023,0.0036507698,-0.04919837,0.0019396612,0.080172934,-0.02552918,-4.5113668,0.019484071,-0.54522485
1.4170001,43.174599,-1120.0325,0.0070555857,-0.17804053,0.03575442,-0.010786749,0.022611188,-0.15833208,0.0038984427,0.11031572,0.0030360268,0.0011501913,0.002646191,0.020580456,-0.066407919,-0.44938961,0.011975145,-0.50669551
