APC_cells__M_4_task1,Antibodies__A_9_task1,Antigenic_compatibility__S_10_task1,Dead_cells__D_11_task1,Effector_cells__E_7_task1,Healthy_Epithelial_cells__H_2_task1,Infected_Epithelial_cells__I_3_task1,Interferons__F_5_task1,Plasma_cells__P_8_task1,Resistant_cells__R_6_task1,Viral_Load__V_1_task1,_1_task1
0.0,1.0,0.1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.01,0.0
3.5558481197323323e-07,0.9985930568547183,0.10000040499991396,4.3179199752470845e-07,0.9999992597656735,0.9999672012838065,3.2301934171512574e-05,0.0011713067529898918,1.0000000353911627,6.499002451217682e-08,0.0038579722623412775,0.015
5.035262269024955e-07,0.9980346906370984,0.10000080999966932,1.3042926908069817e-06,0.9999977126737238,0.9999539023142227,4.440657934632103e-05,0.003184116743875246,1.0000001106606515,3.8681374021851144e-07,0.0016216743239068781,0.03
5.860093192307866e-07,0.9977847985883086,0.100001214999277,2.3033623073244903e-06,0.9999958627800324,0.9999475435080352,4.915244442163908e-05,0.005090548835705408,1.0000002041350562,1.0006852358726942e-06,0.0008088825072544894,0.045
6.54261678128797e-07,0.9976467028863852,0.10000161999874278,3.3165834576390823e-06,0.999993894879243,0.9999435931609939,5.1222541341723494e-05,0.00670536177311315,1.0000003095987575,1.867714206733086e-06,0.0005158462381063977,0.06
7.26382228748665e-07,0.9975486417954967,0.1000020249980713,4.30502725182087e-06,0.9999918771725608,0.9999404259923649,5.232646081553594e-05,0.008069461095936783,1.0000004263607505,2.942519567764634e-06,0.0004124448387610864,0.075
8.083981427125918e-07,0.9974644815056298,0.10000242999726731,5.25645358258871e-06,0.9999898352516082,0.9999374656331736,5.3086780221550154e-05,0.009270510862041725,1.0000005556358424,4.1911330222111875e-06,0.00037794532903864965,0.09
9.019645137806432e-07,0.9973847477727013,0.10000283499633628,6.168210378649715e-06,0.9999877791536228,0.9999345098087148,5.372908868056609e-05,0.010388696637775776,1.000000699228802,5.592892225995466e-06,0.00036837203328136546,0.105
1.0071824326734025e-06,0.9973060155108378,0.10000323999528438,7.041009603450917e-06,0.9999857132258,0.9999314862149199,5.433481581618849e-05,0.011484738875666574,1.000000859061462,7.137959660464902e-06,0.00036781428484954244,0.12
1.1236233846237445e-06,0.9972270436045797,0.10000364499411857,7.876680002107801e-06,0.9999836397011379,0.999928365717202,5.4933339711167214e-05,0.012600895569565854,1.000001037007668,8.824263084719322e-06,0.00037054397552471535,0.135
1.2506980306850523e-06,0.9971473763932632,0.10000404999284654,8.677362428974803e-06,0.9999815599916327,0.9999251323997445,5.553531499703435e-05,0.013764996868891871,1.0000012348395573,1.0654922829536798e-05,0.0003745036789897384,0.15
1.387787384176169e-06,0.9970668396627366,0.10000445499147669,9.445225459015066e-06,0.999979475157355,0.9999217737597768,5.614468455682256e-05,0.014994424177423624,1.0000014542136864,1.2636330207407125e-05,0.00037895282660834937,0.16499999999999998
1.5342879202057543e-06,0.9969853610414008,0.10000485999001806,1.0182369017171758e-05,0.9999773860769967,0.9999182778789781,5.6762960170732924e-05,0.016299268254300794,1.000001696671255,1.4776791833960809e-05,0.0003836281453097178,0.18
1.689626613086804e-06,0.9969029041044021,0.1000052649884803,1.0890793605664853e-05,0.9999752935135898,0.9999146328133706,5.7390793116969795e-05,0.01768464529816667,1.0000019636429638,1.708559990680234e-05,0.00038843566395552393,0.195
1.8532647408630242e-06,0.9968194452759169,0.10000566998687359,1.1572393954526597e-05,0.9999731981406005,0.9999108266744051,5.802852472248571e-05,0.019152343181237326,1.0000022564553384,1.9572406917870024e-05,0.00039334273182622996,0.21
2.024698108615515e-06,0.9967349646539458,0.10000607498520867,1.2228960400334176e-05,0.9999711005549696,0.9999068478407401,5.867640503201874e-05,0.02070201715460537,1.0000025763373037,2.2246793827515393e-05,0.0003983351632832792,0.22499999999999998
2.2034552599562318e-06,0.9966494450530722,0.10000647998349672,1.2862184540119534e-05,0.9999690012822,0.9999026851445716,5.9334615563324236e-05,0.02233186438039746,1.0000029244265758,2.5118055324966013e-05,0.0004034128009036603,0.24
2.389096305868181e-06,0.9965628690193784,0.1000068849817494,1.347366345459327e-05,0.9999669007831731,0.9998983279880926,6.000334041979048e-05,0.024039233593191055,1.0000033017757186,2.819500803297733e-05,0.00040857559704826884,0.255
2.5812111097343936e-06,0.9964752187358152,0.10000728997997874,1.4064905242228914e-05,0.9999647994580299,0.9998937664324455,6.068276848456889e-05,0.025821001228017986,1.0000037093579346,3.14858938276612e-05,0.00041382318819925144,0.27
2.7794174490299842e-06,0.9963864764894816,0.10000769497819717,1.4637334508799284e-05,0.9999626976492598,0.9998889912335622,6.13730822143487e-05,0.027673778521976302,1.0000041480724835,3.499834971462214e-05,0.0004191571072805576,0.285
2.983359471572284e-06,0.9962966243312881,0.10000809997641748,1.5192297143609861e-05,0.9999605956453692,0.9998839938495693,6.207446569365725e-05,0.029594087047819087,1.0000046187498128,3.873938759345816e-05,0.0004245792241379706,0.3
3.192706181111217e-06,0.9962056439770508,0.10000850497465276,1.573106495611346e-05,0.9999584936841245,0.9998787664328636,6.27871069160683e-05,0.03157847607970935,1.000005122156404,4.2715395264265525e-05,0.000430091299648717,0.315
3.407150030747984e-06,0.9961135167138764,0.10000890997291642,1.6254839987391774e-05,0.999956391955564,0.9998733018045963,6.351119994480721e-05,0.03362358783698275,1.000005658999273,4.693215547147491e-05,0.00043569456898318086,0.32999999999999996
3.6264055541768077e-06,0.9960202234887412,0.10000931497122213,1.676475866924802e-05,0.9999542906046561,0.9998675934238039,6.424694274371349e-05,0.03572619247290209,1.000006229930211,5.1394874783103156e-05,0.00044139018933747246,0.345
3.8502080598792445e-06,0.9959257450136422,0.10000971996958381,1.7261895793212268e-05,0.9999521897337977,0.9998616353555064,6.499453460937265e-05,0.03788321377266983,1.0000068355498108,5.6108214090986644e-05,0.0004471797652399999,0.36
