Time,NFkB,IKKIkBa,IKKIkBaNFkB,IKK,IkBa,IKKIkBb,IKKIkBbNFkB,IkBb,IKKIkBe,IKKIkBeNFkB,IkBe,IkBaNFkB,IkBbNFkB,IkBeNFkB,source,IkBat,sink,NFkBn,IkBan,IkBanNFkBn,IkBbn,IkBbnNFkBn,IkBbt,IkBen,IkBenNFkBn,IkBet,k1,k2,k3,k4,k5,k6,k7,k8,k9,k10,k11,k12,k13,k14,k15,k16,k17,k18,k19,k20,k21,k22,k23,k24,k25,k26,k27,k28,k29,k30,k31,k32,k33,k34,k35,k36,k37,k38,k39,k40,k41,k42,k43,k44,k45,k46,k47,k48,k49,k50,k51,k52,k53,k54,k55,k56,k57,k58,k59,k60,k61,k62,k63,k64,compartment,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64
4.02,0.0004334633756822934,0.0016341523566371673,0.005411393290989576,0.09247314250988,0.18860663758514767,4.944088399426621e-05,0.00016386693334990404,0.02137964612288099,5.286472088161521e-05,0.00016877732918167747,0.01525479006072451,0.07644522108372524,0.008930774457188435,0.006325715233346478,1.0,0.005486817759210883,0.0,0.00022498356201681075,0.19325450016400114,0.001376233874768863,0.021882503867264487,0.00030290860178906623,0.0006369585986128487,0.015631782690555006,0.00021637225796209336,0.00045499839290464303,0.5,0.0005,0.5,0.0005,0.5,0.0005,0.5,0.0005,0.0204,0.5,0.0005,0.0075,0.5,0.0005,0.011,2.25e-05,2.25e-05,2.25e-05,0.09,8e-05,0.5,0.0005,0.5,0.0005,0.5,0.0005,1.54e-06,0.0165,0.00028,1.78e-07,0.00028,1.27e-07,0.00028,0.0225,0.00125,0.00408,0.000113,0.0003,0.0002,0.006,0.00175,0.00408,0.000113,0.00015,0.0001,0.009,0.00175,0.00408,0.000113,0.00015,0.0001,0.185,0.00125,0.0138,0.048,0.00175,0.0052,0.07,0.00175,0.0052,0.00012,0.00407,0.0015,0.0022,1.0,3.5417259844356077e-07,0.00011039242313618735,2.705696645494788e-06,0.0003924235907037146,6.6510000915132706e-06,2.042690445796459e-06,1.071540623643565e-08,1.2290020001242803e-06,8.193346667495203e-08,1.1862258376391862e-05,7.416132599139931e-08,8.652154698996587e-08,1.1457460183923578e-08,1.8565506209984521e-06,8.438866459083874e-08,1.2695925377193106e-05,1.1630238593955347e-07,9.251326154282662e-08,0.0013077890173428023,6.76424161373697e-06,3.964112539695275e-05,2.867671333623321e-07,4.094711363751174e-05,2.9536032606793557e-07,4.087703490187251e-05,8.351904524332401e-10,3.822261054186262e-05,2.1739542911337658e-05,6.881169373844315e-07,1.899202747181031e-05,1.720017474383818e-06,1.5363089725790471e-06,3.865090003280023e-05,5.65819912755443e-05,2.2386216457580405e-05,4.633646789658425e-06,4.465387228594218e-06,2.4616018329519004e-06,1.5145430089453313e-07,1.5751247293031444e-06,2.009424252867398e-07,1.7834840761159762e-07,2.188250386726449e-06,3.206946918432148e-06,2.598791082340423e-06,3.3061963975231718e-06,3.1628576166732394e-06,1.7584470751968955e-06,1.0818612898104668e-07,1.1251357414028855e-06,1.4232859275029578e-07,1.2739955001330003e-07,1.5631782690555007e-06,2.288218509108676e-06,1.8563934430509437e-06,1.799868496134486e-08,3.901170381140641e-05,1.54e-06,1.78e-07,1.27e-07,2.1312550047121686e-05,2.4159000118855515e-06,1.7237912768618696e-06,1.10967771011856e-05
4.03,0.00043422461698506377,0.0016380126901711393,0.00542327250285824,0.09245628107901471,0.18860253870407073,4.9558599576628176e-05,0.0001642474118703898,0.021379518295723775,5.299030741123614e-05,0.0001691644763585463,0.015254656652355874,0.07643241285196045,0.008930396427621865,0.006325320060845255,1.0,0.005486817804478168,0.0,0.00022512364274519965,0.1932544688870737,0.0013762545347872051,0.021882490945043964,0.0003029159594467442,0.0006369585951287775,0.015631773432808384,0.00021637751452148528,0.00045499838890914845,0.5,0.0005,0.5,0.0005,0.5,0.0005,0.5,0.0005,0.0204,0.5,0.0005,0.0075,0.5,0.0005,0.011,2.25e-05,2.25e-05,2.25e-05,0.09,8e-05,0.5,0.0005,0.5,0.0005,0.5,0.0005,1.54e-06,0.0165,0.00028,1.78e-07,0.00028,1.27e-07,0.00028,0.0225,0.00125,0.00408,0.000113,0.0003,0.0002,0.006,0.00175,0.00408,0.000113,0.00015,0.0001,0.009,0.00175,0.00408,0.000113,0.00015,0.0001,0.185,0.00125,0.0138,0.048,0.00175,0.0052,0.07,0.00175,0.0052,0.00012,0.00407,0.0015,0.0022,1.0,3.5563271650311843e-07,0.00011063475905830811,2.71163625142912e-06,0.0003923435099393846,6.666711648996537e-06,2.0475158627139243e-06,1.0759781959738757e-08,1.2318555890279235e-06,8.21237059351949e-08,1.186002451730025e-05,7.433789936494227e-08,8.67275492590993e-08,1.15048479697824e-08,1.860809239944009e-06,8.458223817927315e-08,1.2693499408926687e-05,1.1657867630471952e-07,9.273303796966324e-08,0.001307331479544808,6.7790906285728004e-06,3.963221962844333e-05,2.8743297077318216e-07,4.093708986221676e-05,2.9603783362745604e-07,4.094793256559289e-05,8.362307996273267e-10,3.8216206425980226e-05,2.175307500632344e-05,6.881272673936026e-07,1.899231258006343e-05,1.7197292891691102e-06,1.5363089852538868e-06,3.865089377741474e-05,5.6580761611221216e-05,2.2386216642270928e-05,4.64175657164291e-06,4.465198213810933e-06,2.463133036943572e-06,1.514579797233721e-07,1.5751629891230697e-06,2.00933919621492e-07,1.7834840663605768e-07,2.1882490945043963e-06,3.206927744358566e-06,2.5987910681254123e-06,3.311973721053942e-06,3.1626600304226274e-06,1.759540888880729e-06,1.0818875726074264e-07,1.1251630755117233e-06,1.4231970136901824e-07,1.2739954889456154e-07,1.5631773432808384e-06,2.288198497853381e-06,1.8563934267493258e-06,1.8009891419615975e-08,3.908021552865574e-05,1.54e-06,1.78e-07,1.27e-07,2.1312086873559994e-05,2.4158855674167867e-06,1.7237762017162137e-06,1.1094753729481766e-05
4.04,0.0004349867949699633,0.001641872062509446,0.00543514452498976,0.09243942814846465,0.18859843991529085,4.967629045824386e-05,0.00016462776471222126,0.021379390410245794,5.3115866187859335e-05,0.00016955147251401852,0.01525452321099624,0.07641961012171831,0.008930018577249947,0.006324925055472937,1.0,0.0054868178497557525,0.0,0.00022526424719176494,0.19325443746244136,0.0013762753274165025,0.021882478007340635,0.00030292333202538654,0.0006369585916447159,0.015631764163938536,0.00021638278173961406,0.00045499838491366515,0.5,0.0005,0.5,0.0005,0.5,0.0005,0.5,0.0005,0.0204,0.5,0.0005,0.0075,0.5,0.0005,0.011,2.25e-05,2.25e-05,2.25e-05,0.09,8e-05,0.5,0.0005,0.5,0.0005,0.5,0.0005,1.54e-06,0.0165,0.00028,1.78e-07,0.00028,1.27e-07,0.00028,0.0225,0.00125,0.00408,0.000113,0.0003,0.0002,0.006,0.00175,0.00408,0.000113,0.00015,0.0001,0.009,0.00175,0.00408,0.000113,0.00015,0.0001,0.185,0.00125,0.0138,0.048,0.00175,0.0052,0.07,0.00175,0.0052,0.00012,0.00407,0.0015,0.0022,1.0,3.5709633311085356e-07,0.00011087694830979111,2.7175722624948803e-06,0.00039226346854789624,6.682419294413445e-06,2.0523400781368074e-06,1.0804265186214233e-08,1.2347082353416593e-06,8.231388235611064e-08,1.1857791742115342e-05,7.451443568736579e-08,8.693350830192675e-08,1.1552350197555187e-08,1.8650661976542036e-06,8.477573625700926e-08,1.2691074620717758e-05,1.1685490561329055e-07,9.295276582875384e-08,0.0013068742359113486,6.7939306562372e-06,3.962331891053525e-05,2.880985882463872e-07,4.092707186468701e-05,2.967150768995324e-07,4.101891545754378e-05,8.372756875373977e-10,3.8209805060859156e-05,2.1766657685722436e-05,6.881376637082512e-07,1.8992599518347734e-05,1.7194412277386622e-06,1.5363089979316106e-06,3.865088749248828e-05,5.657953197458725e-05,2.238621682700347e-05,4.649876256482193e-06,4.465009288624973e-06,2.4646699675069703e-06,1.5146166601269328e-07,1.5752013265320099e-06,2.0092541798812382e-07,1.7834840566052044e-07,2.1882478007340636e-06,3.2069085615368687e-06,2.598791053910441e-06,3.3177580801730838e-06,3.162462527736469e-06,1.7606387933344115e-06,1.0819139086980703e-07,1.1251904650459931e-06,1.423108137481411e-07,1.2739954777582624e-07,1.5631764163938537e-06,2.288178481649436e-06,1.8563934104477538e-06,1.8021139775341198e-08,3.9148811547296695e-05,1.54e-06,1.78e-07,1.27e-07,2.1311623710427865e-05,2.4158711163577747e-06,1.7237611228425751e-06,1.1092731377815757e-05
4.05,0.00043574990624086624,0.001645730474025835,0.005447009361951767,0.09242258371311457,0.1885943412175791,4.9793956649046623e-05,0.00016500799193921878,0.021379262466338016,5.324139722247659e-05,0.00016993831772700715,0.015254389736564048,0.07640681289080821,0.008929640906118624,0.006324530217238992,1.0,0.005486817895043683,0.0,0.0002254053755933729,0.19325440588959897,0.0013762962531441,0.021882465054097192,0.0003029307195814619,0.0006369585881606642,0.01563175488390453,0.00021638805965681804,0.000454998380918193,0.5,0.0005,0.5,0.0005,0.5,0.0005,0.5,0.0005,0.0204,0.5,0.0005,0.0075,0.5,0.0005,0.011,2.25e-05,2.25e-05,2.25e-05,0.09,8e-05,0.5,0.0005,0.5,0.0005,0.5,0.0005,1.54e-06,0.0165,0.00028,1.78e-07,0.00028,1.27e-07,0.00028,0.0225,0.00125,0.00408,0.000113,0.0003,0.0002,0.006,0.00175,0.00408,0.000113,0.00015,0.0001,0.009,0.00175,0.00408,0.000113,0.00015,0.0001,0.185,0.00125,0.0138,0.048,0.00175,0.0052,0.07,0.00175,0.0052,0.00012,0.00407,0.0015,0.0022,1.0,3.58563449877247e-07,0.00011111899098381606,2.7235046809758835e-06,0.0003921834665025314,6.6981230292851484e-06,2.057163092532294e-06,1.0848855970591912e-08,1.2375599395441408e-06,8.250399596960939e-08,1.185556005011864e-05,7.469093497356993e-08,8.713942413583159e-08,1.1599966923913445e-08,1.8693214949970786e-06,8.496915886350357e-08,1.2688651011780596e-05,1.1713107388944851e-07,9.317244513933404e-08,0.0013064172862208056,6.808761702439709e-06,3.9614423240342435e-05,2.887639858936329e-07,4.091705964142254e-05,2.973920560222625e-07,4.1089983251559015e-05,8.383251252154268e-10,3.820340644540411e-05,2.1780290972309596e-05,6.881481265720501e-07,1.899288829338858e-05,1.7191532900431849e-06,1.536309010612231e-06,3.865088117791979e-05,5.657830236527372e-05,2.238621701177823e-05,4.6580058076028305e-06,4.464820453059312e-06,2.4662126272138173e-06,1.5146535979073095e-07,1.5752397418236017e-06,2.0091692038766903e-07,1.7834840468498598e-07,2.1882465054097193e-06,3.206889369950702e-06,2.5987910396955104e-06,3.323549448734708e-06,3.162265108619496e-06,1.761740790395021e-06,1.0819402982840902e-07,1.1252179102154536e-06,1.4230192988787733e-07,1.2739954665709402e-07,1.5631754883904531e-06,2.288158460484607e-06,1.8563933941462276e-06,1.8032430047469834e-08,3.921749156167796e-05,1.54e-06,1.78e-07,1.27e-07,2.1311160557586435e-05,2.4158566586961956e-06,1.7237460402317373e-06,1.1090710045573748e-05
4.06,0.0004365139474095696,0.0016495879250937738,0.0054588670183086845,0.09240574776785285,0.18859024260971002,4.9911598158962076e-05,0.00016538809361516825,0.021379134463891794,5.336690052607118e-05,0.00017032501207638038,0.015254256228978006,0.0763940211570385,0.008929263414273504,0.006324135546152661,1.0,0.005486817940342003,0.0,0.00022554702818352812,0.19325437416804125,0.0013763173124575186,0.02188245208525628,0.0003029381221714633,0.0006369585846766223,0.015631745592665412,0.0002163933483134529,0.000454998376922732,0.5,0.0005,0.5,0.0005,0.5,0.0005,0.5,0.0005,0.0204,0.5,0.0005,0.0075,0.5,0.0005,0.011,2.25e-05,2.25e-05,2.25e-05,0.09,8e-05,0.5,0.0005,0.5,0.0005,0.5,0.0005,1.54e-06,0.0165,0.00028,1.78e-07,0.00028,1.27e-07,0.00028,0.0225,0.00125,0.00408,0.000113,0.0003,0.0002,0.006,0.00175,0.00408,0.000113,0.00015,0.0001,0.009,0.00175,0.00408,0.000113,0.00015,0.0001,0.185,0.00125,0.0138,0.048,0.00175,0.0052,0.07,0.00175,0.0052,0.00012,0.00407,0.0015,0.0022,1.0,3.600340683909223e-07,0.00011136088717349717,2.7294335091543425e-06,0.00039210350377659833,6.713822855131659e-06,2.061984906367217e-06,1.0893554366944372e-08,1.240410702113762e-06,8.269404680758413e-08,1.1853329440592371e-05,7.486739723844311e-08,8.734529677818364e-08,1.1647698204824585e-08,1.873575132840184e-06,8.516250603819019e-08,1.2686228581330257e-05,1.1740718115735661e-07,9.339207592062457e-08,0.0013059606302517229,6.823583772885856e-06,3.960553261497956e-05,2.8942916382654444e-07,4.090705318892466e-05,2.980687711336657e-07,4.1161135622246467e-05,8.393791217199503e-10,3.819701057851925e-05,2.1793974888534645e-05,6.881586562287593e-07,1.8993178911913756e-05,1.7188654760333664e-06,1.5363090232957606e-06,3.865087483360825e-05,5.6577072782913e-05,2.2386217196595374e-05,4.66614518851669e-06,4.464631707136752e-06,2.467761018599001e-06,1.5146906108573167e-07,1.5752782352916092e-06,2.0090842682115387e-07,1.7834840370945424e-07,2.188245208525628e-06,3.206870169583769e-06,2.598791025480619e-06,3.3293478006541024e-06,3.1620677730763304e-06,1.7628468818733236e-06,1.0819667415672645e-07,1.125245411229955e-06,1.4229304978843487e-07,1.2739954553836494e-07,1.5631745592665412e-06,2.2881384343467008e-06,1.8563933778447465e-06,1.804376225468225e-08,3.928625526686126e-05,1.54e-06,1.78e-07,1.27e-07,2.1310697414897233e-05,2.4158421944197728e-06,1.7237309538745146e-06,1.1088689732142341e-05
4.07,0.0004372789150957781,0.001653444416086447,0.005470717498621733,0.0923889203075714,0.18858614409046184,5.0029214997908025e-05,0.0001657680698038213,0.021379006402798845,5.3492376109617865e-05,0.0001707115556409618,0.015254122688157097,0.07638123491821668,0.008928886101759865,0.006323741042222961,1.0,0.00548681798565076,0.0,0.00022568920519238362,0.19325434229726257,0.0013763385058444524,0.02188243910076053,0.0003029455398519079,0.00063695858119259,0.015631736290180217,0.00021639864774989156,0.00045499837292728223,0.5,0.0005,0.5,0.0005,0.5,0.0005,0.5,0.0005,0.0204,0.5,0.0005,0.0075,0.5,0.0005,0.011,2.25e-05,2.25e-05,2.25e-05,0.09,8e-05,0.5,0.0005,0.5,0.0005,0.5,0.0005,1.54e-06,0.0165,0.00028,1.78e-07,0.00028,1.27e-07,0.00028,0.0225,0.00125,0.00408,0.000113,0.0003,0.0002,0.006,0.00175,0.00408,0.000113,0.00015,0.0001,0.009,0.00175,0.00408,0.000113,0.00015,0.0001,0.185,0.00125,0.0138,0.048,0.00175,0.0052,0.07,0.00175,0.0052,0.00012,0.00407,0.0015,0.0022,1.0,3.6150819021872695e-07,0.00011160263697188337,2.735358749310867e-06,0.00039202358034343176,6.729518773471839e-06,2.066805520108059e-06,1.0938360428689326e-08,1.2432605235286598e-06,8.288403490191066e-08,1.1851099912819446e-05,7.504382249686203e-08,8.755112624633904e-08,1.169554409555451e-08,1.8778271120505797e-06,8.53557778204809e-08,1.2683807328582565e-05,1.1768322744115931e-07,9.361165819183127e-08,0.0013055042677828069,6.8383968732771666e-06,3.9596647031561954e-05,2.900941221566873e-07,4.0897052503695895e-05,2.9874522237168317e-07,4.123237224498662e-05,8.404376861161024e-10,3.819061745910834e-05,2.1807709456523016e-05,6.881692529222263e-07,1.8993471380653443e-05,1.7185777856598752e-06,1.5363090359822127e-06,3.8650868459452516e-05,5.6575843227138545e-05,2.2386217381455104e-05,4.674294362820787e-06,4.464443050879933e-06,2.4693151441606907e-06,1.5147276992595395e-07,1.575316807229921e-06,2.0089993728959698e-07,1.7834840273392518e-07,2.188243910076053e-06,3.2068509604198265e-06,2.5987910112657673e-06,3.3351531099076148e-06,3.161870521111481e-06,1.7639570695538562e-06,1.0819932387494579e-07,1.1252729682994361e-06,1.4228417345001664e-07,1.2739954441963902e-07,1.5631736290180218e-06,2.2881184032235643e-06,1.8563933615433116e-06,1.805513641539069e-08,3.9355102358620025e-05,1.54e-06,1.78e-07,1.27e-07,2.1310234282222187e-05,2.4158277235162692e-06,1.723715863761752e-06,1.1086670436908567e-05
4.08,0.00043804480592708793,0.0016572999473767579,0.005482560807448926,0.09237210132716576,0.1885820456586161,5.0146807175794504e-05,0.00016614792056889494,0.021378878282951264,5.36178239840829e-05,0.0001710979484995301,0.015253989114020577,0.07636845417214928,0.008928508968622644,0.0063233467054586885,1.0,0.00548681803097,0.0,0.00022583190684675046,0.19325431027675716,0.0013763598337927646,0.02188242610055255,0.0003029529726793366,0.0006369585777085675,0.01563172697640795,0.000216403958006524,0.0004549983689318436,0.5,0.0005,0.5,0.0005,0.5,0.0005,0.5,0.0005,0.0204,0.5,0.0005,0.0075,0.5,0.0005,0.011,2.25e-05,2.25e-05,2.25e-05,0.09,8e-05,0.5,0.0005,0.5,0.0005,0.5,0.0005,1.54e-06,0.0165,0.00028,1.78e-07,0.00028,1.27e-07,0.00028,0.0225,0.00125,0.00408,0.000113,0.0003,0.0002,0.006,0.00175,0.00408,0.000113,0.00015,0.0001,0.009,0.00175,0.00408,0.000113,0.00015,0.0001,0.185,0.00125,0.0138,0.048,0.00175,0.0052,0.07,0.00175,0.0052,0.00012,0.00407,0.0015,0.0022,1.0,3.629858169058125e-07,0.00011184424047195811,2.741280403724463e-06,0.0003919436961763924,6.745210785823404e-06,2.0716249342209475e-06,1.0983274208592002e-08,1.246109404266712e-06,8.307396028444747e-08,1.1848871466083506e-05,7.522021076369176e-08,8.775691255764038e-08,1.1743504650670178e-08,1.882077433494831e-06,8.554897424976505e-08,1.268138725275413e-05,1.1795921276498239e-07,9.383119197214508e-08,0.001305048198592926,6.853201009311158e-06,3.958776648720572e-05,2.9075886099556614e-07,4.0887057582240086e-05,2.994214098741777e-07,4.130369279593087e-05,8.415008274756497e-10,3.818422708607464e-05,2.1821494698076814e-05,6.881799168963823e-07,1.899376570634015e-05,1.718290218873359e-06,1.5363090486716e-06,3.865086205535143e-05,5.657461369758483e-05,2.23862175663576e-05,4.68245329419711e-06,4.464254484311322e-06,2.470875006360442e-06,1.514764863396683e-07,1.5753554579325501e-06,2.008914517940095e-07,1.7834840175839887e-07,2.188242610055255e-06,3.206831742442689e-06,2.5987909970509557e-06,3.3409653505325277e-06,3.161673352729344e-06,1.7650713551949982e-06,1.0820197900326201e-07,1.125300581633925e-06,1.422753008728205e-07,1.2739954330091618e-07,1.5631726976407951e-06,2.2880983671030863e-06,1.856393345241922e-06,1.8066552547740038e-08,3.942403253343791e-05,1.54e-06,1.78e-07,1.27e-07,2.130977115942362e-05,2.4158132459734927e-06,1.723700769884325e-06,1.1084652159259891e-05
4.09,0.00043881161653897184,0.0016611545193373292,0.005494396949345081,0.09235529082153504,0.1885779473129581,5.026437470252382e-05,0.00016652764597407206,0.021378750104241524,5.374324416042409e-05,0.0001714841907308195,0.015253855506487961,0.07635567891664195,0.008928132014906448,0.006322952535868414,1.0,0.005486818076299768,0.0,0.00022597513337010785,0.19325427810601897,0.0013763812967904866,0.021882413084574906,0.0003029604207103137,0.0006369585742245548,0.01563171765130761,0.0002164092791237569,0.0004549983649364162,0.5,0.0005,0.5,0.0005,0.5,0.0005,0.5,0.0005,0.0204,0.5,0.0005,0.0075,0.5,0.0005,0.011,2.25e-05,2.25e-05,2.25e-05,0.09,8e-05,0.5,0.0005,0.5,0.0005,0.5,0.0005,1.54e-06,0.0165,0.00028,1.78e-07,0.00028,1.27e-07,0.00028,0.0225,0.00125,0.00408,0.000113,0.0003,0.0002,0.006,0.00175,0.00408,0.000113,0.00015,0.0001,0.009,0.00175,0.00408,0.000113,0.00015,0.0001,0.185,0.00125,0.0138,0.048,0.00175,0.0052,0.07,0.00175,0.0052,0.00012,0.00407,0.0015,0.0022,1.0,3.644669499757161e-07,0.00011208569776663967,2.7471984746725407e-06,0.00039186385124886805,6.76089889370293e-06,2.0764431491716617e-06,1.102829575876754e-08,1.2489573448055405e-06,8.326382298703603e-08,1.1846644099668891e-05,7.539656205378574e-08,8.796265572941669e-08,1.1791579924042176e-08,1.8863260980390144e-06,8.574209536540975e-08,1.2678968353062324e-05,1.18235137152933e-07,9.405067728074215e-08,0.0013045924224611106,6.867996186681351e-06,3.9578890979027644e-05,2.914233804546261e-07,4.087706842106229e-05,3.0009733377893415e-07,4.13750969520001e-05,8.425685548770276e-10,3.8177839458320975e-05,2.1835330634675776e-05,6.881906483952434e-07,1.8994061895708714e-05,1.718002775624444e-06,1.5363090613639349e-06,3.8650855621203796e-05,5.6573384193887426e-05,2.2386217751303055e-05,4.690621946412468e-06,4.464066007453224e-06,2.472440607623304e-06,1.5148021035515686e-07,1.5753941876936312e-06,2.008829703353951e-07,1.7834840078287534e-07,2.1882413084574905e-06,3.206812515636228e-06,2.598790982836184e-06,3.3467844966269394e-06,3.1614762679342067e-06,1.766189740529053e-06,1.0820463956187845e-07,1.1253282514435358e-06,1.4226643205703932e-07,1.2739954218219652e-07,1.563171765130761e-06,2.288078325973194e-06,1.856393328940578e-06,1.807801066960863e-08,3.949304548850746e-05,1.54e-06,1.78e-07,1.27e-07,2.1309308046364264e-05,2.415798761779292e-06,1.7236856722331395e-06,1.1082634898584205e-05
4.1,0.0004395793435747633,0.0016650081323405037,0.005506225928861816,0.09233848878558196,0.18857384905227645,5.038191758799056e-05,0.00016690724608300103,0.021378621866562458,5.386863664959075e-05,0.00017187028241351932,0.015253721865479046,0.07634290914949943,0.008927755240655555,0.006322558533460486,1.0,0.0054868181216401095,0.0,0.00022611888498261294,0.1932542457845417,0.0013764028953258134,0.021882400052770153,0.0003029678840014267,0.000636958570740552,0.015631708314838157,0.00021641461114201344,0.00045499836094099993,0.5,0.0005,0.5,0.0005,0.5,0.0005,0.5,0.0005,0.0204,0.5,0.0005,0.0075,0.5,0.0005,0.011,2.25e-05,2.25e-05,2.25e-05,0.09,8e-05,0.5,0.0005,0.5,0.0005,0.5,0.0005,1.54e-06,0.0165,0.00028,1.78e-07,0.00028,1.27e-07,0.00028,0.0225,0.00125,0.00408,0.000113,0.0003,0.0002,0.006,0.00175,0.00408,0.000113,0.00015,0.0001,0.009,0.00175,0.00408,0.000113,0.00015,0.0001,0.185,0.00125,0.0138,0.048,0.00175,0.0052,0.07,0.00175,0.0052,0.00012,0.00407,0.0015,0.0022,1.0,3.659515909304406e-07,0.00011232700894878104,2.7531129644309076e-06,0.0003917840455342722,6.77658309862585e-06,2.0812601654256295e-06,1.1073425130683356e-08,1.2518043456225076e-06,8.345362304150052e-08,1.184441781286065e-05,7.557287638198584e-08,8.816835577898347e-08,1.183976996884727e-08,1.8905731065487124e-06,8.593514120675966e-08,1.2676550628725307e-05,1.1851100062909966e-07,9.427011413678382e-08,0.0013041369391665546,6.88278241107727e-06,3.957002050414529e-05,2.920876806452518e-07,4.086708501666886e-05,3.007729942236588e-07,4.144658439088309e-05,8.436408774053723e-10,3.817145457474971e-05,2.18492172874782e-05,6.882014476629067e-07,1.8994359955496224e-05,1.7177154558637372e-06,1.5363090740592306e-06,3.865084915690834e-05,5.657215471568293e-05,2.238621793629165e-05,4.698800283318303e-06,4.4638776203277775e-06,2.4740119503379288e-06,1.5148394200071337e-07,1.5754329968074187e-06,2.0087449291475002e-07,1.7834839980735456e-07,2.188240005277015e-06,3.2067932799843686e-06,2.5987909686214523e-06,3.3526105223496465e-06,3.161279266730243e-06,1.7673122272623216e-06,1.0820730557100673e-07,1.1253559779384699e-06,1.4225756700286093e-07,1.2739954106347998e-07,1.5631708314838158e-06,2.2880582798218567e-06,1.85639331263928e-06,1.8089510798609038e-08,3.95621409217287e-05,1.54e-06,1.78e-07,1.27e-07,2.1308844942907236e-05,2.4157842709215576e-06,1.723670570799132e-06,1.1080618654269835e-05
4.11,0.0004403479836856412,0.0016688607867583448,0.005518047750547554,0.09232169521421274,0.1885697508753634,5.049943584208156e-05,0.00016728672095929595,0.02137849356980728,5.39940014625238e-05,0.00017225622362627448,0.015253588190913887,0.0763301448685255,0.008927378645913905,0.006322164698243029,1.0,0.005486818166991071,0.0,0.00022626316190111056,0.19325421331181886,0.0013764246298871021,0.02188238700508081,0.00030297536260928605,0.0006369585672565588,0.015631698966958558,0.00021641995410173314,0.0004549983569455949,0.5,0.0005,0.5,0.0005,0.5,0.0005,0.5,0.0005,0.0204,0.5,0.0005,0.0075,0.5,0.0005,0.011,2.25e-05,2.25e-05,2.25e-05,0.09,8e-05,0.5,0.0005,0.5,0.0005,0.5,0.0005,1.54e-06,0.0165,0.00028,1.78e-07,0.00028,1.27e-07,0.00028,0.0225,0.00125,0.00408,0.000113,0.0003,0.0002,0.006,0.00175,0.00408,0.000113,0.00015,0.0001,0.009,0.00175,0.00408,0.000113,0.00015,0.0001,0.185,0.00125,0.0138,0.048,0.00175,0.0052,0.07,0.00175,0.0052,0.00012,0.00407,0.0015,0.0022,1.0,3.6743974125053496e-07,0.0001125681741111701,2.759023875273777e-06,0.0003917042790060448,6.792263402106463e-06,2.086075983447931e-06,1.1118662375161508e-08,1.2546504071947196e-06,8.364336047964798e-08,1.1842192604944527e-05,7.574915376312234e-08,8.837401272364273e-08,1.1888074837570958e-08,1.894818459889019e-06,8.612811181313724e-08,1.2674134078961998e-05,1.1878680321755237e-07,9.448950255941665e-08,0.0013036817484886123,6.897559688184442e-06,3.956115505967687e-05,2.927517616787679e-07,4.0857107365567377e-05,3.014483913459803e-07,4.1518154791034975e-05,8.447178041525548e-10,3.8165072434262755e-05,2.1863154677321912e-05,6.882123149435511e-07,1.8994659892442008e-05,1.7174282595418239e-06,1.5363090867574998e-06,3.8650842662363774e-05,5.657092526260902e-05,2.2386218121323573e-05,4.706988268850541e-06,4.4636893229569526e-06,2.4755890368566786e-06,1.5148768130464304e-07,1.5754718855682875e-06,2.0086601953306288e-07,1.7834839883183643e-07,2.188238700508081e-06,3.2067740354710917e-06,2.59879095440676e-06,3.358443401920019e-06,3.161082349121515e-06,1.7684388170751835e-06,1.0820997705086658e-07,1.1253837613290123e-06,1.4224870571046816e-07,1.2739953994476656e-07,1.5631698966958558e-06,2.288038228637083e-06,1.8563932963380273e-06,1.8101052952088847e-08,3.9631318531707704e-05,1.54e-06,1.78e-07,1.27e-07,2.1308381848916063e-05,2.4157697733882225e-06,1.7236554655732692e-06,1.107860342570553e-05
