APAP,APAPconj_Glu,APAPconj_Sul,GSH,NAPQI,NAPQIGSH,X1,Time
0.1,0.0,0.0,10.0,0.0,0.0,0.0,0.0
0.09999849319652536,9.090846826076219e-07,5.833304034198822e-07,9.999999999928296,1.4316686098899272e-08,7.170250504557902e-11,0.0,0.01
0.0999969864115646,1.8181569123405771e-06,1.1666549470276047e-06,9.999999999714138,2.8490718393982565e-08,2.8585760609222894e-10,0.0,0.02
0.09999547964511762,2.7272166893135396e-06,1.749973630834308e-06,9.99999999935895,4.2523516623365515e-08,6.410455669922077e-10,0.0,0.03
0.09999397289718429,3.63626401364537e-06,2.33328645485313e-06,9.999999998864135,5.641648553898445e-08,1.1358616378446429e-09,0.0,0.04
0.09999246616776444,4.545298885454997e-06,2.9165934190972056e-06,9.999999998231084,7.017101710791571e-08,1.7689138536098166e-09,0.0,0.05
0.09999095945685797,5.454321304861305e-06,3.499894523579674e-06,9.999999997461176,8.378848867254194e-08,2.538824873940979e-09,0.0,0.06
0.09998945276446472,6.3633312719831666e-06,4.083189768313677e-06,9.999999996555774,9.727026374106477e-08,3.444231192672114e-09,0.0,0.07
0.09998794609058458,7.272328786939496e-06,4.666479153312349e-06,9.999999995516227,1.1061769282139428e-07,4.483782303929502e-09,0.0,0.08
0.0999864394352174,8.181313849849155e-06,5.249762678588833e-06,9.999999994343874,1.2383211233938366e-07,5.65614178389549e-09,0.0,0.09
0.09998493279836304,9.090286460831072e-06,5.8330403441562705e-06,9.999999993040037,1.3691484616250619e-07,6.959985767133359e-09,0.0,0.1
0.09998342618002139,9.999246620004126e-06,6.4163121500278014e-06,9.999999991606026,1.498672044723101e-07,8.394004074130699e-09,0.0,0.11
0.09998191958019229,1.0908194327487203e-05,6.999578096216569e-06,9.99999999004314,1.626904844422063e-07,9.95689953351238e-09,0.0,0.12
0.09998041299887561,1.1817129583399203e-05,7.582838182735717e-06,9.999999988352661,1.7538597051857462e-07,1.1647387700934674e-08,0.0,0.13
0.09997890643607123,1.2726052387859004e-05,8.16609240959839e-06,9.999999986535864,1.8795493411605057e-07,1.3464197163797872e-08,0.0,0.14
0.099977399891779,1.3634962740985512e-05,8.749340776817733e-06,9.999999984594007,2.0039863433422752e-07,1.5406068824544793e-08,0.0,0.15
0.09997589336599881,1.4543860642897624e-05,9.332583284406887e-06,9.999999982528337,2.127183176874187e-07,1.7471756170898368e-08,0.0,0.16
0.09997438685873049,1.54527460937142e-05,9.915819932379007e-06,9.999999980340085,2.2491521766690516e-07,1.9660025713612725e-08,0.0,0.17
0.09997288036997394,1.6361619093554167e-05,1.0499050720747232e-05,9.999999978030477,2.369905565794046e-07,2.1969655148007007e-08,0.0,0.18
0.099971373899729,1.7270479642536404e-05,1.1082275649524717e-05,9.999999975600721,2.489455436073474e-07,2.4399435293686187e-08,0.0,0.19
0.09996986744799556,1.8179327740779787e-05,1.1665494718724609e-05,9.999999973052013,2.6078137618972643e-07,2.6948168713693317e-08,0.0,0.2
0.09996836101477347,1.9088163388403224e-05,1.2248707928360054e-05,9.999999970385542,2.7249924013078504e-07,2.9614669605821172e-08,0.0,0.21
0.09996685460006259,1.9996986585525606e-05,1.2831915278444207e-05,9.999999967602477,2.841003092143928e-07,3.2397764188236206e-08,0.0,0.22
0.0999653482038628,2.0905797332265818e-05,1.3415116768990213e-05,9.999999964703985,2.955857455765168e-07,3.52962903270071e-08,0.0,0.23
0.09996384182617396,2.1814595628742757e-05,1.3998312400011227e-05,9.999999961691215,3.069566997920015e-07,3.830909744932541e-08,0.0,0.24
