Time,X1,APAP,NAPQI,GSH,NAPQIGSH,APAPconj_Glu,APAPconj_Sul,Vmax_2E1_APAP,Km_2E1_APAP,kNapqiGsh,kGsh,GSHmax,Vmax_PhaseIIEnzGlu_APAP,Km_PhaseIIEnzGlu_APAP,Vmax_PhaseIIEnzSul_APAP,Km_PhaseIIEnzSul_APAP,compartment,J0,J1,J2,J3,J4
4.39,0.0,0.09934029134091982,1.4141733585409765e-06,9.999995117881843,4.8830134197739105e-06,0.00039789260847021026,0.00025551886383164043,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4300354198328427e-06,1.4141726681248335e-06,4.882118156857018e-10,9.036354996117675e-05,5.8076214554296785e-05
4.4,0.0,0.099338792652148,1.414331095743163e-06,9.999995103744215,4.8971559366121775e-06,0.00039879623776943997,0.00025609962305019176,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4300153882915392e-06,1.4143304032504823e-06,4.89625578481423e-10,9.036230988673998e-05,5.807562915618364e-05
4.41,0.0,0.09933729398183115,1.4144870641384724e-06,9.999995089605033,4.9113000219429246e-06,0.0003996998546679847,0.0002566803764147686,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4299953569536907e-06,1.4144863695694564e-06,4.910394967083676e-10,9.036106982419257e-05,5.8075043759417445e-05
4.42,0.0,0.09933579532996914,1.4146412813288496e-06,9.999995075464314,4.925445658166243e-06,0.0004006034591659634,0.00025726112392538455,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4299753258192956e-06,1.4146405846837026e-06,4.924535685901788e-10,9.035982977353446e-05,5.807445836399827e-05
4.43,0.0,0.09933429669656184,1.414793764741097e-06,9.999995061322076,4.939592827857364e-06,0.00040150705126349497,0.00025784186558205306,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4299552948883547e-06,1.414793066020024e-06,4.938677923504997e-10,9.035858973476572e-05,5.8073872969926155e-05
4.44,0.0,0.09933279808160911,1.414944531628618e-06,9.999995047178336,4.9537415137649205e-06,0.00040241063096069837,0.00025842260138478763,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4299352641608669e-06,1.414943830831825e-06,4.952821663906093e-10,9.035734970788628e-05,5.8073287577201227e-05
4.45,0.0,0.09933129948511081,1.4150935990731409e-06,9.99999503303311,4.967891698809216e-06,0.0004033141982576924,0.0002590033313336016,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4299152336368326e-06,1.4150928962008356e-06,4.966966889341507e-10,9.035610969289622e-05,5.807270218582352e-05
4.46,0.0,0.09932980090706682,1.4152409839864284e-06,9.999995018886418,4.982043366080524e-06,0.0004042177531545959,0.00025958405542850856,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4298952033162507e-06,1.4152402790388199e-06,4.981113582047669e-10,9.035486968979546e-05,5.8072116795793146e-05
4.47,0.0,0.099328302347477,1.4153867031119686e-06,9.999995004738274,4.996196498837391e-06,0.0004051212956515279,0.00026016477366952196,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4298751731991215e-06,1.4153859960892661e-06,4.99526172603737e-10,9.035362969858408e-05,5.8071531407110156e-05
4.48,0.0,0.09932680380634121,1.4155307730266487e-06,9.999994990588695,5.010351080504965e-06,0.00040602482574860724,0.0002607454860566553,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4298551432854443e-06,1.415530063929063e-06,5.009411305323397e-10,9.035238971926198e-05,5.807094601977463e-05
4.49,0.0,0.09932530528365931,1.415673210142413e-06,9.999994976437698,5.024507094673335e-06,0.00040692834344595275,0.00026132619258992197,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4298351135752184e-06,1.415672498970156e-06,5.023562302142181e-10,9.035114975182924e-05,5.8070360633786646e-05
4.5,0.0,0.09932380677943117,1.4158140307079047e-06,9.999994962285298,5.0386645250958914e-06,0.0004078318487436834,0.0002619068932693355,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4298150840684444e-06,1.415813317461189e-06,5.03771470228287e-10,9.034990979628585e-05,5.806977524914628e-05
4.51,0.0,0.09932230829365667,1.4159532508100901e-06,9.999994948131512,5.052823355687704e-06,0.00040873534164191807,0.00026248758809490936,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4297950547651212e-06,1.4159525354891293e-06,5.051868487981892e-10,9.034866985263177e-05,5.8069189865853606e-05
4.5200000000000005,0.0,0.09932080982633566,1.4160908863758673e-06,9.999994933976357,5.06698357052391e-06,0.0004096388221407757,0.0002630682770666571,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4297750256652489e-06,1.4160901689808762e-06,5.066023643252038e-10,9.034742992086703e-05,5.80686044839087e-05
4.53,0.0,0.09931931137746802,1.416226953173659e-06,9.999994919819846,5.081145153838119e-06,0.00041054229024037504,0.00026364896018459205,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4297549967688269e-06,1.416226233704853e-06,5.080180153882452e-10,9.034619000099166e-05,5.806801910331165e-05
4.54,0.0,0.09931781294705361,1.4163614668149898e-06,9.999994905661998,5.095308090020842e-06,0.0004114457459408351,0.0002642296374487278,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.429734968075855e-06,1.4163607452725853e-06,5.094338002109566e-10,9.03449500930056e-05,5.806743372406253e-05
4.55,0.0,0.09931631453509228,1.416494442756047e-06,9.999994891502826,5.109472363617926e-06,0.00041234918924227474,0.0002648103088590778,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4297149395863324e-06,1.4164937191402616e-06,5.108497173722526e-10,9.034371019690885e-05,5.8066848346161395e-05
4.5600000000000005,0.0,0.09931481614158391,1.4166258962992263e-06,9.999994877342345,5.123637959329011e-06,0.00041325262014481296,0.00026539097441565554,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4296949113002595e-06,1.4166251706102772e-06,5.122657654510476e-10,9.034247031270146e-05,5.806626296960834e-05
4.57,0.0,0.09931331776652837,1.4167558425946614e-06,9.999994863180573,5.1378048620059955e-06,0.00041415603864856845,0.00026597163411847446,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.429674883217636e-06,1.416755114832768e-06,5.136819426709849e-10,9.03412304403834e-05,5.8065677594403445e-05
4.58,0.0,0.0993118194099255,1.4168842966417405e-06,9.999994849017522,5.151973056651527e-06,0.00041505944475366024,0.00026655228796754806,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4296548553384605e-06,1.416883566807122e-06,5.150982477886146e-10,9.033999057995468e-05,5.806509222054676e-05
4.59,0.0,0.0993103210717752,1.4170112732906048e-06,9.999994834853208,5.166142528417499e-06,0.00041596283846020716,0.0002671329359628898,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4296348276627335e-06,1.4170105413834816e-06,5.165146792052156e-10,9.033875073141528e-05,5.8064506848038385e-05
4.6000000000000005,0.0,0.09930882275207732,1.4171367872436345e-06,9.999994820687647,5.180313262603567e-06,0.0004168662197683282,0.0002677135781045133,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4296148001904545e-06,1.4171360532642277e-06,5.179312353220667e-10,9.033751089476524e-05,5.80639214768784e-05
4.61,0.0,0.09930732445083172,1.4172608530569182e-06,9.999994806520851,5.194485244655673e-06,0.0004177695886781421,0.0002682942143924319,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4295947729216232e-06,1.4172601170054494e-06,5.19347914895718e-10,9.033627107000449e-05,5.806333610706685e-05
4.62,0.0,0.09930582616803828,1.4173834851417096e-06,9.999994792352837,5.208658460164601e-06,0.00041867294518976785,0.0002688748448266591,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4295747458562392e-06,1.4173827470184011e-06,5.207647163274487e-10,9.033503125713312e-05,5.8062750738603845e-05
4.63,0.0,0.09930432790369685,1.4175046977658675e-06,9.999994778183616,5.222832894864526e-06,0.00041957628930332436,0.0002694554694072084,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.429554718994302e-06,1.417503957570942e-06,5.221816383738087e-10,9.033379145615105e-05,5.806216537148944e-05
4.64,0.0,0.0993028296578073,1.417624505055283e-06,9.999994764013206,5.237008534631592e-06,0.0004204796210189305,0.0002700360881340933,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4295346923358116e-06,1.4176237627889642e-06,5.23598679436077e-10,9.033255166705834e-05,5.8061580005723725e-05
4.65,0.0,0.09930133143036951,1.4177429209952928e-06,9.999994749841617,5.251185365482496e-06,0.0004213829403367052,0.0002706167010073274,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.429514665880768e-06,1.4177421766578046e-06,5.250158382708037e-10,9.033131188985495e-05,5.806099464130676e-05
4.66,0.0,0.09929983322138332,1.417859959432077e-06,9.999994735668867,5.265363373573092e-06,0.0004222862472567672,0.000271197308026924,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4294946396291693e-06,1.4178592130236445e-06,5.264331132792677e-10,9.033007212454089e-05,5.806040927823864e-05
4.67,0.0,0.09929833503084862,1.4179756340740435e-06,9.999994721494968,5.279542545197006e-06,0.00042318954177923555,0.00027177790919289665,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.429474613581017e-06,1.4179748855948916e-06,5.278505032180192e-10,9.032883237111617e-05,5.8059823916519416e-05
4.68,0.0,0.09929683685876525,1.4180899584932e-06,9.999994707319932,5.2937228667842665e-06,0.0004240928239042291,0.00027235850450525886,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4294545877363098e-06,1.4180892079435542e-06,5.292680068436084e-10,9.032759262958078e-05,5.805923855614919e-05
4.69,0.0,0.0992953387051331,1.4182029461265096e-06,9.999994693143773,5.307904324899945e-06,0.0004249960936318669,0.00027293909396402415,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.429434562095047e-06,1.418202193506596e-06,5.306856227349499e-10,9.03263528999347e-05,5.8058653197128025e-05
4.7,0.0,0.09929384056995202,1.4183146102772357e-06,9.999994678966505,5.3220869062428104e-06,0.00042589935096226753,0.00027351967756920594,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4294145366572294e-06,1.418313855587281e-06,5.321033494709582e-10,9.032511318217797e-05,5.805806783945601e-05
4.71,0.0,0.0992923424532219,1.4184249641162724e-06,9.999994664788142,5.336270597644004e-06,0.00042680259589555,0.00027410025532081776,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.429394511422856e-06,1.4184242073565035e-06,5.335211858081834e-10,9.032387347631058e-05,5.8057482483133195e-05
4.72,0.0,0.09929084435494256,1.4185340206834607e-06,9.999994650608695,5.35045538606572e-06,0.0004277058284318333,0.00027468082721887306,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4293744863919262e-06,1.4185332618541052e-06,5.349391305031759e-10,9.032263378233252e-05,5.805689712815967e-05
4.73,0.0,0.0992893462751139,1.4186417928888934e-06,9.999994636428179,5.3646412585999e-06,0.0004286090485712363,0.00027526139326338546,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.42935446156444e-06,1.418641031990179e-06,5.363571821348501e-10,9.032139410024378e-05,5.8056311774535504e-05
4.74,0.0,0.09928784821373579,1.4187482935142054e-06,9.999994622246605,5.378828202466942e-06,0.00042951225631387784,0.0002758419534543683,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.429334436940397e-06,1.4187475305463603e-06,5.377753394597562e-10,9.032015443004437e-05,5.805572642226082e-05
4.75,0.0,0.09928635017080807,1.418853535213852e-06,9.999994608063988,5.393016205014426e-06,0.0004304154516598768,0.00027642250779183513,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4293144125197968e-06,1.418852770177105e-06,5.391936012344445e-10,9.03189147717343e-05,5.805514107133561e-05
4.76,0.0,0.09928485214633062,1.4189575305163754e-06,9.999994593880338,5.4072052537158445e-06,0.0004313186346093521,0.00027700305627579945,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4292943883026396e-06,1.418956763410955e-06,5.406119662154652e-10,9.031767512531355e-05,5.805455572176002e-05
4.7700000000000005,0.0,0.09928335414030331,1.4190602918256561e-06,9.999994579695668,5.4213953361693536e-06,0.00043222180516242273,0.00027758359890627486,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4292743642889242e-06,1.4190595226517917e-06,5.420304331593684e-10,9.031643549078214e-05,5.8053970373534084e-05
4.78,0.0,0.099281856152726,1.4191618314221538e-06,9.999994565509992,5.4355864400965245e-06,0.0004331249633192074,0.0002781641356832747,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4292543404786509e-06,1.4191610601800746e-06,5.434490008227044e-10,9.031519586814004e-05,5.805338502665791e-05
4.79,0.0,0.09928035818359855,1.419262161464136e-06,9.99999455132332,5.449778553341125e-06,0.00043402810907982513,0.0002787446666068125,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4292343168718186e-06,1.419261388154072e-06,5.448676679620235e-10,9.03139562573873e-05,5.8052799681131554e-05
4.8,0.0,0.09927886023292085,1.4193612939888928e-06,9.999994537135665,5.4639716638678995e-06,0.00043493124244439475,0.0002793251916769018,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.429214293468428e-06,1.4193605186110738e-06,5.462864335115115e-10,9.031271665852386e-05,5.80522143369551e-05
4.8100000000000005,0.0,0.09927736230069273,1.419459240913942e-06,9.99999452294704,5.478165759761366e-06,0.00043583436341303525,0.00027990571089355615,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.429194270268478e-06,1.4194584634685984e-06,5.477052960500828e-10,9.031147707154977e-05,5.805162899412861e-05
4.82,0.0,0.09927586438691408,1.4195560140382199e-06,9.999994508757455,5.492360829224621e-06,0.0004367374719858654,0.0002804862242567889,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4291742472719686e-06,1.419555234525582e-06,5.491242545119235e-10,9.031023749646502e-05,5.8051043652652175e-05
4.83,0.0,0.09927436649158475,1.419651625043261e-06,9.999994494566922,5.506556860578164e-06,0.00043764056816300416,0.0002810667317666137,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4291542244788995e-06,1.4196508434635596e-06,5.505433078312194e-10,9.030899793326958e-05,5.8050458312525865e-05
4.84,0.0,0.09927286861470462,1.419746085494367e-06,9.999994480375452,5.520753842258729e-06,0.0004385436519445704,0.0002816472334230439,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.42913420188927e-06,1.4197453018478326e-06,5.519624547645208e-10,9.030775838196347e-05,5.8049872973749765e-05
4.8500000000000005,0.0,0.09927137075627356,1.4198394068417629e-06,9.99999446618306,5.534951762818127e-06,0.0004394467233306831,0.0002822277292260932,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4291141795030798e-06,1.4198386211286268e-06,5.533816940683778e-10,9.03065188425467e-05,5.8049287636323945e-05
4.86,0.0,0.09926987291629141,1.4199316004217417e-06,9.999994451989751,5.549150610922096e-06,0.00044034978232146096,0.0002828082191757749,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4290941573203295e-06,1.4199308126422347e-06,5.54801024854612e-10,9.030527931501926e-05,5.8048702300248485e-05
4.87,0.0,0.09926837509475805,1.4200226774577988e-06,9.999994437795543,5.563350375349175e-06,0.000441252828917023,0.00028338870327210264,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.429074135341017e-06,1.4200218876121525e-06,5.562204457021381e-10,9.030403979938112e-05,5.8048116965523446e-05
4.88,0.0,0.09926687729167336,1.420112649061754e-06,9.999994423600443,5.577551044989581e-06,0.00044215586311748814,0.00028396918151508987,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4290541135651434e-06,1.4201118571501994e-06,5.576399557227773e-10,9.030280029563234e-05,5.8047531632148916e-05
4.89,0.0,0.09926537950703718,1.4202015262348621e-06,9.999994409404463,5.591752608844092e-06,0.00044305888492297526,0.0002845496539047501,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4290340919927077e-06,1.4202007322576309e-06,5.590595536730803e-10,9.030156080377287e-05,5.804694630012496e-05
4.9,0.0,0.0992638817408494,1.420289319868914e-06,9.999994395207613,5.6059550560229535e-06,0.0004439618943336033,0.0002851301204410969,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4290140706237104e-06,1.4202885238262374e-06,5.604792386648683e-10,9.030032132380274e-05,5.804636096945168e-05
4.91,0.0,0.09926238399310985,1.4203760407473254e-06,9.999994381009905,5.620158375744782e-06,0.000444864891349491,0.00028571058112414365,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4289940494581499e-06,1.420375242639435e-06,5.618990094546917e-10,9.029908185572192e-05,5.804577564012912e-05
4.92,0.0,0.09926088626381843,1.4204616995462152e-06,9.99999436681135,5.634362557335493e-06,0.00044576787597075737,0.00028629103595390396,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4289740284960265e-06,1.420460899373343e-06,5.633188649767363e-10,9.029784239953044e-05,5.804519031215738e-05
4.93,0.0,0.099259388552975,1.4205463068354731e-06,9.999994352611958,5.648567590227233e-06,0.00044667084819752126,0.00028687148493039126,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4289540077373398e-06,1.4205455045978506e-06,5.64738804165188e-10,9.029660295522828e-05,5.804460498553652e-05
4.94,0.0,0.09925789086057941,1.4206298730798168e-06,9.999994338411739,5.662773463957318e-06,0.0004475738080299016,0.0002874519280536192,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.42893398718209e-06,1.4206290687776756e-06,5.661588261318684e-10,9.029536352281545e-05,5.8044019660266635e-05
4.95,0.0,0.09925639318663154,1.420712408639838e-06,9.999994324210704,5.676980168167188e-06,0.0004484767554680172,0.0002880323653236011,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4289139668302757e-06,1.42071160227341e-06,5.675789296333278e-10,9.029412410229195e-05,5.804343433634777e-05
4.96,0.0,0.09925489553113126,1.4207939237730392e-06,9.999994310008862,5.691187692601378e-06,0.000449379690511987,0.0002886127967403506,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4288939466818974e-06,1.420793115342556e-06,5.689991137813877e-10,9.029288469365778e-05,5.8042849013780033e-05
4.97,0.0,0.09925339789407842,1.4208744286348586e-06,9.999994295806225,5.705396027106483e-06,0.00045028261316192996,0.0002891932223038812,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4288739267369545e-06,1.4208736181405516e-06,5.70419377510234e-10,9.029164529691293e-05,5.804226369256348e-05
4.98,0.0,0.09925190027547288,1.4209539332796866e-06,9.999994281602802,5.719605161630148e-06,0.00045118552341796495,0.0002897736420142064,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4288539069954465e-06,1.4209531207217877e-06,5.718397197540526e-10,9.029040591205742e-05,5.80416783726982e-05
4.99,0.0,0.09925040267531453,1.4210324476618702e-06,9.999994267398604,5.733815086220059e-06,0.00045208842128021076,0.00029035405587133966,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.428833887457373e-06,1.421031633040611e-06,5.732601396246651e-10,9.02891665390912e-05,5.804109305418426e-05
5.0,0.0,0.09924890509360322,1.4211099816367093e-06,9.99999425319364,5.748025791022951e-06,0.00045299130674878634,0.00029093446387529453,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4288138681227343e-06,1.4211091649523213e-06,5.746806360562573e-10,9.028792717801432e-05,5.804050773702174e-05
5.01,0.0,0.09924740753033882,1.4211865449614418e-06,9.999994238987918,5.7622372662836205e-06,0.0004538941798238106,0.00029151486602608455,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4287938489915293e-06,1.4211857262141563e-06,5.761012081606509e-10,9.028668782882677e-05,5.8039922421210714e-05
5.0200000000000005,0.0,0.0992459099855212,1.42126214729622e-06,9.999994224781451,5.776449502343951e-06,0.00045479704050540253,0.00029209526232372326,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4287738300637582e-06,1.4212613264862684e-06,5.775218548720318e-10,9.028544849152855e-05,5.8039337106751264e-05
5.03,0.0,0.09924441245915021,1.421336798205075e-06,9.999994210574247,5.790662489641942e-06,0.00045569988879368085,0.0002926756527682241,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4287538113394201e-06,1.421335975332689e-06,5.789425753022215e-10,9.028420916611964e-05,5.803875179364345e-05
5.04,0.0,0.09924291495122572,1.4214105071568753e-06,9.999994196366314,5.8048762187107615e-06,0.0004566027246887645,0.0002932560373596006,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4287337928185152e-06,1.4214096822222854e-06,5.803633685630417e-10,9.028296985260006e-05,5.8038166481887374e-05
5.05,0.0,0.09924141746174761,1.4214832835262716e-06,9.999994182157664,5.819090680177793e-06,0.00045750554819077243,0.0002938364160978663,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4287137745010428e-06,1.421482456529709e-06,5.817842335886781e-10,9.028173055096981e-05,5.8037581171483083e-05
5.0600000000000005,0.0,0.09923991999071574,1.4215551365946362e-06,9.999994167948305,5.8333058647637e-06,0.00045840835929982356,0.00029441678898303476,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4286937563870028e-06,1.4215543075363318e-06,5.832051694909524e-10,9.028049126122889e-05,5.803699586243067e-05
5.07,0.0,0.09923842253812996,1.4216260755509893e-06,9.999994153738246,5.847521763281494e-06,0.0004593111580160367,0.0002949971560151194,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4286737384763948e-06,1.421625244431174e-06,5.846261753816862e-10,9.027925198337726e-05,5.80364105547302e-05
5.08,0.0,0.09923692510399015,1.4216961094929194e-06,9.999994139527496,5.861738366635623e-06,0.00046021394433953073,0.0002955775171941338,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4286537207692182e-06,1.4216952763118238e-06,5.86047250372701e-10,9.027801271741498e-05,5.803582524838177e-05
5.09,0.0,0.09923542768829618,1.4217652474274926e-06,9.999994125316064,5.875955665821053e-06,0.0004611167182704246,0.0002961578725200915,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4286337032654732e-06,1.4217644121853466e-06,5.874683935758186e-10,9.027677346334203e-05,5.8035239943385435e-05
5.1000000000000005,0.0,0.0992339302910479,1.4218334982721528e-06,9.99999411110396,5.890173651922378e-06,0.0004620194798088373,0.00029673822199300607,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4286136859651586e-06,1.4218326609691871e-06,5.888896039252245e-10,9.027553422115837e-05,5.8034654639741274e-05
5.11,0.0,0.09923243291224519,1.421900870855614e-06,9.999994096891193,5.904392316112915e-06,0.0004629222289548875,0.00029731856561289086,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.428593668868275e-06,1.421900031492059e-06,5.903108807103763e-10,9.027429499086405e-05,5.803406933744938e-05
5.12,0.0,0.09923093555188792,1.421967373918743e-06,9.99999408267777,5.918611649653831e-06,0.00046382496570869416,0.0002978989033797595,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4285736519748214e-06,1.4219665324948278e-06,5.917322230430955e-10,9.027305577245906e-05,5.803348403650981e-05
5.13,0.0,0.09922943820997593,1.4220330161154335e-06,9.9999940684637,5.932831643893269e-06,0.00046472769007037623,0.00029847923529362555,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.428553635284798e-06,1.422032172631388e-06,5.931536300352037e-10,9.027181656594338e-05,5.803289873692265e-05
5.14,0.0,0.0992279408865091,1.4220978060134716e-06,9.999994054248992,5.947052290265476e-06,0.0004656304020400526,0.00029905956135450244,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.428533618798204e-06,1.4220969604695253e-06,5.945751007985223e-10,9.027057737131702e-05,5.803231343868797e-05
5.15,0.0,0.0992264435814873,1.4221617520953925e-06,9.999994040033656,5.961273580289952e-06,0.0004665331016178422,0.00029963988156240384,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.428513602515039e-06,1.4221609044917748e-06,5.959966344448731e-10,9.026933818857996e-05,5.803172814180585e-05
5.16,0.0,0.0992249462949104,1.4222248627593287e-06,9.999994025817697,5.975495505570598e-06,0.00046743578880386385,0.00030022019591734314,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4284935864353033e-06,1.4222240130962681e-06,5.974182302637132e-10,9.026809901773227e-05,5.803114284627636e-05
5.17,0.0,0.09922344902677825,1.4222871463198499e-06,9.999994011601126,5.989718057794878e-06,0.00046833846359823646,0.0003008005044193339,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.428473570558996e-06,1.4222862945975754e-06,5.988398873668644e-10,9.026685985877387e-05,5.803055755209959e-05
5.18,0.0,0.09922195177709073,1.4223486110087945e-06,9.999993997383951,6.0039412287329896e-06,0.00046924112600107894,0.0003013808070683896,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4284535548861168e-06,1.4223477572275347e-06,6.00261604866148e-10,9.026562071170479e-05,5.8029972259275594e-05
5.19,0.0,0.09922045454584769,1.4224092649760927e-06,9.99999398316618,6.018165010237037e-06,0.00047014377601251023,0.0003019611038645239,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4284335394166654e-06,1.4224084091360755e-06,6.016833820510215e-10,9.026438157652503e-05,5.8029386967804476e-05
5.2,0.0,0.099218957333049,1.4224691162905814e-06,9.99999396894782,6.0323893942402155e-06,0.0004710464136326491,0.0003025413948077502,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4284135241506413e-06,1.422468258392035e-06,6.031052180333063e-10,9.026314245323459e-05,5.802880167768628e-05
