PstatDimer_nuc,PstatDimer_sol,Pstat_nuc,Pstat_sol,species_test,statKinase_sol,statPhosphatase_nuc,stat_nuc,stat_sol,Time
0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.05,7.496249685903977e-06,0.9999994874359188,0.01
0.0,0.0,0.0,0.0,0.0,0.0,0.05,1.4985010960590845e-05,0.999998975383866,0.02
0.0,0.0,0.0,0.0,0.0,0.0,0.05,2.2466285564273154e-05,0.999998463843722,0.03
0.0,0.0,0.0,0.0,0.0,0.0,0.05,2.994008218242337e-05,0.9999979528148937,0.04
0.0,0.0,0.0,0.0,0.0,0.0,0.05,3.7406408597308475e-05,0.9999974422968481,0.05
0.0,0.0,0.0,0.0,0.0,0.0,0.05,4.4865268473540645e-05,0.9999969322893353,0.06
0.0,0.0,0.0,0.0,0.0,0.0,0.05,5.2316675581004386e-05,0.9999964227914134,0.07
0.0,0.0,0.0,0.0,0.0,0.0,0.05,5.9760629029543104e-05,0.9999959138031433,0.08
0.0,0.0,0.0,0.0,0.0,0.0,0.05,6.719715150327665e-05,0.9999954053229743,0.09
0.0,0.0,0.0,0.0,0.0,0.0,0.05,7.462623786755787e-05,0.999994897351257,0.1
0.0,0.0,0.0,0.0,0.0,0.0,0.05,8.204789135439051e-05,0.9999943898877707,0.11
0.0,0.0,0.0,0.0,0.0,0.0,0.05,8.946212360585152e-05,0.9999938829317193,0.12
0.0,0.0,0.0,0.0,0.0,0.0,0.05,9.686894896521451e-05,0.9999933764821222,0.13
0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.00010426836742529307,0.9999928705389797,0.14
0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0001116603852990665,0.9999923651018601,0.15
0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.00011904501392837414,0.999991860169988,0.16
0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.00012642226189437365,0.9999913557427765,0.17
0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.00013379213497161582,0.9999908518198312,0.18
0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.00014115464070819396,0.9999903484006355,0.19
0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.00014850978824715056,0.9999898454845645,0.2
0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.00015585758477600667,0.9999893430711265,0.21
0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.00016319803774093007,0.9999888411598128,0.22
0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.00017053115480423608,0.9999883397500989,0.23
0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.00017785694362824013,0.9999878388414615,0.24
0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.00018517541187525768,0.9999873384333762,0.25
