Time,stat_sol,Pstat_sol,statKinase_sol,PstatDimer_sol,PstatDimer_nuc,stat_nuc,Pstat_nuc,statPhosphatase_nuc,species_test,nuc,sol,nm,PstatDimerisation,statDephosphorylation,statPhosphorylation,PstatDimerisationNuc,PstatDimer__import,stat_export,stat_import
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,1.0,14.625,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.00075
0.01,0.9999994874359188,0.0,0.0,0.0,0.0,7.496249685903977e-06,0.0,0.05,0.0,1.0,14.625,1.0,0.0,0.0,0.0,0.0,0.0,-7.496156030808491e-07,0.0007499997116826673
0.02,0.999998975383866,0.0,0.0,0.0,0.0,1.4985010960590845e-05,0.0,0.05,0.0,1.0,14.625,1.0,0.0,0.0,0.0,0.0,0.0,-1.4984636719015052e-06,0.0007499994236532772
0.03,0.999998463843722,0.0,0.0,0.0,0.0,2.2466285564273154e-05,0.0,0.05,0.0,1.0,14.625,1.0,0.0,0.0,0.0,0.0,0.0,-2.2465444372458824e-06,0.0007499991359117618
0.04,0.9999979528148937,0.0,0.0,0.0,0.0,2.994008218242337e-05,0.0,0.05,0.0,1.0,14.625,1.0,0.0,0.0,0.0,0.0,0.0,-2.993858824276935e-06,0.0007499988484577883
0.05,0.9999974422968481,0.0,0.0,0.0,0.0,3.7406408597308475e-05,0.0,0.05,0.0,1.0,14.625,1.0,0.0,0.0,0.0,0.0,0.0,-3.7404076677016166e-06,0.0007499985612910571
0.06,0.9999969322893353,0.0,0.0,0.0,0.0,4.4865268473540645e-05,0.0,0.05,0.0,1.0,14.625,1.0,0.0,0.0,0.0,0.0,0.0,-4.486191390385475e-06,0.0007499982744114276
0.07,0.9999964227914134,0.0,0.0,0.0,0.0,5.2316675581004386e-05,0.0,0.05,0.0,1.0,14.625,1.0,0.0,0.0,0.0,0.0,0.0,-5.231211425448703e-06,0.0007499979878183705
0.08,0.9999959138031433,0.0,0.0,0.0,0.0,5.9760629029543104e-05,0.0,0.05,0.0,1.0,14.625,1.0,0.0,0.0,0.0,0.0,0.0,-5.97546774010282e-06,0.00074999770151192
0.09,0.9999954053229743,0.0,0.0,0.0,0.0,6.719715150327665e-05,0.0,0.05,0.0,1.0,14.625,1.0,0.0,0.0,0.0,0.0,0.0,-6.7189626584081625e-06,0.0007499974154912042
0.1,0.999994897351257,0.0,0.0,0.0,0.0,7.462623786755787e-05,0.0,0.05,0.0,1.0,14.625,1.0,0.0,0.0,0.0,0.0,0.0,-7.461695722955926e-06,0.0007499971297564206
0.11,0.9999943898877707,0.0,0.0,0.0,0.0,8.204789135439051e-05,0.0,0.05,0.0,1.0,14.625,1.0,0.0,0.0,0.0,0.0,0.0,-8.203667312765076e-06,0.000749996844307445
0.12,0.9999938829317193,0.0,0.0,0.0,0.0,8.946212360585152e-05,0.0,0.05,0.0,1.0,14.625,1.0,0.0,0.0,0.0,0.0,0.0,-8.944878647519813e-06,0.0007499965591438301
0.13,0.9999933764821222,0.0,0.0,0.0,0.0,9.686894896521451e-05,0.0,0.05,0.0,1.0,14.625,1.0,0.0,0.0,0.0,0.0,0.0,-9.685331216762538e-06,0.0007499962742650244
0.14,0.9999928705389797,0.0,0.0,0.0,0.0,0.00010426836742529307,0.0,0.05,0.0,1.0,14.625,1.0,0.0,0.0,0.0,0.0,0.0,-1.0425025075287694e-05,0.0007499959896710282
0.15,0.9999923651018601,0.0,0.0,0.0,0.0,0.0001116603852990665,0.0,0.05,0.0,1.0,14.625,1.0,0.0,0.0,0.0,0.0,0.0,-1.1163960909612264e-05,0.000749995705361599
0.16,0.999991860169988,0.0,0.0,0.0,0.0,0.00011904501392837414,0.0,0.05,0.0,1.0,14.625,1.0,0.0,0.0,0.0,0.0,0.0,-1.1902139908818711e-05,0.0007499954213363009
0.17,0.9999913557427765,0.0,0.0,0.0,0.0,0.00012642226189437365,0.0,0.05,0.0,1.0,14.625,1.0,0.0,0.0,0.0,0.0,0.0,-1.2639562985867315e-05,0.0007499951375948038
0.18,0.9999908518198312,0.0,0.0,0.0,0.0,0.00013379213497161582,0.0,0.05,0.0,1.0,14.625,1.0,0.0,0.0,0.0,0.0,0.0,-1.3376230773039918e-05,0.0007499948541368861
0.19,0.9999903484006355,0.0,0.0,0.0,0.0,0.00014115464070819396,0.0,0.05,0.0,1.0,14.625,1.0,0.0,0.0,0.0,0.0,0.0,-1.411214407977406e-05,0.0007499945709622578
0.2,0.9999898454845645,0.0,0.0,0.0,0.0,0.00014850978824715056,0.0,0.05,0.0,1.0,14.625,1.0,0.0,0.0,0.0,0.0,0.0,-1.4847303874790914e-05,0.000749994288070567
0.21,0.9999893430711265,0.0,0.0,0.0,0.0,0.00015585758477600667,0.0,0.05,0.0,1.0,14.625,1.0,0.0,0.0,0.0,0.0,0.0,-1.5581710931213305e-05,0.0007499940054615378
0.22,0.9999888411598128,0.0,0.0,0.0,0.0,0.00016319803774093007,0.0,0.05,0.0,1.0,14.625,1.0,0.0,0.0,0.0,0.0,0.0,-1.6315366047886272e-05,0.000749993723134884
0.23,0.9999883397500989,0.0,0.0,0.0,0.0,0.00017053115480423608,0.0,0.05,0.0,1.0,14.625,1.0,0.0,0.0,0.0,0.0,0.0,-1.704827004512659e-05,0.000749993441090311
0.24,0.9999878388414615,0.0,0.0,0.0,0.0,0.00017785694362824013,0.0,0.05,0.0,1.0,14.625,1.0,0.0,0.0,0.0,0.0,0.0,-1.7780423743118403e-05,0.0007499931593275245
0.25,0.9999873384333762,0.0,0.0,0.0,0.0,0.00018517541187525768,0.0,0.05,0.0,1.0,14.625,1.0,0.0,0.0,0.0,0.0,0.0,-1.8511827961913415e-05,0.0007499928778462296
0.26,0.999986838525512,0.0,0.0,0.0,0.0,0.00019248656438992804,0.0,0.05,0.0,1.0,14.625,1.0,0.0,0.0,0.0,0.0,0.0,-1.9242483239844187e-05,0.0007499925966462405
0.27,0.9999863391172337,0.0,0.0,0.0,0.0,0.00019979041045997903,0.0,0.05,0.0,1.0,14.625,1.0,0.0,0.0,0.0,0.0,0.0,-1.9972390559151766e-05,0.0007499923157272005
0.28,0.9999858402080074,0.0,0.0,0.0,0.0,0.00020708695789409774,0.0,0.05,0.0,1.0,14.625,1.0,0.0,0.0,0.0,0.0,0.0,-2.0701550754127506e-05,0.0007499920350888088
0.29,0.9999853417973122,0.0,0.0,0.0,0.0,0.0002143762143109511,0.0,0.05,0.0,1.0,14.625,1.0,0.0,0.0,0.0,0.0,0.0,-2.142996463994123e-05,0.0007499917547307729
0.3,0.9999848438846273,0.0,0.0,0.0,0.0,0.00022165818732920622,0.0,0.05,0.0,1.0,14.625,1.0,0.0,0.0,0.0,0.0,0.0,-2.215763303163179e-05,0.0007499914746528
0.31,0.9999843464694315,0.0,0.0,0.0,0.0,0.00022893288456753014,0.0,0.05,0.0,1.0,14.625,1.0,0.0,0.0,0.0,0.0,0.0,-2.288455674410722e-05,0.0007499911948545973
0.32,0.9999838495512039,0.0,0.0,0.0,0.0,0.0002362003136445899,0.0,0.05,0.0,1.0,14.625,1.0,0.0,0.0,0.0,0.0,0.0,-2.3610736592144917e-05,0.0007499909153358718
0.33,0.9999833531294239,0.0,0.0,0.0,0.0,0.00024346048217905252,0.0,0.05,0.0,1.0,14.625,1.0,0.0,0.0,0.0,0.0,0.0,-2.4336173390391887e-05,0.000749990636096331
0.34,0.9999828572035702,0.0,0.0,0.0,0.0,0.0002507133977895851,0.0,0.05,0.0,1.0,14.625,1.0,0.0,0.0,0.0,0.0,0.0,-2.5060867953364932e-05,0.0007499903571356818
0.35000000000000003,0.9999823617731219,0.0,0.0,0.0,0.0,0.00025795906809485456,0.0,0.05,0.0,1.0,14.625,1.0,0.0,0.0,0.0,0.0,0.0,-2.578482109545083e-05,0.0007499900784536315
