Time,I,N,Q,r,k,c_1,c_2,s_0,d,rho,gamma,mu,delta,a,b,lambda,Immunotherapy_Input,Chemotherapy_Input,Infusion_Duration,Infusion_Dose,Infusion_Rate,compartment,Cancer_Growth,Cancer_Death_Immune,Cancer_Death_Chemotherapy,Immune_Growth_Constant,Immune_Death_Natural,Immune_Growth_Cancer_Stimulation,Immune_Death_Cancer,Immune_Death_Chemotherapy,Chemotherapy_Decay,Immune_Immunotherapy,Chemotherapy
532.0,114662917.55443832,71424367616.76244,6.48755440220467e-25,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,663229273.2730801,409486318.7709363,1.8534778822272473e-16,700000.0,114662.91755443833,0.00011466291739390079,818972.6375418726,1.487763831099855e-19,2.698822631317143e-24,0.0,0.0
534.0,114193639.80948897,71934983802.44968,8.103414519576929e-25,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,667603419.0779098,410725881.5019181,2.331675968841208e-16,700000.0,114193.63980948897,0.00011419363965074334,821451.7630038362,1.8507167977511017e-19,3.371020440144003e-24,0.0,0.0
536.0,113720351.06342572,72451919997.60475,8.70975539395066e-25,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,672026392.8626543,411962888.86734235,2.524154004004879e-16,700000.0,113720.35106342573,0.00011372035090646597,823925.7777346848,1.9809528821532692e-19,3.623258243883474e-24,0.0,0.0
538.0,113243069.50570598,72975279553.9768,7.799821607605803e-25,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,676498881.2799574,413197232.736466,2.276776649144729e-16,700000.0,113243.06950570598,0.00011324306935052593,826394.4654729321,1.7665514808844226e-19,3.2447257887640142e-24,0.0,0.0
540.0,112761813.67178261,73505167380.5297,4.783293010746332e-25,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,681021577.4889001,414428799.40382415,1.4063870135401078e-16,700000.0,112761.81367178261,0.00011276181351837595,828857.5988076483,1.0787455904306359e-19,1.9898498924704743e-24,0.0,0.0
542.0,112276603.513366,74041690879.28624,1.0135632977460159e-25,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,685595188.9102246,415657478.51564145,3.001837615132018e-17,700000.0,112276.603513366,0.00011227660336172628,831314.9570312828,2.2759888903345827e-20,4.216423318623426e-25,0.0,0.0
544.0,111787461.4926697,74584960901.97722,1.861162788432907e-25,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,690220445.0922775,416883172.23810273,5.552590152299331e-17,700000.0,111787.46149266971,0.00011178746134279035,833766.3444762054,4.1610932708706676e-20,7.742437199880893e-25,0.0,0.0
546.0,111294405.2779194,75135085421.07161,2.6279175957723847e-25,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,694898043.5983988,418105732.37219185,7.89795252151581e-17,700000.0,111294.4052779194,0.00011129440512979365,836211.4647443837,5.849450518817346e-20,1.093213719841312e-24,0.0,0.0
548.0,110797455.4060547,75692176184.33842,3.2581564498127264e-25,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,699628706.4881749,419325025.76857364,9.86467808141454e-17,700000.0,110797.45540605471,0.00011079745525967569,838650.0515371473,7.219908879081501e-20,1.3553930831220942e-24,0.0,0.0
550.0,110296632.88356307,76256346641.0797,3.6907698717034085e-25,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,704413162.3803519,420540913.5256448,1.1257785068362734e-16,700000.0,110296.63288356307,0.00011029663273892377,841081.8270512896,8.141589791939719e-20,1.535360266628618e-24,0.0,0.0
552.0,109791959.20304711,76827711963.93028,3.8591682999200055e-25,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,709252146.3831766,421753250.8803644,1.1859642822663388e-16,700000.0,109791.95920304711,0.00010979195906014038,843506.5017607288,8.474112970850198e-20,1.6054140127667223e-24,0.0,0.0
554.0,109283456.35979222,77406389070.65778,3.6912402164890725e-25,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,714146400.0169973,422961887.0986163,1.1429023054032487e-16,700000.0,109283.45635979222,0.00010928345621861079,845923.7741972327,8.06782978224387e-20,1.5355559300594542e-24,0.0,0.0
556.0,108771146.86833392,77992496645.96246,3.1093102732130438e-25,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,719096671.1289201,424166665.36530125,9.700114842192998e-17,700000.0,108771.14686833392,0.00010877114672887031,848333.3307306024,6.764064887737509e-20,1.2934730736566262e-24,0.0,0.0
558.0,108255053.77902552,78586155163.27715,2.0300974178951264e-25,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,724103713.7993047,425367422.67437065,6.381502027170987e-17,700000.0,108255.05377902553,0.00010825505364127218,850734.8453487412,4.3953661030179553e-20,8.445205258443726e-25,0.0,0.0
560.0,107735200.69460547,79187486906.56706,3.6467302056418755e-26,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,729168288.2398933,426563989.7190223,1.1551016016441944e-17,700000.0,107735.20069460548,0.00010773520055855468,853127.9794380446,7.857624211678146e-21,1.5170397655470203e-25,0.0,0.0
562.0,107211616.30184563,79796618984.2367,-4.180429074234089e-26,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,734291185.8292124,427756224.83612776,-1.3343364241091319e-17,700000.0,107211.61630184563,0.00010721161616748954,855512.4496722555,-8.963811157677298e-21,-1.739058494881381e-25,0.0,0.0
564.0,106684323.22490989,80413675953.16289,-1.15705784452013e-25,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,739473166.728626,428943929.8545197,-3.7217309827322743e-17,700000.0,106684.3232249099,0.00010668432309224051,857887.8597090392,-2.468798661494062e-20,-4.8133606332037415e-25,0.0,0.0
566.0,106153347.0588148,81038785815.9157,-1.8768671942180782e-25,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,744715010.0939783,430126917.7970928,-6.083961542286299e-17,700000.0,106153.34705881479,0.000106153346927824,860253.8355941857,-3.984714693022712e-20,-7.807767527947206e-25,0.0,0.0
568.0,105618714.30277377,81672078662.02338,-2.508900491814805e-25,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,750017502.2904764,431304997.13589567,-8.196284732907515e-17,700000.0,105618.71430277378,0.00010561871417345332,862609.9942717914,-5.2997368851815303e-20,-1.0437026045949588e-24,0.0,0.0
570.0,105080452.14730981,82313686537.71445,-2.971021747885941e-25,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,755381435.4628533,432477969.9647482,-9.782230114088633e-17,700000.0,105080.45214730981,0.00010508045201965125,864955.9399294963,-6.243926172146908e-20,-1.2359450471205514e-24,0.0,0.0
572.0,104538588.49342236,82963743469.44019,-3.1666711552654772e-25,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,760807607.3897711,433645631.9212832,-1.0508755735100834e-16,700000.0,104538.58849342236,0.00010453858836741721,867291.2638425665,-6.620786655885762e-20,-1.3173352005904386e-24,0.0,0.0
574.0,103993151.97175427,83622385487.39722,-2.984006796026043e-25,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,766296821.3279436,434807772.11157584,-9.981190663772114e-17,700000.0,103993.15197175427,0.00010399315184739385,869615.5442231518,-6.206325444477677e-20,-1.241346827146834e-24,0.0,0.0
576.0,103444171.96175873,84289750649.04994,-2.295046348459187e-25,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,771849885.8457093,435964173.03770435,-7.737955377585498e-17,700000.0,103444.17196175874,0.00010344417183903423,871928.3460754087,-4.748183382604372e-20,-9.547392809590218e-25,0.0,0.0
578.0,102891678.6108662,84965979062.65318,-9.548087940556614e-26,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,777467614.6457797,437114610.5286049,-3.245050560182818e-17,700000.0,102891.6786108662,0.00010289167848976871,874229.2210572098,-1.964837591456077e-20,-3.9720045832715515e-25,0.0,0.0
580.0,102335705.32905619,85651213620.66508,-1.3777066513272245e-26,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,783150832.2597228,438258867.90802133,-4.7200898679775704e-18,700000.0,102335.70532905619,0.00010233570520957661,876517.7358160426,-2.819771638002072e-21,-5.731259669521254e-26,0.0,0.0
582.0,101776284.37223184,86345598751.18414,5.938797597647398e-27,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,788900363.2748365,439396710.6395572,2.0511561377238345e-18,700000.0,101776.28437223185,0.00010177628425436098,878793.4212791144,1.2088575062545777e-21,2.4705398006213177e-26,0.0,0.0
584.0,101213447.50032808,87049280624.70567,2.73459739260001e-26,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,794717033.6742692,440527889.7224987,9.521789432961068e-18,700000.0,101213.44750032808,0.00010121344738405665,881055.7794449974,5.535560592609103e-21,1.1375925153216043e-25,0.0,0.0
586.0,100647228.5711846,87762407916.0122,4.846071068528785e-26,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,800601676.7279568,441652156.47402114,1.7012114636248335e-17,700000.0,100647.2285711846,0.00010064722845650312,883304.3129480423,9.75487245012843e-21,2.0159655645079746e-25,0.0,0.0
588.0,100077662.35544899,88485131482.34016,6.678131311466898e-26,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,806555129.8889314,442769255.5983575,2.3636613086059253e-17,700000.0,100077.66235544899,0.00010007766224234788,885538.5111967148,1.336663541108672e-20,2.7781026255702296e-25,0.0,0.0
590.0,99504784.55804835,89217604387.56337,7.92494583998652e-26,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,812578234.549076,443878925.16848415,2.8281787309791337e-17,700000.0,99504.78455804836,9.95047844465179e-05,887757.8503369683,1.5771400568841204e-20,3.2967774694343923e-25,0.0,0.0
592.0,98928631.83966108,89959981926.37653,8.221151059406961e-26,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,818671835.7818254,444980896.61485344,2.958298402873046e-17,700000.0,98928.63183966107,9.892863172969148e-05,889961.7932297067,1.6266144529086218e-20,3.419998840713296e-25,0.0,0.0
594.0,98349241.83818859,90712421648.47874,7.137983553885442e-26,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,824836782.0714736,446074894.7216986,2.590015095439852e-17,700000.0,98349.2418381886,9.834924172976987e-05,892149.7894433971,1.4040305415561842e-20,2.969401158416344e-25,0.0,0.0
596.0,97766653.190227,91475083382.75696,4.1794115785078515e-26,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,831073925.0287461,447160637.6314548,1.5292480905394623e-17,700000.0,97766.653190227,9.776665308334909e-05,894321.2752629097,8.172141646703926e-21,1.7386352166592664e-25,0.0,0.0
598.0,97180906.55515604,92248128840.78888,8.308994224984902e-27,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,837384115.6616209,448237839.4382349,3.065956679215112e-18,700000.0,97180.90655515603,9.718090644980874e-05,896475.67887647,1.6149511826911778e-21,3.4565415975937194e-26,0.0,0.0
600.0,96592044.94362809,93031721512.2074,1.1840878573803994e-26,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,843768203.0468249,449306211.2745115,4.4063092717519866e-18,700000.0,96592.04494362809,9.659204483980109e-05,898612.4225490228,2.2874693507458365e-21,4.925805486702462e-26,0.0,0.0
602.0,96000108.62613097,93826028834.17102,1.465395403858059e-26,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,850227051.4738033,450365448.0019457,5.499689256633918e-18,700000.0,96000.10862613097,9.600010852381383e-05,900730.8960038915,2.8135623590121345e-21,6.096044880049526e-26,0.0,0.0
604.0,95405140.83253478,94631219833.12659,1.6567305114421237e-26,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,856761520.6602106,451415242.7667,6.2711371693011144e-18,700000.0,95405.14083253477,9.540514073171693e-05,902830.4855334,3.161212155313864e-21,6.891998927599234e-26,0.0,0.0
606.0,94807185.94166575,95447465917.62495,1.7412245964802733e-26,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,863372471.6752877,452455282.4456537,6.647819013099246e-18,700000.0,94807.18594166575,9.480718584233658e-05,904910.5648913075,3.3016120816941444e-21,7.243494321357938e-26,0.0,0.0
608.0,94206289.50482689,96274940901.64487,1.703558083019173e-26,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,870060766.5602965,453485247.7320228,6.560398150607612e-18,700000.0,94206.28950482688,9.420628940697558e-05,906970.4954640457,3.2097177191438423e-21,7.086801625359759e-26,0.0,0.0
610.0,93602498.26931845,97113821027.91675,1.53028644366644e-26,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,876827267.9327451,454504813.23462397,5.944478552466795e-18,700000.0,93602.49826931844,9.360249817293411e-05,909009.626469248,2.864772683896989e-21,6.365991605652391e-26,0.0,0.0
612.0,92995860.20195857,97964284991.24652,1.2101662404526077e-26,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,883672838.5740035,455513647.5915395,4.742122818659385e-18,700000.0,92995.86020195857,9.299586010703024e-05,911027.295183079,2.2508090103652096e-21,5.034291560282848e-26,0.0,0.0
614.0,92386424.51260386,98826513961.8395,7.344811656930891e-27,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,890598340.9998984,456511413.5989638,2.9034485270430486e-18,700000.0,92386.42451260387,9.238642441912042e-05,913022.8271979276,1.3571217754046773e-21,3.055441649283251e-26,0.0,0.0
616.0,91774241.6776699,99700691608.62411,9.73680828501414e-28,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,897604637.0138614,457497768.35603523,3.8830660803059643e-19,700000.0,91774.2416776699,9.177424158562015e-05,914995.5367120705,1.7871763934360528e-22,4.050512246565882e-27,0.0,0.0
618.0,91159363.96236925,100586996776.70866,-3.78180882605693e-27,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,904692528.5615106,458472332.45248234,-1.521603168786867e-18,700000.0,91159.36396236924,9.115936387174186e-05,916944.6649049647,-6.894945744212481e-22,-1.573232471639683e-26,0.0,0.0
620.0,90541844.18065575,101485622122.57535,-8.651420413578741e-27,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,911862906.249692,459434769.2399563,-3.511979131663946e-18,700000.0,90541.84418065575,9.054184409143932e-05,918869.5384799127,-1.5666311180551814e-21,-3.5989908920487565e-26,0.0,0.0
622.0,89921736.79279082,102396758317.22755,-1.330752972624101e-26,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,919116622.0335084,460384717.49183756,-5.4505916207088884e-18,700000.0,89921.73679279082,8.992173670497383e-05,920769.4349836749,-2.3932723708105674e-21,-5.53593236611626e-26,0.0,0.0
624.0,89299097.6313082,103320598452.36705,-1.7304985121802324e-26,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,926454523.8781178,461321810.4261558,-7.151845675975696e-18,700000.0,89299.0976313082,8.929909754487906e-05,922643.6208523116,-3.090639111800323e-21,-7.198873810669767e-26,0.0,0.0
626.0,88673983.91877106,104257338148.61186,-2.01154845677695e-26,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,933877455.9077787,462245676.3201942,-8.388747506420513e-18,700000.0,88673.98391877106,8.867398383371808e-05,924491.3526403885,-3.56744031016136e-21,-8.368041580192112e-26,0.0,0.0
628.0,88046454.29156391,105207175574.82295,-2.1122543097410805e-26,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,941386257.8239132,463155938.76965946,-8.888972400944254e-18,700000.0,88046.45429156392,8.804645420787527e-05,926311.8775393189,-3.719530050695538e-21,-8.786977928522895e-26,0.0,0.0
630.0,87416568.82368453,106170311467.43083,-1.9616460265768943e-26,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,948981764.3033955,464052216.97123456,-8.330742785220678e-18,700000.0,87416.56882368453,8.741656874134836e-05,928104.4339424691,-3.429607297799327e-21,-8.160447470559881e-26,0.0,0.0
632.0,86784389.05053589,107146949149.76224,-1.478928760567419e-26,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,956664804.376605,464934126.0295476,-6.338508188185526e-18,700000.0,86784.38905053589,8.678438896954023e-05,929868.2520590951,-2.566958578702195e-21,-6.152343643960464e-26,0.0,0.0
634.0,86149977.99271818,108137294551.36676,-5.729796083757446e-27,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,964436200.784777,465801277.2896165,-2.478418587314187e-18,700000.0,86149.97799271818,8.614997791305094e-05,931602.5545792329,-9.872436130369338e-22,-2.3835951708430978e-26,0.0,0.0
636.0,85513398.20433277,109141546721.06424,-5.991253157096801e-28,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,972296695.0039798,466653227.2697578,-2.6155785454520167e-19,700000.0,85513.39820433277,8.551339812598187e-05,933306.4545395157,-1.0246648339315692e-22,-2.4923613133522692e-27,0.0,0.0
638.0,84874715.60535061,110159916173.58743,1.073840130353892e-27,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,980247090.4221563,467489577.81712484,4.731765549744757e-19,700000.0,84874.71560535062,8.48747155283038e-05,934979.1556342497,1.8228375133879844e-22,4.467174942272191e-27,0.0,0.0
640.0,84233998.3092986,111192619153.10867,2.838843885038198e-27,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,988288205.989804,468309944.687472,1.2626339477767352e-18,700000.0,84233.99830929861,8.423399823354359e-05,936619.8893749439,4.782543420253406e-22,1.1809590561758904e-26,0.0,0.0
642.0,83591315.18466274,112239870615.37999,4.5331329895421985e-27,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,996420820.5962276,469113920.04479975,2.035193040914108e-18,700000.0,83591.31518466274,8.359131511018714e-05,938227.8400895996,7.578610970056289e-22,1.8857833236495546e-26,0.0,0.0
644.0,82946736.66790871,113301888044.92068,5.954271658249188e-27,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,1004645702.1037694,469901093.58194554,2.698520883247975e-18,700000.0,82946.73666790871,8.294673659470011e-05,939802.187163891,9.877748065719752e-22,2.4769770098316623e-26,0.0,0.0
646.0,82300334.78557567,114378891466.17218,6.857281862710665e-27,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,1012963606.5314177,470671053.00344974,3.137313191711737e-18,700000.0,82300.33478557567,8.230033471362155e-05,941342.1060068995,1.1287131860402875e-21,2.852629254887637e-26,0.0,0.0
648.0,81652183.17636998,115471103454.65273,6.951783915630284e-27,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,1021375277.2161763,471423384.54284364,3.2109206388645414e-18,700000.0,81652.18317636999,8.165218310565775e-05,942846.7690856872,1.135256667363173e-21,2.891942108902198e-26,0.0,0.0
650.0,81002357.11325899,116578749148.11227,5.8991370548477e-27,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,1029881443.9517379,472157673.51562136,2.7508560756296955e-18,700000.0,81002.35711325899,8.100235704377604e-05,944315.3470312427,9.556880127536646e-22,2.4540410148166434e-26,0.0,0.0
652.0,80350933.52556477,117702056257.68718,3.3095800273225085e-27,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,1038482822.1039944,472873504.9091854,1.558177498260927e-18,700000.0,80350.93352556477,8.03509334572984e-05,945747.0098183708,5.3185568954585545e-22,1.3767852913661635e-26,0.0,0.0
654.0,79697989.17708148,118841249982.42084,-1.136987068662711e-28,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,1047180072.8503661,473570432.74449056,-5.404838578149005e-20,700000.0,79697.98917708149,7.969798911001891e-05,947140.865488981,-1.8123116618552467e-23,-4.729866205636878e-28,0.0,0.0
656.0,79043600.62546434,119996552847.10649,-2.5384188584809102e-27,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,1055973801.5191808,474247979.98395556,-1.218406050799185e-18,700000.0,79043.60062546434,7.904360055959277e-05,948495.959967911,-4.0129153293982424e-22,-1.0559822451280587e-26,0.0,0.0
658.0,78387851.59823722,121168205039.1947,-5.5801074819843456e-27,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,1064864711.2677438,474905763.75185865,-2.7045264300712944e-18,700000.0,78387.85159823722,7.83878515335438e-05,949811.5275037173,-8.74825274400004e-22,-2.3213247125054878e-26,0.0,0.0
