A,AL,ALL,B,BL,BLL,D,DL,DLL,I,IL,ILL,L,Time
1.8114564842391303e-12,5.159678778285441e-10,3.564023163952266e-08,3.611497630860274e-08,1.0955713628376322e-08,8.313591403080041e-10,3.939115768750033e-13,2.3899782257034904e-10,3.625176432267576e-08,9.493696692726781e-12,5.760076620389989e-09,8.736792135749689e-07,8.08972410669586e-06,0.92
1.8103260876434657e-12,5.156441005957602e-10,3.561782759796168e-08,3.609240862378691e-08,1.094880459833141e-08,8.308340666016829e-10,3.986575888710178e-13,2.418758130909222e-10,3.668806890395866e-08,9.489642924330876e-12,5.7575814031574194e-09,8.732952562659117e-07,8.089672120415933e-06,0.93
1.8092245366089611e-12,5.153284952321623e-10,3.5595977200954834e-08,3.60704188162072e-08,1.0942072101311099e-08,8.303221269325288e-10,4.034014494359151e-13,2.4475249997260215e-10,3.712417600285029e-08,9.485574037633855e-12,5.755077878304134e-09,8.729101766782085e-07,8.089621465007265e-06,0.94
1.8081493073087075e-12,5.150203465544181e-10,3.5574631941503396e-08,3.604895632781377e-08,1.093550069049875e-08,8.298221709578081e-10,4.081431625115207e-13,2.4762788265650694e-10,3.756008508528644e-08,9.481491537193073e-12,5.7525668867942505e-09,8.725240908839248e-07,8.08957202403013e-06,0.95
1.8070981418169243e-12,5.147190156980303e-10,3.5553748735047404e-08,3.602797590456747e-08,1.0929076551622202e-08,8.293331753329043e-10,4.128827157754976e-13,2.505019558545127e-10,3.79957956899835e-08,9.477396797140886e-12,5.750049188511475e-09,8.721371024057249e-07,8.089523693276114e-06,0.96
1.806068895430795e-12,5.14423894199855e-10,3.553328622143092e-08,3.600743458559822e-08,1.0922786545963958e-08,8.288541597083354e-10,4.176201125980449e-13,2.533747191385238e-10,3.8431307376691325e-08,9.473291097774124e-12,5.7475254990833355e-09,8.717493100180768e-07,8.089476373789777e-06,0.97
1.8050597381742152e-12,5.141344653027806e-10,3.551320952002875e-08,3.5987295714114216e-08,1.0916619505830143e-08,8.283842957446463e-10,4.223553644814286e-13,2.5624617483757444e-10,3.886661978359585e-08,9.469175511228589e-12,5.744996421368047e-09,8.713607975285611e-07,8.089429981176778e-06,0.98
1.8040689074766577e-12,5.138502301585511e-10,3.549348489191372e-08,3.596752397554731e-08,1.0910564648319136e-08,8.279227824399013e-10,4.2708847236439843e-13,2.5911632210702566e-10,3.930173256788601e-08,9.465051091271607e-12,5.742462543039638e-09,8.709716458301146e-07,8.089384434111643e-06,0.99
1.8030947553780206e-12,5.135707224351249e-10,3.547408082350508e-08,3.594808634810239e-08,1.090461188901793e-08,8.274688712527228e-10,4.3181943517665827e-13,2.619851595840961e-10,3.973664541599164e-08,9.460918826752088e-12,5.739924414551335e-09,8.705819305225394e-07,8.089339656547811e-06,1.0
1.80213585522366e-12,5.132955369225151e-10,3.5454969772279175e-08,3.592895424647853e-08,1.0898752476145783e-08,8.270219093997737e-10,4.3654824896142733e-13,2.6485268519244873e-10,4.0171358068715393e-08,9.456779582301136e-12,5.737382515954983e-09,8.70191717325222e-07,8.089295582634529e-06,1.01
1.8011909792787942e-12,5.13024322606593e-10,3.543612764539301e-08,3.5910103072452067e-08,1.0892978843244167e-08,8.265813278826604e-10,4.412749040836942e-13,2.67718895267875e-10,4.060587031595836e-08,9.452634117976186e-12,5.734837266627772e-09,8.698010632105631e-07,8.089252155672636e-06,1.02
1.8002588321429334e-12,5.127567118967754e-10,3.5417529532724735e-08,3.5891506862414744e-08,1.0887283039846137e-08,8.261465353122808e-10,4.4599939345845975e-13,2.7058378689085063e-10,4.1040181932672336e-08,9.448483224704294e-12,5.732289103920542e-09,8.694100277528683e-07,8.089209315850266e-06,1.03
1.7993382724948707e-12,5.124923804679692e-10,3.5399153386926666e-08,3.5873142745927976e-08,1.0881658059533631e-08,8.257170090672779e-10,4.50721711790982e-13,2.734473578119561e-10,4.147429273112944e-08,9.444327598568185e-12,5.729738413217019e-09,8.690186635283321e-07,8.089167010478035e-06,1.04
1.7984283927459802e-12,5.122310855170171e-10,3.538098388517477e-08,3.585499259850143e-08,1.0876098641346768e-08,8.25292378802364e-10,4.554419313304015e-13,2.763096297730059e-10,4.1908202572140255e-08,9.440167624550971e-12,5.727185440787482e-09,8.686270097300053e-07,8.089125198070307e-06,1.05
1.797528187395533e-12,5.119725430367796e-10,3.536300185520312e-08,3.5837036278967366e-08,1.0870598648607736e-08,8.248721892540125e-10,4.601600557926834e-13,2.791706034029107e-10,4.2341911300673215e-08,9.436003897202552e-12,5.724630519418771e-09,8.682351123692927e-07,8.089083832256665e-06,1.06
1.7966367604341789e-12,5.117165072092543e-10,3.5345191274311184e-08,3.5819255869662044e-08,1.0865152762564713e-08,8.244560564902927e-10,4.648761251189756e-13,2.820302905390305e-10,4.2775418784444325e-08,9.431836865402307e-12,5.722073916750095e-09,8.67843011188275e-07,8.089042871915873e-06,1.07
1.7957535260892897e-12,5.114627822434864e-10,3.532753667949615e-08,3.580163947049603e-08,1.0859756736077401e-08,8.240436248329301e-10,4.695899948891393e-13,2.8488864663006026e-10,4.3208724990292686e-08,9.427667203843436e-12,5.719515944050216e-09,8.67450738115153e-07,8.089002289071425e-06,1.08
1.7948778580400856e-12,5.112111739443392e-10,3.531002370561503e-08,3.5784174434113485e-08,1.085440635571698e-08,8.236345592204023e-10,4.743015848796248e-13,2.8774564681054947e-10,4.3641829867232774e-08,9.423495468293062e-12,5.716956874935753e-09,8.670583247074964e-07,8.08896205426944e-06,1.09
1.7940091536351975e-12,5.109614964180818e-10,3.529263867966323e-08,3.5766848592836894e-08,1.084909758432652e-08,8.232285401574441e-10,4.790108230869171e-13,2.9060126875586445e-10,4.4074733369098505e-08,9.419322182085075e-12,5.7143969686228e-09,8.666658011579588e-07,8.088922139188098e-06,1.1
1.7931467976949435e-12,5.107135888349969e-10,3.5275371583583644e-08,3.574964972266424e-08,1.0843826986377102e-08,8.228253271180875e-10,4.837177796164671e-13,2.9345553381876613e-10,4.450743542873557e-08,9.415147560272149e-12,5.711836375997882e-09,8.66273193440729e-07,8.088882515954615e-06,1.11
1.7922900402773375e-12,5.104673113885106e-10,3.525821795488086e-08,3.573256328204179e-08,1.0838591680898104e-08,8.224247937407674e-10,4.884228171671913e-13,2.963085531807568e-10,4.4939935909133e-08,9.41097124772542e-12,5.709275060825749e-09,8.658805237698022e-07,8.08884315253857e-06,1.12
1.791438371482086e-12,5.1022252256775e-10,3.524116828656634e-08,3.571557910385357e-08,1.08333886500013e-08,8.220267159905648e-10,4.931259561069341e-13,2.9916033299614475e-10,4.537223477487978e-08,9.406793507901436e-12,5.7067131788709234e-09,8.654878150764351e-07,8.088804025607797e-06,1.13
1.7905912129770238e-12,5.099790910198781e-10,3.522421587157858e-08,3.569868582935267e-08,1.0828215132078898e-08,8.216309265283238e-10,4.978273604033973e-13,3.020109235097447e-10,4.5804331956257635e-08,9.402614324781449e-12,5.704150794154144e-09,8.650950884426187e-07,8.088765109665246e-06,1.14
1.7897485762937027e-12,5.097369338460162e-10,3.5207349413238974e-08,3.5681883056033705e-08,1.082306910084836e-08,8.21237176821982e-10,5.02526590544424e-13,3.048601899703725e-10,4.623622760936945e-08,9.398434664787634e-12,5.701588247751614e-09,8.647023575622846e-07,8.08872640200413e-06,1.15
1.7889099516266245e-12,5.094959294870764e-10,3.5190562312728865e-08,3.566516070953931e-08,1.0817947959425737e-08,8.208453028205272e-10,5.072237571407933e-13,3.077081662945097e-10,4.6667921689453376e-08,9.394254587105579e-12,5.699025621502074e-09,8.643096419204494e-07,8.08868787987236e-06,1.16
1.7880750668327793e-12,5.092559850052202e-10,3.5173847343292423e-08,3.564851319574986e-08,1.0812849627431725e-08,8.204551345912235e-10,5.119187738264609e-13,3.1055482605384006e-10,4.709941423669362e-08,9.390074444520139e-12,5.6964630725692795e-09,8.639169565103244e-07,8.088649530039112e-06,1.17
1.7872435072691273e-12,5.090170408811092e-10,3.5157204045020265e-08,3.5631932675736656e-08,1.0807773024181598e-08,8.20066651962654e-10,5.166119660784567e-13,3.134002690045483e-10,4.7530705194444466e-08,9.385893780372376e-12,5.693900492450911e-09,8.635243108570608e-07,8.088611335676481e-06,1.18
1.7864150977624263e-12,5.087790147207301e-10,3.5140624833916605e-08,3.5615415362054e-08,1.08027162371517e-08,8.19679679442721e-10,5.213031604266534e-13,3.162444420118157e-10,4.7961794638662005e-08,9.38171308190336e-12,5.691338074108247e-09,8.631317182865888e-07,8.088573287354762e-06,1.19
1.7855897537080343e-12,5.085418231998539e-10,3.512410041692532e-08,3.559895906429025e-08,1.079767723595609e-08,8.192940051470849e-10,5.259920395021168e-13,3.190872478402902e-10,4.839268268846607e-08,9.377533096757787e-12,5.688776090885121e-09,8.627391923123966e-07,8.088535378756223e-06,1.2
1.7847673915922782e-12,5.083053952508886e-10,3.510762304592446e-08,3.558256171414165e-08,1.0792654301389005e-08,8.189094522655803e-10,5.306783553925741e-13,3.2192861052839853e-10,4.882336945239504e-08,9.373354422257697e-12,5.686214763656014e-09,8.623467444642765e-07,8.088497604099428e-06,1.21
1.78394798292557e-12,5.080696641144331e-10,3.509118455636374e-08,3.5566222254431936e-08,1.0787645766817238e-08,8.185258359854542e-10,5.353618010412723e-13,3.247684359836325e-10,4.925385506080106e-08,9.369177752969925e-12,5.683654340903252e-09,8.61954385597059e-07,8.088459959691738e-06,1.22
1.7831315542424072e-12,5.078345673392783e-10,3.5074776367264595e-08,3.554994063911231e-08,1.0782650018180138e-08,8.18142963491366e-10,5.400420102469792e-13,3.2760661198254887e-10,4.9684139665850004e-08,9.365003880706098e-12,5.681095098716996e-09,8.615621258906142e-07,8.088422443929316e-06,1.23
1.7823164030956826e-12,5.076000749419543e-10,3.5058417086710894e-08,3.5533688487728386e-08,1.07776704955611e-08,8.177613613998677e-10,5.447214239927463e-13,3.304438887851204e-10,5.011422257310358e-08,9.360828471424494e-12,5.678535729471154e-09,8.611699724359962e-07,8.088385002896794e-06,1.24
1.7815027986501697e-12,5.07366128525265e-10,3.504210994677845e-08,3.551746572500794e-08,1.0772700175685812e-08,8.173807927190195e-10,5.493993257029127e-13,3.3328004413124297e-10,5.054410407721268e-08,9.356652950790845e-12,5.675976686213176e-09,8.60777928868648e-07,8.088347629594703e-06,1.25
1.780691127495196e-12,5.07132708658245e-10,3.502583468727128e-08,3.5501282524045274e-08,1.07677424738064e-08,8.170010573292812e-10,5.54074789733323e-13,3.3611479668338337e-10,5.09737845226607e-08,9.352479016131392e-12,5.673418506420525e-09,8.603860014781882e-07,8.088310348023506e-06,1.26
1.7798811997847296e-12,5.068997842686298e-10,3.5009591749727965e-08,3.5485134280378744e-08,1.0762795437048115e-08,8.166220976233225e-10,5.587483027167566e-13,3.389482948566461e-10,5.140326382140546e-08,9.348305865248165e-12,5.670860966403343e-09,8.599941966329166e-07,8.088273146914051e-06,1.27
1.779072877431237e-12,5.066673144753622e-10,3.499337928474908e-08,3.5469018230928595e-08,1.0757858274858703e-08,8.162438660809578e-10,5.634197004858542e-13,3.417804886830603e-10,5.1832542088893624e-08,9.344133878282911e-12,5.6683041998027746e-09,8.596025196250683e-07,8.08823601999257e-06,1.28
1.7782659133914258e-12,5.064352523991422e-10,3.4977199672445226e-08,3.545292883275925e-08,1.0752929244209155e-08,8.158663509999171e-10,5.680889965914121e-13,3.4461138201980203e-10,5.226161938839284e-08,9.339963125232516e-12,5.66574824473711e-09,8.592109753139989e-07,8.088198954424935e-06,1.29
1.777460325508228e-12,5.062035864363721e-10,3.4961046829251025e-08,3.543686709151992e-08,1.0748008817772727e-08,8.154894746921213e-10,5.727561500610446e-13,3.4744096329231085e-10,5.269049580219584e-08,9.335793715728533e-12,5.663193148728519e-09,8.588195682759165e-07,8.088161952719633e-06,1.3
1.7766560469810262e-12,5.059722906002915e-10,3.4944918608141135e-08,3.542083160653684e-08,1.0743096437643253e-08,8.15113188656675e-10,5.774212086184708e-13,3.5026924709358913e-10,5.311917138816978e-08,9.331625614620984e-12,5.660638914760387e-09,8.584283026155245e-07,8.088125011508892e-06,1.31
1.7758530124298848e-12,5.057413428146395e-10,3.4928813001894096e-08,3.540482110888868e-08,1.0738191694999011e-08,8.147374513871806e-10,5.820841640790373e-13,3.5309623117327883e-10,5.354764622338568e-08,9.327458883907859e-12,5.6580855737219725e-09,8.580371819756717e-07,8.088088127852586e-06,1.32
1.7750511104250051e-12,5.05510718623077e-10,3.491272962955266e-08,3.538883326877195e-08,1.0733293914333073e-08,8.143622391221697e-10,5.867450213314013e-13,3.5592191719170985e-10,5.397592038228412e-08,9.323293566907636e-12,5.655533149930569e-09,8.576462096904886e-07,8.088051296417e-06,1.33
1.774250266825197e-12,5.05280399103158e-10,3.489666744496793e-08,3.537286658192155e-08,1.0728402650806389e-08,8.13987524138939e-10,5.91403773547914e-13,3.587463033689458e-10,5.4403993945027085e-08,9.31912971812426e-12,5.65298166963588e-09,8.572553886972682e-07,8.088014513754254e-06,1.34
1.7734504662359028e-12,5.050503704245668e-10,3.4880624062731074e-08,3.535692085247232e-08,1.0723517789340357e-08,8.136132669226385e-10,5.960604331631681e-13,3.615693937317271e-10,5.483186698779512e-08,9.31496734307993e-12,5.650431143253673e-09,8.568647216550825e-07,8.08797777935816e-06,1.35
1.7726516339830109e-12,5.048206158798254e-10,3.486459903421238e-08,3.534099453126341e-08,1.0718638882569447e-08,8.132394487824831e-10,6.007149956690135e-13,3.6439118718099773e-10,5.5259539592932204e-08,9.310806486986998e-12,5.647881592413277e-09,8.564742109416458e-07,8.087941089686784e-06,1.36
1.7718536637871046e-12,5.045911162178524e-10,3.484859273155435e-08,3.5325085358802856e-08,1.0713765303144835e-08,8.128660588123877e-10,6.05367450178448e-13,3.6721168068091787e-10,5.568701184420578e-08,9.306647213219309e-12,5.645333044501049e-09,8.560838589937493e-07,8.087904439598785e-06,1.37
1.7710564742602864e-12,5.043618541908432e-10,3.4832604880480575e-08,3.5309191635037085e-08,1.0708896565467872e-08,8.124930799752393e-10,6.100177908282877e-13,3.7003087272100836e-10,5.6114283824262197e-08,9.302489570847186e-12,5.642785522369256e-09,8.556936682016564e-07,8.087867825212475e-06,1.38
1.770260060736054e-12,5.041328219501693e-10,3.4816633942478756e-08,3.529331334470782e-08,1.0704032627104412e-08,8.121204876306045e-10,6.146660264084963e-13,3.728487662466847e-10,5.6541355616137775e-08,9.2983335600633e-12,5.640239031119567e-09,8.553036401029734e-07,8.08783124645511e-06,1.39
1.7694645150857827e-12,5.039040234741078e-10,3.4800676788259393e-08,3.527745259252038e-08,1.069917400325043e-08,8.117482475708558e-10,6.193121841469672e-13,3.756653698101757e-10,5.696822730335948e-08,9.294179119557978e-12,5.637693553518209e-09,8.549137751624146e-07,8.087794708046712e-06,1.4
1.7686696856396843e-12,5.03675432904583e-10,3.478473430167007e-08,3.526160613503681e-08,1.0694319802339168e-08,8.11376349724027e-10,6.239562447572611e-13,3.7848067781910745e-10,5.7394898968216455e-08,9.290026343176723e-12,5.635149128678185e-09,8.545240765513345e-07,8.087758202616341e-06,1.41
1.7678755226441339e-12,5.034470368693203e-10,3.476880568715626e-08,3.524577296688946e-08,1.0689469721500498e-08,8.110047739179547e-10,6.285982084180767e-13,3.812946906002846e-10,5.782137069351585e-08,9.28587525983631e-12,5.632605772132719e-09,8.541345463084232e-07,8.087721727852843e-06,1.42
1.7670819773006614e-12,5.032188222153577e-10,3.475289015613341e-08,3.522995210246478e-08,1.0684623463603555e-08,8.10633500238866e-10,6.332380753602644e-13,3.841074084968564e-10,5.824764256221937e-08,9.28172589788536e-12,5.630063499133535e-09,8.537451864395402e-07,8.087685281490261e-06,1.43
1.7662891417861442e-12,5.029908081589152e-10,3.4736987948740774e-08,3.521414547173927e-08,1.0679781578600351e-08,8.10262546910117e-10,6.378758535119123e-13,3.869188342643225e-10,5.8673714680101846e-08,9.277578201818326e-12,5.627522283384665e-09,8.533559941048991e-07,8.087648867934263e-06,1.44
1.7654969123939875e-12,5.027629689396407e-10,3.4721097875718795e-08,3.519835095351371e-08,1.0674943439431891e-08,8.098918791640036e-10,6.425115401058931e-13,3.89728967306252e-10,5.909958712123956e-08,9.273432232643978e-12,5.624982156320135e-09,8.529669731976773e-07,8.087612482320377e-06,1.45
1.7647052560096062e-12,5.025352950057303e-10,3.470521926293121e-08,3.5182567886541756e-08,1.0670108843207553e-08,8.095214813296109e-10,6.471451362293952e-13,3.925378082341744e-10,5.9525259971132266e-08,9.269288009381947e-12,5.6224431285693795e-09,8.525781251846433e-07,8.087576123124885e-06,1.46
1.7639141395184165e-12,5.023077768053799e-10,3.468935143624171e-08,3.516679560957706e-08,1.0665277587036717e-08,8.091513377360243e-10,6.517766429696073e-13,3.9534535765961953e-10,5.995073331527967e-08,9.265145551051857e-12,5.619905210761827e-09,8.52189451532565e-07,8.087539788824066e-06,1.47
1.7631235849864967e-12,5.020804214072616e-10,3.4673495003009625e-08,3.5151034554452785e-08,1.0660449807230495e-08,8.087814612660366e-10,6.564060606685777e-13,3.981516160142993e-10,6.037600725329145e-08,9.26100484278584e-12,5.61736839413244e-09,8.518009509547036e-07,8.087503480416647e-06,1.48
1.7623335758522322e-12,5.018532242453439e-10,3.465764967351879e-08,3.5135284387822096e-08,1.0655625402651232e-08,8.084118448142094e-10,6.610333901899696e-13,4.0095658385580187e-10,6.080108187489998e-08,9.256865893438034e-12,5.614832683492738e-09,8.514126240918368e-07,8.087467197135588e-06,1.49
1.7615440703798585e-12,5.016261731711139e-10,3.4641814573417814e-08,3.5119544277660795e-08,1.0650804117412944e-08,8.080424682485243e-10,6.656586327373889e-13,4.037602618237509e-10,6.122595726340055e-08,9.252728727322492e-12,5.6122980925022595e-09,8.510244728409283e-07,8.087430937063073e-06,1.5
1.7607550459575476e-12,5.013992617962092e-10,3.462598927248256e-08,3.510381377077272e-08,1.0645985813186627e-08,8.076733213328085e-10,6.702817892561986e-13,4.065626504954507e-10,6.165063350697847e-08,9.248593357008896e-12,5.609764628099008e-09,8.506364981446604e-07,8.087394699155488e-06,1.51
1.7599665103028282e-12,5.011724923424691e-10,3.461017392694098e-08,3.508809302131055e-08,1.0641170537232302e-08,8.073044077045295e-10,6.74902860677524e-13,4.093637504663758e-10,6.207511070060289e-08,9.244459776858543e-12,5.60723228706389e-09,8.502486995471847e-07,8.087358483768002e-06,1.52
1.759178499516986e-12,5.009458750895983e-10,3.4594369241852676e-08,3.50723827518149e-08,1.063635851049364e-08,8.069357439848158e-10,6.795218479191663e-13,4.1216356234900573e-10,6.249938894559153e-08,9.240327964192386e-12,5.604701056672275e-09,8.498610752838364e-07,8.087322292564838e-06,1.53
