Time,BLL,IL,AL,A,BL,B,DLL,D,ILL,DL,I,ALL,L,kf_0,kr_0,kf_1,kr_1,kf_2,kr_2,kf_3,kr_3,kf_4,kr_4,kf_5,kr_5,kf_6,kr_6,kf_7,kr_7,kf_8,kr_8,kf_9,kr_9,kf_10,kr_10,kf_11,kr_11,kf_12,kr_12,kf_13,kr_13,kf_14,kr_14,kf_15,kr_15,kf_16,kr_16,comp1,React0,React1,React2,React3,React4,React5,React6,React7,React8,React9,React10,React11,React12,React13,React14,React15,React16
6.2,6.525953547976353e-10,4.541362438936266e-09,4.0589801231686594e-10,1.4280639572764976e-12,8.618166077032958e-09,2.8471105312436796e-08,2.4040473170174596e-07,2.6236451826453938e-12,6.87328599002671e-07,1.5883786918352193e-09,7.501330482474412e-12,2.7977610368601176e-08,8.072119121924222e-06,300000000.0,8000.0,150000000.0,16000.0,30000.0,700.0,300000000.0,8.64,150000000.0,17.28,0.54,10800.0,130.0,2740.0,300000000.0,4.0,150000000.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,300000000.0,4.0,150000000.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,1e-16,1.3174681881469168e-25,-6.49619881170557e-25,-6.46661409176255e-25,-4.8708113359004675e-27,8.0154588466726695e-25,-4.8693869870302876e-27,8.201036266071822e-25,4.0212491359889e-30,1.33995417510985e-26,7.788395389269856e-30,1.551049007406864e-26,2.816042179859992e-25,-1.8329480014798299e-31,-5.519309594998129e-29,3.7191814990454615e-29,2.2516206751661105e-26,3.4077944272091454e-24
6.21,6.522998435057849e-10,4.539322655598673e-09,4.0571568683911365e-10,1.427427614960246e-12,8.614294718639001e-09,2.8458418812011675e-08,2.407454240813636e-07,2.6273823277769723e-12,6.870173945288519e-07,1.590635437402438e-09,7.497988342860362e-12,2.796494143749847e-08,8.072089911719056e-06,300000000.0,8000.0,150000000.0,16000.0,30000.0,700.0,300000000.0,8.64,150000000.0,17.28,0.54,10800.0,130.0,2740.0,300000000.0,4.0,150000000.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,300000000.0,4.0,150000000.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,1e-16,1.3168696625504276e-25,-6.493271857463847e-25,-6.463701075380213e-25,-4.868631916100384e-27,8.011837374052949e-25,-4.86720830843507e-27,8.197331483898845e-25,4.019578237107243e-30,1.3393591355486063e-26,7.784761241908893e-30,1.550349630147166e-26,2.8147391815993063e-25,-1.834926523206467e-31,-5.525290515814516e-29,3.7174655834968576e-29,2.2505737025505073e-26,3.406197521754496e-24
6.22,6.520044708250123e-10,4.5372838146589125e-09,4.05533445578594e-10,1.426791562041132e-12,8.610425148581655e-09,2.8445738081025247e-08,2.41085956843618e-07,2.6311177761633788e-12,6.867063360477801e-07,1.5928911420318999e-09,7.494647723381657e-12,2.7952278448835225e-08,8.072060714827007e-06,300000000.0,8000.0,150000000.0,16000.0,30000.0,700.0,300000000.0,8.64,150000000.0,17.28,0.54,10800.0,130.0,2740.0,300000000.0,4.0,150000000.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,300000000.0,4.0,150000000.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,1e-16,1.3162717775141346e-25,-6.490346226528147e-25,-6.4607894342880025e-25,-4.866453493938809e-27,8.008217594638008e-25,-4.865030629059143e-27,8.193628430267486e-25,4.017917737209375e-30,1.3387646705382806e-26,7.781128676290127e-30,1.5496505722858415e-26,2.813436778002548e-25,-1.8370121764029583e-31,-5.531602003944061e-29,3.715750448376868e-29,2.2495272136250736e-26,3.4046013654176665e-24
6.23,6.517092366874541e-10,4.535245915670252e-09,4.0535128849540283e-10,1.4261557983866606e-12,8.606557366013419e-09,2.843306311683623e-08,2.4142633006646656e-07,2.6348515285785193e-12,6.863954234879593e-07,1.5951458062153256e-09,7.49130862334216e-12,2.793962139970203e-08,8.072031531241949e-06,300000000.0,8000.0,150000000.0,16000.0,30000.0,700.0,300000000.0,8.64,150000000.0,17.28,0.54,10800.0,130.0,2740.0,300000000.0,4.0,150000000.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,300000000.0,4.0,150000000.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,1e-16,1.315674561024006e-25,-6.487421913819657e-25,-6.4578791677981285e-25,-4.864276068808299e-27,8.0045995078154415e-25,-4.86285394843697e-27,8.189927104340664e-25,4.0162683781108694e-30,1.3381708030673477e-26,7.77749769175311e-30,1.548951833675089e-26,2.812134968793585e-25,-1.8392132452831382e-31,-5.538269622841116e-29,3.714036093328138e-29,2.2484812081605424e-26,3.403005957831821e-24
6.24,6.514141410252786e-10,4.5332089581861586e-09,4.051692155496534e-10,1.4255203238643908e-12,8.602691370087166e-09,2.8420393916804443e-08,2.417665438278302e-07,2.638583585795988e-12,6.860846567779265e-07,1.5973994304442219e-09,7.487971042046023e-12,2.792697028719085e-08,8.072002360957763e-06,300000000.0,8000.0,150000000.0,16000.0,30000.0,700.0,300000000.0,8.64,150000000.0,17.28,0.54,10800.0,130.0,2740.0,300000000.0,4.0,150000000.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,300000000.0,4.0,150000000.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,1e-16,1.315078041201536e-25,-6.484498914271429e-25,-6.454970275236352e-25,-4.8620996401013764e-27,8.000983112973056e-25,-4.86067826610202e-27,8.186227505281299e-25,4.014630902619916e-30,1.337577556208985e-26,7.773868287636741e-30,1.5482534141670428e-26,2.810833753696495e-25,-1.8415380024803135e-31,-5.545318897843546e-29,3.7123225179934604e-29,2.2474356859277488e-26,3.401411298630293e-24
6.25,6.511191837706863e-10,4.531172941760289e-09,4.049872267014763e-10,1.424885138341935e-12,8.598827159956148e-09,2.8407730478290745e-08,2.4210659820559367e-07,2.642313948589068e-12,6.857740358462525e-07,1.5996520152098817e-09,7.484634978797671e-12,2.791432510839501e-08,8.071973203968323e-06,300000000.0,8000.0,150000000.0,16000.0,30000.0,700.0,300000000.0,8.64,150000000.0,17.28,0.54,10800.0,130.0,2740.0,300000000.0,4.0,150000000.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,300000000.0,4.0,150000000.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,1e-16,1.3144822459513778e-25,-6.481577222821591e-25,-6.452062755918272e-25,-4.859924207211633e-27,7.997368409498449e-25,-4.8585035815894194e-27,8.182529632254005e-25,4.013006048912493e-30,1.336984952858493e-26,7.770240463282508e-30,1.547555313614017e-26,2.809533132435676e-25,-1.8439947198006092e-31,-5.552775350054049e-29,3.710609722015766e-29,2.246390646697626e-26,3.399817387446591e-24
6.26,6.508243648559087e-10,4.529137865946502e-09,4.0480532191101987e-10,1.4242502416869597e-12,8.594964734773982e-09,2.8395072798657093e-08,2.4244649327760545e-07,2.646042617730729e-12,6.854635606215413e-07,1.6019035610033839e-09,7.481300432901824e-12,2.790168586040918e-08,8.071944060267516e-06,300000000.0,8000.0,150000000.0,16000.0,30000.0,700.0,300000000.0,8.64,150000000.0,17.28,0.54,10800.0,130.0,2740.0,300000000.0,4.0,150000000.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,300000000.0,4.0,150000000.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,1e-16,1.3138872033001577e-25,-6.478656834399806e-25,-6.449156609162872e-25,-4.857749769532331e-27,7.993755396779743e-25,-4.856329894433298e-27,8.178833484423185e-25,4.011394559465919e-30,1.3363930160297568e-26,7.766614218028343e-30,1.5468575318683274e-26,2.8082331047349943e-25,-1.8465916558152613e-31,-5.560664466694009e-29,3.708897705038143e-29,2.2453460902412105e-26,3.398224223914394e-24
6.27,6.505296842132097e-10,4.527103730298846e-09,4.046235011384499e-10,1.4236156337671856e-12,8.591104093694656e-09,2.8382420875266518e-08,2.4278622912167766e-07,2.6497695939936304e-12,6.851532310324304e-07,1.604154068315593e-09,7.477967403663476e-12,2.7889052540329417e-08,8.071914929849227e-06,300000000.0,8000.0,150000000.0,16000.0,30000.0,700.0,300000000.0,8.64,150000000.0,17.28,0.54,10800.0,130.0,2740.0,300000000.0,4.0,150000000.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,300000000.0,4.0,150000000.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,1e-16,1.313292941206739e-25,-6.47573774395098e-25,-6.446251834302691e-25,-4.855576326457315e-27,7.990144074205486e-25,-4.854157204168119e-27,8.175139060952603e-25,4.009797173779661e-30,1.335801768643488e-26,7.762989551215732e-30,1.5461600687823717e-26,2.8069336703196945e-25,-1.849337059169338e-31,-5.569011696868327e-29,3.707186466703814e-29,2.2443020163296362e-26,3.396631807667551e-24
6.28,6.502351417748847e-10,4.5250705343715714e-09,4.0444176434394957e-10,1.4229813144503869e-12,8.587245235872532e-09,2.8369774705483114e-08,2.431258058155863e-07,2.653494878150119e-12,6.848430470075906e-07,1.60640353763716e-09,7.474635890387908e-12,2.7876425145253118e-08,8.071885812707339e-06,300000000.0,8000.0,150000000.0,16000.0,30000.0,700.0,300000000.0,8.64,150000000.0,17.28,0.54,10800.0,130.0,2740.0,300000000.0,4.0,150000000.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,300000000.0,4.0,150000000.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,1e-16,1.3126994875486703e-25,-6.472819946428491e-25,-6.443348430639774e-25,-4.85340387738088e-27,7.986534441163804e-25,-4.851985510329669e-27,8.171446361007299e-25,4.008214628375336e-30,1.3352112336119277e-26,7.759366462184224e-30,1.5454629242086634e-26,2.805634828913961e-25,-1.852239180162269e-31,-5.577842493917069e-29,3.705476006656152e-29,2.2432584247341397e-26,3.395040138340083e-24
6.29,6.499407374732608e-10,4.523038277719119e-09,4.042601114877197e-10,1.4223472836043926e-12,8.583388160462346e-09,2.8357134286672067e-08,2.434652234370709e-07,2.6572184709722288e-12,6.845330084757263e-07,1.6086519694585215e-09,7.471305892380683e-12,2.7863803672279053e-08,8.071856708835749e-06,300000000.0,8000.0,150000000.0,16000.0,30000.0,700.0,300000000.0,8.64,150000000.0,17.28,0.54,10800.0,130.0,2740.0,300000000.0,4.0,150000000.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,300000000.0,4.0,150000000.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,1e-16,1.312106870284815e-25,-6.469903436773859e-25,-6.440446397513435e-25,-4.8512324216972e-27,7.982926497043667e-25,-4.849814812452411e-27,8.167755383753156e-25,4.0066476644067745e-30,1.3346214338473176e-26,7.755744950277889e-30,1.5447660979997002e-26,2.8043365802427193e-25,-1.8553062492411494e-31,-5.587182260358321e-29,3.7037663245386747e-29,2.2422153152260577e-26,3.3934492155661824e-24
6.3,6.496464712406971e-10,4.521006959896129e-09,4.040785425299784e-10,1.4217135410970844e-12,8.579532866619206e-09,2.8344499616199633e-08,2.4380448206383495e-07,2.6609403732316833e-12,6.842231153655751e-07,1.6108993642699007e-09,7.467977408947648e-12,2.7851188118507353e-08,8.071827618228344e-06,300000000.0,8000.0,150000000.0,16000.0,30000.0,700.0,300000000.0,8.64,150000000.0,17.28,0.54,10800.0,130.0,2740.0,300000000.0,4.0,150000000.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,300000000.0,4.0,150000000.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,1e-16,1.311515117224959e-25,-6.466988209948931e-25,-6.437545734232496e-25,-4.849061958801481e-27,7.979320241233306e-25,-4.8476451100708076e-27,8.164066128355847e-25,4.0050970174029766e-30,1.3340323921941357e-26,7.752125014835308e-30,1.5440695900080613e-26,2.803038924031214e-25,-1.8585465018161574e-31,-5.597056398710172e-29,3.702057419995044e-29,2.241172687576826e-26,3.391859038980216e-24
6.31,6.493523430095844e-10,4.518976580457436e-09,4.038970574309616e-10,1.4210800867963992e-12,8.575679353498585e-09,2.833187069143313e-08,2.441435817735454e-07,2.664660585699894e-12,6.839133676059083e-07,1.6131457225613062e-09,7.464650439394934e-12,2.783857848103951e-08,8.071798540879022e-06,300000000.0,8000.0,150000000.0,16000.0,30000.0,700.0,300000000.0,8.64,150000000.0,17.28,0.54,10800.0,130.0,2740.0,300000000.0,4.0,150000000.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,300000000.0,4.0,150000000.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,1e-16,1.310924256233098e-25,-6.464074260915557e-25,-6.434646440126105e-25,-4.8468924880886e-27,7.975715673122224e-25,-4.845476402721968e-27,8.160378593981255e-25,4.003563424878175e-30,1.3334441315392125e-26,7.74850665520055e-30,1.543373400086509e-26,2.801741860004477e-25,-1.8619681517907758e-31,-5.607490252198405e-29,3.7003492926690683e-29,2.2401305415579822e-26,3.3902696082167165e-24
6.32,6.490583527123449e-10,4.516947138958069e-09,4.037156561509224e-10,1.420446920570327e-12,8.571827620256335e-09,2.8319247509740973e-08,2.4448252264383326e-07,2.668379109147959e-12,6.836037651255306e-07,1.6153910448225333e-09,7.46132498302895e-12,2.7825974756978365e-08,8.071769476781678e-06,300000000.0,8000.0,150000000.0,16000.0,30000.0,700.0,300000000.0,8.64,150000000.0,17.28,0.54,10800.0,130.0,2740.0,300000000.0,4.0,150000000.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,300000000.0,4.0,150000000.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,1e-16,1.31033431513257e-25,-6.461161584637277e-25,-6.431748514509862e-25,-4.844724008954218e-27,7.972112792099284e-25,-4.8433086899403554e-27,8.156692779796113e-25,4.002047621699628e-30,1.332856674659264e-26,7.74488987071672e-30,1.5426775280877058e-26,2.8004453878874337e-25,-1.8655794188587516e-31,-5.618509180989459e-29,3.6986419422047e-29,2.2390888769411642e-26,3.388680922910394e-24
6.33,6.487645002814331e-10,4.514918634953256e-09,4.0353433865013166e-10,1.4198140422869119e-12,8.567977666048677e-09,2.8306630068492634e-08,2.4482130475229296e-07,2.672095944346666e-12,6.832943078532799e-07,1.6176353315431624e-09,7.458001039156395e-12,2.781337694342815e-08,8.071740425930215e-06,300000000.0,8000.0,150000000.0,16000.0,30000.0,700.0,300000000.0,8.64,150000000.0,17.28,0.54,10800.0,130.0,2740.0,300000000.0,4.0,150000000.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,300000000.0,4.0,150000000.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,1e-16,1.3097453217196086e-25,-6.458250176084409e-25,-6.428851956712914e-25,-4.842556520793997e-27,7.968511597553775e-25,-4.8411419712627486e-27,8.153008684967152e-25,4.000550344388951e-30,1.332270044398769e-26,7.741274660724333e-30,1.5419819738644962e-26,2.799149507406281e-25,-1.8693885020343165e-31,-5.630138481722303e-29,3.6969353682460375e-29,2.23804769349811e-26,3.3870929826961245e-24
6.34,6.484707856493351e-10,4.5128910679984174e-09,4.033531048888775e-10,1.4191814518142525e-12,8.564129490032207e-09,2.829401836505867e-08,2.4515992817648277e-07,2.6758110920664905e-12,6.829849957180279e-07,1.619878583212561e-09,7.454678607084246e-12,2.7800785037494426e-08,8.071711388318534e-06,300000000.0,8000.0,150000000.0,16000.0,30000.0,700.0,300000000.0,8.64,150000000.0,17.28,0.54,10800.0,130.0,2740.0,300000000.0,4.0,150000000.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,300000000.0,4.0,150000000.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,1e-16,1.3091573036820266e-25,-6.455340030228968e-25,-6.425956766044084e-25,-4.8403900230042195e-27,7.9649120888752e-25,-4.838976246224272e-27,8.149326308662373e-25,3.999072326820785e-30,1.3316842635005613e-26,7.737661024569078e-30,1.541286737269725e-26,2.7978542182858395e-25,-1.8734036003317019e-31,-5.64240344256558e-29,3.695229570437325e-29,2.237006991000658e-26,3.385505787208962e-24
6.35,6.481772087485686e-10,4.510864437649173e-09,4.031719548274659e-10,1.4185491490205004e-12,8.560283091363885e-09,2.8281412396810712e-08,2.454983929939247e-07,2.6795245530775954e-12,6.826758286486794e-07,1.6221208003198815e-09,7.451357686119763e-12,2.7788199036284136e-08,8.071682363940542e-06,300000000.0,8000.0,150000000.0,16000.0,30000.0,700.0,300000000.0,8.64,150000000.0,17.28,0.54,10800.0,130.0,2740.0,300000000.0,4.0,150000000.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,300000000.0,4.0,150000000.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,1e-16,1.3085702888567148e-25,-6.452431142053128e-25,-6.423062941839297e-25,-4.838224514981457e-27,7.961314265453484e-25,-4.836811514362036e-27,8.145645650048508e-25,3.997614301877152e-30,1.3310993547498282e-26,7.734048961594055e-30,1.540591818156369e-26,2.796559520252411e-25,-1.8776328995302497e-31,-5.655329322041777e-29,3.6935245484229504e-29,2.235966769220748e-26,3.383919336084126e-24
6.36,6.47883769511683e-10,4.508838743461334e-09,4.0299088842621987e-10,1.417917133773862e-12,8.556438469201051e-09,2.8268812161121462e-08,2.4583669928210467e-07,2.683236328149833e-12,6.823668065741726e-07,1.6243619833540636e-09,7.448038275570493e-12,2.777561893690558e-08,8.071653352790143e-06,300000000.0,8000.0,150000000.0,16000.0,30000.0,700.0,300000000.0,8.64,150000000.0,17.28,0.54,10800.0,130.0,2740.0,300000000.0,4.0,150000000.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,300000000.0,4.0,150000000.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,1e-16,1.307984304823066e-25,-6.449523506545844e-25,-6.420170483414152e-25,-4.83605999612253e-27,7.957718126678019e-25,-4.834647775211826e-27,8.1419667082941945e-25,3.99617700310182e-30,1.330515340847052e-26,7.730438471143339e-30,1.539897216377438e-26,2.795265413031663e-25,-1.8820845804462184e-31,-5.66894136173272e-29,3.6918203018474485e-29,2.234927027930418e-26,3.3823336289570104e-24
6.37,6.475904678712599e-10,4.506813984990911e-09,4.028099056454802e-10,1.4172854059425975e-12,8.552595622701415e-09,2.825621765536471e-08,2.461748471184719e-07,2.6869464180527422e-12,6.820579294234794e-07,1.6266021328038318e-09,7.444720374744263e-12,2.7763044736468416e-08,8.071624354861251e-06,300000000.0,8000.0,150000000.0,16000.0,30000.0,700.0,300000000.0,8.64,150000000.0,17.28,0.54,10800.0,130.0,2740.0,300000000.0,4.0,150000000.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,300000000.0,4.0,150000000.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,1e-16,1.3073993793502082e-25,-6.446617118685904e-25,-6.41727939009441e-25,-4.833896465824382e-27,7.954123671938838e-25,-4.8324850283107514e-27,8.138289482568281e-25,3.994761163045938e-30,1.3299322445350676e-26,7.726829552562291e-30,1.539202931785975e-26,2.7939718963500036e-25,-1.886766812315337e-31,-5.683264756633426e-29,3.690116830355499e-29,2.2338877669018094e-26,3.3807486654631804e-24
6.38,6.472973037599119e-10,4.504790161794107e-09,4.0262900644560534e-10,1.4166539653950206e-12,8.548754551023057e-09,2.82436288769153e-08,2.465128365804397e-07,2.6906548235555516e-12,6.817491971256052e-07,1.6288412491576972e-09,7.441403982949184e-12,2.7750476432083666e-08,8.071595370147777e-06,300000000.0,8000.0,150000000.0,16000.0,30000.0,700.0,300000000.0,8.64,150000000.0,17.28,0.54,10800.0,130.0,2740.0,300000000.0,4.0,150000000.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,300000000.0,4.0,150000000.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,1e-16,1.306815540031087e-25,-6.443711973472426e-25,-6.41438966120922e-25,-4.831733923484908e-27,7.950530900626394e-25,-4.830323273195923e-27,8.13461397203877e-25,3.9933675129371684e-30,1.3293500884465952e-26,7.72322220519563e-30,1.5385089642352056e-26,2.7926789699331004e-25,-1.8916877561015292e-31,-5.698324693268581e-29,3.688414133591925e-29,2.2328489859071614e-26,3.379164445238374e-24
6.39,6.470042771102844e-10,4.502767273427325e-09,4.0244819078697084e-10,1.4160228119994993e-12,8.544915253324426e-09,2.8231045823149167e-08,2.4685066774538497e-07,2.694361545427176e-12,6.814406096095883e-07,1.631079332903957e-09,7.43808909949365e-12,2.773791402086372e-08,8.071566398643637e-06,300000000.0,8000.0,150000000.0,16000.0,30000.0,700.0,300000000.0,8.64,150000000.0,17.28,0.54,10800.0,130.0,2740.0,300000000.0,4.0,150000000.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,300000000.0,4.0,150000000.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,1e-16,1.3062328144721998e-25,-6.440808065912996e-25,-6.411501296074181e-25,-4.8295723685018374e-27,7.946939812130507e-25,-4.82816250940412e-27,8.130940175875356e-25,3.991996783672301e-30,1.328768895273648e-26,7.719616428388074e-30,1.5378153135782717e-26,2.7913866335077853e-25,-1.896855567805635e-31,-5.714146311576062e-29,3.686712211201699e-29,2.2318106847188152e-26,3.3775809679184956e-24
6.4,6.467113878550538e-10,4.500745319447162e-09,4.0226745862997007e-10,1.4153919456244555e-12,8.54107772876435e-09,2.8218468491443323e-08,2.471883406906484e-07,2.6980665844362196e-12,6.81132166804501e-07,1.6333163845306941e-09,7.434775723686336e-12,2.7725357499922316e-08,8.07153744034275e-06,300000000.0,8000.0,150000000.0,16000.0,30000.0,700.0,300000000.0,8.64,150000000.0,17.28,0.54,10800.0,130.0,2740.0,300000000.0,4.0,150000000.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,300000000.0,4.0,150000000.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,1e-16,1.3056512302800447e-25,-6.437905390999958e-25,-6.408614294004889e-25,-4.8274118002733566e-27,7.943350405842052e-25,-4.82600273647245e-27,8.127268093247524e-25,3.990649703832018e-30,1.3281886876489453e-26,7.716012221487573e-30,1.5371219796684646e-26,2.7900948868004665e-25,-1.9022783877120621e-31,-5.73075474302341e-29,3.685011062829933e-29,2.2307728631092125e-26,3.375998233139627e-24
6.41,6.464186359269284e-10,4.498724299410408e-09,4.020868099350137e-10,1.4147613661383647e-12,8.537241976502024e-09,2.8205896879175847e-08,2.4752585549353433e-07,2.701769941350975e-12,6.808238686394488e-07,1.6355524045257776e-09,7.431463854836202e-12,2.771280686637456e-08,8.071508495239032e-06,300000000.0,8000.0,150000000.0,16000.0,30000.0,700.0,300000000.0,8.64,150000000.0,17.28,0.54,10800.0,130.0,2740.0,300000000.0,4.0,150000000.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,300000000.0,4.0,150000000.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,1e-16,1.3050708149798042e-25,-6.435003943752757e-25,-6.405728654340658e-25,-4.8252522181982275e-27,7.939762681151273e-25,-4.823843953938025e-27,8.123597723325606e-25,3.9893270029896214e-30,1.3276094881543864e-26,7.712409583838519e-30,1.5364289623591253e-26,2.788803729537658e-25,-1.907964353623677e-31,-5.748175089432021e-29,3.6833106881218894e-29,2.2297355208508947e-26,3.37441624053802e-24
6.42,6.461260225767312e-10,4.4967042212071495e-09,4.0190624540510574e-10,1.4141310757606452e-12,8.533408011470274e-09,2.8193331030585588e-08,2.4786321071956984e-07,2.7054716032554306e-12,6.805157164348997e-07,1.6377873842483114e-09,7.428153504633461e-12,2.7700262173849572e-08,8.071479563435852e-06,300000000.0,8000.0,150000000.0,16000.0,30000.0,700.0,300000000.0,8.64,150000000.0,17.28,0.54,10800.0,130.0,2740.0,300000000.0,4.0,150000000.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,300000000.0,4.0,150000000.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,1e-16,1.304479803839495e-25,-6.432105571385925e-25,-6.402844392765151e-25,-4.823093689363239e-27,7.936176566561176e-25,-4.821686169874788e-27,8.119929081145918e-25,3.9877185416858335e-30,1.3270216418764513e-26,7.708808515556267e-30,1.5357362639090858e-26,2.787513164722621e-25,-1.9104535741789624e-31,-5.755745624275025e-29,3.6816110930776654e-29,2.228698661992595e-26,3.3728349968881506e-24
6.43,6.458335505398219e-10,4.494685102112913e-09,4.017257665796014e-10,1.4135010793584823e-12,8.529575866367088e-09,2.8180771042688713e-08,2.4820040323163126e-07,2.7091715418215214e-12,6.802077130783548e-07,1.640021304776056e-09,7.4248446987128e-12,2.7687723539625805e-08,8.071450645159836e-06,300000000.0,8000.0,150000000.0,16000.0,30000.0,700.0,300000000.0,8.64,150000000.0,17.28,0.54,10800.0,130.0,2740.0,300000000.0,4.0,150000000.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,300000000.0,4.0,150000000.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,1e-16,1.3038531467338393e-25,-6.429214207891471e-25,-6.399961543407021e-25,-4.820936357111223e-27,7.932591910704011e-25,-4.819529401970508e-27,8.116262199613785e-25,3.985163945241707e-30,1.3264045909866973e-26,7.705209017622448e-30,1.5350438892861773e-26,2.786223199048717e-25,-1.902379027468469e-31,-5.730764640603399e-29,3.679912290854542e-29,2.227662295399144e-26,3.3712545170039785e-24
6.44,6.455412157560299e-10,4.492666916440952e-09,4.015453711694197e-10,1.4128713696787784e-12,8.52574549256959e-09,2.816821677091069e-08,2.485374376865527e-07,2.7128697992706184e-12,6.798998542841545e-07,1.6422541942500931e-09,7.421537398877371e-12,2.767519078962414e-08,8.07142174007337e-06,300000000.0,8000.0,150000000.0,16000.0,30000.0,700.0,300000000.0,8.64,150000000.0,17.28,0.54,10800.0,130.0,2740.0,300000000.0,4.0,150000000.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,300000000.0,4.0,150000000.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,1e-16,1.3032265916380555e-25,-6.426324237669654e-25,-6.3970800559999425e-25,-4.8187800158027205e-27,7.929008927697529e-25,-4.8173736239036364e-27,8.112597029836771e-25,3.9826056106029564e-30,1.3257876724797223e-26,7.701611087056303e-30,1.5343518310572393e-26,2.784933822317667e-25,-1.8942539681466892e-31,-5.705628899777145e-29,3.678214261847438e-29,2.2266264078894754e-26,3.369674778898386e-24
6.45,6.45249018159527e-10,4.490649663757292e-09,4.0136505913579437e-10,1.4122419465926092e-12,8.521916889254459e-09,2.815566821268141e-08,2.488743141599606e-07,2.7165663763558907e-12,6.795921399829488e-07,1.64448605314818e-09,7.41823160444982e-12,2.7662663921022443e-08,8.071392848170496e-06,300000000.0,8000.0,150000000.0,16000.0,30000.0,700.0,300000000.0,8.64,150000000.0,17.28,0.54,10800.0,130.0,2740.0,300000000.0,4.0,150000000.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,300000000.0,4.0,150000000.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,1e-16,1.3026001537580792e-25,-6.423435657660991e-25,-6.39419992990017e-25,-4.816624664907427e-27,7.925427616859023e-25,-4.81521883522154e-27,8.108933571003205e-25,3.9800439420954654e-30,1.3251708988662034e-26,7.69801472320675e-30,1.533660089078309e-26,2.7836450342602224e-25,-1.8860829076566843e-31,-5.680352327017915e-29,3.6765170057086395e-29,2.2255909992408678e-26,3.368095782215549e-24
