Time,FH2f,FH2b,DHFRf,DHFRtot,FH4,CH2FH4,CH3FH4,CHOFH4,FFH2,HCHO,FGAR,AICAR,MTX1,MTX2,MTX3,MTX4,MTX5,MTX1b,MTX2b,MTX3b,MTX4b,MTX5b,EMTX,dUMP,GAR,serine,formate,ATP,glutamine,glycine,NADP,NADPH,homocysteine,Keq,ext,cell,SHMT,SHMTr,HCHOtoCH2FH4,CH2FH4toHCHO,MTHFR,MTR,HCOOHtoCHOFH4,GARFT,ATIC7,MTHFD,TYMS,DHFReductase,FFH2syn,ATIC12,AICARsyn,FPGS12,FPGS23,FPGS34,FPGS45,GGH21,GGH32,GGH43,GGH54,RFC,MTX1export,MTX2export,MTX3export,MTX4export,MTX5export,MTX1on,MTX2on,MTX3on,MTX4on,MTX5on,MTX1off,MTX2off,MTX3off,MTX4off,MTX5off,DHFRfsyn,DHFRdeg,FH2bdeg,MTX1deg,MTX2deg,MTX3deg,MTX4deg,MTX5deg
0.0,0.0012,0.0024,0.64,0.6424,0.46,0.26,1.63,1.0,0.000332,0.0074,16.49,3.695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.76,689.6,123.3,500.0,2980.0,7170.0,1600.0,6.73,294.0,10.0,0.32,1.0,1.0,1444.090159015902,136.7130299973472,0.07897280000000001,0.078,0.9909274184247315,0.9996925317231007,1.6793065478303695,649.9777358540591,649.8913690718412,1288.7230963424574,5.062997609335893,5.0625599999999995,0.078,0.0793783978802867,650.0245013976557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0192,0.019271999999999997,7.199999999999999e-05,0.0,0.0,0.0,0.0,0.0
0.01,0.0012083287088340377,0.002416654681133641,0.6399992752874176,0.6424159299685512,0.45892090011050535,0.26194506761915104,1.629984561637575,0.9991451909752342,0.0003286757699432379,0.0073979620305039875,16.485803162358327,3.6971721757718403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.76,689.6,123.3,500.0,2980.0,7170.0,1600.0,6.73,294.0,10.0,0.32,1.0,1.0,1441.422622854273,137.7357004674652,0.07876584194131578,0.0785835202857453,0.998281439905552,0.9996831851257365,1.675374958844546,649.5170824583773,649.7507802400373,1297.5898691260347,5.097538542252719,5.097691384383303,0.07854136607421246,0.07862350309585528,649.8824785418585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0192,0.019272477899056537,7.249964043400924e-05,0.0,0.0,0.0,0.0,0.0
0.02,0.0012083189894972208,0.002416632506132727,0.6399985506180372,0.64241518312417,0.458922820760188,0.26194639582466145,1.6299706740178508,0.9991568781545125,0.0003283620700323929,0.00739623217629041,16.48271044216659,3.6970871845719997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.76,689.6,123.3,500.0,2980.0,7170.0,1600.0,6.73,294.0,10.0,0.32,1.0,1.0,1441.4273730713917,137.73639880602897,0.07874775381349865,0.07858391874739844,0.9982864994979516,0.9996747773674265,1.6753819565659855,649.5235639847267,649.7443039825312,1297.595920262308,5.097562972149286,5.097644608436375,0.07854073431731935,0.0785469067436381,649.7778129629087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0192,0.0192724554937251,7.249897518398181e-05,0.0,0.0,0.0,0.0,0.0
0.03,0.001208284042771345,0.0024165598774517037,0.639997826182402,0.6424143860598537,0.458905847698799,0.26193821214106955,1.6299566852564842,0.99919678787283,0.0003283577839009982,0.0073946801933472235,16.480647854441088,3.6965515853109085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.76,689.6,123.3,500.0,2980.0,7170.0,1600.0,6.73,294.0,10.0,0.32,1.0,1.0,1441.3853944171717,137.7320960216982,0.07872831799607702,0.07858146364232087,0.9982555597549332,0.9996663083746941,1.6753201166769018,649.545121937167,649.6847070375134,1297.5586363568289,5.097417787985415,5.0974914054966245,0.07853846278013743,0.07853602225983326,649.7080066177687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0192,0.01927243158179561,7.24967963235511e-05,0.0,0.0,0.0,0.0,0.0
0.04,0.0012082528059253399,0.0024164946695565824,0.6399971019855333,0.6424135966550899,0.458890121861791,0.2619305451174545,1.629942467928924,0.9992351262788524,0.00032838576054036256,0.007393289154123935,16.479361557044907,3.6960517506773214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.76,689.6,123.3,500.0,2980.0,7170.0,1600.0,6.73,294.0,10.0,0.32,1.0,1.0,1441.346499873773,137.72806488475752,0.07871081077277305,0.07857916353523635,0.9982265695931959,0.9996577010028584,1.6752628209344302,649.5658132832776,649.6296797796492,1297.5237061240534,5.097281680916087,5.0973538559626554,0.07853643238514708,0.07853351070875052,649.6644718383882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0192,0.019272407899652698,7.249484008669747e-05,0.0,0.0,0.0,0.0,0.0
0.05,0.0012082324673707637,0.0024164512591442365,0.6399963780222339,0.6424128292813781,0.4588796401433857,0.2619254107987406,1.6299280942774637,0.9992658354399883,0.0003284115678014739,0.007392041717251377,16.478602724253182,3.6956834088770294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.76,689.6,123.3,500.0,2980.0,7170.0,1600.0,6.73,294.0,10.0,0.32,1.0,1.0,1441.3205752377603,137.72536538323584,0.0786957326807832,0.07857762323962218,0.9982071545251001,0.9996489989883505,1.6752246316853365,649.5823845724262,649.5904740513132,1297.500314562914,5.097190514824497,5.097262286038853,0.07853511037909963,0.07853289964260683,649.638788665654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0192,0.019272384878441344,7.249353777432709e-05,0.0,0.0,0.0,0.0,0.0
0.06,0.0012082220796292148,0.002416427751172786,0.639995654286166,0.6424120820373388,0.4588739914206412,0.26192262912987785,1.629913657658578,0.9992894185206631,0.0003284308165569819,0.0073909222967645915,16.47819081549118,3.695435588149126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.76,689.6,123.3,500.0,2980.0,7170.0,1600.0,6.73,294.0,10.0,0.32,1.0,1.0,1441.3066040386122,137.72390284852293,0.0786828467386314,0.07857678873896336,0.9981966342734205,0.9996402588504729,1.6752040510432404,649.5951101089834,649.5657004272977,1297.4876414627806,5.097141107617856,5.097212698323875,0.07853443517589896,0.07853293854848492,649.6248472146085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0192,0.019272362461120164,7.249283253518357e-05,0.0,0.0,0.0,0.0,0.0
0.07,0.0012082191895467274,0.002416419239285518,0.639994930772005,0.6424113500112905,0.4588719855063987,0.2619216269431351,1.6298992365668263,0.99930756227986,0.0003284440665712588,0.0073899168816384374,16.4779946196629,3.695278648750755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.76,689.6,123.3,500.0,2980.0,7170.0,1600.0,6.73,294.0,10.0,0.32,1.0,1.0,1441.3016427176217,137.72337592279086,0.07867179930714867,0.07857648808294053,0.9981928419001109,0.9996315281109571,1.675196742664632,649.6049007842629,649.5517751861433,1297.48307556069,5.097123288711525,5.097194743348872,0.07853424732053728,0.0785332162383932,649.6182067420868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0192,0.019272340500338714,7.249257717856553e-05,0.0,0.0,0.0,0.0,0.0
0.08,0.0012082212664068033,0.0024164206620296592,0.6399942074758509,0.6424106281378805,0.4588723879209376,0.2619218032321605,1.6298848880452101,0.9993220458382125,0.0003284531748622314,0.007389013110439626,16.477927038888243,3.695182108304928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.76,689.6,123.3,500.0,2980.0,7170.0,1600.0,6.73,294.0,10.0,0.32,1.0,1.0,1441.3026380289562,137.72346861132863,0.07866224689650386,0.07857654096964815,0.9981935051130961,0.9996228413044875,1.6751982088279234,649.6127166299844,649.5450354602401,1297.483878723014,5.097126389892154,5.097197744485364,0.07853438231644222,0.07853361576015683,649.6159193881849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0192,0.019272318844136414,7.249261986088977e-05,0.0,0.0,0.0,0.0,0.0
0.09,0.0012082263282979016,0.002416428055579333,0.6399934843951949,0.6424099124507742,0.4588742345344713,0.2619226864304616,1.629870648090679,0.9993342691710246,0.00032845984966975905,0.007388200215976057,16.477936387203847,3.695122248838022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.76,689.6,123.3,500.0,2980.0,7170.0,1600.0,6.73,294.0,10.0,0.32,1.0,1.0,1441.307205342729,137.72393297579436,0.07865390947368754,0.07857680592913849,0.9981968409977778,0.9996142202241852,1.675204936807876,649.6193129361874,649.5426392740483,1297.4879025206844,5.097142039848854,5.097213340439046,0.0785347113393636,0.07853410890784868,649.6162357935084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0192,0.019272297373523224,7.249284166738e-05,0.0,0.0,0.0,0.0,0.0
