Akt,AktPIP,AktPIP3,AktPIPP,E,ERK,ERKP,ERKPP,GS,HRG,MEK,MEKP,MEKPP,MKP3,PI3K,PI3Kstar,PIP3,PP2A,P_I,R,RHRG,RHRG2,RP,RPI3K,RPI3Kstar,RShGS,RShP,RShc,Raf,Rafstar,RasGDP,RasGTP,ShGS,ShP,Shc,internalization,Time
10.0,0.0,0.0,0.0,7.0,1000.0,0.0,0.0,10.0,330.0,120.0,0.0,0.0,2.4,10.0,0.0,0.0,11.4,800.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,120.0,0.0,0.0,0.0,1000.0,0.0,0.0
10.0,5.102007933072052e-20,1.8167774820019473e-16,1.2851567469271839e-23,7.0,1000.0,4.498956431941017e-48,1.7357244225427355e-98,9.999999999980368,329.683978851879,120.0,6.397723562750772e-21,1.4223184262520112e-43,2.4,9.999999999985848,1.475324589397764e-14,3.657757039072965e-17,11.4,800.0,79.68397885187888,0.3160144837982652,3.3238589121141077e-06,6.8857693719702485e-09,1.3921259509931948e-11,2.1959143664452313e-13,5.030946846017963e-12,2.6369241845080895e-11,1.3711968372861533e-09,100.0,6.534321628743628e-18,120.0,4.179242226935008e-15,1.4601266373295202e-11,7.736795719532158e-13,999.999999998582,1.4203209457607467e-14,0.01
9.999999999999961,2.246788812279346e-17,3.893229632612193e-14,1.1584491033872385e-20,7.0,1000.0,5.621942314993654e-42,2.688737882549591e-86,9.999999998566796,329.369508715851,120.0,4.993885471808809e-18,8.616606916929015e-38,2.4,9.999999999607846,1.573396381236378e-12,4.719285376590957e-15,11.4,800.0,79.36950871585083,0.6304381829780973,2.641864535844569e-05,9.355984328999793e-08,3.7913650615314105e-10,1.1446106448177202e-11,2.0897084160770805e-10,9.905490940628838e-10,3.678984267927835e-08,100.0,2.4385251716569722e-15,119.99999999999928,7.401402937121118e-13,1.224235036752073e-09,1.3788945010357437e-10,999.9999999606484,3.9480375866477365e-13,0.02
9.999999999999183,7.232397286588897e-16,8.177062409028731e-13,5.697468004394543e-19,7.0,1000.0,1.5674850825018613e-38,2.1046458834824894e-79,9.999999984448138,329.0565796174258,120.0,2.1218627123265789e-16,1.5560381758320355e-34,2.4,9.999999997369866,2.271330376355993e-11,7.758624317501239e-14,11.4,799.9999999999993,79.05657961742568,0.943241891216627,8.858204705436895e-05,4.130179212426318e-07,2.4993950301180695e-09,1.0803078692223962e-10,1.611003901664657e-09,7.3831218576697376e-09,2.390096730753251e-07,99.99999999999994,6.69970057923513e-14,119.99999999998693,1.3084409710226312e-11,1.394085947509177e-08,2.4538958504518535e-09,999.9999997356015,2.6567732945013044e-12,0.03
9.999999999993275,8.070078177062314e-15,6.716903527489576e-12,8.612653089949182e-18,7.0,1000.0,3.780392427720149e-36,1.2189498359695437e-74,9.999999920876071,328.7451816654197,120.0,2.8253885045748914e-15,2.7572222887639524e-32,2.4,9.999999990048684,1.4556052455391023e-10,5.498728500783222e-13,11.4,799.9999999999928,78.74518166541952,1.2543969738554843,0.00020859609867487425,1.1625130944114346e-06,9.295132911172486e-09,5.106304922517146e-10,6.465910715611252e-09,2.9145205430101122e-08,8.763237724681877e-07,99.99999999999935,6.53606124516643e-13,119.99999999990683,9.316722248717212e-11,7.265801822990013e-08,1.7592989178035166e-08,999.9999989978141,1.00852937102744e-11,0.04
9.999999999966771,5.0660195207110456e-14,3.3178912551025396e-11,6.855121504412733e-17,7.0,1000.0,2.4511756230763617e-34,5.076558029691443e-71,9.999999731277052,328.4353050510861,120.0,2.0175558507575324e-14,1.4054620353370123e-30,2.4,9.999999972365105,6.002636170691501e-10,2.459860006184924e-12,11.4,799.9999999999645,78.435305051086,1.5638753786824002,0.00040472783481646966,2.5700741655748744e-06,2.5374234163863968e-08,1.6604016840268848e-09,1.840525066601181e-08,8.214962315904914e-08,2.3595892175057418e-06,99.99999999999635,3.66332331613205e-12,119.99999999959144,4.0858595713715983e-10,2.503176955665301e-07,7.769629422354722e-08,999.999997211842,2.8097674792525335e-11,0.05
9.999999999880542,2.2174696942579412e-13,1.192366171517839e-10,3.6473350879688715e-16,7.0,1000.0,7.012101973621381e-33,4.161749604062188e-68,9.999999289019751,328.1269400472586,119.99999999999993,9.777045439133178e-14,3.300600001818401e-29,2.4,9.99999993673752,1.877998941768766e-09,8.232908226705717e-12,11.4,799.9999999998724,78.12694004725847,1.8716496461491092,0.0006947301119852781,4.890180790725979e-06,5.710971629470194e-08,4.274768838431182e-09,4.2444843980539045e-08,1.8820246575622178e-07,5.240907119608017e-06,99.99999999998545,1.4557300102797562e-11,119.99999999867212,1.3279052576625785e-09,6.685354022726713e-07,2.543165734970579e-07,999.9999936055937,6.452586644133884e-11,0.06
9.999999999654339,7.584796479879374e-13,3.449016250812521e-10,1.4726744672385414e-15,7.0,1000.0,1.1509099424518283e-31,1.1609270374384925e-65,9.999998410965212,327.8200770075031,119.99999999999967,3.6394695060168406e-13,4.5785368714041285e-28,2.4,9.999999873065581,4.8648049598767035e-09,2.2573806779259153e-11,11.4,799.9999999996319,77.82007700750303,2.1776929190214185,0.0010958426642773413,8.401936721430667e-06,1.1268248364790305e-07,9.387132871835315e-09,8.496773331669071e-08,3.749188130260111e-07,1.0210050747117653e-05,99.9999999999542,4.580383184001698e-11,119.99999999647643,3.5235858434482173e-09,1.5040670547514936e-06,6.797079937914765e-07,999.9999871462877,1.2987084811922657e-10,0.07
9.9999999991452,2.169340264895117e-12,8.526270941355215e-10,4.865758835926071e-15,7.0,1000.0,1.2569886844021955e-30,1.3365618631033926e-63,9.999996853807827,327.51470636528234,119.9999999999989,1.1195772825174998e-12,4.328507720283627e-27,2.4,9.99999976852975,1.0989688798249935e-08,5.352989995351445e-11,11.4,799.9999999990916,77.51470636528228,2.481978951458391,0.001624793409508788,1.3407920245534886e-05,2.0210604264424547e-07,1.8374518814327228e-08,1.537111235047725e-07,6.755737890877863e-07,1.8090296893490957e-05,99.99999999987823,1.2178107392087607e-10,119.99999999191942,8.080593141907821e-09,2.9924810520214562e-06,1.5701515072422393e-06,999.9999765177856,2.3754285881583404e-10,0.08
9.999999998122622,5.418585726532631e-12,1.871947435978166e-09,1.3808932355726087e-14,7.0,1000.0,1.013363983854797e-29,8.715810624118654e-62,9.999994312344848,327.2108186331297,119.99999999999704,2.982090247360239e-12,3.070764775251911e-26,2.4,9.999999607402687,2.2382190043015664e-08,1.1368357832675192e-10,11.4,799.9999999980088,77.21081863312959,2.784482117518149,0.002297800009329088,2.0233213612576088e-05,3.372386791656991e-07,3.297644375447891e-08,2.577693204029553e-07,1.1289600897760241e-06,2.983410456500218e-05,99.99999999971483,2.851746210928723e-10,119.99999998339467,1.660533116903535e-08,5.429885836157409e-06,3.250356991199268e-06,999.9999600989231,4.0409122141348184e-10,0.09
