Time,Akt,AktPIP3,AktPIP,AktPIPP,ERK,ERKP,ERKPP,GS,HRG,MEK,MEKP,MEKPP,PI3K,PI3Kstar,PIP3,R,RP,RHRG,RHRG2,RPI3K,RPI3Kstar,RShGS,RShP,RShc,Raf,Rafstar,RasGDP,RasGTP,ShGS,ShP,Shc,P_I,internalization,E,MKP3,PP2A,k1,k2,k3,k5,k6,k7,k8,k9,V10,k11,V12,k13,k14,k15,k16,k17,k20,k18,k19,k21,k22,k23,k24,k25,k27,V26,V28,k29,V30,k31,V32,k33,k34,k_1,k_2,k_3,K4,k_5,k_6,k_7,k_8,k_9,K10,K11,K12,K13,K14,K15,K18,K19,K20,K21,K22,k_23,k_24,k_25,K26,K27,K28,K30,K31,K32,K33,k_34,V4,K17,K16,k_29,RP_percent,AktPP_percent,MEKPP_percent,ERKPP_percent,Rafstar_percent,ShP_percent,PI3Kstar_percent,compartment_0000001,reaction_0000001,reaction_0000002,reaction_0000003,reaction_0000004,reaction_0000005,reaction_0000006,reaction_0000007,reaction_0000008,reaction_0000009,reaction_0000010,reaction_0000011,reaction_0000012,reaction_0000013,reaction_0000014,reaction_0000015,reaction_0000016,reaction_0000017,reaction_0000018,reaction_0000019,reaction_0000020,reaction_0000021,reaction_0000022,reaction_0000023,reaction_0000024,reaction_0000025,reaction_0000026,reaction_0000029,reaction_0000028,reaction_0000027,reaction_0000030,reaction_0000031,reaction_0000032,reaction_0000033,reaction_0000034
0.0,10.0,0.0,0.0,0.0,1000.0,0.0,0.0,10.0,330.0,120.0,0.0,0.0,10.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,120.0,0.0,0.0,0.0,1000.0,800.0,0.0,7.0,2.4,11.4,0.0012,0.01,1.0,0.1,20.0,60.0,2040.0,40.8,0.0154,0.222,0.289,1.53,0.00673,3.5,0.058,2.9,0.3,0.058,9.5,16.0,0.27,0.1,9.85,45.8,16.9,2620.0,17000.0,507.0,20000.0,0.107,20000.0,0.211,0.001,0.00076,0.1,0.01,50.0,1.0,5.0,546.0,15700.0,0.0,340.0,0.181,0.0571,11.7,8.07,317.0,60.0,146000.0,160.0,146000.0,60.0,2.0,0.0985,0.047,3680.0,39.1,9.02,80000.0,4.35,80000.0,12.0,0.0,62.5,317.0,2200.0,234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,31.679999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,10.0,1.8167774820019473e-16,5.102007933072052e-20,1.2851567469271839e-23,1000.0,4.498956431941017e-48,1.7357244225427355e-98,9.999999999980368,329.683978851879,120.0,6.397723562750772e-21,1.4223184262520112e-43,9.999999999985848,1.475324589397764e-14,3.657757039072965e-17,79.68397885187888,6.8857693719702485e-09,0.3160144837982652,3.3238589121141077e-06,1.3921259509931948e-11,2.1959143664452313e-13,5.030946846017963e-12,2.6369241845080895e-11,1.3711968372861533e-09,100.0,6.534321628743628e-18,120.0,4.179242226935008e-15,1.4601266373295202e-11,7.736795719532158e-13,999.999999998582,800.0,1.4203209457607467e-14,7.0,2.4,11.4,0.0012,0.01,1.0,0.1,20.0,60.0,2040.0,40.8,0.0154,0.222,0.289,1.53,0.00673,3.5,0.058,2.9,0.3,0.058,9.5,16.0,0.27,0.1,9.85,45.8,16.9,2620.0,17000.0,507.0,20000.0,0.107,20000.0,0.211,0.001,0.00076,0.1,0.01,50.0,1.0,5.0,546.0,15700.0,0.0,340.0,0.181,0.0571,11.7,8.07,317.0,60.0,146000.0,160.0,146000.0,60.0,2.0,0.0985,0.047,3680.0,39.1,9.02,80000.0,4.35,80000.0,12.0,0.0,62.5,317.0,2200.0,234.0,2.0756268122235192e-08,1.285156746927184e-22,1.1852653552100095e-43,1.7357244225427356e-99,6.534321628743628e-18,7.736795719532158e-14,1.475324589397764e-13,1.0,31.524397267356,0.000998319153811629,3.323790054420388e-06,8.607211713777464e-09,6.872057403587623e-07,2.729209053649766e-08,1.3074648129091669e-08,1.0263129987383685e-08,5.957316680304442e-10,3.504313355317499e-17,3.236599264314527e-12,2.1152381849109088e-14,5.724476819346967e-15,3.8145215852554185e-20,6.2801260505087506e-18,1.9228067362230958e-24,2.774230480717044e-40,1.5673949057297165e-45,9.191853775098033e-45,2.0245303943734576e-50,6.964842048494925e-95,1.8745823763461543e-100,6.85792685294064e-09,1.371027764163202e-10,1.0057287798314385e-11,1.0503669631038428e-14,1.4293568880215374e-13,6.893777124638626e-14,2.377116964444973e-13,4.541943705004868e-17,1.430673396956618e-20,1.275501983268013e-20,2.57609669921554e-24,6.885769371970249e-12
0.02,9.999999999999961,3.893229632612193e-14,2.246788812279346e-17,1.1584491033872385e-20,1000.0,5.621942314993654e-42,2.688737882549591e-86,9.999999998566796,329.369508715851,120.0,4.993885471808809e-18,8.616606916929015e-38,9.999999999607846,1.573396381236378e-12,4.719285376590957e-15,79.36950871585083,9.355984328999793e-08,0.6304381829780973,2.641864535844569e-05,3.7913650615314105e-10,1.1446106448177202e-11,2.0897084160770805e-10,9.905490940628838e-10,3.678984267927835e-08,100.0,2.4385251716569722e-15,119.99999999999928,7.401402937121118e-13,1.224235036752073e-09,1.3788945010357437e-10,999.9999999606484,800.0,3.9480375866477365e-13,7.0,2.4,11.4,0.0012,0.01,1.0,0.1,20.0,60.0,2040.0,40.8,0.0154,0.222,0.289,1.53,0.00673,3.5,0.058,2.9,0.3,0.058,9.5,16.0,0.27,0.1,9.85,45.8,16.9,2620.0,17000.0,507.0,20000.0,0.107,20000.0,0.211,0.001,0.00076,0.1,0.01,50.0,1.0,5.0,546.0,15700.0,0.0,340.0,0.181,0.0571,11.7,8.07,317.0,60.0,146000.0,160.0,146000.0,60.0,2.0,0.0985,0.047,3680.0,39.1,9.02,80000.0,4.35,80000.0,12.0,0.0,62.5,317.0,2200.0,234.0,3.298494712938705e-07,1.1584491033872385e-19,7.180505764107512e-38,2.688737882549591e-87,2.4385251716569722e-15,1.3788945010357437e-11,1.573396381236378e-11,1.0,31.369796178290823,0.003971881161031404,2.6417709760012788e-05,1.169498038936613e-07,9.319194485952342e-06,7.308441081152526e-07,4.802313768347421e-07,4.2629871861368485e-07,4.994878949948458e-08,6.245580975277012e-15,2.713708604444565e-10,3.746069087215897e-12,1.0138000442072794e-12,1.423530617555885e-17,2.343662636375122e-15,1.5008895790727205e-21,8.081321450662638e-35,9.495500822455775e-40,5.568555490532357e-39,2.5298740417471443e-44,5.272605936103428e-83,2.903836913153558e-88,9.280157027402266e-08,3.7333671441232935e-09,5.242316753195971e-10,1.120189814901986e-12,1.4816619519003528e-11,8.89444028847519e-12,2.5351351536546096e-11,9.733074081530482e-15,6.300305731536428e-18,5.616972030698365e-18,2.3221112277397194e-21,9.355984328999793e-11
0.03,9.999999999999183,8.177062409028731e-13,7.232397286588897e-16,5.697468004394543e-19,1000.0,1.5674850825018613e-38,2.1046458834824894e-79,9.999999984448138,329.0565796174258,120.0,2.1218627123265789e-16,1.5560381758320355e-34,9.999999997369866,2.271330376355993e-11,7.758624317501239e-14,79.05657961742568,4.130179212426318e-07,0.943241891216627,8.858204705436895e-05,2.4993950301180695e-09,1.0803078692223962e-10,1.611003901664657e-09,7.3831218576697376e-09,2.390096730753251e-07,99.99999999999994,6.69970057923513e-14,119.99999999998693,1.3084409710226312e-11,1.394085947509177e-08,2.4538958504518535e-09,999.9999997356015,799.9999999999993,2.6567732945013044e-12,7.0,2.4,11.4,0.0012,0.01,1.0,0.1,20.0,60.0,2040.0,40.8,0.0154,0.222,0.289,1.53,0.00673,3.5,0.058,2.9,0.3,0.058,9.5,16.0,0.27,0.1,9.85,45.8,16.9,2620.0,17000.0,507.0,20000.0,0.107,20000.0,0.211,0.001,0.00076,0.1,0.01,50.0,1.0,5.0,546.0,15700.0,0.0,340.0,0.181,0.0571,11.7,8.07,317.0,60.0,146000.0,160.0,146000.0,60.0,2.0,0.0985,0.047,3680.0,39.1,9.02,80000.0,4.35,80000.0,12.0,0.0,62.5,317.0,2200.0,234.0,1.6590728647358291e-06,5.697468004394543e-18,1.2966984798600297e-34,2.1046458834824896e-80,6.69970057923513e-14,2.4538958504518534e-10,2.271330376355993e-10,1.0,31.21618835835803,0.008888194448753757,8.857791687515652e-05,5.162723972886946e-07,4.106278244026772e-05,4.743277852218154e-06,3.5502649774036625e-06,3.2863575615465286e-06,5.687870665837442e-07,1.1114704734319355e-13,3.0902097371168883e-09,6.622407014691596e-11,1.7922244276317148e-11,3.9110643653998064e-16,6.439071494917058e-14,6.377161933592427e-20,9.433855845357492e-32,1.714754069766903e-36,1.0056029027485944e-35,7.053682871258375e-41,2.6547663982804068e-76,2.2730175541610884e-81,4.080191310737664e-07,2.4608400014151144e-08,4.947810040597667e-09,1.6170884744708328e-11,2.020189925260084e-10,1.4622684412141898e-10,3.659681407261711e-10,2.0442656022571825e-13,2.0280639563634793e-16,1.8080993216472242e-16,1.142057461480886e-19,4.130179212426318e-10
0.04,9.999999999993275,6.716903527489576e-12,8.070078177062314e-15,8.612653089949182e-18,1000.0,3.780392427720149e-36,1.2189498359695437e-74,9.999999920876071,328.7451816654197,120.0,2.8253885045748914e-15,2.7572222887639524e-32,9.999999990048684,1.4556052455391023e-10,5.498728500783222e-13,78.74518166541952,1.1625130944114346e-06,1.2543969738554843,0.00020859609867487425,9.295132911172486e-09,5.106304922517146e-10,6.465910715611252e-09,2.9145205430101122e-08,8.763237724681877e-07,99.99999999999935,6.53606124516643e-13,119.99999999990683,9.316722248717212e-11,7.265801822990013e-08,1.7592989178035166e-08,999.9999989978141,799.9999999999928,1.00852937102744e-11,7.0,2.4,11.4,0.0012,0.01,1.0,0.1,20.0,60.0,2040.0,40.8,0.0154,0.222,0.289,1.53,0.00673,3.5,0.058,2.9,0.3,0.058,9.5,16.0,0.27,0.1,9.85,45.8,16.9,2620.0,17000.0,507.0,20000.0,0.107,20000.0,0.211,0.001,0.00076,0.1,0.01,50.0,1.0,5.0,546.0,15700.0,0.0,340.0,0.181,0.0571,11.7,8.07,317.0,60.0,146000.0,160.0,146000.0,60.0,2.0,0.0985,0.047,3680.0,39.1,9.02,80000.0,4.35,80000.0,12.0,0.0,62.5,317.0,2200.0,234.0,5.210634366071897e-06,8.612653089949182e-17,2.297685240636627e-32,1.218949835969544e-75,6.53606124516643e-13,1.7592989178035167e-09,1.4556052455391023e-09,1.0,31.063565520549652,0.015714258070310478,0.00020858447354393014,1.4531413342283767e-06,0.00011537498555216987,1.738074942221325e-05,1.3956735868971943e-05,1.3189131745254536e-05,2.9644471437799255e-06,7.968589215521248e-13,1.6105787151417754e-08,4.715468871253945e-10,1.2761490636112197e-10,3.815537115982224e-15,6.281797993066134e-13,8.491576723749612e-19,1.2254930364105944e-29,3.038458962217876e-34,1.781878349881466e-33,1.7011765924740668e-38,1.1345177972227987e-71,1.3164658228471072e-76,1.1439228274322361e-06,9.15067620715622e-08,2.3386876537175374e-08,1.0363276476392112e-10,1.2160999244626582e-09,1.0363457263116304e-09,2.3453441687151295e-09,1.679225881872394e-12,2.2629612322714005e-15,2.0175195442655786e-15,1.7264063118803103e-18,1.1625130944114345e-09
0.05,9.999999999966771,3.3178912551025396e-11,5.0660195207110456e-14,6.855121504412733e-17,1000.0,2.4511756230763617e-34,5.076558029691443e-71,9.999999731277052,328.4353050510861,120.0,2.0175558507575324e-14,1.4054620353370123e-30,9.999999972365105,6.002636170691501e-10,2.459860006184924e-12,78.435305051086,2.5700741655748744e-06,1.5638753786824002,0.00040472783481646966,2.5374234163863968e-08,1.6604016840268848e-09,1.840525066601181e-08,8.214962315904914e-08,2.3595892175057418e-06,99.99999999999635,3.66332331613205e-12,119.99999999959144,4.0858595713715983e-10,2.503176955665301e-07,7.769629422354722e-08,999.999997211842,799.9999999999645,2.8097674792525335e-11,7.0,2.4,11.4,0.0012,0.01,1.0,0.1,20.0,60.0,2040.0,40.8,0.0154,0.222,0.289,1.53,0.00673,3.5,0.058,2.9,0.3,0.058,9.5,16.0,0.27,0.1,9.85,45.8,16.9,2620.0,17000.0,507.0,20000.0,0.107,20000.0,0.211,0.001,0.00076,0.1,0.01,50.0,1.0,5.0,546.0,15700.0,0.0,340.0,0.181,0.0571,11.7,8.07,317.0,60.0,146000.0,160.0,146000.0,60.0,2.0,0.0985,0.047,3680.0,39.1,9.02,80000.0,4.35,80000.0,12.0,0.0,62.5,317.0,2200.0,234.0,1.2643132231883921e-05,6.855121504412733e-16,1.1712183627808437e-30,5.076558029691443e-72,3.66332331613205e-12,7.769629422354722e-09,6.002636170691501e-09,1.0,30.911919464186308,0.024416589217008563,0.0004047021340748139,3.212592541836571e-06,0.00025464782662340443,4.678103623431959e-05,3.92405057072577e-05,3.753661099849587e-05,1.0212961979114427e-05,3.5191850904976457e-12,5.548683577181358e-08,2.0679744442678435e-09,5.596566825602974e-10,2.1385274030099448e-14,3.520814171110895e-12,6.063672402367569e-18,4.904755659054518e-28,1.5488191629413875e-32,9.082917915443276e-32,1.1030290303843626e-36,3.749697175703263e-68,5.4826826720667583e-73,2.519325690144774e-06,2.4977265694818344e-07,7.604639705592338e-08,4.2736159693503176e-10,4.70762469437618e-09,4.6360997899259754e-09,9.671748424234168e-09,8.294728137756346e-12,1.4205817497386807e-14,1.266504880177761e-14,1.3741091055595165e-17,2.5700741655748746e-09
0.06,9.999999999880542,1.192366171517839e-10,2.2174696942579412e-13,3.6473350879688715e-16,1000.0,7.012101973621381e-33,4.161749604062188e-68,9.999999289019751,328.1269400472586,119.99999999999993,9.777045439133178e-14,3.300600001818401e-29,9.99999993673752,1.877998941768766e-09,8.232908226705717e-12,78.12694004725847,4.890180790725979e-06,1.8716496461491092,0.0006947301119852781,5.710971629470194e-08,4.274768838431182e-09,4.2444843980539045e-08,1.8820246575622178e-07,5.240907119608017e-06,99.99999999998545,1.4557300102797562e-11,119.99999999867212,1.3279052576625785e-09,6.685354022726713e-07,2.543165734970579e-07,999.9999936055937,799.9999999998724,6.452586644133884e-11,7.0,2.4,11.4,0.0012,0.01,1.0,0.1,20.0,60.0,2040.0,40.8,0.0154,0.222,0.289,1.53,0.00673,3.5,0.058,2.9,0.3,0.058,9.5,16.0,0.27,0.1,9.85,45.8,16.9,2620.0,17000.0,507.0,20000.0,0.107,20000.0,0.211,0.001,0.00076,0.1,0.01,50.0,1.0,5.0,546.0,15700.0,0.0,340.0,0.181,0.0571,11.7,8.07,317.0,60.0,146000.0,160.0,146000.0,60.0,2.0,0.0985,0.047,3680.0,39.1,9.02,80000.0,4.35,80000.0,12.0,0.0,62.5,317.0,2200.0,234.0,2.6057799263009724e-05,3.647335087968872e-15,2.750500001515334e-29,4.161749604062188e-69,1.4557300102797562e-11,2.5431657349705793e-08,1.877998941768766e-08,1.0,30.76124207382398,0.03496125096810233,0.0006946812101773709,6.112725390560828e-06,0.00048377716882600966,0.00010387713006337924,8.974658661186458e-05,8.653615435428046e-05,2.7276244412724984e-05,1.1519044790956495e-11,1.481913373706631e-07,6.720921375477029e-09,1.8188854469325997e-09,8.498071968296852e-14,1.3990997810469044e-11,2.938446565615695e-17,9.445066711003079e-27,3.637261202003877e-31,2.133040817501688e-30,3.155445888129621e-35,2.519090480205229e-65,4.4946895723871626e-70,4.775961327200079e-06,5.621096407722286e-07,1.9578441236851168e-07,1.337053594410776e-09,1.3839476295381927e-08,1.551656761129373e-08,3.025926074688776e-08,2.980915428794593e-11,6.218090880587814e-14,5.543674235644844e-14,7.31108318383323e-17,4.8901807907259785e-09
0.07,9.999999999654339,3.449016250812521e-10,7.584796479879374e-13,1.4726744672385414e-15,1000.0,1.1509099424518283e-31,1.1609270374384925e-65,9.999998410965212,327.8200770075031,119.99999999999967,3.6394695060168406e-13,4.5785368714041285e-28,9.999999873065581,4.8648049598767035e-09,2.2573806779259153e-11,77.82007700750303,8.401936721430667e-06,2.1776929190214185,0.0010958426642773413,1.1268248364790305e-07,9.387132871835315e-09,8.496773331669071e-08,3.749188130260111e-07,1.0210050747117653e-05,99.9999999999542,4.580383184001698e-11,119.99999999647643,3.5235858434482173e-09,1.5040670547514936e-06,6.797079937914765e-07,999.9999871462877,799.9999999996319,1.2987084811922657e-10,7.0,2.4,11.4,0.0012,0.01,1.0,0.1,20.0,60.0,2040.0,40.8,0.0154,0.222,0.289,1.53,0.00673,3.5,0.058,2.9,0.3,0.058,9.5,16.0,0.27,0.1,9.85,45.8,16.9,2620.0,17000.0,507.0,20000.0,0.107,20000.0,0.211,0.001,0.00076,0.1,0.01,50.0,1.0,5.0,546.0,15700.0,0.0,340.0,0.181,0.0571,11.7,8.07,317.0,60.0,146000.0,160.0,146000.0,60.0,2.0,0.0985,0.047,3680.0,39.1,9.02,80000.0,4.35,80000.0,12.0,0.0,62.5,317.0,2200.0,234.0,4.7984859078526896e-05,1.4726744672385413e-14,3.815447392836774e-28,1.1609270374384926e-66,4.580383184001698e-11,6.797079937914765e-08,4.8648049598767034e-08,1.0,30.6115253181769,0.04731388022913253,0.001095758644910127,1.0502419136975114e-05,0.0008299836105963415,0.000202326420877223,0.00017855886967915136,0.00017313577386941372,6.136593583386093e-05,3.078677377489036e-11,3.334000078097038e-07,1.783390973585329e-08,4.826397798098043e-09,2.6738767261102273e-13,4.402198941145785e-11,1.0938260169899612e-16,1.106258084204459e-25,5.0455476322873464e-30,2.9589183862815794e-29,5.179094741033226e-34,5.735492361557877e-63,1.253801200433572e-67,8.176571647485366e-06,1.1089978313439692e-06,4.299306836089896e-07,3.463529618168509e-09,3.374222009787486e-08,4.2544868652599246e-08,7.83841771630695e-08,8.622540627031265e-11,2.126881550840286e-13,1.8961991199698354e-13,2.9519759695791405e-16,8.401936721430668e-09
0.08,9.9999999991452,8.526270941355215e-10,2.169340264895117e-12,4.865758835926071e-15,1000.0,1.2569886844021955e-30,1.3365618631033926e-63,9.999996853807827,327.51470636528234,119.9999999999989,1.1195772825174998e-12,4.328507720283627e-27,9.99999976852975,1.0989688798249935e-08,5.352989995351445e-11,77.51470636528228,1.3407920245534886e-05,2.481978951458391,0.001624793409508788,2.0210604264424547e-07,1.8374518814327228e-08,1.537111235047725e-07,6.755737890877863e-07,1.8090296893490957e-05,99.99999999987823,1.2178107392087607e-10,119.99999999191942,8.080593141907821e-09,2.9924810520214562e-06,1.5701515072422393e-06,999.9999765177856,799.9999999990916,2.3754285881583404e-10,7.0,2.4,11.4,0.0012,0.01,1.0,0.1,20.0,60.0,2040.0,40.8,0.0154,0.222,0.289,1.53,0.00673,3.5,0.058,2.9,0.3,0.058,9.5,16.0,0.27,0.1,9.85,45.8,16.9,2620.0,17000.0,507.0,20000.0,0.107,20000.0,0.211,0.001,0.00076,0.1,0.01,50.0,1.0,5.0,546.0,15700.0,0.0,340.0,0.181,0.0571,11.7,8.07,317.0,60.0,146000.0,160.0,146000.0,60.0,2.0,0.0985,0.047,3680.0,39.1,9.02,80000.0,4.35,80000.0,12.0,0.0,62.5,317.0,2200.0,234.0,8.136995653269244e-05,4.8657588359260714e-14,3.607089766903022e-27,1.3365618631033927e-64,1.2178107392087607e-10,1.5701515072422394e-07,1.0989688798249936e-07,1.0,30.462761249056697,0.06143971581387406,0.0016246593303063327,1.675989581261168e-05,0.0013227016961752317,0.0003584280689243802,0.00032141787248996797,0.000312940761677412,0.0001220932269224754,7.111862676430432e-11,6.633302703908563e-07,4.0898267732558644e-08,1.1068314688556302e-08,7.109177685657867e-13,1.1704359507269445e-10,3.3648386327281867e-16,9.04795512647487e-25,4.770015507752547e-29,2.7973349212717317e-28,5.6564490798098795e-33,5.92205194529966e-61,1.443486812151664e-65,1.3003707849892932e-05,1.9889346299426065e-06,8.4155295477079e-07,7.824180611774143e-09,7.188185271340723e-08,1.008878380492622e-07,1.7707137713303688e-07,2.131567735338781e-10,6.083129322109753e-13,5.423350662237734e-13,9.753413586608938e-16,1.3407920245534886e-08
0.09,9.999999998122622,1.871947435978166e-09,5.418585726532631e-12,1.3808932355726087e-14,1000.0,1.013363983854797e-29,8.715810624118654e-62,9.999994312344848,327.2108186331297,119.99999999999704,2.982090247360239e-12,3.070764775251911e-26,9.999999607402687,2.2382190043015664e-08,1.1368357832675192e-10,77.21081863312959,2.0233213612576088e-05,2.784482117518149,0.002297800009329088,3.372386791656991e-07,3.297644375447891e-08,2.577693204029553e-07,1.1289600897760241e-06,2.983410456500218e-05,99.99999999971483,2.851746210928723e-10,119.99999998339467,1.660533116903535e-08,5.429885836157409e-06,3.250356991199268e-06,999.9999600989231,799.9999999980088,4.0409122141348184e-10,7.0,2.4,11.4,0.0012,0.01,1.0,0.1,20.0,60.0,2040.0,40.8,0.0154,0.222,0.289,1.53,0.00673,3.5,0.058,2.9,0.3,0.058,9.5,16.0,0.27,0.1,9.85,45.8,16.9,2620.0,17000.0,507.0,20000.0,0.107,20000.0,0.211,0.001,0.00076,0.1,0.01,50.0,1.0,5.0,546.0,15700.0,0.0,340.0,0.181,0.0571,11.7,8.07,317.0,60.0,146000.0,160.0,146000.0,60.0,2.0,0.0985,0.047,3680.0,39.1,9.02,80000.0,4.35,80000.0,12.0,0.0,62.5,317.0,2200.0,234.0,0.00012956065677669358,1.3808932355726088e-13,2.558970646043259e-26,8.715810624118655e-63,2.851746210928723e-10,3.250356991199268e-07,2.2382190043015664e-07,1.0,30.314942000327207,0.07730362662685066,0.002297597677192962,2.5291506781150924e-05,0.0019934871759599055,0.0005910372908511636,0.0005366336196574606,0.0005241245481937953,0.00022153934211522228,1.4722205054689562e-10,1.2036191966717138e-06,8.404447131812498e-08,2.2744992559191134e-08,1.664755439803035e-12,2.740808715309003e-10,8.962536688873313e-16,5.643495934625966e-24,3.3839827823275872e-28,1.9845078479519153e-27,4.5601379273465856e-32,3.386995837964905e-59,9.413075474048147e-64,1.9558735459894162e-05,3.3185528100723197e-06,1.5103211026705433e-06,1.593514617183271e-08,1.3834004198953385e-07,2.1425951569073449e-07,3.6063307041060265e-07,4.679868589945306e-10,1.519446176831323e-12,1.3546464316331262e-12,2.768000490701839e-15,2.023321361257609e-08
