Time,x1,x2,x3,x4,x5,x6,x7,A0,B0,C0,k1,k2,k3,k4,k5,k6,k7,k8,k9,k10,K_AlB,K_AlB2,n,compartment
1.67,0.05006926711481235,0.0010973260836528202,0.0056679678674633706,0.0004618252988172914,0.405339439718907,0.12334835620390025,1.1672347060488837,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
1.68,0.050295215853519024,0.0011095639306201177,0.005705277372213263,0.00046603486813056265,0.40507197190613714,0.12310175047959972,1.1671851586971664,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
1.69,0.05052046594306595,0.0011218590661349465,0.00574261834154023,0.00047025021057423054,0.4048051655048196,0.12285577456965065,1.1671355225923246,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
1.7,0.05074501995498907,0.0011342113278249887,0.00577999064569259,0.0004744711864436545,0.4045390182128747,0.12261042634429864,1.1670857980264824,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
1.71,0.050968880448976774,0.0011466205537123022,0.005817394155389462,0.0004786976571320039,0.4042735277385018,0.12236570368304693,1.1670359852908982,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
1.72,0.05119204997295647,0.0011590865822122941,0.005854828741818293,0.0004829294851196302,0.4040086918001056,0.12212160447459197,1.1669860846759694,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
1.73,0.051414531063181154,0.001171609252132696,0.00589229427663238,0.0004871665339634382,0.40374450812622303,0.12187812661675927,1.1669360964712348,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
1.74,0.05163632624431597,0.0011841884026725375,0.0059297906319484015,0.0004914086682862585,0.40348097445544934,0.12163526801643898,1.1668860209653789,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
1.75,0.051857438029524805,0.0011968238734211217,0.0059673176803439355,0.0004956557537662188,0.4032180885363651,0.12139302658952163,1.166835858446235,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
1.76,0.05207786886111135,0.001209515504542744,0.006004875296010437,0.0004999076659609146,0.40295584817691726,0.12115140030242408,1.1667856091994466,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
1.77,0.05229762126787639,0.0012222631362842544,0.00604246335169388,0.000504164266923172,0.40269425111350654,0.12091038706199302,1.166735273512022,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
1.78,0.052516697729597134,0.0012350666093977549,0.006080081721328087,0.0005084254253443982,0.4024332951237304,0.12066998481031631,1.1666848516692743,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
1.79,0.05273510071159307,0.0012479257650318378,0.006117730279362084,0.0005126910114196344,0.4021729779976252,0.12043019150053583,1.1666343439556062,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
1.8,0.05295283266792146,0.0012608404447208466,0.006155408900697193,0.00051696089637488,0.4019132975350065,0.12019100509460794,1.166583750654582,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
1.81,0.053169896041457845,0.001273810490383869,0.0061931174606846785,0.000521234952457359,0.40165425154540013,0.11995242356324357,1.1665330720489315,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
1.82,0.053386293263976654,0.0012868357443237312,0.006230855835123386,0.0005255130529257843,0.40139583784797417,0.11971444488584805,1.166482308420553,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
1.83,0.05360202675623173,0.0012999160492259897,0.006268623900257386,0.0005297950720406242,0.40113805427147026,0.11947706705046103,1.1664314600505166,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
1.84,0.053817098928036856,0.0013130512481579258,0.006306421532773619,0.0005340808850543678,0.4008808986541352,0.11924028805369649,1.1663805272190684,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
1.85,0.054031512178346376,0.0013262411845675385,0.006344248609799536,0.0005383703682017904,0.40062436884365227,0.11900410590068251,1.1663295102056328,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
1.86,0.05424526889533568,0.0013394857022825373,0.006382105008900737,0.0005426633986902187,0.4003684626970733,0.11876851860500134,1.1662784092888165,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
1.87,0.054458371456481795,0.0013527846455093362,0.006419990608078621,0.0005469598546897976,0.4001131780807498,0.11853352418862927,1.166227224746412,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
1.8800000000000001,0.05467082222864394,0.0013661378588320468,0.006457905285768022,0.0005512596153237542,0.3998585128702643,0.1182991206818765,1.1661759568553998,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
1.8900000000000001,0.05488262356814403,0.0013795451872114716,0.0064958489208348565,0.0005555625606586645,0.39960446495036245,0.11806530612332716,1.1661246058919537,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
1.9000000000000001,0.05509377779466935,0.001393006476127934,0.006533821393073705,0.0005598685755992881,0.3993510322366577,0.11783207857800415,1.1660731721307984,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
1.9100000000000001,0.05530428719280574,0.0014065215715722904,0.006571822583177714,0.0005641775496621514,0.3990982126743544,0.11759943613629767,1.1660216558452499,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
1.92,0.055514154136531296,0.0014200903193613233,0.006609852370360208,0.0005684893584090055,0.39884600413469945,0.11736737682728937,1.1659700573102785,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
1.93,0.055723380936942214,0.0014337125659738634,0.006647910635261991,0.0005728038861615302,0.39859440454163425,0.11713589872476086,1.1659183767987642,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
1.94,0.055931969894714766,0.0014473881582619656,0.006685997258948608,0.0005771210181786486,0.398343411828158,0.11690499991066597,1.1658666145827894,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
1.95,0.05613992330017685,0.0014611169434499535,0.00672411212290816,0.0005814406406481405,0.3980930239362669,0.11667467847507691,1.1658147709336417,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
1.96,0.05634724343337951,0.0014748987691334619,0.006762255109049123,0.0005857626406782559,0.39784323881689315,0.1164449325161305,1.1657628461218172,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
1.97,0.05655393256416846,0.00148873348327848,0.006800426099698158,0.0005900869062893281,0.3975940544298441,0.11621576013997441,1.1657108404170233,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
1.98,0.056759992952255596,0.001502620934220394,0.00683862497759793,0.000594413326405387,0.39734546874374116,0.11598715946071325,1.1656587540881815,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
1.99,0.056965426847290494,0.0015165609706630308,0.006876851625904924,0.0005987417908457724,0.3970974797359588,0.11575912860035492,1.1656065874034318,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
2.0,0.05717023648893195,0.0015305534416776992,0.006915105928187252,0.0006030721903167475,0.3968500853925641,0.11553166568875686,1.165554340630135,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
2.0100000000000002,0.0573744241069195,0.0015445981967022356,0.00695338776842248,0.0006074044164031119,0.39660328370825493,0.11530476886357204,1.1655020140348753,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
2.02,0.0575779919211449,0.0015586950855400428,0.00699169703099543,0.0006117383615598148,0.3963570726862999,0.11507843627019541,1.1654496078834646,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
2.0300000000000002,0.05778094214172371,0.001572843958359139,0.007030033600696008,0.0006160739191035689,0.3961114503384768,0.11485266606171002,1.1653971224409447,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
2.04,0.05798327696906673,0.0015870446656911935,0.007068397362717007,0.000620410983204463,0.39586641468501177,0.11462745639883315,1.1653445579715918,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
2.05,0.05818499853558572,0.0016012970587217688,0.007106788204070852,0.0006247494565502356,0.3956219638037932,0.11440280549259203,1.1652919147372072,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
2.06,0.05838610902971045,0.0016156009886709845,0.007145206010574198,0.0006290892340442553,0.39537809572567106,0.11417871151353005,1.1652391930007548,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
2.07,0.05858661064557132,0.0016299563070439537,0.007183650668070728,0.0006334302094211457,0.3951348084769368,0.11395517262854243,1.1651863930248854,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
2.08,0.05878650554161414,0.0016443628658366623,0.007222122063436837,0.0006377722806882421,0.39489210011426085,0.11373218703117272,1.1651335150707265,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
2.09,0.05898579586665771,0.0016588205174053587,0.007260620083947677,0.0006421153467010999,0.39464996870269353,0.11350975292253473,1.165080559398647,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
2.1,0.059184483759956774,0.001673329114465646,0.007299144617275209,0.0006464593071562617,0.39440841231561174,0.11328786851126506,1.165027526268259,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
2.11,0.05938257135126462,0.0016878885100915638,0.007337695551486209,0.00065080406258402,0.3941674290346652,0.11306653201347577,1.1649744159384223,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
2.12,0.05958006076089594,0.001702498557714679,0.007376272775040315,0.0006551495143411836,0.39392701694972254,0.11284574165270701,1.1649212286672448,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
2.13,0.059776954099789545,0.0017171591111231677,0.007414876176788037,0.0006594955646038402,0.3936871741588186,0.11262549565987962,1.1648679647120888,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
2.14,0.05997325346957114,0.0017318700244609078,0.007453505645968802,0.0006638421163601231,0.39344789876809994,0.11240579227324772,1.1648146243295703,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
2.15,0.06016896096261608,0.0017466311522265597,0.007492161072208966,0.0006681890734029747,0.393209188891772,0.1121866297383514,1.1647612077755645,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
2.16,0.06036407866211211,0.0017614423492726572,0.007530842345519858,0.0006725363403229114,0.3929710426520451,0.11196800630796942,1.1647077153052074,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
2.17,0.06055860864212214,0.0017763034708046916,0.007569549356295791,0.0006768838225007884,0.3927334581790813,0.11174992024207159,1.1646541471728995,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
2.18,0.06075255296764703,0.0017912143723802004,0.007608281995312108,0.0006812314261005644,0.39249643361094033,0.11153236980777165,1.1646005036323077,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
2.19,0.06094591369355579,0.0018061749099125806,0.007647040153756988,0.0006855790581903848,0.39225996709449684,0.11131535328015087,1.1645467849363305,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
2.2,0.06113869280343268,0.0018211849399258073,0.00768582372505638,0.0006899266336714582,0.3920240568378395,0.1110988689892986,1.1644929913350177,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
2.21,0.06133089238140682,0.0018362443188362405,0.007724632599745903,0.0006942740558085913,0.3917887009630387,0.11088291518813977,1.1644391230814177,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
2.22,0.06152251445425192,0.0018513529036113493,0.007763466670183041,0.000698621234121126,0.39155389764144394,0.11066749017389448,1.1643851804262055,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
2.23,0.06171356103979957,0.001866510551566888,0.007802325829102223,0.0007029680788972919,0.3913196450522009,0.11045259225083896,1.1643311636193308,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
2.24,0.061904034146995815,0.001881717120366013,0.007841209969613037,0.0007073145011876744,0.39108594138220354,0.11023821973026282,1.164277072910021,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
2.25,0.062093935775957725,0.001896972468018392,0.007880118985198435,0.0007116604127986794,0.3908527848260452,0.11002437093042651,1.164222908546783,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
2.2600000000000002,0.062283267918029954,0.0019122764528793198,0.007919052769712963,0.0007160057262860014,0.3906201735859711,0.10981104417651871,1.1641686707774075,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
2.27,0.06247203255584131,0.0019276289336488265,0.00795801121738095,0.0007203503549480878,0.39038810587182965,0.1095982378006137,1.1641143598489703,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
2.2800000000000002,0.06266023166336132,0.0019430297693707945,0.007996994222794743,0.0007246942128196069,0.3901565799010243,0.10938595014162868,1.1640599760078345,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
2.29,0.0628478672059568,0.0019584788194320674,0.008036001680912905,0.0007290372146649126,0.38992559389846543,0.10917417954528132,1.164005519499655,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
2.3000000000000003,0.06303494114044841,0.001973975943561565,0.008075033487058438,0.0007333792759715124,0.3896951460965216,0.10896292436404699,1.16395099056938,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
2.31,0.06322145541516724,0.001989521001829394,0.008114089536916981,0.0007377203129435321,0.3894652347349722,0.1087521829571163,1.1638963894612535,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
2.32,0.06340741197001139,0.0020051138546459623,0.008153169726535042,0.000742060242495183,0.38923585806095845,0.10854195369035227,1.1638417164188188,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
2.33,0.06359281273650245,0.0020207543627610903,0.008192273952318202,0.0007463989822442283,0.38900701432893514,0.10833223493624801,1.1637869716849207,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
2.34,0.0637776596218055,0.0020364423873522634,0.008231402111496856,0.000750736452377878,0.3887787018143198,0.10812302508608648,1.1637321555011508,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
2.35,0.06396195452203357,0.0020521777899501093,0.008270554101738206,0.0007550725740994315,0.3885509188021288,0.10791432253981746,1.1636772681083116,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
2.36,0.06414569936496332,0.002067960432200378,0.008309729819900769,0.0007594072646409111,0.388323663550495,0.10770612567355448,1.1636223097478986,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
2.37,0.06432889604728927,0.002083790176212157,0.008348929163863553,0.0007637404445892757,0.38809693434425796,0.10749843288732003,1.1635672806599242,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
2.38,0.06451154645747396,0.002099666884430273,0.008388152031859728,0.0007680720352185132,0.3878707294754478,0.10729124258765874,1.16351218108371,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
2.39,0.0646936524758003,0.002115590419634437,0.008427398322474983,0.000772401958483617,0.3876450472432411,0.10708455318759802,1.1634570112578906,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
2.4,0.06487521597442365,0.002131560644938375,0.008466667934645842,0.0007767301370145622,0.38741988595391597,0.10687836310660885,1.1634017714204157,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
2.41,0.06505623881742409,0.0021475774237889687,0.008505960767658026,0.000781056494110282,0.3871952439208076,0.10667267077056637,1.163346461808553,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
2.42,0.06523672286085856,0.002163640619965389,0.008545276721144773,0.0007853809537326432,0.38697111946426405,0.10646747461171076,1.1632910826588898,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
2.43,0.06541666995281316,0.0021797500975782374,0.008584615695085203,0.000789703440500424,0.3867475109116012,0.10626277306860776,1.1632356342073364,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
2.44,0.0655960819334552,0.0021959057210686767,0.008623977589802632,0.0007940238796832881,0.3865244165970589,0.10605856458610954,1.1631801166891285,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
2.45,0.06577496063508555,0.0022121073552075735,0.00866336230596293,0.0007983421971957634,0.3863018348617558,0.10585484761531536,1.1631245303388296,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
2.46,0.06595330788219071,0.0022283548650946306,0.00870276974457285,0.0008026583195912158,0.38607976405364525,0.10565162061353223,1.1630688753903324,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
2.47,0.06613112549149512,0.0022446481161575277,0.008742199806978379,0.0008069721740558279,0.38585820252747066,0.10544888204423569,1.163013152076864,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
2.48,0.06630841527201328,0.002260986974151053,0.008781652394863065,0.0008112836884025729,0.3856371486447211,0.10524663037703051,1.1629573606309858,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
2.49,0.06648517896271317,0.002277371305627285,0.0088211274116604,0.0008155927997522091,0.38541660082587426,0.10504486413215514,1.1629015012827124,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
2.5,0.06666141837979213,0.002293800976823177,0.008860624759215353,0.0008198994340278283,0.38519655742696474,0.10484358177532904,1.1628455742639614,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
2.5100000000000002,0.06683713532711145,0.002310275854336317,0.008900144339813888,0.0008242035184272024,0.38497701681464747,0.10464278178169784,1.1627895798058498,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
2.52,0.06701233158128415,0.002326795805237041,0.008939686056520457,0.0008285049835003801,0.384757977378695,0.10444246264647805,1.1627335181382423,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
