Time,MC,EF,CD,CE,RB,RE,RP,S,cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17
0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,1.0,1.0,0.6666666666666666,0.3,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0165
0.01,0.00972203075507239,0.0001480442435269248,0.0043667661091110295,1.1480251338373182e-06,0.0018864859770325018,0.5496878657919346,6.011835407703244e-05,20.0,1.0,0.975609756097561,0.43902439024390244,0.00020661155058915455,0.00034509597174894603,0.0018260531829790128,0.18,0.02940611416709972,5.02710100909071e-05,0.00016088765807130534,0.021513273210111535,0.006805421528550673,3.70110608817312e-05,1.7220377007559773e-06,0.006550149163666544,0.0001131891586219501,3.6071012446219462e-06,0.01649063597375804
0.02,0.019376244929808554,0.0005884903794581534,0.008685513339364513,9.093509666490131e-06,0.004039593709186567,0.5490852410639286,0.0001429877449288199,20.0,1.0,0.975609756097561,0.43902439024390244,0.0005220165023330128,0.0013677780572163194,0.003431929596356022,0.18,0.05849452635953169,0.000427907166259675,0.000684178717736307,0.05074992642095162,0.013563371450865986,0.00014712259486453834,1.3640264499735196e-05,0.013028270009046768,0.00024237562255119402,8.579264695729194e-06,0.01647255723191786
0.03,0.02896311558261319,0.0013138974688438538,0.012954965683631307,3.0328111063396932e-05,0.006471310984208219,0.5482005541718634,0.0002281067448824076,20.0,1.0,0.975609756097561,0.43902439024390244,0.0010476293805616963,0.003039139971859073,0.004855153893860861,0.18,0.08727269187711445,0.0015304750420054695,0.0016326179997901717,0.08028702692094444,0.02027418090782923,0.00032847436721096345,4.5492166595095396e-05,0.01943244852544696,0.0003882786590524931,1.3686404692944455e-05,0.016446016625155904
0.04,0.038483112472070785,0.0023134728120917845,0.017174196410487782,7.088999846971503e-05,0.009169234870231954,0.5470464552785188,0.0003151460357879032,20.0,1.0,0.975609756097561,0.43902439024390244,0.0018529812074904164,0.005316112023990587,0.0061251820336593555,0.18,0.1157492596276489,0.0038182996043938018,0.003063205658050741,0.1099863952386393,0.026938178730449548,0.0005783682030229461,0.00010633499770457255,0.02576129461573167,0.0005501540922139172,1.890876214727419e-05,0.016411393658355564
0.05,0.04793670208001618,0.0035722784986806843,0.02134255362564003,0.00013622887358107666,0.012115688999937074,0.5456403212023831,0.0004043276212492029,20.0,1.0,0.975609756097561,0.43902439024390244,0.002979925209123458,0.008141426869231354,0.007265459347802668,0.18,0.1439332781874733,0.007790510756011913,0.0050252823063915725,0.1399013458134804,0.033555691456011325,0.0008930696246701711,0.00020434331037161497,0.032013830438460046,0.0007269413399962244,2.4259657274952173e-05,0.016369209636071493
0.06,0.057324347634148114,0.005070745732516281,0.025459604189372213,0.0002310787883350685,0.015288036031396486,0.5440044910783387,0.0004958781639835788,20.0,1.0,0.975609756097561,0.43902439024390244,0.004446007026601072,0.011444847304997221,0.008294879249103635,0.18,0.17183365629710035,0.013953913823656596,0.00755882818368629,0.17008213723999138,0.04012704334390368,0.0012676864331290702,0.00034661818250260275,0.03818940628405832,0.0009172821618837891,2.9752689839014727e-05,0.01632013473235016
0.07,0.06664650913098419,0.006784558900270632,0.029525090808916847,0.00035935137898319844,0.018658803096432797,0.542166165753055,0.0005900056185146409,20.0,1.0,0.975609756097561,0.43902439024390244,0.006247692637506859,0.015145596171911175,0.009228836790168143,0.18,0.19945886363064855,0.022786514750934066,0.01069285513611965,0.20056837580324374,0.04665255639168893,0.001696139725067658,0.0005390270684747976,0.04428763621337527,0.0011195281857859678,3.540033711087845e-05,0.01626498497259165
0.08,0.07590364335780489,0.008684948701468244,0.03353889869675253,0.000524059437287669,0.022196166517787906,0.5401569305946576,0.0006868931011200972,20.0,1.0,0.975609756097561,0.43902439024390244,0.008363816985594491,0.01915576789347861,0.010080002548376222,0.18,0.22681683419668885,0.0346990621637223,0.01444413394852394,0.23138765781920034,0.05313255035046342,0.002171237175367061,0.0007860891559315034,0.05030834804512879,0.0013317699910672743,4.1213586067205826e-05,0.01620470791783973
0.09,0.08509620391757995,0.010739398683774668,0.03750102938620544,0.000727280231002127,0.025864813547944003,0.5380119009543138,0.000786692868678551,20.0,1.0,0.975609756097561,0.43902439024390244,0.010759357714085652,0.023384369794214946,0.010858899782245694,0.18,0.2539150326902791,0.049999058023116064,0.01881645828675974,0.2625544605489204,0.05956734274230596,0.002684849670943667,0.0010909203465031905,0.05625154407930816,0.00155188881287664,4.720157212071306e-05,0.016140357028629416
0.1,0.09422464124607256,0.012912708539258922,0.04141158012476015,0.0009701581613242315,0.02962712147699685,0.535768546916148,0.0008895233619201252,20.0,1.0,0.975609756097561,0.43902439024390244,0.013389431700354847,0.027741531211799356,0.011574340832111405,0.18,0.28076059407761655,0.06886194920814215,0.023800584296489548,0.2940701807124641,0.0659572488722508,0.0032281771348147306,0.0014552372419863473,0.062117370187140225,0.001777627288619811,5.337140171520751e-05,0.016073056407484437
0.11,0.10328940264003258,0.015168342534012821,0.04527072699315342,0.001252951705936399,0.03344458148985305,0.5334652714951765,0.0009954676213356642,20.0,1.0,0.975609756097561,0.43902439024390244,0.01620331544282555,0.03214247842809969,0.012233761250583125,0.18,0.30736049408831034,0.09131379623006326,0.02937493157547318,0.3259236951282174,0.07230258184802281,0.0037920856335032053,0.0018794275589045983,0.06790609048973012,0.0020066748893911826,5.9728057280139854e-05,0.016003958144855297
0.12,0.11229093227113301,0.01746991350798176,0.04907871159237512,0.0015751123990515863,0.037279320460389904,0.5311398878423407,0.0011045743613872022,20.0,1.0,0.975609756097561,0.43902439024390244,0.019148210094574836,0.036510854993080266,0.012843478571541694,0.18,0.33372164816220057,0.11722797073428236,0.03550700588812825,0.3580927617379817,0.0786036525897931,0.00436747837699544,0.0023626685985773796,0.07361806738856268,0.002236759227623394,6.627446168323213e-05,0.01593419663527022
0.13,0.12122967121888059,0.019782655133304083,0.05283582981263427,0.0019353958914188228,0.04109557407700238,0.5288281428793294,0.0012168607608279826,20.0,1.0,0.975609756097561,0.43902439024390244,0.022172506388722497,0.040781134511179234,0.013408894831537331,0.18,0.3598509477219654,0.1463363225046881,0.042155421823343336,0.39054587842252686,0.0848607698532164,0.004945663783326021,0.002903093837128234,0.07925374471895141,0.0024657344446201426,7.301164564967895e-05,0.01586484428637988
0.14,0.13010605748598075,0.02207474653272972,0.05654242288475431,0.0023319862322461076,0.04486098640815578,0.5265624123888514,0.0013323169996921115,20.0,1.0,0.975609756097561,0.43902439024390244,0.025228379949670105,0.04490003002843788,0.013934656606898892,0.18,0.38575516084755374,0.17825308275028895,0.049272334438897565,0.4232445314600635,0.09107424024018652,0.00551868663318243,0.0034979793483691617,0.08481363432713147,0.0026916591844893464,7.993901998152668e-05,0.015796872371665542
0.15,0.13892052601240823,0.02431837054076172,0.06019887000021144,0.002762626536059344,0.04854762511564352,0.5243706814781777,0.0014509094393863969,20.0,1.0,0.975609756097561,0.43902439024390244,0.02827363074651205,0.04882692319153094,0.014424782613725616,0.18,0.4114407325222094,0.21250784455851765,0.056806045385285484,0.45614490355020404,0.09724436820868576,0.00607959263519043,0.004143939804089016,0.09029830500031716,0.002912857506938611,8.70545663631838e-05,0.01573112044434533
