Time,GLC,F6P,FBP,GAP,DPG,PEP,PYR_cyt,AMP,LAC,G3P,DHAP,OXA_cyt,Asp_cyt,Glu_cyt,OG_cyt,Mal_cyt,Acetyl_CoA_cyt,CoA_cyt,IsoCitcyt,Cit_cyt,ATP_cyt,ADP_cyt,NAD,NADH_cyt,NADP_cyt,NADPH_cyt,Pyr,CO2,CoA,Acetyl_CoA,Pi,Fum,SCoA,Suc,GTP,GDP,Ala,Asp,Glu,H2O,ETFred,ETFox,FADH2,FAD,OG,Mal,OXA,Cit,IsoCit,ATP,ADP,NADP_p,NADPH,NAD_p,NADH,Q,QH2,Cytc3p,Cytc2p,flow,CYTOPLASM,MT_IMS,MT_IM,MATRIX,GLCflow,LACflow,GAPflow,v1,v2,v3,v4,v5,v6,v7,hidden_1,v8,v9,v10,v11,v12,v14,v15,v16,v17,v18,v20,v21,v22,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v40,v41,v42,v43,v39,v44
0.0,1.12817e-05,0.00065939,7.70135e-06,1.90919e-06,0.000299109,2.1125e-06,4.22702e-06,2.61149e-06,0.00033981,0.0076925,0.0076925,4e-06,0.00114,0.00303,2.1e-05,0.0005,3e-05,0.000272,0.00042,0.00042,0.00449064,0.000108367,0.00362057,0.000616118,0.00362057,0.000616118,0.001025,0.00163,0.000272,3e-05,0.004,6.5e-05,0.0002941,0.00295,0.0045,0.00045,0.00344,0.00114,0.00303,0.001,0.00031,0.00032,7.2e-05,0.00101,2.1e-05,0.0005,4e-06,0.00042,0.00042,0.0045,0.00045,0.0101,7.2e-05,0.0101,0.00072,0.026,0.028,0.003,0.00011,0.011,1.0,1.0,1.0,1.0,0.0007142269012999999,3.73791e-06,2.100109e-08,4.998852782076307e-05,8.047319056566915e-06,7.701349817749678e-06,1.4931456908663072e-05,2.7670306502999994e-05,2.7736391232873477e-05,2.4284093658469e-06,-1.614523540000159e-07,3.207286263713668e-12,0.000268927219286504,6.949740512528473e-10,-7.0194165572622125e-06,6.494260168600956e-07,1.9138007476138165e-07,1.2055744405796904e-05,3.135057740762104e-05,-8.632035294117653e-05,1.2442906961826872e-07,-4.70816117796166e-09,3.222885855558132e-07,7.498902236228896e-05,4.3542317975525004e-05,4.243720957186395e-06,1.0869374999999998e-06,3.1172213542184864e-13,2.2624171417528266e-05,-7.0194165572622125e-06,-3.941058233204737e-06,2.5749645245522242e-05,1.4859465717710762e-05,-0.0002084476585777245,-1.853627510473397e-05,-2.5182386421895917e-09,5.800985228057449e-07,3.9724422442244224e-11,7.230194921963678e-10,4.954833067480528e-07,2.483786982499834e-06,-0.0002084476585777245,0.0001756692349105263,2.547565722144622e-08,1.8734269516728624e-06
0.01,1.779807179466604e-05,0.0006599349760640399,7.704879493101818e-06,1.9135544957501006e-06,0.00029898170128192373,2.1118678744979395e-06,4.47963253732627e-06,2.613595193464671e-06,0.0003397976816939261,0.00769250000683218,0.0076925,3.893045712059973e-06,0.001140600735373683,0.0030293992646263177,2.0836606271260498e-05,0.0004961763291377539,3.0000000003094836e-05,0.000272,0.0004219642298846791,0.0004221295344347857,0.004492246746743623,0.0001085097254258813,0.003620700879113628,0.0006159871208863729,0.0036205448667702743,0.0006161431332297268,0.0010223304140449762,0.001632678627428156,0.00026943649654888167,3.2682520076741834e-05,0.004,6.616214434057284e-05,0.0002939809833743765,0.0029498134198013767,0.0045001209210623035,0.00044987907893769653,0.0034400000470821224,0.001139254144072984,0.003030745808844894,0.001,0.00031018513179020905,0.000319814868209791,7.200002561587596e-05,0.0010099999743841239,2.1047770186563333e-05,0.0005032040351089395,4.003817735989479e-06,0.00041801084998695736,0.0004178640383501891,0.004498463853936494,0.0004497845687005362,0.0101,7.2e-05,0.010097743976596288,0.0007222560234037132,0.02599948396426982,0.02800051603573018,0.002999925996783834,0.00011007400321616616,0.011,1.0,1.0,1.0,1.0,0.0007141552212102586,3.737774498633187e-06,2.1049099453251106e-08,7.450003438684676e-05,8.067748760738014e-06,7.704879310017278e-06,1.4965642788867086e-05,2.7698906519081533e-05,2.775499748499295e-05,2.5834622249258406e-06,-3.344600685371141e-07,3.2134964275817655e-12,0.00026757729101368924,7.097872849140845e-10,-7.012303556872464e-06,6.45727089153472e-07,1.895113881504922e-07,1.2128546607368734e-05,3.0157062168849214e-05,-8.462105024133662e-05,1.2454156143820328e-07,-4.708262069735368e-09,3.2255158965234765e-07,7.482704550355427e-05,4.368326449416942e-05,4.243720930762743e-06,1.0873029991938896e-06,3.0725325455826206e-13,2.2614342586488533e-05,-7.024327190190731e-06,-4.04228983009502e-06,2.5311331189461335e-05,1.4809148324627391e-05,-0.00020343341883371276,-1.8495137745397575e-05,-2.52548526958513e-09,5.807226485787292e-07,3.9724422442399475e-11,7.228659072728609e-10,4.961300380409932e-07,2.4919063086857022e-06,-0.00020343564428096256,0.0001756376679811743,2.5436320316089796e-08,1.884982965833399e-06
0.02,2.4085783386622936e-05,0.000660707578761833,7.708702108455886e-06,1.9176600054856975e-06,0.000298854110169195,2.1114493457309356e-06,4.731108512558459e-06,2.619249303126289e-06,0.00033978691119506375,0.007692500013662842,0.0076925,3.789925885881353e-06,0.001141200365345453,0.0030287996346545472,2.0672857824335272e-05,0.0004924484525659695,3.0000000006145235e-05,0.000272,0.00042387874370511353,0.00042420951129057833,0.004493629475107759,0.00010887259301013462,0.0036208286255984983,0.0006158593744015023,0.0036205196539481964,0.000616168346051805,0.0010196744623648753,0.0016353437036107634,0.0002668872686505929,3.535151354680031e-05,0.004,6.729595164843375e-05,0.0002938612178026069,0.002949639287720194,0.004500242572505106,0.0004497574274948934,0.0034400000941652185,0.0011385099092819716,0.0030314899965528104,0.001,0.0003103698524685864,0.00031963014753141363,7.200005130414517e-05,0.0010099999486958549,2.1096472803283398e-05,0.0005063244328946706,4.007640048145357e-06,0.0004160712351989416,0.00041577777184642335,0.004496927919092761,0.0004495692534862172,0.0101,7.2e-05,0.010095502938503972,0.0007244970614960303,0.0259989778304282,0.028001022169571798,0.002999851997221884,0.00011014800277811582,0.011,1.0,1.0,1.0,1.0,0.0007140860563827471,3.737656023145701e-06,2.109426006034267e-08,9.571109792424661e-05,8.11641849311389e-06,7.70870192458489e-06,1.4997804466856098e-05,2.7792986398269933e-05,2.7817642196515243e-05,2.7377631737936686e-06,-8.330563756666373e-07,3.2190401915121762e-12,0.00026622193775202086,7.228412448753773e-10,-7.005281492260448e-06,6.421113295244695e-07,1.8766669039228234e-07,1.2201820691485188e-05,2.9006616437265883e-05,-8.299552568326066e-05,1.2464959019647545e-07,-4.708356015832799e-09,3.2280864170345436e-07,7.466531462382193e-05,4.382327917089871e-05,4.243720902838582e-06,1.0876682346312851e-06,3.0283540394537533e-13,2.260451817218572e-05,-7.029054124900363e-06,-4.1307165726496155e-06,2.4880180461286955e-05,1.4756856298702085e-05,-0.0001985262743148177,-1.8454067384215134e-05,-2.532717291467697e-09,5.813409755826837e-07,3.9724422442554694e-11,7.227159984469786e-10,4.977742301795706e-07,2.499784879060687e-06,-0.00019852985106308692,0.00017560609518235367,2.539749810913974e-08,1.8962320352035422e-06
0.03,3.0174305361653934e-05,0.0006616780017703268,7.713172456788776e-06,1.9215349168078553e-06,0.0002987256102118886,2.1114240235245262e-06,4.981871783475101e-06,2.630747903901986e-06,0.00033977768215485494,0.0076925000204920236,0.0076925,3.6905480787587685e-06,0.0011417989115858182,0.003028201088414182,2.0508896843001906e-05,0.0004888141989233632,3.0000000009151724e-05,0.000272,0.00042574460095113454,0.00042624099269258784,0.004494820583473473,0.0001094208995895232,0.0036209533256611926,0.0006157346743388082,0.003620494363898581,0.0006161936361014208,0.0010170321958639433,0.0016379951749523932,0.0002643523746667032,3.80069265403289e-05,0.004,6.840255025369786e-05,0.0002937406987929681,0.0029494771898581924,0.004500364959052548,0.00044963504094745104,0.0034400001412492214,0.0011377672931251806,0.0030322325656255986,0.001,0.00031055416271016126,0.00031944583728983877,7.200007706466167e-05,0.001009999922935338,2.1145983055093822e-05,0.000509362731308053,4.011466905662091e-06,0.00041418009259996133,0.00041374014344117626,0.004495392195631786,0.0004493540634013155,0.0101,7.2e-05,0.010093276929263284,0.0007267230707367171,0.025998481189862095,0.028001518810137908,0.0029997780013115444,0.00011022199868845568,0.011,1.0,1.0,1.0,1.0,0.0007140190826410217,3.737554503703404e-06,2.1136884084886408e-08,0.00011429761076073962,8.207059382592237e-06,7.713172272173954e-06,1.5028163597132888e-05,2.79415889191249e-05,2.7919964988237804e-05,2.8915755648654164e-06,-1.4819343859217665e-06,3.224027231813523e-12,0.0002648612327371252,7.344404430376568e-10,-6.9983503816306864e-06,6.385768968843068e-07,1.8584450498511965e-07,1.2275567695069005e-05,2.7896858598429745e-05,-8.143825956723097e-05,1.247533329850486e-07,-4.708443501036269e-09,3.230606518756259e-07,7.450382715623064e-05,4.396235880465027e-05,4.243720873475866e-06,1.0880332066091047e-06,2.9847260812988717e-13,2.2594698588664944e-05,-7.033603854734004e-06,-4.206880503975809e-06,2.4456505260982092e-05,1.4702693942852589e-05,-0.0001937248143087071,-1.841306499032484e-05,-2.5399347390731763e-09,5.819535003420478e-07,3.972442244270989e-11,7.225696645565104e-10,5.00258479452434e-07,2.507430166924168e-06,-0.00019372889376383649,0.00017557451651667512,2.5359195158344976e-08,1.907180123518369e-06
0.04,3.6087296964973224e-05,0.0006628221508117333,7.718737472748896e-06,1.925213312290807e-06,0.00029859568235215934,2.1119153115087443e-06,5.2323049522918105e-06,2.649064689184114e-06,0.00033976999072579493,0.007692500027319759,0.0076925,3.5948179126718475e-06,0.0011423963947042985,0.0030276036052957023,2.034485917869639e-05,0.00048527143350258876,3.0000000012114883e-05,0.000272,0.0004275628469475038,0.00042822502654476976,0.004495845109801628,0.00011012862566789334,0.0036210750685492852,0.0006156129314507155,0.0036204689989127025,0.0006162190010872992,0.0010144036647610284,0.0016406329885887048,0.0002618318722400026,4.064870593008434e-05,0.004,6.948299318560954e-05,0.0002936194218299133,0.0029493267351842745,0.004500488085438359,0.00044951191456164027,0.0034400001883340683,0.0011370262931347434,0.003032973518531189,0.001,0.00031073806319932464,0.0003192619368006754,7.200010289727992e-05,0.0010099998971027202,2.1196181521653003e-05,0.0005123204869989215,4.01529826786024e-06,0.0004123363734413582,0.0004117501101333914,0.004493856683720367,0.00044913900612092764,0.0101,7.2e-05,0.01009106599166831,0.000728934008331691,0.025997993656857024,0.02800200634314298,0.0029997040090502095,0.00011029599094979069,0.011,1.0,1.0,1.0,1.0,0.0007139540397333852,3.7374698979837442e-06,2.1177346435198874e-08,0.0001307564958577129,8.34596357577613e-06,7.71873728742658e-06,1.5056986291141274e-05,2.813651006502926e-05,2.805851731309699e-05,3.0451370220529062e-06,-2.1852966308240503e-06,3.2285439288714255e-12,0.00026349525179933717,7.448229445940309e-10,-6.991510173478773e-06,6.351219767712261e-07,1.8404346089582872e-07,1.2349788499004342e-05,2.6825595664681105e-05,-7.99442726862526e-05,1.2485295940810473e-07,-4.708524995269387e-09,3.233084874416239e-07,7.434258066192544e-05,4.410050027026931e-05,4.243720842733085e-06,1.0883979154238167e-06,2.941686518130473e-13,2.2584884187631656e-05,-7.037982598469122e-06,-4.271313447665538e-06,2.4040587469947428e-05,1.4646764133251698e-05,-0.00018902759332136294,-1.8372131467820096e-05,-2.5471376438569246e-09,5.825602215143537e-07,3.9724422442865036e-11,7.224268008706737e-10,5.034646887317241e-07,2.514849399256625e-06,-0.00018903135268387463,0.00017554293198683238,2.532141549756082e-08,1.9178332403046447e-06
0.05,4.1844094802024054e-05,0.0006641202099306585,7.725881365713307e-06,1.928735737559917e-06,0.00029846388252806035,2.1130057566059247e-06,5.482757125030294e-06,2.6744642709145133e-06,0.000339763835328944,0.007692500034146082,0.0076925,3.5026393667285534e-06,0.001142992834265321,0.00302700716573468,2.0180874467777083e-05,0.00048181805848453765,3.0000000015035307e-05,0.000272,0.0004293345125368648,0.0004301626462028722,0.004496722917408804,0.0001109756365141095,0.003621193945531599,0.0006154940544684018,0.0036204435612107256,0.0006162444387892759,0.0010117889185638773,0.001643257092413502,0.0002593258182652945,4.3276799358044706e-05,0.004,7.053826505172726e-05,0.000293497382376661,0.002949187553742982,0.004500611956404297,0.0004493880435957018,0.0034400002354197027,0.0011362869068750104,0.003033712857705287,0.001,0.00031092155462920435,0.0003190784453707957,7.200012880185463e-05,0.0010099998711981454,2.1246954051096615e-05,0.0005151992696852208,4.019134085130849e-06,0.00041053904358482436,0.00040980664329104557,0.004492321383528548,0.0004489240882776244,0.0101,7.2e-05,0.010088870167740465,0.0007311298322595352,0.025997514866805724,0.028002485133194276,0.0029996300204352764,0.00011036997956472392,0.011,1.0,1.0,1.0,1.0,0.0007138907149571777,3.737402188618384e-06,2.1216093113159085e-08,0.00014546234908444542,8.535705082685868e-06,7.725881179712229e-06,1.5084589112417079e-05,2.837141863485061e-05,2.823046211403568e-05,3.1986642562436748e-06,-2.8926712089943354e-06,3.2326592969939526e-12,0.00026212407337870207,7.541775537376247e-10,-6.984760749104983e-06,6.317447821787997e-07,1.8226228730810747e-07,1.2424483828516683e-05,2.579080406809456e-05,-7.850906361177788e-05,1.249486318693705e-07,-4.7086009537421506e-09,3.235529738332805e-07,7.418157282812128e-05,4.423770051779719e-05,4.243720810665515e-06,1.0887623613714373e-06,2.8992706252728063e-13,2.257507527333267e-05,-7.0421963143564815e-06,-4.324536462142513e-06,2.36326779667291e-05,1.4589168249700185e-05,-0.000184433135787262,-1.8331267660805532e-05,-2.5543260374711368e-09,5.831611395224424e-07,3.9724422443020164e-11,7.22287300286773e-10,5.073014067681369e-07,2.5220495650546453e-06,-0.00018443577823489752,0.00017551134159559073,2.5284162647354087e-08,1.928197421192605e-06
0.06,4.7460743461847475e-05,0.0006655556372326354,7.735099451224507e-06,1.93214913880244e-06,0.00029832982645571133,2.114747666652919e-06,5.733549209648549e-06,2.70684717171581e-06,0.0003397592164621145,0.0076925000409710275,0.0076925,3.4139150740578387e-06,0.0011435882488047922,0.003026411751195209,2.001706625451252e-05,0.00047845201307244697,3.000000001791364e-05,0.000272,0.00043106061380722617,0.00043205487019296805,0.004497470116944187,0.00011194591496963779,0.0036213100488880637,0.0006153779511119371,0.0036204180529440483,0.0006162699470559527,0.0010091880060431292,0.0016458674351058533,0.0002568342688602731,4.589115526199998e-05,0.004,7.156928814692649e-05,0.00029337457587772707,0.002949059295044586,0.004500736576698598,0.0004492634233014021,0.0034400002825060705,0.0011355491319408881,0.0030344505855530416,0.001,0.00031110463770108793,0.00031889536229891204,7.200015477824086e-05,0.0010099998452217593,2.1298191648921933e-05,0.0005180006572059328,4.0229742997231395e-06,0.00040878708378024265,0.0004079087289289244,0.004490786295229181,0.0004487093156852787,0.0101,7.2e-05,0.010086689498701907,0.0007333105012980949,0.0259970444745985,0.0280029555254015,0.0029995560354641434,0.00011044396453585663,0.011,1.0,1.0,1.0,1.0,0.0007138289318219197,3.7373513810832592e-06,2.1253640526826836e-08,0.00015870360584399482,8.77715502653047e-06,7.735099264564492e-06,1.511133858835804e-05,2.8641298167493387e-05,2.8433387280625355e-05,3.352356359769938e-06,-3.5792361246262815e-06,3.2364291691377287e-12,0.00026074777853837827,7.626559277973772e-10,-6.978101925131013e-06,6.284435541595112e-07,1.8049980852039102e-07,1.2499654253191955e-05,2.4790612811871958e-05,-7.7128554399454e-05,1.2504050586158518e-07,-4.708671817118262e-09,3.2379489570607643e-07,7.402080146608585e-05,4.4373956572012854e-05,4.243720777325482e-06,1.089126544747533e-06,2.8575109604138546e-13,2.256527211275168e-05,-7.046250713323575e-06,-4.367059378346178e-06,2.3232996226156233e-05,1.4530006102407193e-05,-0.00017993994037712982,-1.8290474357944058e-05,-2.561499951744095e-09,5.837562563022609e-07,3.972442244317525e-11,7.221510545155874e-10,5.116958325440108e-07,2.5290374233887307e-06,-0.0001799406951893979,0.00017547974534577808,2.5247439625929137e-08,1.9382787107340584e-06
0.07,5.295072844363925e-05,0.0006671144433059452,7.746887075421946e-06,1.935506469579402e-06,0.0002981931789265051,2.117170688488682e-06,5.9849776898795126e-06,2.7459436727842994e-06,0.00033975613653589146,0.007692500047794626,0.0076925,3.3285466207234573e-06,0.0011441826558474116,0.0030258173441525898,1.9853552119228332e-05,0.00047517127353661527,3.0000000020750556e-05,0.000272,0.0004327421518600986,0.0004339027019715476,0.004498100018672159,0.00011302641515952946,0.0036214234709455824,0.0006152645290544188,0.003620392476197569,0.0006162955238024324,0.0010066009752060145,0.0016484639661573052,0.0002543572793364134,4.849172290217728e-05,0.004,7.257692789539608e-05,0.00029325099776140946,0.0029489416266138347,0.004500861951074408,0.00044913804892559174,0.0034400003295931235,0.0011348129659562046,0.003035186704450672,0.001,0.0003112873131238892,0.00031871268687611075,7.200018082629396e-05,0.001009999819173706,2.1349790362615817e-05,0.0005207262311691268,4.02681884641859e-06,0.0004070794899022249,0.0004060553679455084,0.004489251418997578,0.0004484946934979487,0.0101,7.2e-05,0.01008452402494883,0.0007354759750511719,0.025996582153172198,0.0280034178468278,0.002999482054134212,0.00011051794586578809,0.011,1.0,1.0,1.0,1.0,0.0007137685419871199,3.7373175018948057e-06,2.129057116537342e-08,0.00017070644020675797,9.070559503336981e-06,7.746886888112682e-06,1.513764814045539e-05,2.8942083282375474e-05,2.8665187573802195e-05,3.506397158608333e-06,-4.234412379905574e-06,3.2398992157132383e-12,0.0002593664509763419,7.703812840344977e-10,-6.971533456017222e-06,6.252165622669691e-07,1.7875493899635014e-07,1.2575300186684779e-05,2.3823288641959284e-05,-7.579904342448472e-05,1.2512873025449765e-07,-4.7087380117027695e-09,3.2403499801597557e-07,7.386026450903534e-05,4.450926553219655e-05,4.243720742762567e-06,1.0894904658472224e-06,2.8164372463022843e-13,2.255547494284552e-05,-7.050151271396503e-06,-4.399380413000691e-06,2.2841730198822493e-05,1.446937585625105e-05,-0.0001755464839461035,-1.8249752296559484e-05,-2.568659418661065e-09,5.843455751236986e-07,3.972442244333031e-11,7.220179552127685e-10,5.165886279830615e-07,2.535819511187836e-06,-0.00017554460657308915,0.000175448143240278,2.521124896035709e-08,1.9480831473956364e-06
0.08,5.832551294481171e-05,0.0006687846578659252,7.761736452251135e-06,1.9388662023518352e-06,0.0002980536460399765,2.1202873641504895e-06,6.237317429175666e-06,2.791420626884838e-06,0.0003397545997299661,0.007692500054616908,0.0076925,3.2464348434332733e-06,0.0011447760719247105,0.0030252239280752907,1.9690443810694314e-05,0.00047197385318097,3.0000000023546754e-05,0.000272,0.000434380112615754,0.00043570712972359934,0.004498623789882022,0.00011420629815345432,0.003621534303170475,0.0006151536968295262,0.0036203668329918702,0.0006163211670081308,0.001004027873269827,0.001651046635899132,0.00025189490416989446,5.107845238787923e-05,0.004,7.35619977117319e-05,0.0002931266434422265,0.0029488342326784603,0.004500988084288233,0.00044901191571176626,0.0034400003766808167,0.0011340784065721125,0.0030359212167470713,0.001,0.00031146958161365403,0.000318530418386346,7.200020694586962e-05,0.0010099997930541303,2.1401651162935466e-05,0.0005233775731198861,4.030667653121151e-06,0.0004054152731488811,0.000404245576322507,0.004487716755011229,0.00044828022632641,0.0101,7.2e-05,0.010082373786024734,0.0007376262139752684,0.025996127592199065,0.028003872407800934,0.002999408076442884,0.00011059192355711563,0.011,1.0,1.0,1.0,1.0,0.000713709419357607,3.737300597029627e-06,2.1327528225870185e-08,0.00018165103561144,9.416100464316415e-06,7.761736264291028e-06,1.5163974270462443e-05,2.9270415976488873e-05,2.8923988129346237e-05,3.6609569647824174e-06,-4.855272982441834e-06,3.2431071641148584e-12,0.0002579801770353387,7.774547671467195e-10,-6.965055036577467e-06,6.220621048765987e-07,1.770266785731241e-07,1.2651421886154194e-05,2.288722295691417e-05,-7.4517164280311e-05,1.2521344757867502e-07,-4.708799949646992e-09,3.2427398710532594e-07,7.369996000994282e-05,4.46436245720862e-05,4.243720707023816e-06,1.0898541249651735e-06,2.776076282507938e-13,2.2545683975850846e-05,-7.0539032413905835e-06,-4.421985849616283e-06,2.2459036459545963e-05,1.4407373953680333e-05,-0.0001712512251599004,-1.8209102166346815e-05,-2.5758044703467136e-09,5.849291004590153e-07,3.972442244348534e-11,7.21887895043846e-10,5.219304585705334e-07,2.542402150756822e-06,-0.00017124599723771238,0.00017541653528202375,2.5175592698104864e-08,1.9576167504463505e-06
0.09,6.35949409698803e-05,0.0006705559259331175,7.78013760649733e-06,1.9422918543624555e-06,0.00029791096938455285,2.1240973145435977e-06,6.4908238503923445e-06,2.842937898892503e-06,0.00033975461186393967,0.007692500061437905,0.0076925,3.167480125959041e-06,0.0011453685125939873,0.003024631487406014,1.9527847383273452e-05,0.00046885780223989473,3.0000000026302952e-05,0.000272,0.0004359754666512346,0.00043746912619421063,0.00449905092160779,0.00011547640871719326,0.003621642635310213,0.0006150453646897883,0.0036203411252853546,0.0006163468747146474,0.0010014687466349764,0.0016536153955298463,0.0002494471969723032,5.365129470436361e-05,0.004,7.452526338915084e-05,0.00029300150832333333,0.002948736812971431,0.0045011149810983515,0.00044888501890164674,0.0034400004237691096,0.0011333454514655076,0.0030366541247653827,0.001,0.0003116514438930977,0.0003183485561069023,7.200023313682387e-05,0.0010099997668631762,2.1453679821445136e-05,0.0005259562611375916,4.034520641387257e-06,0.00040379346020724243,0.00040247838529146367,0.004486182303449553,0.0004480659183265698,0.0101,7.2e-05,0.010080238820593421,0.0007397611794065821,0.02599568049688937,0.028004319503110633,0.002999334102387565,0.0001106658976124345,0.011,1.0,1.0,1.0,1.0,0.0007136514556493312,3.7373007305033363e-06,2.136521039798701e-08,0.0001916829495858387,9.814172205613846e-06,7.780137417872447e-06,1.5190812858187283e-05,2.962347787169487e-05,2.920809392210486e-05,3.816193942536366e-06,-5.442785961342375e-06,3.2460844580698266e-12,0.0002565890457108849,7.839601793159805e-10,-6.958666304492349e-06,6.189785094134512e-07,1.7531410782103808e-07,1.2728019451494315e-05,2.198092018609294e-05,-7.327984977331644e-05,1.2529479430211111e-07,-4.708858029172424e-09,3.2451253180332854e-07,7.353988613923962e-05,4.4777030940000496e-05,4.243720670153919e-06,1.090217522395607e-06,2.7364518876233507e-13,2.2535899403309814e-05,-7.057511663913541e-06,-4.435349782301707e-06,2.20850406237305e-05,1.4344095037076396e-05,-0.00016705260784186934,-1.8168524612763183e-05,-2.582935139048746e-09,5.855068378828097e-07,3.972442244364034e-11,7.217607686913928e-10,5.276796247908659e-07,2.5487914570238824e-06,-0.00016704333715718685,0.00017538492147399357,2.51404724188397e-08,1.9668855084054515e-06
