Time,Minf,V,V1,V2,Ninf,V3,V4,lambdaN,lambdaN_bar,Iapp,gL,VL,gCa,VCa,gK,N,VK,C,musclefiber
2.44,0.02574598762441216,-17.25044951058548,10.0,15.0,0.09609028087932187,-1.0,14.5,0.07741022361805003,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.005800200689648026,-70.0,20.0,1.0
2.45,0.026157303269018772,-17.128410147810936,10.0,15.0,0.09756231873557086,-1.0,14.5,0.07724534181791695,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.0058705594556076116,-70.0,20.0,1.0
2.46,0.02657484119053949,-17.006419963052885,10.0,15.0,0.0990538306683687,-1.0,14.5,0.07708189360431564,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.005941857618014322,-70.0,20.0,1.0
2.47,0.02699869071142541,-16.884477913597305,10.0,15.0,0.10056500298177257,-1.0,14.5,0.07691987305406434,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.006014106247680569,-70.0,20.0,1.0
2.48,0.027428942377702437,-16.762582945392932,10.0,15.0,0.10209602195110495,-1.0,14.5,0.07675927430730335,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.006087316518607103,-70.0,20.0,1.0
2.49,0.027865687974818032,-16.640733992939406,10.0,15.0,0.10364707376450483,-1.0,14.5,0.07660009156753764,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.006161499708464483,-70.0,20.0,1.0
2.5,0.028309020543652696,-16.51892997917554,10.0,15.0,0.10521834446283534,-1.0,14.5,0.07644231910168905,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.0062366671990744926,-70.0,20.0,1.0
2.5100000000000002,0.028759034396696914,-16.397169815367466,10.0,15.0,0.10681001987793504,-1.0,14.5,0.07628595124015773,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.006312830476891614,-70.0,20.0,1.0
2.52,0.02921582523499011,-16.27545237439509,10.0,15.0,0.10842228592388181,-1.0,14.5,0.0761309823431707,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.0063900009295231016,-70.0,20.0,1.0
2.5300000000000002,0.029679490378007933,-16.153776437084353,10.0,15.0,0.11005532927879536,-1.0,14.5,0.07597740673502365,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.006468189435587043,-70.0,20.0,1.0
2.54,0.03015012774756398,-16.032140963107896,10.0,15.0,0.11170933368023278,-1.0,14.5,0.07582521904616157,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.006547408443098921,-70.0,20.0,1.0
2.5500000000000003,0.030627836946884868,-15.91054480833856,10.0,15.0,0.1133844836049967,-1.0,14.5,0.0756744138539427,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.006627669803704536,-70.0,20.0,1.0
2.56,0.03111271893877643,-15.788986815782422,10.0,15.0,0.11508096300146486,-1.0,14.5,0.07552498579919963,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.006708985471219614,-70.0,20.0,1.0
2.57,0.03160487606312645,-15.667465815443666,10.0,15.0,0.11679895521855416,-1.0,14.5,0.07537692958636205,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.006791367501932609,-70.0,20.0,1.0
2.58,0.032104412054581255,-15.545980624189495,10.0,15.0,0.11853864293295441,-1.0,14.5,0.07523023998359055,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.006874828054907488,-70.0,20.0,1.0
2.59,0.032611432060395074,-15.424530045615064,10.0,15.0,0.12030020807461889,-1.0,14.5,0.07508491182292124,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.006959379392286512,-70.0,20.0,1.0
2.6,0.03312604265845004,-15.303112869908343,10.0,15.0,0.1220838317505033,-1.0,14.5,0.07494094000042126,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.007045033879593043,-70.0,20.0,1.0
2.61,0.03364835187544574,-15.181727873715063,10.0,15.0,0.12388969416654133,-1.0,14.5,0.07479831947635536,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.007131803986034314,-70.0,20.0,1.0
2.62,0.03417846920525497,-15.060373820003583,10.0,15.0,0.1257179745478486,-1.0,14.5,0.07465704527536315,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.007219702284804237,-70.0,20.0,1.0
2.63,0.034716505627444605,-14.939049457929839,10.0,15.0,0.12756885105714716,-1.0,14.5,0.07451711248664783,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.007308741453386174,-70.0,20.0,1.0
2.64,0.03526257362595825,-14.817753522702198,10.0,15.0,0.1294425007114059,-1.0,14.5,0.07437851626417542,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.0073989342738557465,-70.0,20.0,1.0
2.65,0.03581678724459891,-14.696484727488736,10.0,15.0,0.13133909942191402,-1.0,14.5,0.0742412518179209,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.007490293444129141,-70.0,20.0,1.0
2.66,0.0363792622705445,-14.575241728676795,10.0,15.0,0.13325882246638637,-1.0,14.5,0.07410531437590073,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.007582830756131964,-70.0,20.0,1.0
2.67,0.036950115647995885,-14.454023256535484,10.0,15.0,0.1352018423326487,-1.0,14.5,0.07397069933123031,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.007676560203520023,-70.0,20.0,1.0
2.68,0.03752946608847085,-14.33282798592095,10.0,15.0,0.13716833065016215,-1.0,14.5,0.07383740209628926,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.007771494913477896,-70.0,20.0,1.0
2.69,0.03811743390594685,-14.2116545768009,10.0,15.0,0.1391584574660074,-1.0,14.5,0.0737054181492311,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.007867648112989763,-70.0,20.0,1.0
2.7,0.03871414103662263,-14.090501674109962,10.0,15.0,0.14117239115121144,-1.0,14.5,0.073574743034253,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.007965033128916874,-70.0,20.0,1.0
2.71,0.03931971105882326,-13.969367907605164,10.0,15.0,0.1432102983052959,-1.0,14.5,0.07344537236187772,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.008063663388074951,-70.0,20.0,1.0
2.72,0.039934269213045825,-13.848251891721297,10.0,15.0,0.14527234365905373,-1.0,14.5,0.0733173018092474,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.008163552417311665,-70.0,20.0,1.0
2.73,0.04055794242213745,-13.72715222542639,10.0,15.0,0.14735868997556034,-1.0,14.5,0.0731905271204294,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.008264713843584025,-70.0,20.0,1.0
2.74,0.04119085931160338,-13.606067492077079,10.0,15.0,0.14946949794942954,-1.0,14.5,0.07306504410673408,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.00836716139403586,-70.0,20.0,1.0
2.75,0.041833150230035476,-13.484996259274071,10.0,15.0,0.15160492610432197,-1.0,14.5,0.07294084864704505,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.008470908896075213,-70.0,20.0,1.0
2.7600000000000002,0.042484947269658235,-13.363937078717528,10.0,15.0,0.15376513068872222,-1.0,14.5,0.07281793668816122,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.008575970277451817,-70.0,20.0,1.0
2.77,0.04314638428698203,-13.242888486062519,10.0,15.0,0.1559502655699958,-1.0,14.5,0.07269630424515147,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.008682359566334489,-70.0,20.0,1.0
2.7800000000000002,0.04381759697149362,-13.121848992193668,10.0,15.0,0.15816048228432933,-1.0,14.5,0.07257594739323393,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.008790090712429767,-70.0,20.0,1.0
2.79,0.044498723343923685,-13.000816999493571,10.0,15.0,0.16039593148905035,-1.0,14.5,0.07245686218679664,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.008899175843778563,-70.0,20.0,1.0
2.8000000000000003,0.04518990229106551,-12.879791066752794,10.0,15.0,0.16265675796964923,-1.0,14.5,0.0723390449212361,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.009009630794779445,-70.0,20.0,1.0
2.81,0.0458912749786069,-12.758769658224786,10.0,15.0,0.16494310510955795,-1.0,14.5,0.07222249188411671,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.009121469875601156,-70.0,20.0,1.0
2.82,0.04660298444621497,-12.637751220917545,10.0,15.0,0.1672551133705314,-1.0,14.5,0.07210719943301612,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.009234707487261762,-70.0,20.0,1.0
2.83,0.047325175629046645,-12.516734184432138,10.0,15.0,0.16959292017769223,-1.0,14.5,0.07199316399596331,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.009349358121352971,-70.0,20.0,1.0
2.84,0.04805799537932226,-12.3957169608012,10.0,15.0,0.17195665980304403,-1.0,14.5,0.07188038207189028,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.009465436359764464,-70.0,20.0,1.0
2.85,0.04880159248795268,-12.274697944327386,10.0,15.0,0.17434646324748337,-1.0,14.5,0.07176885023109758,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.009582956874408265,-70.0,20.0,1.0
2.86,0.04955611770620644,-12.153675511421902,10.0,15.0,0.17676245812134572,-1.0,14.5,0.0716585651157342,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.00970193442694305,-70.0,20.0,1.0
2.87,0.05032172376740662,-12.032648020442961,10.0,15.0,0.1792047685235229,-1.0,14.5,0.07154952344029113,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.009822383868498525,-70.0,20.0,1.0
2.88,0.051098565408643104,-11.911613811534307,10.0,15.0,0.1816735149191921,-1.0,14.5,0.07144172199210966,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.009944320139399727,-70.0,20.0,1.0
2.89,0.05188679939248736,-11.790571206463664,10.0,15.0,0.18416881401619922,-1.0,14.5,0.0713351576319036,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.010067758268891407,-70.0,20.0,1.0
2.9,0.05268658452869435,-11.669518508461268,10.0,15.0,0.1866907786401409,-1.0,14.5,0.07122982729429615,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.010192713374862324,-70.0,20.0,1.0
2.91,0.0534980817276145,-11.548453997357594,10.0,15.0,0.18923951770767505,-1.0,14.5,0.07112572798435346,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.01031920057812785,-70.0,20.0,1.0
2.92,0.0543214551791375,-11.42737576079276,10.0,15.0,0.1918151397100059,-1.0,14.5,0.0710228566359819,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.010447231937099602,-70.0,20.0,1.0
2.93,0.05515686916325324,-11.306282168543188,10.0,15.0,0.19441774252511695,-1.0,14.5,0.0709212105172269,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.010576825071952982,-70.0,20.0,1.0
2.94,0.05600449097884108,-11.185171438782444,10.0,15.0,0.1970474224186431,-1.0,14.5,0.07082078685817178,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.010707995283510486,-70.0,20.0,1.0
2.95,0.05686449008947503,-11.064041769568943,10.0,15.0,0.19970427115694783,-1.0,14.5,0.0707215829654624,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.010840757945863307,-70.0,20.0,1.0
2.96,0.05773703814542114,-10.942891338657116,10.0,15.0,0.2023883758769765,-1.0,14.5,0.07062359622294974,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.010975128505598281,-70.0,20.0,1.0
2.97,0.05862230900552995,-10.821718303308497,10.0,15.0,0.20509981895523915,-1.0,14.5,0.07052682409234923,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.0111111224810249,-70.0,20.0,1.0
2.98,0.05952047875900468,-10.70052080010289,10.0,15.0,0.2078386778759878,-1.0,14.5,0.0704312641139174,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.011248755461402256,-70.0,20.0,1.0
2.99,0.06043172574702105,-10.57929694474945,10.0,15.0,0.21060502509866347,-1.0,14.5,0.07033691390714561,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.011388043106166057,-70.0,20.0,1.0
3.0,0.061356230584177385,-10.45804483189786,10.0,15.0,0.21339892792468135,-1.0,14.5,0.07024377117147138,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.01152900114415557,-70.0,20.0,1.0
3.0100000000000002,0.062294176179749416,-10.336762534949411,10.0,15.0,0.21622044836363707,-1.0,14.5,0.07015183368700717,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.011671645372840642,-70.0,20.0,1.0
3.02,0.06324574775872494,-10.215448105868166,10.0,15.0,0.21906964299900944,-1.0,14.5,0.0700610993152871,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.01181599165754863,-70.0,20.0,1.0
3.0300000000000002,0.06421113288259062,-10.094099574992057,10.0,15.0,0.2219465628534481,-1.0,14.5,0.06997156600003131,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.011962055930691431,-70.0,20.0,1.0
3.04,0.06519052146984394,-9.97271495084404,10.0,15.0,0.22485125325372796,-1.0,14.5,0.06988323176792882,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.012109854190992418,-70.0,20.0,1.0
3.0500000000000003,0.06618410738008296,-9.851292030163123,10.0,15.0,0.2277837582998785,-1.0,14.5,0.06979609459420247,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.012259398488839822,-70.0,20.0,1.0
3.06,0.0671920843450341,-9.729828900213443,10.0,15.0,0.23074410863692668,-1.0,14.5,0.06971015276600202,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.012410707553411407,-70.0,20.0,1.0
3.0700000000000003,0.06821464954271123,-9.608323497726477,10.0,15.0,0.23373233186466252,-1.0,14.5,0.06962540456220635,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.01256379746746606,-70.0,20.0,1.0
3.08,0.06925200263583814,-9.486773731515942,10.0,15.0,0.2367484494830136,-1.0,14.5,0.06954184834453646,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.012718684263885963,-70.0,20.0,1.0
3.09,0.07030434575453093,-9.365177486797128,10.0,15.0,0.23979247664921444,-1.0,14.5,0.06945948256173114,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.012875384020253731,-70.0,20.0,1.0
3.1,0.07137188351541113,-9.243532624969202,10.0,15.0,0.24286442204432596,-1.0,14.5,0.06937830575046501,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.013033912857469243,-70.0,20.0,1.0
3.11,0.07245482304024636,-9.1218369833975,10.0,15.0,0.24596428774013662,-1.0,14.5,0.06929831653628774,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.013194286938366486,-70.0,20.0,1.0
3.12,0.0735533739740799,-9.000088375195768,10.0,15.0,0.2490920690665594,-1.0,14.5,0.06921951363458462,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.01335652246633046,-70.0,20.0,1.0
3.13,0.07466774850280572,-8.878284589008484,10.0,15.0,0.2522477544796323,-1.0,14.5,0.06914189585155918,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.013520635683913979,-70.0,20.0,1.0
3.14,0.0757981613701485,-8.756423388793099,10.0,15.0,0.25543132543024594,-1.0,14.5,0.06906546208523752,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.013686642871454588,-70.0,20.0,1.0
3.15,0.07694482989400064,-8.634502513602355,10.0,15.0,0.2586427562337096,-1.0,14.5,0.06899021132649492,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.013854560345691365,-70.0,20.0,1.0
3.16,0.0781079739820722,-8.512519677366525,10.0,15.0,0.261882013940286,-1.0,14.5,0.06891614266010515,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.014024404458381835,-70.0,20.0,1.0
3.17,0.07928781614680136,-8.390472568675728,10.0,15.0,0.26514905820681434,-1.0,14.5,0.06884325526581228,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.014196191594918773,-70.0,20.0,1.0
3.18,0.08048458271582892,-8.268358729321468,10.0,15.0,0.2684438444536174,-1.0,14.5,0.06877154834883707,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.014369934030035138,-70.0,20.0,1.0
3.19,0.08169850080675256,-8.14617586605267,10.0,15.0,0.2717663153502151,-1.0,14.5,0.06870102132557057,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.01454565058686395,-70.0,20.0,1.0
3.2,0.08292980082053575,-8.023921592974567,10.0,15.0,0.2751164075696144,-1.0,14.5,0.06863167367047741,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.01472335784051763,-70.0,20.0,1.0
3.21,0.08417871591613924,-7.90159348794603,10.0,15.0,0.2784940501666978,-1.0,14.5,0.06856350495185692,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.014903072051294474,-70.0,20.0,1.0
3.22,0.08544548192933543,-7.779189101824206,10.0,15.0,0.2818991642034371,-1.0,14.5,0.06849651483866556,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.015084809486634492,-70.0,20.0,1.0
3.23,0.08673033738276625,-7.656705958227086,10.0,15.0,0.2853316626308402,-1.0,14.5,0.0684307031017494,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.015268586419061814,-70.0,20.0,1.0
3.24,0.08803352349488847,-7.534141553296017,10.0,15.0,0.2887914501729437,-1.0,14.5,0.06836606961510307,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.015454419124127173,-70.0,20.0,1.0
3.25,0.08935528418773547,-7.411493355458287,10.0,15.0,0.2922784232129929,-1.0,14.5,0.06830261435715479,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.0156423238783503,-70.0,20.0,1.0
3.2600000000000002,0.0906958660934295,-7.288758805189621,10.0,15.0,0.29579246968195627,-1.0,14.5,0.06824033741207841,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.015832316957162418,-70.0,20.0,1.0
3.27,0.09205551855936678,-7.165935314776771,10.0,15.0,0.2993334689495234,-1.0,14.5,0.06817923897113246,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.01602441463284864,-70.0,20.0,1.0
3.2800000000000002,0.09343449365200401,-7.043020268080011,10.0,15.0,0.30290129171773705,-1.0,14.5,0.0681193193340268,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.016218633172490466,-70.0,20.0,1.0
3.29,0.09483304615916432,-6.920011020295731,10.0,15.0,0.3064957999174093,-1.0,14.5,0.06806057891031715,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.016414988835908154,-70.0,20.0,1.0
3.3000000000000003,0.09625143359078309,-6.796904897718926,10.0,15.0,0.3101168466074804,-1.0,14.5,0.06800301822082774,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.016613497873603243,-70.0,20.0,1.0
3.31,0.09768991633258023,-6.673699184353792,10.0,15.0,0.3137642762680687,-1.0,14.5,0.0679466378931499,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.016814172664590194,-70.0,20.0,1.0
3.3200000000000003,0.09914875726388389,-6.550391154408796,10.0,15.0,0.31743792374022983,-1.0,14.5,0.06789143867826726,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.01701703132134799,-70.0,20.0,1.0
3.33,0.10062822203892519,-6.426978047115465,10.0,15.0,0.32113761486675696,-1.0,14.5,0.06783742144029725,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.017222090366754744,-70.0,20.0,1.0
3.34,0.10212857904229489,-6.303457069953563,10.0,15.0,0.324863166305142,-1.0,14.5,0.06778458715976222,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.017429365748331094,-70.0,20.0,1.0
3.35,0.10365009935934133,-6.179825400247519,10.0,15.0,0.32861438538990884,-1.0,14.5,0.06773293693601137,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.017638873374418367,-70.0,20.0,1.0
3.36,0.10519305676574969,-6.056080184926676,10.0,15.0,0.33239107005302004,-1.0,14.5,0.06768247198882439,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.017850629111445457,-70.0,20.0,1.0
3.37,0.10675772771490055,-5.932218540285503,10.0,15.0,0.33619300874833435,-1.0,14.5,0.06763319366004672,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.018064648781195757,-70.0,20.0,1.0
3.38,0.10834439132289864,-5.80823755174387,10.0,15.0,0.3400199803802746,-1.0,14.5,0.06758510341525646,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.01828094815807399,-70.0,20.0,1.0
3.39,0.10995332935116042,-5.684134273607254,10.0,15.0,0.3438717542368699,-1.0,14.5,0.06753820284546401,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.018499542966373163,-70.0,20.0,1.0
3.4,0.11158482618644344,-5.559905728827019,10.0,15.0,0.3477480899273307,-1.0,14.5,0.06749249366884424,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.018720448877541377,-70.0,20.0,1.0
3.41,0.11323916881819868,-5.435548908760614,10.0,15.0,0.3516487373243212,-1.0,14.5,0.06744797773250265,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.0189436815074488,-70.0,20.0,1.0
3.42,0.11491664681312064,-5.311060772931864,10.0,15.0,0.3555734365110855,-1.0,14.5,0.06740465701427495,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.019169256413654464,-70.0,20.0,1.0
3.43,0.1166175522867694,-5.186438248791156,10.0,15.0,0.35952191773359266,-1.0,14.5,0.06736253362456154,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.019397189092673246,-70.0,20.0,1.0
3.44,0.11834217774188399,-5.0616783846026685,10.0,15.0,0.36349389647118013,-1.0,14.5,0.06732160985766092,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.01962749188993423,-70.0,20.0,1.0
3.45,0.12009082105961671,-4.936777982837696,10.0,15.0,0.3674890850317226,-1.0,14.5,0.06728188807133792,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.01986018138364841,-70.0,20.0,1.0
3.46,0.12186378207015458,-4.811733850836255,10.0,15.0,0.3715071845991047,-1.0,14.5,0.06724337077545003,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.020095273323463395,-70.0,20.0,1.0
3.47,0.12366136254693055,-4.686542795810845,10.0,15.0,0.3755478853322332,-1.0,14.5,0.06720606063065022,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.02033278272362855,-70.0,20.0,1.0
3.48,0.12548386660110633,-4.5612015925385245,10.0,15.0,0.3796108673629643,-1.0,14.5,0.06716996043968071,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.02057272450681324,-70.0,20.0,1.0
3.49,0.12733160063134802,-4.435706983150046,10.0,15.0,0.38369580078058635,-1.0,14.5,0.06713507314939147,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.020815113500790378,-70.0,20.0,1.0
3.5,0.12920487326961433,-4.3100556769190845,10.0,15.0,0.3878023456224355,-1.0,14.5,0.06710140185279578,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.02105996443511981,-70.0,20.0,1.0
3.5100000000000002,0.1311039953227976,-4.184244350051362,10.0,15.0,0.3919301518707993,-1.0,14.5,0.06706894979116296,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.02130729193783188,-70.0,20.0,1.0
3.52,0.13302927971005007,-4.0582696454738745,10.0,15.0,0.39607885945624843,-1.0,14.5,0.06703772035614937,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.021557110532110815,-70.0,20.0,1.0
3.5300000000000002,0.13498104139562977,-3.932128172624027,10.0,15.0,0.40024809826754354,-1.0,14.5,0.06700771709196816,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.02180943463297827,-70.0,20.0,1.0
3.54,0.13695959731708962,-3.8058165072388555,10.0,15.0,0.40443748816825204,-1.0,14.5,0.06697894369759845,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.022064278543976728,-70.0,20.0,1.0
3.5500000000000003,0.13896526630863398,-3.6793311911441573,10.0,15.0,0.40864663902021364,-1.0,14.5,0.06695140402903464,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.02232165645385305,-70.0,20.0,1.0
3.56,0.14099836901946194,-3.5526687320437165,10.0,15.0,0.41287515071397995,-1.0,14.5,0.0669251021015767,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.022581582433241862,-70.0,20.0,1.0
3.5700000000000003,0.1430592207422462,-3.425826036733385,10.0,15.0,0.41712259867129875,-1.0,14.5,0.06690004217560558,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.022844068645033324,-70.0,20.0,1.0
3.58,0.14514814725325936,-3.2987994218922587,10.0,15.0,0.4213885669443337,-1.0,14.5,0.06687622855665165,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.023109129417108965,-70.0,20.0,1.0
3.59,0.14726547552732588,-3.171585195317122,10.0,15.0,0.4256726289321908,-1.0,14.5,0.06685366572604445,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.023376778842658968,-70.0,20.0,1.0
3.6,0.1494115318754219,-3.044179758081598,10.0,15.0,0.42997434396317746,-1.0,14.5,0.06683235835867866,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.023647030354958486,-70.0,20.0,1.0
3.61,0.15158664386166876,-2.916579478648336,10.0,15.0,0.43429326156451087,-1.0,14.5,0.06681231129992188,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.023919897242015785,-70.0,20.0,1.0
3.62,0.15379114018300227,-2.788780692747031,10.0,15.0,0.4386289215347745,-1.0,14.5,0.06679352956804366,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.024195392642889477,-70.0,20.0,1.0
3.63,0.1560253505423096,-2.6607797032525307,10.0,15.0,0.4429808540243001,-1.0,14.5,0.06677601835668479,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.024473529544005578,-70.0,20.0,1.0
3.64,0.15828960551482896,-2.5325727800628535,10.0,15.0,0.4473485796235765,-1.0,14.5,0.06675978303736746,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.024754320775474733,-70.0,20.0,1.0
3.65,0.16058423640760033,-2.404156159977294,10.0,15.0,0.4517316094597698,-1.0,14.5,0.0667448291620474,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.02503777900740928,-70.0,20.0,1.0
3.66,0.16290957511175652,-2.2755260465744427,10.0,15.0,0.4561294453014406,-1.0,14.5,0.06673116246570854,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.0253239167462405,-70.0,20.0,1.0
3.67,0.16526595394743937,-2.1466786100902877,10.0,15.0,0.4605415796715267,-1.0,14.5,0.0667187888690012,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.02561274633103563,-70.0,20.0,1.0
