Time,I,A,D_II,D_IA,R,aux,pi_I,d_r,d_A,d_II,d_IA,k_II,k_IA,B_d,f_A,gamma_I,K_aux,K_II,K_IA,f_c,w_A,w_I,w_D,d_I,pi_A,k_Am,kprime_IA,kprime_II,aux_basal,compartment_0000001,reac_DIA,reac_DII,reac_degrI,reac_degrA,reac_degrDIA,reac_degrDII,reac_DIAxA,reac_DIIxI,reac_degrR,reac_prodI,reac_prodA,reac_prodR
0.11,10.023311796849422,10.065305618863128,10.022088913119381,10.038077322000298,1.0997688505759686,4.1073269652081024e-07,1.0,0.007,0.003,0.003,0.003,1.0,1.0,100.0,10.0,10.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,0.05,1.0,10.0,10.0,10.0,0.1111111111111111,1.0,0.506923328442582,0.2458902456669705,2.0584500957216473e-06,0.030195916856589386,0.030114231966000896,0.030066266739358145,2.061482436456548e-06,2.0581989566588126e-06,0.0076983819540317805,1.0997688505759686,1.0,0.91849349007308
0.12,10.024336778678258,10.069892250869971,10.024241642557548,10.04288744755316,1.1088797506530488,4.891537639384325e-07,1.0,0.007,0.003,0.003,0.003,1.0,1.0,100.0,10.0,10.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,0.05,1.0,10.0,10.0,10.0,0.1111111111111111,1.0,0.5151167721914476,0.24491142678610345,2.4517198338704805e-06,0.030209676752609913,0.030128662342659478,0.030072724927672646,2.4562568964030268e-06,2.4516965657860964e-06,0.007762158254571341,1.1088797506530488,1.0,0.9191448387921447
0.13,10.025390355708872,10.074403109250337,10.026387754245253,10.047773064834002,1.1179964648373206,5.744218984915506e-07,1.0,0.007,0.003,0.003,0.003,1.0,1.0,100.0,10.0,10.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,0.05,1.0,10.0,10.0,10.0,0.1111111111111111,1.0,0.5220931226617722,0.2445742418879462,2.879400226632041e-06,0.03022320932775101,0.030143319194502007,0.03007916326273576,2.885828782073859e-06,2.8796866902479006e-06,0.007825975253861245,1.1179964648373206,1.0,0.9197842169255345
0.14,10.026471631837811,10.07884904455349,10.028533148762282,10.052723323302015,1.1271188839471697,6.665370995140307e-07,1.0,0.007,0.003,0.003,0.003,1.0,1.0,100.0,10.0,10.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,0.05,1.0,10.0,10.0,10.0,0.1111111111111111,1.0,0.5280607937710329,0.24480189642557093,3.3415054326851035e-06,0.03023654713366047,0.030158169969906046,0.030085599446286845,3.35025428999661e-06,3.342192470982885e-06,0.007889832187630189,1.1271188839471697,1.0,0.9204133322073412
0.15,10.027579189395864,10.083239649898672,10.03068335843413,10.057728629846412,1.136246908815474,7.654993665617837e-07,1.0,0.007,0.003,0.003,0.003,1.0,1.0,100.0,10.0,10.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,0.05,1.0,10.0,10.0,10.0,0.1111111111111111,1.0,0.5331977765510487,0.24551081526369956,3.8380498207906225e-06,0.030249718949696018,0.03017318588953924,0.03009205007530239,3.849589500740549e-06,3.839237939597365e-06,0.007953728361708318,1.136246908815474,1.0,0.9210336998051256
0.16,10.02871178178363,10.087582444700717,10.032842792560716,10.062781465060821,1.145380458391993,8.713086989686758e-07,1.0,0.007,0.003,0.003,0.003,1.0,1.0,100.0,10.0,10.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,0.05,1.0,10.0,10.0,10.0,0.1111111111111111,1.0,0.5376422622755683,0.24663207647861896,4.369048100669246e-06,0.030262747334102152,0.030188344395182466,0.03009852837768215,4.383890693442028e-06,4.370847791913964e-06,0.008017663208743952,1.145380458391993,1.0,0.9216465080529698
0.17,10.029868254260604,10.09188358803078,10.035015133906134,10.067875669882538,1.1545194634769027,9.83965096068573e-07,1.0,0.007,0.003,0.003,0.003,1.0,1.0,100.0,10.0,10.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,0.05,1.0,10.0,10.0,10.0,0.1111111111111111,1.0,0.5415061264581453,0.24810585876332425,4.934515284788528e-06,0.030275650764092343,0.030203627009647613,0.030105045401718402,4.953214251571273e-06,4.937047457259391e-06,0.008081636244338318,1.1545194634769027,1.0,0.9222527312050603
0.18,10.031047469478299,10.096148474535148,10.037203674072366,10.073005849673732,1.1636638614750128,1.1034685571953418e-06,1.0,0.007,0.003,0.003,0.003,1.0,1.0,100.0,10.0,10.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,0.05,1.0,10.0,10.0,10.0,0.1111111111111111,1.0,0.5448861102256615,0.24987659420332875,5.534466632041692e-06,0.030288445423605447,0.030219017549021197,0.0301116110222171,5.557616483124814e-06,5.537863217394275e-06,0.00814564703032509,1.1636638614750128,1.0,0.9228532238200703
0.19,10.032248467259533,10.100381448721057,10.039411090636545,10.078167659935627,1.1728135991009065,1.2298190814608034e-06,1.0,0.007,0.003,0.003,0.003,1.0,1.0,100.0,10.0,10.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,0.05,1.0,10.0,10.0,10.0,0.1111111111111111,1.0,0.5478597083121741,0.2518984024657982,6.168917710843124e-06,0.030301144346163173,0.03023450297980688,0.030118233271909635,6.197153825796979e-06,6.173322070877741e-06,0.008209695193706346,1.1728135991009065,1.0,0.923448674219408
0.2,10.033470403770346,10.104586266936751,10.041639708704054,10.083357344328428,1.181968628307924,1.3630166681988243e-06,1.0,0.007,0.003,0.003,0.003,1.0,1.0,100.0,10.0,10.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,0.05,1.0,10.0,10.0,10.0,0.1111111111111111,1.0,0.5504938083699074,0.25413125629494004,6.837884379958901e-06,0.030313758800810255,0.030250072032985284,0.030124919126112162,6.871882699371679e-06,6.843451821766505e-06,0.008273780398155468,1.181968628307924,1.0,0.9240396777375891
0.21,10.034712544368398,10.108766144292776,10.043891527953711,10.088571687750049,1.1911289058742238,1.5030613167432705e-06,1.0,0.007,0.003,0.003,0.003,1.0,1.0,100.0,10.0,10.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,0.05,1.0,10.0,10.0,10.0,0.1111111111111111,1.0,0.5528455587208043,0.25654056856737384,7.541382789878545e-06,0.03032629843287833,0.030265715063250147,0.030131674583861134,7.581859526524471e-06,7.5482810670870625e-06,0.008337902341119566,1.1911289058742238,1.0,0.9246267440386152
0.22,10.035974284560345,10.112923683243604,10.046168176413651,10.093808087754471,1.2002943940419593,1.649953025983919e-06,1.0,0.007,0.003,0.003,0.003,1.0,1.0,100.0,10.0,10.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,0.05,1.0,10.0,10.0,10.0,0.1111111111111111,1.0,0.5549611492093902,0.25909807621999903,8.27942940908396e-06,0.030338771049730814,0.030281424263263416,0.030138504529240957,8.327140859654465e-06,8.287839116563298e-06,0.008402060758293715,1.2002943940419593,1.0,0.9252102855164274
0.23,10.037255127738387,10.11706100375185,10.048470986712609,10.099064424387533,1.2094650593621417,1.8036917950325915e-06,1.0,0.007,0.003,0.003,0.003,1.0,1.0,100.0,10.0,10.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,0.05,1.0,10.0,10.0,10.0,0.1111111111111111,1.0,0.55687819367499,0.261780632184454,9.05204103218313e-06,0.030351183011255552,0.0302971932731626,0.030145412960137827,9.107783392252492e-06,9.062155990341885e-06,0.008466255415534992,1.2094650593621417,1.0,0.9257906379106399
0.24,10.038554655654298,10.121179890105038,10.050801084297513,10.104338913370167,1.218640871385122,1.964277623223154e-06,1.0,0.007,0.003,0.003,0.003,1.0,1.0,100.0,10.0,10.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,0.05,1.0,10.0,10.0,10.0,0.1111111111111111,1.0,0.5586283728269166,0.2645687315834664,9.859234773527928e-06,0.030363539670315114,0.030313016740110502,0.030152403252892538,9.923843919313442e-06,9.871262442776379e-06,0.008530486099695854,1.218640871385122,1.0,0.9263680836521967
0.25,10.039872511525182,10.125281865214028,10.05315943305213,10.109630031799966,1.2278218019926672,2.131710509223339e-06,1.0,0.007,0.003,0.003,0.003,1.0,1.0,100.0,10.0,10.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,0.05,1.0,10.0,10.0,10.0,0.1111111111111111,1.0,0.5602387520070806,0.2674457171576705,1.0701028060546401e-05,0.030375845595642083,0.0303288900953999,0.03015947829915639,1.0775379321584593e-05,1.0715189965484427e-05,0.00859475261394867,1.2278218019926672,1.0,0.9269428636718018
0.26,10.04120839276966,10.129368218107969,10.055546852682776,10.114936490656234,1.2370078251474064,2.3059904523670127e-06,1.0,0.007,0.003,0.003,0.003,1.0,1.0,100.0,10.0,10.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,0.05,1.0,10.0,10.0,10.0,0.1111111111111111,1.0,0.5617322585576403,0.27039746020010114,1.1577438644514198e-05,0.030388104654323907,0.030344809471968704,0.030166640558048328,1.1662446593385492e-05,1.1593970782221893e-05,0.008659054776031844,1.2370078251474064,1.0,0.9275151817439014
0.27,10.042562045642779,10.133440026195734,10.057964032536237,10.12025721253855,1.2461989166912804,2.487117451099863e-06,1.0,0.007,0.003,0.003,0.003,1.0,1.0,100.0,10.0,10.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,0.05,1.0,10.0,10.0,10.0,0.1111111111111111,1.0,0.5631280734851458,0.27341211522251285,1.2488484598407666e-05,0.0304003200785872,0.030360771637615653,0.03017389209760871,1.2585102860832992e-05,1.2507637825963504e-05,0.008723392416838963,1.2461989166912804,1.0,0.9280852079964522
0.28,10.043933258883209,10.137498184345771,10.060411549323554,10.125591302586924,1.2553950540845993,2.6750915047557555e-06,1.0,0.007,0.003,0.003,0.003,1.0,1.0,100.0,10.0,10.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,0.05,1.0,10.0,10.0,10.0,0.1111111111111111,1.0,0.5644421497493965,0.276479815664743,1.3434184329913758e-05,0.030412494553037316,0.030376773907760776,0.03018123464797066,1.3543405407240773e-05,1.345622473833858e-05,0.008787765378592195,1.2553950540845993,1.0,0.9286530835163491
0.29,10.04532185619184,10.141543438957832,10.062889887925941,10.130938014410054,1.2645962161003688,2.8699126117803786e-06,1.0,0.007,0.003,0.003,0.003,1.0,1.0,100.0,10.0,10.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,0.05,1.0,10.0,10.0,10.0,0.1111111111111111,1.0,0.5656878187815266,0.2795923152260684,1.4414556573721318e-05,0.030424630316873497,0.030392814043230163,0.030188669663777822,1.4537411667259255e-05,1.4439765859291799e-05,0.008852173512702581,1.2645962161003688,1.0,0.9292189257639415
0.3,10.046727689499614,10.145576417076256,10.06539945932559,10.136296720972053,1.2738023825620501,3.0715807712855536e-06,1.0,0.007,0.003,0.003,0.003,1.0,1.0,100.0,10.0,10.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,0.05,1.0,10.0,10.0,10.0,0.1111111111111111,1.0,0.5668763056537642,0.2827426737023444,1.5429620399379247e-05,0.03043672925122877,0.03040889016291616,0.030196198377976772,1.5567179234242887e-05,1.545829623588077e-05,0.008916616677934351,1.2738023825620501,1.0,0.9297828332050952
0.31,10.048150634432004,10.149597645034438,10.06794061220081,10.141666895947981,1.28301353417511,3.280095981939013e-06,1.0,0.007,0.003,0.003,0.003,1.0,1.0,100.0,10.0,10.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,0.05,1.0,10.0,10.0,10.0,0.1111111111111111,1.0,0.5680170567025584,0.2859250502281867,1.6479395206961177e-05,0.030448792935103317,0.030425000687843946,0.03020382183660243,1.663276586071297e-05,1.6511851613782113e-05,0.008981094739225771,1.28301353417511,1.0,0.9303448882743608
0.32,10.049590587004332,10.153607562040973,10.070513641375015,10.147048100137695,1.2922296524041987,3.495458242408489e-06,1.0,0.007,0.003,0.003,0.003,1.0,1.0,100.0,10.0,10.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,0.05,1.0,10.0,10.0,10.0,0.1111111111111111,1.0,0.5691179782460125,0.28913455265590926,1.756390073120595e-05,0.03046082268612292,0.030441144300413087,0.030211540924125046,1.773422946961228e-05,1.760046843481325e-05,0.009045607566829391,1.2922296524041987,1.0,0.930905159531715
0.33,10.051047460620987,10.1576065331092,10.073118795785225,10.152439968536306,1.3014507193567058,3.7176675515837587e-06,1.0,0.007,0.003,0.003,0.003,1.0,1.0,100.0,10.0,10.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,0.05,1.0,10.0,10.0,10.0,0.1111111111111111,1.0,0.5701856652313211,0.2923670978033357,1.8683157044122786e-05,0.030472819599327603,0.03045731990560892,0.030219356387355678,1.887162816177507e-05,1.872418383487893e-05,0.00911015503549694,1.3014507193567058,1.0,0.9314637037168517
0.34,10.052521183111267,10.161594861987004,10.075756286432423,10.157842197404383,1.3106767176663885,3.946723907688465e-06,1.0,0.007,0.003,0.003,0.003,1.0,1.0,100.0,10.0,10.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,0.05,1.0,10.0,10.0,10.0,0.1111111111111111,1.0,0.5712256302751371,0.2956192725765163,1.983718455107446e-05,0.03048478458596101,0.03047352659221315,0.03022726885929727,2.0045020213350798e-05,1.988303563900048e-05,0.00917473702366472,1.3106767176663885,1.0,0.9320205678069857
0.35000000000000003,10.054011694122696,10.165572802267116,10.078426293243002,10.163254533157644,1.3199076303932162,4.182627309390341e-06,1.0,0.007,0.003,0.003,0.003,1.0,1.0,100.0,10.0,10.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,0.05,1.0,10.0,10.0,10.0,0.1111111111111111,1.0,0.5722424998727718,0.2988882131259203,2.10260039964452e-05,0.03049671840680135,0.030489763599472933,0.030235278879729006,2.1254464081833255e-05,2.1077062367401264e-05,0.009239353412752513,1.3199076303932162,1.0,0.9325757907866514
0.36,10.05551894310518,10.169540565753126,10.08112897026188,10.168676764000953,1.3291434409478047,4.425377755579163e-06,1.0,0.007,0.003,0.003,0.003,1.0,1.0,100.0,10.0,10.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,0.05,1.0,10.0,10.0,10.0,0.1111111111111111,1.0,0.5732401615976102,0.3021715125283322,2.2249636462765012e-05,0.03050862169725938,0.03050603029200286,0.03024338691078564,2.2500018406461303e-05,2.2306303234242654e-05,0.009304004086634633,1.3291434409478047,1.0,0.9331294049802142
0.37,10.057042887796111,10.173498328760651,10.083864449562142,10.174108713627142,1.3383841330345267,4.674975244478574e-06,1.0,0.007,0.003,0.003,0.003,1.0,1.0,100.0,10.0,10.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,0.05,1.0,10.0,10.0,10.0,0.1111111111111111,1.0,0.5742218749965105,0.3054671513489211,2.3508103366751782e-05,0.030520494986281954,0.030522326140881427,0.030251593348686427,2.378174200636517e-05,2.357079814229248e-05,0.009368688931241688,1.3383841330345267,1.0,0.9336814370548759
0.38,10.058583492964305,10.177446237485887,10.086632844558677,10.179550235848467,1.3476296906031653,4.9314197745342625e-06,1.0,0.007,0.003,0.003,0.003,1.0,1.0,100.0,10.0,10.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,0.05,1.0,10.0,10.0,10.0,0.1111111111111111,1.0,0.5751903664225466,0.30877343934722035,2.4801426464259142e-05,0.03053233871245766,0.0305386507075454,0.03025989853367603,2.509969388733725e-05,2.48705876867538e-05,0.009433407834222158,1.3476296906031653,1.0,0.9342319088752818
0.39,10.060140729266967,10.181384412938991,10.08943425304759,10.185001209663218,1.3568800978045348,5.19471134441396e-06,1.0,0.007,0.003,0.003,0.003,1.0,1.0,100.0,10.0,10.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,0.05,1.0,10.0,10.0,10.0,0.1111111111111111,1.0,0.576147916299206,0.3120889621801979,2.6129627850487803e-05,0.030544153238816974,0.030555003628989656,0.030268302759142773,2.6453933242806593e-05,2.6205713155397143e-05,0.009498160684631744,1.3568800978045348,1.0,0.9347808382896059
0.4,10.061714572244245,10.185312955228492,10.092268759852168,10.190461534971321,1.366135338951928,5.464849952341311e-06,1.0,0.007,0.003,0.003,0.003,1.0,1.0,100.0,10.0,10.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,0.05,1.0,10.0,10.0,10.0,0.1111111111111111,1.0,0.5770964347774026,0.3154125347905108,2.7492729956656427e-05,0.030555938865685476,0.030571384604913966,0.030276806279556503,2.7844519450741203e-05,2.7576216525761345e-05,0.009562947372663496,1.366135338951928,1.0,0.9353282398127478
0.41000000000000003,10.063305001481757,10.189231947061222,10.095136438992423,10.195931129074392,1.3753953984895841,5.741835596539957e-06,1.0,0.007,0.003,0.003,0.003,1.0,1.0,100.0,10.0,10.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,0.05,1.0,10.0,10.0,10.0,0.1111111111111111,1.0,0.5780375233749595,0.31874316292349647,2.8890755552204626e-05,0.030567695841183667,0.030587793387223176,0.03028540931697727,2.9271512076184588e-05,2.8982140467981357e-05,0.009627767789427089,1.3753953984895841,1.0,0.9358741251846558
0.42,10.064911999947759,10.193141456520486,10.098037355406214,10.201409923897575,1.3846602609676892,6.025668275233542e-06,1.0,0.007,0.003,0.003,0.003,1.0,1.0,100.0,10.0,10.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,0.05,1.0,10.0,10.0,10.0,0.1111111111111111,1.0,0.5789725239222747,0.3220800126302521,3.032372774482704e-05,0.03057942436956146,0.030604229771692727,0.030294112066218643,3.0734970871802204e-05,3.0423528345207652e-05,0.009692621826773825,1.3846602609676892,1.0,0.9364185038134503
0.43,10.066535553454232,10.197041539368907,10.10097156637063,10.206897863686697,1.393929911021714,6.316347987089799e-06,1.0,0.007,0.003,0.003,0.003,1.0,1.0,100.0,10.0,10.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,0.05,1.0,10.0,10.0,10.0,0.1111111111111111,1.0,0.5799025592397982,0.3254223852517981,3.1791669982763564e-05,0.030591124618106723,0.03062069359106009,0.03030291469911189,3.223495578066626e-05,3.190042421626793e-05,0.009757509377151998,1.393929911021714,1.0,0.9369613831427268
0.44,10.068175650190998,10.200932241048788,10.103939122735513,10.212394903007906,1.403204333354502,6.6138747298882805e-06,1.0,0.007,0.003,0.003,0.003,1.0,1.0,100.0,10.0,10.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,0.05,1.0,10.0,10.0,10.0,0.1111111111111111,1.0,0.5808285684966279,0.32876969574380155,3.329460604808379e-05,0.030602796723146364,0.03063718470902372,0.03031181736820654,3.377152692967338e-05,3.341287282953972e-05,0.009822430333481513,1.403204333354502,1.0,0.9375027689707858
0.45,10.06983228031982,10.204813598401799,10.106940069986596,10.217901005027977,1.41248351272088,6.918248501852631e-06,1.0,0.007,0.003,0.003,0.003,1.0,1.0,100.0,10.0,10.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,0.05,1.0,10.0,10.0,10.0,0.1111111111111111,1.0,0.5817513375533281,0.33212145390513115,3.4832560063308455e-05,0.030614440795205398,0.03065370301508393,0.030320820209959787,3.534474463633001e-05,3.496091963041969e-05,0.00988738458904616,1.41248351272088,1.0,0.9380426657252513
0.46,10.071505435635327,10.20868564109201,10.109974449126813,10.223416140091292,1.421767433914939,7.229469301428537e-06,1.0,0.007,0.003,0.003,0.003,1.0,1.0,100.0,10.0,10.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,0.05,1.0,10.0,10.0,10.0,0.1111111111111111,1.0,0.5826715240375933,0.3354772487638087,3.640555649019507e-05,0.03062605692327603,0.030670248420273875,0.030329923347380442,3.695466940761148e-05,3.654461076095296e-05,0.009952372037404573,1.421767433914939,1.0,0.9385810766903994
0.47000000000000003,10.073195109289728,10.21254839276926,10.11304229739581,10.22894028455646,1.431056081759668,7.547537126617598e-06,1.0,0.007,0.003,0.003,0.003,1.0,1.0,100.0,10.0,10.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,0.05,1.0,10.0,10.0,10.0,0.1111111111111111,1.0,0.5835896778633867,0.3388367358603972,3.8013620126304294e-05,0.030637645178307783,0.030686820853669382,0.03033912689218743,3.860136193660978e-05,3.816399305717e-05,0.010017392572317676,1.431056081759668,1.0,0.9391180041930142
0.48,10.074901295565073,10.216401872042395,10.11614364887056,10.234473419823084,1.4403494410983209,7.872451974977324e-06,1.0,0.007,0.003,0.003,0.003,1.0,1.0,100.0,10.0,10.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,0.05,1.0,10.0,10.0,10.0,0.1111111111111111,1.0,0.5845062584225218,0.34219962667319237,3.965677610492106e-05,0.030649205616127186,0.030703420259469254,0.03034843094661168,4.028488310256204e-05,3.981911404978963e-05,0.010082446087688246,1.4403494410983209,1.0,0.9396534497579012
0.49,10.076623989678662,10.220246093309836,10.11927853497805,10.24001553150119,1.4496474967870783,8.2042138449534e-06,1.0,0.007,0.003,0.003,0.003,1.0,1.0,100.0,10.0,10.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,0.05,1.0,10.0,10.0,10.0,0.1111111111111111,1.0,0.5854216492536324,0.34556567958701123,4.133504990166695e-05,0.030660738279929507,0.03072004659450357,0.030357835604934155,4.200529397762554e-05,4.1510021971706376e-05,0.010147532477509548,1.4496474967870783,1.0,0.9401874142406648
