A,D_IA,D_II,I,R,aux,Time
10.0,10.0,10.0,10.0,1.0,7.488454301096681e-12,0.0
10.00884441170652,10.000555447281762,10.000515450725342,10.00755876834699,1.0090271359239893,3.1107953990527903e-09,0.01
10.01641941616194,10.002380019836206,10.0020730629254,10.011854308792433,1.0180654188276295,1.3061172809969435e-08,0.02
10.023170928761807,10.005027802263127,10.004117673372907,10.014442895231454,1.0271134057135993,2.9858620020917215e-08,0.03
10.029360167634488,10.008237576442616,10.006366279343917,10.016151801849285,1.0361701151645897,5.3503137253940736e-08,0.04
10.035146120885715,10.011850354277398,10.008678799723935,10.017420239651472,1.0452348450194635,8.399472406495079e-08,0.05
10.04062963143114,10.015765292860278,10.010990334235572,10.018478916480221,1.0543070706811117,1.2133338067599198e-07,0.06
10.045878327975858,10.019914763494617,10.013273830880879,10.019449629823937,1.0633863846554115,1.6551910619888588e-07,0.07
10.050939513885897,10.02425146282285,10.015521854588027,10.020394617041028,1.0724724620346513,2.165519010777217e-07,0.08
10.055847846157848,10.028740733856843,10.017736244752193,10.02134491860534,1.0815650383497641,2.7443176464636565e-07,0.09
10.060629616486873,10.033356284909894,10.019922879226389,10.022315131002367,1.0906638955966919,3.391586966827731e-07,0.1
10.065305618863128,10.038077322000298,10.022088913119381,10.023311796849422,1.0997688505759686,4.1073269652081024e-07,0.11
10.069892250869971,10.04288744755316,10.024241642557548,10.024336778678258,1.1088797506530488,4.891537639384325e-07,0.12
10.074403109250337,10.047773064834002,10.026387754245253,10.025390355708872,1.1179964648373206,5.744218984915506e-07,0.13
10.07884904455349,10.052723323302015,10.028533148762282,10.026471631837811,1.1271188839471697,6.665370995140307e-07,0.14
10.083239649898672,10.057728629846412,10.03068335843413,10.027579189395864,1.136246908815474,7.654993665617837e-07,0.15
10.087582444700717,10.062781465060821,10.032842792560716,10.02871178178363,1.145380458391993,8.713086989686758e-07,0.16
10.09188358803078,10.067875669882538,10.035015133906134,10.029868254260604,1.1545194634769027,9.83965096068573e-07,0.17
10.096148474535148,10.073005849673732,10.037203674072366,10.031047469478299,1.1636638614750128,1.1034685571953418e-06,0.18
10.100381448721057,10.078167659935627,10.039411090636545,10.032248467259533,1.1728135991009065,1.2298190814608034e-06,0.19
10.104586266936751,10.083357344328428,10.041639708704054,10.033470403770346,1.181968628307924,1.3630166681988243e-06,0.2
10.108766144292776,10.088571687750049,10.043891527953711,10.034712544368398,1.1911289058742238,1.5030613167432705e-06,0.21
10.112923683243604,10.093808087754471,10.046168176413651,10.035974284560345,1.2002943940419593,1.649953025983919e-06,0.22
10.11706100375185,10.099064424387533,10.048470986712609,10.037255127738387,1.2094650593621417,1.8036917950325915e-06,0.23
10.121179890105038,10.104338913370167,10.050801084297513,10.038554655654298,1.218640871385122,1.964277623223154e-06,0.24
10.125281865214028,10.109630031799966,10.05315943305213,10.039872511525182,1.2278218019926672,2.131710509223339e-06,0.25
10.129368218107969,10.114936490656234,10.055546852682776,10.04120839276966,1.2370078251474064,2.3059904523670127e-06,0.26
