Time,C,X,M,Y,Z,V1,K6,V1p,V3,V3p,Cell,reaction1,reaction2,reaction3,reaction4,reaction5,reaction6,reaction7,reaction8,reaction9,reaction10,reaction11,reaction12,reaction13
0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.3,0.75,0.0,0.3,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.005000000000000001,0.002,0.2,0.05
0.01,0.001549300491525067,1.4509551943277618e-08,1.7402486173122452e-05,1.0020189591639495,0.999430550250348,0.0038533512322853395,0.3,0.75,5.220745851936736e-06,0.3,1.0,0.1,5.215866743880928e-10,3.098600983050134e-05,0.003503041032742669,4.349864558702235e-05,4.350621532759685e-06,1.4509549838006947e-08,7.762142329750715e-05,0.049971527512517405,0.004997152751251741,0.001998861100500696,0.2,0.05010094795819747
0.02,0.0030972009130839076,1.1474600976115285e-07,6.877820228230654e-05,1.0040358361153305,0.9988622021991543,0.007663880358562088,0.3,0.75,2.0633460684691963e-05,0.3,1.0,0.1,7.693387773313657e-09,6.194401826167816e-05,0.006967120396967733,0.00017182732595994132,1.719455024174226e-05,1.1474587809483637e-07,0.00015548503541926834,0.04994311010995772,0.004994311010995772,0.001997724404398309,0.2,0.05020179180576653
0.03,0.004643699600904551,3.828402215177734e-07,0.0001529087201960417,1.0060506300518592,0.9982949576348805,0.011432288621891697,0.3,0.75,4.5872616058812515e-05,0.3,1.0,0.1,3.606996945797538e-08,9.287399201809102e-05,0.01039284516538459,0.0003816881660003334,3.82271776098593e-05,3.828387558570325e-07,0.00023358984546307954,0.04991474788174403,0.004991474788174403,0.001996589915269761,0.2,0.050302531502592965
0.04,0.006188794725899715,8.971236390422694e-07,0.0002686148439998847,1.0080633401825265,0.9977288183350227,0.015159261620203784,0.3,0.75,8.058445319996542e-05,0.3,1.0,0.1,1.0600170996594066e-07,0.0001237758945179943,0.013780810316110701,0.0006697380940631363,6.715370095910006e-05,8.971155908062348e-07,0.0003119348541547236,0.04988644091675114,0.004988644091675114,0.0019954576366700456,0.2,0.05040316700912633
0.05,0.007732484247259544,1.7322641390454473e-06,0.00041475683752030816,1.0100739657276818,0.9971637860660222,0.0188454696280453,0.3,0.75,0.00012442705125609245,0.3,1.0,0.1,2.414984724743e-07,0.00015464968494519087,0.0171315988985833,0.0010326092762227674,0.00010368917944385066,1.7322341321747713e-06,0.0003905190514278138,0.04985818930330111,0.004985818930330112,0.0019943275721320446,0.2,0.0505036982863841
0.06,0.009274765883566034,2.959400778216504e-06,0.0005902344589603049,1.0120825059191392,0.9965998625831549,0.022491567951888156,0.3,0.75,0.00017707033768809148,0.3,1.0,0.1,4.687953694107855e-07,0.00018549531767132068,0.020445782235147716,0.001466927833837374,0.00014755854195905023,2.959313200278625e-06,0.0004693414148626426,0.04982999312915775,0.004982999312915776,0.00199319972516631,0.2,0.05060412529595696
0.07,0.010815637095571765,4.6462771222559265e-06,0.0007939868236601187,1.0140889600002934,0.9960370496304097,0.026098197302681314,0.3,0.75,0.0002381960470980356,0.3,1.0,0.1,8.153725175943052e-07,0.0002163127419114353,0.023723920143546583,0.00196933083183128,0.00019849655220265057,4.646061253374825e-06,0.0005484009086994483,0.04980185248152049,0.00498018524815205,0.0019920740992608195,0.2,0.05070444800001467
0.08,0.012355095078077485,6.857372671112313e-06,0.0010249920964654645,1.016093327226245,0.9954753489403576,0.029665984178173465,0.3,0.75,0.00030749762893963936,0.3,1.0,0.1,1.3092758827157338e-06,0.0002471019015615497,0.026966561173571574,0.0025364815061968355,0.00025624773124999293,6.856902467756405e-06,0.0006276964833040178,0.049773767447017885,0.004977376744701789,0.0019909506978807155,0.2,0.05080466636131225
0.09,0.013893136756733626,9.654032138143866e-06,0.0012822670520843086,1.0180956068639293,0.9949147622340182,0.03319554124442541,0.3,0.75,0.0003846801156252926,0.3,1.0,0.1,1.978642309087656e-06,0.0002778627351346725,0.03017424284821585,0.003165082816088881,0.00032056624722328876,9.653100224745843e-06,0.0007072270748795142,0.04974573811170091,0.004974573811170092,0.0019898295244680365,0.2,0.05090478034319647
0.1,0.015429758789098417,1.3094592238566211e-05,0.0015648665078205005,1.0200957981922467,0.9943552912207247,0.036687467714678304,0.3,0.75,0.00046945995234615016,0.3,1.0,0.1,2.8513657245790462e-06,0.00030859517578196835,0.03334749190763721,0.0038518893432996477,0.000391215773142107,1.3092877779608677e-05,0.0007869916053939593,0.04971776456103624,0.004971776456103624,0.0019887105824414495,0.2,0.05100478990961234
0.11,0.016964957568494983,1.723450572442617e-05,0.0018718826478972515,1.0220939005021923,0.9937969375979876,0.04014234972211932,0.3,0.75,0.0005615647943691754,0.3,1.0,0.1,3.954862626138518e-06,0.0003392991513698997,0.03648682455271433,0.004593717616781202,0.0004679693177478315,1.7231535954375706e-05,0.0008669889826518613,0.049689846879899385,0.0049689846879899385,0.0019875938751959753,0.2,0.051104695025109614
0.12,0.018498729229841977,2.2126462445575314e-05,0.0022024442544349653,1.0240899130969827,0.9932397030513616,0.04356076068476051,0.3,0.75,0.0006607332763304896,0.3,1.0,0.1,5.3159084180587765e-06,0.00036997458459683954,0.03959274668648043,0.005387454944208421,0.000550609033058797,2.2121567725200222e-05,0.0009472181004696742,0.04966198515256808,0.004966198515256808,0.0019864794061027233,0.2,0.051204495654849136
0.13,0.020031069656846937,2.7820507255362512e-05,0.0025557158595854823,1.0260838352921853,0.992683589254313,0.04694326166126285,0.3,0.75,0.0007667147578756447,0.3,1.0,0.1,6.960524955965865e-06,0.00040062139313693873,0.042665754152256895,0.006230066842604486,0.0006389260022730351,2.7812769601777533e-05,0.0010276778389251213,0.04963417946271565,0.004963417946271566,0.001985367178508626,0.2,0.051304191764609264
0.14,0.021561974490136342,3.4364154494478535e-05,0.002930896830861511,1.0280756664158404,0.9921285978680913,0.0502904016970399,0.3,0.75,0.0008792690492584533,0.3,1.0,0.1,8.913905458953806e-06,0.00043123948980272684,0.04570633296775344,0.007118603162657833,0.000732720011020552,3.4352349599989514e-05,0.0011083670646594135,0.049606429893404566,0.004960642989340457,0.0019842571957361826,0.2,0.05140378332079202
0.15,0.02309143913622808,4.180249671304273e-05,0.0033272203762334017,1.0300654058085774,0.9915747305416058,0.05360271816075221,0.3,0.75,0.0009981661128700204,0.3,1.0,0.1,1.1200366336570841e-05,0.0004618287827245616,0.0487149595552052,0.00805020294777693,0.0008317992986015115,4.178502952744797e-05,0.0011892846312281423,0.049578736527080294,0.00495787365270803,0.0019831494610832116,0.2,0.05150327029042887
0.16,0.02461945877594328,5.017831783843242e-05,0.0037439526070692296,1.0320530528237386,0.9910219889112983,0.056880737068513106,0.3,0.75,0.0011231857821207688,0.3,1.0,0.1,1.3843321516659856e-05,0.0004923891755188656,0.051692100964403624,0.009022098428352422,0.0009359803237214802,5.015315183050091e-05,0.0012704293794290223,0.04955109944556492,0.004955109944556493,0.0019820439778225965,0.2,0.051602652641186936
