Time,AcCoA,AcP,OAc,HOAc,LacI,Acs,Pta,HOAc_E,S0,kTCA,k1,KM1,k2,KM2,kAck_f,kAck_r,C,H,Keq,k3,alpha0,alpha1,alpha2,alpha3,Kg1,Kg2,Kg3,n,kd,compartment,V_gly,V_TCA,V_out,V_Pta,V_Ack,V_Acs,V_Ace,R_LacI,R_Acs,R_Pta,R_dLacI,R_dAcs,R_dPta
0.46,0.0004134276616043384,0.18479569915670319,0.037779580045215824,5.984732930858036e-08,5.517490545288133e-06,0.0001103498109057627,0.9074158444705481,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.004134276616043384,5.984732930858036e-10,0.4967780511094705,0.14701611911148738,2.420660311329467e-05,3.7480343398672923e-07,3.413779255826826e-05,0.0006827558511653651,1.9999391164496252,3.3104943271728793e-07,6.620988654345762e-06,0.054444950668232885
0.47000000000000003,0.0004047362213860723,0.18828350542242567,0.03925955632142276,6.366207410168475e-08,5.861942795271899e-06,0.00011723885590543804,0.9268649122640946,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.004047362213860723,6.366207410168476e-10,0.4968296538208044,0.14902394910100292,2.6441247340212337e-05,3.894124595091433e-07,3.5438115361843635e-05,0.0007087623072368727,1.9999312776147944,3.5171656771631397e-07,7.034331354326282e-06,0.05561189473584568
0.48,0.00039640840994596336,0.19175194017363892,0.04075939112934254,6.7623478955781e-08,6.219272149732497e-06,0.00012438544299465,0.9463022318272393,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.003964084099459634,6.7623478955781e-10,0.4968800932675036,0.15099254904429638,2.881441802860211e-05,4.0421273734563637e-07,3.6755292078109904e-05,0.000735105841562198,1.999922644299923,3.731563289839498e-07,7.463126579678999e-06,0.056778133909634355
0.49,0.0003884218526075972,0.19520138066661674,0.04227869431659111,7.173342303572496e-08,6.5896381975171805e-06,0.0001317927639503437,0.9657278019744383,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0038842185260759723,7.173342303572497e-10,0.49692940527324175,0.15292268635002562,3.1330205872126706e-05,4.192002720141249e-07,3.808906571690224e-05,0.0007617813143380446,1.9999131571078592,3.953782918510308e-07,7.907565837020621e-06,0.057943668118466296
0.5,0.0003807559799603401,0.19863219659488304,0.04381708370057828,7.59937437159117e-08,6.973197749178292e-06,0.0001394639549835659,0.9851416209018663,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.003807559799603401,7.59937437159117e-10,0.49697763094016084,0.15481511289430477,3.399264472057442e-05,4.3437114981998727e-07,3.943918889091702e-05,0.0007887837778183404,1.9999027537549474,4.183918649506975e-07,8.367837299013954e-06,0.05910849725411198
0.51,0.00037339184342071244,0.20204475070267966,0.04537418436984654,8.04062401262285e-08,7.3701051457799e-06,0.00014740210291559806,1.0045436861768726,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0037339184342071244,8.04062401262285e-10,0.4970248082148738,0.1566705663328331,3.680571057749763e-05,4.497215316921539e-07,4.080542366329084e-05,0.0008161084732658167,1.9998913690009479,4.42206308746794e-07,8.844126174935883e-06,0.060272621170612356
0.52,0.0003663119629510503,0.20543939886706308,0.046949628619359654,8.497267351323305e-08,7.780512322468695e-06,0.00015561024644937394,1.0239339947069261,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.003663119629510503,8.497267351323304e-10,0.49707097795022354,0.15848977024770344,3.977332014408446e-05,4.652476525179349e-07,4.2187541208868134e-05,0.0008437508241773626,1.9998789345848609,4.6683073934812163e-07,9.336614786962436e-06,0.061436039682415566
0.53,0.00035950018289134065,0.20881649008486508,0.04854305601543731,8.96947669083967e-08,8.204568831643785e-06,0.00016409137663287574,1.043312542689765,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0035950018289134062,8.96947669083967e-10,0.4971161772689596,0.16027343406942776,4.289932953425757e-05,4.809458218089533e-07,4.358532144547973e-05,0.0008717064289095946,1.9998653791625685,4.922741298986271e-07,9.845482597972543e-06,0.06259875256138589
0.54,0.0003529415548906062,0.21217636677399482,0.05015411303002823,9.457420705887985e-08,8.64242200618699e-06,0.00017284844012373986,1.0626793256040776,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.003529415548906062,9.457420705887985e-10,0.49716044834392825,0.1620222537439666,4.618753374432815e-05,4.968124199473383e-07,4.4998552804145306e-05,0.0008999710560829061,1.9998506282405284,5.185453203712193e-07,1.0370906407424392e-05,0.06376075953624466
0.55,0.0003466222180590621,0.2155193648537324,0.05178245298874523,9.961264470761892e-08,9.094217015725102e-06,0.00018188434031450213,1.082034338172377,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.003466222180590621,9.961264470761892e-10,0.4972038248744145,0.16373691186498718,4.9641666035918015e-05,5.128438976520714e-07,4.6427031922172846e-05,0.0009285406384434568,1.9998346041127728,5.456530209435062e-07,1.0913060418870128e-05,0.06492206029034261
0.56,0.0003405293113518395,0.21884581382837348,0.05342773597092101,1.0481169512738506e-07,9.560096941328161e-06,0.00019120193882656329,1.1013775743221301,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.003405293113518395,1.0481169512738507e-09,0.4972463466298644,0.16541807785745247,5.326539762896557e-05,5.290367749528408e-07,4.787056334662355e-05,0.000957411266932471,1.999817225797676,5.736058164796896e-07,1.1472116329593796e-05,0.0660826544593278
0.5700000000000001,0.0003346508790458877,0.22215603696011893,0.055089628629602226,1.1017293907417779e-07,1.0040202868574941e-05,0.0002008040573714989,1.1207090271609685,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.003346508790458877,1.101729390741778e-09,0.4972880500738359,0.1670664083305167,5.706233767227809e-05,5.453876393423134e-07,4.932895928621535e-05,0.0009865791857243068,1.9997984089742347,6.024121721144965e-07,1.2048243442289933e-05,0.0672425416296581
0.58,0.00032897579258017967,0.22545035136713737,0.05676780408942781,1.1569792333206972e-07,1.053467395690714e-05,0.00021069347913814287,1.1400286889401519,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0032897579258017967,1.1569792333206973e-09,0.4973289688161499,0.16868254727770957,6.103603334169887e-05,5.618931447276747e-07,5.0802039341658714e-05,0.0010160407868331743,1.9997780659193445,6.320804374144284e-07,1.2641608748288572e-05,0.06840172133640911
0.59,0.00032349368636245385,0.22872906813689392,0.058461941816499545,1.213881614043189e-07,1.104364751517665e-05,0.00022087295030353307,1.1593365510214184,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0032349368636245385,1.213881614043189e-09,0.49736914320589215,0.17026712632039437,6.518997014153334e-05,5.785500100947794e-07,5.2289630251914155e-05,0.001045792605038283,1.9997561054450257,6.62618850910599e-07,1.3252377018211983e-05,0.06956019306128511
0.6,0.00031819488166899893,0.23199249242761888,0.060171727525683456,1.2724513400821377e-07,1.1567259064292514e-05,0.00023134518128585033,1.1786326038385007,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0031819488166899895,1.2724513400821376e-09,0.4974086013619625,0.17182076490193543,6.952757232629532e-05,5.953550185564238e-07,5.379156564429261e-05,0.0010758313128858522,1.9997324328363622,6.940355438575508e-07,1.388071087715102e-05,0.07071795623031003
0.61,0.00031307033886900933,0.23524092355630086,0.061896853074812686,1.3327028963895405e-07,1.2105642402890367e-05,0.00024211284805780744,1.1979168368580548,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0031307033886900934,1.3327028963895405e-09,0.497447373108249,0.17334407048148817,7.405220348209486e-05,6.123050162661791e-07,5.5307685786898234e-05,0.0011061537157379647,1.9997069497895323,7.26338544173422e-07,1.4526770883468446e-05,0.07187501021148329
0.62,0.0003081116139225787,0.23847465537445173,0.06363701602500231,1.3946504688243198e-07,1.2658929762480344e-05,0.000253178595249607,1.2171892385993848,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.003081116139225787,1.3946504688243199e-09,0.497485503316569,0.1748376393494494,7.876716754905926e-05,6.293969079059016e-07,5.683783748613075e-05,0.001136756749722615,1.9996795543454735,7.595357857488206e-07,1.5190715714976419e-05,0.07303135431596308
0.63,0.00030331078341337827,0.24169397587323052,0.06539192014402774,1.4583079178319868e-07,1.3227251702121314e-05,0.0002645450340424265,1.2364497964947931,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0030331078341337826,1.4583079178319869e-09,0.4975230070177848,0.17630205572920277,8.367570906988407e-05,6.466276618511174e-07,5.8381873630969015e-05,0.0011676374726193803,1.9996501408362422,7.936351021272788e-07,1.587270204254559e-05,0.07418698778968759
0.64,0.00029866043587563416,0.24489916767482703,0.06716127480095409,1.5236888102710606e-07,1.3810737303914614e-05,0.0002762147460782926,1.2556984969352802,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.002986604358756342,1.5236888102710607e-09,0.49755992284026396,0.17773789287387293,8.878101456227508e-05,6.639943039581856e-07,5.993965315980725e-05,0.001198793063196145,1.9996185998171672,8.286442382348768e-07,1.6572884764697555e-05,0.07534190981611681
0.65,0.00029415361134709265,0.24809050793822177,0.06894479510749399,1.59080641207325e-07,1.4409514166123286e-05,0.0002881902833224661,1.2749353251873805,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0029415361134709265,1.59080641207325e-09,0.4975962778152601,0.17914571283072778,9.408621330060361e-05,6.814939190145735e-07,6.151104075999918e-05,0.0012302208151999837,1.9995848180089308,8.645708499673972e-07,1.7291416999347966e-05,0.07649611951124283
0.66,0.0002897837745340082,0.25126826863883805,0.07074220159377861,1.6596737053028097e-07,1.5023708516589631e-05,0.0003004741703317929,1.2941602653977584,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.002897837745340082,1.6596737053028097e-09,0.4976321002727563,0.18052606704505944,9.959437857973402e-05,6.991236474112721e-07,6.30959067553373e-05,0.001261918135106746,1.9995486782334733,9.014225109953778e-07,1.8028450219907573e-05,0.0776496159238655
0.67,0.0002855447801588143,0.25443271640895315,0.0725532203980395,1.7303033782904346e-07,1.565344519286293e-05,0.00031306890385725885,1.3133733004930301,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0028554478015881428,1.7303033782904347e-09,0.4976674149311728,0.18187949601091363,0.0001053085285985722,7.168806870889429e-07,6.469412678467891e-05,0.0012938825356935781,1.9995100593575135,9.392067115717757e-07,1.878413423143553e-05,0.0788023980295818
0.68,0.00028143084713416045,0.2575841130301103,0.07437758270953364,1.8027078548744989e-07,1.629884780891582e-05,0.0003259769561783166,1.3325744122394867,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0028143084713416044,1.8027078548744988e-09,0.497702248185695,0.18320653032057665,0.00011123162802384329,7.347622878209638e-07,6.630558181358476e-05,0.001326111636271695,1.9994688362251563,9.77930868534949e-07,1.9558617370698995e-05,0.0799544647343692
0.6900000000000001,0.00027743653093555614,0.26072271526007196,0.07621502497049072,1.8768992838783893e-07,1.6960038731572362e-05,0.00033920077463144726,1.351763581140278,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0027743653093555616,1.8768992838783894e-09,0.4977366260811186,0.18450769028958125,0.00011736658897446368,7.527657532855152e-07,6.793015782144555e-05,0.001358603156428911,1.9994248796017544,1.0176023238943417e-06,2.0352046477886834e-05,0.08110581486841667
0.7000000000000001,0.00027355669885777183,0.2638487747804031,0.07806528893695182,1.9528895359954782e-07,1.7637139093029914e-05,0.00035274278186059826,1.3709407863522105,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0027355669885777184,1.9528895359954783e-09,0.4977705732120443,0.18578348584345128,0.00012371627216406842,7.708884416895408e-07,6.956774554897189e-05,0.0013913549109794377,1.9993780561164862,1.0582283455817948e-06,2.1164566911635894e-05,0.08225644718113263
0.71,0.00026978650575264256,0.266962538482352,0.07992812136314752,2.030690220378192e-07,1.8330268888926382e-05,0.00036660537777852764,1.3901060056942722,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0026978650575264257,2.0306902203781922e-09,0.49780410868550157,0.1870344171192045,0.00013028348834176752,7.891277625295842e-07,7.121824042734118e-05,0.0014243648085468237,1.9993282281994096,1.0998161333355828e-06,2.199632266671166e-05,0.08340636034165633
0.72,0.00026612138328397245,0.2700642485868291,0.08180327386091267,2.1103126920483986e-07,1.9039547036804403e-05,0.000380790940736088,1.4092592156200745,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0026612138328397246,2.1103126920483988e-09,0.4978372634685908,0.1882609747259164,0.0001370709996460012,8.074811751488847e-07,7.288154243163252e-05,0.0014576308486326504,1.9992752540208378,1.1423728222082642e-06,2.2847456444165277e-05,0.08455555293720447
0.73,0.00026255700400686696,0.273154142659772,0.08369050290304944,2.19176805177246e-07,1.9765091398997974e-05,0.0003953018279799594,1.4284003911486411,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0026255700400686696,2.19176805177246e-09,0.49787004849102284,0.18946363975672256,0.00014408152085945792,8.259461887716319e-07,7.455755588460516e-05,0.001491151117692103,1.9992189874334403,1.1859054839398784e-06,2.3718109678797564e-05,0.08570402346891846
0.74,0.0002590892855565936,0.27623245371780786,0.08558956968574281,2.2750671533126728e-07,2.0507018834396887e-05,0.0004101403766879377,1.447529505835506,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0025908928555659363,2.2750671533126727e-09,0.49790249396139197,0.19064288403206503,0.00015131772075730292,8.445203610908647e-07,7.624618931370966e-05,0.0015249237862741932,1.9991592779124865,1.2304211300638132e-06,2.460842260127626e-05,0.08685177035013035
0.75,0.0002557143569564972,0.2792994103110368,0.08750024005872771,2.3602206071302474e-07,2.126544523623055e-05,0.0004253089047246111,1.4666465317226205,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.002557143569564972,2.3602206071302474e-09,0.4979346158210514,0.19179917025230908,0.000158782223429098,8.632012975516258e-07,7.794735530198539e-05,0.0015589471060397076,1.999095970497273,1.275926714173833e-06,2.5518534283476665e-05,0.08799879190335723
0.76,0.0002524285536799687,0.28235523656227474,0.08942228447263227,2.4472387831889766e-07,2.2040485565054492e-05,0.0004408097113010898,1.4857514392804207,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.002524285536799687,2.4472387831889767e-09,0.4979664334842247,0.19293295208964245,0.0001664776095885808,8.819866508103779e-07,7.966097032009487e-05,0.0015932194064018973,1.9990289057332034,1.3224291339032695e-06,2.644858267806539e-05,0.08914508635682525
0.77,0.00024922840240271417,0.2854001524408698,0.09135547768432867,2.5361318264003187e-07,2.283225392882317e-05,0.00045664507857646336,1.504844197438789,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.002492284024027142,2.5361318264003185e-09,0.4979979662978816,0.19404467475654114,0.0001744064180043782,9.008741177112851e-07,8.13869546960266e-05,0.001627739093920532,1.9989579196098837,1.36993523572939e-06,2.73987047145878e-05,0.09029065184632733
0.78,0.00024611060849287557,0.2884343734484952,0.09329959909861801,2.6269096388144126e-07,2.3640863536639538e-05,0.0004728172707327908,1.5239247733842485,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0024611060849287557,2.626909638814413e-09,0.49802923307330466,0.1951347743498772,0.0001825711466013589,9.198614427921081e-07,8.312523225855228e-05,0.0016625046451710455,1.9988828435105532,1.4184518121983723e-06,2.8369036243967445e-05,0.0914354864030549
0.79,0.00024307204310925861,0.2914581110950851,0.09525443225500582,2.7195819064847287e-07,2.446642681685372e-05,0.0004893285363370744,1.5429931326736859,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.002430720431092586,2.7195819064847288e-09,0.4980602489782202,0.1962036788400793,0.00019097425395839035,9.389464130176345e-07,8.487573043147282e-05,0.0016975146086294563,1.9988035041472767,1.4679856090112231e-06,2.9359712180224463e-05,0.09257958796042115
0.8,0.00024010973698334614,0.2944715730886016,0.09721976461913902,2.814158110391182e-07,2.5309055477051187e-05,0.0005061811095410237,1.562049239248651,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.002401097369833461,2.814158110391182e-09,0.49809103420110945,0.1972518084694626,0.00019961816066160063,9.581268556394344e-07,8.663838017910481e-05,0.0017327676035820963,1.9987197235006402,1.518543328623071e-06,3.037086657246142e-05,0.09372295435491905
0.81,0.00023722086517037573,0.2974749626678982,0.09919538830902487,2.9106474885534195e-07,2.6168860385782088e-05,0.0005233772077156417,1.5810930550569098,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.002372208651703757,2.9106474885534194e-09,0.49812160262173055,0.19827957435887333,0.00020850525021555061,9.774006456474816e-07,8.84131154518084e-05,0.001768262309036168,1.9986313187777855,1.5701316231469251e-06,3.14026324629385e-05,0.09486558330341459
0.8200000000000001,0.0002344027426490445,0.3004684794401734,0.1011810991880611,3.009059083442933e-07,2.7045951757200178e-05,0.0005409190351440034,1.6001245403454787,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0023440274264904452,3.0090590834429333e-09,0.49815197131050903,0.1992873802521123,0.00021763787062900657,9.967656964633965e-07,9.019987351224707e-05,0.0018039974702449412,1.9985381023411202,1.6227571054320106e-06,3.2455142108640204e-05,0.09600747242072871
0.8300000000000001,0.00023165281357974993,0.3034523190877828,0.10317669718314681,3.109401725403116e-07,2.794043911209797e-05,0.0005588087822419593,1.6191436534424428,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.002316528135797499,3.1094017254031163e-09,0.4981821555793967,0.200275621904636,0.00022701833550011716,1.0162199632044524e-06,9.19985946087214e-05,0.001839971892174428,1.998439881659126,1.6764263467258782e-06,3.352852693451756e-05,0.09714861920654656
0.84,0.0002289686440809404,0.30642667344409563,0.10518198620450919,3.2116840368667943e-07,2.885243130536327e-05,0.0005770486261072651,1.6381503507221968,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.002289686440809404,3.2116840368667945e-09,0.4982121700567293,0.20124468723958644,0.0002366489251938491,1.035761441860758e-06,9.380922186571719e-05,0.0018761844373143437,1.9983364592513153,1.731145878321796e-06,3.4622917566435906e-05,0.0982890210433318
0.85,0.00022634791486744396,0.3093917308007924,0.10719677381452053,3.3159144496916246e-07,2.9782036604503398e-05,0.0005956407320900677,1.657144586647906,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0022634791486744396,3.3159144496916247e-09,0.49824202835852976,0.20219495698627188,0.00024653188814506414,1.055388165896747e-06,9.563170132198447e-05,0.0019126340264396893,1.9982276326275406,1.7869221962702038e-06,3.573844392540406e-05,0.09942867519887436
0.86,0.00022378841554226942,0.3123476757359905,0.10922087141341935,3.422101195480763e-07,3.072936266895271e-05,0.0006145872533790541,1.676126313627179,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.002237884155422694,3.4221011954807632e-09,0.4982717452275426,0.20312680432257113,0.00025666944189712355,1.0750982081567896e-06,9.746598168253592e-05,0.0019493196336507184,1.99811319423877,1.8437617601371624e-06,3.687523520274324e-05,0.10056757881763073
