AcCoA,AcP,Acs,HOAc,HOAc_E,LacI,OAc,Pta,Time
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.004382195011789104,0.00038471313786816904,4.418242050492117e-12,2.030071799782521e-14,0.0,2.2091210252460583e-13,9.931961006763125e-07,0.019994001199820022,0.01
0.006678614717718907,0.002502894143417101,4.014014925315551e-10,5.750856248271166e-13,0.0,2.007007462657776e-11,1.3610391680386396e-05,0.039976009597120714,0.02
0.006855680728154048,0.006590871382412264,4.56527045649989e-09,3.7840366315325185e-12,0.0,2.2826352282499453e-10,5.735568620017717e-05,0.059946032385425,0.03
0.005841459124785941,0.011874095657046422,2.1860514798674176e-08,1.3618800519245617e-11,0.0,1.0930257399337087e-09,0.00014811602656886972,0.07990407675393393,0.04
0.004600082258238183,0.017449870319656384,6.537301089086057e-08,3.518821518630033e-11,0.0,3.2686505445430288e-09,0.00029261623151779386,0.09985014988746788,0.05
0.0036181092790262574,0.022826023520876888,1.4709834078997946e-07,7.387417007795654e-11,0.0,7.354917039498972e-09,0.0004903695000747491,0.11978425896623401,0.06
0.002952863950791361,0.0279171793815376,2.763654088396774e-07,1.348376225619691e-10,0.0,1.381827044198387e-08,0.0007381966741317615,0.13970641116530869,0.07
0.0025062623827354033,0.0327973167974383,4.6102435472657925e-07,2.2291413501429466e-10,0.0,2.305121773632896e-08,0.0010330905237845172,0.15961661365379806,0.08
0.0021885937346051544,0.03754126108275235,7.08552820636505e-07,3.4267779097828074e-10,0.0,3.542764103182524e-08,0.0013728812991156227,0.17951487359364401,0.09
0.0019483187021970447,0.04219207351312167,1.0263673109136267e-06,4.985160539044798e-10,0.0,5.131836554568132e-08,0.0017560051096306595,0.19940119813802093,0.1
0.0017583866188268813,0.04677179394409056,1.4218018393153297e-06,6.946755718192006e-10,0.0,7.109009196576646e-08,0.002181225786662334,0.2192755944292722,0.11
0.0016036624424735884,0.05129240734840742,1.9020571627167627e-06,9.352864576398173e-10,0.0,9.510285813583807e-08,0.0026474822244092378,0.2391380695963459,0.12
0.0014748246578174763,0.055761172326208946,2.4741764899040524e-06,1.2243758406970158e-09,0.0,1.2370882449520255e-07,0.0031538167972239954,0.2589886307516968,0.13
0.001365697096283382,0.060182894156115954,3.145037597495789e-06,1.565876324170643e-09,0.0,1.572518798747894e-07,0.0036993401813192324,0.2788272849876228,0.14
0.0012719770806899836,0.06456097211473939,3.921351680251921e-06,1.9636318181844325e-09,0.0,1.9606758401259597e-07,0.0042832120956632375,0.2986540393720111,0.15
0.0011905559967166207,0.06889794025373189,4.809665004376245e-06,2.4214018753282845e-09,0.0,2.404832502188121e-07,0.00490462978549633,0.3184689009434663,0.16
0.0011191237304683961,0.07319577230945364,5.816361885951121e-06,2.942865100805686e-09,0.0,2.908180942975559e-07,0.005562820690870174,0.33827187670580117,0.17
0.0010559232357971334,0.07745606539932284,6.947668352844156e-06,3.5316219586201526e-09,0.0,3.4738341764220755e-07,0.006257037559925013,0.3580629736218775,0.18
0.0009995921174307603,0.08168015495843296,8.209656192503043e-06,4.191197170808939e-09,0.0,4.1048280962515196e-07,0.0069865550605625855,0.3778421986067714,0.19
0.0009490562734444546,0.08586918976722414,9.608247189231012e-06,4.925041823016486e-09,0.0,4.804123594615503e-07,0.0077506673602596755,0.39760955852027535,0.2
0.0009034567387242612,0.09002418188040474,1.1149217483149653e-05,5.736535268617886e-09,0.0,5.574608741574823e-07,0.008548686332975857,0.41736506015867836,0.21
0.0008620978101072863,0.09414604111570427,1.2838201923383714e-05,6.628986861403084e-09,0.0,6.419100961691857e-07,0.009379940206925489,0.4371087102458621,0.22
0.0008244096786599523,0.09823559907778467,1.4680698516309024e-05,7.605637616045119e-09,0.0,7.340349258154512e-07,0.010243772500405925,0.45684051542371096,0.23
0.0007899210387484739,0.10229362632861332,1.668207259511611e-05,8.669661662533265e-09,0.0,8.341036297558055e-07,0.011139541197885107,0.4765604822417734,0.24
0.0007582384666948375,0.10632084488615864,1.8847561173565222e-05,9.824167740730573e-09,0.0,9.423780586782612e-07,0.012066618052735808,0.49626861714625725,0.25
0.0007290309187154735,0.11031793717625334,2.118227723954211e-05,1.1072200631114423e-08,0.0,1.0591138619771054e-06,0.013024387996674427,0.5159649264681545,0.26
0.0007020177157370951,0.11428555315158445,2.36912136505139e-05,1.2416742402026826e-08,0.0,1.184560682525695e-06,0.014012248678100745,0.5356494164109238,0.27
0.0006769593014397963,0.11822431530790638,2.6379247223485284e-05,1.3860713731940625e-08,0.0,1.3189623611742638e-06,0.015029610025875568,0.5553220930372313,0.28
0.0006536499444068528,0.12213482260712072,2.9251142634360715e-05,1.540697514925718e-08,0.0,1.4625571317180356e-06,0.016075893873699943,0.5749829622549815,0.29
