Time,species_1,species_2,parameter_1,parameter_2,parameter_3,parameter_4,parameter_5,parameter_6,parameter_7,parameter_8,compartment_1
6.6000000000000005,0.013789747140078076,0.022990865756852476,0.025,8.947721179624667,0.5,7.0,1.25,15.0,1.0,50.0,1.0
6.61,0.013799552961478433,0.023000706477749447,0.025,8.967904154978878,0.5,7.0,1.25,15.0,1.0,50.0,1.0
6.62,0.013809386963944138,0.02301057128181902,0.025,8.988097806597914,0.5,7.0,1.25,15.0,1.0,50.0,1.0
6.63,0.013819249229049965,0.023020460223376345,0.025,9.008302073677974,0.5,7.0,1.25,15.0,1.0,50.0,1.0
6.640000000000001,0.013829139838668406,0.02303037335700129,0.025,9.0285168954876,0.5,7.0,1.25,15.0,1.0,50.0,1.0
6.65,0.013839058874972757,0.023040310737539434,0.025,9.048742211367921,0.5,7.0,1.25,15.0,1.0,50.0,1.0
6.66,0.013849006420440199,0.023050272420103067,0.025,9.068977960732951,0.5,7.0,1.25,15.0,1.0,50.0,1.0
6.67,0.013858982557854883,0.02306025846007218,0.025,9.08922408306984,0.5,7.0,1.25,15.0,1.0,50.0,1.0
6.68,0.013868987370311007,0.02307026891309546,0.025,9.109480517939163,0.5,7.0,1.25,15.0,1.0,50.0,1.0
6.69,0.013879020941215911,0.023080303835091277,0.025,9.129747204975162,0.5,7.0,1.25,15.0,1.0,50.0,1.0
6.7,0.01388908335429314,0.023090363282248692,0.025,9.150024083886029,0.5,7.0,1.25,15.0,1.0,50.0,1.0
6.71,0.013899174693585545,0.023100447311028446,0.025,9.170311094454162,0.5,7.0,1.25,15.0,1.0,50.0,1.0
6.72,0.013909295043458354,0.02311055597816394,0.025,9.190608176536433,0.5,7.0,1.25,15.0,1.0,50.0,1.0
6.73,0.013919444488602259,0.023120689340662255,0.025,9.210915270064437,0.5,7.0,1.25,15.0,1.0,50.0,1.0
6.74,0.0139296231140365,0.02313084745580512,0.025,9.231232315044767,0.5,7.0,1.25,15.0,1.0,50.0,1.0
6.75,0.013939831005111938,0.023141030381149928,0.025,9.251559251559252,0.5,7.0,1.25,15.0,1.0,50.0,1.0
6.76,0.013950068247514155,0.023151238174530717,0.025,9.27189601976523,0.5,7.0,1.25,15.0,1.0,50.0,1.0
6.7700000000000005,0.013960334927266518,0.02316147089405917,0.025,9.29224255989579,0.5,7.0,1.25,15.0,1.0,50.0,1.0
6.78,0.013970631130733272,0.023171728598125604,0.025,9.31259881226003,0.5,7.0,1.25,15.0,1.0,50.0,1.0
6.79,0.01398095694462262,0.023182011345399968,0.025,9.332964717243302,0.5,7.0,1.25,15.0,1.0,50.0,1.0
6.8,0.013991312455989807,0.023192319194832833,0.025,9.353340215307476,0.5,7.0,1.25,15.0,1.0,50.0,1.0
6.8100000000000005,0.014001697752240198,0.023202652205656402,0.025,9.37372524699117,0.5,7.0,1.25,15.0,1.0,50.0,1.0
6.82,0.014012112921132365,0.023213010437385474,0.025,9.394119752909997,0.5,7.0,1.25,15.0,1.0,50.0,1.0
6.83,0.014022558050781167,0.023223393949818472,0.025,9.414523673756824,0.5,7.0,1.25,15.0,1.0,50.0,1.0
6.84,0.014033033229660836,0.023233802803038408,0.025,9.434936950302001,0.5,7.0,1.25,15.0,1.0,50.0,1.0
6.8500000000000005,0.014043538546608053,0.0232442370574139,0.025,9.455359523393614,0.5,7.0,1.25,15.0,1.0,50.0,1.0
6.86,0.014054074090825035,0.023254696773600154,0.025,9.475791333957707,0.5,7.0,1.25,15.0,1.0,50.0,1.0
6.87,0.01406463995188262,0.023265182012539957,0.025,9.496232322998534,0.5,7.0,1.25,15.0,1.0,50.0,1.0
6.88,0.014075236219723343,0.023275692835464674,0.025,9.516682431598797,0.5,7.0,1.25,15.0,1.0,50.0,1.0
6.890000000000001,0.014085862984664523,0.023286229303895248,0.025,9.537141600919874,0.5,7.0,1.25,15.0,1.0,50.0,1.0
6.9,0.01409652033740134,0.023296791479643187,0.025,9.557609772202047,0.5,7.0,1.25,15.0,1.0,50.0,1.0
6.91,0.01410720836900993,0.02330737942481156,0.025,9.578086886764746,0.5,7.0,1.25,15.0,1.0,50.0,1.0
6.92,0.014117927170950452,0.02331799320179599,0.025,9.59857288600678,0.5,7.0,1.25,15.0,1.0,50.0,1.0
6.93,0.01412867683507018,0.02332863287328565,0.025,9.61906771140654,0.5,7.0,1.25,15.0,1.0,50.0,1.0
6.94,0.014139457453606582,0.02333929850226426,0.025,9.639571304522272,0.5,7.0,1.25,15.0,1.0,50.0,1.0
6.95,0.014150269119190404,0.02334999015201107,0.025,9.660083606992252,0.5,7.0,1.25,15.0,1.0,50.0,1.0
6.96,0.014161111746709901,0.02336070804365038,0.025,9.680604560535048,0.5,7.0,1.25,15.0,1.0,50.0,1.0
6.97,0.014171985508148566,0.02337145217157863,0.025,9.701134106949718,0.5,7.0,1.25,15.0,1.0,50.0,1.0
6.98,0.014182890569636938,0.023382222536023227,0.025,9.72167218811605,0.5,7.0,1.25,15.0,1.0,50.0,1.0
6.99,0.014193827024048429,0.02339301920265944,0.025,9.742218745994762,0.5,7.0,1.25,15.0,1.0,50.0,1.0
7.0,0.014204794964628271,0.02340384223749566,0.025,9.762773722627736,0.5,7.0,1.25,15.0,1.0,50.0,1.0
7.01,0.014215794484996177,0.023414691706874758,0.025,9.783337060138228,0.5,7.0,1.25,15.0,1.0,50.0,1.0
7.0200000000000005,0.014226825679148977,0.023425567677475487,0.025,9.803908700731078,0.5,7.0,1.25,15.0,1.0,50.0,1.0
7.03,0.014237888641463269,0.023436470216313836,0.025,9.824488586692922,0.5,7.0,1.25,15.0,1.0,50.0,1.0
7.04,0.014248983466698069,0.023447399390744424,0.025,9.845076660392422,0.5,7.0,1.25,15.0,1.0,50.0,1.0
7.05,0.014260110249997454,0.023458355268461885,0.025,9.86567286428045,0.5,7.0,1.25,15.0,1.0,50.0,1.0
7.0600000000000005,0.014271269086893221,0.023469337917502223,0.025,9.88627714089031,0.5,7.0,1.25,15.0,1.0,50.0,1.0
7.07,0.014282460073307515,0.02348034740624421,0.025,9.906889432837948,0.5,7.0,1.25,15.0,1.0,50.0,1.0
7.08,0.014293683305555496,0.023491383803410766,0.025,9.927509682822151,0.5,7.0,1.25,15.0,1.0,50.0,1.0
7.09,0.014304938880347971,0.02350244717807032,0.025,9.948137833624745,0.5,7.0,1.25,15.0,1.0,50.0,1.0
7.1000000000000005,0.014316226894794061,0.02351353759963821,0.025,9.968773828110818,0.5,7.0,1.25,15.0,1.0,50.0,1.0
7.11,0.014327547446403823,0.02352465513787805,0.025,9.98941760922889,0.5,7.0,1.25,15.0,1.0,50.0,1.0
7.12,0.014338900633090922,0.023535799862903103,0.025,10.010069120011144,0.5,7.0,1.25,15.0,1.0,50.0,1.0
7.13,0.014350286553175263,0.02354697184517767,0.025,10.030728303573596,0.5,7.0,1.25,15.0,1.0,50.0,1.0
7.140000000000001,0.014361705305385648,0.023558171155518476,0.025,10.051395103116318,0.5,7.0,1.25,15.0,1.0,50.0,1.0
7.15,0.014373156988862412,0.023569397865096025,0.025,10.072069461923602,0.5,7.0,1.25,15.0,1.0,50.0,1.0
7.16,0.014384641703160086,0.023580652045436,0.025,10.092751323364183,0.5,7.0,1.25,15.0,1.0,50.0,1.0
7.17,0.01439615954825003,0.023591933768420628,0.025,10.113440630891406,0.5,7.0,1.25,15.0,1.0,50.0,1.0
7.18,0.014407710624523097,0.023603243106290073,0.025,10.134137328043439,0.5,7.0,1.25,15.0,1.0,50.0,1.0
7.19,0.014419295032792262,0.023614580131643803,0.025,10.154841358443436,0.5,7.0,1.25,15.0,1.0,50.0,1.0
7.2,0.014430912874295283,0.02362594491744197,0.025,10.17555266579974,0.5,7.0,1.25,15.0,1.0,50.0,1.0
7.21,0.01444256425069734,0.02363733753700679,0.025,10.196271193906075,0.5,7.0,1.25,15.0,1.0,50.0,1.0
7.22,0.014454249264093692,0.02364875806402393,0.025,10.216996886641716,0.5,7.0,1.25,15.0,1.0,50.0,1.0
7.23,0.014465968017012321,0.02366020657254387,0.025,10.237729687971672,0.5,7.0,1.25,15.0,1.0,50.0,1.0
7.24,0.014477720612416572,0.023671683136983295,0.025,10.25846954194687,0.5,7.0,1.25,15.0,1.0,50.0,1.0
7.25,0.01448950715370781,0.023683187832126473,0.025,10.279216392704345,0.5,7.0,1.25,15.0,1.0,50.0,1.0
7.26,0.014501327744728069,0.023694720733126628,0.025,10.299970184467403,0.5,7.0,1.25,15.0,1.0,50.0,1.0
7.2700000000000005,0.01451318248976269,0.023706281915507315,0.025,10.320730861545805,0.5,7.0,1.25,15.0,1.0,50.0,1.0
7.28,0.014525071493542973,0.023717871455163818,0.025,10.341498368335934,0.5,7.0,1.25,15.0,1.0,50.0,1.0
7.29,0.01453699486124883,0.023729489428364503,0.025,10.362272649320982,0.5,7.0,1.25,15.0,1.0,50.0,1.0
7.3,0.014548952698511426,0.02374113591175222,0.025,10.383053649071112,0.5,7.0,1.25,15.0,1.0,50.0,1.0
7.3100000000000005,0.01456094511141583,0.023752810982345662,0.025,10.403841312243635,0.5,7.0,1.25,15.0,1.0,50.0,1.0
7.32,0.014572972206503661,0.023764514717540756,0.025,10.424635583583171,0.5,7.0,1.25,15.0,1.0,50.0,1.0
7.33,0.014585034090775736,0.023776247195112045,0.025,10.44543640792182,0.5,7.0,1.25,15.0,1.0,50.0,1.0
7.34,0.014597130871694716,0.023788008493214045,0.025,10.466243730179333,0.5,7.0,1.25,15.0,1.0,50.0,1.0
7.3500000000000005,0.014609262657187762,0.023799798690382658,0.025,10.487057495363278,0.5,7.0,1.25,15.0,1.0,50.0,1.0
7.36,0.014621429555649169,0.023811617865536518,0.025,10.507877648569186,0.5,7.0,1.25,15.0,1.0,50.0,1.0
7.37,0.014633631864242247,0.023823466272098612,0.025,10.528704134980732,0.5,7.0,1.25,15.0,1.0,50.0,1.0
7.38,0.01464586962765475,0.023835343929976518,0.025,10.549536899869894,0.5,7.0,1.25,15.0,1.0,50.0,1.0
7.390000000000001,0.0146581428627512,0.023847250833297237,0.025,10.570375888597097,0.5,7.0,1.25,15.0,1.0,50.0,1.0
7.4,0.01467045168135445,0.023859187063942223,0.025,10.591221046611382,0.5,7.0,1.25,15.0,1.0,50.0,1.0
7.41,0.014682796195809296,0.023871152704220994,0.025,10.612072319450563,0.5,7.0,1.25,15.0,1.0,50.0,1.0
7.42,0.014695176518985607,0.023883147836872967,0.025,10.632929652741376,0.5,7.0,1.25,15.0,1.0,50.0,1.0
7.43,0.014707592764281458,0.023895172545069288,0.025,10.653792992199635,0.5,7.0,1.25,15.0,1.0,50.0,1.0
7.44,0.01472004504562628,0.02390722691241467,0.025,10.674662283630386,0.5,7.0,1.25,15.0,1.0,50.0,1.0
7.45,0.014732533477483984,0.023919311022949207,0.025,10.69553747292805,0.5,7.0,1.25,15.0,1.0,50.0,1.0
7.46,0.014745058174856109,0.02393142496115024,0.025,10.716418506076574,0.5,7.0,1.25,15.0,1.0,50.0,1.0
7.47,0.014757619253284959,0.023943568811934147,0.025,10.737305329149585,0.5,7.0,1.25,15.0,1.0,50.0,1.0
7.48,0.014770216828856738,0.023955742660658214,0.025,10.758197888310535,0.5,7.0,1.25,15.0,1.0,50.0,1.0
7.49,0.014782851018204687,0.02396794659312244,0.025,10.779096129812833,0.5,7.0,1.25,15.0,1.0,50.0,1.0
7.5,0.014795521938512227,0.023980180695571382,0.025,10.8,0.5,7.0,1.25,15.0,1.0,50.0,1.0
7.51,0.014808229707516093,0.02399244505469598,0.025,10.82090944530581,0.5,7.0,1.25,15.0,1.0,50.0,1.0
7.5200000000000005,0.014820974443509476,0.02400473975763541,0.025,10.841824412254432,0.5,7.0,1.25,15.0,1.0,50.0,1.0
7.53,0.014833756265345152,0.024017064891978877,0.025,10.862744847460553,0.5,7.0,1.25,15.0,1.0,50.0,1.0
7.54,0.014846575292438635,0.024029420545767483,0.025,10.883670697629531,0.5,7.0,1.25,15.0,1.0,50.0,1.0
7.55,0.014859431644771298,0.024041806807496045,0.025,10.90460190955754,0.5,7.0,1.25,15.0,1.0,50.0,1.0
7.5600000000000005,0.014872325442893528,0.024054223766114928,0.025,10.925538430131674,0.5,7.0,1.25,15.0,1.0,50.0,1.0
7.57,0.014885256807927849,0.024066671511031874,0.025,10.946480206330108,0.5,7.0,1.25,15.0,1.0,50.0,1.0
7.58,0.014898225861572068,0.02407915013211384,0.025,10.967427185222213,0.5,7.0,1.25,15.0,1.0,50.0,1.0
7.59,0.014911232726102414,0.02409165971968883,0.025,10.988379313968707,0.5,7.0,1.25,15.0,1.0,50.0,1.0
7.6000000000000005,0.014924277524376674,0.024104200364547725,0.025,11.009336539821758,0.5,7.0,1.25,15.0,1.0,50.0,1.0
7.61,0.014937360379837325,0.02411677215794611,0.025,11.030298810125123,0.5,7.0,1.25,15.0,1.0,50.0,1.0
7.62,0.014950481416514685,0.02412937519160611,0.025,11.051266072314288,0.5,7.0,1.25,15.0,1.0,50.0,1.0
7.63,0.01496364075903004,0.024142009557718235,0.025,11.072238273916563,0.5,7.0,1.25,15.0,1.0,50.0,1.0
7.640000000000001,0.014976838532598789,0.024154675348943194,0.025,11.093215362551243,0.5,7.0,1.25,15.0,1.0,50.0,1.0
7.65,0.014990074863033574,0.02416737265841373,0.025,11.114197285929688,0.5,7.0,1.25,15.0,1.0,50.0,1.0
7.66,0.015003349876747426,0.024180101579736463,0.025,11.135183991855484,0.5,7.0,1.25,15.0,1.0,50.0,1.0
7.67,0.0150166637007569,0.024192862206993706,0.025,11.15617542822454,0.5,7.0,1.25,15.0,1.0,50.0,1.0
7.68,0.015030016462685213,0.024205654634745322,0.025,11.177171543025203,0.5,7.0,1.25,15.0,1.0,50.0,1.0
7.69,0.015043408290765383,0.024218478958030525,0.025,11.198172284338387,0.5,7.0,1.25,15.0,1.0,50.0,1.0
7.7,0.015056839313843365,0.024231335272369734,0.025,11.219177600337684,0.5,7.0,1.25,15.0,1.0,50.0,1.0
7.71,0.01507030966138119,0.024244223673766403,0.025,11.240187439289477,0.5,7.0,1.25,15.0,1.0,50.0,1.0
7.72,0.015083819463460102,0.02425714425870884,0.025,11.261201749553054,0.5,7.0,1.25,15.0,1.0,50.0,1.0
7.73,0.015097368850783702,0.024270097124172062,0.025,11.282220479580717,0.5,7.0,1.25,15.0,1.0,50.0,1.0
7.74,0.015110957954681075,0.0242830823676196,0.025,11.303243577917893,0.5,7.0,1.25,15.0,1.0,50.0,1.0
7.75,0.015124586907109942,0.024296100087005345,0.025,11.324270993203244,0.5,7.0,1.25,15.0,1.0,50.0,1.0
7.76,0.015138255840659783,0.024309150380775395,0.025,11.345302674168774,0.5,7.0,1.25,15.0,1.0,50.0,1.0
7.7700000000000005,0.015151964888554987,0.024322233347869857,0.025,11.366338569639936,0.5,7.0,1.25,15.0,1.0,50.0,1.0
7.78,0.015165714451711259,0.024335349309817515,0.025,11.387378628535725,0.5,7.0,1.25,15.0,1.0,50.0,1.0
7.79,0.01517950460263137,0.024348498314989492,0.025,11.408422799868806,0.5,7.0,1.25,15.0,1.0,50.0,1.0
7.8,0.0151933353179696,0.024361680332008945,0.025,11.429471032745592,0.5,7.0,1.25,15.0,1.0,50.0,1.0
7.8100000000000005,0.015207206735848978,0.024374895463746167,0.025,11.450523276366358,0.5,7.0,1.25,15.0,1.0,50.0,1.0
7.82,0.015221118995106241,0.02438814381362713,0.025,11.47157948002533,0.5,7.0,1.25,15.0,1.0,50.0,1.0
7.83,0.01523507223529572,0.024401425485635925,0.025,11.492639593110798,0.5,7.0,1.25,15.0,1.0,50.0,1.0
7.84,0.015249066596693221,0.02441474058431723,0.025,11.5137035651052,0.5,7.0,1.25,15.0,1.0,50.0,1.0
7.8500000000000005,0.015263102220299916,0.024428089214778757,0.025,11.534771345585222,0.5,7.0,1.25,15.0,1.0,50.0,1.0
7.86,0.015277179247846209,0.024441471482693683,0.025,11.55584288422189,0.5,7.0,1.25,15.0,1.0,50.0,1.0
7.87,0.015291297821795637,0.024454887494303128,0.025,11.57691813078067,0.5,7.0,1.25,15.0,1.0,50.0,1.0
7.88,0.015305458085348748,0.024468337356418603,0.025,11.597997035121548,0.5,7.0,1.25,15.0,1.0,50.0,1.0
7.890000000000001,0.015319660182446975,0.02448182117642445,0.025,11.619079547199135,0.5,7.0,1.25,15.0,1.0,50.0,1.0
7.9,0.015333904257776532,0.024495339062280297,0.025,11.640165617062733,0.5,7.0,1.25,15.0,1.0,50.0,1.0
7.91,0.015348190456772288,0.024508891122523524,0.025,11.661255194856453,0.5,7.0,1.25,15.0,1.0,50.0,1.0
7.92,0.015362518925621658,0.024522477466271692,0.025,11.682348230819278,0.5,7.0,1.25,15.0,1.0,50.0,1.0
7.930000000000001,0.015376889811268482,0.02453609820322502,0.025,11.703444675285159,0.5,7.0,1.25,15.0,1.0,50.0,1.0
7.94,0.015391303261416906,0.024549753443668814,0.025,11.724544478683088,0.5,7.0,1.25,15.0,1.0,50.0,1.0
7.95,0.015405759424535268,0.024563443298475932,0.025,11.745647591537201,0.5,7.0,1.25,15.0,1.0,50.0,1.0
7.96,0.015420258449859982,0.024577167879109234,0.025,11.766753964466837,0.5,7.0,1.25,15.0,1.0,50.0,1.0
7.97,0.015434800487399421,0.02459092729762403,0.025,11.787863548186632,0.5,7.0,1.25,15.0,1.0,50.0,1.0
7.98,0.015449385687937798,0.024604721666670545,0.025,11.808976293506591,0.5,7.0,1.25,15.0,1.0,50.0,1.0
7.99,0.01546401420303905,0.024618551099496344,0.025,11.830092151332174,0.5,7.0,1.25,15.0,1.0,50.0,1.0
8.0,0.015478686185050725,0.024632415709948813,0.025,11.85121107266436,0.5,7.0,1.25,15.0,1.0,50.0,1.0
8.01,0.015493401787107858,0.024646315612477595,0.025,11.872333008599734,0.5,7.0,1.25,15.0,1.0,50.0,1.0
8.02,0.015508161163136863,0.024660250922137042,0.025,11.893457910330552,0.5,7.0,1.25,15.0,1.0,50.0,1.0
8.03,0.015522964467859406,0.024674221754588676,0.025,11.914585729144822,0.5,7.0,1.25,15.0,1.0,50.0,1.0
8.040000000000001,0.015537811856796303,0.024688228226103632,0.025,11.93571641642637,0.5,7.0,1.25,15.0,1.0,50.0,1.0
8.05,0.015552703486271378,0.024702270453565114,0.025,11.956849923654904,0.5,7.0,1.25,15.0,1.0,50.0,1.0
8.06,0.01556763951341538,0.024716348554470843,0.025,11.977986202406097,0.5,7.0,1.25,15.0,1.0,50.0,1.0
8.07,0.015582620096169838,0.02473046264693552,0.025,11.999125204351644,0.5,7.0,1.25,15.0,1.0,50.0,1.0
8.08,0.015597645393290957,0.02474461284969326,0.025,12.020266881259335,0.5,7.0,1.25,15.0,1.0,50.0,1.0
8.09,0.0156127155643535,0.024758799282100057,0.025,12.041411184993118,0.5,7.0,1.25,15.0,1.0,50.0,1.0
8.1,0.015627830769754672,0.024773022064136237,0.025,12.06255806751316,0.5,7.0,1.25,15.0,1.0,50.0,1.0
8.11,0.015642991170717997,0.024787281316408904,0.025,12.083707480875916,0.5,7.0,1.25,15.0,1.0,50.0,1.0
8.120000000000001,0.015658196929297208,0.02480157716015439,0.025,12.104859377234183,0.5,7.0,1.25,15.0,1.0,50.0,1.0
8.13,0.01567344820838013,0.024815909717240712,0.025,12.126013708837164,0.5,7.0,1.25,15.0,1.0,50.0,1.0
8.14,0.01568874517169255,0.02483027911017002,0.025,12.147170428030527,0.5,7.0,1.25,15.0,1.0,50.0,1.0
8.15,0.01570408798380213,0.02484468546208106,0.025,12.168329487256473,0.5,7.0,1.25,15.0,1.0,50.0,1.0
8.16,0.015719476810122257,0.024859128896751605,0.025,12.18949083905378,0.5,7.0,1.25,15.0,1.0,50.0,1.0
8.17,0.015734911816915945,0.024873609538600926,0.025,12.210654436057856,0.5,7.0,1.25,15.0,1.0,50.0,1.0
8.18,0.01575039317129972,0.024888127512692242,0.025,12.231820231000807,0.5,7.0,1.25,15.0,1.0,50.0,1.0
8.19,0.015765921342978658,0.024902683260055274,0.025,12.252988176711481,0.5,7.0,1.25,15.0,1.0,50.0,1.0
8.2,0.015781496469261334,0.024917276874102025,0.025,12.27415822611552,0.5,7.0,1.25,15.0,1.0,50.0,1.0
8.21,0.015797118506159762,0.024931908258530117,0.025,12.295330332235425,0.5,7.0,1.25,15.0,1.0,50.0,1.0
8.22,0.015812787627071438,0.02494657754395855,0.025,12.316504448190578,0.5,7.0,1.25,15.0,1.0,50.0,1.0
8.23,0.015828504006343537,0.02496128486174272,0.025,12.33768052719732,0.5,7.0,1.25,15.0,1.0,50.0,1.0
8.24,0.01584426781927767,0.024976030343977825,0.025,12.358858522568978,0.5,7.0,1.25,15.0,1.0,50.0,1.0
8.25,0.01586007924213468,0.024990814123502243,0.025,12.380038387715931,0.5,7.0,1.25,15.0,1.0,50.0,1.0
8.26,0.015875938452139447,0.025005636333900953,0.025,12.401220076145629,0.5,7.0,1.25,15.0,1.0,50.0,1.0
8.27,0.015891845627485662,0.02502049710950891,0.025,12.422403541462659,0.5,7.0,1.25,15.0,1.0,50.0,1.0
8.28,0.015907800947340626,0.025035396585414475,0.025,12.443588737368781,0.5,7.0,1.25,15.0,1.0,50.0,1.0
8.290000000000001,0.01592380459185003,0.025050334897462792,0.025,12.464775617662973,0.5,7.0,1.25,15.0,1.0,50.0,1.0
8.3,0.01593985674214275,0.025065312182259183,0.025,12.485964136241453,0.5,7.0,1.25,15.0,1.0,50.0,1.0
8.31,0.01595595758033564,0.025080328577172573,0.025,12.507154247097748,0.5,7.0,1.25,15.0,1.0,50.0,1.0
8.32,0.015972107289538316,0.025095384220338857,0.025,12.528345904322718,0.5,7.0,1.25,15.0,1.0,50.0,1.0
8.33,0.015988306053857954,0.02511047925066433,0.025,12.549539062104582,0.5,7.0,1.25,15.0,1.0,50.0,1.0
8.34,0.01600455405840407,0.02512561380782907,0.025,12.57073367472898,0.5,7.0,1.25,15.0,1.0,50.0,1.0
8.35,0.016020851489293306,0.025140788032290327,0.025,12.591929696578985,0.5,7.0,1.25,15.0,1.0,50.0,1.0
8.36,0.016037198533654245,0.025156002065285944,0.025,12.613127082135145,0.5,7.0,1.25,15.0,1.0,50.0,1.0
8.370000000000001,0.016053595379632166,0.02517125604883775,0.025,12.63432578597552,0.5,7.0,1.25,15.0,1.0,50.0,1.0
8.38,0.01607004221639386,0.025186550125754936,0.025,12.655525762775708,0.5,7.0,1.25,15.0,1.0,50.0,1.0
8.39,0.016086539234132405,0.025201884439637494,0.025,12.676726967308875,0.5,7.0,1.25,15.0,1.0,50.0,1.0
8.4,0.016103086624071963,0.025217259134879592,0.025,12.697929354445797,0.5,7.0,1.25,15.0,1.0,50.0,1.0
8.41,0.01611968457847257,0.02523267435667297,0.025,12.719132879154873,0.5,7.0,1.25,15.0,1.0,50.0,1.0
8.42,0.01613633329063492,0.025248130251010345,0.025,12.740337496502155,0.5,7.0,1.25,15.0,1.0,50.0,1.0
8.43,0.016153032954905167,0.025263626964688823,0.025,12.761543161651382,0.5,7.0,1.25,15.0,1.0,50.0,1.0
8.44,0.016169783766679685,0.02527916464531328,0.025,12.782749829863997,0.5,7.0,1.25,15.0,1.0,50.0,1.0
8.45,0.016186585922409902,0.02529474344129976,0.025,12.803957456499186,0.5,7.0,1.25,15.0,1.0,50.0,1.0
8.46,0.016203439619607057,0.025310363501878895,0.025,12.825165997013878,0.5,7.0,1.25,15.0,1.0,50.0,1.0
8.47,0.01622034505684699,0.025326024977099282,0.025,12.846375406962775,0.5,7.0,1.25,15.0,1.0,50.0,1.0
8.48,0.01623730243377495,0.025341728017830894,0.025,12.867585641998398,0.5,7.0,1.25,15.0,1.0,50.0,1.0
8.49,0.016254311951110375,0.025357472775768476,0.025,12.888796657871058,0.5,7.0,1.25,15.0,1.0,50.0,1.0
8.5,0.01627137381065168,0.02537325940343495,0.025,12.910008410428931,0.5,7.0,1.25,15.0,1.0,50.0,1.0
8.51,0.016288488215281047,0.0253890880541848,0.025,12.931220855618028,0.5,7.0,1.25,15.0,1.0,50.0,1.0
8.52,0.01630565536896922,0.025404958882207482,0.025,12.95243394948224,0.5,7.0,1.25,15.0,1.0,50.0,1.0
8.53,0.016322875476780282,0.02542087204253083,0.025,12.973647648163341,0.5,7.0,1.25,15.0,1.0,50.0,1.0
8.540000000000001,0.016340148744876472,0.025436827691024438,0.025,12.994861907901011,0.5,7.0,1.25,15.0,1.0,50.0,1.0
8.55,0.016357475380522932,0.02545282598440306,0.025,13.016076685032834,0.5,7.0,1.25,15.0,1.0,50.0,1.0
8.56,0.016374855592092535,0.025468867080230034,0.025,13.037291935994338,0.5,7.0,1.25,15.0,1.0,50.0,1.0
8.57,0.016392289589070668,0.025484951136920654,0.025,13.058507617318977,0.5,7.0,1.25,15.0,1.0,50.0,1.0
8.58,0.016409777582059994,0.02550107831374558,0.025,13.079723685638163,0.5,7.0,1.25,15.0,1.0,50.0,1.0
8.59,0.016427319782785277,0.02551724877083424,0.025,13.100940097681267,0.5,7.0,1.25,15.0,1.0,50.0,1.0
8.6,0.016444916876941065,0.025533463111215723,0.025,13.122156810275621,0.5,7.0,1.25,15.0,1.0,50.0,1.0
8.61,0.016462569099169485,0.02554972151606011,0.025,13.143373780346543,0.5,7.0,1.25,15.0,1.0,50.0,1.0
8.620000000000001,0.016480276266769237,0.025566023776190227,0.025,13.164590964917325,0.5,7.0,1.25,15.0,1.0,50.0,1.0
8.63,0.016498038600793817,0.02558237005968482,0.025,13.185808321109242,0.5,7.0,1.25,15.0,1.0,50.0,1.0
8.64,0.01651585632357289,0.025598760535620046,0.025,13.207025806141573,0.5,7.0,1.25,15.0,1.0,50.0,1.0
8.65,0.016533729658718594,0.025615195374074296,0.025,13.228243377331589,0.5,7.0,1.25,15.0,1.0,50.0,1.0
8.66,0.016551658831131875,0.025631674746133034,0.025,13.249460992094551,0.5,7.0,1.25,15.0,1.0,50.0,1.0
8.67,0.016569644067008813,0.02564819882389364,0.025,13.270678607943726,0.5,7.0,1.25,15.0,1.0,50.0,1.0
8.68,0.016587685593846956,0.025664767780470235,0.025,13.291896182490383,0.5,7.0,1.25,15.0,1.0,50.0,1.0
8.69,0.016605783640451628,0.02568138178999853,0.025,13.313113673443784,0.5,7.0,1.25,15.0,1.0,50.0,1.0
8.700000000000001,0.01662393843694229,0.025698041027640662,0.025,13.334331038611195,0.5,7.0,1.25,15.0,1.0,50.0,1.0
8.71,0.016642150214758823,0.02571474566959001,0.025,13.355548235897873,0.5,7.0,1.25,15.0,1.0,50.0,1.0
8.72,0.0166604192066679,0.025731495893076065,0.025,13.37676522330706,0.5,7.0,1.25,15.0,1.0,50.0,1.0
8.73,0.01667874564676929,0.025748291876369248,0.025,13.397981958940008,0.5,7.0,1.25,15.0,1.0,50.0,1.0
8.74,0.01669712977050218,0.025765133798785738,0.025,13.419198400995926,0.5,7.0,1.25,15.0,1.0,50.0,1.0
8.75,0.016715571814651525,0.025782021840692337,0.025,13.44041450777202,0.5,7.0,1.25,15.0,1.0,50.0,1.0
8.76,0.016734072017354346,0.025798956183511274,0.025,13.461630237663455,0.5,7.0,1.25,15.0,1.0,50.0,1.0
8.77,0.01675263061810609,0.02581593700972507,0.025,13.48284554916335,0.5,7.0,1.25,15.0,1.0,50.0,1.0
8.78,0.016771247857766933,0.025832964502881348,0.025,13.504060400862793,0.5,7.0,1.25,15.0,1.0,50.0,1.0
8.790000000000001,0.016789923978568114,0.0258500388475977,0.025,13.525274751450803,0.5,7.0,1.25,15.0,1.0,50.0,1.0
8.8,0.016808659224118266,0.02586716022956649,0.025,13.546488559714325,0.5,7.0,1.25,15.0,1.0,50.0,1.0
8.81,0.016827453839409742,0.025884328835559727,0.025,13.567701784538231,0.5,7.0,1.25,15.0,1.0,50.0,1.0
