Time,v,x,y,r,k,d,Beta,a,eta,u,compartment,reaction,reaction_1,reaction_2,reaction_3,reaction_4,reaction_5,reaction_6,reaction_7,reaction_8
0.0,1.0,0.1,0.0,1.0,10.0,0.1,0.2,0.2,1.0,0.5,1.0,0.1,0.0010000000000000002,0.010000000000000002,0.020000000000000004,0.0,0.0,0.0,0.0,0.5
0.1,0.9513309500488871,0.1069313338088549,0.0020959766800535008,1.0,10.0,0.1,0.2,0.2,1.0,0.5,1.0,0.10172708738237261,0.0011091030741170256,0.01069313338088549,0.020345417476474524,0.001993967486315609,2.173969122353201e-05,0.0004191953360107002,0.0020959766800535008,0.47566547502444356
0.2,0.9052490834233942,0.11390661179104948,0.004375174334977796,1.0,10.0,0.1,0.2,0.2,1.0,0.5,1.0,0.10311385591971192,0.0012196491052525356,0.01139066117910495,0.020622771183942387,0.003960622556556208,4.684695101605007e-05,0.0008750348669955593,0.004375174334977796,0.4526245417116971
0.30000000000000004,0.8616454213722284,0.12089866311887412,0.006823255026970337,1.0,10.0,0.1,0.2,0.2,1.0,0.5,1.0,0.10417177952640139,0.0013305019497777994,0.012089866311887413,0.02083435590528028,0.005879226452844032,7.50906079771029e-05,0.0013646510053940675,0.006823255026970337,0.4308227106861142
0.4,0.8204147873731279,0.12788175216005973,0.009424560756899625,1.0,10.0,0.1,0.2,0.2,1.0,0.5,1.0,0.10491608050729845,0.0014405640180156021,0.012788175216005974,0.02098321610145969,0.007732049009456931,0.0001061659140781759,0.001884912151379925,0.009424560756899625,0.41020739368656395
0.5,0.7814555607898698,0.13483182100960195,0.012162480936508879,1.0,10.0,0.1,0.2,0.2,1.0,0.5,1.0,0.10536507629937783,0.0015488065840125749,0.013483182100960195,0.02107301525987557,0.009504438360835647,0.00013970982822408736,0.002432496187301776,0.012162480936508879,0.3907277803949349
0.6000000000000001,0.7446694635225042,0.1417267415129214,0.015019877840416985,1.0,10.0,0.1,0.2,0.2,1.0,0.5,1.0,0.10553957656921979,0.0016542971835208004,0.01417267415129214,0.02110791531384396,0.011184844373596865,0.0001753186543554516,0.003003975568083397,0.015019877840416985,0.3723347317612521
0.7000000000000001,0.7099613294757406,0.14854642349117858,0.01797943174404107,1.0,10.0,0.1,0.2,0.2,1.0,0.5,1.0,0.10546221631066353,0.0017562185766134975,0.014854642349117859,0.021092443262132707,0.01276470126421773,0.00021256527948459468,0.003595886348808214,0.01797943174404107,0.3549806647378703
0.8,0.677238930979595,0.15527290354995935,0.021023966261266198,1.0,10.0,0.1,0.2,0.2,1.0,0.5,1.0,0.10515685521027222,0.0018538824412763256,0.015527290354995935,0.021031371042054443,0.014238248435730991,0.00025101586308139525,0.00420479325225324,0.021023966261266198,0.3386194654897975
0.9,0.646412878619745,0.16189038679755632,0.02413673131092175,1.0,10.0,0.1,0.2,0.2,1.0,0.5,1.0,0.10464803095067234,0.0019467371613480391,0.016189038679755633,0.020929606190134467,0.01560229396716426,0.00029024497825928607,0.00482734626218435,0.02413673131092175,0.3232064393098725
1.0,0.6173965443347538,0.16838524690645662,0.027301639261925102,1.0,10.0,0.1,0.2,0.2,1.0,0.5,1.0,0.10396046955700061,0.0020343700572212292,0.016838524690645663,0.020792093911400123,0.016855937734986597,0.00032984859688076524,0.005460327852385021,0.027301639261925102,0.3086982721673769
