Time,MAPK,FGFR,MSH,B_Raf,C_Raf_inactive,g2_0,C_Raf,g1_0,a1,g1,b1,d1,a2,g2,b2,d2,f53,f13,h36_y3,d3,E,f14,f24,d4,f35,f45,d5,d6,Compartment,FGFR_Activation,FGFR_Degradation,MSH_Activation,MSH_Degradation,C_Raf_Activation_1,C_Raf_Activation_2,C_Raf_Degradation,B_Raf_Activation_1,B_Raf_Activation_2,B_Raf_Degradation,MAPK_Activation_1,MAPK_Activation_2,MAPK_Degradation,C_Raf_Inactivation,Inactive_C_Raf_degradation
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,10.0,0.2,10.0,1.0,10.0,0.1,1.5,0.6,0.1,1.0,10.0,0.1,0.8,1.1,0.3,0.1,1.0,0.001,1.0,0.0,0.0,0.9090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.008674337437907706,0.0,0.8651143814912756,0.2510145358182002,0.00042461089772036757,1.0,0.027551757590136183,0.0,10.0,0.0,10.0,0.2,10.0,1.0,10.0,0.1,1.5,0.6,0.1,1.0,10.0,0.1,0.8,1.1,0.3,0.1,1.0,0.001,1.0,0.0,0.0,0.9090909090909091,0.08651143814912757,0.0,0.1297510468777892,0.027551757590136183,0.0,0.6920915051930205,0.27611598940002025,0.008265527277040854,0.025101453581820022,0.008674337437907706,0.0023835421726588223,4.246108977203676e-07
2.0,0.06718088271244065,0.0,1.6479022447455869,0.730423058169329,0.019826943951745557,1.0,0.3302922018917953,0.0,10.0,0.0,10.0,0.2,10.0,1.0,10.0,0.1,1.5,0.6,0.1,1.0,10.0,0.1,0.8,1.1,0.3,0.1,1.0,0.001,1.0,0.0,0.0,0.9090909090909091,0.1647902244745587,0.0,0.9724312707781674,0.3302922018917953,0.0,1.3183217957964697,0.8034653639862619,0.0990876605675386,0.0730423058169329,0.06718088271244065,0.05442892609194521,1.9826943951745558e-05
3.0,0.25173837384036407,0.0,2.356197993802509,1.24818693585569,0.17993024799683346,1.0,1.361763986787617,0.0,10.0,0.0,10.0,0.2,10.0,1.0,10.0,0.1,1.5,0.6,0.1,1.0,10.0,0.1,0.8,1.1,0.3,0.1,1.0,0.001,1.0,0.0,0.0,0.9090909090909091,0.2356197993802509,0.0,3.193920208169908,1.361763986787617,0.0,1.8849583950420072,1.3730056294412591,0.40852919603628507,0.12481869358556902,0.25173837384036407,0.320858557370149,0.00017993024799683346
4.0,0.6404061578632888,0.0,2.9970904905844864,1.7446326188258705,0.7864119306919728,1.0,3.13839346028661,0.0,10.0,0.0,10.0,0.2,10.0,1.0,10.0,0.1,1.5,0.6,0.1,1.0,10.0,0.1,0.8,1.1,0.3,0.1,1.0,0.001,1.0,0.0,0.0,0.9090909090909091,0.29970904905844864,0.0,5.835888056752756,3.13839346028661,0.0,2.397672392467589,1.9190958807084577,0.9415180380859829,0.17446326188258707,0.6404061578632888,0.940604919553754,0.0007864119306919728
5.0,1.1049067681068714,0.0,3.576994002611426,2.2031401759207503,2.0485219490528492,0.0,4.259058097324254,1.0,10.0,1.0,10.0,0.2,10.0,0.0,10.0,0.1,1.5,0.6,0.1,1.0,10.0,0.1,0.8,1.1,0.3,0.1,1.0,0.001,1.0,0.9090909090909091,0.0,0.0,0.35769940026114266,0.0,6.119669696176199,4.259058097324254,0.0,2.8615952020891413,2.4234541935128253,1.2777174291972762,0.22031401759207503,1.1049067681068714,1.523462527090249,0.002048521949052849
6.0,1.3859801314996243,0.8239511221098174,3.236598017678507,2.400387211609493,3.5342601891987964,0.0,4.354752046155601,1.0,10.0,1.0,10.0,0.2,10.0,0.0,10.0,0.1,1.5,0.6,0.1,1.0,10.0,0.1,0.8,1.1,0.3,0.1,1.0,0.001,1.0,0.9090909090909091,0.16479022442196348,0.0,0.3236598017678507,1.0436104424639039,4.388680649456417,4.354752046155601,0.08239511221098174,2.5892784141428056,2.6404259327704422,1.30642561384668,0.2400387211609493,1.3859801314996243,1.4094581840068638,0.0035342601891987964
7.0,1.4301595454406442,1.498545245055905,2.9285949935368416,2.3547695096582064,4.795806367734012,0.0,3.8034865919819714,1.0,10.0,1.0,10.0,0.2,10.0,0.0,10.0,0.1,1.5,0.6,0.1,1.0,10.0,0.1,0.8,1.1,0.3,0.1,1.0,0.001,1.0,0.9090909090909091,0.299709049011181,0.0,0.29285949935368416,1.2594137249603659,3.004851816042149,3.8034865919819714,0.1498545245055905,2.3428759948294733,2.5902464606240274,1.1410459775945914,0.23547695096582066,1.4301595454406442,1.1138871791262905,0.004795806367734012
8.0,1.3211481334791129,2.0508561992347043,2.6499023324272595,2.23506834512662,5.76227648885883,0.0,3.171527828737216,1.0,10.0,1.0,10.0,0.2,10.0,0.0,10.0,0.1,1.5,0.6,0.1,1.0,10.0,0.1,0.8,1.1,0.3,0.1,1.0,0.001,1.0,0.9090909090909091,0.41017123984694087,0.0,0.26499023324272597,1.311968414913255,2.1129036535972094,3.171527828737216,0.20508561992347044,2.1199218659418078,2.458575179639282,0.9514583486211647,0.22350683451266198,1.3211481334791129,0.8404238990728712,0.00576227648885883
9.0,1.1637304723390414,2.5030501626655277,2.3977307845238434,2.0975172340637878,6.488089787578756,0.0,2.6453357403210447,1.0,10.0,1.0,10.0,0.2,10.0,0.0,10.0,0.1,1.5,0.6,0.1,1.0,10.0,0.1,0.8,1.1,0.3,0.1,1.0,0.001,1.0,0.9090909090909091,0.5006100325331055,0.0,0.23977307845238435,1.301447624011318,1.5126886796011798,2.6453357403210447,0.25030501626655277,1.9181846276190748,2.307268957470167,0.7936007220963134,0.2097517234063788,1.1637304723390414,0.6342802939968941,0.006488089787578756
