Time,x_PCC,y_PSC,z_Effector_Cells,w_TPC,v_TSC,R_siRNA,r_1,b_1,beta_1,m_1,delta_1,r_2,beta_2,k_2,b_2,mu_2,beta_3,k_3,m_3,r_3,mu_3,beta_4,k_4,mu_4,r_4,m_4,beta_5,k_5,mu_5,D_0,p,k,mu_6,compartment,PCC_Tumor_Growth,PCC_Tumor_Killing,PSC_Tumor_Growth,PSC_Natural_Death,Effector_Cells_Production,Effector_Cells_Apoptosis,Effector_Cells_Production_Constant,TPC_Production,TPC_Decay,TPC_Production_PSC,TSC_Production,TSC_Decay,siRNA_Decay,siRNA_Dose
82.5,1590414284.3557324,10166734.624112036,36630895.49752869,28250805110.77965,13041784580.276678,75757576751.52426,0.0195,1.02e-11,1.7857e-12,1000000000.0,0.96,0.00195,0.125,56000000000.0,1.7857e-09,0.015,124.5,20000000000.0,1000000.0,3500.0,0.02,5.85,1000000.0,0.034,12500.0,89000000000.0,7.3,1000000.0,0.034,50000000000.0,0.9,1.0,0.66,1.0,30538382.54646803,1912014.6354358082,437864.86837898236,152501.01936168055,0.06371537044631384,732617.9099505738,3500.0,0.1,960527373.7665082,1980722901.646399,267237507.0094698,443420675.7294071,50000000656.00601,50000000000.0
83.0,1604804147.6313791,10311673.708806433,36268153.30731265,28768495631.40241,12953778973.556889,75757574096.45357,0.0195,1.02e-11,1.7857e-12,1000000000.0,0.96,0.00195,0.125,56000000000.0,1.7857e-09,0.015,124.5,20000000000.0,1000000.0,3500.0,0.02,5.85,1000000.0,0.034,12500.0,89000000000.0,7.3,1000000.0,0.034,50000000000.0,0.9,1.0,0.66,1.0,30810500.98849175,1876989.4264117205,449126.003241619,154675.1056320965,0.06169554487794203,725363.066146253,3500.0,0.1,978128851.467682,2028887122.12497,264592643.79445896,440428485.10093427,49999998903.659355,50000000000.0
83.5,1619348224.0313916,10461245.526502639,35909020.46127633,29301760351.07796,12865952109.178967,75757573799.04277,0.0195,1.02e-11,1.7857e-12,1000000000.0,0.96,0.00195,0.125,56000000000.0,1.7857e-09,0.015,124.5,20000000000.0,1000000.0,3500.0,0.02,5.85,1000000.0,0.034,12500.0,89000000000.0,7.3,1000000.0,0.034,50000000000.0,0.9,1.0,0.66,1.0,31085467.96548374,1842244.1311486997,460816.2278150905,156918.68289753958,0.059725540545724765,718180.4092255266,3500.0,0.1,996259851.9366508,2078761231.517994,261974071.8891927,437442371.7120849,49999998707.36823,50000000000.0
84.0,1634047803.0101933,10615634.062299503,35553461.045843534,29851203174.00132,12778313943.753603,75757574890.57034,0.0195,1.02e-11,1.7857e-12,1000000000.0,0.96,0.00195,0.125,56000000000.0,1.7857e-09,0.015,124.5,20000000000.0,1000000.0,3500.0,0.02,5.85,1000000.0,0.034,12500.0,89000000000.0,7.3,1000000.0,0.034,50000000000.0,0.9,1.0,0.66,1.0,31363306.121083576,1807780.7987052598,472955.1818853522,159234.51093449254,0.057804518868524356,711069.2209168707,3500.0,0.1,1014940907.916045,2130421113.9033701,259381530.0520303,434462674.0876225,49999999427.77643,50000000000.0
84.5,1648904183.5774536,10775031.28779841,35201439.47829687,30417454213.58426,12690874158.983477,75757575444.6751,0.0195,1.02e-11,1.7857e-12,1000000000.0,0.96,0.00195,0.125,56000000000.0,1.7857e-09,0.015,124.5,20000000000.0,1000000.0,3500.0,0.02,5.85,1000000.0,0.034,12500.0,89000000000.0,7.3,1000000.0,0.034,50000000000.0,0.9,1.0,0.66,1.0,31644038.270691793,1773601.6550529639,485563.46677954105,161625.46931697614,0.05593165086202532,704028.7895659374,3500.0,0.1,1034193443.2618649,2183946484.3290467,256814759.4452161,431489721.40543824,49999999793.485565,50000000000.0
85.0,1663918678.2492616,10939641.014552625,34852920.635415874,31001182517.838337,12603642059.374416,75757575232.2196,0.0195,1.02e-11,1.7857e-12,1000000000.0,0.96,0.00195,0.125,56000000000.0,1.7857e-09,0.015,124.5,20000000000.0,1000000.0,3500.0,0.02,5.85,1000000.0,0.034,12500.0,89000000000.0,7.3,1000000.0,0.034,50000000000.0,0.9,1.0,0.66,1.0,31927687.487767264,1739708.4804694883,498662.96199522977,164094.61521828937,0.05410609668907143,697058.4127083175,3500.0,0.1,1054040205.6065035,2239421817.037162,254273504.573726,428523830.01873016,49999999653.26494,50000000000.0
85.5,1679092606.316487,11109673.454681082,34507869.61652828,31603078237.146427,12516626770.609509,75757575079.33893,0.0195,1.02e-11,1.7857e-12,1000000000.0,0.96,0.00195,0.125,56000000000.0,1.7857e-09,0.015,124.5,20000000000.0,1000000.0,3500.0,0.02,5.85,1000000.0,0.034,12500.0,89000000000.0,7.3,1000000.0,0.034,50000000000.0,0.9,1.0,0.66,1.0,32214276.961847637,1706103.69913343,512276.4305572077,166645.10182021622,0.05232704231943734,690157.3923305656,3500.0,0.1,1074504660.0629785,2296935382.6266756,251757511.55594197,425565310.2007233,49999999552.36369,50000000000.0
86.0,1694427299.369998,11285350.308326745,34166251.926617734,32223869377.990746,12429837091.212675,75757575315.7457,0.0195,1.02e-11,1.7857e-12,1000000000.0,0.96,0.00195,0.125,56000000000.0,1.7857e-09,0.015,124.5,20000000000.0,1000000.0,3500.0,0.02,5.85,1000000.0,0.034,12500.0,89000000000.0,7.3,1000000.0,0.034,50000000000.0,0.9,1.0,0.66,1.0,32503830.118264902,1672789.5282169085,526427.9309114302,169280.25462490116,0.05059367123475552,683325.0385323548,3500.0,0.1,1095611558.8516855,2356580444.3945894,249266529.46004805,422614461.101231,49999999708.392166,50000000000.0
86.5,1709924099.889471,11466904.376478393,33828033.42252296,32864320741.929768,12343281541.612375,75757575800.0826,0.0195,1.02e-11,1.7857e-12,1000000000.0,0.96,0.00195,0.125,56000000000.0,1.7857e-09,0.015,124.5,20000000000.0,1000000.0,3500.0,0.02,5.85,1000000.0,0.034,12500.0,89000000000.0,7.3,1000000.0,0.034,50000000000.0,0.9,1.0,0.66,1.0,32796370.591399614,1639768.157175581,541142.8145227355,172003.56564717588,0.04890517093867996,676560.6684504593,3500.0,0.1,1117386905.2256122,2418455353.7001653,246800309.91138634,419671572.4148208,50000000028.05451,50000000000.0
87.0,1725584358.320817,11654576.757135428,33493180.215373993,33525224655.80704,12256968442.577948,75757575997.19217,0.0195,1.02e-11,1.7857e-12,1000000000.0,0.96,0.00195,0.125,56000000000.0,1.7857e-09,0.015,124.5,20000000000.0,1000000.0,3500.0,0.02,5.85,1000000.0,0.034,12500.0,89000000000.0,7.3,1000000.0,0.034,50000000000.0,0.9,1.0,0.66,1.0,33091922.162180062,1607042.2749627111,556447.5267304889,174818.65135703143,0.04726074957478257,669863.6043074799,3500.0,0.1,1139857638.2974396,2482663127.3242955,244358606.38042095,416736927.0476503,50000000158.146835,50000000000.0
87.5,1741409440.2559216,11848625.011136875,33161658.89043066,34207428204.057293,12170905746.704252,75757575975.33948,0.0195,1.02e-11,1.7857e-12,1000000000.0,0.96,0.00195,0.125,56000000000.0,1.7857e-09,0.015,124.5,20000000000.0,1000000.0,3500.0,0.02,5.85,1000000.0,0.034,12500.0,89000000000.0,7.3,1000000.0,0.034,50000000000.0,0.9,1.0,0.66,1.0,33390508.918974273,1574613.871004082,572370.2798342002,177729.3751670531,0.04565959870321861,663233.1778086132,3500.0,0.1,1163052558.937948,2549313374.255119,241941175.78723827,413810795.3879446,50000000143.72406,50000000000.0
88.0,1757400717.7652915,12049314.27750414,32833436.229415175,34911803785.49597,12085101257.162914,75757575836.63145,0.0195,1.02e-11,1.7857e-12,1000000000.0,0.96,0.00195,0.125,56000000000.0,1.7857e-09,0.015,124.5,20000000000.0,1000000.0,3500.0,0.02,5.85,1000000.0,0.034,12500.0,89000000000.0,7.3,1000000.0,0.034,50000000000.0,0.9,1.0,0.66,1.0,33692155.06878441,1542485.7116978457,588940.3718086327,180739.7141625621,0.04410093934186672,656668.7245883035,3500.0,0.1,1187001328.7068632,2618520595.086812,239547776.4750506,410893442.7435391,50000000052.176765,50000000000.0
88.5,1773559576.7254293,12256925.82852152,32508479.432996828,35639277690.21263,11999562458.355217,75757575758.8578,0.0195,1.02e-11,1.7857e-12,1000000000.0,0.96,0.00195,0.125,56000000000.0,1.7857e-09,0.015,124.5,20000000000.0,1000000.0,3500.0,0.02,5.85,1000000.0,0.034,12500.0,89000000000.0,7.3,1000000.0,0.034,50000000000.0,0.9,1.0,0.66,1.0,33996885.10251592,1510660.1306453056,606188.8965587759,183853.8874278228,0.04258398486802489,650169.5886599366,3500.0,0.1,1211735441.4672296,2690406232.3724074,237178169.83401644,407985123.5840774,50000000000.84615,50000000000.0
89.0,1789887411.4444418,12471752.246670302,32186755.945642587,36390814392.652756,11914296655.90937,75757575766.92067,0.0195,1.02e-11,1.7857e-12,1000000000.0,0.96,0.00195,0.125,56000000000.0,1.7857e-09,0.015,124.5,20000000000.0,1000000.0,3500.0,0.02,5.85,1000000.0,0.034,12500.0,89000000000.0,7.3,1000000.0,0.034,50000000000.0,0.9,1.0,0.66,1.0,34304723.68055663,1479139.821087026,624148.3850050413,187076.2837000545,0.04110796531566856,643735.1189128518,3500.0,0.1,1237287689.3501937,2765097845.982697,234832119.02298322,405086086.30091864,50000000006.16764,50000000000.0
89.5,1806385630.0958438,12694103.314705411,31868233.624554384,37167436105.127945,11829310845.92288,75757575827.64413,0.0195,1.02e-11,1.7857e-12,1000000000.0,0.96,0.00195,0.125,56000000000.0,1.7857e-09,0.015,124.5,20000000000.0,1000000.0,3500.0,0.02,5.85,1000000.0,0.034,12500.0,89000000000.0,7.3,1000000.0,0.034,50000000000.0,0.9,1.0,0.66,1.0,34615695.75494355,1447927.1374864513,642853.3106929351,190411.54972058116,0.03967210677518779,637364.6724910877,3500.0,0.1,1263692827.57435,2842730653.2021046,232509390.20247754,402196568.76137793,50000000046.24513,50000000000.0
90.0,1823055652.8081138,12924303.818716872,31552880.678127397,37970215451.8062,11744611761.992283,75757575941.31587,0.0195,1.02e-11,1.7857e-12,1000000000.0,0.96,0.00195,0.125,56000000000.0,1.7857e-09,0.015,124.5,20000000000.0,1000000.0,3500.0,0.02,5.85,1000000.0,0.034,12500.0,89000000000.0,7.3,1000000.0,0.034,50000000000.0,0.9,1.0,0.66,1.0,34929826.528496675,1417024.5286846375,662339.940371847,193864.55728075307,0.03827564452146246,631057.613562548,3500.0,0.1,1290987325.3614109,2923447309.393768,230209752.08558866,399316799.9077377,50000000121.26848,50000000000.0
90.5,1839898907.9938369,13162693.339726377,31240665.50546736,38800275903.556335,11660206016.549036,75757576041.44762,0.0195,1.02e-11,1.7857e-12,1000000000.0,0.96,0.00195,0.125,56000000000.0,1.7857e-09,0.015,124.5,20000000000.0,1000000.0,3500.0,0.02,5.85,1000000.0,0.034,12500.0,89000000000.0,7.3,1000000.0,0.034,50000000000.0,0.9,1.0,0.66,1.0,35247141.38704116,1386434.6023199072,682646.3532554382,197440.40009589566,0.036917825167494756,624813.3101093472,3500.0,0.1,1319209380.7209156,3007398114.459296,227932974.76687333,396447004.56266725,50000000187.35543,50000000000.0
91.0,1856916838.9301693,13409630.089306073,30931556.94383383,39658803523.37004,11576099894.37836,75757576064.72836,0.0195,1.02e-11,1.7857e-12,1000000000.0,0.96,0.00195,0.125,56000000000.0,1.7857e-09,0.015,124.5,20000000000.0,1000000.0,3500.0,0.02,5.85,1000000.0,0.034,12500.0,89000000000.0,7.3,1000000.0,0.034,50000000000.0,0.9,1.0,0.66,1.0,35567666.03751232,1356159.8229004852,703812.7774994537,201144.4513395911,0.03559789784078177,618631.1388766767,3500.0,0.1,1348399319.7945814,3094742183.1338234,225678831.5281996,393587396.4088643,50000000202.72072,50000000000.0
91.5,1874110899.4917314,13665489.941112943,30625524.104205046,40547045118.16695,11492299493.11274,75757575999.51169,0.0195,1.02e-11,1.7857e-12,1000000000.0,0.96,0.00195,0.125,56000000000.0,1.7857e-09,0.015,124.5,20000000000.0,1000000.0,3500.0,0.02,5.85,1000000.0,0.034,12500.0,89000000000.0,7.3,1000000.0,0.034,50000000000.0,0.9,1.0,0.66,1.0,35891426.427085124,1326202.6993392815,725881.5526571881,204982.34911669412,0.034315120034622976,612510.482084101,3500.0,0.1,1378599534.0176764,3185647529.0539074,223447097.63877663,390738182.7658332,50000000159.67772,50000000000.0
92.0,1891482553.30756,13930666.166408649,30322536.338982332,41466307595.86043,11408810750.671196,75757575890.87561,0.0195,1.02e-11,1.7857e-12,1000000000.0,0.96,0.00195,0.125,56000000000.0,1.7857e-09,0.015,124.5,20000000000.0,1000000.0,3500.0,0.02,5.85,1000000.0,0.034,12500.0,89000000000.0,7.3,1000000.0,0.034,50000000000.0,0.9,1.0,0.66,1.0,36218448.72897746,1296565.9045030328,748897.1347138772,208959.99249612974,0.03306876087586159,606450.7267796467,3500.0,0.1,1409854458.2592547,3280291317.654329,221237550.1195223,387899565.5228207,50000000087.977905,50000000000.0
92.5,1909033276.8303714,14205570.511906138,30022563.354843166,42417960751.59473,11325639349.646366,75757575779.27347,0.0195,1.02e-11,1.7857e-12,1000000000.0,0.96,0.00195,0.125,56000000000.0,1.7857e-09,0.015,124.5,20000000000.0,1000000.0,3500.0,0.02,5.85,1000000.0,0.034,12500.0,89000000000.0,7.3,1000000.0,0.034,50000000000.0,0.9,1.0,0.66,1.0,36548759.40621562,1267252.276423807,772906.2022583544,213083.55767859207,0.031858100758210876,600451.2670968634,3500.0,0.1,1442210665.554221,3378860453.7416115,219049968.5667026,385071737.88797647,50000000014.32049,50000000000.0
93.0,1926764558.9845965,14490639.25604469,29725575.148751684,43403460489.354225,11242790784.94854,75757575695.25159,0.0195,1.02e-11,1.7857e-12,1000000000.0,0.96,0.00195,0.125,56000000000.0,1.7857e-09,0.015,124.5,20000000000.0,1000000.0,3500.0,0.02,5.85,1000000.0,0.034,12500.0,89000000000.0,7.3,1000000.0,0.034,50000000000.0,0.9,1.0,0.66,1.0,36882385.228167646,1238264.2410842816,797958.2339562153,217359.58884067033,0.030682416701846453,594511.5029750337,3500.0,0.1,1475717656.6380439,3481553378.670751,216884134.68508595,382254886.68825036,49999999958.86605,50000000000.0
93.5,1944677900.4753413,14786327.940981094,29431542.024061225,44424329051.549385,11160270339.242092,75757575683.27817,0.0195,1.02e-11,1.7857e-12,1000000000.0,0.96,0.00195,0.125,56000000000.0,1.7857e-09,0.015,124.5,20000000000.0,1000000.0,3500.0,0.02,5.85,1000000.0,0.034,12500.0,89000000000.0,7.3,1000000.0,0.034,50000000000.0,0.9,1.0,0.66,1.0,37219353.24338408,1209604.5384556954,824105.0596261286,221794.9191147164,0.02954100139024467,588630.8404812245,3500.0,0.1,1510427187.752679,3588579218.9127507,214739832.4054451,379449191.5342312,49999999950.96359,50000000000.0
94.0,1962774814.2962103,15093115.256706836,29140434.57982525,45482169870.66901,11078083099.158775,75757575755.98523,0.0195,1.02e-11,1.7857e-12,1000000000.0,0.96,0.00195,0.125,56000000000.0,1.7857e-09,0.015,124.5,20000000000.0,1000000.0,3500.0,0.02,5.85,1000000.0,0.034,12500.0,89000000000.0,7.3,1000000.0,0.034,50000000000.0,0.9,1.0,0.66,1.0,37559690.805503145,1181275.890967781,851401.2355631118,226396.72885060252,0.02843315458144615,582808.691596505,3500.0,0.1,1546393775.6027462,3700159112.982534,212616847.80666023,376654825.3713984,49999999998.95026,50000000000.0
94.5,1981056826.2882936,15411507.315374322,28852223.69893196,46578683889.168,10996233973.30414,75757575846.25438,0.0195,1.02e-11,1.7857e-12,1000000000.0,0.96,0.00195,0.125,56000000000.0,1.7857e-09,0.015,124.5,20000000000.0,1000000.0,3500.0,0.02,5.85,1000000.0,0.034,12500.0,89000000000.0,7.3,1000000.0,0.034,50000000000.0,0.9,1.0,0.66,1.0,37903425.60226452,1153280.7223438926,879904.4645985679,231172.60973061481,0.02735817648398681,577044.4739786392,3500.0,0.1,1583675252.231712,3816527702.7664256,210514969.0292391,373871955.09234077,50000000058.52789,50000000000.0
95.0,1999525474.2491403,15742030.864013525,28566880.566881604,47715643650.84266,10914727663.734207,75757575901.39139,0.0195,1.02e-11,1.7857e-12,1000000000.0,0.96,0.00195,0.125,56000000000.0,1.7857e-09,0.015,124.5,20000000000.0,1000000.0,3500.0,0.02,5.85,1000000.0,0.034,12500.0,89000000000.0,7.3,1000000.0,0.034,50000000000.0,0.9,1.0,0.66,1.0,38250585.619566575,1125621.9375812653,909674.9841034818,236130.46296020286,0.026315387004417174,571337.611337632,3500.0,0.1,1622331884.1286504,3937931932.685964,208433986.41233793,371100740.5669631,50000000094.91832,50000000000.0
95.5,2018182309.2808456,16085244.011539012,28284376.64573887,48894935420.31567,10833568704.693792,75757575908.74144,0.0195,1.02e-11,1.7857e-12,1000000000.0,0.96,0.00195,0.125,56000000000.0,1.7857e-09,0.015,124.5,20000000000.0,1000000.0,3500.0,0.02,5.85,1000000.0,0.034,12500.0,89000000000.0,7.3,1000000.0,0.034,50000000000.0,0.9,1.0,0.66,1.0,38601199.20813347,1098302.0014118527,940776.5939943666,241278.66017308517,0.02530410336363137,565687.5329147774,3500.0,0.1,1662427804.2907329,4064634186.395088,206373692.30385143,368341335.95958894,50000000099.769356,50000000000.0
96.0,2037028895.2336938,16441731.725363918,28004683.684489187,50118541313.57277,10752761447.36508,75757575857.10622,0.0195,1.02e-11,1.7857e-12,1000000000.0,0.96,0.00195,0.125,56000000000.0,1.7857e-09,0.015,124.5,20000000000.0,1000000.0,3500.0,0.02,5.85,1000000.0,0.034,12500.0,89000000000.0,7.3,1000000.0,0.034,50000000000.0,0.9,1.0,0.66,1.0,38955295.06240485,1071323.5249918187,973276.245243675,246625.97588045875,0.024323654554986474,560093.6736897838,3500.0,0.1,1704030404.6614742,4196911710.298763,204333881.13601407,365593889.21041274,50000000065.6901,50000000000.0
96.5,2056066808.859129,16812107.005113184,27727773.715863045,51388543801.68697,10672310064.675419,75757575723.75044,0.0195,1.02e-11,1.7857e-12,1000000000.0,0.96,0.00195,0.125,56000000000.0,1.7857e-09,0.015,124.5,20000000000.0,1000000.0,3500.0,0.02,5.85,1000000.0,0.034,12500.0,89000000000.0,7.3,1000000.0,0.034,50000000000.0,0.9,1.0,0.66,1.0,39312902.232396886,1044689.2591458228,1007244.1558213406,252181.60507669777,0.0233733810222579,554555.4743172609,3500.0,0.1,1747210489.2573571,4335057446.969417,202314349.40231,362858542.19896424,49999999977.67529,50000000000.0
97.0,2075297640.341552,17197015.022625312,27453619.050753508,52707143806.41817,10592218558.555233,75757575526.80559,0.0195,1.02e-11,1.7857e-12,1000000000.0,0.96,0.00195,0.125,56000000000.0,1.7857e-09,0.015,124.5,20000000000.0,1000000.0,3500.0,0.02,5.85,1000000.0,0.034,12500.0,89000000000.0,7.3,1000000.0,0.034,50000000000.0,0.9,1.0,0.66,1.0,39674050.15376539,1018401.8312091617,1042754.23021676,257955.2253393797,0.02245262859175424,549072.3810150701,3500.0,0.1,1792042889.418218,4479381674.330966,200314895.61684126,360135430.9908779,49999999847.69169,50000000000.0
97.5,2094722993.5791962,17597135.303628724,27182192.27393381,54076669703.29703,10512490766.075264,75757575331.9133,0.0195,1.02e-11,1.7857e-12,1000000000.0,0.96,0.00195,0.125,56000000000.0,1.7857e-09,0.015,124.5,20000000000.0,1000000.0,3500.0,0.02,5.85,1000000.0,0.034,12500.0,89000000000.0,7.3,1000000.0,0.034,50000000000.0,0.9,1.0,0.66,1.0,40038768.6669503,992463.7226557608,1079884.2770101042,263957.02955443086,0.021560748269577365,543643.8454786761,3500.0,0.1,1838606769.9120991,4630213209.651872,198335320.283168,357424686.046559,49999999719.06278,50000000000.0
98.0,2114344486.280493,18013182.528714072,26913466.2380301,55499578815.21376,10433130369.372871,75757575202.7795,0.0195,1.02e-11,1.7857e-12,1000000000.0,0.96,0.00195,0.125,56000000000.0,1.7857e-09,0.015,124.5,20000000000.0,1000000.0,3500.0,0.02,5.85,1000000.0,0.034,12500.0,89000000000.0,7.3,1000000.0,0.034,50000000000.0,0.9,1.0,0.66,1.0,40407088.028358854,966877.3915617632,1118716.0659646492,270197.73793071107,0.02069709922911592,538269.324760602,3500.0,0.1,1886985679.717268,4787900297.726356,196375425.85040995,354726432.5586777,49999999633.83447,50000000000.0
98.5,2134163750.1786313,18445908.072368547,26647414.06444623,56978465691.982605,10354140893.229599,75757575199.41904,0.0195,1.02e-11,1.7857e-12,1000000000.0,0.96,0.00195,0.125,56000000000.0,1.7857e-09,0.015,124.5,20000000000.0,1000000.0,3500.0,0.02,5.85,1000000.0,0.034,12500.0,89000000000.0,7.3,1000000.0,0.034,50000000000.0,0.9,1.0,0.66,1.0,40779038.92684099,941645.2587257281,1159335.4870864335,276688.6210855282,0.019861048593101897,532948.2812889246,3500.0,0.1,1937267833.5274086,4952811728.989918,194435016.7200805,352040790.3698064,49999999631.61657,50000000000.0
99.0,2154182430.937355,18896098.92278379,26384009.153670408,58516061988.509605,10275525688.069761,75757575307.3354,0.0195,1.02e-11,1.7857e-12,1000000000.0,0.96,0.00195,0.125,56000000000.0,1.7857e-09,0.015,124.5,20000000000.0,1000000.0,3500.0,0.02,5.85,1000000.0,0.034,12500.0,89000000000.0,7.3,1000000.0,0.034,50000000000.0,0.9,1.0,0.66,1.0,41154652.48503104,916769.8331250496,1201832.4582656804,283441.4838417568,0.019051974164737872,527680.1830734082,3500.0,0.1,1989546107.6093268,5125337291.163651,192513899.32136476,349367873.3943719,49999999702.84137,50000000000.0
99.5,2174402188.777914,19364582.927874487,26123225.165353313,60115253149.69614,10197287961.15192,75757575511.24762,0.0195,1.02e-11,1.7857e-12,1000000000.0,0.96,0.00195,0.125,56000000000.0,1.7857e-09,0.015,124.5,20000000000.0,1000000.0,3500.0,0.02,5.85,1000000.0,0.034,12500.0,89000000000.0,7.3,1000000.0,0.034,50000000000.0,0.9,1.0,0.66,1.0,41533960.29814217,892253.5577954053,1246301.3697949965,290468.7439181173,0.018269261143099996,522464.5033070663,3500.0,0.1,2043918607.0896688,5305889955.332196,190611881.9658661,346707790.6791653,49999999837.42343,50000000000.0
100.0,2194824698.6060233,19852229.637118276,25865036.020166818,61779084032.44491,10119430772.982502,75757575767.35744,0.0195,1.02e-11,1.7857e-12,1000000000.0,0.96,0.00195,0.125,56000000000.0,1.7857e-09,0.015,124.5,20000000000.0,1000000.0,3500.0,0.02,5.85,1000000.0,0.034,12500.0,89000000000.0,7.3,1000000.0,0.034,50000000000.0,0.9,1.0,0.66,1.0,41916994.44781352,868098.8569972655,1292841.1470868276,297783.4445567741,0.017512303214451335,517300.7204033364,3500.0,0.1,2100488857.103127,5494906950.906136,188728774.86125302,344060646.2814051,50000000006.45591,50000000000.0
100.5,2215451650.4530845,20359953.6592908,25609415.899455167,63510779712.66598,10041957036.53694,75757576022.05045,0.0195,1.02e-11,1.7857e-12,1000000000.0,0.96,0.00195,0.125,56000000000.0,1.7857e-09,0.015,124.5,20000000000.0,1000000.0,3500.0,0.02,5.85,1000000.0,0.034,12500.0,89000000000.0,7.3,1000000.0,0.034,50000000000.0,0.9,1.0,0.66,1.0,42303787.53193702,844307.9754317391,1341555.6034325766,305399.304889362,0.016780499348062448,512188.3179891034,3500.0,0.1,2159366510.2306433,5692851581.197069,186864390.10881323,341426539.242256,50000000174.5533,50000000000.0
101.0,2236284749.556011,20888715.26270448,25356339.241247095,65313744401.14224,9964869523.502218,75757576186.52657,0.0195,1.02e-11,1.7857e-12,1000000000.0,0.96,0.00195,0.125,56000000000.0,1.7857e-09,0.015,124.5,20000000000.0,1000000.0,3500.0,0.02,5.85,1000000.0,0.034,12500.0,89000000000.0,7.3,1000000.0,0.034,50000000000.0,0.9,1.0,0.66,1.0,42694372.67790625,820883.1434775848,1392553.3952093122,313330.7289405672,0.016073257373768777,507126.7848249419,3500.0,0.1,2220667309.6388364,5900214339.28007,185018541.6744398,338805563.7990754,50000000283.10754,50000000000.0
101.5,2257325716.5785933,21439522.060635857,25105780.73740895,67191568723.32666,9888170868.241451,75757576129.18985,0.0195,1.02e-11,1.7857e-12,1000000000.0,0.96,0.00195,0.125,56000000000.0,1.7857e-09,0.015,124.5,20000000000.0,1000000.0,3500.0,0.02,5.85,1000000.0,0.034,12500.0,89000000000.0,7.3,1000000.0,0.034,50000000000.0,0.9,1.0,0.66,1.0,43088783.563147716,797826.6013257531,1445948.1086039962,321592.83090953785,0.01538999447417668,502115.61474817904,3500.0,0.1,2284513336.5931067,6117514369.224982,183191045.3679503,336197809.5202094,50000000245.265305,50000000000.0
102.0,2278576288.2726645,22013432.726940196,24857715.33189378,69148053201.50618,9811863569.164192,75757575823.15451,0.0195,1.02e-11,1.7857e-12,1000000000.0,0.96,0.00195,0.125,56000000000.0,1.7857e-09,0.015,124.5,20000000000.0,1000000.0,3500.0,0.02,5.85,1000000.0,0.034,12500.0,89000000000.0,7.3,1000000.0,0.034,50000000000.0,0.9,1.0,0.66,1.0,43487054.45252315,775140.4383276902,1501858.6143138385,330201.4909041029,0.014730134058761314,497154.3066378756,3500.0,0.1,2351033808.85121,6345301568.973798,181381718.8304182,333603361.3515826,50000000043.28198,50000000000.0
102.5,2300038217.830584,22611559.305292673,24612118.21825508,71187220500.32501,9735949991.855536,75757575383.49461,0.0195,1.02e-11,1.7857e-12,1000000000.0,0.96,0.00195,0.125,56000000000.0,1.7857e-09,0.015,124.5,20000000000.0,1000000.0,3500.0,0.02,5.85,1000000.0,0.034,12500.0,89000000000.0,7.3,1000000.0,0.034,50000000000.0,0.9,1.0,0.66,1.0,43889220.22539163,752826.603464478,1560409.2060072322,339173.3895793901,0.014093106170291813,492242.3643651016,3500.0,0.1,2420365497.0110507,6584158375.3442745,179590381.51612666,331022299.7230882,49999999753.106445,50000000000.0
103.0,2321713274.80122,23235067.696531165,24368964.836425103,73313312999.64742,9660432374.134985,75757574936.17142,0.0195,1.02e-11,1.7857e-12,1000000000.0,0.96,0.00195,0.125,56000000000.0,1.7857e-09,0.015,124.5,20000000000.0,1000000.0,3500.0,0.02,5.85,1000000.0,0.034,12500.0,89000000000.0,7.3,1000000.0,0.034,50000000000.0,0.9,1.0,0.66,1.0,44295316.387954436,730887.0644482545,1621729.4579577367,348526.01544796745,0.013478350640915744,487379.2967285021,3500.0,0.1,2492652641.9880123,6834701082.011954,177816854.6691413,328454700.7205895,49999999457.87314,50000000000.0
103.5,2343603245.692738,23885180.932383712,24128230.870668158,75530815009.64136,9585312828.038889,75757574640.37039,0.0195,1.02e-11,1.7857e-12,1000000000.0,0.96,0.00195,0.125,56000000000.0,1.7857e-09,0.015,124.5,20000000000.0,1000000.0,3500.0,0.02,5.85,1000000.0,0.034,12500.0,89000000000.0,7.3,1000000.0,0.034,50000000000.0,0.9,1.0,0.66,1.0,44705379.11017949,709323.6909502388,1685954.4725979173,358277.7139857557,0.012885314875581942,482564.6174133632,3500.0,0.1,2568047710.3278065,7097582027.093302,176060961.30848086,325900636.1533222,49999999262.64446,50000000000.0
104.0,2365709934.665354,24563182.682825305,23889892.247716967,77844480757.8572,9510593341.334436,75757574548.64743,0.0195,1.02e-11,1.7857e-12,1000000000.0,0.96,0.00195,0.125,56000000000.0,1.7857e-09,0.015,124.5,20000000000.0,1000000.0,3500.0,0.02,5.85,1000000.0,0.034,12500.0,89000000000.0,7.3,1000000.0,0.034,50000000000.0,0.9,1.0,0.66,1.0,45119445.26638464,688138.1257109954,1753225.1697736718,368447.74024237954,0.012313451610081566,477797.8449543393,3500.0,0.1,2646712345.7671447,7373491942.436797,174322526.21462503,323360173.6053709,49999999202.10731,50000000000.0
