Time,x_PCC,y_PSC,z_Effector_Cells,w_TPC,v_TSC,R_siRNA,r_1,b_1,beta_1,m_1,delta_1,r_2,beta_2,k_2,b_2,mu_2,beta_3,k_3,m_3,r_3,mu_3,beta_4,k_4,mu_4,r_4,m_4,beta_5,k_5,mu_5,D_0,p,k,mu_6,compartment,PCC_Tumor_Growth,PCC_Tumor_Killing,PSC_Tumor_Growth,PSC_Natural_Death,Effector_Cells_Production,Effector_Cells_Apoptosis,Effector_Cells_Production_Constant,TPC_Production,TPC_Decay,TPC_Production_PSC,TSC_Production,TSC_Decay,siRNA_Decay,siRNA_Dose
5.5,736604288.1351635,5314476.425700443,170226739.14264154,3018868751.698877,6569666048.758085,73748766433.39217,0.0195,1.02e-11,1.7857e-12,1000000000.0,0.96,0.00195,0.125,56000000000.0,1.7857e-09,0.015,124.5,20000000000.0,1000000.0,3500.0,0.02,5.85,1000000.0,0.034,12500.0,89000000000.0,7.3,1000000.0,0.034,50000000000.0,0.9,1.0,0.66,1.0,14262801.185376296,29952248.65617745,43922.445880718085,79717.14638550664,1.735266813818497,3404534.782852831,3500.0,0.1,102641537.55776182,512017343.76247907,1240970477.775661,223368645.65777493,48674185846.03883,50000000000.0
6.0,729233295.0615438,5297140.606170814,168534696.92190832,3219446848.8210015,7071090801.409798,74313369531.41763,0.0195,1.02e-11,1.7857e-12,1000000000.0,0.96,0.00195,0.125,56000000000.0,1.7857e-09,0.015,124.5,20000000000.0,1000000.0,3500.0,0.02,5.85,1000000.0,0.034,12500.0,89000000000.0,7.3,1000000.0,0.034,50000000000.0,0.9,1.0,0.66,1.0,14121124.559086058,27962212.13375084,45888.39168917139,79457.1090925622,1.7018575221611394,3370693.9384381664,3500.0,0.1,109461192.85991406,502603237.1469598,1228618478.995658,240417087.24793315,49046823890.73564,50000000000.0
6.5,722721728.3165531,5280888.465899169,166859490.78612503,3412203876.268495,7557970648.646172,74719302168.06842,0.0195,1.02e-11,1.7857e-12,1000000000.0,0.96,0.00195,0.125,56000000000.0,1.7857e-09,0.015,124.5,20000000000.0,1000000.0,3500.0,0.02,5.85,1000000.0,0.034,12500.0,89000000000.0,7.3,1000000.0,0.034,50000000000.0,0.9,1.0,0.66,1.0,13995948.006814318,26238420.442665108,47755.07804539662,79213.32698848753,1.6692293139240566,3337189.815722501,3500.0,0.1,116014931.79312885,494083089.863373,1216391212.8030179,256971002.05396986,49314739430.92516,50000000000.0
7.0,716957279.3047682,5265664.735814266,165200953.21385914,3597687031.241045,8030612242.856046,75011132677.4796,0.0195,1.02e-11,1.7857e-12,1000000000.0,0.96,0.00195,0.125,56000000000.0,1.7857e-09,0.015,124.5,20000000000.0,1000000.0,3500.0,0.02,5.85,1000000.0,0.034,12500.0,89000000000.0,7.3,1000000.0,0.034,50000000000.0,0.9,1.0,0.66,1.0,13885119.004538687,24730770.9602583,49531.42037355258,78984.97103721398,1.6373966381580953,3304019.064277183,3500.0,0.1,122321359.06219554,486348660.4195901,1204287238.7992594,273040816.2571056,49507347567.136536,50000000000.0
7.5,711848597.2046976,5251418.731434672,163558918.35053238,3776385615.0015125,8489316365.028961,75220938217.7404,0.0195,1.02e-11,1.7857e-12,1000000000.0,0.96,0.00195,0.125,56000000000.0,1.7857e-09,0.015,124.5,20000000000.0,1000000.0,3500.0,0.02,5.85,1000000.0,0.034,12500.0,89000000000.0,7.3,1000000.0,0.034,50000000000.0,0.9,1.0,0.66,1.0,13786886.223706473,23400962.178088922,51225.29032445969,78771.28097152009,1.6063602528750818,3271178.367010648,3500.0,0.1,128397110.91005144,479310861.5242075,1192305161.8903449,288636756.4109847,49645819223.70867,50000000000.0
8.0,707320444.8517332,5238103.843374183,161933221.99184287,3948740355.9101644,8934378044.247313,75371767401.18103,0.0195,1.02e-11,1.7857e-12,1000000000.0,0.96,0.00195,0.125,56000000000.0,1.7857e-09,0.015,124.5,20000000000.0,1000000.0,3500.0,0.02,5.85,1000000.0,0.034,12500.0,89000000000.0,7.3,1000000.0,0.034,50000000000.0,0.9,1.0,0.66,1.0,13699806.882625638,22219216.116198894,52843.68159879391,78571.55765061275,1.5761114888204795,3238664.4398368574,3500.0,0.1,134257172.1009456,472895475.3509861,1180443625.4391856,303768853.50440866,49745366484.77948,50000000000.0
8.5,703310140.6041453,5225677.102098924,160323701.5673397,4115150817.3014374,9366086672.43551,75480209026.72893,0.0195,1.02e-11,1.7857e-12,1000000000.0,0.96,0.00195,0.125,56000000000.0,1.7857e-09,0.015,124.5,20000000000.0,1000000.0,3500.0,0.02,5.85,1000000.0,0.034,12500.0,89000000000.0,7.3,1000000.0,0.034,50000000000.0,0.9,1.0,0.66,1.0,13622678.672418464,21162033.643604208,54392.84289618754,78385.15653148385,1.54663523447456,3206474.0313467938,3500.0,0.1,139915127.78824887,467039990.8339235,1168701306.0211008,318446946.8628074,49816937957.6411,50000000000.0
9.0,699764989.7216681,5214098.8098181095,158730196.1241683,4275981224.1816187,9784726114.686459,75558170423.99434,0.0195,1.02e-11,1.7857e-12,1000000000.0,0.96,0.00195,0.125,56000000000.0,1.7857e-09,0.015,124.5,20000000000.0,1000000.0,3500.0,0.02,5.85,1000000.0,0.034,12500.0,89000000000.0,7.3,1000000.0,0.034,50000000000.0,0.9,1.0,0.66,1.0,13554490.608564956,20210625.50568745,55878.38450294245,78211.48214727164,1.5179121017484591,3174603.922483366,3500.0,0.1,145383361.62217504,461691288.6694842,1157076909.5574887,332680687.8993396,49868392479.836266,50000000000.0
9.5,696640286.6333932,5203332.219190365,157152546.31097117,4431565285.170613,10190574816.241434,75614218202.1945,0.0195,1.02e-11,1.7857e-12,1000000000.0,0.96,0.00195,0.125,56000000000.0,1.7857e-09,0.015,124.5,20000000000.0,1000000.0,3500.0,0.02,5.85,1000000.0,0.034,12500.0,89000000000.0,7.3,1000000.0,0.034,50000000000.0,0.9,1.0,0.66,1.0,13494384.791518869,19349789.16628294,57305.366515248636,78049.98328785547,1.489919940758546,3143050.9262194233,3500.0,0.1,150673219.69580087,456803841.41094995,1145569168.1447349,346479543.75220877,49905384013.44837,50000000000.0
10.0,693897808.7163702,5193343.256203565,155590594.36195177,4582210107.260755,10583905906.168554,75654513061.88162,0.0195,1.02e-11,1.7857e-12,1000000000.0,0.96,0.00195,0.125,56000000000.0,1.7857e-09,0.015,124.5,20000000000.0,1000000.0,3500.0,0.02,5.85,1000000.0,0.034,12500.0,89000000000.0,7.3,1000000.0,0.034,50000000000.0,0.9,1.0,0.66,1.0,13441627.571056765,18567092.888610445,58678.37141323213,77900.14884305347,1.4626349460324861,3111811.887239035,3500.0,0.1,155795143.64686567,452338341.2962178,1134176837.5895524,359852800.8097309,49931978620.84187,50000000000.0
10.5,691504646.8530267,5184100.278085108,154044184.0810988,4728199447.640432,10964987298.200233,75683480099.92574,0.0195,1.02e-11,1.7857e-12,1000000000.0,0.96,0.00195,0.125,56000000000.0,1.7857e-09,0.015,124.5,20000000000.0,1000000.0,3500.0,0.02,5.85,1000000.0,0.034,12500.0,89000000000.0,7.3,1000000.0,0.034,50000000000.0,0.9,1.0,0.66,1.0,13395587.1532622,17852272.652687747,60001.56471394008,77761.50417127661,1.4360324514549456,3080883.6816219757,3500.0,0.1,160758781.21977472,448260627.1626643,1122898695.4194474,372809568.13880795,49951096865.95099,50000000000.0
11.0,689432280.6199558,5175573.859806557,152513160.82656252,4869796451.744267,11334081789.05447,75704306723.9974,0.0195,1.02e-11,1.7857e-12,1000000000.0,0.96,0.00195,0.125,56000000000.0,1.7857e-09,0.015,124.5,20000000000.0,1000000.0,3500.0,0.02,5.85,1000000.0,0.034,12500.0,89000000000.0,7.3,1000000.0,0.034,50000000000.0,0.9,1.0,0.66,1.0,13355715.88773634,17196779.696081404,61278.746174681866,77633.60789709835,1.4100874973879358,3050263.2165312506,3500.0,0.1,165573079.3593051,444540831.2483207,1111733539.2418857,385358780.827852,49964842437.83829,50000000000.0
11.5,687655853.701701,5167736.607054326,150997371.49519342,5007245942.842933,11691447154.247328,75719280846.04807,0.0195,1.02e-11,1.7857e-12,1000000000.0,0.96,0.00195,0.125,56000000000.0,1.7857e-09,0.015,124.5,20000000000.0,1000000.0,3500.0,0.02,5.85,1000000.0,0.034,12500.0,89000000000.0,7.3,1000000.0,0.034,50000000000.0,0.9,1.0,0.66,1.0,13321536.387792593,16593437.041629845,62513.39301204885,77516.04910581488,1.3847752430604572,3019947.4299038686,3500.0,0.1,170246362.05665973,441152703.21640927,1100680185.4104106,397509203.2444092,49974725358.39172,50000000000.0
12.0,686153589.4912393,5160562.989840998,149496664.50723222,5140776384.207314,12037336241.740816,75730045033.16956,0.0195,1.02e-11,1.7857e-12,1000000000.0,0.96,0.00195,0.125,56000000000.0,1.7857e-09,0.015,124.5,20000000000.0,1000000.0,3500.0,0.02,5.85,1000000.0,0.034,12500.0,89000000000.0,7.3,1000000.0,0.034,50000000000.0,0.9,1.0,0.66,1.0,13292630.33369524,16036175.21444276,63708.69692954257,77408.44484761497,1.3600712546707088,2989933.290144644,3500.0,0.1,174786397.06304866,438073061.774292,1089737467.9003448,409269432.2191878,49981829721.89191,50000000000.0
12.5,684906316.1498822,5154029.194231621,148010889.79115117,5270601565.038653,12371997063.512775,75737783518.80455,0.0195,1.02e-11,1.7857e-12,1000000000.0,0.96,0.00195,0.125,56000000000.0,1.7857e-09,0.015,124.5,20000000000.0,1000000.0,3500.0,0.02,5.85,1000000.0,0.034,12500.0,89000000000.0,7.3,1000000.0,0.034,50000000000.0,0.9,1.0,0.66,1.0,13268629.371333499,15519826.69229706,64867.59595843613,77310.4379134743,1.3359517050304355,2960217.795823023,3500.0,0.1,179200453.21131423,435281346.30444974,1078904237.3533611,420647900.1594344,49986937122.411,50000000000.0
13.0,683897080.9551221,5148112.990150125,146539898.76862907,5396922052.539015,12695672885.230587,75743347348.87166,0.0195,1.02e-11,1.7857e-12,1000000000.0,0.96,0.00195,0.125,56000000000.0,1.7857e-09,0.015,124.5,20000000000.0,1000000.0,3500.0,0.02,5.85,1000000.0,0.034,12500.0,89000000000.0,7.3,1000000.0,0.034,50000000000.0,0.9,1.0,0.66,1.0,13249207.720822271,15039964.511164369,65992.80193698696,77221.69485225187,1.312393509595489,2930797.9753725817,3500.0,0.1,183495349.78632653,432759249.5459735,1068179360.2659646,431652878.09784,49990609250.255295,50000000000.0
13.5,683110834.83778,5142793.613594344,145083544.3397562,5519926447.256496,13008602313.561121,75747346519.67033,0.0195,1.02e-11,1.7857e-12,1000000000.0,0.96,0.00195,0.125,56000000000.0,1.7857e-09,0.015,124.5,20000000000.0,1000000.0,3500.0,0.02,5.85,1000000.0,0.034,12500.0,89000000000.0,7.3,1000000.0,0.034,50000000000.0,0.9,1.0,0.66,1.0,13234076.129487194,14592774.354284942,67086.8243268338,77141.90420391515,1.289374415876688,2901670.886795124,3500.0,0.1,187677499.2067209,430490414.4238286,1057561718.2940664,442292478.66107816,49993248702.98242,50000000000.0
14.0,682534164.1367217,5138051.657320188,143641680.86781296,5639792513.303271,13311019384.965227,75750220956.94849,0.0195,1.02e-11,1.7857e-12,1000000000.0,0.96,0.00195,0.125,56000000000.0,1.7857e-09,0.015,124.5,20000000000.0,1000000.0,3500.0,0.02,5.85,1000000.0,0.034,12500.0,89000000000.0,7.3,1000000.0,0.034,50000000000.0,0.9,1.0,0.66,1.0,13222976.728683194,14174952.035666922,68151.99126633136,77070.77485980283,1.2668730495480207,2872833.6173562594,3500.0,0.1,191752945.45231125,428460176.4186503,1047050207.6277823,452574659.0888178,49995145831.586006,50000000000.0
14.5,682155065.673057,5133868.975921146,142214164.1653193,5756688147.740498,13603153646.571154,75752291942.64497,0.0195,1.02e-11,1.7857e-12,1000000000.0,0.96,0.00195,0.125,56000000000.0,1.7857e-09,0.015,124.5,20000000000.0,1000000.0,3500.0,0.02,5.85,1000000.0,0.034,12500.0,89000000000.0,7.3,1000000.0,0.034,50000000000.0,0.9,1.0,0.66,1.0,13215678.720479203,13783620.904147118,69190.46784214022,77008.03463881717,1.2448689412784133,2844283.283306386,3500.0,0.1,195727397.02317694,426655346.8338974,1036643738.4488329,462507223.98341924,49996512682.14568,50000000000.0
15.0,681962801.4446819,5130228.610856387,140800851.48067406,5870772100.452071,13885230232.162817,75753778730.10118,0.0195,1.02e-11,1.7857e-12,1000000000.0,0.96,0.00195,0.125,56000000000.0,1.7857e-09,0.015,124.5,20000000000.0,1000000.0,3500.0,0.02,5.85,1000000.0,0.034,12500.0,89000000000.0,7.3,1000000.0,0.034,50000000000.0,0.9,1.0,0.66,1.0,13211975.59334424,13416265.893993149,70204.27105463401,76953.4291628458,1.2233425624993126,2816017.0296134814,3500.0,0.1,199606251.41537043,425064057.73896736,1026341234.5513256,472097827.8935358,49997493961.86678,50000000000.0
15.5,681947693.11414,5127114.692349888,139401601.48133555,5982194943.988703,14157469958.017967,75754845248.18575,0.0195,1.02e-11,1.7857e-12,1000000000.0,0.96,0.00195,0.125,56000000000.0,1.7857e-09,0.015,124.5,20000000000.0,1000000.0,3500.0,0.02,5.85,1000000.0,0.034,12500.0,89000000000.0,7.3,1000000.0,0.034,50000000000.0,0.9,1.0,0.66,1.0,13211681.177420948,13070677.237867821,71195.28573568368,76906.72038524832,1.2022752725691321,2788032.0296267113,3500.0,0.1,203394628.09561592,423675575.5790832,1016141632.7887,481353978.5726109,49998197863.8026,50000000000.0
16.0,682101018.0039856,5124512.380213649,138016274.2414624,6091099623.995142,14420089391.918737,75755610788.51318,0.0195,1.02e-11,1.7857e-12,1000000000.0,0.96,0.00195,0.125,56000000000.0,1.7857e-09,0.015,124.5,20000000000.0,1000000.0,3500.0,0.02,5.85,1000000.0,0.034,12500.0,89000000000.0,7.3,1000000.0,0.034,50000000000.0,0.9,1.0,0.66,1.0,13214627.650903843,12744906.193244582,72165.27612237172,76867.68570320473,1.1816493294697703,2760325.4848292484,3500.0,0.1,207097387.21583486,422480188.7947908,1006043882.7700404,490283039.3252371,49998703120.4187,50000000000.0
16.5,682414892.4306839,5122407.7967192475,136644731.22459173,6197622082.673648,14673300940.197718,75756162343.78598,0.0195,1.02e-11,1.7857e-12,1000000000.0,0.96,0.00195,0.125,56000000000.0,1.7857e-09,0.015,124.5,20000000000.0,1000000.0,3500.0,0.02,5.85,1000000.0,0.034,12500.0,89000000000.0,7.3,1000000.0,0.034,50000000000.0,0.9,1.0,0.66,1.0,13220663.301480105,12437227.538376497,73115.89720786683,76836.11695078871,1.1614478618493584,2732894.6244918345,3500.0,0.1,210719150.81090406,421469092.5584407,996046946.4834545,498892231.9667224,49999067146.89875,50000000000.0
17.0,682882189.4517363,5120787.995442814,135286835.32764062,6301891627.451571,14917312759.731739,75756559064.98302,0.0195,1.02e-11,1.7857e-12,1000000000.0,0.96,0.00195,0.125,56000000000.0,1.7857e-09,0.015,124.5,20000000000.0,1000000.0,3500.0,0.02,5.85,1000000.0,0.034,12500.0,89000000000.0,7.3,1000000.0,0.034,50000000000.0,0.9,1.0,0.66,1.0,13229650.94875312,12146108.984499924,74048.7035474327,76811.81993164221,1.1416548649375293,2705736.7065528124,3500.0,0.1,214264315.33335346,420634303.512467,986149798.435577,507188633.83087915,49999328982.888794,50000000000.0
17.5,683496470.651248,5119640.919513584,133942450.88539897,6404031334.796158,15152328781.037233,75756843230.83194,0.0195,1.02e-11,1.7857e-12,1000000000.0,0.96,0.00195,0.125,56000000000.0,1.7857e-09,0.015,124.5,20000000000.0,1000000.0,3500.0,0.02,5.85,1000000.0,0.034,12500.0,89000000000.0,7.3,1000000.0,0.034,50000000000.0,0.9,1.0,0.66,1.0,13241466.635824503,11870185.413652902,74965.1576617912,76794.61379270376,1.1222551777398473,2678849.0177079793,3500.0,0.1,217737065.3830694,419968585.9696238,976351425.5276669,515179178.55526596,49999516532.34908,50000000000.0
18.0,684251754.9883162,5118955.1266836375,132611443.26105013,6504160018.947915,15378549929.365446,75757047044.16525,0.0195,1.02e-11,1.7857e-12,1000000000.0,0.96,0.00195,0.125,56000000000.0,1.7857e-09,0.015,124.5,20000000000.0,1000000.0,3500.0,0.02,5.85,1000000.0,0.034,12500.0,89000000000.0,7.3,1000000.0,0.034,50000000000.0,0.9,1.0,0.66,1.0,13255995.185463978,11608231.707697997,75866.6487044126,76784.32690025456,1.103234228398313,2652228.8652210026,3500.0,0.1,221141440.6442291,419465257.8894342,966650823.5743457,522870697.5984252,49999651049.14907,50000000000.0
18.5,685142683.3128259,5118720.071103042,131293679.40111364,6602390400.406913,15596172542.153837,75757195114.97798,0.0195,1.02e-11,1.7857e-12,1000000000.0,0.96,0.00195,0.125,56000000000.0,1.7857e-09,0.015,124.5,20000000000.0,1000000.0,3500.0,0.02,5.85,1000000.0,0.034,12500.0,89000000000.0,7.3,1000000.0,0.034,50000000000.0,0.9,1.0,0.66,1.0,13273133.367948063,11359151.938579082,76754.48397505838,76780.80106654562,1.0845783341915232,2625873.588022273,3500.0,0.1,224481273.61383504,419118300.3409329,957047001.6816154,530269866.4332305,49999748775.88547,50000000000.0
19.0,686164355.8112968,5118925.913250722,129989027.57763834,6698830508.770277,15805389161.814892,75757303070.78152,0.0195,1.02e-11,1.7857e-12,1000000000.0,0.96,0.00195,0.125,56000000000.0,1.7857e-09,0.015,124.5,20000000000.0,1000000.0,3500.0,0.02,5.85,1000000.0,0.034,12500.0,89000000000.0,7.3,1000000.0,0.034,50000000000.0,0.9,1.0,0.66,1.0,13292786.775883472,11121959.858447403,77629.90285870168,76783.88869876083,1.0662745054877727,2599780.551552767,3500.0,0.1,227760237.29818943,418922219.7687286,947538980.008354,537383231.5017064,49999820026.715805,50000000000.0
19.5,687312230.2994785,5119563.369211839,128697357.11632237,6793584698.217716,16006389320.059437,75757381332.96048,0.0195,1.02e-11,1.7857e-12,1000000000.0,0.96,0.00195,0.125,56000000000.0,1.7857e-09,0.015,124.5,20000000000.0,1000000.0,3500.0,0.02,5.85,1000000.0,0.034,12500.0,89000000000.0,7.3,1000000.0,0.034,50000000000.0,0.9,1.0,0.66,1.0,13314867.869350782,10895763.649114715,78494.08715008681,76793.45053817758,1.0483103319046723,2573947.1423264476,3500.0,0.1,230981879.73940235,418871953.9159883,938125787.5628736,544217236.8820208,49999871679.75392,50000000000.0
20.0,688582284.9340429,5120624.026297647,127418539.10703585,6886751712.980239,16199357569.183348,75757436941.20045,0.0195,1.02e-11,1.7857e-12,1000000000.0,0.96,0.00195,0.125,56000000000.0,1.7857e-09,0.015,124.5,20000000000.0,1000000.0,3500.0,0.02,5.85,1000000.0,0.034,12500.0,89000000000.0,7.3,1000000.0,0.034,50000000000.0,0.9,1.0,0.66,1.0,13339299.107613292,10679760.935113931,79348.15149351353,76809.36039446469,1.0306742311817356,2548370.782140717,3500.0,0.1,234149558.24132815,418962990.10159963,928806467.6873314,550778157.3522339,49999908381.1923,50000000000.0
20.5,689970705.9892902,5122099.852131022,126152445.46692036,6978427928.53188,16384476160.900248,75757476352.76309,0.0195,1.02e-11,1.7857e-12,1000000000.0,0.96,0.00195,0.125,56000000000.0,1.7857e-09,0.015,124.5,20000000000.0,1000000.0,3500.0,0.02,5.85,1000000.0,0.034,12500.0,89000000000.0,7.3,1000000.0,0.034,50000000000.0,0.9,1.0,0.66,1.0,13366006.943809083,10473220.155041113,80193.16803848952,76831.49778196533,1.013355041314505,2523048.909338407,3500.0,0.1,237266549.57008395,419191110.95246184,919580070.5851917,557072189.4706085,49999934392.82365,50000000000.0
21.0,691474076.8957462,5123983.529228669,124898949.65099926,7068705243.814297,16561923061.12915,75757504481.04497,0.0195,1.02e-11,1.7857e-12,1000000000.0,0.96,0.00195,0.125,56000000000.0,1.7857e-09,0.015,124.5,20000000000.0,1000000.0,3500.0,0.02,5.85,1000000.0,0.034,12500.0,89000000000.0,7.3,1000000.0,0.034,50000000000.0,0.9,1.0,0.66,1.0,13394925.462582681,10275478.899433976,81030.15510082804,76859.75293843003,0.9963422861192764,2497978.9930199855,3500.0,0.1,240335978.2896861,419552533.4985905,910445658.8570322,563105384.0783912,49999952957.48968,50000000000.0
