data_set_value_component_environment_variable_time,data_set_value_component_membrane_variable_V,data_set_value_component_membrane_variable_R,data_set_value_component_membrane_variable_T,data_set_value_component_membrane_variable_F,data_set_value_component_membrane_variable_Cm,data_set_value_component_fast_current_variable_i_fast,data_set_value_component_fast_current_variable_g_fast,data_set_value_component_fast_current_variable_V_fast,data_set_value_component_fast_current_m_gate_variable_m_infinity,data_set_value_component_fast_current_m_gate_variable_Vm,data_set_value_component_fast_current_m_gate_variable_Sm,data_set_value_component_fast_current_h_gate_variable_h,data_set_value_component_fast_current_h_gate_variable_lamda_h,data_set_value_component_fast_current_h_gate_variable_tau_h,data_set_value_component_fast_current_h_gate_variable_h_infinity,data_set_value_component_fast_current_h_gate_variable_Vh,data_set_value_component_fast_current_h_gate_variable_Sh,data_set_value_component_calcium_current_variable_i_Ca,data_set_value_component_calcium_current_variable_K_Ca,data_set_value_component_calcium_current_variable_P_Ca,data_set_value_component_calcium_current_variable_Ca_o,data_set_value_component_calcium_current_d_gate_variable_d,data_set_value_component_calcium_current_d_gate_variable_lamda_d,data_set_value_component_calcium_current_d_gate_variable_tau_d,data_set_value_component_calcium_current_d_gate_variable_d_infinity,data_set_value_component_calcium_current_d_gate_variable_Vd,data_set_value_component_calcium_current_d_gate_variable_Sd,data_set_value_component_calcium_current_f_gate_variable_f_infinity,data_set_value_component_cationic_nonselective_inward_current_variable_i_NS,data_set_value_component_cationic_nonselective_inward_current_variable_g_NS,data_set_value_component_cationic_nonselective_inward_current_variable_K_NS,data_set_value_component_cationic_nonselective_inward_current_variable_VNS,data_set_value_component_delayed_rectifier_K_channel_current_variable_i_K_dr,data_set_value_component_delayed_rectifier_K_channel_current_variable_V_K,data_set_value_component_delayed_rectifier_K_channel_current_variable_g_K_dr,data_set_value_component_delayed_rectifier_K_channel_current_n_gate_variable_n,data_set_value_component_delayed_rectifier_K_channel_current_n_gate_variable_lamda_n,data_set_value_component_delayed_rectifier_K_channel_current_n_gate_variable_Vn,data_set_value_component_delayed_rectifier_K_channel_current_n_gate_variable_Sn,data_set_value_component_delayed_rectifier_K_channel_current_n_gate_variable_n_infinity,data_set_value_component_delayed_rectifier_K_channel_current_n_gate_variable_tau_n,data_set_value_component_Ca_sensitive_K_current_variable_i_K_Ca,data_set_value_component_Ca_sensitive_K_current_variable_g_K_Ca,data_set_value_component_ATP_sensitive_K_current_variable_i_K_ATP,data_set_value_component_ATP_sensitive_K_current_variable_g_K_ATP,data_set_value_component_Na_leak_current_variable_i_NaL,data_set_value_component_Na_leak_current_variable_g_NaL,data_set_value_component_Na_leak_current_variable_V_Na,data_set_value_component_cytosolic_calcium_variable_Ca_i,data_set_value_component_cytosolic_calcium_variable_Ca_lum,data_set_value_component_cytosolic_calcium_variable_k_rel,data_set_value_component_cytosolic_calcium_variable_k_Ca,data_set_value_component_cytosolic_calcium_variable_k_pump,data_set_value_component_cytosolic_calcium_variable_omega
0.0,-38.34146,8314.0,310.0,96485.0,1.0,-96.64011719905254,600.0,80.0,0.18506753316242214,-25.0,9.0,0.214723,12.5,0.03206238047706842,0.20104249932481474,-48.0,-7.0,-28.450014916002765,1.0,2.0,2500.0,0.0031711238,2.5,0.02342656742506271,0.003441871865192716,-10.0,5.0,0.5896412068634708,-6.241070174580286,5.0,50.0,-20.0,25.014877991785035,-75.0,600.0,0.1836403,12.5,-18.0,14.0,0.18954621764283414,0.031355351596319705,46.2079655277309,5.0,73.31708,2.0,-35.502438,0.3,80.0,0.6959466,102.686,0.2,7.0,30.0,0.2
0.1,-34.32447765177637,8314.0,310.0,96485.0,1.0,-184.49682819088648,600.0,80.0,0.26191227388475546,-25.0,9.0,0.14970312803083757,12.5,0.02638078590012565,0.12415633750276828,-48.0,-7.0,-45.35850251259862,1.0,2.0,2500.0,0.005747943962690382,2.5,0.03485978032220737,0.007653604436575039,-10.0,5.0,0.5671293531220724,-5.267621334152549,5.0,50.0,-20.0,54.475339221146264,-75.0,600.0,0.21735963120176846,12.5,-18.0,14.0,0.23757258403801007,0.03404767023820692,62.598732270921836,5.0,81.35104469644726,2.0,-34.297343295532905,0.3,80.0,0.7632661658137697,102.81340110985002,0.2,7.0,30.0,0.2
0.2,-27.18670900540358,8314.0,310.0,96485.0,1.0,-252.0815508466885,600.0,80.0,0.43955514589992983,-25.0,9.0,0.04615393866976618,12.5,0.017210066318553638,0.048645507716117295,-48.0,-7.0,-127.69337408912743,1.0,2.0,2500.0,0.022826105620269214,2.5,0.06948768962867148,0.03114860436601677,-10.0,5.0,0.4778920139505484,-2.9994471411055224,5.0,50.0,-20.0,331.94376317476764,-75.0,600.0,0.32797531389331325,12.5,-18.0,14.0,0.3415952065353393,0.03793956637874867,135.30687909850448,5.0,95.62658198919284,2.0,-32.15601270162107,0.3,80.0,1.0925229357431334,103.42452230103318,0.2,7.0,30.0,0.2
0.30000000000000004,-38.89448502601097,8314.0,310.0,96485.0,1.0,-66.26098702388761,600.0,80.0,0.17597895297712118,-25.0,9.0,0.17043655683191158,12.5,0.03281195506087265,0.21403245237569088,-48.0,-7.0,-43.47916555768833,1.0,2.0,2500.0,0.005454862191825463,2.5,0.022174183153909066,0.0030825923665929815,-10.0,5.0,0.5176726752512529,-6.158960320129272,5.0,50.0,-20.0,45.08095882807371,-75.0,600.0,0.21358319929906175,12.5,-18.0,14.0,0.18355229997255398,0.030969492410160244,80.72433879000992,5.0,72.21102994797806,2.0,-35.66834550780329,0.3,80.0,0.9317225880517049,104.72355802141897,0.2,7.0,30.0,0.2
0.4,-40.984294065130925,8314.0,310.0,96485.0,1.0,-55.981491367514025,600.0,80.0,0.1447937101242548,-25.0,9.0,0.2540476194371746,12.5,0.03545435254066599,0.26850051096095434,-48.0,-7.0,-20.247672155680746,1.0,2.0,2500.0,0.002127312154824213,2.5,0.018011337029019053,0.0020316793558356368,-10.0,5.0,0.591521027802838,-6.534961111440341,5.0,50.0,-20.0,15.843981536612583,-75.0,600.0,0.1669200081389545,12.5,-18.0,14.0,0.1622290796118586,0.02949286615737688,42.133093693232354,5.0,68.03141186973815,2.0,-36.29528821953927,0.3,80.0,0.6905569759953042,104.9606615874364,0.2,7.0,30.0,0.2
0.5,-41.368393099781215,8314.0,310.0,96485.0,1.0,-54.580499112970074,600.0,80.0,0.13958869337270782,-25.0,9.0,0.27556872338728866,12.5,0.03589688533947524,0.2794135575744427,-48.0,-7.0,-18.5038098029455,1.0,2.0,2500.0,0.0019002183893001164,2.5,0.017335245332257068,0.0018817329860905687,-10.0,5.0,0.6003883152622554,-6.6098746115045595,5.0,50.0,-20.0,13.059502592458486,-75.0,600.0,0.15949862440777704,12.5,-18.0,14.0,0.1585347459424867,0.029219333903037596,38.292365709388875,5.0,67.26321380043757,2.0,-36.410517929934365,0.3,80.0,0.6655887108049235,104.89689060092677,0.2,7.0,30.0,0.2
0.6000000000000001,-41.62675246805384,8314.0,310.0,96485.0,1.0,-52.339999560356496,600.0,80.0,0.13617646308534617,-25.0,9.0,0.28401887525802105,12.5,0.03618534362157012,0.28690491156055514,-48.0,-7.0,-17.72035700712962,1.0,2.0,2500.0,0.0018040592901225677,2.5,0.0168947101221985,0.0017871390542060469,-10.0,5.0,0.6024009578269679,-6.665017692299199,5.0,50.0,-20.0,12.116298444107658,-75.0,600.0,0.15683935966956283,12.5,-18.0,14.0,0.15608840791179812,0.02903513092264425,37.26413702145333,5.0,66.74649506389233,2.0,-36.48802574041615,0.3,80.0,0.6600239209567085,104.8008797092928,0.2,7.0,30.0,0.2
0.7000000000000001,-41.980594215079805,8314.0,310.0,96485.0,1.0,-48.94439581393891,600.0,80.0,0.1316174550205276,-25.0,9.0,0.2933057046885078,12.5,0.03656760074769666,0.2973570814689302,-48.0,-7.0,-16.750035219058905,1.0,2.0,2500.0,0.0016874050948811694,2.5,0.016309348917741648,0.0016652409155608636,-10.0,5.0,0.6043801591391926,-6.73742058033467,5.0,50.0,-20.0,11.090460555968761,-75.0,600.0,0.15381803868906282,12.5,-18.0,14.0,0.15278800415312374,0.028782642540534465,36.16343556732176,5.0,66.03881156984039,2.0,-36.59417826452394,0.3,80.0,0.65458773733453,104.69135145986894,0.2,7.0,30.0,0.2
0.8,-42.49827940518935,8314.0,310.0,96485.0,1.0,-44.25146866059547,600.0,80.0,0.12518133407513327,-25.0,9.0,0.3069217906006502,12.5,0.03709833441210165,0.3130367750699876,-48.0,-7.0,-15.412145553022965,1.0,2.0,2500.0,0.001529572374934119,2.5,0.01548905708000736,0.001501698155022086,-10.0,5.0,0.6070546313057811,-6.837948609349572,5.0,50.0,-20.0,9.744391211191221,-75.0,600.0,0.14951138931277871,12.5,-18.0,14.0,0.14806269993722623,0.028412970201599146,34.67134188736592,5.0,65.0034411896213,2.0,-36.7494838215568,0.3,80.0,0.6472981976086553,104.56514896153193,0.2,7.0,30.0,0.2
0.9,-43.22716003881701,8314.0,310.0,96485.0,1.0,-38.2921423284851,600.0,80.0,0.11657824937961007,-25.0,9.0,0.32688830739660407,12.5,0.03778299681320381,0.3358520333027284,-48.0,-7.0,-13.674898465169688,1.0,2.0,2500.0,0.001329598023548396,2.5,0.014403186123951264,0.0012982590422982994,-10.0,5.0,0.6105910690245029,-6.972655755332968,5.0,50.0,-20.0,8.091242216047366,-75.0,600.0,0.1435330717062787,12.5,-18.0,14.0,0.14161507368587228,0.027892392607684818,32.7212186915441,5.0,63.54567992236598,2.0,-36.9681480116451,0.3,80.0,0.6377573317566332,104.41628980114854,0.2,7.0,30.0,0.2
