P2,Target,Time
10.0,10.0,0.0
10.005294095696176,10.005294095696176,0.01
10.010588177185966,10.010588177185966,0.02
10.015882249391682,10.015882249391682,0.03
10.021176326227508,10.021176326227508,0.04
10.026470447346735,10.026470447346735,0.05
10.031764568161643,10.031764568161643,0.06
10.037058688672232,10.037058688672232,0.07
10.0423528088785,10.0423528088785,0.08
10.047646928780448,10.047646928780448,0.09
10.052941048378077,10.052941048378077,0.1
10.058235167671386,10.058235167671386,0.11
10.063529286660376,10.063529286660376,0.12
10.068823405345045,10.068823405345045,0.13
10.074117523725395,10.074117523725395,0.14
10.079411641801425,10.079411641801425,0.15
10.084705759573136,10.084705759573136,0.16
10.089999877040526,10.089999877040526,0.17
10.095294197576267,10.095294197576267,0.18
10.100588653414418,10.100588653414418,0.19
10.105883136984382,10.105883136984382,0.2
10.11117764828616,10.11117764828616,0.21
10.11647218731975,10.11647218731975,0.22
10.121766754085156,10.121766754085156,0.23
10.127061348582375,10.127061348582375,0.24
10.132355970811407,10.132355970811407,0.25
10.137650620772254,10.137650620772254,0.26
10.142945298464912,10.142945298464912,0.27
10.148240003889386,10.148240003889386,0.28
10.153534737045673,10.153534737045673,0.29
10.158829497933775,10.158829497933775,0.3
10.164124286553688,10.164124286553688,0.31
10.169419102905417,10.169419102905417,0.32
10.174713946988957,10.174713946988957,0.33
10.180008818804312,10.180008818804312,0.34
10.18530371835148,10.18530371835148,0.35000000000000003
10.190598645630464,10.190598645630464,0.36
10.19589360064126,10.19589360064126,0.37
10.20118858338387,10.20118858338387,0.38
10.206483593858293,10.206483593858293,0.39
10.211778971660838,10.211778971660838,0.4
10.217074525687357,10.217074525687357,0.41000000000000003
10.222370147464035,10.222370147464035,0.42
10.22766583699087,10.22766583699087,0.43
10.232961594267865,10.232961594267865,0.44
10.238257419295016,10.238257419295016,0.45
10.243553312072326,10.243553312072326,0.46
10.248849272599793,10.248849272599793,0.47000000000000003
10.25414530087742,10.25414530087742,0.48
10.259441396905205,10.259441396905205,0.49
10.264737560683146,10.264737560683146,0.5
10.270033792211247,10.270033792211247,0.51
10.275330091489506,10.275330091489506,0.52
10.280626458517924,10.280626458517924,0.53
10.2859228932965,10.2859228932965,0.54
10.291219395825232,10.291219395825232,0.55
10.296515966104122,10.296515966104122,0.56
10.301812604133172,10.301812604133172,0.5700000000000001
10.30710930991238,10.30710930991238,0.58
10.312406083441745,10.312406083441745,0.59
10.317702924721269,10.317702924721269,0.6
10.322999833750952,10.322999833750952,0.61
10.328297236075839,10.328297236075839,0.62
10.333594818696955,10.333594818696955,0.63
10.338892512806826,10.338892512806826,0.64
10.34419031840545,10.34419031840545,0.65
10.34948823549283,10.34948823549283,0.66
