Time,P2,Target,Kd,Ksp,P1,dsp1ksp,dsp1p2kd,h,k0,ka,ks,ku,s,univ,___r1,___r2,___r3,___r4
0.53,10.280626458517924,10.280626458517924,1e-05,0.001,40.0,39.999958333378544,10.280622999280734,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.557674729235694,1.0280626458517925,1.557674729235694,1.0280626458517925
0.54,10.2859228932965,10.2859228932965,1e-05,0.001,40.0,39.999958333378544,10.285919431660243,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5582138408068669,1.02859228932965,1.5582138408068669,1.02859228932965
0.55,10.291219395825232,10.291219395825232,1e-05,0.001,40.0,39.999958333378544,10.291215931789026,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5587531680470845,1.0291219395825233,1.5587531680470845,1.0291219395825233
0.56,10.296515966104122,10.296515966104122,1e-05,0.001,40.0,39.999958333378544,10.296512499667076,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5592927108711343,1.0296515966104123,1.5592927108711343,1.0296515966104123
0.5700000000000001,10.301812604133172,10.301812604133172,1e-05,0.001,40.0,39.999958333378544,10.301809135294398,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.559832469193779,1.0301812604133171,1.559832469193779,1.0301812604133171
0.58,10.30710930991238,10.30710930991238,1e-05,0.001,40.0,39.999958333378544,10.307105838671,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5603724429297579,1.0307109309912381,1.5603724429297579,1.0307109309912381
0.59,10.312406083441745,10.312406083441745,1e-05,0.001,40.0,39.999958333378544,10.31240260979686,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5609126319937836,1.0312406083441745,1.5609126319937836,1.0312406083441745
0.6,10.317702924721269,10.317702924721269,1e-05,0.001,40.0,39.999958333378544,10.317699448671997,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.561453036300547,1.031770292472127,1.561453036300547,1.031770292472127
0.61,10.322999833750952,10.322999833750952,1e-05,0.001,40.0,39.999958333378544,10.322996355296395,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5619936557647132,1.0322999833750952,1.5619936557647132,1.0322999833750952
0.62,10.328297236075839,10.328297236075839,1e-05,0.001,40.0,39.999958333378544,10.32829375521492,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5625345337584942,1.0328297236075838,1.5625345337584942,1.0328297236075838
0.63,10.333594818696955,10.333594818696955,1e-05,0.001,40.0,39.999958333378544,10.333591335428737,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5630756382702276,1.0333594818696956,1.5630756382702276,1.0333594818696956
0.64,10.338892512806826,10.338892512806826,1e-05,0.001,40.0,39.999958333378544,10.338889027130396,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.563616962195569,1.0338892512806825,1.563616962195569,1.0338892512806825
0.65,10.34419031840545,10.34419031840545,1e-05,0.001,40.0,39.999958333378544,10.344186830319893,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.564158505454209,1.034419031840545,1.564158505454209,1.034419031840545
0.66,10.34948823549283,10.34948823549283,1e-05,0.001,40.0,39.999958333378544,10.349484744997238,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.56470026796581,1.034948823549283,1.56470026796581,1.034948823549283
0.67,10.354786264068965,10.354786264068965,1e-05,0.001,40.0,39.999958333378544,10.354782771162421,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.565242249650004,1.0354786264068965,1.565242249650004,1.0354786264068965
0.68,10.360084404133854,10.360084404133854,1e-05,0.001,40.0,39.999958333378544,10.36008090881545,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5657844504263971,1.0360084404133854,1.5657844504263971,1.0360084404133854
0.6900000000000001,10.365382655687498,10.365382655687498,1e-05,0.001,40.0,39.999958333378544,10.365379157956317,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.566326870214564,1.0365382655687498,1.566326870214564,1.0365382655687498
0.7000000000000001,10.370681018729897,10.370681018729897,1e-05,0.001,40.0,39.999958333378544,10.37067751858503,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5668695089340545,1.0370681018729897,1.5668695089340545,1.0370681018729897
0.71,10.375979493261049,10.375979493261049,1e-05,0.001,40.0,39.999958333378544,10.37597599070158,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.567412366504386,1.037597949326105,1.567412366504386,1.037597949326105
0.72,10.381278079280957,10.381278079280957,1e-05,0.001,40.0,39.999958333378544,10.381274574305966,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5679554428450502,1.0381278079280958,1.5679554428450502,1.0381278079280958
0.73,10.38657677678962,10.38657677678962,1e-05,0.001,40.0,39.999958333378544,10.386573269398196,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5684987378755106,1.0386576776789622,1.5684987378755106,1.0386576776789622
0.74,10.391875585787037,10.391875585787037,1e-05,0.001,40.0,39.999958333378544,10.391872075978272,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.569042251515202,1.0391875585787038,1.569042251515202,1.0391875585787038
0.75,10.39717450627321,10.39717450627321,1e-05,0.001,40.0,39.999958333378544,10.397170994046176,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5695859836835282,1.039717450627321,1.5695859836835282,1.039717450627321
0.76,10.402473538248136,10.402473538248136,1e-05,0.001,40.0,39.999958333378544,10.402470023601921,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5701299342998691,1.0402473538248136,1.5701299342998691,1.0402473538248136
0.77,10.407772681711817,10.407772681711817,1e-05,0.001,40.0,39.999958333378544,10.407769164645503,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5706741032835734,1.0407772681711818,1.5706741032835734,1.0407772681711818
0.78,10.413071936664254,10.413071936664254,1e-05,0.001,40.0,39.999958333378544,10.413068417176923,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5712184905539628,1.0413071936664255,1.5712184905539628,1.0413071936664255
0.79,10.418371303105445,10.418371303105445,1e-05,0.001,40.0,39.999958333378544,10.41836778119618,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5717630960303313,1.0418371303105445,1.5717630960303313,1.0418371303105445
0.8,10.42367078103539,10.42367078103539,1e-05,0.001,40.0,39.999958333378544,10.423667256703272,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5723079196319434,1.042367078103539,1.5723079196319434,1.042367078103539
0.81,10.42897037045409,10.42897037045409,1e-05,0.001,40.0,39.999958333378544,10.428966843698202,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5728529612780366,1.0428970370454091,1.5728529612780366,1.0428970370454091
0.8200000000000001,10.434270071361546,10.434270071361546,1e-05,0.001,40.0,39.999958333378544,10.43426654218096,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5733982208878192,1.0434270071361547,1.5733982208878192,1.0434270071361547
0.8300000000000001,10.439569883757756,10.439569883757756,1e-05,0.001,40.0,39.999958333378544,10.43956635215156,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5739436983804738,1.0439569883757756,1.5739436983804738,1.0439569883757756
0.84,10.444870299516728,10.444870299516728,1e-05,0.001,40.0,39.999958333378544,10.444866765483768,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.574489444329476,1.0444870299516729,1.574489444329476,1.0444870299516729
0.85,10.450170890556688,10.450170890556688,1e-05,0.001,40.0,39.999958333378544,10.450167354096019,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5750354146098569,1.045017089055669,1.5750354146098569,1.045017089055669
0.86,10.455471637867415,10.455471637867415,1e-05,0.001,40.0,39.999958333378544,10.455468098978093,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5755816071889353,1.0455471637867415,1.5755816071889353,1.0455471637867415
0.87,10.46077254144891,10.46077254144891,1e-05,0.001,40.0,39.999958333378544,10.460769000129991,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5761280219909748,1.046077254144891,1.5761280219909748,1.046077254144891
0.88,10.466073601301172,10.466073601301172,1e-05,0.001,40.0,39.999958333378544,10.466070057551713,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.576674658940208,1.0466073601301173,1.576674658940208,1.0466073601301173
0.89,10.471374817424202,10.471374817424202,1e-05,0.001,40.0,39.999958333378544,10.471371271243257,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.577221517960833,1.0471374817424202,1.577221517960833,1.0471374817424202
0.9,10.476676189817999,10.476676189817999,1e-05,0.001,40.0,39.999958333378544,10.47667264120463,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5777685989770176,1.0476676189818,1.5777685989770176,1.0476676189818
0.91,10.481977718482565,10.481977718482565,1e-05,0.001,40.0,39.999958333378544,10.481974167435817,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5783159019128954,1.0481977718482565,1.5783159019128954,1.0481977718482565
0.92,10.487279403417899,10.487279403417899,1e-05,0.001,40.0,39.999958333378544,10.48727584993683,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5788634266925696,1.04872794034179,1.5788634266925696,1.04872794034179
0.93,10.492581244623999,10.492581244623999,1e-05,0.001,40.0,39.999958333378544,10.492577688707664,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.57941117324011,1.0492581244624,1.57941117324011,1.0492581244624
0.9400000000000001,10.497883242100867,10.497883242100867,1e-05,0.001,40.0,39.999958333378544,10.497879683748318,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5799591414795544,1.0497883242100867,1.5799591414795544,1.0497883242100867
0.9500000000000001,10.503185395848504,10.503185395848504,1e-05,0.001,40.0,39.999958333378544,10.503181835058792,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.580507331334909,1.0503185395848504,1.580507331334909,1.0503185395848504
0.96,10.508487705866909,10.508487705866909,1e-05,0.001,40.0,39.999958333378544,10.508484142639082,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.581055742730147,1.050848770586691,1.581055742730147,1.050848770586691
0.97,10.51379017215608,10.51379017215608,1e-05,0.001,40.0,39.999958333378544,10.513786606489198,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5816043755892106,1.0513790172156081,1.5816043755892106,1.0513790172156081
0.98,10.51909279471602,10.51909279471602,1e-05,0.001,40.0,39.999958333378544,10.519089226609127,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5821532298360095,1.051909279471602,1.5821532298360095,1.051909279471602
0.99,10.524395573546727,10.524395573546727,1e-05,0.001,40.0,39.999958333378544,10.524392002998875,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.58270230539442,1.0524395573546728,1.58270230539442,1.0524395573546728
1.0,10.5296985086482,10.5296985086482,1e-05,0.001,40.0,39.999958333378544,10.529694935658442,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5832516021882885,1.0529698508648202,1.5832516021882885,1.0529698508648202
1.01,10.535001600020443,10.535001600020443,1e-05,0.001,40.0,39.999958333378544,10.534998024587823,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5838011201414282,1.0535001600020444,1.5838011201414282,1.0535001600020444
1.02,10.540304847663453,10.540304847663453,1e-05,0.001,40.0,39.999958333378544,10.540301269787022,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5843508591776208,1.0540304847663453,1.5843508591776208,1.0540304847663453
1.03,10.545608251577232,10.545608251577232,1e-05,0.001,40.0,39.999958333378544,10.545604671256038,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5849008192206167,1.0545608251577232,1.5849008192206167,1.0545608251577232
1.04,10.550911811761777,10.550911811761777,1e-05,0.001,40.0,39.999958333378544,10.550908228994862,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5854510001941307,1.0550911811761778,1.5854510001941307,1.0550911811761778
1.05,10.5562155612358,10.5562155612358,1e-05,0.001,40.0,39.999958333378544,10.556211976022203,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5860014054490603,1.0556215561235802,1.5860014054490603,1.0556215561235802
1.06,10.561519950975388,10.561519950975388,1e-05,0.001,40.0,39.999958333378544,10.56151636331393,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.586552081739744,1.0561519950975389,1.586552081739744,1.0561519950975389
1.07,10.566824541888538,10.566824541888538,1e-05,0.001,40.0,39.999958333378544,10.566820951778247,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5871029834359558,1.0566824541888538,1.5871029834359558,1.0566824541888538
1.08,10.572129333975253,10.572129333975253,1e-05,0.001,40.0,39.999958333378544,10.572125741415146,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5876541104664503,1.0572129333975253,1.5876541104664503,1.0572129333975253
1.09,10.577434327235533,10.577434327235533,1e-05,0.001,40.0,39.999958333378544,10.577430732224636,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.588205462759947,1.0577434327235533,1.588205462759947,1.0577434327235533
1.1,10.582739521669378,10.582739521669378,1e-05,0.001,40.0,39.999958333378544,10.582735924206714,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5887570402451285,1.0582739521669378,1.5887570402451285,1.0582739521669378
1.11,10.588044917276786,10.588044917276786,1e-05,0.001,40.0,39.999958333378544,10.58804131736138,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.589308842850641,1.0588044917276787,1.589308842850641,1.0588044917276787
1.12,10.59335051405776,10.59335051405776,1e-05,0.001,40.0,39.999958333378544,10.593346911688634,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5898608705050954,1.0593350514057762,1.5898608705050954,1.0593350514057762
1.1300000000000001,10.598656312012299,10.598656312012299,1e-05,0.001,40.0,39.999958333378544,10.59865270718847,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5904131231370655,1.05986563120123,1.5904131231370655,1.05986563120123
1.1400000000000001,10.603962311140403,10.603962311140403,1e-05,0.001,40.0,39.999958333378544,10.603958703860894,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5909656006750899,1.0603962311140405,1.5909656006750899,1.0603962311140405
1.1500000000000001,10.609268511442071,10.609268511442071,1e-05,0.001,40.0,39.999958333378544,10.60926490170591,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.591518303047672,1.0609268511442072,1.591518303047672,1.0609268511442072
1.16,10.614574912917304,10.614574912917304,1e-05,0.001,40.0,39.999958333378544,10.614571300723496,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5920712301832756,1.0614574912917305,1.5920712301832756,1.0614574912917305
1.17,10.619881515566101,10.619881515566101,1e-05,0.001,40.0,39.999958333378544,10.619877900913675,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.592624382010333,1.06198815155661,1.592624382010333,1.06198815155661
1.18,10.625188319388464,10.625188319388464,1e-05,0.001,40.0,39.999958333378544,10.625184702276432,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5931777584572377,1.0625188319388463,1.5931777584572377,1.0625188319388463
1.19,10.630495324384391,10.630495324384391,1e-05,0.001,40.0,39.999958333378544,10.630491704811778,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5937313594523488,1.0630495324384392,1.5937313594523488,1.0630495324384392
1.2,10.635802530553883,10.635802530553883,1e-05,0.001,40.0,39.999958333378544,10.635798908519703,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.594285184923988,1.0635802530553884,1.594285184923988,1.0635802530553884
1.21,10.64110993789694,10.64110993789694,1e-05,0.001,40.0,39.999958333378544,10.64110631340021,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5948392348004434,1.0641109937896942,1.5948392348004434,1.0641109937896942
