ADP,AMP,ATP,AggP,AggP_Proteasome,DUB,E1,E1_Ub,E2,E2_Ub,E3,E3_MisP,MisP,MisP_Ub,MisP_Ub2,MisP_Ub3,MisP_Ub4,MisP_Ub4_Proteasome,MisP_Ub5,MisP_Ub5_Proteasome,MisP_Ub6,MisP_Ub6_Proteasome,MisP_Ub7,MisP_Ub7_Proteasome,MisP_Ub8,MisP_Ub8_Proteasome,NatP,Proteasome,ROS,SeqAggP,Source,Ub,degUb4,degUb5,degUb6,degUb7,degUb8,refNatP,totMisP,Time
1000.0,1000.0,10000.0,0.0,0.0,200.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,100.0,10.0,0.0,1.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000.0,1000.0,10000.0,-2.499802471096129e-15,-8.332759011454736e-21,200.0,99.93339329685294,0.0666067031471207,99.99996668666272,3.331333731339547e-05,99.99999999915,8.499946053439099e-10,9.999914801040573e-05,7.099808390764284e-20,5.588183039117819e-29,2.3288697694934645e-38,2.927441204735169e-48,5.805312848550791e-54,1.7179036347222807e-58,2.681480206552385e-64,5.562213013408044e-69,6.515356724561977e-75,1.0267329196326681e-79,8.019363755343543e-86,1.0197066542724806e-90,4.597936886735428e-97,500.000000000002,100.0,10.0,-8.332759011454735e-21,1.0,499.93335998351546,0.0,0.0,0.0,0.0,0.0,1.9999886401884944e-12,0.00010000000000000007,0.01
1000.0,1000.0,10000.0,-9.998419785458577e-15,-6.665861232215125e-20,200.0,99.86690637491452,0.13309362508554531,99.99986682660823,0.00013317339181203477,99.99999999660004,3.399956841300919e-09,0.0001999965920632456,1.940672516116695e-18,7.38576180940179e-27,1.4309052995037069e-35,2.2079771372812154e-44,6.777764005822483e-50,3.9865592333261023e-53,1.1309259316741978e-58,2.7740576921252227e-62,7.479602433871417e-68,6.699575712054372e-72,1.773644414960898e-77,6.039168171913541e-82,1.589505450341127e-87,500.000000000008,100.0,10.0,-6.665861232215122e-20,1.0,499.8667732015225,0.0,0.0,0.0,0.0,0.0,7.999909121392778e-12,0.00020000000000000096,0.02
1000.0,1000.0,10000.0,-2.2494666861839052e-14,-2.2495961023648884e-19,200.0,99.80053901565987,0.19946098434019235,99.99970053970691,0.00029946029313562334,99.99999999235014,7.649854332385311e-09,0.00029999233219095374,1.415724824713701e-17,1.6907883435695149e-25,1.3757613362020797e-33,7.323845072356733e-42,1.8313810836338032e-47,2.374014477140278e-50,4.664287822823646e-56,4.609381764538077e-59,7.655072564287502e-65,7.050510486038204e-68,1.2866311655099021e-73,1.0900199549121922e-76,1.427276117145445e-82,500.000000000018,100.0,10.0,-2.2495961023648884e-19,1.0,499.8002395553665,0.0,0.0,0.0,0.0,0.0,1.799969328616794e-11,0.00030000000000000344,0.03
1000.0,1000.0,10000.0,-3.9987358688175235e-14,-5.332066549568849e-19,200.0,99.73429100084125,0.2657089991587985,99.99946794574684,0.0005320542532070281,99.99999998640034,1.3599654690562705e-08,0.0003999863684259633,5.821607455349748e-17,1.5868225740342632e-24,3.2164753079588925e-32,5.069319109593209e-40,1.6109022880447085e-45,5.989390865076131e-48,1.7305795909563884e-53,4.714043812605928e-56,1.2630630053147363e-61,2.154970785326029e-64,5.411176322445195e-70,4.974187896990337e-73,1.2065086155256992e-78,500.000000000032,100.0,10.0,-5.332066549568847e-19,1.0,499.7337589465878,0.0,0.0,0.0,0.0,0.0,3.1999272978081594e-11,0.00040000000000000826,0.04
1000.0,1000.0,10000.0,-6.24753103329857e-14,-1.0413581149170859e-18,200.0,99.66816211251947,0.3318378874805854,99.99916916442386,0.0008308355761843931,99.99999997875067,2.124932550706842e-08,0.0004999787008007072,1.7689295704658495e-16,9.546192628237181e-24,3.7167157000401934e-31,1.0193218577415039e-38,4.3718546296679586e-44,1.979375747897915e-46,7.586278172837616e-52,2.807652752360542e-54,9.625331126655153e-60,2.832568677823751e-62,8.396273322466702e-68,1.878796852452531e-70,4.475701258950221e-76,500.00000000005,100.0,10.0,-1.0413581149170855e-18,1.0,499.667331276943,0.0,0.0,0.0,0.0,0.0,4.9998580042054434e-11,0.0005000000000000164,0.05
1000.0,1000.0,10000.0,-8.995733695206662e-14,-1.7993589320073674e-18,200.0,99.60215213308476,0.3978478669152959,99.99880431533481,0.00119568466524486,99.99999996940116,3.059883434433793e-08,0.0005999693293476172,4.4238531480113747e-16,4.1785361309009423e-23,2.7486853160159326e-30,1.666397118578343e-37,9.480578627561128e-43,8.307072259986945e-45,4.56665545136818e-50,2.5811791856926637e-52,1.4073257243595455e-57,5.108324058613322e-60,2.7785427219392882e-65,7.172336563440429e-68,3.9005700926884296e-73,500.000000000072,100.0,10.0,-1.7993589320073677e-18,1.0,499.6009564484192,0.0,0.0,0.0,0.0,0.0,7.199754632452494e-11,0.0006000000000000285,0.06
1000.0,1000.0,10000.0,-1.2243225376691924e-13,-2.8571438276613684e-18,200.0,99.5362608451792,0.4637391548208553,99.99837351800012,0.0016264819999195124,99.99999995835185,4.164814873203892e-08,0.0006999582540991254,9.601055297442505e-16,1.4666779042443267e-22,1.7016089996092168e-29,1.5865246160787104e-36,1.025615397657437e-41,1.1885236699503534e-43,7.277754390622014e-49,7.285691984611932e-51,4.221600426940916e-56,3.211684206211457e-58,1.8009189409046844e-63,9.070493896026131e-66,5.016606425020939e-71,500.000000000098,100.0,10.0,-2.85714382766137e-18,1.0,499.534634363179,0.0,0.0,0.0,0.0,0.0,9.799610367303441e-11,0.0007000000000000454,0.07
1000.0,1000.0,10000.0,-1.5989887606679926e-13,-4.264637027607314e-18,200.0,99.47048803170327,0.5295119682967766,99.99787689186178,0.002123108138256617,99.99999994560277,5.439723616454961e-08,0.0007999454750876628,1.8712239386369617e-15,4.1954979300135444e-22,6.840066073928383e-29,8.5916942990014e-36,6.287816367883969e-41,8.086061240073821e-43,5.564197809534969e-48,6.071184080092818e-50,3.990821776535932e-55,3.7023616175875275e-57,2.3118687529967125e-62,1.5966236574671993e-64,9.526461059846425e-70,500.000000000128,100.0,10.0,-4.264637027607315e-18,1.0,499.4683649235647,0.0,0.0,0.0,0.0,0.0,1.279941839362766e-10,0.0008000000000000679,0.08
1000.0,1000.0,10000.0,-2.0235601922267814e-13,-6.07175009685043e-18,200.0,99.40483347586928,0.5951665241307514,99.99731455626663,0.0026854437334033836,99.99999993115394,6.884606408841614e-08,0.0008999309923456601,3.3653069159706283e-15,1.0599776796556912e-21,2.3850581001741883e-28,3.9468771516178044e-35,3.0995334297538643e-40,4.9631527704394315e-42,3.558925547683506e-47,4.675814870404859e-49,3.1691689757243724e-54,3.511559459011397e-56,2.2789927303830558e-61,2.1438142667334953e-63,1.3211289644794763e-68,500.000000000162,100.0,10.0,-6.0717500968504325e-18,1.0,499.4021480321356,0.0,0.0,0.0,0.0,0.0,1.6199171896433426e-10,0.0009000000000000968,0.09
