H_c_1_task1,L_c_2_task1,_1_task1
0.0019065138195832436,0.014671043903549489,11.52
0.001907196086950365,0.014666050881987672,11.54
0.0019078731691372778,0.014661058674578354,11.56
0.001908545085775574,0.014656067284969104,11.58
0.0019092123618049378,0.014651076939489924,11.6
0.001909873913888991,0.014646087157757223,11.62
0.0019105303733539197,0.014641098212749752,11.64
0.001911181758267506,0.014636110107622497,11.66
0.001911828086697531,0.014631122845530434,11.68
0.0019124693767117763,0.01462613642962855,11.7
0.001913105646378024,0.014621150863071822,11.72
0.0019137369137640554,0.014616166149015234,11.74
0.0019143631969376518,0.014611182290613763,11.76
0.0019149845139665952,0.014606199291022396,11.78
0.001915600882918667,0.01460121715339611,11.8
0.001916212321861649,0.014596235880889886,11.82
0.0019168188488633223,0.014591255476658708,11.84
0.0019174204819914693,0.014586275943857554,11.86
0.0019180172393138707,0.014581297285641408,11.88
0.0019186091388983088,0.01457631950516525,11.9
0.0019191961988125651,0.014571342605584061,11.92
0.0019197784371244209,0.014566366590052823,11.94
0.0019203558719016582,0.014561391461726516,11.96
0.0019209285212120582,0.01455641722376012,11.98
0.0019214964031234022,0.01455144387930862,12.0
0.001922059535754043,0.014546471431861363,12.02
0.0019226179372741458,0.014541499885250294,12.04
0.0019231716257838006,0.014536529242844017,12.06
0.0019237206193818879,0.014531559508003137,12.08
0.0019242649361672875,0.014526590684088259,12.1
0.0019248045942388803,0.014521622774459987,12.12
