H_m_1_task1,L_m_2_task1,_1_task1
0.0,10.0,0.0
0.005778310291529831,9.994182538227282,0.02
0.011553259765002858,9.988413079644026,0.04
0.01732487588519446,9.9826906307551,0.06
0.023093185548801597,9.977014219538228,0.08
0.028858215096730797,9.971382894956884,0.1
0.034619990326113875,9.96579572648571,0.12
0.0403785365019517,9.960251803653165,0.14
0.04613387836865364,9.954750235588389,0.16
0.05188604016119119,9.94929015058586,0.18
0.057635045616100375,9.943870695676269,0.2
0.06338091798215702,9.938491036212177,0.22
0.06912368003085634,9.933150355461972,0.24
0.0748633540666591,9.927847854213738,0.26
0.08059996193700462,9.92258275038927,0.28
0.0863335250421087,9.917354278667077,0.3
0.09206406434454543,9.912161690114502,0.32
0.09779160037857998,9.907004251830768,0.34
0.10351615325940747,9.901881246592287,0.36
0.10923774269204634,9.896791972514311,0.38
0.114956387980143,9.891735742714742,0.4
0.12067210803455874,9.886711884987093,0.42
0.12638492138170945,9.881719741484313,0.44
0.1320948461718552,9.87675866840299,0.46
0.13780190018704358,9.871828035683368,0.48
0.14350610084903928,9.866927226708114,0.5
0.149207465226969,9.862055638013622,0.52
0.15490601004484605,9.857212679005666,0.54
0.16060175168896246,9.85239777167994,0.56
0.16629470621502748,9.847610350353408,0.58
0.17198488935528491,9.842849861395404,0.6
0.1776723165253392,9.838115762971114,0.62
0.18335700283095693,9.833407524785212,0.64
0.18903896307462908,9.828724627835328,0.66
0.19471821176198048,9.824066564171547,0.68
0.20039476310822812,9.81943283665281,0.7
0.2060686310442543,9.814822958719727,0.72
0.2117398292226431,9.810236454168152,0.74
0.21740837102371524,9.805672856922255,0.76
0.22307426956119727,9.801131710822702,0.78
0.2287375376879267,9.796612569412712,0.8
0.2343981880014821,9.792114995726813,0.82
0.24005623284948216,9.787638562093083,0.84
0.2457116843349764,9.783182849931038,0.86
0.25136455432166765,9.778747449556164,0.88
0.2570148544389039,9.774331959993585,0.9
0.26266259608675446,9.769935988787989,0.92
0.26830779044085074,9.76555915182276,0.94
0.27395044845713,9.761201073142878,0.96
0.2795905808764639,9.756861384781761,0.98
0.2852281982294253,9.752539726583274,1.0
0.290863310840485,9.748235746045188,1.02
0.29649592883259607,9.743949098147674,1.04
0.30212606213132726,9.739679445199444,1.06
0.3077537204691361,9.735426456678232,1.08
0.3133789133892269,9.731189809086462,1.1
0.3190016502498421,9.726969185791178,1.12
0.32462194022873136,9.722764276857506,1.14
0.3302397923266572,9.718574778917828,1.16
0.33585521536909624,9.714400395108742,1.18
0.3414682180129407,9.710240834820526,1.2
0.3470788087498575,9.706095813571906,1.22
0.3526869959074651,9.701965052966823,1.24
0.35829278765357053,9.69784828053626,1.26
0.36389619200160306,9.693745229535216,1.28
0.36949721681277287,9.689655638862508,1.3
0.37509586979682413,9.685579253033149,1.32
0.3806921585186476,9.681515821931313,1.34
0.3862860904127904,9.677465100269696,1.36
0.391877672727449,9.673426849677037,1.38
0.39746691263598394,9.66940083454238,1.4
0.40305381714345856,9.665386825497688,1.42
0.4086383931287307,9.661384597849535,1.44
0.41422064734387654,9.65739393160097,1.46
0.41980058641512996,9.653414611415851,1.48
0.4253782168426189,9.649446426628849,1.5
0.43095354500096655,9.645489171223124,1.52
0.43652657716612847,9.64154264283134,1.54
0.4420973194941707,9.637606643525631,1.56
0.44766577801129387,9.633680980188922,1.58
0.45323195862256316,9.629765464189978,1.6
0.45879586713628756,9.625859910475508,1.62
0.46435750929718606,9.621964136335015,1.64
0.4699168907079904,9.61807796432038,1.66
0.47547401685915913,9.61420122113929,1.68
0.48102889313504577,9.610333737425552,1.7
0.4865815248709492,9.606475345614871,1.72
0.4921319172892089,9.602625882324295,1.74
0.4976800755000675,9.598785188320093,1.76
0.5032260045130388,9.594953108094483,1.78
0.5087697098246705,9.591129468129749,1.8
0.5143111947883252,9.587314174126831,1.82
0.5198504654207678,9.583507033336677,1.84
0.5253875262099056,9.579707909526697,1.86
0.5309223816391364,9.575916666628396,1.88
0.5364550361655595,9.572133169530328,1.9
0.5419854942573666,9.56835728271736,1.92
0.5475137603857542,9.564588870565029,1.94
0.5530398387954739,9.560827805805987,1.96
0.5585637335821668,9.557073966675937,1.98
0.5640854489989974,9.553327225597076,2.0
0.5696049892473634,9.549587456901422,2.02
0.5751223581291354,9.545854549661025,2.04
0.5806375595884271,9.54212838770005,2.06
0.5861505976269017,9.538408852719465,2.08
0.5916614759114084,9.534695838764007,2.1
0.5971701983853528,9.53098922968246,2.12
