Time,H_m,L_m,H_c,L_c,L_n,k_0_m,k_i,k_e,k_o_c,k_c_c,k_d,k_c_m,k_b,B_T,v_1,v_2,V_m,V_c,V_n,D,human_lymphoma_cells
0.38,0.10923774269204634,9.896791972514311,3.050134375409228e-05,0.005793497230018647,6.873462107952938e-06,0.0289,0.000309,1.014,0.026553,0.18637,4.4489,0.000106,0.00085341,28.9,6.031363088057901,0.39324487334137515,2000000000000.0,829.0,326.0,10.0,1.0
0.4,0.114956387980143,9.891735742714742,3.3523548970342625e-05,0.00603663691391363,7.386529232720177e-06,0.0289,0.000309,1.014,0.026553,0.18637,4.4489,0.000106,0.00085341,28.9,6.031363088057901,0.39324487334137515,2000000000000.0,829.0,326.0,10.0,1.0
0.42,0.12067210803455874,9.886711884987093,3.6661985802411985e-05,0.006274494730880597,7.900543253288902e-06,0.0289,0.000309,1.014,0.026553,0.18637,4.4489,0.000106,0.00085341,28.9,6.031363088057901,0.39324487334137515,2000000000000.0,829.0,326.0,10.0,1.0
0.44,0.12638492138170945,9.881719741484313,3.9913452118494744e-05,0.006507183635547458,8.414454471430574e-06,0.0289,0.000309,1.014,0.026553,0.18637,4.4489,0.000106,0.00085341,28.9,6.031363088057901,0.39324487334137515,2000000000000.0,829.0,326.0,10.0,1.0
0.46,0.1320948461718552,9.87675866840299,4.327481691061846e-05,0.006734814132322241,8.927322174432265e-06,0.0289,0.000309,1.014,0.026553,0.18637,4.4489,0.000106,0.00085341,28.9,6.031363088057901,0.39324487334137515,2000000000000.0,829.0,326.0,10.0,1.0
0.48,0.13780190018704358,9.871828035683368,4.6743018767616926e-05,0.006957494329815782,9.438307056009494e-06,0.0289,0.000309,1.014,0.026553,0.18637,4.4489,0.000106,0.00085341,28.9,6.031363088057901,0.39324487334137515,2000000000000.0,829.0,326.0,10.0,1.0
0.5,0.14350610084903928,9.866927226708114,5.031506434322118e-05,0.007175329996739233,9.946660430672243e-06,0.0289,0.000309,1.014,0.026553,0.18637,4.4489,0.000106,0.00085341,28.9,6.031363088057901,0.39324487334137515,2000000000000.0,829.0,326.0,10.0,1.0
0.52,0.149207465226969,9.862055638013622,5.398802688653864e-05,0.00738842461427303,1.045171695531781e-05,0.0289,0.000309,1.014,0.026553,0.18637,4.4489,0.000106,0.00085341,28.9,6.031363088057901,0.39324487334137515,2000000000000.0,829.0,326.0,10.0,1.0
0.54,0.15490601004484605,9.857212679005666,5.775904479486481e-05,0.007596879427775906,1.0952887130968308e-05,0.0289,0.000309,1.014,0.026553,0.18637,4.4489,0.000106,0.00085341,28.9,6.031363088057901,0.39324487334137515,2000000000000.0,829.0,326.0,10.0,1.0
0.56,0.16060175168896246,9.85239777167994,6.162532019157857e-05,0.007800793497674889,1.144964974774332e-05,0.0289,0.000309,1.014,0.026553,0.18637,4.4489,0.000106,0.00085341,28.9,6.031363088057901,0.39324487334137515,2000000000000.0,829.0,326.0,10.0,1.0
0.58,0.16629470621502748,9.847610350353408,6.558411755803027e-05,0.008000263747539548,1.1941546783102077e-05,0.0289,0.000309,1.014,0.026553,0.18637,4.4489,0.000106,0.00085341,28.9,6.031363088057901,0.39324487334137515,2000000000000.0,829.0,326.0,10.0,1.0
0.6,0.17198488935528491,9.842849861395404,6.963276236506095e-05,0.008195385012949155,1.2428176390710139e-05,0.0289,0.000309,1.014,0.026553,0.18637,4.4489,0.000106,0.00085341,28.9,6.031363088057901,0.39324487334137515,2000000000000.0,829.0,326.0,10.0,1.0
0.62,0.1776723165253392,9.838115762971114,7.376863976651303e-05,0.00838625008709491,1.2909188784371158e-05,0.0289,0.000309,1.014,0.026553,0.18637,4.4489,0.000106,0.00085341,28.9,6.031363088057901,0.39324487334137515,2000000000000.0,829.0,326.0,10.0,1.0
0.64,0.18335700283095693,9.833407524785212,7.798919329410567e-05,0.00857294976695341,1.3384280612490866e-05,0.0289,0.000309,1.014,0.026553,0.18637,4.4489,0.000106,0.00085341,28.9,6.031363088057901,0.39324487334137515,2000000000000.0,829.0,326.0,10.0,1.0
0.66,0.18903896307462908,9.828724627835328,8.229192360185949e-05,0.008755572897065642,1.3853191120173223e-05,0.0289,0.000309,1.014,0.026553,0.18637,4.4489,0.000106,0.00085341,28.9,6.031363088057901,0.39324487334137515,2000000000000.0,829.0,326.0,10.0,1.0
0.68,0.19471821176198048,9.824066564171547,8.667438724095032e-05,0.008934206412071525,1.431569885629797e-05,0.0289,0.000309,1.014,0.026553,0.18637,4.4489,0.000106,0.00085341,28.9,6.031363088057901,0.39324487334137515,2000000000000.0,829.0,326.0,10.0,1.0
0.7,0.20039476310822812,9.81943283665281,9.11341954198751e-05,0.009108935380665966,1.4771616109364787e-05,0.0289,0.000309,1.014,0.026553,0.18637,4.4489,0.000106,0.00085341,28.9,6.031363088057901,0.39324487334137515,2000000000000.0,829.0,326.0,10.0,1.0
0.72,0.2060686310442543,9.814822958719727,9.566901284663059e-05,0.009279843045294254,1.5220787030060953e-05,0.0289,0.000309,1.014,0.026553,0.18637,4.4489,0.000106,0.00085341,28.9,6.031363088057901,0.39324487334137515,2000000000000.0,829.0,326.0,10.0,1.0
0.74,0.2117398292226431,9.810236454168152,0.00010027655657544079,0.009447010862093286,1.5663084778563217e-05,0.0289,0.000309,1.014,0.026553,0.18637,4.4489,0.000106,0.00085341,28.9,6.031363088057901,0.39324487334137515,2000000000000.0,829.0,326.0,10.0,1.0
0.76,0.21740837102371524,9.805672856922255,0.00010495459485124156,0.009610518541375356,1.6098407528737384e-05,0.0289,0.000309,1.014,0.026553,0.18637,4.4489,0.000106,0.00085341,28.9,6.031363088057901,0.39324487334137515,2000000000000.0,829.0,326.0,10.0,1.0
0.78,0.22307426956119727,9.801131710822702,0.00010970094603015036,0.009770444084432709,1.6526677231738232e-05,0.0289,0.000309,1.014,0.026553,0.18637,4.4489,0.000106,0.00085341,28.9,6.031363088057901,0.39324487334137515,2000000000000.0,829.0,326.0,10.0,1.0
0.8,0.2287375376879267,9.796612569412712,0.00011451347748978196,0.009926863821257612,1.6947836973787195e-05,0.0289,0.000309,1.014,0.026553,0.18637,4.4489,0.000106,0.00085341,28.9,6.031363088057901,0.39324487334137515,2000000000000.0,829.0,326.0,10.0,1.0
0.82,0.2343981880014821,9.792114995726813,0.00011939010455333013,0.010079852447891455,1.736184811058285e-05,0.0289,0.000309,1.014,0.026553,0.18637,4.4489,0.000106,0.00085341,28.9,6.031363088057901,0.39324487334137515,2000000000000.0,829.0,326.0,10.0,1.0
0.84,0.24005623284948216,9.787638562093083,0.00012432878948166873,0.01022948306061568,1.7768689540852527e-05,0.0289,0.000309,1.014,0.026553,0.18637,4.4489,0.000106,0.00085341,28.9,6.031363088057901,0.39324487334137515,2000000000000.0,829.0,326.0,10.0,1.0
0.86,0.2457116843349764,9.783182849931038,0.00012932754044395,0.010375827191560306,1.816835527780626e-05,0.0289,0.000309,1.014,0.026553,0.18637,4.4489,0.000106,0.00085341,28.9,6.031363088057901,0.39324487334137515,2000000000000.0,829.0,326.0,10.0,1.0
0.88,0.25136455432166765,9.778747449556164,0.0001343844105217727,0.010518954842931423,1.8560852641670154e-05,0.0289,0.000309,1.014,0.026553,0.18637,4.4489,0.000106,0.00085341,28.9,6.031363088057901,0.39324487334137515,2000000000000.0,829.0,326.0,10.0,1.0
0.9,0.2570148544389039,9.774331959993585,0.000139497496759683,0.010658934519232064,1.8946201555480206e-05,0.0289,0.000309,1.014,0.026553,0.18637,4.4489,0.000106,0.00085341,28.9,6.031363088057901,0.39324487334137515,2000000000000.0,829.0,326.0,10.0,1.0
0.92,0.26266259608675446,9.769935988787989,0.0001446649391969218,0.01079583326060939,1.9324432625444807e-05,0.0289,0.000309,1.014,0.026553,0.18637,4.4489,0.000106,0.00085341,28.9,6.031363088057901,0.39324487334137515,2000000000000.0,829.0,326.0,10.0,1.0
0.94,0.26830779044085074,9.76555915182276,0.00014988491994594408,0.010929716674260978,1.9695586127783773e-05,0.0289,0.000309,1.014,0.026553,0.18637,4.4489,0.000106,0.00085341,28.9,6.031363088057901,0.39324487334137515,2000000000000.0,829.0,326.0,10.0,1.0
0.96,0.27395044845713,9.761201073142878,0.00015515566228997576,0.011060648965124454,2.0059711184962943e-05,0.0289,0.000309,1.014,0.026553,0.18637,4.4489,0.000106,0.00085341,28.9,6.031363088057901,0.39324487334137515,2000000000000.0,829.0,326.0,10.0,1.0
0.98,0.2795905808764639,9.756861384781761,0.00016047542980097886,0.011188692966116198,2.041686436813027e-05,0.0289,0.000309,1.014,0.026553,0.18637,4.4489,0.000106,0.00085341,28.9,6.031363088057901,0.39324487334137515,2000000000000.0,829.0,326.0,10.0,1.0
1.0,0.2852281982294253,9.752539726583274,0.00016584252543278816,0.011313910168973472,2.0767108863418923e-05,0.0289,0.000309,1.014,0.026553,0.18637,4.4489,0.000106,0.00085341,28.9,6.031363088057901,0.39324487334137515,2000000000000.0,829.0,326.0,10.0,1.0
1.02,0.290863310840485,9.748235746045188,0.00017125529072344926,0.011436360751287362,2.1110513986305617e-05,0.0289,0.000309,1.014,0.026553,0.18637,4.4489,0.000106,0.00085341,28.9,6.031363088057901,0.39324487334137515,2000000000000.0,829.0,326.0,10.0,1.0
1.04,0.29649592883259607,9.743949098147674,0.00017671210492168284,0.011556103606442311,2.1447153817596253e-05,0.0289,0.000309,1.014,0.026553,0.18637,4.4489,0.000106,0.00085341,28.9,6.031363088057901,0.39324487334137515,2000000000000.0,829.0,326.0,10.0,1.0
1.06,0.30212606213132726,9.739679445199444,0.0001822113842027504,0.011673196369957457,2.177710729902837e-05,0.0289,0.000309,1.014,0.026553,0.18637,4.4489,0.000106,0.00085341,28.9,6.031363088057901,0.39324487334137515,2000000000000.0,829.0,326.0,10.0,1.0
1.08,0.3077537204691361,9.735426456678232,0.00018775158085574542,0.011787695447098866,2.2100457566434315e-05,0.0289,0.000309,1.014,0.026553,0.18637,4.4489,0.000106,0.00085341,28.9,6.031363088057901,0.39324487334137515,2000000000000.0,829.0,326.0,10.0,1.0
1.1,0.3133789133892269,9.731189809086462,0.00019333118254870148,0.011899656038101126,2.2417290737726146e-05,0.0289,0.000309,1.014,0.026553,0.18637,4.4489,0.000106,0.00085341,28.9,6.031363088057901,0.39324487334137515,2000000000000.0,829.0,326.0,10.0,1.0
1.12,0.3190016502498421,9.726969185791178,0.00019894871151294815,0.012009132165792913,2.2727695454857596e-05,0.0289,0.000309,1.014,0.026553,0.18637,4.4489,0.000106,0.00085341,28.9,6.031363088057901,0.39324487334137515,2000000000000.0,829.0,326.0,10.0,1.0
1.14,0.32462194022873136,9.722764276857506,0.00020460272369444068,0.012116176704213643,2.3031762714626815e-05,0.0289,0.000309,1.014,0.026553,0.18637,4.4489,0.000106,0.00085341,28.9,6.031363088057901,0.39324487334137515,2000000000000.0,829.0,326.0,10.0,1.0
1.16,0.3302397923266572,9.718574778917828,0.00021029180808743687,0.01222084140125747,2.3329585330163966e-05,0.0289,0.000309,1.014,0.026553,0.18637,4.4489,0.000106,0.00085341,28.9,6.031363088057901,0.39324487334137515,2000000000000.0,829.0,326.0,10.0,1.0
1.18,0.33585521536909624,9.714400395108742,0.0002160145864139205,0.01232317688924763,2.3621258516257727e-05,0.0289,0.000309,1.014,0.026553,0.18637,4.4489,0.000106,0.00085341,28.9,6.031363088057901,0.39324487334137515,2000000000000.0,829.0,326.0,10.0,1.0
1.2,0.3414682180129407,9.710240834820526,0.00022176971184665367,0.012423232728588635,2.3906878120260687e-05,0.0289,0.000309,1.014,0.026553,0.18637,4.4489,0.000106,0.00085341,28.9,6.031363088057901,0.39324487334137515,2000000000000.0,829.0,326.0,10.0,1.0
1.22,0.3470788087498575,9.706095813571906,0.00022755586837136348,0.012521057429312442,2.4186540427360494e-05,0.0289,0.000309,1.014,0.026553,0.18637,4.4489,0.000106,0.00085341,28.9,6.031363088057901,0.39324487334137515,2000000000000.0,829.0,326.0,10.0,1.0
1.24,0.3526869959074651,9.701965052966823,0.00023337177056699838,0.01261669845811772,2.4460343110358254e-05,0.0289,0.000309,1.014,0.026553,0.18637,4.4489,0.000106,0.00085341,28.9,6.031363088057901,0.39324487334137515,2000000000000.0,829.0,326.0,10.0,1.0
1.26,0.35829278765357053,9.69784828053626,0.00023921616280001684,0.012710202265728138,2.4728384609331516e-05,0.0289,0.000309,1.014,0.026553,0.18637,4.4489,0.000106,0.00085341,28.9,6.031363088057901,0.39324487334137515,2000000000000.0,829.0,326.0,10.0,1.0
1.28,0.36389619200160306,9.693745229535216,0.0002450878181897194,0.012801614322191021,2.499076289509731e-05,0.0289,0.000309,1.014,0.026553,0.18637,4.4489,0.000106,0.00085341,28.9,6.031363088057901,0.39324487334137515,2000000000000.0,829.0,326.0,10.0,1.0
1.3,0.36949721681277287,9.689655638862508,0.0002509855382001372,0.012890979130492307,2.5247575806752204e-05,0.0289,0.000309,1.014,0.026553,0.18637,4.4489,0.000106,0.00085341,28.9,6.031363088057901,0.39324487334137515,2000000000000.0,829.0,326.0,10.0,1.0
1.32,0.37509586979682413,9.685579253033149,0.0002569081525001924,0.012978340231023705,2.5498921728471396e-05,0.0289,0.000309,1.014,0.026553,0.18637,4.4489,0.000106,0.00085341,28.9,6.031363088057901,0.39324487334137515,2000000000000.0,829.0,326.0,10.0,1.0
1.34,0.3806921585186476,9.681515821931313,0.0002628545177044604,0.0130637402444692,2.5744898240047446e-05,0.0289,0.000309,1.014,0.026553,0.18637,4.4489,0.000106,0.00085341,28.9,6.031363088057901,0.39324487334137515,2000000000000.0,829.0,326.0,10.0,1.0
1.36,0.3862860904127904,9.677465100269696,0.00026882351462005063,0.01314722096473266,2.5985601508769252e-05,0.0289,0.000309,1.014,0.026553,0.18637,4.4489,0.000106,0.00085341,28.9,6.031363088057901,0.39324487334137515,2000000000000.0,829.0,326.0,10.0,1.0
1.38,0.391877672727449,9.673426849677037,0.00027481405887837956,0.013228822999658187,2.6221129812395634e-05,0.0289,0.000309,1.014,0.026553,0.18637,4.4489,0.000106,0.00085341,28.9,6.031363088057901,0.39324487334137515,2000000000000.0,829.0,326.0,10.0,1.0
1.4,0.39746691263598394,9.66940083454238,0.0002808250797713311,0.013308586485815383,2.6451577662498657e-05,0.0289,0.000309,1.014,0.026553,0.18637,4.4489,0.000106,0.00085341,28.9,6.031363088057901,0.39324487334137515,2000000000000.0,829.0,326.0,10.0,1.0
1.42,0.40305381714345856,9.665386825497688,0.00028685553798640703,0.013386550489707572,2.6677040186065134e-05,0.0289,0.000309,1.014,0.026553,0.18637,4.4489,0.000106,0.00085341,28.9,6.031363088057901,0.39324487334137515,2000000000000.0,829.0,326.0,10.0,1.0
1.44,0.4086383931287307,9.661384597849535,0.0002929044176205706,0.013462753277339827,2.6897611358212132e-05,0.0289,0.000309,1.014,0.026553,0.18637,4.4489,0.000106,0.00085341,28.9,6.031363088057901,0.39324487334137515,2000000000000.0,829.0,326.0,10.0,1.0
1.46,0.41422064734387654,9.65739393160097,0.00029897072629283985,0.013537232310203755,2.7113384676168048e-05,0.0289,0.000309,1.014,0.026553,0.18637,4.4489,0.000106,0.00085341,28.9,6.031363088057901,0.39324487334137515,2000000000000.0,829.0,326.0,10.0,1.0
1.48,0.41980058641512996,9.653414611415851,0.00030505349496057736,0.0136100242518288,2.7324452059590483e-05,0.0289,0.000309,1.014,0.026553,0.18637,4.4489,0.000106,0.00085341,28.9,6.031363088057901,0.39324487334137515,2000000000000.0,829.0,326.0,10.0,1.0
1.5,0.4253782168426189,9.649446426628849,0.000311151777971035,0.013681164965944098,2.7530904159111685e-05,0.0289,0.000309,1.014,0.026553,0.18637,4.4489,0.000106,0.00085341,28.9,6.031363088057901,0.39324487334137515,2000000000000.0,829.0,326.0,10.0,1.0
1.52,0.43095354500096655,9.645489171223124,0.0003172646529478492,0.013750689520278402,2.7732830427683464e-05,0.0289,0.000309,1.014,0.026553,0.18637,4.4489,0.000106,0.00085341,28.9,6.031363088057901,0.39324487334137515,2000000000000.0,829.0,326.0,10.0,1.0
1.54,0.43652657716612847,9.64154264283134,0.0003233912157076859,0.013818632357668286,2.79303195053951e-05,0.0289,0.000309,1.014,0.026553,0.18637,4.4489,0.000106,0.00085341,28.9,6.031363088057901,0.39324487334137515,2000000000000.0,829.0,326.0,10.0,1.0
1.56,0.4420973194941707,9.637606643525631,0.000329530584279964,0.013885027160752295,2.8123458915174008e-05,0.0289,0.000309,1.014,0.026553,0.18637,4.4489,0.000106,0.00085341,28.9,6.031363088057901,0.39324487334137515,2000000000000.0,829.0,326.0,10.0,1.0
1.58,0.44766577801129387,9.633680980188922,0.00033568190079643945,0.013949906788366617,2.8312334919741293e-05,0.0289,0.000309,1.014,0.026553,0.18637,4.4489,0.000106,0.00085341,28.9,6.031363088057901,0.39324487334137515,2000000000000.0,829.0,326.0,10.0,1.0
1.6,0.45323195862256316,9.629765464189978,0.0003418443298375998,0.014013303331206255,2.849703264679224e-05,0.0289,0.000309,1.014,0.026553,0.18637,4.4489,0.000106,0.00085341,28.9,6.031363088057901,0.39324487334137515,2000000000000.0,829.0,326.0,10.0,1.0
1.62,0.45879586713628756,9.625859910475508,0.0003480170538118534,0.014075248267608993,2.867763574044249e-05,0.0289,0.000309,1.014,0.026553,0.18637,4.4489,0.000106,0.00085341,28.9,6.031363088057901,0.39324487334137515,2000000000000.0,829.0,326.0,10.0,1.0
1.64,0.46435750929718606,9.621964136335015,0.0003541992666690628,0.014135772675494544,2.885422588703154e-05,0.0289,0.000309,1.014,0.026553,0.18637,4.4489,0.000106,0.00085341,28.9,6.031363088057901,0.39324487334137515,2000000000000.0,829.0,326.0,10.0,1.0
1.66,0.4699168907079904,9.61807796432038,0.0003603901887601675,0.014194906731393824,2.90268839360037e-05,0.0289,0.000309,1.014,0.026553,0.18637,4.4489,0.000106,0.00085341,28.9,6.031363088057901,0.39324487334137515,2000000000000.0,829.0,326.0,10.0,1.0
1.68,0.47547401685915913,9.61420122113929,0.00036658906120509786,0.014252679900326583,2.919568947507243e-05,0.0289,0.000309,1.014,0.026553,0.18637,4.4489,0.000106,0.00085341,28.9,6.031363088057901,0.39324487334137515,2000000000000.0,829.0,326.0,10.0,1.0
1.7,0.48102889313504577,9.610333737425552,0.0003727951447239941,0.014309120975197678,2.9360720779710307e-05,0.0289,0.000309,1.014,0.026553,0.18637,4.4489,0.000106,0.00085341,28.9,6.031363088057901,0.39324487334137515,2000000000000.0,829.0,326.0,10.0,1.0
1.72,0.4865815248709492,9.606475345614871,0.00037900770882856767,0.014364258441101124,2.952205446625466e-05,0.0289,0.000309,1.014,0.026553,0.18637,4.4489,0.000106,0.00085341,28.9,6.031363088057901,0.39324487334137515,2000000000000.0,829.0,326.0,10.0,1.0
1.74,0.4921319172892089,9.602625882324295,0.0003852260439293935,0.014418120067245058,2.9679765880481148e-05,0.0289,0.000309,1.014,0.026553,0.18637,4.4489,0.000106,0.00085341,28.9,6.031363088057901,0.39324487334137515,2000000000000.0,829.0,326.0,10.0,1.0
1.76,0.4976800755000675,9.598785188320093,0.0003914494611724953,0.014470732912459582,2.983392909235911e-05,0.0289,0.000309,1.014,0.026553,0.18637,4.4489,0.000106,0.00085341,28.9,6.031363088057901,0.39324487334137515,2000000000000.0,829.0,326.0,10.0,1.0
1.78,0.5032260045130388,9.594953108094483,0.00039767729028556233,0.014522123397789827,2.9984616826927642e-05,0.0289,0.000309,1.014,0.026553,0.18637,4.4489,0.000106,0.00085341,28.9,6.031363088057901,0.39324487334137515,2000000000000.0,829.0,326.0,10.0,1.0
1.8,0.5087697098246705,9.591129468129749,0.00040390877126317265,0.01457232102692436,3.0131908541437657e-05,0.0289,0.000309,1.014,0.026553,0.18637,4.4489,0.000106,0.00085341,28.9,6.031363088057901,0.39324487334137515,2000000000000.0,829.0,326.0,10.0,1.0
1.82,0.5143111947883252,9.587314174126831,0.0004101435382716053,0.014621341745405893,3.0275852628932176e-05,0.0289,0.000309,1.014,0.026553,0.18637,4.4489,0.000106,0.00085341,28.9,6.031363088057901,0.39324487334137515,2000000000000.0,829.0,326.0,10.0,1.0
1.84,0.5198504654207678,9.583507033336677,0.0004163807355757587,0.014669218348424757,3.041653597956535e-05,0.0289,0.000309,1.014,0.026553,0.18637,4.4489,0.000106,0.00085341,28.9,6.031363088057901,0.39324487334137515,2000000000000.0,829.0,326.0,10.0,1.0
1.86,0.5253875262099056,9.579707909526697,0.00042261978873377225,0.014715973958283434,3.055402354598435e-05,0.0289,0.000309,1.014,0.026553,0.18637,4.4489,0.000106,0.00085341,28.9,6.031363088057901,0.39324487334137515,2000000000000.0,829.0,326.0,10.0,1.0
1.88,0.5309223816391364,9.575916666628396,0.0004288601240800568,0.014761631669293871,3.068838010185881e-05,0.0289,0.000309,1.014,0.026553,0.18637,4.4489,0.000106,0.00085341,28.9,6.031363088057901,0.39324487334137515,2000000000000.0,829.0,326.0,10.0,1.0
1.9,0.5364550361655595,9.572133169530328,0.0004351011724766669,0.014806214412511752,3.08196693769631e-05,0.0289,0.000309,1.014,0.026553,0.18637,4.4489,0.000106,0.00085341,28.9,6.031363088057901,0.39324487334137515,2000000000000.0,829.0,326.0,10.0,1.0
1.92,0.5419854942573666,9.56835728271736,0.0004413423628759094,0.01484974518785381,3.0947955541383744e-05,0.0289,0.000309,1.014,0.026553,0.18637,4.4489,0.000106,0.00085341,28.9,6.031363088057901,0.39324487334137515,2000000000000.0,829.0,326.0,10.0,1.0
1.94,0.5475137603857542,9.564588870565029,0.0004475831237128484,0.014892247013887333,3.1073302884462925e-05,0.0289,0.000309,1.014,0.026553,0.18637,4.4489,0.000106,0.00085341,28.9,6.031363088057901,0.39324487334137515,2000000000000.0,829.0,326.0,10.0,1.0
1.96,0.5530398387954739,9.560827805805987,0.0004538229248030171,0.014933741479282954,3.1195771984784714e-05,0.0289,0.000309,1.014,0.026553,0.18637,4.4489,0.000106,0.00085341,28.9,6.031363088057901,0.39324487334137515,2000000000000.0,829.0,326.0,10.0,1.0
1.98,0.5585637335821668,9.557073966675937,0.00046006126321042784,0.014974249231143684,3.131542097744907e-05,0.0289,0.000309,1.014,0.026553,0.18637,4.4489,0.000106,0.00085341,28.9,6.031363088057901,0.39324487334137515,2000000000000.0,829.0,326.0,10.0,1.0
