Infected_M2_macrophages_5_task1,Infected_tumour_cells_2_task1,M1_macrophages_3_task1,Oncolytic_viruses_6_task1,Uninfected_M2_macrophages_4_task1,Uninfected_tumour_cells_1_task1,_1_task1
1.6404799166549616e-09,2.0706374755216227e-08,2.4851473072410856e-07,2.895500082099081e-07,3.896821777165382e-06,0.0017176268873228867,2.0
1.6103591306580061e-09,2.0363540794228472e-08,2.2018367090952167e-07,2.5628394435746334e-07,4.098459013784145e-06,0.0018276958255460667,2.1
1.578283892388656e-09,2.0008967067635012e-08,1.9509054945066122e-07,2.2871955241578173e-07,4.306840576924065e-06,0.0019448559915714566,2.2
1.5449297046002395e-09,1.9647969036740833e-08,1.7288198494901073e-07,2.0581463325072523e-07,4.5225543595810865e-06,0.0020695642524734092,2.3000000000000003
1.5108650062056724e-09,1.9285074450963485e-08,1.5324077282452364e-07,1.867205679899211e-07,4.74618660854161e-06,0.002202307086857196,2.4000000000000004
1.4765650442637116e-09,1.8924137916554135e-08,1.3588264790284944e-07,1.707464906122385e-07,4.978324506959477e-06,0.002343602513229048,2.5
1.4424248543171174e-09,1.856844042597189e-08,1.2055325593586397e-07,1.5733022779660727e-07,5.21955867407893e-06,0.002494002125622362,2.6
1.4087706293180096e-09,1.822077638323477e-08,1.070253158441573e-07,1.460143033593705e-07,5.470485616137577e-06,0.0026540932904110404,2.7
1.3758700392505825e-09,1.7883528985970195e-08,9.509601703533128e-08,1.36426681122075e-07,5.731710080074894e-06,0.002824501453914292,2.8000000000000003
1.3439412875193215e-09,1.755873673580299e-08,8.458459444247844e-08,1.282647958519747e-07,6.003847368607612e-06,0.003005892627444051,2.9000000000000004
1.3131610915541133e-09,1.7248151288387112e-08,7.533012503429551e-08,1.2128274270705152e-07,6.28752557393048e-06,0.0031989760103657222,3.0
1.2836716501652803e-09,1.695328869227013e-08,6.718950220496261e-08,1.1528072762630113e-07,6.583387769136513e-06,0.0034045067927316653,3.1
1.2555867388272384e-09,1.667547475737549e-08,6.00355882564223e-08,1.1009648848896497e-07,6.892094157363801e-06,0.0036232891451989926,3.2
1.2289969889125696e-09,1.641588531402931e-08,5.375554293048591e-08,1.0559833696782072e-07,7.214324175090031e-06,0.003856179389340909,3.3000000000000003
1.2039744663370416e-09,1.617558229789578e-08,4.8249314702848694e-08,1.0167952295286586e-07,7.550778559927418e-06,0.0041040893626355405,3.4000000000000004
1.1805767139109276e-09,1.5955546921094565e-08,4.342825858188544e-08,9.825356630440783e-08,7.902181420336019e-06,0.004367990030996313,3.5
1.1588502099324447e-09,1.575670962237216e-08,3.9213912006170167e-08,9.525056231628432e-08,8.269282266667303e-06,0.004648915294861872,3.6
1.1388334537570684e-09,1.557997842060269e-08,3.553687795699266e-08,9.261411430180847e-08,8.652858057333517e-06,0.004947966063576439,3.7
1.1205596555904896e-09,1.5426265572298734e-08,3.2335834111793975e-08,9.029889743617936e-08,9.053715234296378e-06,0.005266314565054782,3.8000000000000003
1.1040591671000157e-09,1.5296513543826805e-08,2.955663277788261e-08,8.826864104527337e-08,9.47269178661212e-06,0.005605208948995897,3.9000000000000004
1.0893616501842276e-09,1.5191720539648494e-08,2.715150753593546e-08,8.649454778144694e-08,9.910659319099674e-06,0.005965978154447778,4.0
1.0764981010300247e-09,1.5112966528585792e-08,2.507835393355457e-08,8.495398647061639e-08,1.0368525167971596e-05,0.006350037115177692,4.1000000000000005
1.065502724723927e-09,1.5061439883703402e-08,2.330009701477156e-08,8.362947207493059e-08,1.0847234531579128e-05,0.006758892237907429,4.2
1.056414763953246e-09,1.5038465857259502e-08,2.1784119737003116e-08,8.25078390401563e-08,1.13477726701401e-05,0.007194147279549947,4.3
1.0492802817704237e-09,1.5045536938264615e-08,2.0501761558655492e-08,8.157960375114284e-08,1.1871167131815646e-05,0.0076575095154043675,4.4
1.0441539892325606e-09,1.5084346442413083e-08,1.9427866746210557e-08,8.083846281945399e-08,1.2418490058721802e-05,0.008150796334430997,4.5
1.0411011373018793e-09,1.5156825793355942e-08,1.854038728791043e-08,8.028092126027812e-08,1.2990860546771153e-05,0.00867594219720865,4.6000000000000005
1.0401995461219344e-09,1.5265186870474946e-08,1.7820031317414645e-08,7.990602656828026e-08,1.358944708532733e-05,0.009235006030679395,4.7
1.041541826728245e-09,1.541197027963868e-08,1.7249945722005605e-08,7.971518074589486e-08,1.421547007957936e-05,0.009830179042771182,4.800000000000001
1.0452378369211865e-09,1.5600101029642523e-08,1.681544452875129e-08,7.971205104892483e-08,1.4870204446722101e-05,0.01046379297053528,4.9
1.0514174938872557e-09,1.5832953851472497e-08,1.6503761878540025e-08,7.990254320136735e-08,1.5554982336286002e-05,0.011138328878508795,5.0
1.0602339686239365e-09,1.6114428920068547e-08,1.6303835679801153e-08,8.02948385550788e-08,1.6271195905460864e-05,0.011856426291399366,5.1000000000000005
1.0718674352850504e-09,1.644904268288729e-08,1.620612057790779e-08,8.089952204594794e-08,1.7020300269320557e-05,0.012620893074101514,5.2
1.0865293976217745e-09,1.6842033541182668e-08,1.6202418041522372e-08,8.172974958398707e-08,1.78038164862188e-05,0.01343471554109489,5.300000000000001
1.1044678548683408e-09,1.7299489900431938e-08,1.6285732475779583e-08,8.280151764321442e-08,1.8623334735119513e-05,0.014301069360398273,5.4
1.1259734143658732e-09,1.7828502846988095e-08,1.645014170966422e-08,8.413399875777562e-08,1.948051759243055e-05,0.015223330897179454,5.5
1.1513866211944498e-09,1.8437350872631587e-08,1.6690685224854275e-08,8.574997912136618e-08,2.037710347257069e-05,0.016205089219122046,5.6000000000000005
1.1811066488458585e-09,1.9135720511883117e-08,1.7003268637403734e-08,8.76763965274e-08,2.131491015797463e-05,0.017250158481215826,5.7
1.2156018717596176e-09,1.9934976701644005e-08,1.7384580368130417e-08,8.994501242544224e-08,2.229583852093056e-05,0.01836259102687133,5.800000000000001
1.2554226059870795e-09,2.084849079698343e-08,1.783201899942428e-08,9.25932335834334e-08,2.3321876417748883e-05,0.01954669110630296,5.9
1.3012167821356996e-09,2.189204693530836e-08,1.8343634266207173e-08,9.566513395575382e-08,2.4395102747019906e-05,0.020807029160707292,6.0
1.3537485838011115e-09,2.3084328549996256e-08,1.8918077384800115e-08,9.921267424092728e-08,2.5517691612357607e-05,0.022148456410682565,6.1000000000000005
1.4139221126835876e-09,2.444754031097248e-08,1.9554560297617802e-08,1.0329725442280746e-07,2.6691916814757693e-05,0.023576120496713825,6.2
1.4828097255135901e-09,2.600815815312988e-08,2.0252825680611282e-08,1.0799157353166136e-07,2.79201563910054e-05,0.025095481119419723,6.300000000000001
1.5616875268212315e-09,2.7797875242706728e-08,2.1013125231470653e-08,1.133819546738091e-07,2.9204897432537782e-05,0.02671232642913482,6.4
1.652079443662264e-09,2.985478515843594e-08,2.183620753517125e-08,1.1957122687264387e-07,3.0548741097148363e-05,0.028432789776164646,6.5
1.7558120484144974e-09,3.222486428837696e-08,2.2723315538552186e-08,1.2668229991246576e-07,3.195440782249691e-05,0.03026336676355845,6.6000000000000005
1.875083426917095e-09,3.4963847729396345e-08,2.3676194392593933e-08,1.348626400119956e-07,3.34247427725071e-05,0.03221093259455585,6.7
2.0125502461589737e-09,3.813961872325654e-08,2.4697110916181334e-08,1.4428990712632987e-07,3.496272152891321e-05,0.03428275962283158,6.800000000000001
2.1714375506272347e-09,4.183524442653207e-08,2.5788886235008395e-08,1.5517904113207124e-07,3.657145599074867e-05,0.03648653485070682,6.9
2.3556787548257732e-09,4.615287653368518e-08,2.6954944040705264e-08,1.6779125318705027e-07,3.8254200510577824e-05,0.03883037728818125,7.0
2.5700951193305944e-09,5.1218790132824556e-08,2.8199377723504982e-08,1.8244550962761024e-07,4.001435829925976e-05,0.0413228550999325,7.1000000000000005
2.820626551337598e-09,5.718991424180491e-08,2.952704072739833e-08,1.9953323041826292e-07,4.1855488047628324e-05,0.04397300215982236,7.2
3.1146302639400957e-09,6.426234840428504e-08,3.094366603333392e-08,2.195372252777456e-07,4.3781310780951144e-05,0.04679033383994382,7.300000000000001
3.4612698934236746e-09,7.268254645732739e-08,3.245602281854057e-08,2.430562410309968e-07,4.579571693587883e-05,0.049784861745365346,7.4
3.872025322564198e-09,8.27620854698416e-08,3.407212106596669e-08,2.7083696841734395e-07,4.790277363400953e-05,0.052967107051448775,7.5
4.3613647976303995e-09,9.489729107738377e-08,3.580147864448399e-08,3.038160201878625e-07,5.0106732115207465e-05,0.0563481120573512,7.6000000000000005
4.947636140022671e-09,1.0959546765462213e-07,3.765547037894823e-08,3.4317529457528006e-07,5.241203527467968e-05,0.05993944952203373,7.7
5.654257145438357e-09,1.2751021411387272e-07,3.964778621215413e-08,3.904155130916118e-07,5.4823325229025196e-05,0.06375322929782874,7.800000000000001
6.511316808515204e-09,1.4948930825048498e-07,4.179503554065798e-08,4.4745457501119627e-07,5.7345450790261816e-05,0.06780210170043059,7.9
7.557741633789833e-09,1.7664000614266144e-07,4.4117547845744004e-08,5.167598347377871e-07,5.998347467551777e-05,0.07209925700943969,8.0
8.844250545114932e-09,2.1041882422170245e-07,4.664044086414462e-08,6.015274169732765e-07,6.27426802018431e-05,0.07665842039874002,8.1
1.0437415753562193e-08,2.527559064824465e-07,4.939505544644854e-08,7.059271043152943e-07,6.56285770997275e-05,0.08149384153361629,8.200000000000001
1.2425278847875793e-08,3.062283839031965e-07,5.2420893871835494e-08,8.354387505549874e-07,6.864690591981855e-05,0.08662027801606999,8.3
1.4925189674459573e-08,3.743042544600967e-07,5.576826150453333e-08,9.973187250652264e-07,7.180364024766332e-05,0.09205297172656737,8.4
1.8094826830069926e-08,4.6168793571448735e-07,5.9501891189732866e-08,1.2012510427234984e-06,7.51049855908742e-05,0.09780761706297567,8.5
2.214781703070366e-08,5.748138277249762e-07,6.370595450690412e-08,1.4602635510618968e-06,7.855737325202545e-05,0.10390031997071222,8.6
2.7376066562647645e-08,7.225574153711965e-07,6.849104944382607e-08,1.7920281550315479e-06,8.216744667305506e-05,0.11034754651181113,8.700000000000001
3.418196958599798e-08,9.172687378892052e-07,7.400402526948126e-08,2.220721738073958e-06,8.59420364836545e-05,0.11716605959919293,8.8
4.312523620819579e-08,1.176286374530935e-06,8.04419043970229e-08,2.779710587103234e-06,8.988811859362807e-05,0.12437284237773354,8.9
5.499166181756889e-08,1.5241775836575405e-06,8.807180240859245e-08,3.5154610438508186e-06,9.401274663213495e-05,0.1319850063524977,9.0
7.089493668579319e-08,1.996079638535285e-06,9.725965398688698e-08,4.493281679152249e-06,9.832294552833519e-05,0.14001968215916585,9.1
9.2428915271465e-08,2.642734786423309e-06,1.0851205401281395e-07,5.805840391980429e-06,0.00010282554558323807,0.1484938900736134,9.200000000000001
1.2189743337425013e-07,3.5381469516557892e-06,1.2253775153118329e-07,7.585912439641736e-06,0.00010752692494663419,0.1574243865895387,9.3
1.6266451418856393e-07,4.791339338953578e-06,1.4033889900925016e-07,1.0025646282628577e-05,0.00011243260987243577,0.16682748180758442,9.4
2.1969314230271837e-07,6.56458725762282e-06,1.633477722553615e-07,1.3405964504361535e-05,0.00011754665234298433,0.17671881993696184,9.5
3.0038231429588536e-07,9.101984156474332e-06,1.9363372507914213e-07,1.8141894132005745e-05,0.0001228706559318139,0.18711311109320436,9.600000000000001
4.158795154323092e-07,1.2774644820987987e-05,2.3421958353852683e-07,2.4853154124435756e-05,0.00012840224179611604,0.19802379597403635,9.700000000000001
5.831577166959785e-07,1.8152984190625033e-05,2.8957044814093596e-07,3.447522731812014e-05,0.00013413261579475958,0.20946261362084737,9.8
8.283303986840014e-07,2.6123498688314968e-05,3.6635685319316785e-07,4.843597632962635e-05,0.00014004268233814437,0.22143902361830373,9.9
1.191981946182211e-06,3.8079408955114767e-05,4.746589527778736e-07,6.893943165267725e-05,0.00014609679592265202,0.23395940199796983,10.0
1.7377897201409381e-06,5.6235157098769905e-05,6.298873645687237e-07,9.942667934982172e-05,0.00015223265868976276,0.24702587499899095,10.100000000000001
2.5665125456744754e-06,8.415049744116844e-05,8.558802905153393e-07,0.0001453322225331984,0.00015834493825953554,0.26063455970841803,10.200000000000001
3.8386535826619534e-06,0.0001276125546446128,1.1899516405315773e-06,0.00021533820067716413,0.00016425872999191444,0.27477281348534216,10.3
5.810837372921593e-06,0.00019613400341131202,1.6912067726095882e-06,0.00032347487678629605,0.00016968692546356443,0.28941479755292626,10.4
8.892869546199665e-06,0.00030551849624632264,2.4543831646015565e-06,0.0004926712696731719,0.00017416316046733752,0.30451412402542694,10.5
1.3732877577286548e-05,0.00048228043960406037,3.6331085221159196e-06,0.0007608052335154365,0.00017694109239095102,0.3199913709641002,10.600000000000001
2.1331108657816495e-05,0.0007712805392042651,5.479318056420445e-06,0.0011910743100229625,0.0001768575209019169,0.33571240109740574,10.700000000000001
3.315272971254719e-05,0.0012488692969130901,8.410482959379102e-06,0.001889811669884346,0.00017218905135705915,0.35144989264956306,10.8
5.112003871413328e-05,0.002045159811962721,1.3124597489537227e-05,0.0030369566353759397,0.00016063016663233078,0.36681370755700315,10.9
7.716448075283916e-05,0.0033802233468741873,2.0796073516413228e-05,0.004937262468355683,0.00013974427828210862,0.3811232576746007,11.0
0.00011176918276926857,0.005616959770469596,3.340388718462538e-05,0.008102572445273263,0.00010853951869934968,0.393176912221982,11.100000000000001
0.0001512964495036867,0.009316858270248748,5.425761102727153e-05,0.013370073006299214,7.051665113561197e-05,0.40087660406822107,11.200000000000001
0.00018660276936253618,0.01522729202115214,8.875629104689512e-05,0.022025743404859497,3.575442827522966e-05,0.40082714176258954,11.3
0.00020930422958796043,0.024022312144282167,0.00014522562986404736,0.035796606378908975,1.5273311849406942e-05,0.38851252768309463,11.4
0.00022337931829948833,0.03556051615858844,0.0002351733408314644,0.05640404706225828,9.158365521665233e-06,0.35955483487180234,11.5
0.00024199561951773394,0.04756314949645169,0.00037148030152540386,0.08424476489092776,8.809746910792806e-06,0.31148000708912876,11.600000000000001
0.00027454937339085243,0.05478376346961779,0.0005624872111710608,0.11616566342987862,9.583899646470393e-06,0.24669173327008115,11.700000000000001
0.0003260639922742559,0.051801668528018756,0.0008022609053207561,0.14434532751439103,1.0951680041834685e-05,0.1752009426164705,11.8
0.0003990560367417649,0.039091587660059275,0.0010646371106537644,0.15982960195370854,1.3076551703066781e-05,0.11110398373308866,11.9
0.0004926265671596119,0.02371867534546294,0.001311273259657825,0.159148003809693,1.611695559853762e-05,0.06390265146191212,12.0
0.0006023894466652345,0.012078174953901729,0.0015098319836064358,0.14615075361181612,2.0131380196342648e-05,0.03434153257158723,12.100000000000001
0.0007218917165998678,0.005492968225062731,0.0016455596572376328,0.12743196726467654,2.504960498913211e-05,0.017824680371974558,12.200000000000001
0.0008443387712170991,0.0023734437950161677,0.0017196594132645442,0.10795494356722912,3.070129934711093e-05,0.009196394679409275,12.3
0.0009636767432512476,0.0010234552235813654,0.0017419054362216267,0.09015759416797237,3.685818147443698e-05,0.004819060202032495,12.4
0.0010749644995951533,0.0004550145827177492,0.001724695255872881,0.0748228666566383,4.324745954266637e-05,0.00260193439118494,12.5
0.0011743638176503846,0.00021225950692813775,0.0016800458087975914,0.06196678006276701,4.954159541661023e-05,0.0014594934246665062,12.600000000000001
0.0012590366005752105,0.00010454180897451249,0.0016184531613966824,0.05132811644934832,5.535761934337869e-05,0.0008533647291547642,12.700000000000001
0.001327091274492926,5.429179210588495e-05,0.0015485288545939652,0.042579795143825566,6.029229886514193e-05,0.000519915478088759,12.8
0.0013775927626503526,2.9563823679651308e-05,0.0014768849291113195,0.035407667242218145,6.399229370800252e-05,0.00032908213666876763,12.9
0.0014105705575558033,1.675229290749721e-05,0.0014081371794631523,0.02953523933236666,6.623006325332695e-05,0.00021541550293054625,13.0
0.0014269470645454833,9.80015452581011e-06,0.0013450533994984696,0.02472802950254747,6.694809669910273e-05,0.00014507295785880006,13.100000000000001
0.0014283565396217008,5.876171968626108e-06,0.001288861384788219,0.020790783523316328,6.625320457992505e-05,9.999438821622087e-05,13.200000000000001
0.0014168881038510868,3.5896727555511047e-06,0.0012396610125794483,0.017562554904590952,6.437126686471388e-05,7.020882909434877e-05,13.3
0.0013948180010552084,2.223982964398972e-06,0.001196846648671093,0.014911502435725301,6.158770877170634e-05,5.001405989548341e-05,13.4
0.0013643867827534616,1.3929818511040844e-06,0.0011594628697880706,0.012730067874514495,5.8195195398525825e-05,3.6031271632860615e-05,13.5
0.0013276474846777432,8.803334813239638e-07,0.0011264591778872208,0.010930743006775732,5.4458255985129964e-05,2.618738878394947e-05,13.600000000000001
0.0012863840137091658,5.608097115987107e-07,0.0010968460793628024,0.009442458679770956,5.0595000602761296e-05,1.9167561795677634e-05,13.700000000000001
0.0012420845104809675,3.6003851067114977e-07,0.0010697736061432664,0.008207557735611678,4.6771774727990646e-05,1.411207393278286e-05,13.8
0.0011959509360972857,2.330052584146494e-07,0.0010445573144641422,0.007179288055369617,4.31059665095143e-05,1.0443615327185507e-05,13.9
0.0011489286768507183,1.5209481149441159e-07,0.0010206732100432351,0.006319743270265942,3.9673062095747385e-05,7.765774133166391e-06,14.0
0.0011017444606518892,1.0020808386205455e-07,0.0009977371579292433,0.005598181913657002,3.6515237839987395e-05,5.801484055013761e-06,14.100000000000001
0.0010549452155179757,6.668738554141183e-08,0.0009754788085469325,0.004989661097379466,3.364981455250275e-05,4.354457794961443e-06,14.200000000000001
0.0010089338300231052,4.485574191210785e-08,0.000953715799367319,0.004473929185530259,3.1076678522017617e-05,3.2842458364019134e-06,14.3
0.0009640000272005826,3.051069465952442e-08,0.0009323310677230555,0.004034530040030772,2.878430903803943e-05,2.4896287113416867e-06,14.4
0.0009203459293744143,2.0994567219553638e-08,0.0009112542911244008,0.0036580791952627425,2.675438518058323e-05,1.8972796223266597e-06,14.5
0.0008781066280798903,1.4617620826239402e-08,0.0008904474543699481,0.0033336792413187545,2.496512474472325e-05,1.4538708217246876e-06,14.600000000000001
0.0008373664044341578,1.0298946667836248e-08,0.0008698940540793496,0.0030524476652339723,2.3393582801183714e-05,1.1204970153269776e-06,14.700000000000001
0.0007981713388153204,7.3422972604514396e-09,0.0008495912800601263,0.002807135421446428,2.201714714091345e-05,8.686956072553891e-07,14.8
0.0007605390164583207,5.295726631147438e-09,0.0008295445133710218,0.0025918186491451357,2.0814443987889393e-05,6.775872501423553e-07,14.9
0.0007244659460161991,3.8634001664349014e-09,0.0008097635625016082,0.002401649384274871,1.9765828936634674e-05,5.318125622640014e-07,15.0
0.0006899332045665617,2.849932196239189e-09,0.0007902601649026554,0.0022326538322072326,1.8853598600198005e-05,4.200389307252211e-07,15.100000000000001
0.000656910720184531,2.1250679529399696e-09,0.0007710463874908364,0.0020815690185300995,1.8062022714470964e-05,3.338777142007052e-07,15.200000000000001
0.0006253605146325592,1.601129498967433e-09,0.0007521336512484197,0.0019457104297484786,1.737726758303798e-05,2.670977058179542e-07,15.3
0.0005952391551668192,1.218519024436963e-09,0.0007335321796179455,0.001822864700102711,1.6787259283544535e-05,2.1505295035284644e-07,15.4
0.0005664996063818677,9.363253982633637e-10,0.0007152507273355084,0.0017112025453372172,1.6281518736408167e-05,1.7426569598498974e-07,15.5
0.000539092627259368,7.261874229628054e-10,0.0006972964894907374,0.0016092080666095772,1.5850988945335724e-05,1.4212173842015207e-07,15.600000000000001
0.0005129678225216749,5.68252612180845e-10,0.0006796751221170003,0.0015156213319008401,1.548786666522688e-05,1.1664745353074856e-07,15.700000000000001
0.00048807443123010687,4.4849215857168477e-10,0.0006623908277492539,0.0014293917163856196,1.5185445441335799e-05,9.634619021503923e-08,15.8
0.0004643619161264643,3.568994459849958e-10,0.0006454464751955674,0.001349639930416933,1.493797319568924e-05,8.007773571456641e-08,15.9
0.0004417804000361735,2.8627198835555466e-10,0.0006288437337327048,0.0012756271425166067,1.4740525639254092e-05,6.69693815836475e-08,16.0
0.0004202809859088881,2.3137998466816372e-10,0.0006125832093948042,0.0012067298326636682,1.458889521306037e-05,5.635000203709867e-08,16.1
0.00039981598765677107,1.8839351761777412e-10,0.0005966645760120623,0.001142419304435627,1.4479494626440891e-05,4.770102505200384e-08,16.2
0.00038033909240056267,1.5448499155650658e-10,0.0005810866969304089,0.001082244993728052,1.44092737063499e-05,4.061986318897926e-08,16.3
0.0003618054705693917,1.2754983966901898e-10,0.0005658477356140338,0.0010258208340866567,1.4375648000249805e-05,3.479244497222747e-08,16.400000000000002
0.00034417184529222754,1.0600991322829261e-10,0.0005509452544651658,0.0009728141474619085,1.4376437820342005e-05,2.9972609855683295e-08,16.5
0.0003273965311037913,8.867298665449873e-11,0.0005363763022378291,0.0009229365563804729,1.4409816249832631e-05,2.5966503316077346e-08,16.6
0.00031143944889936034,7.463200445389194e-11,0.0005221374907131423,0.0008759365568381471,1.4474264919374233e-05,2.26207476819474e-08,16.7
0.00029626212284506766,6.319221598764077e-11,0.0005082250615567952,0.0008315934432524222,1.4568536461797553e-05,1.981343502641586e-08,16.8
0.0002818276636280135,5.3817894486903796e-11,0.0004946349445373333,0.0007897123207779308,1.4691622593111838e-05,1.7447216940160832e-08,16.900000000000002
0.000268100741402484,4.609337350445395e-11,0.000481362807925753,0.0007501200233890956,1.4842727100535926e-05,1.5444012075634592e-08,17.0
0.00025504755111658043,3.969416988047855e-11,0.00046840410220972117,0.0007126617557771299,1.5021242932800386e-05,1.3740914705811377e-08,17.1
0.0002426357722528936,3.436548917447567e-11,0.0004557540979579477,0.0006771983303107041,1.5226732810333465e-05,1.2287024375647944e-08,17.2
0.00023083452469854472,2.9906111768989847e-11,0.00044340791865281933,0.0006436038872376098,1.545891282048524e-05,1.1040976774195684e-08,17.3
0.000219614321944162,2.6156283409741577e-11,0.0004313605691270189,0.0006117640152604879,1.571763859926549e-05,9.969019797463452e-09,17.400000000000002
0.0002089470225951004,2.2988465963957094e-11,0.00041960696035627394,0.000581574188185725,1.6002893647576342e-05,9.043494917012739e-09,17.5
0.00019880578105355918,2.030036839400548e-11,0.00040814193091965494,0.0005529384760601976,1.631477959066689e-05,8.241653071261035e-09,17.6
0.00018916499789117173,1.8009486572767833e-11,0.000396960265879937,0.000525768458739148,1.6653507950937376e-05,7.544702041443742e-09,17.7
0.00018000027047568093,1.6049019204521448e-11,0.00038605671310779554,0.0004999823318259792,1.7019393405630705e-05,6.937067427786575e-09,17.8
0.00017128834412722053,1.4364585225572371e-11,0.00037542599774442016,0.00047550414369399504,1.741284815404305e-05,6.40578806770286e-09,17.900000000000002
0.00016300706433975407,1.2911740573252085e-11,0.00036506283476480186,0.0004522631617995012,1.7834377384749602e-05,5.94004228732757e-09,18.0
0.00015513532951895892,1.1653991176924105e-11,0.00035496194017723776,0.000430193328261042,1.8284575598823098e-05,5.530760951415156e-09,18.1
0.00014765304553603905,1.0561253245633956e-11,0.00034511804076198726,0.000409232802932868,1.8764123766165213e-05,5.1703194926079396e-09,18.2
0.0001405410813362945,9.608625012505198e-12,0.0003355258827312363,0.00038932356949584784,1.927378716510858e-05,4.852287065438369e-09,18.3
0.00013378122580306087,8.77541002878614e-12,0.0003261802394052114,0.0003704110956663438,1.9814413836490203e-05,4.571222190873151e-09,18.400000000000002
0.00012735614654640906,8.044346929408874e-12,0.00031707591792515163,0.0003524440424486757,2.0386933610713875e-05,4.3225082736602595e-09,18.5
0.00012124934968893572,7.400981651747226e-12,0.0003082077652829029,0.0003353740070263405,2.099235760881898e-05,4.1022168172519706e-09,18.6
0.00011544514156962393,6.833171249084998e-12,0.0002995706735862885,0.00031915530056277687,2.163177821002112e-05,3.9069970502795686e-09,18.7
0.00010992859118400305,6.3306727783972644e-12,0.00029115958482217016,0.00030374474766155273,2.230636942597828e-05,3.733982764767602e-09,18.8
0.0001046854956799993,5.884827363850249e-12,0.00028296949487079386,0.00028910151659103253,2.3017387639402755e-05,3.5807194029638918e-09,18.900000000000002
9.970234464152473e-05,5.488274817325115e-12,0.00027499545736416227,0.000275186954102131,2.376617273415852e-05,3.4450970553749517e-09,19.0
9.49662895565647e-05,5.134761699238764e-12,0.0002672325866407911,0.00026196445575442736,2.4554149481941093e-05,3.3253045524369166e-09,19.1
9.046511042887681e-05,4.818937379294818e-12,0.00025967606082194874,0.0002493993276575422,2.5382829338620692e-05,3.219780212575836e-09,19.200000000000003
8.618718702650017e-05,4.5362206355365885e-12,0.00025232112413686,0.00023745867657515532,2.625381244574827e-05,3.1271787502883593e-09,19.3
8.212147125504952e-05,4.282680434217988e-12,0.00024516308900528433,0.0002261113072485669,2.7168789846057175e-05,3.046341689274544e-09,19.400000000000002
7.82574570722105e-05,4.0549252566121e-12,0.00023819733807374104,0.0002153276153365854,2.812954631253829e-05,2.976269299638004e-09,19.5
