Time,Uninfected_tumour_cells,Infected_tumour_cells,M1_macrophages,Uninfected_M2_macrophages,Infected_M2_macrophages,Oncolytic_viruses,r,K1,g1,beta1,d_u,d_m,delta_i1,d_i,a1_v,a1_i,a1_u,p_m1,r0_m1,r0_m2,r_u_m1,r_v_m2,d_e1,d_e2,p_m2,K2,g2,beta2,delta_i2,b,c,omega,delta_v,h_u,h_v,h_m,a2_u,Whole_organism,tumour_growth_production,tumour_infection,tumour_elimination,infected_tumour_lysis_elimination,M1_activation_growth,M1_polarisation,M1_death,M2_activation_growth,M2_infection,M2_death,infected_M2_lysis,virus_production,virus_death_elimination
1.0,0.0009243073559052378,2.1419417757165983e-08,8.207220149930697e-07,2.11545431113775e-06,1.5807075308649697e-09,1.4302783828191002e-06,0.62,1.0,0.0,10.0,1.0,0.2,0.4,2.0,0.025,0.00025,1.25e-07,0.57,0.001,0.001,1.0,0.0,0.88,0.12,0.57,1.0,0.0,500.0,0.52,25.0,8.0,2.0,5e-05,0.0001,1e-06,0.00025,2.5e-07,1.0,0.0005740920058604736,1.3220168302319419e-08,3.008936511584369e-06,8.707222161261543e-09,5.036880278132606e-07,7.393026979947337e-07,7.222353731939013e-07,1.2060364937197793e-06,1.5128442855308972e-09,2.5385451733653e-07,8.219679160497842e-10,2.2076992090005812e-07,2.860556998440461e-06
1.1,0.0009832383562324517,2.1786235983276615e-08,7.300368183558432e-07,2.2842825866272787e-06,1.640443378510182e-09,1.191218621407584e-06,0.62,1.0,0.0,10.0,1.0,0.2,0.4,2.0,0.025,0.00025,1.25e-07,0.57,0.001,0.001,1.0,0.0,0.88,0.12,0.57,1.0,0.0,500.0,0.52,25.0,8.0,2.0,5e-05,0.0001,1e-06,0.00025,2.5e-07,1.0,0.000610788917613501,1.17125183922628e-08,2.8452038070302533e-06,8.840580364565869e-09,4.460285490299808e-07,6.610886500814539e-07,6.424324001531421e-07,1.3022829591989303e-06,1.3605399768737487e-09,2.7411391039527344e-07,8.530305568252947e-10,2.2468660428736853e-07,2.3824374151670566e-06
1.2000000000000002,0.0010459725606624154,2.2002810138870745e-08,6.489076773550587e-07,2.453289449686121e-06,1.6829502283814756e-09,9.957721465566455e-07,0.62,1.0,0.0,10.0,1.0,0.2,0.4,2.0,0.025,0.00025,1.25e-07,0.57,0.001,0.001,1.0,0.0,0.88,0.12,0.57,1.0,0.0,500.0,0.52,25.0,8.0,2.0,5e-05,0.0001,1e-06,0.00025,2.5e-07,1.0,0.0006498575807766568,1.0415503419701645e-08,2.6885750880732487e-06,8.91423640558836e-09,3.949067795963836e-07,5.904782332007832e-07,5.710387560724516e-07,1.398632141426389e-06,1.2214586507193601e-09,2.943947339623345e-07,8.751341187583674e-10,2.2702917433877436e-07,1.991544421090271e-06
1.3,0.0011127539710502935,2.2094231638808982e-08,5.764225391298557e-07,2.623227532474545e-06,1.7104363384479537e-09,8.35903088294717e-07,0.62,1.0,0.0,10.0,1.0,0.2,0.4,2.0,0.025,0.00025,1.25e-07,0.57,0.001,0.001,1.0,0.0,0.88,0.12,0.57,1.0,0.0,500.0,0.52,25.0,8.0,2.0,5e-05,0.0001,1e-06,0.00025,2.5e-07,1.0,0.0006914507216038767,9.301544809131505e-09,2.539024125709843e-06,8.938519592347748e-09,3.4960199103593805e-07,5.268456865844382e-07,5.07251834434273e-07,1.4955130977594608e-06,1.096381997847601e-09,3.147873038969454e-07,8.894268959929359e-10,2.280577315560333e-07,1.671806271955443e-06
1.4000000000000001,0.0011838423603308345,2.208206762632039e-08,5.117394040498411e-07,2.794821628492161e-06,1.7250299986947131e-09,7.050540204229619e-07,0.62,1.0,0.0,10.0,1.0,0.2,0.4,2.0,0.025,0.00025,1.25e-07,0.57,0.001,0.001,1.0,0.0,0.88,0.12,0.57,1.0,0.0,500.0,0.52,25.0,8.0,2.0,5e-05,0.0001,1e-06,0.00025,2.5e-07,1.0,0.0007357309833575304,8.346728156982636e-09,2.396484152887321e-06,8.922229705649696e-09,3.094703471353152e-07,4.695963343485897e-07,4.503306755638602e-07,1.5933390213190892e-06,9.852501127667239e-10,3.353785954190593e-07,8.970155993212509e-10,2.2799680105777394e-07,1.4101081122089212e-06
1.5,0.0012595142984627,2.198484336068788e-08,4.5408428961565467e-07,2.9687707960780136e-06,1.7287177925546016e-09,5.978751144061105e-07,0.62,1.0,0.0,10.0,1.0,0.2,0.4,2.0,0.025,0.00025,1.25e-07,0.57,0.001,0.001,1.0,0.0,0.88,0.12,0.57,1.0,0.0,500.0,0.52,25.0,8.0,2.0,5e-05,0.0001,1e-06,0.00025,2.5e-07,1.0,0.0007828715733219546,7.530322552895188e-09,2.260854783293519e-06,8.872863861159695e-09,2.7393697250833354e-07,4.181691239727007e-07,3.9959417486177613e-07,1.6925084401859193e-06,8.874770896753312e-10,3.5625249552936163e-07,8.989332521283929e-10,2.2703989962390592e-07,1.1957502824721443e-06
1.6,0.0013400642474050528,2.1818459984611114e-08,4.0274844881318743e-07,3.1457507402510077e-06,1.723311984287503e-09,5.100023799752694e-07,0.62,1.0,0.0,10.0,1.0,0.2,0.4,2.0,0.025,0.00025,1.25e-07,0.57,0.001,0.001,1.0,0.0,0.88,0.12,0.57,1.0,0.0,500.0,0.52,25.0,8.0,2.0,5e-05,0.0001,1e-06,0.00025,2.5e-07,1.0,0.0008330569534374007,6.8343595549634524e-09,2.1320081232814504e-06,8.796809223291108e-09,2.4248882335187026e-07,3.72038052043418e-07,3.5441863495560493e-07,1.7934065752693735e-06,8.021701821684898e-10,3.774900888301209e-07,8.961222318295015e-10,2.2535357770074718e-07,1.0200048005205795e-06
1.7000000000000002,0.0014258057232211024,2.1596554459422033e-08,3.570850951716546e-07,3.326416376799658e-06,1.710437362632032e-09,4.3787696911297515e-07,0.62,1.0,0.0,10.0,1.0,0.2,0.4,2.0,0.025,0.00025,1.25e-07,0.57,0.001,0.001,1.0,0.0,0.88,0.12,0.57,1.0,0.0,500.0,0.52,25.0,8.0,2.0,5e-05,0.0001,1e-06,0.00025,2.5e-07,1.0,0.0008864835733672195,6.243274886279899e-09,2.0097942396003716e-06,8.69950613854571e-09,2.1466830359530496e-07,3.307127126537382e-07,3.14234883751056e-07,1.896406802076627e-06,7.282805605403994e-10,3.9916996521595896e-07,8.894274285686567e-10,2.230809640227696e-07,8.757539690871888e-07
1.8,0.0015170725362308021,2.133081161688623e-08,3.165057993198373e-07,3.5114045266453316e-06,1.6915308063044713e-09,3.785971495347335e-07,0.62,1.0,0.0,10.0,1.0,0.2,0.4,2.0,0.025,0.00025,1.25e-07,0.57,0.001,0.001,1.0,0.0,0.88,0.12,0.57,1.0,0.0,500.0,0.52,25.0,8.0,2.0,5e-05,0.0001,1e-06,0.00025,2.5e-07,1.0,0.0009433606527913638,5.743593378544104e-09,1.8940459763633053e-06,8.585587146668841e-09,1.9006751053379267e-07,2.937381360919425e-07,2.785251034014568e-07,2.001872186757158e-06,6.647038723256414e-10,4.2136854319743976e-07,8.795960192783251e-10,2.2034488432308892e-07,7.571943227031559e-07
1.9000000000000001,0.001614220110322472,2.1031233896748864e-08,2.8047671326798695e-07,3.7013366781223733e-06,1.6678488348077587e-09,3.297974499783897e-07,0.62,1.0,0.0,10.0,1.0,0.2,0.4,2.0,0.025,0.00025,1.25e-07,0.57,0.001,0.001,1.0,0.0,0.88,0.12,0.57,1.0,0.0,500.0,0.52,25.0,8.0,2.0,5e-05,0.0001,1e-06,0.00025,2.5e-07,1.0,0.001003911013594837,5.323656760881863e-09,1.7845832306699734e-06,8.458995255825521e-09,1.6832306155509505e-07,2.606940855476939e-07,2.468195076758285e-07,2.110157060879121e-06,6.103456989781213e-10,4.4416040137468476e-07,8.672813941000346e-10,2.1725059012028893e-07,6.595949181869761e-07
2.0,0.0017176268873228867,2.0706374755216227e-08,2.4851473072410856e-07,3.896821777165382e-06,1.6404799166549616e-09,2.895500082099081e-07,0.62,1.0,0.0,10.0,1.0,0.2,0.4,2.0,0.025,0.00025,1.25e-07,0.57,0.001,0.001,1.0,0.0,0.88,0.12,0.57,1.0,0.0,500.0,0.52,25.0,8.0,2.0,5e-05,0.0001,1e-06,0.00025,2.5e-07,1.0,0.0010683719655881433,4.9733887932590065e-09,1.6812167257539331e-06,8.323084786379618e-09,1.491114394715977e-07,2.3119394048227747e-07,2.1869296303721554e-07,2.2216086121326788e-06,5.641623887853924e-10,4.676186132598458e-07,8.5304955666058e-10,2.138881440054469e-07,5.791000305904233e-07
2.1,0.0018276958255460667,2.0363540794228472e-08,2.2018367090952167e-07,4.098459013784145e-06,1.6103591306580061e-09,2.5628394435746334e-07,0.62,1.0,0.0,10.0,1.0,0.2,0.4,2.0,0.025,0.00025,1.25e-07,0.57,0.001,0.001,1.0,0.0,0.88,0.12,0.57,1.0,0.0,500.0,0.52,25.0,8.0,2.0,5e-05,0.0001,1e-06,0.00025,2.5e-07,1.0,0.0011369962513781905,4.6840909525661616e-09,1.5837513448002101e-06,8.180707512940597e-09,1.3214480188083395e-07,2.048832786542369e-07,1.9376163040037907e-07,2.3365684729387274e-06,5.251846209199999e-10,4.918150816540974e-07,8.373867479421632e-10,2.1033450192582202e-07,5.125678998187995e-07
2.2,0.0019448559915714566,2.0008967067635012e-08,1.9509054945066122e-07,4.306840576924065e-06,1.578283892388656e-09,2.2871955241578173e-07,0.62,1.0,0.0,10.0,1.0,0.2,0.4,2.0,0.025,0.00025,1.25e-07,0.57,0.001,0.001,1.0,0.0,0.88,0.12,0.57,1.0,0.0,500.0,0.52,25.0,8.0,2.0,5e-05,0.0001,1e-06,0.00025,2.5e-07,1.0,0.0012100530497272822,4.448265919053749e-09,1.4919890598983558e-06,8.034286436787737e-09,1.1716721061598107e-07,1.8143824741097815e-07,1.7167968351658186e-07,2.4553742910578103e-06,4.925293245400997e-10,5.168208692308878e-07,8.207076240421012e-10,2.066553316686869e-07,4.574391136046313e-07
2.3000000000000003,0.0020695642524734092,1.9647969036740833e-08,1.7288198494901073e-07,4.5225543595810865e-06,1.5449297046002395e-09,2.0581463325072523e-07,0.62,1.0,0.0,10.0,1.0,0.2,0.4,2.0,0.025,0.00025,1.25e-07,0.57,0.001,0.001,1.0,0.0,0.88,0.12,0.57,1.0,0.0,500.0,0.52,25.0,8.0,2.0,5e-05,0.0001,1e-06,0.00025,2.5e-07,1.0,0.0012878290417859858,4.259466076116261e-09,1.4057315150218242e-06,7.885879000816007e-09,1.039512420749e-07,1.6056380070606607e-07,1.5213614675512946e-07,2.578361271865655e-06,4.6540393343682486e-10,5.427065231497304e-07,8.033634463921245e-10,2.0290659793854533e-07,4.1162927349133046e-07
2.4000000000000004,0.002202307086857196,1.9285074450963485e-08,1.5324077282452364e-07,4.74618660854161e-06,1.5108650062056724e-09,1.867205679899211e-07,0.62,1.0,0.0,10.0,1.0,0.2,0.4,2.0,0.025,0.00025,1.25e-07,0.57,0.001,0.001,1.0,0.0,0.88,0.12,0.57,1.0,0.0,500.0,0.52,25.0,8.0,2.0,5e-05,0.0001,1e-06,0.00025,2.5e-07,1.0,0.0013706295514774281,4.112160301462041e-09,1.3247823038290232e-06,7.737231381572738e-09,9.229493641273455e-08,1.4199186116655356e-07,1.348518800855808e-07,2.7058636890903544e-06,4.4310532966652334e-10,5.695423930249931e-07,7.856498032269497e-10,1.9913594293545045e-07,3.734411415958643e-07
2.5,0.002343602513229048,1.8924137916554135e-08,1.3588264790284944e-07,4.978324506959477e-06,1.4765650442637116e-09,1.707464906122385e-07,0.62,1.0,0.0,10.0,1.0,0.2,0.4,2.0,0.025,0.00025,1.25e-07,0.57,0.001,0.001,1.0,0.0,0.88,0.12,0.57,1.0,0.0,500.0,0.52,25.0,8.0,2.0,5e-05,0.0001,1e-06,0.00025,2.5e-07,1.0,0.0014587797589433742,4.001619045238821e-09,1.2489489675058388e-06,7.589825210285974e-09,8.201905680731714e-08,1.2547945517833026e-07,1.195767301545075e-07,2.8382163572910055e-06,4.250157193461166e-10,5.973989408351372e-07,7.6781382301713e-10,1.953838897496784e-07,3.4149298577417456e-07
2.6,0.002494002125622362,1.856844042597189e-08,1.2055325593586397e-07,5.21955867407893e-06,1.4424248543171174e-09,1.5733022779660727e-07,0.62,1.0,0.0,10.0,1.0,0.2,0.4,2.0,0.025,0.00025,1.25e-07,0.57,0.001,0.001,1.0,0.0,0.88,0.12,0.57,1.0,0.0,500.0,0.52,25.0,8.0,2.0,5e-05,0.0001,1e-06,0.00025,2.5e-07,1.0,0.0015526259805508976,3.923819225493889e-09,1.1780448101890615e-06,7.444917819333151e-09,7.29646370064752e-08,1.1080686589358765e-07,1.0608686522356029e-07,2.975756057130695e-06,4.105971775952977e-10,6.263470408894715e-07,7.500609242449011e-10,1.916848916536781e-07,3.1466045930897037e-07
2.7,0.0026540932904110404,1.822077638323477e-08,1.070253158441573e-07,5.470485616137577e-06,1.4087706293180096e-09,1.460143033593705e-07,0.62,1.0,0.0,10.0,1.0,0.2,0.4,2.0,0.025,0.00025,1.25e-07,0.57,0.001,0.001,1.0,0.0,0.88,0.12,0.57,1.0,0.0,500.0,0.52,25.0,8.0,2.0,5e-05,0.0001,1e-06,0.00025,2.5e-07,1.0,0.0016525370487331886,3.875355828501475e-09,1.1118903696488573e-06,7.303577164954651e-09,6.499076421767571e-08,9.777581013586015e-08,9.418227794285842e-08,3.1188229328558246e-06,3.9938457313889246e-10,6.564582739365092e-07,7.32560727245365e-10,1.8806824965031062e-07,2.9202860977726e-07
2.8000000000000003,0.002824501453914292,1.7883528985970195e-08,9.509601703533128e-08,5.731710080074894e-06,1.3758700392505825e-09,1.36426681122075e-07,0.62,1.0,0.0,10.0,1.0,0.2,0.4,2.0,0.025,0.00025,1.25e-07,0.57,0.001,0.001,1.0,0.0,0.88,0.12,0.57,1.0,0.0,500.0,0.52,25.0,8.0,2.0,5e-05,0.0001,1e-06,0.00025,2.5e-07,1.0,0.001758905759931089,3.853373591820024e-09,1.0503149503581219e-06,7.166711879883132e-09,5.797261446172692e-08,8.620770286087444e-08,8.368449499109152e-08,3.2677618343951202e-06,3.909790916892803e-10,6.878052096089872e-07,7.15452420410303e-10,1.8455890922298438e-07,2.7285336478072126e-07
2.9000000000000004,0.003005892627444051,1.755873673580299e-08,8.458459444247844e-08,6.003847368607612e-06,1.3439412875193215e-09,1.282647958519747e-07,0.62,1.0,0.0,10.0,1.0,0.2,0.4,2.0,0.025,0.00025,1.25e-07,0.57,0.001,0.001,1.0,0.0,0.88,0.12,0.57,1.0,0.0,500.0,0.52,25.0,8.0,2.0,5e-05,0.0001,1e-06,0.00025,2.5e-07,1.0,0.0018721504316960556,3.855502042120671e-09,9.931577647890014e-07,7.035097634206562e-09,5.179967144822395e-08,7.594197305330266e-08,7.443444310938103e-08,3.422923637473954e-06,3.850411285304355e-10,7.204616842329135e-07,6.988494695100472e-10,1.8117816311411029e-07,2.56529593822907e-07
3.0,0.0031989760103657222,1.7248151288387112e-08,7.533012503429551e-08,6.28752557393048e-06,1.3131610915541133e-09,1.2128274270705152e-07,0.62,1.0,0.0,10.0,1.0,0.2,0.4,2.0,0.025,0.00025,1.25e-07,0.57,0.001,0.001,1.0,0.0,0.88,0.12,0.57,1.0,0.0,500.0,0.52,25.0,8.0,2.0,5e-05,0.0001,1e-06,0.00025,2.5e-07,1.0,0.001992716543847094,3.879805843912161e-09,9.40269185177517e-07,6.909399950664894e-09,4.637415066695477e-08,6.683448997269525e-08,6.629051003018005e-08,3.5846665173707444e-06,3.8128417322350844e-10,7.545030688716575e-07,6.828437676081389e-10,1.7794426302473627e-07,2.425654871965238e-07
3.1,0.0034045067927316653,1.695328869227013e-08,6.718950220496261e-08,6.583387769136513e-06,1.2836716501652803e-09,1.1528072762630113e-07,0.62,1.0,0.0,10.0,1.0,0.2,0.4,2.0,0.025,0.00025,1.25e-07,0.57,0.001,0.001,1.0,0.0,0.88,0.12,0.57,1.0,0.0,500.0,0.52,25.0,8.0,2.0,5e-05,0.0001,1e-06,0.00025,2.5e-07,1.0,0.0021210784889081646,3.924740202747911e-09,8.915117952331034e-07,6.790194329415804e-09,4.1609581414834276e-08,5.875607260766773e-08,5.91267619403671e-08,3.753357198608428e-06,3.794688661360743e-10,7.900065322963815e-07,6.675092580859457e-10,1.7487296098738887e-07,2.3056145676198577e-07
3.2,0.0036232891451989926,1.667547475737549e-08,6.00355882564223e-08,6.892094157363801e-06,1.2555867388272384e-09,1.1009648848896497e-07,0.62,1.0,0.0,10.0,1.0,0.2,0.4,2.0,0.025,0.00025,1.25e-07,0.57,0.001,0.001,1.0,0.0,0.88,0.12,0.57,1.0,0.0,500.0,0.52,25.0,8.0,2.0,5e-05,0.0001,1e-06,0.00025,2.5e-07,1.0,0.002257741435821332,3.989114116665926e-09,8.467613453370092e-07,6.677984007629034e-09,3.742953962636067e-08,5.1591095468129026e-08,5.283131766565162e-08,3.929372180585969e-06,3.793976825305332e-10,8.27051298883656e-07,6.52905104190164e-10,1.7197798840727622e-07,2.2019297826440538e-07
3.3000000000000003,0.003856179389340909,1.641588531402931e-08,5.375554293048591e-08,7.214324175090031e-06,1.2289969889125696e-09,1.0559833696782072e-07,0.62,1.0,0.0,10.0,1.0,0.2,0.4,2.0,0.025,0.00025,1.25e-07,0.57,0.001,0.001,1.0,0.0,0.88,0.12,0.57,1.0,0.0,500.0,0.52,25.0,8.0,2.0,5e-05,0.0001,1e-06,0.00025,2.5e-07,1.0,0.0024032433016830715,4.072061305639864e-09,8.059077478525797e-07,6.5732156783698784e-09,3.376652159081296e-08,4.523620014679726e-08,4.73048777788276e-08,4.1130989371072195e-06,3.809103176181262e-10,8.657189010108037e-07,6.390784342345363e-10,1.6927148061416938e-07,2.1119667503909787e-07
3.4000000000000004,0.0041040893626355405,1.617558229789578e-08,4.8249314702848694e-08,7.550778559927418e-06,1.2039744663370416e-09,1.0167952295286586e-07,0.62,1.0,0.0,10.0,1.0,0.2,0.4,2.0,0.025,0.00025,1.25e-07,0.57,0.001,0.001,1.0,0.0,0.88,0.12,0.57,1.0,0.0,500.0,0.52,25.0,8.0,2.0,5e-05,0.0001,1e-06,0.00025,2.5e-07,1.0,0.0025581568392379476,4.173018485487131e-09,7.688561468679093e-07,6.476293555163041e-09,3.056094353105352e-08,3.9599109693838715e-08,4.245939693850685e-08,4.3049370957105375e-06,3.838797809480736e-10,9.060934271912901e-07,6.260667224952616e-10,1.667643567589199e-07,2.033590468581589e-07
3.5,0.004367990030996313,1.5955546921094565e-08,4.342825858188544e-08,7.902181420336019e-06,1.1805767139109276e-09,9.825356630440783e-08,0.62,1.0,0.0,10.0,1.0,0.2,0.4,2.0,0.025,0.00025,1.25e-07,0.57,0.001,0.001,1.0,0.0,0.88,0.12,0.57,1.0,0.0,500.0,0.52,25.0,8.0,2.0,5e-05,0.0001,1e-06,0.00025,2.5e-07,1.0,0.0027230918716777738,4.291705981274886e-09,7.355277086239023e-07,6.387592291171822e-09,2.7760237503414423e-08,3.4597518950139087e-08,3.821686755205919e-08,4.505299618139249e-06,3.882087530662223e-10,9.482617704403223e-07,6.138998912336823e-10,1.6446666834081514e-07,1.9650713343606366e-07
3.6,0.004648915294861872,1.575670962237216e-08,3.9213912006170167e-08,8.269282266667303e-06,1.1588502099324447e-09,9.525056231628432e-08,0.62,1.0,0.0,10.0,1.0,0.2,0.4,2.0,0.025,0.00025,1.25e-07,0.57,0.001,0.001,1.0,0.0,0.88,0.12,0.57,1.0,0.0,500.0,0.52,25.0,8.0,2.0,5e-05,0.0001,1e-06,0.00025,2.5e-07,1.0,0.002898697639471139,4.42811795996368e-09,7.058607732863178e-07,6.3074686396077895e-09,2.5318061779763736e-08,3.015809904308028e-08,3.450824256542975e-08,4.714613958803014e-06,3.938268929260694e-10,9.923138720000764e-07,6.026021091648713e-10,1.6238791309704058e-07,1.9050112535567964e-07
