Time,species_1,species_2,species_3,species_4,compartment_1,reaction_1,reaction_2,reaction_3,reaction_4,reaction_5,reaction_6,reaction_7,reaction_8
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0.01,0.009949956886771808,0.00994995688677181,0.009949956886771808,0.00994995688677181,1.0,0.9999019963543726,0.009949956886771808,0.9999019963543746,0.00994995688677181,0.9999019963543726,0.009949956886771808,0.9999019963543746,0.00994995688677181
0.02,0.01979512774029901,0.019795127740311756,0.01979512774029901,0.019795127740311756,1.0,0.9984669126070739,0.01979512774029901,0.9984669126146525,0.019795127740311756,0.9984669126070739,0.01979512774029901,0.9984669126146525,0.019795127740311756
0.03,0.029508773293554454,0.029508773295780992,0.029508773293554454,0.029508773295780992,1.0,0.9924746956995295,0.029508773293554454,0.9924746966012501,0.029508773295780992,0.9924746956995295,0.029508773293554454,0.9924746966012501,0.029508773295780992
0.04,0.039024592255464945,0.039024592336711045,0.039024592255464945,0.039024592336711045,1.0,0.977332897225163,0.039024592255464945,0.9773329222496019,0.039024592336711045,0.977332897225163,0.039024592255464945,0.9773329222496019,0.039024592336711045
0.05,0.04823065207837011,0.0482306533367803,0.04823065207837011,0.0482306533367803,1.0,0.9486659143241218,0.04823065207837011,0.948666213771868,0.0482306533367803,0.9486659143241218,0.04823065207837011,0.948666213771868,0.0482306533367803
0.06,0.05698317479348909,0.05698318539038861,0.05698317479348909,0.05698318539038861,1.0,0.9046209068274923,0.05698317479348909,0.9046229210327063,0.05698318539038861,0.9046209068274923,0.05698317479348909,0.9046229210327063,0.05698318539038861
0.07,0.06514121960725439,0.06514127740149495,0.06514121960725439,0.06514127740149495,1.0,0.8474126637927007,0.06514121960725439,0.8474214673428833,0.06514127740149495,0.8474126637927007,0.06514121960725439,0.8474214673428833,0.06514127740149495
0.08,0.07260533644684442,0.0726055614185617,0.07260533644684442,0.0726055614185617,1.0,0.7825394783527879,0.07260533644684442,0.7825670720547231,0.0726055614185617,0.7825394783527879,0.07260533644684442,0.7825670720547231,0.0726055614185617
0.09,0.07933769430655277,0.07933836739812201,0.07933769430655277,0.07933836739812201,1.0,0.7162279747537188,0.07933769430655277,0.716294963784673,0.07933836739812201,0.7162279747537188,0.07933769430655277,0.716294963784673,0.07933836739812201
