Time,P,I,M,T,U,beta,gamma,beta0,mu,a,b,n,alpha,alpha0,Q0,delta_0,theta_0,delta_1,k1,n1,compartment,increase_in_the_amount_of_pathogenic_micro_organism,Decrease_in_the_amount_of_pathogenic_micro_organism,Increase_of_appropriate_immune_response_with_respect_to_pathogen,Reduction_of_immune_response,betterment_of_relative_characteristics_of_the_damaged_part_of_the_organ,removal_of_relative_characteristics_of_the_damaged_part_of_the_organ,Increase_in_the_concentration_of_toxicant_in_the_environment,Decrease_in_the_concentration_of_toxicant_in_the_environment,Increase_in_the_uptake_concentration_of_toxicant_by_the_body,Decrease_in_the_uptake_concentration_of_toxcant_by_the_body
18.0,2.4993047087687654,0.0006664089278154149,47.717268158337,12.49141420659985,200.0502972730179,0.5,0.05,0.2,0.04,0.8,0.3,0.1,2.4,0.1,5.0,0.4,1.2,0.02,0.6,0.5,1.0,1.2496523543843827,1.2493880834033075,0.04049966769137638,0.04053604617156867,5.998331301045037,4.7717268158337,5.0,4.9965656826399405,14.98969704791982,4.080995127929278
18.5,2.4994221372289527,0.0006487878835169274,48.31556213401237,12.492970521036078,205.4779486159396,0.5,0.05,0.2,0.04,0.8,0.3,0.1,2.4,0.1,5.0,0.4,1.2,0.02,0.6,0.5,1.0,1.2497110686144763,1.2495032837539506,0.04048647843952844,0.04052061929838631,5.998613129349486,4.831556213401237,5.0,4.997188208414432,14.991564625243292,4.189545934353954
19.0,2.4995145458073007,0.0006322351396193657,48.88479916137113,12.494244745129429,210.85243688587002,0.5,0.05,0.2,0.04,0.8,0.3,0.1,2.4,0.1,5.0,0.4,1.2,0.02,0.6,0.5,1.0,1.2497572729036504,1.2495936069868478,0.040474084278354736,0.0405061854784212,5.998834909937521,4.888479916137113,5.0,4.997697898051772,14.993093694155313,4.297033729641573
19.5,2.499587407226406,0.0006166574945109148,49.42637036672985,12.495287998316984,216.1741383750012,0.5,0.05,0.2,0.04,0.8,0.3,0.1,2.4,0.1,5.0,0.4,1.2,0.02,0.6,0.5,1.0,1.249793703613203,1.2496645107383582,0.040462416792355384,0.0404926537066632,5.999009777343374,4.942637036672985,5.0,4.998115199326794,14.99434559798038,4.403466009029054
20.0,2.4996449901793096,0.0006019722235345713,49.941604715076444,12.496142137056756,221.443453292444,0.5,0.05,0.2,0.04,0.8,0.3,0.1,2.4,0.1,5.0,0.4,1.2,0.02,0.6,0.5,1.0,1.2498224950896548,1.2497202512283436,0.04045141505583559,0.04047994375277953,5.999147976430343,4.994160471507644,5.0,4.998456854822702,14.995370564468107,4.508850750628255
20.5,2.499690627058275,0.0005881056503174467,50.43177086767045,12.49684145091182,226.66080046501244,0.5,0.05,0.2,0.04,0.8,0.3,0.1,2.4,0.1,5.0,0.4,1.2,0.02,0.6,0.5,1.0,1.2498453135291374,1.2497641503096892,0.04044102465454556,0.0404679841688478,5.99925750493986,5.043177086767045,5.0,4.998736580364728,14.996209741094184,4.613196307775619
21.0,2.4997269153812893,0.000574991958205146,50.89807900990221,12.497413999481816,231.8266131548334,0.5,0.05,0.2,0.04,0.8,0.3,0.1,2.4,0.1,5.0,0.4,1.2,0.02,0.6,0.5,1.0,1.2498634576906447,1.2497987964400339,0.04043119686221596,0.04045671165952374,5.999344596915094,5.0898079009902215,5.0,4.998965599792727,14.99689679937818,4.716511326053847
21.5,2.4997558823191346,0.0005625721736029874,51.34168296381206,12.497882758378646,236.94133549172182,0.5,0.05,0.2,0.04,0.8,0.3,0.1,2.4,0.1,5.0,0.4,1.2,0.02,0.6,0.5,1.0,1.2498779411595673,1.2498262088928327,0.04042188793005794,0.04044606984157514,5.999414117565923,5.1341682963812065,5.0,4.999153103351459,14.997459310054374,4.818804671108819
22.0,2.4997791101534306,0.0005507932984138491,51.76368237957078,12.498266540428258,242.00541961750105,0.5,0.05,0.2,0.04,0.8,0.3,0.1,2.4,0.1,5.0,0.4,1.2,0.02,0.6,0.5,1.0,1.2498895550767153,1.249847962990965,0.04041305847441624,0.04043600793818332,5.999469864368233,5.176368237957078,5.0,4.999306616171303,14.99791984851391,4.920085370333111
22.5,2.499797834663647,0.0005396075834891537,52.165125048225825,12.498580754949849,247.01932335233641,0.5,0.05,0.2,0.04,0.8,0.3,0.1,2.4,0.1,5.0,0.4,1.2,0.02,0.6,0.5,1.0,1.2498989173318236,1.2498652883312507,0.040404672960632285,0.04042648066091923,5.999514803192753,5.216512504822583,5.0,4.99943230197994,14.998296905939817,5.020362567136297
23.0,2.4998130203192233,0.0005289718952324193,52.54700886186639,12.498838012772355,251.98350831271605,0.5,0.05,0.2,0.04,0.8,0.3,0.1,2.4,0.1,5.0,0.4,1.2,0.02,0.6,0.5,1.0,1.2499065101596116,1.2498791438530579,0.040396699249325485,0.040417447358188814,5.999551248766136,5.254700886186639,5.0,4.999535205108942,14.998605615326825,5.119645482630016
23.5,2.4998254193765574,0.0005188471667720558,52.91028369220885,12.499048625013835,256.8984383547063,0.5,0.05,0.2,0.04,0.8,0.3,0.1,2.4,0.1,5.0,0.4,1.2,0.02,0.6,0.5,1.0,1.2499127096882787,1.2498902768390499,0.040389108200880486,0.040408870936650486,5.999581006503738,5.291028369220886,5.0,4.999619450005534,14.9988583500166,5.217943383227229
24.0,2.4998356234217036,0.000509197942513975,53.25585497465935,12.499221076118667,261.7645782904909,0.5,0.05,0.2,0.04,0.8,0.3,0.1,2.4,0.1,5.0,0.4,1.2,0.02,0.6,0.5,1.0,1.2499178117108518,1.2498992743834392,0.04038187334682084,0.040400718316358414,5.999605496212088,5.325585497465935,5.0,4.999688430447467,14.9990652913424,5.315265556622951
24.5,2.499844091327487,0.0004999919640862211,53.58458347807593,12.499362269088072,266.58239291582476,0.5,0.05,0.2,0.04,0.8,0.3,0.1,2.4,0.1,5.0,0.4,1.2,0.02,0.6,0.5,1.0,1.2499220456637434,1.2499065912868463,0.04037497058713965,0.04039295934849101,5.999625819185968,5.358458347807593,5.0,4.999744907635229,14.999234722905687,5.411621290851368
25.0,2.4998511833238144,0.0004911998216599105,53.89728878745112,12.499477868688087,271.3523461334728,0.5,0.05,0.2,0.04,0.8,0.3,0.1,2.4,0.1,5.0,0.4,1.2,0.02,0.6,0.5,1.0,1.2499255916619072,1.2499125840758665,0.040368377936627495,0.04038556669793309,5.999642839977154,5.389728878745112,5.0,4.999791147475236,14.999373442425703,5.507019857086112
25.5,2.499857181293317,0.000482794646817219,54.194750682535116,12.499572509322567,276.0749002818501,0.5,0.05,0.2,0.04,0.8,0.3,0.1,2.4,0.1,5.0,0.4,1.2,0.02,0.6,0.5,1.0,1.2499285906466584,1.2499175312560002,0.0403620752994808,0.04037851549878089,5.99965723510396,5.4194750682535116,5.0,4.999829003729027,14.99948701118708,5.6014704960230075
26.0,2.4998623069936055,0.0004747518424344998,54.477711762269095,12.49964999670759,280.750515644599,0.5,0.05,0.2,0.04,0.8,0.3,0.1,2.4,0.1,5.0,0.4,1.2,0.02,0.6,0.5,1.0,1.2499311534968027,1.2499216514972824,0.04035604427082333,0.04037178291514076,5.999669536784653,5.44777117622691,5.0,4.999859998683036,14.999579996049107,5.694982407632005
26.5,2.4998667339220884,0.00046704885280869266,54.74687830300607,12.49971343951649,285.3796499670459,0.5,0.05,0.2,0.04,0.8,0.3,0.1,2.4,0.1,5.0,0.4,1.2,0.02,0.6,0.5,1.0,1.2499333669610442,1.2499251154685707,0.04035026796707588,0.040365348321314734,5.9996801614130115,5.474687830300607,5.0,4.999885375806596,14.999656127419788,5.787564742220152
27.0,2.49987059832449,0.00045966495130119736,55.00292222514007,12.499765381717431,289.9627581148682,0.5,0.05,0.2,0.04,0.8,0.3,0.1,2.4,0.1,5.0,0.4,1.2,0.02,0.6,0.5,1.0,1.249935299162245,1.249928056818291,0.04034473086905144,0.040359192601934685,5.999689435978776,5.500292222514007,5.0,4.999906152686973,14.999718458060917,5.879226592550183
27.5,2.4998740076057,0.0004525810650511401,55.24648302546164,12.49980790919162,294.5002918250548,0.5,0.05,0.2,0.04,0.8,0.3,0.1,2.4,0.1,5.0,0.4,1.2,0.02,0.6,0.5,1.0,1.24993700380285,1.2499305805625598,0.040339418692256754,0.040353298549861645,5.9996976182536805,5.524648302546165,5.0,4.999923163676648,14.999769491029944,5.969976989940329
28.0,2.4998770463545785,0.0004457796031806913,55.47816905819989,12.499842728608249,298.99269946489187,0.5,0.05,0.2,0.04,0.8,0.3,0.1,2.4,0.1,5.0,0.4,1.2,0.02,0.6,0.5,1.0,1.2499385231772893,1.2499327690879847,0.04033431825931734,0.04034764972994814,5.999704911250988,5.547816905819989,5.0,4.9999370914433,14.999811274329897,6.059824897450667
28.5,2.499879781356999,0.0004392443321341664,55.698559041507636,12.499871236771925,303.44042585849644,0.5,0.05,0.2,0.04,0.8,0.3,0.1,2.4,0.1,5.0,0.4,1.2,0.02,0.6,0.5,1.0,1.2499398906784995,1.2499346871487524,0.04032941740749336,0.0403422319154489,5.999711475256798,5.569855904150764,5.0,4.999948494708771,14.99984548412631,6.148779209489162
29.0,2.4998822654937736,0.00043296023136752234,55.90820352762008,12.499894577326556,307.84391215859665,0.5,0.05,0.2,0.04,0.8,0.3,0.1,2.4,0.1,5.0,0.4,1.2,0.02,0.6,0.5,1.0,1.2499411327468868,1.2499363857462593,0.04032470488121793,0.04033703136309508,5.999717437185057,5.590820352762009,5.0,4.999957830930622,14.999873492791867,6.236848746031894
29.5,2.4998845407491346,0.0004269133889651714,56.10762624184879,12.499913686579406,312.20359574205906,0.5,0.05,0.2,0.04,0.8,0.3,0.1,2.4,0.1,5.0,0.4,1.2,0.02,0.6,0.5,1.0,1.2499422703745673,1.249937905124368,0.040320170254393856,0.04033203541368513,5.9997228977979224,5.610762624184879,5.0,4.999965474631763,14.999896423895287,6.324042251904395
30.0,2.499886640592774,0.0004210909036189417,56.29732550674113,12.499929331755684,316.519910155755,0.5,0.05,0.2,0.04,0.8,0.3,0.1,2.4,0.1,5.0,0.4,1.2,0.02,0.6,0.5,1.0,1.249943320296387,1.2499392771390667,0.04031580385732964,0.040327232614779246,5.999727937422658,5.629732550674113,5.0,4.999971732702274,14.99991519810682,6.410368396103624
30.5,2.4998885917960596,0.0004154807897837962,56.47777548005213,12.499942141429182,320.7932850674337,0.5,0.05,0.2,0.04,0.8,0.3,0.1,2.4,0.1,5.0,0.4,1.2,0.02,0.6,0.5,1.0,1.2499442958980298,1.2499405270627417,0.04031159670594728,0.04032261214140624,5.999732620310543,5.647777548005213,5.0,4.999976856571673,14.999930569715017,6.495835769810968
31.0,2.4998904158159156,0.0004100719028720952,56.649427123148875,12.49995262959004,325.02414619580685,0.5,0.05,0.2,0.04,0.8,0.3,0.1,2.4,0.1,5.0,0.4,1.2,0.02,0.6,0.5,1.0,1.2499452079079578,1.2499416749586436,0.040307540445935604,0.04031816422936437,5.999736997958197,5.664942712314888,5.0,4.999981051836016,14.999943155508046,6.580452885982073
31.5,2.499892129929852,0.0004048538588473189,56.812709248441635,12.49996121640471,329.2129152692148,0.5,0.05,0.2,0.04,0.8,0.3,0.1,2.4,0.1,5.0,0.4,1.2,0.02,0.6,0.5,1.0,1.249946064964926,1.2499427368058178,0.040303627292651245,0.04031387928069049,5.9997411118316455,5.6812709248441635,5.0,4.9999844865618845,14.999953459685651,6.664228176861767
32.0,2.499893748183246,0.00039981697854318474,56.968029955740924,12.499968246680103,333.36001008022424,0.5,0.05,0.2,0.04,0.8,0.3,0.1,2.4,0.1,5.0,0.4,1.2,0.02,0.6,0.5,1.0,1.249946874091623,1.24994372543939,0.04029984998952329,0.0403097486818802,5.999744995639791,5.696802995574092,5.0,4.999987298672042,14.999961896016123,6.747169996802926
32.5,2.499895282024733,0.00039495223022068866,57.11577742385879,12.499974002573373,337.46584444580355,0.5,0.05,0.2,0.04,0.8,0.3,0.1,2.4,0.1,5.0,0.4,1.2,0.02,0.6,0.5,1.0,1.2499476410123664,1.2499446511787515,0.04029620176508616,0.04030576484641476,5.999748676859359,5.711577742385879,5.0,4.999989601029349,14.999968803088047,6.829286621648378
