Time,p3g,php,pser,ser,serA,serC,serB,cell,PDH,PSA,PSP
1.84,2.36,0.3098558329551536,0.04126007545604808,4.9,1.15,0.1,0.25,1.0,9.658870107271865e-06,0.15592504292141435,0.16075048873082584
1.85,2.36,0.30829701270714577,0.04121200384102661,4.9,1.15,0.1,0.25,1.0,9.706248646247922e-06,0.15585825110301485,0.1606473608264592
1.86,2.36,0.3067388644779441,0.04116428865101841,4.9,1.15,0.1,0.25,1.0,9.754073549104172e-06,0.1557907337635624,0.16054489059273988
1.87,2.36,0.305181395545477,0.04111691617255676,4.9,1.15,0.1,0.25,1.0,9.802350913390323e-06,0.15572248723306498,0.16044305075717138
1.8800000000000001,2.36,0.3036246132251927,0.04106987292558315,4.9,1.15,0.1,0.25,1.0,9.851086946463205e-06,0.15565350768969946,0.16034181441780646
1.8900000000000001,2.36,0.3020685248715839,0.04102314565825307,4.9,1.15,0.1,0.25,1.0,9.900287967910756e-06,0.15558379115868032,0.1602411550362068
1.9000000000000001,2.36,0.30051313787972495,0.04097672134180076,4.9,1.15,0.1,0.25,1.0,9.949960412039714e-06,0.15551333351108249,0.16014104643035293
1.9100000000000001,2.36,0.2989584596868199,0.0409305871654633,4.9,1.15,0.1,0.25,1.0,1.0000110830428937e-05,0.15544213046261732,0.16004146276751063
1.92,2.36,0.29740449777376393,0.04088473053146352,4.9,1.15,0.1,0.25,1.0,1.0050745894550332e-05,0.1553701775723598,0.15994237855705942
1.93,2.36,0.29585125966671755,0.040839139050051994,4.9,1.15,0.1,0.25,1.0,1.0101872398459485e-05,0.15529747024142546,0.1598437686432876
1.94,2.36,0.2942987529386941,0.040793800534607655,4.9,1.15,0.1,0.25,1.0,1.0153497261558121e-05,0.15522400371159634,0.15974560819815814
1.95,2.36,0.29274698521116166,0.04074870299679688,4.9,1.15,0.1,0.25,1.0,1.0205627531430622e-05,0.1551497730638933,0.15964787271405112
1.96,2.36,0.29119596415565907,0.04070383464179075,4.9,1.15,0.1,0.25,1.0,1.0258270386756874e-05,0.15507477321709423,0.15955053799648522
1.97,2.36,0.28964569749542746,0.040659183863540005,4.9,1.15,0.1,0.25,1.0,1.031143314030385e-05,0.15499899892619567,0.1594535801568231
1.98,2.36,0.28809619300705736,0.04061473924010745,4.9,1.15,0.1,0.25,1.0,1.0365123241998334e-05,0.15492244478081735,0.15935697560496348
1.99,2.36,0.28654745852215197,0.04057048952905713,4.9,1.15,0.1,0.25,1.0,1.0419348282083396e-05,0.15484510520354702,0.15926070104202378
2.0,2.36,0.2849995019290077,0.04052642366289994,4.9,1.15,0.1,0.25,1.0,1.0474115994361182e-05,0.15476697444822457,0.15916473345301543
2.0100000000000002,2.36,0.2834523311743115,0.040482530744595,4.9,1.15,0.1,0.25,1.0,1.0529434259524818e-05,0.15468804659816382,0.1590690500995157
2.02,2.36,0.28190595426485743,0.04043880004310623,4.9,1.15,0.1,0.25,1.0,1.058531110858217e-05,0.15460831556430973,0.1589736285123371
2.0300000000000002,2.36,0.28036037926928037,0.04039522098901347,4.9,1.15,0.1,0.25,1.0,1.0641754726374496e-05,0.15452777508333027,0.15887844648419785
2.04,2.36,0.2788156143198113,0.04035178317017748,4.9,1.15,0.1,0.25,1.0,1.0698773455192888e-05,0.15444641871563983,0.15878348206239468
2.05,2.36,0.27727166761405064,0.04030847632745804,4.9,1.15,0.1,0.25,1.0,1.0756375798495775e-05,0.1543642398433544,0.15868871354147993
2.06,2.36,0.275728547416764,0.04026529035048452,4.9,1.15,0.1,0.25,1.0,1.0814570424730666e-05,0.15428123166817415,0.15859411945594434
2.07,2.36,0.27418626206169866,0.04022221527347796,4.9,1.15,0.1,0.25,1.0,1.0873366171263504e-05,0.15419738720919413,0.15849967857290742
2.08,2.36,0.27264481995342243,0.04017924127112401,4.9,1.15,0.1,0.25,1.0,1.0932772048419215e-05,0.15411269930063898,0.15840536988481554
2.09,2.36,0.2711042295691863,0.0401363586544958,4.9,1.15,0.1,0.25,1.0,1.0992797243636936e-05,0.15402716058952154,0.1583111726021499
2.1,2.36,0.2695644994608096,0.04009355786702582,4.9,1.15,0.1,0.25,1.0,1.1053451125743851e-05,0.15394076353322153,0.1582170661461438
2.11,2.36,0.2680256382565914,0.04005082948052602,4.9,1.15,0.1,0.25,1.0,1.11147432493514e-05,0.15385350039698426,0.1581230301415111
2.12,2.36,0.266487654663246,0.0400081641912551,4.9,1.15,0.1,0.25,1.0,1.117668335937797e-05,0.15376536325133522,0.15802904440918542
2.13,2.36,0.2649505574678656,0.03996555281603213,4.9,1.15,0.1,0.25,1.0,1.1239281395702265e-05,0.15367634396941013,0.15793508895907005
2.14,2.36,0.2634143555399099,0.039922986288395385,4.9,1.15,0.1,0.25,1.0,1.1302547497951712e-05,0.15358643422419682,0.15784114398279983
2.15,2.36,0.2618790578332237,0.03988045565480559,4.9,1.15,0.1,0.25,1.0,1.1366492010430384e-05,0.1534956254856879,0.1577471898465133
2.16,2.36,0.2603446733880833,0.03983795207089236,4.9,1.15,0.1,0.25,1.0,1.1431125487191211e-05,0.15340390901794054,0.15765320708363642
2.17,2.36,0.25881121133327384,0.03979546679774296,4.9,1.15,0.1,0.25,1.0,1.1496458697257238e-05,0.15331127587604246,0.15755917638767578
2.18,2.36,0.2572786808881956,0.039752991198232175,4.9,1.15,0.1,0.25,1.0,1.1562502629997126e-05,0.1532177169029801,0.15746507860502215
2.19,2.36,0.2557470913650045,0.03971051673339237,4.9,1.15,0.1,0.25,1.0,1.1629268500659992e-05,0.1531232227264074,0.15737089472776275
2.2,2.36,0.2542164521707833,0.03966803495882248,4.9,1.15,0.1,0.25,1.0,1.1696767756075201e-05,0.1530277837553124,0.15727660588650172
2.21,2.36,0.2526867728097485,0.039625537521135,4.9,1.15,0.1,0.25,1.0,1.1765012080522616e-05,0.15293139017657878,0.1571821933431877
2.22,2.36,0.2511580628854907,0.03958301615443964,4.9,1.15,0.1,0.25,1.0,1.1834013401779334e-05,0.15283403195143885,0.157087638483947
2.23,2.36,0.24963033210325256,0.03954046267686269,4.9,1.15,0.1,0.25,1.0,1.1903783897348916e-05,0.15273569881181723,0.1569929228119216
2.24,2.36,0.24810359027224235,0.03949786898710081,4.9,1.15,0.1,0.25,1.0,1.197433600087953e-05,0.15263638025655907,0.15689802794011037
2.25,2.36,0.24657784730798746,0.03945522706100808,4.9,1.15,0.1,0.25,1.0,1.2045682408777561e-05,0.15253606554754276,0.15680293558421168
2.2600000000000002,2.36,0.24505311323472595,0.03941252894821526,4.9,1.15,0.1,0.25,1.0,1.2117836087023624e-05,0.15243474370567192,0.1567076275554658
2.27,2.36,0.24352939818784014,0.03936976676877984,4.9,1.15,0.1,0.25,1.0,1.2190810278198018e-05,0.15233240350674437,0.15661208575349556
2.2800000000000002,2.36,0.2420067124163312,0.03932693270986579,4.9,1.15,0.1,0.25,1.0,1.2264618508723169e-05,0.15222903347719427,0.15651629215914284
2.29,2.36,0.24048506628533806,0.03928401902245171,4.9,1.15,0.1,0.25,1.0,1.2339274596330634e-05,0.1521246218897041,0.15642022882729922
2.3000000000000003,2.36,0.23896447027869963,0.03924101801806619,4.9,1.15,0.1,0.25,1.0,1.241479265776087e-05,0.1520191567586827,0.15632387787972812
2.31,2.36,0.23744493500156455,0.039197922065549166,4.9,1.15,0.1,0.25,1.0,1.2491187116703948e-05,0.1519126258356059,0.15622722149787663
2.32,2.36,0.23592647118304683,0.039154723587837836,4.9,1.15,0.1,0.25,1.0,1.2568472711990061e-05,0.15180501660421555,0.15613024191567423
2.33,2.36,0.2344090896789313,0.039111415058775946,4.9,1.15,0.1,0.25,1.0,1.2646664506038762e-05,0.15169631627557323,0.15603292141231578
2.34,2.36,0.23289280147442923,0.039067988999945145,4.9,1.15,0.1,0.25,1.0,1.272577789357642e-05,0.151586511782964,0.15593524230502642
2.35,2.36,0.23137761768698514,0.039024437977517076,4.9,1.15,0.1,0.25,1.0,1.280582861063169e-05,0.151475589776647,0.15583718694180496
2.36,2.36,0.22986354956913785,0.03898075459912484,4.9,1.15,0.1,0.25,1.0,1.2886832743819182e-05,0.151363536618447,0.1557387376941435
2.37,2.36,0.22835060851143574,0.03893693151075252,4.9,1.15,0.1,0.25,1.0,1.2968806739922007e-05,0.15125033837618343,0.1556398769497196
2.38,2.36,0.22683880604540935,0.03889296139364137,4.9,1.15,0.1,0.25,1.0,1.3051767415784266e-05,0.15113598081793184,0.1555405871050583
2.39,2.36,0.22532815384660157,0.03884883696121137,4.9,1.15,0.1,0.25,1.0,1.313573196852502e-05,0.15102044940611287,0.15544085055816007
2.4,2.36,0.22381866373765888,0.03880455095599658,4.9,1.15,0.1,0.25,1.0,1.3220717986085777e-05,0.15090372929140322,0.1553406497010919
2.41,2.36,0.2223103476914833,0.03876009614659309,4.9,1.15,0.1,0.25,1.0,1.3306743458124078e-05,0.15078580530646454,0.15523996691253752
2.42,2.36,0.22080321783444942,0.038715465324617976,4.9,1.15,0.1,0.25,1.0,1.3393826787266153e-05,0.15066666195948333,0.1551387845503029
2.43,2.36,0.21929728644968582,0.03867065130167789,4.9,1.15,0.1,0.25,1.0,1.3481986800732441e-05,0.15054628342751725,0.1550370849437735
2.44,2.36,0.21779256598042535,0.03862564690634583,4.9,1.15,0.1,0.25,1.0,1.3571242762350003e-05,0.150424653549642,0.15493485038631952
2.45,2.36,0.21628906903342396,0.038580444981144546,4.9,1.15,0.1,0.25,1.0,1.3661614384966825e-05,0.15030175581989175,0.15483206312764383
2.46,2.36,0.21478680838245234,0.038535038379535126,4.9,1.15,0.1,0.25,1.0,1.3753121843283359e-05,0.15017757337998824,0.15472870536606978
2.47,2.36,0.21328579697186048,0.038489419962909235,4.9,1.15,0.1,0.25,1.0,1.3845785787117541e-05,0.150052089011851,0.1546247592407637
2.48,2.36,0.21178604792021946,0.03844358259758347,4.9,1.15,0.1,0.25,1.0,1.3939627355120029e-05,0.1499252851298825,0.15452020682388715
2.49,2.36,0.2102875745240405,0.03839751915179425,4.9,1.15,0.1,0.25,1.0,1.4034668188957384e-05,0.14979714377302103,0.15441503011267535
2.5,2.36,0.20879039026157614,0.03835122249269161,4.9,1.15,0.1,0.25,1.0,1.4130930447981386e-05,0.14966764659655457,0.1543092110214353
2.5100000000000002,2.36,0.2072945087967032,0.03830468548333041,4.9,1.15,0.1,0.25,1.0,1.4228436824403846e-05,0.14953677486368727,0.15420273137346022
2.52,2.36,0.20579994398289292,0.03825790097965721,4.9,1.15,0.1,0.25,1.0,1.4327210558996781e-05,0.14940450943685174,0.15409557289285358
2.5300000000000002,2.36,0.2043067098672682,0.038210861827491185,4.9,1.15,0.1,0.25,1.0,1.4427275457339012e-05,0.1492708307687589,0.15398771719625873
2.54,2.36,0.20281482069475296,0.038163560859497424,4.9,1.15,0.1,0.25,1.0,1.4528655906630901e-05,0.14913571889317623,0.1538791457844869
2.5500000000000003,2.36,0.20132429091231427,0.038115990892150814,4.9,1.15,0.1,0.25,1.0,1.463137689310025e-05,0.14899915341542727,0.15376984003403932
2.56,2.36,0.19983513517330195,0.03806814472268888,4.9,1.15,0.1,0.25,1.0,1.4735464020023083e-05,0.14886111350260195,0.1536597811885169
2.57,2.36,0.19834736834188707,0.03802001512605171,4.9,1.15,0.1,0.25,1.0,1.4840943526384425e-05,0.14872157787346948,0.15354895034991098
2.58,2.36,0.1968610054976034,0.03797159485180718,4.9,1.15,0.1,0.25,1.0,1.4947842306205105e-05,0.14858052478808376,0.153437328469769
2.59,2.36,0.1953760619399948,0.03792287662105969,4.9,1.15,0.1,0.25,1.0,1.50561879285619e-05,0.14843793203707126,0.15332489634022903
2.6,2.36,0.19389255319337068,0.03787385312334043,4.9,1.15,0.1,0.25,1.0,1.5166008658329721e-05,0.1482937769305912,0.1532116345849152
2.61,2.36,0.19241049501167498,0.037824517013477395,4.9,1.15,0.1,0.25,1.0,1.5277333477675578e-05,0.148148036286957,0.15309752364968846
2.62,2.36,0.19092990338346968,0.037774860908443085,4.9,1.15,0.1,0.25,1.0,1.5390192108335797e-05,0.14800068642090825,0.1529825437932438
2.63,2.36,0.18945079453703872,0.037724877384177964,4.9,1.15,0.1,0.25,1.0,1.5504615034709094e-05,0.14785170313152132,0.15286667507754775
2.64,2.36,0.1879731849456139,0.03767455897238761,4.9,1.15,0.1,0.25,1.0,1.5620633527800024e-05,0.14770106168974634,0.1527498973581071
2.65,2.36,0.1864970913327285,0.03762389815731156,4.9,1.15,0.1,0.25,1.0,1.5738279670048534e-05,0.14754873682555864,0.15263219027406247
2.66,2.36,0.1850225306777006,0.037572887372461575,4.9,1.15,0.1,0.25,1.0,1.5857586381083488e-05,0.1473947027147112,0.15251353323809608
2.67,2.36,0.1835495202212525,0.037521518997327336,4.9,1.15,0.1,0.25,1.0,1.5978587444439398e-05,0.1472389329650751,0.1523939054261472
2.68,2.36,0.18207807747126767,0.03746978535404725,4.9,1.15,0.1,0.25,1.0,1.6101317535277956e-05,0.14708140060255312,0.15227328576692498
2.69,2.36,0.18060822020869224,0.03741767870404212,4.9,1.15,0.1,0.25,1.0,1.6225812249157448e-05,0.1469220780565532,0.15215165293121008
2.7,2.36,0.17913996649358352,0.03736519124460934,4.9,1.15,0.1,0.25,1.0,1.6352108131895767e-05,0.14676093714500565,0.15202898532093476
2.71,2.36,0.1776733346713116,0.037312315105475335,4.9,1.15,0.1,0.25,1.0,1.6480242710574456e-05,0.14659794905890874,0.15190526105803237
2.72,2.36,0.17620834337891755,0.03725904234530364,4.9,1.15,0.1,0.25,1.0,1.661025452573401e-05,0.14643308434638652,0.15178045797304515
2.73,2.36,0.17474501155163477,0.037205364948156294,4.9,1.15,0.1,0.25,1.0,1.6742183164812646e-05,0.14626631289624217,0.15165455359347982
2.74,2.36,0.17328335842957668,0.03715127481990589,4.9,1.15,0.1,0.25,1.0,1.6876069296883904e-05,0.14609760392098814,0.15152752513189988
2.75,2.36,0.1718234035645983,0.0370967637845957,4.9,1.15,0.1,0.25,1.0,1.7011954708750587e-05,0.14592692593933676,0.15139934947374348
2.7600000000000002,2.36,0.17036516682733494,0.03704182358074511,4.9,1.15,0.1,0.25,1.0,1.714988234245597e-05,0.14575424675813012,0.15127000316485367
2.77,2.36,0.16890866841442587,0.03698644585759779,4.9,1.15,0.1,0.25,1.0,1.728989633427587e-05,0.14557953345369137,0.15113946239871034
2.7800000000000002,2.36,0.16745392885592694,0.03693062217130944,4.9,1.15,0.1,0.25,1.0,1.7432042055258624e-05,0.1454027523525755,0.1510077030033491
2.79,2.36,0.16600096902292014,0.03687434398107254,4.9,1.15,0.1,0.25,1.0,1.7576366153383247e-05,0.14522386901169923,0.1508747004279552
2.8000000000000003,2.36,0.1645498101353245,0.03681760264517487,4.9,1.15,0.1,0.25,1.0,1.7722916597409847e-05,0.14504284819782715,0.1507404297291178
2.81,2.36,0.1631004737699168,0.03676038941698883,4.9,1.15,0.1,0.25,1.0,1.787174272249988e-05,0.14485965386639138,0.15060486555673
2.82,2.36,0.16165298186856725,0.0367026954408883,4.9,1.15,0.1,0.25,1.0,1.8022895277688137e-05,0.14467424913962074,0.15046798213951978
2.83,2.36,0.16020735674669837,0.03664451174808991,4.9,1.15,0.1,0.25,1.0,1.8176426475292283e-05,0.14448659628395413,0.150329753270197
2.84,2.36,0.15876362110197392,0.03658582925241523,4.9,1.15,0.1,0.25,1.0,1.833239004235056e-05,0.14429665668671263,0.15019015229019825
2.85,2.36,0.15732179802322482,0.03652663874597068,4.9,1.15,0.1,0.25,1.0,1.849084127418273e-05,0.14410439083200263,0.15004915207401495
2.86,2.36,0.1558819109996217,0.03646693089474091,4.9,1.15,0.1,0.25,1.0,1.865183709017437e-05,0.14390975827582297,0.14990672501308477
2.87,2.36,0.15444398393010011,0.036406696234092685,4.9,1.15,0.1,0.25,1.0,1.8815436091890194e-05,0.1437127176203458,0.14976284299922932
2.88,2.36,0.15300804113304822,0.036345925164185666,4.9,1.15,0.1,0.25,1.0,1.8981698623627302e-05,0.14351322648734077,0.14961747740761963
2.89,2.36,0.1515741073562647,0.03628460794528564,4.9,1.15,0.1,0.25,1.0,1.9150686835525433e-05,0.14331124149071134,0.14947059907924917
2.9,2.36,0.15014220778719733,0.03622273469297616,4.9,1.15,0.1,0.25,1.0,1.9322464749357473e-05,0.14310671820811033,0.1493221783028919
2.91,2.36,0.14871236806347016,0.03616029537326475,4.9,1.15,0.1,0.25,1.0,1.9497098327130085e-05,0.14289961115160013,0.14917218479652564
2.92,2.36,0.14728461428371042,0.03609727979757925,4.9,1.15,0.1,0.25,1.0,1.9674655542631488e-05,0.1426898737373215,0.14902058768819806
2.93,2.36,0.14585897301868359,0.036033677617650174,4.9,1.15,0.1,0.25,1.0,1.9855206456070825e-05,0.14247745825413471,0.14886735549631142
2.94,2.36,0.1444354713227492,0.03596947832027422,4.9,1.15,0.1,0.25,1.0,2.0038823291961244e-05,0.1422623158311934,0.14871245610930214
2.95,2.36,0.14301413674564623,0.035904671221954336,4.9,1.15,0.1,0.25,1.0,2.0225580520407634e-05,0.14204439640441113,0.14855585676468877
2.96,2.36,0.14159499734462122,0.03583924546341153,4.9,1.15,0.1,0.25,1.0,2.041555494196832e-05,0.1418236486817797,0.1483975240274628
2.97,2.36,0.1401780816969092,0.03577319000396348,4.9,1.15,0.1,0.25,1.0,2.0608825776269945e-05,0.14160002010749353,0.14823742376779397
2.98,2.36,0.13876341891258123,0.03570649361576467,4.9,1.15,0.1,0.25,1.0,2.0805474754564225e-05,0.14137345682483654,0.1480755211380214
2.99,2.36,0.13735103864776962,0.035639144877902845,4.9,1.15,0.1,0.25,1.0,2.1005586216426482e-05,0.14114390363778373,0.14791178054889997
3.0,2.36,0.13594097111828551,0.035571132170346235,4.9,1.15,0.1,0.25,1.0,2.1209247210806357e-05,0.14091130397126708,0.14774616564507104
3.0100000000000002,2.36,0.13453324711364095,0.03550244366773579,4.9,1.15,0.1,0.25,1.0,2.1416547601653895e-05,0.14067559983005629,0.14757863927972376
3.02,2.36,0.1331278980114912,0.03543306733301675,4.9,1.15,0.1,0.25,1.0,2.162758017835605e-05,0.1404367317561994,0.14740916348841324
3.0300000000000002,2.36,0.13172495579251037,0.03536299091090329,4.9,1.15,0.1,0.25,1.0,2.1842440771232723e-05,0.1401946387849687,0.14723769946199894
3.04,2.36,0.13032445305571733,0.03529220192117013,4.9,1.15,0.1,0.25,1.0,2.2061228372355455e-05,0.13994925839925337,0.1470642075186667
3.0500000000000003,2.36,0.12892642303426602,0.03522068765176456,4.9,1.15,0.1,0.25,1.0,2.2284045261967218e-05,0.13970052648233888,0.14688864707499386
3.06,2.36,0.12753089961171868,0.03514843515173226,4.9,1.15,0.1,0.25,1.0,2.2510997140797662e-05,0.13944837726901063,0.14671097661601748
3.0700000000000003,2.36,0.12613791733881682,0.035075431223949925,4.9,1.15,0.1,0.25,1.0,2.2742193268585892e-05,0.13919274329491602,0.14653115366426206
3.08,2.36,0.1247475114507702,0.03500166241765773,4.9,1.15,0.1,0.25,1.0,2.297774660914026e-05,0.13893355534411717,0.1463491347476823
3.09,2.36,0.12335971788508007,0.034927115020784064,4.9,1.15,0.1,0.25,1.0,2.3217773982285026e-05,0.13867074239476374,0.14616487536647352
3.1,2.36,0.12197457329991751,0.03485177505205514,4.9,1.15,0.1,0.25,1.0,2.3462396223063575e-05,0.13840423156281173,0.14597832995870075
3.11,2.36,0.12059211509307646,0.03477562825288148,4.9,1.15,0.1,0.25,1.0,2.3711738348590242e-05,0.13813394804371243,0.14578945186469544
3.12,2.36,0.11921238142152127,0.03469866007901326,4.9,1.15,0.1,0.25,1.0,2.3965929732966378e-05,0.13785981505199035,0.14559819329016505
3.13,2.36,0.11783541122155217,0.034620855691956075,4.9,1.15,0.1,0.25,1.0,2.4225104290700458e-05,0.1375817537586291,0.14540450526796006
3.14,2.36,0.11646124422960911,0.034542199950138554,4.9,1.15,0.1,0.25,1.0,2.4489400669099433e-05,0.1372996832261771,0.1452083376184392
3.15,2.36,0.11508992100373919,0.03446267739982288,4.9,1.15,0.1,0.25,1.0,2.4758962450125865e-05,0.13701352034148456,0.14500963890837038
3.16,2.36,0.11372148294575009,0.034382272265749,4.9,1.15,0.1,0.25,1.0,2.503393836224616e-05,0.13672317974597817,0.14480835640830383
3.17,2.36,0.11235597232407664,0.034300968441503085,4.9,1.15,0.1,0.25,1.0,2.531448250282647e-05,0.13642857376337614,0.14460443604834847
3.18,2.36,0.11099343229738472,0.03421874947960043,4.9,1.15,0.1,0.25,1.0,2.560075457166769e-05,0.1361296123247434,0.1443978223722814
3.19,2.36,0.1096339069389417,0.0341355985812727,4.9,1.15,0.1,0.25,1.0,2.589292011630642e-05,0.13582620289078215,0.1441884584899155
3.2,2.36,0.10827744126177984,0.0340514985859492,4.9,1.15,0.1,0.25,1.0,2.619115078974823e-05,0.13551825037124873,0.14397628602764728
3.21,2.36,0.10692408124468392,0.033966431960421414,4.9,1.15,0.1,0.25,1.0,2.6495624621339992e-05,0.1352056570413844,0.14376124507710378
3.22,2.36,0.10557387385903179,0.03388038078767983,4.9,1.15,0.1,0.25,1.0,2.680652630153279e-05,0.13488832245524313,0.14354327414180165
3.23,2.36,0.10422686709652162,0.03379332675541175,4.9,1.15,0.1,0.25,1.0,2.7124047481332715e-05,0.13456614335579456,0.14332231008172985
3.24,2.36,0.10288310999781679,0.03370525114414841,4.9,1.15,0.1,0.25,1.0,2.74483870872877e-05,0.13423901358167653,0.14309828805576108
3.25,2.36,0.10154265268214477,0.033616134815049506,4.9,1.15,0.1,0.25,1.0,2.7779751652910804e-05,0.13390682397046746,0.1428711414617931
3.2600000000000002,2.36,0.10020554637788368,0.03352595819731286,4.9,1.15,0.1,0.25,1.0,2.81183556674978e-05,0.1335694622583427,0.14264080187451691
3.27,2.36,0.09887184345417546,0.0334347012751966,4.9,1.15,0.1,0.25,1.0,2.8464421943356384e-05,0.13322681297597644,0.14240719898070295
3.2800000000000002,2.36,0.09754159745360232,0.03334234357464098,4.9,1.15,0.1,0.25,1.0,2.88181820025295e-05,0.13287875734054416,0.14217026051189063
3.29,2.36,0.09621486312596796,0.033248864149476774,4.9,1.15,0.1,0.25,1.0,2.9179876484163104e-05,0.13252517314367765,0.14192991217436357
3.3000000000000003,2.36,0.09489169646322362,0.03315424156720663,4.9,1.15,0.1,0.25,1.0,2.9549755573742246e-05,0.13216593463521809,0.14168607757628315
3.31,2.36,0.09357215473558346,0.033058453894345696,4.9,1.15,0.1,0.25,1.0,2.992807945549641e-05,0.13180091240261038,0.14143867815185032
3.3200000000000003,2.36,0.09225629652887217,0.032961478681307554,4.9,1.15,0.1,0.25,1.0,3.03151187893589e-05,0.1314299732457744,0.14118763308235746
3.33,2.36,0.0909441817831531,0.0328632929468212,4.9,1.15,0.1,0.25,1.0,3.0711155213951946e-05,0.13105298004728758,0.14093285921398543
3.34,2.36,0.08963587183268293,0.03276387316186459,4.9,1.15,0.1,0.25,1.0,3.111648187716443e-05,0.13066979163770626,0.14067427097219473
3.35,2.36,0.08833142944724423,0.03266319523310017,4.9,1.15,0.1,0.25,1.0,3.153140399598777e-05,0.13028026265585058,0.14041178027255083
3.36,2.36,0.08703091887490687,0.0325612344857976,4.9,1.15,0.1,0.25,1.0,3.195623944738246e-05,0.1298842434038736,0.14014529642781845
3.37,2.36,0.08573440588627103,0.03245796564622871,4.9,1.15,0.1,0.25,1.0,3.239131939206059e-05,0.12948157969693122,0.13987472605114767
3.38,2.36,0.08444195782024856,0.03235336282351991,4.9,1.15,0.1,0.25,1.0,3.2836988933189044e-05,0.12907211270726765,0.13959997295517118
3.39,2.36,0.0831536436314381,0.032247399490946946,4.9,1.15,0.1,0.25,1.0,3.329360781214637e-05,0.12865567880252682,0.13932093804681817
3.4,2.36,0.0818695339391547,0.032140048466657266,4.9,1.15,0.1,0.25,1.0,3.376155114360018e-05,0.1282321093781002,0.13903751921764496
3.41,2.36,0.08058970107817344,0.032031281893805184,4.9,1.15,0.1,0.25,1.0,3.424121019231623e-05,0.12780123068331842,0.13874961122947105
3.42,2.36,0.07931421915125131,0.03192107122008547,4.9,1.15,0.1,0.25,1.0,3.473299319426105e-05,0.12736286364129507,0.13845710559509905
3.43,2.36,0.07804316408349096,0.03180938717665113,4.9,1.15,0.1,0.25,1.0,3.523732622472071e-05,0.12691682366223103,0.13815989045388805
3.44,2.36,0.0767766136786147,0.031696199756401776,4.9,1.15,0.1,0.25,1.0,3.5754654116327e-05,0.12646292044999058,0.1378578504419372
3.45,2.36,0.07551464767721183,0.031581478191633976,4.9,1.15,0.1,0.25,1.0,3.628544143006317e-05,0.12600095780175538,0.1375508665566393
3.46,2.36,0.07425734781704617,0.03146519093102412,4.9,1.15,0.1,0.25,1.0,3.683017348250047e-05,0.1255307334006019,0.13723881601529228
3.47,2.36,0.07300479789547765,0.031347305615952545,4.9,1.15,0.1,0.25,1.0,3.738935743272734e-05,0.1250520386007984,0.13692157210754638
3.48,2.36,0.07175708383407542,0.03122778905615692,4.9,1.15,0.1,0.25,1.0,3.796352343263215e-05,0.12456465820566005,0.13659900404139305
3.49,2.36,0.07051429374550315,0.031106607204697725,4.9,1.15,0.1,0.25,1.0,3.8553225844414284e-05,0.12406837023782066,0.13627097678237102
3.5,2.36,0.06927651800275687,0.03098372513222701,4.9,1.15,0.1,0.25,1.0,3.9159044529423926e-05,0.12356294570178665,0.13593735088567152
3.5100000000000002,2.36,0.06804384931082906,0.030859107000558866,4.9,1.15,0.1,0.25,1.0,3.9781586212667077e-05,0.1230481483386484,0.1355979823208238
3.52,2.36,0.06681638278087867,0.03073271603554102,4.9,1.15,0.1,0.25,1.0,4.0421485927551355e-05,0.12252373437284984,0.1352527222886268
3.5300000000000002,2.36,0.06559421600698655,0.0306045144992261,4.9,1.15,0.1,0.25,1.0,4.107940854569537e-05,0.12198945225094729,0.13490141702996974
3.54,2.36,0.06437744914558044,0.030474463661343733,4.9,1.15,0.1,0.25,1.0,4.175605039687425e-05,0.12144504237232398,0.1345439076261687
3.5500000000000003,2.36,0.0631661849976096,0.03034252377007936,4.9,1.15,0.1,0.25,1.0,4.245214098443129e-05,0.12089023681186195,0.13418002979043714
3.56,2.36,0.06196052909355121,0.030208654022171016,4.9,1.15,0.1,0.25,1.0,4.316844480173959e-05,0.12032475903461881,0.13380961365009808
3.5700000000000003,2.36,0.06076058978132716,0.030072812532339416,4.9,1.15,0.1,0.25,1.0,4.3905763255552335e-05,0.11974832360260804,0.13343248351913012
3.58,2.36,0.0595664783172124,0.029934956302071925,4.9,1.15,0.1,0.25,1.0,4.4664936702324244e-05,0.11916063587384858,0.1330484576606284
3.59,2.36,0.058378308959810714,0.029795041187786746,4.9,1.15,0.1,0.25,1.0,4.5446846603822946e-05,0.11856139169391958,0.1326573480387471
3.6,2.36,0.05719619906717389,0.029653021868411386,4.9,1.15,0.1,0.25,1.0,4.62524178085645e-05,0.11795027708034245,0.13225896005968235
3.61,2.36,0.05602026919713476,0.02950885181241766,4.9,1.15,0.1,0.25,1.0,4.70826209657993e-05,0.1173269679002099,0.13185309230124467
3.62,2.36,0.05485064321091978,0.029362483244364607,4.9,1.15,0.1,0.25,1.0,4.793847507893194e-05,0.11669112954159537,0.13143953623056243
3.63,2.36,0.0536874483801029,0.0292138671110115,4.9,1.15,0.1,0.25,1.0,4.8821050205367884e-05,0.11604241657940807,0.1310180759094537
3.64,2.36,0.05253081549695228,0.02906295304707471,4.9,1.15,0.1,0.25,1.0,4.9731470309833764e-05,0.11538047243650912,0.13058848768699916
3.65,2.36,0.05138087898821563,0.02890968934071639,4.9,1.15,0.1,0.25,1.0,5.067091627819148e-05,0.11470492904107911,0.1301505398788514
