FeII,FeIII,FeIII_NO,FeIII_star,FeIII_t,FeII_NO,FeII_O2,FeII_star,FeII_star_O2,NADPH,NADPplus,NO,NO3,O2,citrulline,Time
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,140.0,0.0,0.0
0.014552437306904956,0.9743350900982812,6.513536791653871e-08,0.0009819917462224085,0.9753170818445036,2.5532778866030305e-10,0.010123619528049407,5.379134351497692e-06,1.416795494411355e-06,40.0,0.0,0.0,0.0,140.0,0.0,0.01
0.01830680791739003,0.949328910559847,2.7776340894783485e-06,0.005673439013605801,0.9550023495734529,2.2875901546292054e-08,0.02660658703160998,5.27806228505631e-05,2.8674344705155753e-05,40.0,0.0,0.0,0.0,140.0,0.0,0.02
0.01900785205010237,0.924964959624621,2.165938012752474e-05,0.014323020108393918,0.9392879797330149,2.7991254945022163e-07,0.041368291258644295,0.00017152492059085931,0.00014241274497032164,40.0,0.0,0.0,0.0,140.0,0.0,0.03
0.01885216566539897,0.9012282055493162,8.533303911790557e-05,0.02613189112857052,0.9273600966778867,1.532585206737297e-06,0.052934206257044515,0.0003622953043969115,0.00040437047094804725,40.0,0.0,0.0,0.0,140.0,0.0,0.04
0.018462617184570193,0.8781057109317844,0.00023314509999624144,0.04021101890248479,0.9183167298342692,5.43827072135601e-06,0.061516226853337616,0.0006121763401262302,0.000853666416978963,40.0,0.0,0.0,0.0,140.0,0.0,0.05
0.018015715777113608,0.8555869343078129,0.0005080501447029121,0.05580509269894514,0.911392027006758,1.4735321396880645e-05,0.06766012814089695,0.0009054621257895084,0.0015038814833419085,40.0,0.0,0.0,0.0,140.0,0.0,0.06
0.017561394319134935,0.8336636914810668,0.0009505933283394456,0.07231932062364199,0.9059830121047088,3.325238624465883e-05,0.07189503032741212,0.0012279743433053132,0.002348743190854547,40.0,0.0,0.0,0.0,140.0,0.0,0.07
0.017113714612345766,0.8123298727795559,0.001595021415757495,0.08929873620787515,0.901628608987431,6.578867918766871e-05,0.0746595016478219,0.0015681771631111474,0.003369187494344636,40.0,0.0,0.0,0.0,140.0,0.0,0.08
0.016676590181606984,0.7915810249826173,0.0024673200615200953,0.10640052739666764,0.8979815523792849,0.00011791947206710876,0.0763002808465477,0.0019171038843611191,0.004539233174611864,40.0,0.0,0.0,0.0,140.0,0.0,0.09
0.016251076459556108,0.7714138837252478,0.0035846538122529924,0.12336939071290434,0.8947832744381521,0.00019577035834884675,0.07708708408139903,0.002267949478457126,0.005830191371833265,40.0,0.0,0.0,0.0,140.0,0.0,0.1
0.015837431633111847,0.7518259140933019,0.004955710258830079,0.14001760050403408,0.891843514597336,0.000305790090245467,0.077228493732198,0.0026156325900489347,0.007213427098240171,40.0,0.0,0.0,0.0,140.0,0.0,0.11
0.015435694877827519,0.732814893791228,0.00658156527478262,0.1562093820228742,0.8890242758141023,0.0004545402169406359,0.07688547472361125,0.002956415828338799,0.008662033264407478,40.0,0.0,0.0,0.0,140.0,0.0,0.12
0.01504584422147132,0.7143785566518841,0.008456801048663885,0.171848807695453,0.8862273643473371,0.0006485113933579655,0.07618213783124021,0.0032875995668386862,0.01015174159110115,40.0,0.0,0.0,0.0,140.0,0.0,0.13
0.014667837355558438,0.6965143025374628,0.01057070126855138,0.18687044062281674,0.8833847431602796,0.0008939703206496757,0.07521414083207772,0.0036072813153559024,0.011661325747537789,40.0,0.0,0.0,0.0,140.0,0.0,0.14
0.014301619107141198,0.6792189729242752,0.012908416194446416,0.20123211961369653,0.8804510925379718,0.001196837735977321,0.0740551890015096,0.003914168864047974,0.013172676558916033,40.0,0.0,0.0,0.0,140.0,0.0,0.15
0.01394712087838646,0.6624886877166787,0.01545203144768482,0.2149094091029195,0.8773980968195982,0.0015625959425026763,0.07276203994919804,0.0042074361562873626,0.014670678806352751,40.0,0.0,0.0,0.0,140.0,0.0,0.16
0.013604258557073576,0.6463187354294284,0.01818151556760462,0.22789130563797672,0.8742100410674052,0.0019962224431782144,0.07137837534209958,0.004486611674204093,0.016142975348445283,40.0,0.0,0.0,0.0,140.0,0.0,0.17
0.01327293072548869,0.6307035097483394,0.021075529243786136,0.24017693833771359,0.870880448086053,0.0025021466974303685,0.06993777534205142,0.004751492632686438,0.01757967727251432,40.0,0.0,0.0,0.0,140.0,0.0,0.18
0.01295301757050437,0.6156364844408223,0.02411209698333596,0.25177303729800077,0.8674095217388231,0.003084226361545948,0.06846599994548859,0.005002079139090532,0.018973058261221844,40.0,0.0,0.0,0.0,140.0,0.0,0.19
0.012644380468126807,0.6011102184030817,0.027269162047160466,0.26269194835714665,0.8638021667602283,0.003745738995797092,0.06698277765776516,0.005238522562943153,0.020317251507989378,40.0,0.0,0.0,0.0,140.0,0.0,0.2
0.01234686217316795,0.587116384980872,0.030525014688816014,0.2729501497041976,0.8600665346850697,0.004489386880184741,0.0655031422563841,0.005461086957204248,0.021607972359183516,40.0,0.0,0.0,0.0,140.0,0.0,0.21
0.012060287486556777,0.5736458206554932,0.03385863964925586,0.28256704878657946,0.8562128694420726,0.0053173119650240415,0.06403851787247451,0.0056701177668576404,0.022842255817768792,40.0,0.0,0.0,0.0,140.0,0.0,0.22
0.011784464266135863,0.560688585346987,0.037249958327019383,0.29156411708446084,0.8522527024314478,0.006231118069768446,0.06259750091093624,0.005866019319351799,0.024018236675350982,40.0,0.0,0.0,0.0,140.0,0.0,0.23
0.011519184690320766,0.5482340319582514,0.04068000960982894,0.29996419776837263,0.848198229726624,0.007231898501168914,0.06118648772310469,0.006049236804365379,0.025134952944597673,40.0,0.0,0.0,0.0,140.0,0.0,0.24
0.011264226743220947,0.536270884178307,0.04413108086795699,0.3077909399106866,0.8440618240889937,0.008320268502613505,0.05981019011162043,0.006220241536010985,0.02619216814959382,40.0,0.0,0.0,0.0,140.0,0.0,0.25
0.011019355747489315,0.524787313286845,0.04758677080636906,0.3150684265732516,0.8398557398600967,0.00949639881517088,0.058471977866952435,0.006379521248199442,0.027190235655732944,40.0,0.0,0.0,0.0,140.0,0.0,0.26
0.010784325966436687,0.5137710169918297,0.051032025718105736,0.32182085792683063,0.8355918749186604,0.010760050935400587,0.05717417360283116,0.006527571811378841,0.02812997704719743,40.0,0.0,0.0,0.0,140.0,0.0,0.27
0.010558882260556448,0.5032092996350701,0.05445315006275859,0.328072289907973,0.8312815895430431,0.012110613786291339,0.055918299529115104,0.006664890383191751,0.029012574435054533,40.0,0.0,0.0,0.0,140.0,0.0,0.28
0.010342761670744363,0.49308914724672614,0.057837783613715894,0.3338464663091158,0.8269356135558419,0.013547139053067708,0.054705241684004285,0.00679197097973686,0.029839489442899676,40.0,0.0,0.0,0.0,140.0,0.0,0.29
0.010135694960939108,0.4833972999612283,0.061174864511554405,0.33916668284317397,0.8225639828044022,0.015068375932959148,0.05353538703386778,0.006909300869033947,0.03061239388725392,40.0,0.0,0.0,0.0,140.0,0.0,0.3
0.009937408105927277,0.4741203211484792,0.0644545789469089,0.34405568519692264,0.8181760063454018,0.016672805000407166,0.05240873157547419,0.007017357839266596,0.031333112186624615,40.0,0.0,0.0,0.0,140.0,0.0,0.31
0.00974762367817205,0.4652446612999005,0.06766830278879626,0.34853559252746,0.8137802538273605,0.01835867017841876,0.05132496678659741,0.0071166081212187746,0.03200357461944676,40.0,0.0,0.0,0.0,140.0,0.0,0.32
0.009566062153968373,0.45675671765376885,0.07080853521598805,0.3526278468371239,0.8093845644908928,0.02012400925464096,0.05028354407902391,0.007207504976081352,0.03262577982941509,40.0,0.0,0.0,0.0,140.0,0.0,0.33
0.00939244311575483,0.4486428887595157,0.07386883084161815,0.35635317367163355,0.8049960624311492,0.02196668239823054,0.049283729932365475,0.007290487572331976,0.03320176370856024,40.0,0.0,0.0,0.0,140.0,0.0,0.34
0.009226486404492402,0.44088962634589757,0.07684372550216541,0.35973155841795107,0.8006211847638487,0.023884400007949703,0.048324649017696855,0.007365980256857516,0.033733574046999865,40.0,0.0,0.0,0.0,140.0,0.0,0.35000000000000003
0.009067913034097552,0.43348347618888866,0.07972867109596943,0.36278223492114814,0.7962657111100369,0.025874745280296214,0.04740531429627771,0.007434392155630785,0.03422325302770191,40.0,0.0,0.0,0.0,140.0,0.0,0.36
0.008916446231689365,0.4264111243952733,0.08251995692204404,0.3655236780335123,0.7919348024287856,0.027935200259177374,0.0465246583430926,0.007496116851298571,0.03467281896392278,40.0,0.0,0.0,0.0,140.0,0.0,0.37
0.008771812162680572,0.4196594292928329,0.08521464668734967,0.3679736066648489,0.7876330359576817,0.03006316474018716,0.04568155178356324,0.007551532350802874,0.03508425631774494,40.0,0.0,0.0,0.0,140.0,0.0,0.38
0.008633740685465663,0.4132154545192904,0.08781051056075782,0.3701489892287584,0.7833644437480488,0.03225597624712617,0.044874822025465076,0.007601001102057247,0.035459505631089516,40.0,0.0,0.0,0.0,140.0,0.0,0.39
0.008501965975069945,0.40706649610070567,0.09030596306081007,0.37206605369432366,0.7791325497950293,0.03451092718671618,0.04410326719101368,0.007644870133198149,0.03580045665817294,40.0,0.0,0.0,0.0,140.0,0.0,0.4
