Time,FeIII,FeII,FeII_O2,FeIII_star,FeII_star,FeII_star_O2,FeIII_NO,FeII_NO,NADPH,O2,citrulline,NO3,NO,NADPplus,FeIII_t,k1,k2,k3,k4,k5,k6,k7,k8,k9,k10,cytosol,r1,r2,r3,r4,r5,r6,rF,rG,r9,r10
0.1,0.7714138837252478,0.016251076459556108,0.07708708408139903,0.12336939071290434,0.002267949478457126,0.005830191371833265,0.0035846538122529924,0.00019577035834884675,40.0,140.0,0.0,0.0,0.0,0.0,0.8947832744381521,2.6,0.9,26.0,2.6,0.9,26.0,5.0,2.6,0.0001,0.0013,1.0,2.0056760976856443,2.0476356339040698,2.004264186116375,0.3207604158535513,0.28576163428559787,0.15158497566766488,0.017923269061264964,0.00932009991185778,1.9577035834884677e-08,3.5630205219490106e-05
0.11,0.7518259140933019,0.015837431633111847,0.077228493732198,0.14001760050403408,0.0026156325900489347,0.007213427098240171,0.004955710258830079,0.000305790090245467,40.0,140.0,0.0,0.0,0.0,0.0,0.891843514597336,2.6,0.9,26.0,2.6,0.9,26.0,5.0,2.6,0.0001,0.0013,1.0,1.9547473766425851,1.9955163857720926,2.007940837037148,0.36404576131048866,0.3295697063461658,0.18754910455424445,0.024778551294150394,0.012884846672958207,3.05790090245467e-08,5.5653796424674986e-05
0.12,0.732814893791228,0.015435694877827519,0.07688547472361125,0.1562093820228742,0.002956415828338799,0.008662033264407478,0.00658156527478262,0.0004545402169406359,40.0,140.0,0.0,0.0,0.0,0.0,0.8890242758141023,2.6,0.9,26.0,2.6,0.9,26.0,5.0,2.6,0.0001,0.0013,1.0,1.905318723857193,1.9448975546062675,1.9990223428138925,0.40614439325947294,0.37250839437068867,0.22521286487459444,0.0329078263739131,0.017112069714434814,4.545402169406359e-08,8.272631948319572e-05
0.13,0.7143785566518841,0.01504584422147132,0.07618213783124021,0.171848807695453,0.0032875995668386862,0.01015174159110115,0.008456801048663885,0.0006485113933579655,40.0,140.0,0.0,0.0,0.0,0.0,0.8862273643473371,2.6,0.9,26.0,2.6,0.9,26.0,5.0,2.6,0.0001,0.0013,1.0,1.8573842472948987,1.8957763719053864,1.9807355836122456,0.4468069000081778,0.41423754542167446,0.2639452813686299,0.04228400524331943,0.0219876827265261,6.485113933579655e-08,0.00011802907359114971
0.14,0.6965143025374628,0.014667837355558438,0.07521414083207772,0.18687044062281674,0.0036072813153559024,0.011661325747537789,0.01057070126855138,0.0008939703206496757,40.0,140.0,0.0,0.0,0.0,0.0,0.8833847431602796,2.6,0.9,26.0,2.6,0.9,26.0,5.0,2.6,0.0001,0.0013,1.0,1.8109371865974033,1.8481475068003634,1.9555676616340207,0.48586314561932353,0.45451744573484365,0.3031944694359825,0.0528535063427569,0.02748382329823359,8.939703206496757e-08,0.00016270259835824097
0.15,0.6792189729242752,0.014301619107141198,0.0740551890015096,0.20123211961369653,0.003914168864047974,0.013172676558916033,0.012908416194446416,0.001196837735977321,40.0,140.0,0.0,0.0,0.0,0.0,0.8804510925379718,2.6,0.9,26.0,2.6,0.9,26.0,5.0,2.6,0.0001,0.0013,1.0,1.7659693296031156,1.8020040074997912,1.9254349140392497,0.523203510995611,0.49318527687004476,0.3424895905318168,0.06454208097223207,0.033561882105560686,1.1968377359773212e-07,0.0002178244679478724
0.16,0.6624886877166787,0.01394712087838646,0.07276203994919804,0.2149094091029195,0.0042074361562873626,0.014670678806352751,0.01545203144768482,0.0015625959425026763,40.0,140.0,0.0,0.0,0.0,0.0,0.8773980968195982,2.6,0.9,26.0,2.6,0.9,26.0,5.0,2.6,0.0001,0.0013,1.0,1.7224705880633646,1.757337230676694,1.891813038679149,0.5587644636675907,0.5301369556922076,0.3814376489651715,0.0772601572384241,0.04017528176398053,1.5625959425026764e-07,0.0002843924615354871
0.17,0.6463187354294284,0.013604258557073576,0.07137837534209958,0.22789130563797672,0.004486611674204093,0.016142975348445283,0.01818151556760462,0.0019962224431782144,40.0,140.0,0.0,0.0,0.0,0.0,0.8742100410674052,2.6,0.9,26.0,2.6,0.9,26.0,5.0,2.6,0.0001,0.0013,1.0,1.680428712116514,1.7141365781912705,1.8558377588945891,0.5925173946587394,0.5653130709497157,0.41971735905957736,0.09090757783802308,0.04727194047577201,1.9962224431782145e-07,0.000363312484658435
0.18,0.6307035097483394,0.01327293072548869,0.06993777534205142,0.24017693833771359,0.004751492632686438,0.01757967727251432,0.021075529243786136,0.0025021466974303685,40.0,140.0,0.0,0.0,0.0,0.0,0.870880448086053,2.6,0.9,26.0,2.6,0.9,26.0,5.0,2.6,0.0001,0.0013,1.0,1.6398291253456827,1.672389271411575,1.8183821588933369,0.6244600396780553,0.5986880717184913,0.45707160908537225,0.10537764621893068,0.054796376033843956,2.5021466974303685e-07,0.00045539069893232707
0.19,0.6156364844408223,0.01295301757050437,0.06846599994548859,0.25177303729800077,0.005002079139090532,0.018973058261221844,0.02411209698333596,0.003084226361545948,40.0,140.0,0.0,0.0,0.0,0.0,0.8674095217388231,2.6,0.9,26.0,2.6,0.9,26.0,5.0,2.6,0.0001,0.0013,1.0,1.600654859546138,1.6320802138835508,1.7801159985827033,0.654609896974802,0.630261971525407,0.4932995147917679,0.12056048491667981,0.0626914521566735,3.0842263615459483e-07,0.0005613291978013625
0.2,0.6011102184030817,0.012644380468126807,0.06698277765776516,0.26269194835714665,0.005238522562943153,0.020317251507989378,0.027269162047160466,0.003745738995797092,40.0,140.0,0.0,0.0,0.0,0.0,0.8638021667602283,2.6,0.9,26.0,2.6,0.9,26.0,5.0,2.6,0.0001,0.0013,1.0,1.5628865678480124,1.5931919389839777,1.741552219101894,0.6829990657285814,0.6600538429308372,0.5282485392077239,0.13634581023580233,0.07089982132261721,3.7457389957970925e-07,0.0006817244972350708
0.21,0.587116384980872,0.01234686217316795,0.0655031422563841,0.2729501497041976,0.005461086957204248,0.021607972359183516,0.030525014688816014,0.004489386880184741,40.0,140.0,0.0,0.0,0.0,0.0,0.8600665346850697,2.6,0.9,26.0,2.6,0.9,26.0,5.0,2.6,0.0001,0.0013,1.0,1.5265026009502674,1.5557046338191618,1.7030816986659865,0.7096703892309139,0.6880969566077352,0.5618072813387714,0.15262507344408008,0.07936503819092164,4.489386880184741e-07,0.0008170684121936228
0.22,0.5736458206554932,0.012060287486556777,0.06403851787247451,0.28256704878657946,0.0056701177668576404,0.022842255817768792,0.03385863964925586,0.0053173119650240415,40.0,140.0,0.0,0.0,0.0,0.0,0.8562128694420726,2.6,0.9,26.0,2.6,0.9,26.0,5.0,2.6,0.0001,0.0013,1.0,1.4914791337042823,1.519596223306154,1.6650014646843374,0.7346743268451066,0.7144348386240628,0.5938986512619886,0.1692931982462793,0.08803246308806524,5.317311965024042e-07,0.0009677507776343755
0.23,0.560688585346987,0.011784464266135863,0.06259750091093624,0.29156411708446084,0.005866019319351799,0.024018236675350982,0.037249958327019383,0.006231118069768446,40.0,140.0,0.0,0.0,0.0,0.0,0.8522527024314478,2.6,0.9,26.0,2.6,0.9,26.0,5.0,2.6,0.0001,0.0013,1.0,1.4577903219021662,1.484842497533119,1.6275350236843424,0.7580667044195982,0.7391184342383266,0.6244741535591255,0.18624979163509692,0.0968498916502504,6.231118069768446e-07,0.0011340634886978572
0.24,0.5482340319582514,0.011519184690320766,0.06118648772310469,0.29996419776837263,0.006049236804365379,0.025134952944597673,0.04068000960982894,0.007231898501168914,40.0,140.0,0.0,0.0,0.0,0.0,0.848198229726624,2.6,0.9,26.0,2.6,0.9,26.0,5.0,2.6,0.0001,0.0013,1.0,1.4254084830914537,1.4514172709804165,1.590848680800722,0.7799069141977689,0.7622038373500378,0.6535087765595395,0.2034000480491447,0.10576802498555525,7.231898501168914e-07,0.0013162055272127424
0.25,0.536270884178307,0.011264226743220947,0.05981019011162043,0.3077909399106866,0.006220241536010985,0.02619216814959382,0.04413108086795699,0.008320268502613505,40.0,140.0,0.0,0.0,0.0,0.0,0.8440618240889937,2.6,0.9,26.0,2.6,0.9,26.0,5.0,2.6,0.0001,0.0013,1.0,1.3943042988635983,1.4192925696458394,1.555064942902131,0.8002564437677853,0.7837504335373842,0.6809963718894393,0.22065540433978492,0.11474081025668817,8.320268502613506e-07,0.0015142888674756578
0.26,0.524787313286845,0.011019355747489315,0.058471977866952435,0.3150684265732516,0.006379521248199442,0.027190235655732944,0.04758677080636906,0.00949639881517088,40.0,140.0,0.0,0.0,0.0,0.0,0.8398557398600967,2.6,0.9,26.0,2.6,0.9,26.0,5.0,2.6,0.0001,0.0013,1.0,1.3644470145457972,1.3884388241836538,1.5202714245407634,0.8191779090904543,0.8038196772731296,0.7069461270490566,0.2379338540318453,0.12372560409655957,9.49639881517088e-07,0.0017283445843611
0.27,0.5137710169918297,0.010784325966436687,0.05717417360283116,0.32182085792683063,0.006527571811378841,0.02812997704719743,0.051032025718105736,0.010760050935400587,40.0,140.0,0.0,0.0,0.0,0.0,0.8355918749186604,2.6,0.9,26.0,2.6,0.9,26.0,5.0,2.6,0.0001,0.0013,1.0,1.3358046441787572,1.3588250717710226,1.4865285136736102,0.8367342306097597,0.822474048233734,0.7313794032271332,0.25516012859052867,0.1326832668670749,1.0760050935400588e-06,0.001958329270242907
0.28,0.5032092996350701,0.010558882260556448,0.055918299529115104,0.328072289907973,0.006664890383191751,0.029012574435054533,0.05445315006275859,0.012110613786291339,40.0,140.0,0.0,0.0,0.0,0.0,0.8312815895430431,2.6,0.9,26.0,2.6,0.9,26.0,5.0,2.6,0.0001,0.0013,1.0,1.3083441790511823,1.3304191648301127,1.4538757877569928,0.8529879537607298,0.8397761882821606,0.7543269353114179,0.27226575031379296,0.14157819016317233,1.211061378629134e-06,0.0022041317091050236
0.29,0.49308914724672614,0.010342761670744363,0.054705241684004285,0.3338464663091158,0.00679197097973686,0.029839489442899676,0.057837783613715894,0.013547139053067708,40.0,140.0,0.0,0.0,0.0,0.0,0.8269356135558419,2.6,0.9,26.0,2.6,0.9,26.0,5.0,2.6,0.0001,0.0013,1.0,1.282031782841488,1.3031879705137899,1.4223362837841114,0.8680008124037011,0.8557883434468443,0.7758267255153916,0.2891889180685795,0.15037823739566133,1.3547139053067708e-06,0.0024655793076583227
0.3,0.4833972999612283,0.010135694960939108,0.05353538703386778,0.33916668284317397,0.006909300869033947,0.03061239388725392,0.061174864511554405,0.015068375932959148,40.0,140.0,0.0,0.0,0.0,0.0,0.8225639828044022,2.6,0.9,26.0,2.6,0.9,26.0,5.0,2.6,0.0001,0.0013,1.0,1.2568329798991937,1.2770975650783278,1.3919200628805624,0.8818333753922524,0.8705719094982773,0.795922241068602,0.305874322557772,0.15905464773004147,1.5068375932959148e-06,0.002742444419798565
0.31,0.4741203211484792,0.009937408105927277,0.05240873157547419,0.34405568519692264,0.007017357839266596,0.031333112186624615,0.0644545789469089,0.016672805000407166,40.0,140.0,0.0,0.0,0.0,0.0,0.8181760063454018,2.6,0.9,26.0,2.6,0.9,26.0,5.0,2.6,0.0001,0.0013,1.0,1.232712834986046,1.252113421346837,1.362627020962329,0.8945447815119989,0.8841870877475911,0.81466091685224,0.32227289473454446,0.16758190526196315,1.6672805000407168e-06,0.003034450510074104
0.32,0.4652446612999005,0.00974762367817205,0.05132496678659741,0.34853559252746,0.0071166081212187746,0.03200357461944676,0.06766830278879626,0.01835867017841876,40.0,140.0,0.0,0.0,0.0,0.0,0.8137802538273605,2.6,0.9,26.0,2.6,0.9,26.0,5.0,2.6,0.0001,0.0013,1.0,1.2096361193797414,1.2282005834496785,1.3344491364515327,0.9061925405713961,0.8966926232735656,0.8320929401056157,0.3383415139439813,0.1759375872508703,1.835867017841876e-06,0.003341277972472214
0.33,0.45675671765376885,0.009566062153968373,0.05028354407902391,0.3526278468371239,0.007207504976081352,0.03262577982941509,0.07080853521598805,0.02012400925464096,40.0,140.0,0.0,0.0,0.0,0.0,0.8093845644908928,2.6,0.9,26.0,2.6,0.9,26.0,5.0,2.6,0.0001,0.0013,1.0,1.187567465899799,1.2053238314000152,1.3073721460546217,0.9168324017765221,0.9081456269862503,0.8482702755647924,0.3540426760799403,0.18410219156156896,2.012400925464096e-06,0.003662569684344655
0.34,0.4486428887595157,0.00939244311575483,0.049283729932365475,0.35635317367163355,0.007290487572331976,0.03320176370856024,0.07386883084161815,0.02196668239823054,40.0,140.0,0.0,0.0,0.0,0.0,0.8049960624311492,2.6,0.9,26.0,2.6,0.9,26.0,5.0,2.6,0.0001,0.0013,1.0,1.1664715107747408,1.1834478325851086,1.2813769782415023,0.9265182515462472,0.9186014341138291,0.8632458564225662,0.36934415420809075,0.1920589601882072,2.196668239823054e-06,0.003997936196477959
0.35000000000000003,0.44088962634589757,0.009226486404492402,0.048324649017696855,0.35973155841795107,0.007365980256857516,0.033733574046999865,0.07684372550216541,0.023884400007949703,40.0,140.0,0.0,0.0,0.0,0.0,0.8006211847638487,2.6,0.9,26.0,2.6,0.9,26.0,5.0,2.6,0.0001,0.0013,1.0,1.1463130284993337,1.1625372869660426,1.2564408744601183,0.9353020518866728,0.9281135123640472,0.8770729252219964,0.384218627510827,0.19979368630563007,2.3884400007949706e-06,0.004346960801446846
0.36,0.43348347618888866,0.009067913034097552,0.04740531429627771,0.36278223492114814,0.007434392155630785,0.03422325302770191,0.07972867109596943,0.025874745280296214,40.0,140.0,0.0,0.0,0.0,0.0,0.7962657111100369,2.6,0.9,26.0,2.6,0.9,26.0,5.0,2.6,0.0001,0.0013,1.0,1.1270570380911105,1.1425570422962916,1.2325381717032204,0.9432338107949851,0.936733411609479,0.8898045787202498,0.39864335547984714,0.2072945448495205,2.5874745280296217e-06,0.004709203641013911
0.37,0.4264111243952733,0.008916446231689365,0.0465246583430926,0.3655236780335123,0.007496116851298571,0.03467281896392278,0.08251995692204404,0.027935200259177374,40.0,140.0,0.0,0.0,0.0,0.0,0.7919348024287856,2.6,0.9,26.0,2.6,0.9,26.0,5.0,2.6,0.0001,0.0013,1.0,1.1086689234277105,1.12347222519286,1.2096411169204075,0.950361562887132,0.9445107232636201,0.9014932930619923,0.41259978461022023,0.21455188799731453,2.7935200259177375e-06,0.005084206447170282
0.38,0.4196594292928329,0.008771812162680572,0.04568155178356324,0.3679736066648489,0.007551532350802874,0.03508425631774494,0.08521464668734967,0.03006316474018716,40.0,140.0,0.0,0.0,0.0,0.0,0.7876330359576817,2.6,0.9,26.0,2.6,0.9,26.0,5.0,2.6,0.0001,0.0013,1.0,1.0911145161613656,1.1052483324977522,1.1877203463726442,0.9567313773286071,0.9514930762011622,0.9121906642613685,0.42607323343674836,0.22155808138710914,3.006316474018716e-06,0.005471495982714064
0.39,0.4132154545192904,0.008633740685465663,0.044874822025465076,0.3701489892287584,0.007601001102057247,0.035459505631089516,0.08781051056075782,0.03225597624712617,40.0,140.0,0.0,0.0,0.0,0.0,0.7833644437480488,2.6,0.9,26.0,2.6,0.9,26.0,5.0,2.6,0.0001,0.0013,1.0,1.0743601817501551,1.0878513263686735,1.166745372662092,0.9623873719947719,0.957726138859213,0.9219471464083274,0.43905255280378913,0.22830732745797036,3.2255976247126172e-06,0.005870587676976963
0.4,0.40706649610070567,0.008501965975069945,0.04410326719101368,0.37206605369432366,0.007644870133198149,0.03580045665817294,0.09030596306081007,0.03451092718671618,40.0,140.0,0.0,0.0,0.0,0.0,0.7791325497950293,2.6,0.9,26.0,2.6,0.9,26.0,5.0,2.6,0.0001,0.0013,1.0,1.0583728898618348,1.0712477128588132,1.1466849469663556,0.9673717396052416,0.9632536367829669,0.9308118731124965,0.45152981530405034,0.2347955039581062,3.4510927186716183e-06,0.006280988747982345
0.41000000000000003,0.4012001097235805,0.008376227154531483,0.043365669544978544,0.37374030075928066,0.007683471260431071,0.03610894202529513,0.09269999693500687,0.03682528259690598,40.0,140.0,0.0,0.0,0.0,0.0,0.7749404104828612,2.6,0.9,26.0,2.6,0.9,26.0,5.0,2.6,0.0001,0.0013,1.0,1.0431202852813093,1.055404621470967,1.127507408169442,0.9717247819741297,0.9681173788143149,0.9388324926576734,0.46349998467503434,0.24101999203101787,3.682528259690598e-06,0.006702201432636888
0.42,0.3956041269181619,0.008256268678341028,0.04266080264795885,0.37518651916008694,0.007717121373809967,0.03638673490734828,0.09499213433709912,0.03919629197720422,40.0,140.0,0.0,0.0,0.0,0.0,0.7707906460782488,2.6,0.9,26.0,2.6,0.9,26.0,5.0,2.6,0.0001,0.0013,1.0,1.0285707299872209,1.0402898534709695,1.1091808688469302,0.9754849498162261,0.9723572931000558,0.9460551075910552,0.4749606716854956,0.2469795492764577,3.919629197720422e-06,0.007133725139851168
0.43,0.39026667682309113,0.00814184084505985,0.041987441683404486,0.376418803607391,0.007746122761735052,0.03663554503773326,0.09718236441903785,0.0416212048225576,40.0,140.0,0.0,0.0,0.0,0.0,0.7666854804304821,2.6,0.9,26.0,2.6,0.9,26.0,5.0,2.6,0.0001,0.0013,1.0,1.014693359740037,1.025871946477541,1.0916734837685167,0.9786888893792166,0.9760114679786166,0.9525241709810648,0.48591182209518924,0.2526741474894984,4.162120482255761e-06,0.007575059277705482
0.44,0.3851761954801322,0.00803270002940788,0.0413443670492626,0.3774505736061339,0.007770763489319034,0.03685701886134631,0.09927110221353255,0.044097279270875665,40.0,140.0,0.0,0.0,0.0,0.0,0.762626769086266,2.6,0.9,26.0,2.6,0.9,26.0,5.0,2.6,0.0001,0.0013,1.0,1.0014581082483438,1.012120203705393,1.0749535432808277,0.9813714913759481,0.9791161996541983,0.9582824903950041,0.49635551106766274,0.25810486575518465,4.409727927087567e-06,0.008025704827299371
0.45,0.3803214446932219,0.00792860913074682,0.040730374126674414,0.3782945923227531,0.007791317745200734,0.03705273595406576,0.10125912964834753,0.04662179637899981,40.0,140.0,0.0,0.0,0.0,0.0,0.7586160370159749,2.6,0.9,26.0,2.6,0.9,26.0,5.0,2.6,0.0001,0.0013,1.0,0.988835756202377,0.9990047504740992,1.0589897272935347,0.9835659400391581,0.9817060358952925,0.9633711348057098,0.5062956482417377,0.2632737370857036,4.6621796378999816e-06,0.008485166940977965
0.46,0.37569151509438514,0.007829337668437832,0.04014427375814882,0.3789629886477253,0.007808046304489587,0.037224211361675676,0.10314756123767287,0.04919206592747471,40.0,140.0,0.0,0.0,0.0,0.0,0.7546545037421104,2.6,0.9,26.0,2.6,0.9,26.0,5.0,2.6,0.0001,0.0013,1.0,0.9767979392454014,0.9864965462231668,1.0437511177118695,0.9853037704840859,0.983813834365688,0.9678294954035676,0.5157378061883643,0.26818365921794945,4.9192065927474715e-06,0.008952955998800397
0.47000000000000003,0.37127583421971927,0.007734661988653223,0.03958489701463589,0.37946727732223495,0.007821196928083862,0.03737289515954679,0.10493780236176974,0.05180543500536627,40.0,140.0,0.0,0.0,0.0,0.0,0.7507431115419543,2.6,0.9,26.0,2.6,0.9,26.0,5.0,2.6,0.0001,0.0013,1.0,0.9653171689712702,0.974567410570306,1.0292073223805331,0.9866149210378109,0.9854708129385666,0.9716952741482165,0.5246890118088486,0.27283828614060135,5.180543500536627e-06,0.009428589170976661
0.48,0.3670641716624202,0.007644365407053222,0.039051098223269666,0.37981838074649327,0.007831004806574863,0.03750017317698735,0.10663151074201778,0.05445929523519368,40.0,140.0,0.0,0.0,0.0,0.0,0.7468825524089135,2.6,0.9,26.0,2.6,0.9,26.0,5.0,2.6,0.0001,0.0013,1.0,0.9543668463222926,0.963190041288706,1.0153285538050114,0.9875277899408825,0.9867066056284327,0.9750045026016712,0.5331575537100889,0.27724192792924623,5.445929523519369e-06,0.00991159173280525
0.49,0.3630466429709007,0.007558238324011285,0.03854175818578463,0.38002665125109486,0.007837693012704365,0.03760736765079763,0.10823055905044776,0.05715108955426881,40.0,140.0,0.0,0.0,0.0,0.0,0.7430732942219955,2.6,0.9,26.0,2.6,0.9,26.0,5.0,2.6,0.0001,0.0013,1.0,0.9439212717243419,0.9523380288254221,1.0020857128304004,0.9880692932528466,0.9875493196007501,0.9777915589207383,0.5411527952522388,0.2813994535311642,5.715108955426881e-06,0.010401498298876924
0.5,0.35921371054803647,0.007476078264011586,0.038055785546866255,0.3801018867220011,0.007841472823422083,0.03769573819109652,0.10973701195099654,0.05987831595357944,40.0,140.0,0.0,0.0,0.0,0.0,0.7393155972700376,2.6,0.9,26.0,2.6,0.9,26.0,5.0,2.6,0.0001,0.0013,1.0,0.9339556474248949,0.9419858612654598,0.9894504242185227,0.9882649054772029,0.9880255757511824,0.9800891929685095,0.5486850597549827,0.285316231072591,5.987831595357944e-06,0.010897853503551458
0.51,0.3555561835422807,0.007397689901340668,0.037592118478932686,0.3800533535297719,0.007842544194076052,0.037766483356373996,0.11115309475070961,0.06263853224652428,40.0,140.0,0.0,0.0,0.0,0.0,0.7356095370720526,2.6,0.9,26.0,2.6,0.9,26.0,5.0,2.6,0.0001,0.0013,1.0,0.9244460772099298,0.9321089275689242,0.9773950804522499,0.9881387191774069,0.9881605684535827,0.9819285672657239,0.555765473753548,0.288998046351845,6.263853224652429e-06,0.011400212868867419
0.52,0.352065212172527,0.00732288499553503,0.03714972453052717,0.3798898386624263,0.007841096857631293,0.03782074663111942,0.11248113252482594,0.06542936362541768,40.0,140.0,0.0,0.0,0.0,0.0,0.7319550508349533,2.6,0.9,26.0,2.6,0.9,26.0,5.0,2.6,0.0001,0.0013,1.0,0.9153695516485703,0.9226835094374138,0.9658928377937065,0.9877135805223085,0.9879782040615429,0.983339412409105,0.5624056626241297,0.29245094456454745,6.542936362541768e-06,0.011908144179826018
0.53,0.3487322903769427,0.007251482411458214,0.03672760401021621,0.3796196160658195,0.007837309596833902,0.037859610442303265,0.11372358911106853,0.06824849798536749,40.0,140.0,0.0,0.0,0.0,0.0,0.7283519064427622,2.6,0.9,26.0,2.6,0.9,26.0,5.0,2.6,0.0001,0.0013,1.0,0.9067039549800511,0.913686783843735,0.9549177042656214,0.9870110017711308,0.9875010092010716,0.9843498714998848,0.5686179455553426,0.2956813316887782,6.824849798536749e-06,0.012421226633336883
0.54,0.34554924909951135,0.007183308037209756,0.03632478879663738,0.3792505039497217,0.007831351458042897,0.03788410325483162,0.11488300159930055,0.07109369380475464,40.0,140.0,0.0,0.0,0.0,0.0,0.724799753049233,2.6,0.9,26.0,2.6,0.9,26.0,5.0,2.6,0.0001,0.0013,1.0,0.8984280476587295,0.9050968126884293,0.9444445087125718,0.9860513102692765,0.9867502837134051,0.9849866846256222,0.5744150079965028,0.2986958041581814,7.109369380475464e-06,0.012939052272465345
