A,CDX2,CDX2_Gene,GATA6,GATA6_Gene,GCNF,GCNF_Gene,NANOG,NANOG_Gene,OCT4,OCT4_Gene,OCT4_SOX2,Protein,SG,SN,SOX2,SOX2_Gene,degradation,p53,targetGene,Time
25.0,0.015823659686760114,0.0,0.05098496013127926,0.0,0.010953586667366184,0.0,0.010018694827571143,0.0,0.23673847428423378,0.0,0.1,0.0,0.0,0.0,0.010001516574129255,0.0,0.0,0.0,0.01,0.24
25.0,0.016121073363142148,0.0,0.05338596944875335,0.0,0.011020223414030084,0.0,0.010019717872985019,0.0,0.24605817389022466,0.0,0.1,0.0,0.0,0.0,0.010001639190483655,0.0,0.0,0.0,0.01,0.25
25.0,0.01642337095693782,0.0,0.05583469274006136,0.0,0.011089477431883082,0.0,0.010020716225266266,0.0,0.2553674888852797,0.0,0.1,0.0,0.0,0.0,0.010001766474980021,0.0,0.0,0.0,0.01,0.26
25.0,0.01673061016854257,0.0,0.058330370271384366,0.0,0.011161395734330112,0.0,0.010021685021445095,0.0,0.2646663954151244,0.0,0.1,0.0,0.0,0.0,0.010001898417721696,0.0,0.0,0.0,0.01,0.27
25.0,0.017042849228313797,0.0,0.0608722567338048,0.0,0.01123602473096666,0.0,0.010022619124765684,0.0,0.27395486944441017,0.0,0.1,0.0,0.0,0.0,0.010002035008826867,0.0,0.0,0.0,0.01,0.28
25.0,0.017360145811250775,0.0,0.06345962078712512,0.0,0.011313410049210751,0.0,0.010023513686096486,0.0,0.2832328861559553,0.0,0.1,0.0,0.0,0.0,0.010002176238404306,0.0,0.0,0.0,0.01,0.29
25.0,0.017682557026505598,0.0,0.0660917400640636,0.0,0.011393596785823863,0.0,0.01002436413515939,0.0,0.29250042013038086,0.0,0.1,0.0,0.0,0.0,0.010002322096552647,0.0,0.0,0.0,0.01,0.3
25.0,0.01801014039071331,0.0,0.06876792008049182,0.0,0.011476628728195784,0.0,0.010025165729670278,0.0,0.30175744519752057,0.0,0.1,0.0,0.0,0.0,0.01000247257338392,0.0,0.0,0.0,0.01,0.31
25.0,0.018342952438924233,0.0,0.07148746819725074,0.0,0.011562549434170746,0.0,0.010025914138902758,0.0,0.3110039346682147,0.0,0.1,0.0,0.0,0.0,0.010002627658991967,0.0,0.0,0.0,0.01,0.32
25.0,0.018681049539344383,0.0,0.07424970849151791,0.0,0.011651401611997386,0.0,0.010026605126700549,0.0,0.32023986119001574,0.0,0.1,0.0,0.0,0.0,0.010002787343470121,0.0,0.0,0.0,0.01,0.33
25.0,0.01902448804568516,0.0,0.07705398448108833,0.0,0.01174322700626104,0.0,0.010027234495769928,0.0,0.3294651967190311,0.0,0.1,0.0,0.0,0.0,0.0100029516169144,0.0,0.0,0.0,0.01,0.34
25.0,0.01937332289845089,0.0,0.0798996415418173,0.0,0.011838067095953794,0.0,0.01002779849313454,0.0,0.338679912601074,0.0,0.1,0.0,0.0,0.0,0.010003120469398726,0.0,0.0,0.0,0.01,0.35000000000000003
25.0,0.019727609504940742,0.0,0.08278604756958649,0.0,0.011935962295831241,0.0,0.010028293307549965,0.0,0.34788397953351186,0.0,0.1,0.0,0.0,0.0,0.010003293891006435,0.0,0.0,0.0,0.01,0.36
25.0,0.020087402444182834,0.0,0.08571258014951762,0.0,0.012036952442019648,0.0,0.010028715389108968,0.0,0.3570773675609659,0.0,0.1,0.0,0.0,0.0,0.010003471871809593,0.0,0.0,0.0,0.01,0.37
25.0,0.020452755120439692,0.0,0.08867862527021098,0.0,0.012141076824905046,0.0,0.01002906148543381,0.0,0.366260046031119,0.0,0.1,0.0,0.0,0.0,0.01000365440186527,0.0,0.0,0.0,0.01,0.38
25.0,0.020823721204833563,0.0,0.09168358672550678,0.0,0.012248373869161805,0.0,0.010029328398017167,0.0,0.3754319836973496,0.0,0.1,0.0,0.0,0.0,0.010003841471234457,0.0,0.0,0.0,0.01,0.39
25.0,0.021200352735376217,0.0,0.09472687411982872,0.0,0.01235888155028175,0.0,0.010029513229084477,0.0,0.3845931486122809,0.0,0.1,0.0,0.0,0.0,0.010004033069959116,0.0,0.0,0.0,0.01,0.4
25.0,0.02158270096231052,0.0,0.09780790811286721,0.0,0.01247263721039564,0.0,0.01002961328929241,0.0,0.3937435081682898,0.0,0.1,0.0,0.0,0.0,0.010004229188071914,0.0,0.0,0.0,0.01,0.41000000000000003
25.0,0.021970817647402524,0.0,0.1009261283169091,0.0,0.012589677277228132,0.0,0.010029625987063183,0.0,0.40288302914757385,0.0,0.1,0.0,0.0,0.0,0.01000442981561039,0.0,0.0,0.0,0.01,0.42
25.0,0.022364753617151137,0.0,0.10408098450298725,0.0,0.012710037577047603,0.0,0.010029548951813233,0.0,0.4120116776664008,0.0,0.1,0.0,0.0,0.0,0.010004634942601193,0.0,0.0,0.0,0.01,0.43
25.0,0.02276455766735296,0.0,0.10727192962098477,0.0,0.012833753602931854,0.0,0.010029380057244224,0.0,0.4211294191901939,0.0,0.1,0.0,0.0,0.0,0.010004844559050112,0.0,0.0,0.0,0.01,0.44
25.0,0.023170276427419773,0.0,0.11049841894586968,0.0,0.012960860546946694,0.0,0.010029117426573694,0.0,0.4302362185334811,0.0,0.1,0.0,0.0,0.0,0.010005058654940792,0.0,0.0,0.0,0.01,0.45
25.0,0.023581959268539503,0.0,0.113759940961682,0.0,0.013091392136121972,0.0,0.010028759243322596,0.0,0.4393320398617483,0.0,0.1,0.0,0.0,0.0,0.010005277220281735,0.0,0.0,0.0,0.01,0.46
25.0,0.023999653485807435,0.0,0.11705598704569889,0.0,0.013225381775061768,0.0,0.010028303937046946,0.0,0.4484168466896202,0.0,0.1,0.0,0.0,0.0,0.010005500245060158,0.0,0.0,0.0,0.01,0.47000000000000003
25.0,0.024423404475724823,0.0,0.1203860530552596,0.0,0.01336286249143343,0.0,0.010027750117259829,0.0,0.4574906018965356,0.0,0.1,0.0,0.0,0.0,0.010005727719245058,0.0,0.0,0.0,0.01,0.48
25.0,0.024853253101887327,0.0,0.12374962377845147,0.0,0.013503867533597407,0.0,0.010027096545563012,0.0,0.46655326775985706,0.0,0.1,0.0,0.0,0.0,0.010005959632764959,0.0,0.0,0.0,0.01,0.49
25.0,0.02528924512152268,0.0,0.12714622857528612,0.0,0.01364842823206744,0.0,0.010026342235370321,0.0,0.4756048058363946,0.0,0.1,0.0,0.0,0.0,0.010006195975587532,0.0,0.0,0.0,0.01,0.5
25.0,0.0257314231964333,0.0,0.13057539422140893,0.0,0.013796575811938182,0.0,0.010025486367391366,0.0,0.48464517706281496,0.0,0.1,0.0,0.0,0.0,0.010006436737652117,0.0,0.0,0.0,0.01,0.51
25.0,0.02617982859999135,0.0,0.1340366552003625,0.0,0.013948340998687832,0.0,0.010024528279948024,0.0,0.4936743417537855,0.0,0.1,0.0,0.0,0.0,0.010006681908884995,0.0,0.0,0.0,0.01,0.52
25.0,0.026634496636283866,0.0,0.13752952881040562,0.0,0.014103754988614556,0.0,0.01002346714560054,0.0,0.5026922598537569,0.0,0.1,0.0,0.0,0.0,0.010006931479169081,0.0,0.0,0.0,0.01,0.53
25.0,0.02709546796487344,0.0,0.14105357670527952,0.0,0.014262847049729651,0.0,0.010022302770590448,0.0,0.511698890314507,0.0,0.1,0.0,0.0,0.0,0.010007185438418829,0.0,0.0,0.0,0.01,0.54
25.0,0.027562779804012925,0.0,0.1446083570909101,0.0,0.014425646385322552,0.0,0.010021034973853695,0.0,0.5206941915786494,0.0,0.1,0.0,0.0,0.0,0.010007443776522048,0.0,0.0,0.0,0.01,0.55
25.0,0.028036468223791203,0.0,0.14819343718677036,0.0,0.014592181648166754,0.0,0.010019663748899489,0.0,0.5296781214535918,0.0,0.1,0.0,0.0,0.0,0.010007706483355071,0.0,0.0,0.0,0.01,0.56
25.0,0.028516563063421818,0.0,0.15180836973305759,0.0,0.014762481848689238,0.0,0.010018188607536189,0.0,0.5386506375306909,0.0,0.1,0.0,0.0,0.0,0.010007973548758086,0.0,0.0,0.0,0.01,0.5700000000000001
25.0,0.029003098597785257,0.0,0.15545274229256578,0.0,0.014936574449092504,0.0,0.01001660995712352,0.0,0.5476116963056173,0.0,0.1,0.0,0.0,0.0,0.010008244962586907,0.0,0.0,0.0,0.01,0.58
25.0,0.02949610604717776,0.0,0.15912614262996252,0.0,0.015114486701698756,0.0,0.010014928133439575,0.0,0.5565612537960534,0.0,0.1,0.0,0.0,0.0,0.010008520714676618,0.0,0.0,0.0,0.01,0.59
25.0,0.029995615155631317,0.0,0.16282816600694863,0.0,0.015296245366938598,0.0,0.010013143604471758,0.0,0.5654992654115324,0.0,0.1,0.0,0.0,0.0,0.010008800794849237,0.0,0.0,0.0,0.01,0.6
25.0,0.03050165065721128,0.0,0.16655840071949257,0.0,0.015481877265762986,0.0,0.010011256388191428,0.0,0.5744256863988212,0.0,0.1,0.0,0.0,0.0,0.010009085192901194,0.0,0.0,0.0,0.01,0.61
25.0,0.031014238896133046,0.0,0.17031645531566247,0.0,0.015671408239549763,0.0,0.01000926713502696,0.0,0.5833404710176545,0.0,0.1,0.0,0.0,0.0,0.010009373898627091,0.0,0.0,0.0,0.01,0.62
25.0,0.03153340476301312,0.0,0.17410194599938206,0.0,0.015864863631452463,0.0,0.01000717662690192,0.0,0.5922435729222004,0.0,0.1,0.0,0.0,0.0,0.010009666901808704,0.0,0.0,0.0,0.01,0.63
25.0,0.03205917107622546,0.0,0.17791449408695023,0.0,0.016062268383596062,0.0,0.010004985676078987,0.0,0.6011349452380866,0.0,0.1,0.0,0.0,0.0,0.010009964192212763,0.0,0.0,0.0,0.01,0.64
25.0,0.03259155655509496,0.0,0.1817537179081888,0.0,0.01626364734480738,0.0,0.010002694768775687,0.0,0.610014540957389,0.0,0.1,0.0,0.0,0.0,0.010010265759585002,0.0,0.0,0.0,0.01,0.65
25.0,0.03313057939706116,0.0,0.1856192471878497,0.0,0.016469024723492032,0.0,0.010000304684818702,0.0,0.6188823122948323,0.0,0.1,0.0,0.0,0.0,0.010010571593661158,0.0,0.0,0.0,0.01,0.66
25.0,0.03367625746342398,0.0,0.1895107237923751,0.0,0.016678424059224893,0.0,0.009997816529819644,0.0,0.6277382106543592,0.0,0.1,0.0,0.0,0.0,0.010010881684167541,0.0,0.0,0.0,0.01,0.67
25.0,0.03422860609204223,0.0,0.19342779293620693,0.0,0.016891868557295263,0.0,0.009995231356279725,0.0,0.6365821870227915,0.0,0.1,0.0,0.0,0.0,0.01001119602081431,0.0,0.0,0.0,0.01,0.68
25.0,0.03478763661022917,0.0,0.19737009658876611,0.0,0.01710938133535057,0.0,0.009992549900319562,0.0,0.645414192455176,0.0,0.1,0.0,0.0,0.0,0.010011514593289961,0.0,0.0,0.0,0.01,0.6900000000000001
25.0,0.035353358229936994,0.0,0.20133728159566736,0.0,0.017330985117849543,0.0,0.0099897729146021,0.0,0.6542341775558336,0.0,0.1,0.0,0.0,0.0,0.010011837391267918,0.0,0.0,0.0,0.01,0.7000000000000001
25.0,0.03592578142051454,0.0,0.2053290141316066,0.0,0.017556701692296946,0.0,0.009986901760817552,0.0,0.6630420915548072,0.0,0.1,0.0,0.0,0.0,0.010012164404418274,0.0,0.0,0.0,0.01,0.71
25.0,0.036504913470664736,0.0,0.2093449606825318,0.0,0.017786552624756993,0.0,0.009983937630062204,0.0,0.6718378835231171,0.0,0.1,0.0,0.0,0.0,0.010012495622392344,0.0,0.0,0.0,0.01,0.72
25.0,0.03709075990854025,0.0,0.21338479413101422,0.0,0.018020559030901606,0.0,0.00998088179230349,0.0,0.6806215019839003,0.0,0.1,0.0,0.0,0.0,0.010012831034827613,0.0,0.0,0.0,0.01,0.73
25.0,0.03768332451948059,0.0,0.21744819383225494,0.0,0.018258741573150807,0.0,0.009977735599495847,0.0,0.6893928949075534,0.0,0.1,0.0,0.0,0.0,0.010013170631347787,0.0,0.0,0.0,0.01,0.74
25.0,0.038282609363749144,0.0,0.2215348456900918,0.0,0.0185011204578131,0.0,0.009974500488696525,0.0,0.6981520097068767,0.0,0.1,0.0,0.0,0.0,0.010013514401562867,0.0,0.0,0.0,0.01,0.75
25.0,0.03888860681471267,0.0,0.22564440455149912,0.0,0.018747716840198415,0.0,0.009971176528765495,0.0,0.7068987961965991,0.0,0.1,0.0,0.0,0.0,0.010013862335050855,0.0,0.0,0.0,0.01,0.76
25.0,0.03950131561687779,0.0,0.22977657002898022,0.0,0.018998549991488613,0.0,0.00996776535113077,0.0,0.7156332006295961,0.0,0.1,0.0,0.0,0.0,0.010014214421394699,0.0,0.0,0.0,0.01,0.77
25.0,0.04012073228256017,0.0,0.2339310458656921,0.0,0.019253638817043273,0.0,0.009964268579400876,0.0,0.724355168894736,0.0,0.1,0.0,0.0,0.0,0.010014570650162535,0.0,0.0,0.0,0.01,0.78
25.0,0.04074684991829295,0.0,0.2381075343856944,0.0,0.019513002063746995,0.0,0.00996068761504131,0.0,0.7330646469545965,0.0,0.1,0.0,0.0,0.0,0.010014931010905004,0.0,0.0,0.0,0.01,0.79
25.0,0.041379659703372734,0.0,0.24230574346826836,0.0,0.019776658059393742,0.0,0.009957023907114847,0.0,0.7417615802979229,0.0,0.1,0.0,0.0,0.0,0.010015295493158678,0.0,0.0,0.0,0.01,0.8
25.0,0.042019150894716265,0.0,0.24652538656309889,0.0,0.020044624712099963,0.0,0.009953278953046476,0.0,0.7504459139395558,0.0,0.1,0.0,0.0,0.0,0.010015664086446087,0.0,0.0,0.0,0.01,0.81
25.0,0.04266531039560797,0.0,0.25076617970678683,0.0,0.020316919625703082,0.0,0.009949454191321858,0.0,0.7591175927460259,0.0,0.1,0.0,0.0,0.0,0.01001603678027161,0.0,0.0,0.0,0.01,0.8200000000000001
25.0,0.043318116764702284,0.0,0.2550278003107629,0.0,0.020593561693802078,0.0,0.009945549516498644,0.0,0.7677765659129253,0.0,0.1,0.0,0.0,0.0,0.010016413564064445,0.0,0.0,0.0,0.01,0.8300000000000001
25.0,0.04397755610324543,0.0,0.25930999638301233,0.0,0.020874566875176054,0.0,0.009941567215570882,0.0,0.7764227751045782,0.0,0.1,0.0,0.0,0.0,0.010016794427329773,0.0,0.0,0.0,0.01,0.84
25.0,0.044643608645898364,0.0,0.26361249430886785,0.0,0.021159951760726783,0.0,0.009937508644779105,0.0,0.7850561644709844,0.0,0.1,0.0,0.0,0.0,0.010017179359521147,0.0,0.0,0.0,0.01,0.85
25.0,0.04531625252043874,0.0,0.267935024684366,0.0,0.021449732574271872,0.0,0.009933375160813957,0.0,0.7936766778437919,0.0,0.1,0.0,0.0,0.0,0.010017568350076255,0.0,0.0,0.0,0.01,0.86
25.0,0.04599546373959285,0.0,0.27227732224187157,0.0,0.02174392517542186,0.0,0.009929168118353643,0.0,0.8022842587459527,0.0,0.1,0.0,0.0,0.0,0.01001796138841683,0.0,0.0,0.0,0.01,0.87
25.0,0.04668121619286754,0.0,0.2766391257757024,0.0,0.022042545062457314,0.0,0.009924888867601334,0.0,0.8108788504013758,0.0,0.1,0.0,0.0,0.0,0.010018358463948556,0.0,0.0,0.0,0.01,0.88
25.0,0.0473734821175019,0.0,0.2810201726871971,0.0,0.022345607572318453,0.0,0.009920538627869627,0.0,0.8194603967576534,0.0,0.1,0.0,0.0,0.0,0.010018759566061033,0.0,0.0,0.0,0.01,0.89
25.0,0.048072232124345825,0.0,0.2854201985279926,0.0,0.02265312789748922,0.0,0.009916118476309748,0.0,0.8280288425677047,0.0,0.1,0.0,0.0,0.0,0.010019164684127696,0.0,0.0,0.0,0.01,0.9
25.0,0.04877743332066347,0.0,0.28983895791499936,0.0,0.022965120319945694,0.0,0.009911629828985045,0.0,0.8365841294474793,0.0,0.1,0.0,0.0,0.0,0.010019573807505485,0.0,0.0,0.0,0.01,0.91
25.0,0.04948905133475909,0.0,0.2942762016275743,0.0,0.023281599050335885,0.0,0.009907073912504625,0.0,0.845126200183835,0.0,0.1,0.0,0.0,0.0,0.010019986925535006,0.0,0.0,0.0,0.01,0.92
25.0,0.05020704967764556,0.0,0.29873168360993496,0.0,0.023602577971604113,0.0,0.009902451924590256,0.0,0.8536549974117491,0.0,0.1,0.0,0.0,0.0,0.01002040402754037,0.0,0.0,0.0,0.01,0.93
25.0,0.05093138973783664,0.0,0.30320516086353905,0.0,0.023928070643085983,0.0,0.00989776503084794,0.0,0.8621704636302318,0.0,0.1,0.0,0.0,0.0,0.010020825102829084,0.0,0.0,0.0,0.01,0.9400000000000001
25.0,0.05166203077613917,0.0,0.30769639333946414,0.0,0.02425809030460339,0.0,0.009893014361539467,0.0,0.8706725412182406,0.0,0.1,0.0,0.0,0.0,0.01002125014069198,0.0,0.0,0.0,0.01,0.9500000000000001
25.0,0.052398935134248564,0.0,0.3122051506918231,0.0,0.024592649600230027,0.0,0.009888201440154648,0.0,0.8791611729521936,0.0,0.1,0.0,0.0,0.0,0.010021679130430916,0.0,0.0,0.0,0.01,0.96
25.0,0.05314205990946821,0.0,0.3167312012214534,0.0,0.024931761029729996,0.0,0.00988332749112485,0.0,0.8876363012214422,0.0,0.1,0.0,0.0,0.0,0.010022112061314321,0.0,0.0,0.0,0.01,0.97
25.0,0.053891357318541076,0.0,0.32127431225392855,0.0,0.025275436932810712,0.0,0.009878393467157942,0.0,0.8960978680796874,0.0,0.1,0.0,0.0,0.0,0.010022548922579054,0.0,0.0,0.0,0.01,0.98
25.0,0.05464677989209192,0.0,0.32583425687434964,0.0,0.025623689213649423,0.0,0.009873400476638363,0.0,0.9045458157611334,0.0,0.1,0.0,0.0,0.0,0.010022989703458067,0.0,0.0,0.0,0.01,0.99
25.0,0.055408278274487494,0.0,0.3304108109313326,0.0,0.025976529463002638,0.0,0.00986834959861717,0.0,0.9129800864852344,0.0,0.1,0.0,0.0,0.0,0.010023434393168593,0.0,0.0,0.0,0.01,1.0
25.0,0.056175801235266644,0.0,0.33500375295128243,0.0,0.026333968961406558,0.0,0.009863241880961514,0.0,0.9214006224742103,0.0,0.1,0.0,0.0,0.0,0.010023882980912144,0.0,0.0,0.0,0.01,1.01
25.0,0.05694929568057029,0.0,0.3396128640526668,0.0,0.026696018682377497,0.0,0.009858078338504132,0.0,0.9298073659705601,0.0,0.1,0.0,0.0,0.0,0.010024335455874514,0.0,0.0,0.0,0.01,1.02
25.0,0.057728715556584514,0.0,0.34423794219200265,0.0,0.02706268881416133,0.0,0.009852860651556682,0.0,0.9382002592861854,0.0,0.1,0.0,0.0,0.0,0.010024791807251717,0.0,0.0,0.0,0.01,1.03
25.0,0.05851400185675672,0.0,0.3488787698363149,0.0,0.027433989846046204,0.0,0.009847589588462323,0.0,0.9465792447487964,0.0,0.1,0.0,0.0,0.0,0.01002525202419162,0.0,0.0,0.0,0.01,1.04
25.0,0.05930509714262158,0.0,0.35353513726294616,0.0,0.02780993178596321,0.0,0.009842266146552378,0.0,0.9549442647710027,0.0,0.1,0.0,0.0,0.0,0.010025716095836266,0.0,0.0,0.0,0.01,1.05
25.0,0.06010194306515985,0.0,0.35820683846045553,0.0,0.028190524298509784,0.0,0.009836891354169722,0.0,0.9632952618589758,0.0,0.1,0.0,0.0,0.0,0.010026184011314625,0.0,0.0,0.0,0.01,1.06
25.0,0.06090447976672429,0.0,0.36289367006052364,0.0,0.028575776741151217,0.0,0.00983146622081174,0.0,0.9716321786277984,0.0,0.1,0.0,0.0,0.0,0.010026655759740788,0.0,0.0,0.0,0.01,1.07
25.0,0.061712645910666324,0.0,0.3675954312815548,0.0,0.02896569816643586,0.0,0.009825991736713042,0.0,0.979954957819042,0.0,0.1,0.0,0.0,0.0,0.010027131330214038,0.0,0.0,0.0,0.01,1.08
25.0,0.06252637973178354,0.0,0.37231192468880386,0.0,0.02936029732164692,0.0,0.009820468908218997,0.0,0.9882635423686138,0.0,0.1,0.0,0.0,0.0,0.01002761071181838,0.0,0.0,0.0,0.01,1.09
25.0,0.063345622437644,0.0,0.3770429588348995,0.0,0.029759582642551033,0.0,0.00981489887558297,0.0,0.9965578755903627,0.0,0.1,0.0,0.0,0.0,0.010028093893620896,0.0,0.0,0.0,0.01,1.1
25.0,0.06417030640172203,0.0,0.3817883387357884,0.0,0.030163562285335933,0.0,0.009809282497551804,0.0,1.0048379006108137,0.0,0.1,0.0,0.0,0.0,0.01002858086467774,0.0,0.0,0.0,0.01,1.11
25.0,0.06500036593785832,0.0,0.38654787440881105,0.0,0.030572244101844386,0.0,0.00980362072767135,0.0,1.0131035609158374,0.0,0.1,0.0,0.0,0.0,0.010029071614028795,0.0,0.0,0.0,0.01,1.12
25.0,0.06583573422116817,0.0,0.39132137832973285,0.0,0.03098563564959566,0.0,0.009797914504874898,0.0,1.0213548002151513,0.0,0.1,0.0,0.0,0.0,0.01002956613069929,0.0,0.0,0.0,0.01,1.1300000000000001
25.0,0.06667634332995778,0.0,0.39610866538617623,0.0,0.031403744193969865,0.0,0.009792164753496794,0.0,1.029591562460505,0.0,0.1,0.0,0.0,0.0,0.010030064403699827,0.0,0.0,0.0,0.01,1.1400000000000001
25.0,0.06752212428764058,0.0,0.4009095528310533,0.0,0.03182657671039224,0.0,0.009786372383286017,0.0,1.0378137918638632,0.0,0.1,0.0,0.0,0.0,0.010030566422026443,0.0,0.0,0.0,0.01,1.1500000000000001
25.0,0.06837300847032343,0.0,0.4057238599069708,0.0,0.032254139978530334,0.0,0.009780538261378514,0.0,1.0460214330134991,0.0,0.1,0.0,0.0,0.0,0.010031072174663754,0.0,0.0,0.0,0.01,1.16
25.0,0.06922892648345139,0.0,0.4105514080804092,0.0,0.032686440505967494,0.0,0.009774663236237286,0.0,1.0542144308086383,0.0,0.1,0.0,0.0,0.0,0.010031581650582353,0.0,0.0,0.0,0.01,1.17
25.0,0.07008980588319598,0.0,0.4153920215542323,0.0,0.03312348437404015,0.0,0.009768748185313342,0.0,1.0623927303112781,0.0,0.1,0.0,0.0,0.0,0.010032094838733562,0.0,0.0,0.0,0.01,1.18
25.0,0.07095557455612612,0.0,0.42024552641696483,0.0,0.033565277464905424,0.0,0.009762793946525237,0.0,1.0705562770036638,0.0,0.1,0.0,0.0,0.0,0.01003261172805708,0.0,0.0,0.0,0.01,1.19
