Time,OCT4_Gene,NANOG_Gene,SOX2_Gene,GATA6_Gene,CDX2_Gene,GCNF_Gene,targetGene,degradation,p53,A,SG,SN,OCT4,SOX2,NANOG,GATA6,CDX2,GCNF,OCT4_SOX2,Protein,a0,a1,a2,a3,b0,b1,b2,b3,b4,b5,gamma1,c0,c1,c2,d0,d1,d2,d3,gamma2,e0,e1,e2,e3,f0,f1,f2,f3,f4,gamma3,g0,g1,h0,h1,gamma4,i0,i1,i2,j0,j1,gamma5,p0,p1,p2,q0,q1,q2,q3,gammag,gamman,cell,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12
1.48,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,25.0,0.0,0.0,1.3006519228718314,0.010049161388906937,0.009576301750919019,0.5658940779238033,0.09784967562479913,0.048460404318494174,0.1,0.0,0.001,1.0,0.005,0.025,1.0,0.001,0.005,0.025,10.0,10.0,0.1,0.001,0.005,0.025,0.001,0.005,0.025,0.05,0.1,0.001,0.1,0.1,1.0,0.001,0.1,0.1,10.0,1.0,0.1,0.001,2.0,2.0,5.0,0.1,0.001,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.00025,1.0,0.00025,15.0,10.0,0.1,0.01,1.0,0.9006584361720259,0.13006519228718313,0.0010670205788946825,0.0010049161388906937,0.0002773623723882377,0.0009576301750919019,0.10736622723574302,0.009784967562479914,0.06318078989139242,0.004846040431849418,0.5730533728873751,0.056589407792380336
1.49,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,25.0,0.0,0.0,1.3083497618414965,0.010049784113661286,0.00956948913908485,0.5710629784728053,0.09882677297996098,0.04904615705117898,0.1,0.0,0.001,1.0,0.005,0.025,1.0,0.001,0.005,0.025,10.0,10.0,0.1,0.001,0.005,0.025,0.001,0.005,0.025,0.05,0.1,0.001,0.1,0.1,1.0,0.001,0.1,0.1,10.0,1.0,0.1,0.001,2.0,2.0,5.0,0.1,0.001,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.00025,1.0,0.00025,15.0,10.0,0.1,0.01,1.0,0.8998097558363457,0.13083497618414966,0.0010674187154695327,0.0010049784113661286,0.00027465284764802286,0.000956948913908485,0.10772072343563895,0.0098826772979961,0.06372041017201659,0.004904615705117898,0.5744178224701961,0.05710629784728053
1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,25.0,0.0,0.0,1.316031397921295,0.010050410191360673,0.009562656400541032,0.5762402917589643,0.09980640130365703,0.04963671957302419,0.1,0.0,0.001,1.0,0.005,0.025,1.0,0.001,0.005,0.025,10.0,10.0,0.1,0.001,0.005,0.025,0.001,0.005,0.025,0.05,0.1,0.001,0.1,0.1,1.0,0.001,0.1,0.1,10.0,1.0,0.1,0.001,2.0,2.0,5.0,0.1,0.001,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.00025,1.0,0.00025,15.0,10.0,0.1,0.01,1.0,0.8989557028231376,0.1316031397921295,0.0010678160517731679,0.0010050410191360674,0.0002719859897866222,0.0009562656400541032,0.10806814791664673,0.009980640130365703,0.06426036835417925,0.00496367195730242,0.5757711198534979,0.05762402917589643
1.51,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,25.0,0.0,0.0,1.3236967843759535,0.01005103961080955,0.009555804384947101,0.5814259229216805,0.10078847195478864,0.05023209022822929,0.1,0.0,0.001,1.0,0.005,0.025,1.0,0.001,0.005,0.025,10.0,10.0,0.1,0.001,0.005,0.025,0.001,0.005,0.025,0.05,0.1,0.001,0.1,0.1,1.0,0.001,0.1,0.1,10.0,1.0,0.1,0.001,2.0,2.0,5.0,0.1,0.001,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.00025,1.0,0.00025,15.0,10.0,0.1,0.01,1.0,0.8980963487193182,0.13236967843759537,0.0010682125858480598,0.001005103961080955,0.00026936095857518874,0.0009555804384947102,0.10840853735398856,0.010078847195478864,0.06480064612899711,0.005023209022822929,0.5771133839933104,0.058142592292168054
1.52,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,25.0,0.0,0.0,1.3313458930162616,0.010051672360500558,0.00954893316901444,0.586619732557593,0.10177292592009325,0.050832267418823296,0.1,0.0,0.001,1.0,0.005,0.025,1.0,0.001,0.005,0.025,10.0,10.0,0.1,0.001,0.005,0.025,0.001,0.005,0.025,0.05,0.1,0.001,0.1,0.1,1.0,0.001,0.1,0.1,10.0,1.0,0.1,0.001,2.0,2.0,5.0,0.1,0.001,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.00025,1.0,0.00025,15.0,10.0,0.1,0.01,1.0,0.8972317526290412,0.13313458930162617,0.0010686083164342382,0.0010051672360500558,0.00026677694912152414,0.0009548933169014441,0.10874194701933762,0.010177292592009326,0.06534122396071815,0.00508322674188233,0.5784447378888389,0.05866197325575931
1.53,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,25.0,0.0,0.0,1.3389786882117702,0.010052308429061994,0.009542043171249867,0.5918216035025704,0.1027596915501921,0.05143724924826459,0.1,0.0,0.001,1.0,0.005,0.025,1.0,0.001,0.005,0.025,10.0,10.0,0.1,0.001,0.005,0.025,0.001,0.005,0.025,0.05,0.1,0.001,0.1,0.1,1.0,0.001,0.1,0.1,10.0,1.0,0.1,0.001,2.0,2.0,5.0,0.1,0.001,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.00025,1.0,0.00025,15.0,10.0,0.1,0.01,1.0,0.8963619800493494,0.13389786882117702,0.001069003242001757,0.0010052308429061995,0.00026423316536937564,0.0009542043171249867,0.1090684268483012,0.01027596915501921,0.06588208323580623,0.005143724924826459,0.5797653002069398,0.05918216035025704
1.54,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,25.0,0.0,0.0,1.3465951350868388,0.010052947805117255,0.009535134801255639,0.5970314197705363,0.10374869791769366,0.05204703363711513,0.1,0.0,0.001,1.0,0.005,0.025,1.0,0.001,0.005,0.025,10.0,10.0,0.1,0.001,0.005,0.025,0.001,0.005,0.025,0.05,0.1,0.001,0.1,0.1,1.0,0.001,0.1,0.1,10.0,1.0,0.1,0.001,2.0,2.0,5.0,0.1,0.001,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.00025,1.0,0.00025,15.0,10.0,0.1,0.01,1.0,0.8954870968851413,0.13465951350868388,0.0010693973610564032,0.0010052947805117257,0.0002617288281090737,0.0009535134801255639,0.10938802890123628,0.010374869791769367,0.06642320558604144,0.005204703363711514,0.581075187966469,0.059703141977053634
1.55,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,25.0,0.0,0.0,1.3541951995322263,0.01005359047728509,0.00952820845989789,0.6022490665244208,0.10473987485781176,0.05266161832568694,0.1,0.0,0.001,1.0,0.005,0.025,1.0,0.001,0.005,0.025,10.0,10.0,0.1,0.001,0.005,0.025,0.001,0.005,0.025,0.05,0.1,0.001,0.1,0.1,1.0,0.001,0.1,0.1,10.0,1.0,0.1,0.001,2.0,2.0,5.0,0.1,0.001,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.00025,1.0,0.00025,15.0,10.0,0.1,0.01,1.0,0.8946071694054749,0.13541951995322263,0.0010697906721402548,0.001005359047728509,0.00025926317466196444,0.0009528208459897891,0.10970080726338459,0.010473987485781176,0.06696457288856338,0.005266161832568695,0.5823745165693799,0.06022490665244208
1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,25.0,0.0,0.0,1.361778848216684,0.010054236434179816,0.009521264539475079,0.607474430047111,0.1057331530089837,0.05328100087668841,0.1,0.0,0.001,1.0,0.005,0.025,1.0,0.001,0.005,0.025,10.0,10.0,0.1,0.001,0.005,0.025,0.001,0.005,0.025,0.05,0.1,0.001,0.1,0.1,1.0,0.001,0.1,0.1,10.0,1.0,0.1,0.001,2.0,2.0,5.0,0.1,0.001,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.00025,1.0,0.00025,15.0,10.0,0.1,0.01,1.0,0.8937222641996967,0.1361778848216684,0.001070183173832247,0.0010054236434179817,0.00025683545856569563,0.0009521264539475079,0.11000681794648184,0.01057331530089837,0.06750616726590015,0.0053281000876688415,0.5836633998311235,0.060747443004711105
1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,25.0,0.0,0.0,1.3693460485985458,0.010054885664411584,0.009514303423886409,0.612707397712403,0.10672846385348839,0.05390517867787071,0.1,0.0,0.001,1.0,0.005,0.025,1.0,0.001,0.005,0.025,10.0,10.0,0.1,0.001,0.005,0.025,0.001,0.005,0.025,0.05,0.1,0.001,0.1,0.1,1.0,0.001,0.1,0.1,10.0,1.0,0.1,0.001,2.0,2.0,5.0,0.1,0.001,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.00025,1.0,0.00025,15.0,10.0,0.1,0.01,1.0,0.8928324481334171,0.1369346048598546,0.0010705748647487365,0.0010054885664411584,0.0002544449492608514,0.000951430342388641,0.11030611879193059,0.01067284638534884,0.06804797108598361,0.005390517867787071,0.5849419500103692,0.061270739771240305
1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,25.0,0.0,0.0,1.3768967689373206,0.01005553815658659,0.009507325488800282,0.6179478579559523,0.10772573975806445,0.054534148944674156,0.1,0.0,0.001,1.0,0.005,0.025,1.0,0.001,0.005,0.025,10.0,10.0,0.1,0.001,0.005,0.025,0.001,0.005,0.025,0.05,0.1,0.001,0.1,0.1,1.0,0.001,0.1,0.1,10.0,1.0,0.1,0.001,2.0,2.0,5.0,0.1,0.001,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.00025,1.0,0.00025,15.0,10.0,0.1,0.01,1.0,0.8919377883043575,0.13768967689373207,0.0010709657435440732,0.001005553815658659,0.00025209093177938196,0.0009507325488800283,0.11059876937561797,0.010772573975806445,0.06858996696215074,0.005453414894467416,0.5862102778380613,0.06179478579559523
1.59,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,25.0,0.0,0.0,1.3844309783052833,0.010056193899307335,0.009500331101822725,0.6231957002462254,0.10872491401452837,0.055167908722874616,0.1,0.0,0.001,1.0,0.005,0.025,1.0,0.001,0.005,0.025,10.0,10.0,0.1,0.001,0.005,0.025,0.001,0.005,0.025,0.05,0.1,0.001,0.1,0.1,1.0,0.001,0.1,0.1,10.0,1.0,0.1,0.001,2.0,2.0,5.0,0.1,0.001,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.00025,1.0,0.00025,15.0,10.0,0.1,0.01,1.0,0.8910383519980891,0.13844309783052833,0.0010713558089111702,0.0010056193899307334,0.00024977270643522807,0.0009500331101822725,0.1108848309144518,0.010872491401452838,0.06913213775313222,0.005516790872287462,0.5874684925458318,0.062319570024622545
1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,25.0,0.0,0.0,1.3919486465990674,0.010056852881172848,0.00949332062266583,0.6284508150554505,0.10972592088039261,0.05580645489122986,0.1,0.0,0.001,1.0,0.005,0.025,1.0,0.001,0.005,0.025,10.0,10.0,0.1,0.001,0.005,0.025,0.001,0.005,0.025,0.05,0.1,0.001,0.1,0.1,1.0,0.001,0.1,0.1,10.0,1.0,0.1,0.001,2.0,2.0,5.0,0.1,0.001,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.00025,1.0,0.00025,15.0,10.0,0.1,0.01,1.0,0.8901342066436857,0.13919486465990674,0.0010717450595820808,0.0010056852881172849,0.00024748958851749997,0.000949332062266583,0.11116436617468209,0.010972592088039261,0.06967446656302764,0.0055806454891229864,0.5887167018937846,0.06284508150554506
1.61,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,25.0,0.0,0.0,1.3994497342206904,0.010057515090972706,0.009486294552448293,0.6337131152315386,0.11072867225839052,0.056449784103583596,0.1,0.0,0.001,1.0,0.005,0.025,1.0,0.001,0.005,0.025,10.0,10.0,0.1,0.001,0.005,0.025,0.001,0.005,0.025,0.05,0.1,0.001,0.1,0.1,1.0,0.001,0.1,0.1,10.0,1.0,0.1,0.001,2.0,2.0,5.0,0.1,0.001,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.00025,1.0,0.00025,15.0,10.0,0.1,0.01,1.0,0.8892254304904528,0.13994497342206905,0.0010721334938506354,0.0010057515090972707,0.000245240901134368,0.0009486294552448293,0.11143742802965816,0.011072867225839052,0.07021693657164657,0.00564497841035836,0.5899550100128788,0.06337131152315387
1.62,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,25.0,0.0,0.0,1.4069342159202498,0.010058180517240263,0.009479253189837894,0.6389824866001259,0.11173311162772225,0.05709789293117422,0.1,0.0,0.001,1.0,0.005,0.025,1.0,0.001,0.005,0.025,10.0,10.0,0.1,0.001,0.005,0.025,0.001,0.005,0.025,0.05,0.1,0.001,0.1,0.1,1.0,0.001,0.1,0.1,10.0,1.0,0.1,0.001,2.0,2.0,5.0,0.1,0.001,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.00025,1.0,0.00025,15.0,10.0,0.1,0.01,1.0,0.8883120879295354,0.140693421592025,0.0010725211106763137,0.0010058180517240262,0.0002430259910143458,0.0009479253189837894,0.1117040859771691,0.011173311162772225,0.0707595314262843,0.0057097892931174225,0.5911835224990248,0.06389824866001259
1.6300000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,25.0,0.0,0.0,1.4144020651512614,0.010058849148546553,0.00947219685723369,0.6442588203692762,0.11273917868030012,0.05775077777352762,0.1,0.0,0.001,1.0,0.005,0.025,1.0,0.001,0.005,0.025,10.0,10.0,0.1,0.001,0.005,0.025,0.001,0.005,0.025,0.05,0.1,0.001,0.1,0.1,1.0,0.001,0.1,0.1,10.0,1.0,0.1,0.001,2.0,2.0,5.0,0.1,0.001,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.00025,1.0,0.00025,15.0,10.0,0.1,0.01,1.0,0.8873942455677221,0.14144020651512615,0.0010729079089595102,0.0010058849148546554,0.00024084421742875123,0.0009472196857233692,0.11196440829564909,0.011273917868030012,0.0713022349839001,0.005775077777352762,0.5924023430916434,0.06442588203692762
1.6400000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,25.0,0.0,0.0,1.421853254103444,0.010059520973500137,0.009465125900628521,0.64954201305653,0.11374680940929026,0.05840843486122773,0.1,0.0,0.001,1.0,0.005,0.025,1.0,0.001,0.005,0.025,10.0,10.0,0.1,0.001,0.005,0.025,0.001,0.005,0.025,0.05,0.1,0.001,0.1,0.1,1.0,0.001,0.1,0.1,10.0,1.0,0.1,0.001,2.0,2.0,5.0,0.1,0.001,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.00025,1.0,0.00025,15.0,10.0,0.1,0.01,1.0,0.8864719721992271,0.14218532541034443,0.0010732938875433926,0.0010059520973500137,0.00023869495202845695,0.0009465125900628521,0.11221846214626446,0.011374680940929027,0.07184503131159714,0.005840843486122773,0.5936115737142931,0.064954201305653
1.6500000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,25.0,0.0,0.0,1.4292877557387305,0.010060195980709364,0.009458040660552903,0.6548319622660342,0.11475594072766629,0.05907086027042706,0.1,0.0,0.001,1.0,0.005,0.025,1.0,0.001,0.005,0.025,10.0,10.0,0.1,0.001,0.005,0.025,0.001,0.005,0.025,0.05,0.1,0.001,0.1,0.1,1.0,0.001,0.1,0.1,10.0,1.0,0.1,0.001,2.0,2.0,5.0,0.1,0.001,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.00025,1.0,0.00025,15.0,10.0,0.1,0.01,1.0,0.8855453366689509,0.14292877557387304,0.001073679045308217,0.0010060195980709364,0.00023657757992227873,0.0009458040660552903,0.11246631575230372,0.01147559407276663,0.07238790471982617,0.005907086027042706,0.5948113149301507,0.06548319622660342
1.6600000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,25.0,0.0,0.0,1.4367055437981984,0.010060874158782698,0.009450941472310766,0.6601285666691488,0.11576651049828691,0.05973804992546573,0.1,0.0,0.001,1.0,0.005,0.025,1.0,0.001,0.005,0.025,10.0,10.0,0.1,0.001,0.005,0.025,0.001,0.005,0.025,0.05,0.1,0.001,0.1,0.1,1.0,0.001,0.1,0.1,10.0,1.0,0.1,0.001,2.0,2.0,5.0,0.1,0.001,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.00025,1.0,0.00025,15.0,10.0,0.1,0.01,1.0,0.8846144078343567,0.14367055437981985,0.001074063381171719,0.0010060874158782699,0.00023449149939153388,0.0009450941472310767,0.11270803832011608,0.011576651049828692,0.0729308397622239,0.005973804992546574,0.5960016659658116,0.06601285666691488
1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,25.0,0.0,0.0,1.4441065928089998,0.010061555496329044,0.00944382866621517,0.6654317259850545,0.11677845756397344,0.060409999601490565,0.1,0.0,0.001,1.0,0.005,0.025,1.0,0.001,0.005,0.025,10.0,10.0,0.1,0.001,0.005,0.025,0.001,0.005,0.025,0.05,0.1,0.001,0.1,0.1,1.0,0.001,0.1,0.1,10.0,1.0,0.1,0.001,2.0,2.0,5.0,0.1,0.001,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.00025,1.0,0.00025,15.0,10.0,0.1,0.01,1.0,0.8836792545274329,0.1444106592809,0.0010744468940895042,0.0010061555496329044,0.00023243612160877316,0.000944382866621517,0.11294369996222423,0.011677845756397345,0.07347382123544055,0.006040999960149057,0.5971827247345806,0.06654317259850545
1.68,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,25.0,0.0,0.0,1.451490878091293,0.010062239981958073,0.009436702567824034,0.6707413409613605,0.11779172177758736,0.061086704927074166,0.1,0.0,0.001,1.0,0.005,0.025,1.0,0.001,0.005,0.025,10.0,10.0,0.1,0.001,0.005,0.025,0.001,0.005,0.025,0.05,0.1,0.001,0.1,0.1,1.0,0.001,0.1,0.1,10.0,1.0,0.1,0.001,2.0,2.0,5.0,0.1,0.001,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.00025,1.0,0.00025,15.0,10.0,0.1,0.01,1.0,0.882739945516753,0.1451490878091293,0.001074829583055447,0.0010062239981958074,0.00023041087036080614,0.0009436702567824035,0.11317337162261698,0.011779172177758736,0.07401683417895738,0.006108670492707417,0.5983545878592651,0.06707413409613605
1.69,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,25.0,0.0,0.0,1.4588583757651712,0.010062927604280547,0.009429563498175865,0.6760573133547108,0.11880624403210777,0.061768161386833935,0.1,0.0,0.001,1.0,0.005,0.025,1.0,0.001,0.005,0.025,10.0,10.0,0.1,0.001,0.005,0.025,0.001,0.005,0.025,0.05,0.1,0.001,0.1,0.1,1.0,0.001,0.1,0.1,10.0,1.0,0.1,0.001,2.0,2.0,5.0,0.1,0.001,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.00025,1.0,0.00025,15.0,10.0,0.1,0.01,1.0,0.8817965494696508,0.14588583757651713,0.0010752114471020886,0.0010062927604280547,0.00022841518177611636,0.0009429563498175866,0.11339712500422428,0.011880624403210777,0.07455986387489433,0.006176816138683394,0.5995173506944842,0.06760573133547108
1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,25.0,0.0,0.0,1.466209062757594,0.010063618351908646,0.009422411774025483,0.6813795459113924,0.11982196629070904,0.06245436432405115,0.1,0.0,0.001,1.0,0.005,0.025,1.0,0.001,0.005,0.025,10.0,10.0,0.1,0.001,0.005,0.025,0.001,0.005,0.025,0.05,0.1,0.001,0.1,0.1,1.0,0.001,0.1,0.1,10.0,1.0,0.1,0.001,2.0,2.0,5.0,0.1,0.001,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.00025,1.0,0.00025,15.0,10.0,0.1,0.01,1.0,0.8808491349145262,0.1466209062757594,0.001075592485301038,0.0010063618351908647,0.00022644850405675057,0.0009422411774025483,0.11361503249857194,0.011982196629070905,0.07510289584780808,0.006245436432405115,0.6006711073485033,0.06813795459113924
1.71,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,25.0,0.0,0.0,1.473542912948566,0.010064312213472563,0.009415247649191338,0.6867079458121468,0.12083881942316059,0.06314530892032885,0.1,0.0,0.001,1.0,0.005,0.025,1.0,0.001,0.005,0.025,10.0,10.0,0.1,0.001,0.005,0.025,0.001,0.005,0.025,0.05,0.1,0.001,0.1,0.1,1.0,0.001,0.1,0.1,10.0,1.0,0.1,0.001,2.0,2.0,5.0,0.1,0.001,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.00025,1.0,0.00025,15.0,10.0,0.1,0.01,1.0,0.8798977759192007,0.1473542912948566,0.0010759726965429877,0.0010064312213472564,0.00022451029635935717,0.0009415247649191338,0.11382716190194445,0.01208388194231606,0.07564591511786138,0.0063145308920328855,0.6018159503201466,0.06867079458121468
1.72,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,25.0,0.0,0.0,1.4808599001587868,0.010065009177608272,0.009408071360256457,0.6920424219782133,0.12185673265012016,0.06384099021593827,0.1,0.0,0.001,1.0,0.005,0.025,1.0,0.001,0.005,0.025,10.0,10.0,0.1,0.001,0.005,0.025,0.001,0.005,0.025,0.05,0.1,0.001,0.1,0.1,1.0,0.001,0.1,0.1,10.0,1.0,0.1,0.001,2.0,2.0,5.0,0.1,0.001,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.00025,1.0,0.00025,15.0,10.0,0.1,0.01,1.0,0.8789425477097704,0.1480859900158787,0.0010763520797077968,0.0010065009177608272,0.000222600029251537,0.0009408071360256457,0.11403358067201011,0.012185673265012017,0.07618890678074298,0.006384099021593827,0.6029519708297055,0.06920424219782133
1.73,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,25.0,0.0,0.0,1.4881600077149129,0.010065709232917558,0.009400883272598238,0.6973828764753678,0.12287566376193781,0.06454140316928444,0.1,0.0,0.001,1.0,0.005,0.025,1.0,0.001,0.005,0.025,10.0,10.0,0.1,0.001,0.005,0.025,0.001,0.005,0.025,0.05,0.1,0.001,0.1,0.1,1.0,0.001,0.1,0.1,10.0,1.0,0.1,0.001,2.0,2.0,5.0,0.1,0.001,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.00025,1.0,0.00025,15.0,10.0,0.1,0.01,1.0,0.877983512417745,0.1488160007714913,0.0010767306342109844,0.0010065709232917558,0.00022071718652338647,0.0009400883272598238,0.11423436850132697,0.012287566376193782,0.07673185785254782,0.006454140316928445,0.6040792597790937,0.06973828764753678
1.74,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,25.0,0.0,0.0,1.4954432149628072,0.010066412368025227,0.009393683674803859,0.7027292166022383,0.1238955565307233,0.06524654257927388,0.1,0.0,0.001,1.0,0.005,0.025,1.0,0.001,0.005,0.025,10.0,10.0,0.1,0.001,0.005,0.025,0.001,0.005,0.025,0.05,0.1,0.001,0.1,0.1,1.0,0.001,0.1,0.1,10.0,1.0,0.1,0.001,2.0,2.0,5.0,0.1,0.001,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.00025,1.0,0.00025,15.0,10.0,0.1,0.01,1.0,0.8770207390082253,0.14954432149628072,0.0010771083592339304,0.0010066412368025226,0.00021886126193835777,0.0009393683674803859,0.11442959897351762,0.01238955565307233,0.07727475465937504,0.006524654257927389,0.605197906425826,0.07027292166022384
1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,25.0,0.0,0.0,1.502709502001636,0.0100671185715595,0.009386472851009887,0.7080813506292867,0.12491635567055352,0.06595640311604765,0.1,0.0,0.001,1.0,0.005,0.025,1.0,0.001,0.005,0.025,10.0,10.0,0.1,0.001,0.005,0.025,0.001,0.005,0.025,0.05,0.1,0.001,0.1,0.1,1.0,0.001,0.1,0.1,10.0,1.0,0.1,0.001,2.0,2.0,5.0,0.1,0.001,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.00025,1.0,0.00025,15.0,10.0,0.1,0.01,1.0,0.8760542962660985,0.15027095020016362,0.0010774852539939962,0.00100671185715595,0.00021703176005274558,0.0009386472851009887,0.1146193459824807,0.012491635567055353,0.07781758375242726,0.006595640311604766,0.606307998877532,0.07080813506292867
1.76,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,25.0,0.0,0.0,1.509958849687,0.010067827832152352,0.009379251081080047,0.7134391877828253,0.1259380068555481,0.06667097932357782,0.1,0.0,0.001,1.0,0.005,0.025,1.0,0.001,0.005,0.025,10.0,10.0,0.1,0.001,0.005,0.025,0.001,0.005,0.025,0.05,0.1,0.001,0.1,0.1,1.0,0.001,0.1,0.1,10.0,1.0,0.1,0.001,2.0,2.0,5.0,0.1,0.001,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.00025,1.0,0.00025,15.0,10.0,0.1,0.01,1.0,0.8750842527663931,0.1509958849687,0.0010778613177447182,0.0010067827832152352,0.00021522819597540648,0.0009379251081080048,0.11480368367555072,0.01259380068555481,0.07836033190712399,0.006667097932357782,0.6074096241110926,0.07134391877828254
1.77,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,25.0,0.0,0.0,1.5171912396340617,0.010068540138439865,0.009372018640782978,0.7188026382290346,0.12696045673794482,0.06739026562226397,0.1,0.0,0.001,1.0,0.005,0.025,1.0,0.001,0.005,0.025,10.0,10.0,0.1,0.001,0.005,0.025,0.001,0.005,0.025,0.05,0.1,0.001,0.1,0.1,1.0,0.001,0.1,0.1,10.0,1.0,0.1,0.001,2.0,2.0,5.0,0.1,0.001,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.00025,1.0,0.00025,15.0,10.0,0.1,0.01,1.0,0.8741106768448746,0.15171912396340617,0.001078236549775998,0.0010068540138439865,0.00021345009513215122,0.0009372018640782979,0.11498268639883415,0.012696045673794482,0.07890298612221205,0.006739026562226397,0.6085028679913869,0.07188026382290345
1.78,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,25.0,0.0,0.0,1.524406654220679,0.010069255479062556,0.009364775801970005,0.7241716130579793,0.1279836529661751,0.06811425631152959,0.1,0.0,0.001,1.0,0.005,0.025,1.0,0.001,0.005,0.025,10.0,10.0,0.1,0.001,0.005,0.025,0.001,0.005,0.025,0.05,0.1,0.001,0.1,0.1,1.0,0.001,0.1,0.1,10.0,1.0,0.1,0.001,2.0,2.0,5.0,0.1,0.001,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.00025,1.0,0.00025,15.0,10.0,0.1,0.01,1.0,0.8731336365688924,0.1524406654220679,0.0010786109494143044,0.0010069255479062556,0.00021169699303479585,0.0009364775801970005,0.11515642864468538,0.012798365296617509,0.07944553361887324,0.006811425631152959,0.6095878152896598,0.07241716130579794
1.79,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,25.0,0.0,0.0,1.5316050765905336,0.01006997384266573,0.009357522832752894,0.7295460242676267,0.1290075442029396,0.06884294557241863,0.1,0.0,0.001,1.0,0.005,0.025,1.0,0.001,0.005,0.025,10.0,10.0,0.1,0.001,0.005,0.025,0.001,0.005,0.025,0.05,0.1,0.001,0.1,0.1,1.0,0.001,0.1,0.1,10.0,1.0,0.1,0.001,2.0,2.0,5.0,0.1,0.001,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.00025,1.0,0.00025,15.0,10.0,0.1,0.01,1.0,0.8721531997084838,0.15316050765905337,0.0010789845160228662,0.0010069973842665731,0.00020996843505484826,0.0009357522832752895,0.11532498500128399,0.012900754420293961,0.07998796183982936,0.006884294557241863,0.6106645497015163,0.07295460242676267
