CytoE_1_task1,CytoL_2_task1,NFkB_3_task1,TRAF6_4_task1,_1_task1
1.0,1.0,0.9,0.9,0.0
8.595636789282892,2.0380243583367665,2.575455714133721,1.3008913787822214,12.0
15.116551899373277,3.0041912423842043,3.487496120963134,1.5312572084794043,24.0
18.963880077358525,3.9026575905163097,4.036395347087702,1.6669400232857847,36.0
20.735697881405383,4.73803284939341,4.4044353041037345,1.744013860112394,48.0
21.18336595914698,5.51470312909872,4.675111473439441,1.782692388719011,60.0
20.865746941171206,6.236774831846798,4.887802609723529,1.7954482941709597,72.0
20.145235266450687,6.908076400895532,5.0620751704009095,1.7904676600650973,84.0
19.24192865023015,7.532171895399642,5.2083658474715095,1.773344607176714,96.0
18.282922430735,8.112377167776044,5.332801192283004,1.748009949104686,108.0
17.3379014499786,8.651776262323635,5.439363900822266,1.717278297107967,120.0
16.442189913408143,9.153237182361659,5.530907755009107,1.6831890830923981,132.0
15.611232642196567,9.619426796868584,5.609641205014412,1.6472293264262123,144.0
14.84936451019651,10.052824812803923,5.677374783397816,1.6104850813899154,156.0
14.155103893119332,10.455736850499202,5.735649566108576,1.5737479004415027,168.0
13.524061117299377,10.830306589650691,5.785801944982267,1.5375885513068697,180.0
12.950689910068887,11.178527108831354,5.8290076666395985,1.5024125586584565,192.0
12.429266738822562,11.50225145164263,5.866304963606882,1.4685012668417952,204.0
11.95431653831328,11.803202431136283,5.8986090236484925,1.4360416850608344,216.0
11.520825715446989,12.08298174572537,5.926724473831599,1.4051494169896557,228.0
11.124335749262615,12.343078550079706,5.951354760225776,1.3758868781801104,240.0
10.76092220804117,12.584877368402367,5.973111073658343,1.3482766511101492,252.0
10.42713717890844,12.809665364187332,5.992518673690174,1.3223110169306902,264.0
10.119954989614582,13.018639153870872,6.010026288506679,1.2979598234614618,276.0
9.836723661203841,13.212911208574148,6.026014748551818,1.2751771396284977,288.0
9.575122731926857,13.3935157926232,6.040804006486609,1.2539062417036293,300.0
9.33311378757108,13.561414446124047,6.054659831002017,1.2340831110143065,312.0
9.108891003439517,13.717501077813909,6.067801111676128,1.2156390951046236,324.0
8.900852290905007,13.862606563622098,6.080406395102949,1.1985029052314076,336.0
8.707559492433282,13.997503506048156,6.092620391564187,1.182602762139484,348.0
8.527727970340703,14.12291013079569,6.104558593608549,1.167867384337705,360.0
8.360213961221458,14.239494067889531,6.116311122788528,1.1542268256579604,372.0
8.203981025999019,14.347876554250428,6.127948596587952,1.1416139526095794,384.0
8.058097811756843,14.448634480713974,6.139524481423955,1.1299632437750875,396.0
7.921723160173676,14.542304373635899,6.151077861868561,1.1192123509178384,408.0
7.794096676771322,14.62938497665571,6.162636525461798,1.1093017374733471,420.0
7.674534713490984,14.710339776953722,6.174219068382353,1.100174984547846,432.0
7.562409523098177,14.785599759088116,6.185837058412164,1.0917789006690652,444.0
7.457145049173154,14.855565704744322,6.197496695003781,1.0840635663118978,456.0
7.358220262229473,14.920610029189874,6.209199223999111,1.0769820581609728,468.0
7.265159437420055,14.981079102555412,6.220942801430356,1.0704905233186623,480.0
7.177533926850063,15.03729488694685,6.232722774440836,1.0645478941738704,492.0
7.094951102222248,15.089556572220229,6.244532613633386,1.0591158170355983,504.0
7.0170522847765655,15.138142410167951,6.256364621653712,1.0541585407338896,516.0
6.943505567246171,15.183311040552129,6.268210296636567,1.0496427782697162,528.0
6.874008629782068,15.225302838221767,6.2800606318629155,1.0455375770738817,540.0
6.808282822714944,15.26434137980774,6.291906558582853,1.0418141765517752,552.0
6.746075008599944,15.300634462889061,6.303738879961606,1.038445857838935,564.0
6.687152880465351,15.33437520852684,6.315548463762081,1.0354078042597765,576.0
6.631302681354068,15.365743074369602,6.3273265112540535,1.0326769922027192,588.0
6.578326994850426,15.394904870795658,6.339064617867851,1.0302320453041438,600.0
6.528045056285924,15.42201610065507,6.350754914024564,1.0280530886838908,612.0
6.480287881801211,15.447220193786318,6.362389801054202,1.0261217997423486,624.0
6.434900369811716,15.47065249085261,6.373962763749441,1.0244209821818484,636.0
6.391739818926002,15.492436825525234,6.385467127637024,1.0229348764177615,648.0
6.3506730151604875,15.512689591878587,6.3968971684350855,1.0216487372974303,660.0
6.311576531034675,15.53151919503611,6.4082477131613995,1.0205488618544354,672.0
6.274337902712953,15.549024844948615,6.419513541169692,1.0196226823429175,684.0
6.238850054964941,15.565300667966003,6.430690427972676,1.018858332549087,696.0
6.205016290297452,15.58043238456057,6.441774255738935,1.0182449895244488,708.0
6.172744611958056,15.594500852896243,6.452761452343267,1.0177724486474415,720.0
6.141950122471611,15.607580777930728,6.463648831249254,1.017431284477272,732.0
6.112553939720262,15.61974144457019,6.474433621194538,1.0172127573356953,744.0
6.084481377493385,15.631047776559077,6.485113393909419,1.0171086530911402,756.0
6.057664137316264,15.641559449434482,6.495686048777462,1.0171114371542986,768.0
6.032036722204901,15.651332729396904,6.506149851675661,1.0172139722004416,780.0
6.007538886299088,15.660419411761934,6.516503303238655,1.0174096824416117,792.0
5.984114071618183,15.668867757396283,6.526745165885672,1.017692422816534,804.0
5.961708706974055,15.676722945634621,6.536874467016025,1.0180564174520506,816.0
5.940273458498669,15.6840263591638,6.546890425742478,1.0184963563585017,828.0
5.919761130949735,15.690817113919588,6.556792449777601,1.0190071917589036,840.0
5.900127904873668,15.69713106717531,6.56658017124361,1.0195842759616378,852.0
5.88133223776021,15.703001808460428,6.576253352880765,1.020223223457669,864.0
5.863334996839388,15.708460549343174,6.585811915704011,1.0209199319661544,876.0
5.8460994963740145,15.713536121576798,6.595255953944639,1.0216705883464547,888.0
5.829590658788387,15.718255631378993,6.604585649872392,1.0224715721543236,900.0
5.8137759770888975,15.722643921289047,6.6138013363624495,1.0233195426401014,912.0
5.798624169639677,15.726724424069593,6.622903429174649,1.0242113158533683,924.0
5.784105917690641,15.730518766783437,6.63189244787262,1.0251439247833294,936.0
5.770193579352963,15.734047002630918,6.640768997826175,1.0261145891326857,948.0
5.756860764075279,15.73732793742948,6.649533752079437,1.0271206729752163,960.0
5.744082832812914,15.740378597719392,6.658187476636991,1.0281597548580648,972.0
5.731836007152715,15.743215344774704,6.666730959359776,1.02922948679903,984.0
5.720097661883846,15.745853444007132,6.675165033492888,1.0303276499651983,996.0
5.708846719557466,15.748306589598684,6.68349062662704,1.031452217541162,1008.0
5.698063225087415,15.750587397030706,6.691708716775741,1.0326012924240335,1020.0
5.68772736724486,15.752708558099618,6.6998202275572405,1.033772959419834,1032.0
5.677820301356405,15.754681838528311,6.707826121683327,1.0349654158682648,1044.0
5.668325797411879,15.756516383247863,6.715727565322559,1.036177191672415,1056.0
5.659226613024761,15.75822253630863,6.7235255659361055,1.0374066574774907,1068.0
5.650506488373886,15.759809741089047,6.731221174127702,1.038652296979983,1080.0
5.642150210220228,15.761286509911088,6.738815479480819,1.0399127110041406,1092.0
5.634144352045592,15.762659729300719,6.7463096580787765,1.04118670587964,1104.0
