Time,CytoE,CytoL,NFkB,TRAF6,HP,NLRX1,MyD88,IFN,NOD1,RIG,MAVS,IRF,TFa,TFi,X,n,default,MyD88_a_HP,MyD88_d,TRAF_d,NFkB_a1,NFkB_d,CytoL_a,CytoL_d,NLRX1_d,MyD88_a,HP_a,HP_CytoL,NLRX1_TF,NFkB_a2,RIG_a_HP,RIG_d,MAVS_a,MAVS_d,IRF_a1,IRF_a2,IRF_a3,IRF_d,IFN_a,IFN_d,NOD_a,NOD_d,HP_IFN,TRAF_a,TFa_a,TFa_d,TFi_a,TFi_d,CytoE_a,CytoE_d,X_a,X_d,HP_CytoE
0.0,1.0,1.0,0.9,0.9,4.4,0.9,0.9,1.0,0.9,0.9,0.6,1.0,1.0,1.0,1.0,1.0,1.0,0.002117414160293642,0.001111077,0.009339390000000001,0.05298912365001912,0.06756336,0.09557491289198605,0.00608,0.005337000000000001,0.0028335885894117873,0.03263594889590801,0.002288485,0.0037251538435614864,0.20514978704455186,0.011813556835169575,0.000933948,0.00024149238756036577,0.0009552,0.0018254435842981435,0.008360806263566478,0.006584905413023243,0.00478922,0.009618094280642779,0.00523856,0.00662071363039739,0.0011037330000000002,5e-06,0.053880018339470016,0.01140774242766287,0.00830409,0.022107730057744017,0.032462,0.5036991063616751,0.0367629,0.046189246174677207,0.00222793,7.5e-05
12.0,8.595636789282892,2.0380243583367665,2.575455714133721,1.3008913787822214,4.727018046039958,0.8799377086334387,0.945756417190565,1.058934550930069,0.9657201825831616,1.029747474309621,0.5917579125794544,1.1450588443817722,1.057880976254835,1.195434914719444,1.5216710352277414,1.0,1.0,0.0021174698890434806,0.0011675646697142683,0.013499479926760989,0.07824864856407744,0.19334049064230407,0.09585426559849448,0.012391188098687542,0.005218030612196291,0.0028358235614555543,0.02954261914757363,0.004663988173688315,0.003301266676411005,0.2150547857403286,0.011813822627215743,0.00106858954904058,0.0002823755494442251,0.0009420785968264915,0.001807658385829765,0.008915792040636968,0.006964016312439755,0.005483938718690072,0.010982004236712925,0.005547292181120222,0.006620899404952228,0.001184330260314512,5.2946727546503455e-06,0.038271273151310306,0.014741067570655622,0.008784738836108011,0.06644262630287402,0.03880620820162259,0.9623760393212185,0.31600053572072806,0.04632178821707925,0.0033901765495149417,0.0006446727591962168
24.0,15.116551899373277,3.0041912423842043,3.487496120963134,1.5312572084794043,4.983145350604403,0.8543715202369868,0.9908552817833988,1.1302535986097317,1.0304821312064563,1.157891920280635,0.5841771127389971,1.2930872281231722,1.1353448934240837,1.5241855485948728,2.030156896908518,1.0,1.0,0.002117508430836692,0.0012232405710200591,0.015890009178111626,0.09471530649452012,0.2618077287991508,0.09589363952056495,0.018265482753695963,0.005066423115005332,0.0028365167281324375,0.026586614145327328,0.0068750465953276154,0.0027832428815681137,0.2243784737404795,0.011814006446804547,0.0012015676035136205,0.00032665794837907346,0.0009300099634804834,0.001791172501837473,0.00945600444393941,0.007421491543038861,0.006192879214672059,0.01236587123056315,0.005920901291532996,0.00662102788631195,0.0012637523712476619,5.651267993048659e-06,0.030471312932595057,0.016208424624823234,0.009428006176033999,0.07498253616555828,0.04947811127848676,0.9843269675125726,0.5557282858214698,0.04634046848526657,0.0045230474553293945,0.0011337413924529956
36.0,18.963880077358525,3.9026575905163097,4.036395347087702,1.6669400232857847,5.175899377437025,0.8263008069009048,1.0352970905453711,1.2134641602117475,1.0942992697328902,1.2844523527480078,0.5772860764812705,1.4446563598995232,1.217955336189018,1.7940321971891298,2.5253652739443564,1.0,1.0,0.002117534921587724,0.001278105317190977,0.017298003315638917,0.10641913510508769,0.3030138132640126,0.0959087679719439,0.023728158150339164,0.004899963784922366,0.0028368534675547513,0.02405310196886196,0.008931173356032716,0.002538872495244631,0.2331695715721753,0.011814132790102244,0.0013329018954936628,0.0003741928906020302,0.0009190394337581827,0.0017760793224676193,0.00998196513548923,0.007953450951800707,0.006918777131957995,0.013774576058558318,0.0063568048111188515,0.006621116194985243,0.0013420157954223246,6.067320801058738e-06,0.025805301318625965,0.017031736512239676,0.010114010727693863,0.07765159673289412,0.05823787318515353,0.9200236483537699,0.6971672268959237,0.04634764583978699,0.005626337054778849,0.0014222910058018891
48.0,20.735697881405383,4.73803284939341,4.4044353041037345,1.744013860112394,5.315157512446266,0.7982805730607135,1.0790887148110426,1.3081555466750434,1.1571849963258782,1.4094477954694864,0.5711070938797018,1.600270014413476,1.300218123586468,1.9927972055176337,3.007571284412077,1.0,1.0,0.0021175528651189634,0.0013321673910956764,0.018097806227772323,0.11502695560451778,0.33064272005318895,0.09591680184957448,0.028807239724311935,0.004733803798250032,0.0028370520245604323,0.022057656595082586,0.010842917105344078,0.002441216657225508,0.24147152466548352,0.011814218368574556,0.0014626121663145954,0.00042443936519888473,0.0009092024934564853,0.0017624579302038647,0.010494173030374962,0.008556469152591572,0.007664045158429308,0.015212249378865306,0.006852851320590015,0.006621176011018197,0.0014191369639441674,6.5407777333752175e-06,0.022707207289985425,0.017557506410163376,0.010797128317893154,0.0785908094758693,0.06469018288551343,0.8454858895771258,0.762304387644318,0.046351457316077045,0.006700658291680198,0.0015551773411054035
60.0,21.18336595914698,5.51470312909872,4.675111473439441,1.782692388719011,5.410697094184763,0.7715543825995681,1.1222384687836051,1.4139861710321613,1.2191526286227212,1.5328972018020985,0.5656561354265723,1.7603726955537948,1.3796610147104478,2.1324980564131137,3.4770920772942526,1.0,1.0,0.0021175646414328987,0.001385437056867424,0.018499177186976048,0.1214132804316977,0.35096248835568816,0.09592190386147023,0.03352939502492022,0.004575317488815439,0.002837182680452646,0.0206085705303463,0.012620315390395483,0.002421381532424881,0.24932319270117295,0.011814274533489332,0.0015907180842540736,0.0004769395098827264,0.0009005245675991032,0.0017503718922786096,0.010993105135210627,0.009227498428272541,0.008430812121000145,0.016682361033780926,0.007407251396122238,0.006621215268231661,0.0014951322091640467,7.069930855160807e-06,0.020505207006884896,0.017921509237594467,0.011456829235646882,0.07880640731892888,0.0692251519072825,0.7779135692509063,0.7787619644195245,0.04635387783449293,0.007746717751766184,0.0015887524469360233
72.0,20.865746941171206,6.236774831846798,4.887802609723529,1.7954482941709597,5.471291519050643,0.746715640825101,1.1647551181045661,1.530672108045009,1.2802153685958584,1.6548194035505133,0.5609436513622545,1.9253565190500506,1.455116976874516,2.227142711863422,3.9342505244674735,1.0,1.0,0.002117571897292889,0.00143792513595363,0.018631546493441467,0.12610495790926146,0.3669292970329892,0.0959255167692037,0.03791959097762854,0.0044280237500928495,0.002837274968353635,0.019655734022354775,0.014272765651058918,0.0024457152725242846,0.25675943548125996,0.011814309138903942,0.0017172391914524387,0.0005312653528245405,0.0008930222929687093,0.0017398702457860923,0.011479217487466897,0.009963800972390762,0.009220955948164883,0.018187795345431187,0.008018517678320262,0.006621239456191948,0.0015700177215849029,7.653360540225045e-06,0.01886327286359669,0.018187829641502826,0.0120834223364939,0.07865427199702446,0.07229750671251041,0.7199393118541135,0.767085368223583,0.04635559188286785,0.008765234770976817,0.0015649310205878403
84.0,20.145235266450687,6.908076400895532,5.0620751704009095,1.7904676600650973,5.50441489119793,0.7240319815049382,1.2066475652268855,1.6579771519025523,1.3403862804679247,1.775233078414147,0.5569748231693346,2.0955669895084377,1.5260652871157872,2.2885448163402837,4.37936632533844,1.0,1.0,0.002117575796130244,0.001489642618699547,0.018579861955261522,0.12945104553039272,0.3800120078720644,0.09592825095868697,0.04200110451744484,0.004293509650324284,0.002837343465380642,0.019123792078649386,0.01580902922230341,0.002496410580333209,0.26381161241279993,0.011814327733637053,0.0018421948701319287,0.0005869890532039262,0.0008867039184855806,0.0017309874368186232,0.01195294613506924,0.010762889540833872,0.010036131337493601,0.019730914615719252,0.008685412788870634,0.006621252453266878,0.001643809522777449,8.289885759512762e-06,0.017594697056141938,0.01839065837555427,0.012672583490085336,0.0782937326430758,0.07429074182803828,0.6706480855808106,0.740597269577,0.046356889045077614,0.00975692161721127,0.0015108926449838014
96.0,19.24192865023015,7.532171895399642,5.2083658474715095,1.773344607176714,5.516231777374906,0.703595610845798,1.2479247233280342,1.7957041631562245,1.3996782769208456,1.894156729256403,0.5537496125627774,2.271307812395847,1.5923333648579767,2.3258428201838495,4.812753175202177,1.0,1.0,0.002117577175726665,0.001540600508690158,0.01840217432313348,0.1317002109790456,0.3909941075160252,0.0959304049827608,0.04579560512402983,0.004172321972315583,0.0028373961960767944,0.018932123836496773,0.01723726240004365,0.0025632022859176265,0.27050800969548955,0.01181433431334675,0.0019656043210839547,0.0006436766107734975,0.0008815693831999417,0.001723742951335029,0.012414708115866143,0.011622475696009544,0.010877792801282439,0.0213136126118145,0.009406904000943671,0.006621257052258672,0.0017165234484674175,8.978520815781123e-06,0.016587448307324792,0.01854990251607912,0.013222879571783476,0.07780884753260667,0.07550150962880811,0.6285069260841544,0.707389098775546,0.046357910962558126,0.010722477181628186,0.0014431446487672612
108.0,18.282922430735,8.112377167776044,5.332801192283004,1.748009949104686,5.511717006941442,0.6853986131503205,1.288595457256266,1.9436875119048644,1.4581041105371173,2.011608670837313,0.5512628060404162,2.4528448836483303,1.6539444864656914,2.3458603138824237,5.234717743560061,1.0,1.0,0.0021175766493348788,0.001590809749846578,0.018139274042854238,0.13304065598020792,0.400335518625162,0.09593214425866656,0.04932325318007835,0.004064413775981401,0.002837437942338114,0.01900547048246919,0.018565053462797958,0.002639745921144793,0.2768742068771553,0.011814331802826367,0.0020874865499012967,0.0007008927081715805,0.0008776103872163427,0.0017181410785338054,0.01286490241329447,0.012540424798791605,0.011747213773666257,0.022937359733267843,0.010182123652364346,0.006621255297490732,0.0017881751380394047,9.718437559524323e-06,0.015770232113814935,0.01867793930257828,0.013734503870614883,0.07724919461834516,0.07615131750925123,0.5921212236601511,0.6721332490288677,0.04635873611356556,0.011662584702409768,0.001371219182305125
