Time,Exposed_Human,Infected_Human,Recovered,Susceptible_Human,Exposed_Mosquito,Infected_Mosquito,Susceptible_Mosquito,Capital_lambda_h,Psi_h,Psi_v,sigma_v,sigma_h,Beta_hv,Beta_vh,Beta_tilde_vh,v_h,v_v,gamma_h,delta_h,rho_h,u_1h,u_2h,u_1v,u_2v,N_h,N_v,f_h,f_v,lambda_h,lambda_v,Baseline_dummy_variable,Human,Mosquito,Human_Immigration,Human_Birth,Human_Loss_of_Immunity,Human_Infection,Human_Susceptible_natural_death,Human_disease_progression,Human_Exposed_natural_death,Human_Recovery,Human_disease_induced_death,Human_Infectious_natural_death,Human_Recovered_natural_death,Mosquito_birth,Mosquito_infection,Mosquito_Susceptible_death,Mosquito_disease_progression,Mosquito_Exposed_death,Mosquito_Infected_death
2660.0,1.3971968785122602,37.1013188498286,43.67718297448611,523.5353345547568,45.73809207816083,29.17421597116734,2350.0876919507473,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,605.7110332575836,2425.0000000000755,0.00012994220665151672,0.13000000000000303,0.0002674925643910664,0.004147869013820487,0.0,1.0,1.0,0.041,0.0333141068291671,0.1179283940311125,0.14004180918938677,0.06802933663208514,0.13971968785122602,0.00018155484552049423,0.1298546159744001,0.0006678237392969148,0.004821027241028241,0.005675509536026782,315.25000000000983,9.74785591720341,305.51139995360427,3.7962616424873494,5.945951970161047,3.7926480762518424
2670.0,1.398599198563124,37.14498758866536,43.73957299184305,523.3773076845567,45.794401339941786,29.210278963939786,2349.995319696193,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,605.6604674636283,2425.0000000000746,0.00012993209349272566,0.130000000000003,0.00026784032320860727,0.004153126170577362,0.0,1.0,1.0,0.041,0.03331132571049956,0.11809684707797624,0.14018154725028237,0.06800350927404088,0.1398599198563124,0.00018172292182655502,0.13000745656032875,0.0006686097765959765,0.004826326000156602,0.005683174287308049,315.2500000000097,9.759827062964574,305.49939156051215,3.8009353112151683,5.95327217419257,3.7973362653122598
2680.0,1.399994909272255,37.18846949732047,43.801730336284045,523.21979813503,45.850483458015574,29.246196828355934,2349.9033197136982,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,605.6099928779068,2425.00000000007,0.00012992199857558137,0.1300000000000028,0.0002681867647290203,0.0041583625024900935,0.0,1.0,1.0,0.041,0.03330854960828488,0.11826467190796693,0.1403206249040048,0.06797776186801535,0.1399994909272255,0.0001818901366082911,0.13015964324062165,0.0006693924509517684,0.004831600281058921,0.0056908083463586955,315.2500000000091,9.771749849174432,305.4874315627874,3.805590127015293,5.960562849542153,3.8020055876863537
2690.0,1.4013840262495698,37.231764786286156,43.86365510305686,523.06280542949,45.90633866351097,29.281969707765498,2349.8116916287836,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,605.5596093450827,2425.0000000000605,0.00012991192186901653,0.13000000000000245,0.0002685318899478878,0.004163578026593602,0.0,1.0,1.0,0.041,0.03330577851397955,0.11843186877825353,0.14045904370342527,0.0679520943115445,0.140138402624957,0.00018205649212662192,0.13031117675200155,0.0006701717661531508,0.0048368501179616085,0.005698411734637811,315.2500000000079,9.783624325898344,305.4755199117476,3.8102261090714107,5.9678240262565385,3.806656062009586
2700.0,1.4027665653253416,37.274873673529015,43.925347399272944,522.9063290719989,45.961967196820204,29.31759775148619,2349.7204350517386,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,605.5093167101262,2425.000000000045,0.00012990186334202523,0.1300000000000018,0.00026887569991685436,0.004168772760810489,0.0,1.0,1.0,0.041,0.03330301241905694,0.11859843797803696,0.1405968052201867,0.06792650649979089,0.14027665653253416,0.00018222199066965464,0.13046205785735154,0.0006709477261235223,0.00484207554603002,0.005705984475111337,315.25000000000585,9.795450545163458,305.46365655673026,3.814843277336077,5.97505573558671,3.811287707693258
2710.0,1.4041425424188299,37.31779638439851,43.98680732769029,522.750368563843,46.01736930569984,29.353081113564688,2349.629549580759,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,605.4591148183507,2425.0000000000236,0.00012989182296367015,0.13000000000000095,0.0002692181957322643,0.004173946723779643,0.0,1.0,1.0,0.041,0.03330025131500929,0.1187643797847638,0.140733911043134,0.06790099832768802,0.140414254241883,0.00018238663453562433,0.1306122873453948,0.0006717203349191732,0.004847276601356581,0.005713526590145416,315.25000000000307,9.807228560568449,305.4518414455009,3.8194416523730865,5.982258009741022,3.815900544763437
2720.0,1.4055119611062423,37.36053315116347,44.04803338674911,522.5949250201277,46.07254506725111,29.38841983645472,2349.5390350963157,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,605.4090035191465,2425.000000000022,0.0001298818007038293,0.1300000000000009,0.0002695593774669593,0.004179099918780819,0.0,1.0,1.0,0.041,0.03329749519355306,0.11892969014422261,0.1408703626558179,0.06787556990029683,0.14055119611062425,0.00018255042441924922,0.13076186602907217,0.0006724895967209425,0.004852453320928221,0.005721037893733367,315.25000000000284,9.818958390743378,305.44007456252314,3.8240212405818426,5.989430858742685,3.82049457873914
2730.0,1.4068748470958172,37.403084213967205,44.109026910035844,522.4399966845128,46.127494881515084,29.423614173549726,2349.448890944954,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,605.3589826556116,2425.000000000019,0.00012987179653112233,0.13000000000000078,0.00026989924713203395,0.004184232378304733,0.0,1.0,1.0,0.041,0.03329474404605864,0.11909437265709678,0.14100616177681233,0.06785022094913128,0.14068748470958173,0.0001827133638867818,0.13091079474888523,0.0006732555158514096,0.004857605742672783,0.005728518568045974,315.2500000000025,9.830640120664023,305.4283558228459,3.828582075165752,5.996574334596997,3.8250698425614873
2740.0,1.4082312166038777,37.44544981978356,44.16978799530509,522.2855830423646,46.18221901866374,29.45866429330496,2349.3591166880474,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,605.3090520740571,2425.000000000016,0.00012986181041481143,0.13000000000000064,0.00027023780595998657,0.004189344123167693,0.0,1.0,1.0,0.041,0.03329199786407314,0.11925842758732376,0.14114131004590097,0.0678249513674368,0.14082312166038777,0.000182875455270832,0.13105907436924247,0.0006740180967561042,0.004862733905394067,0.005735968634708723,315.2500000000021,9.842273808707514,305.41668516944765,3.8331241785490904,6.003688472426315,3.829626358129664
2750.0,1.409581086027808,37.487630222622,44.230316750600224,522.1316835618442,46.236717757479255,29.493570369726093,2349.269711872807,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,605.2592116210942,2425.0000000000123,0.00012985184232421884,0.1300000000000005,0.0002705750552356048,0.004194435175014926,0.0,1.0,1.0,0.041,0.03328925663916018,0.1194218552266206,0.1412758091200053,0.06779976104635152,0.1409581086027808,0.00018303670092608407,0.131206705779177,0.0006747773440071961,0.004867837848776533,0.005743388116649196,315.2500000000016,9.853859515076483,305.4050625434661,3.8376475738707785,6.010773308472326,3.834164148064407
2760.0,1.4109244719437504,37.529625683439974,44.290613294653774,521.9782976935948,46.29099138530293,29.528332582337715,2349.180676032368,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,605.2094611436322,2425.000000000008,0.00012984189222872645,0.13000000000000034,0.0002709109962956888,0.00419950555631602,0.0,1.0,1.0,0.041,0.03328652036289977,0.11958465589556519,0.1414096606728994,0.06777464987486582,0.14109244719437505,0.0001831971032289932,0.1313536898920399,0.0006755332623019195,0.0048729176133736575,0.005750777038148635,315.2500000000011,9.865397301788153,305.39348788420864,3.8421522849801435,6.017828880089397,3.838683235703913
2770.0,1.4122613911043025,37.571436470055325,44.35067775728786,521.8254248704282,46.3450401979841,29.562951116151762,2349.0920086858687,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,605.1598004888756,2425.0000000000045,0.0001298319600977751,0.13000000000000017,0.00027124563052877506,0.004204555290360357,0.0,1.0,1.0,0.041,0.03328378902688816,0.11974682994467724,0.14154286639492522,0.06774961773978197,0.14122613911043025,0.00018335666457748218,0.13150002764519364,0.0006762858564609959,0.004877973240596315,0.00575813542489348,315.2500000000006,9.876887232663407,305.38196112916336,3.8466383364326804,6.024855225737941,3.8431836450997343
2780.0,1.4135918604362154,37.61306285705872,44.410510279814545,521.6730645070107,46.39886449982902,29.597426161636022,2349.003709338535,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,605.1102295043202,2425.0,0.00012982204590086403,0.13,0.0002715789593748594,0.004209584401252568,0.0,1.0,1.0,0.041,0.03328106262273761,0.11990837775549928,0.14167542799270788,0.06772466452567355,0.14135918604362155,0.00018351538739063816,0.13164571999970553,0.000677035131427057,0.0048830047727011616,0.005765463304026878,315.25,9.888329373315917,305.37048221400954,3.8511057534858084,6.031852384977772,3.847665401012683
2790.0,1.41491589703809,37.65450512572608,44.470111015436245,521.5212159995509,46.45246460354979,29.631757914682584,2348.9157774817636,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,605.0607480377514,2424.999999999996,0.0001298121496075503,0.12999999999999984,0.0002719109843251196,0.004214592913907954,0.0,1.0,1.0,0.041,0.033278341142076326,0.12006929974167786,0.1418073471888712,0.06769979011484525,0.141491589703809,0.00018367327410840975,0.1317907679400413,0.0006777810922630695,0.004888012252779023,0.00577276070420018,315.2499999999995,9.899723791141234,305.3590510726289,3.8555545620946328,6.038820398461466,3.852128528908731
2800.0,1.4162335181780745,37.69576356393096,44.529480129646124,521.3698787254849,46.50584083021329,29.665946576576314,2348.8282125932024,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,605.0113559372401,2424.9999999999923,0.000129802271187448,0.1299999999999997,0.0002722417069216394,0.004219580854047924,0.0,1.0,1.0,0.041,0.0332756245765482,0.12022959635004454,0.14193862572175414,0.06767499438729227,0.14162335181780747,0.000183830327191304,0.13193517247375836,0.0006785237441507573,0.004892995724743288,0.005780027655624404,315.24999999999903,9.911070555305884,305.3476676371156,3.859984788907703,6.045759307927713,3.8565730549549118
2810.0,1.417544741291563,37.73683846605697,44.588617800628505,521.2190520431639,46.55899350919005,29.69999235396332,2348.741014136835,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,604.9620530511409,2424.9999999999886,0.00012979241061022816,0.12999999999999956,0.00027257112875712995,0.004224548248195427,0.0,1.0,1.0,0.041,0.03327291291781275,0.12038926806169697,0.14206926534512643,0.06765027722066021,0.1417544741291563,0.00018398654912008417,0.1320789346311994,0.0006792630923890255,0.004897955233318319,0.005787264190121703,315.2499999999985,9.922369736736517,305.3363318377875,3.864396461262775,6.052669156194686,3.8609990060152186
2820.0,1.4188495839788906,37.7777301329102,44.64752421965922,521.0687352915402,46.611922978103195,29.733895458819422,2348.6541815630626,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,604.9128392280884,2424.9999999999854,0.00012978256784561767,0.12999999999999942,0.00027289925147465285,0.004229495123670366,0.0,1.0,1.0,0.041,0.03327020615754486,0.12054831539307989,0.14219926782790535,0.0676256384902045,0.14188495839788906,0.00018414194239546678,0.1322220554651857,0.0006799991423923836,0.004902890824027853,0.005794470341176781,315.2499999999981,9.933621408108989,305.3250436031968,3.868789607182565,6.059549987153388,3.8654064096465075
2830.0,1.420148064003033,37.81843887163163,44.706199591506035,520.9189277898541,46.66462958277733,29.76765610841862,2348.567714308787,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,604.8637143169948,2424.9999999999827,0.00012977274286339895,0.12999999999999934,0.0002732260767673428,0.0042344215085850425,0.0,1.0,1.0,0.041,0.03326750428743471,0.1207067388970663,0.1423286349538726,0.06760107806875022,0.1420148064003033,0.00018429650953781943,0.1323645360507107,0.0006807318996893693,0.004907802543183423,0.005801646143988304,315.2499999999978,9.944825643837538,305.31380286014075,3.8731642553705186,6.066401845761022,3.869795294094401
2840.0,1.421440199287303,37.858964995609526,44.764644134829055,520.7696288373207,46.71711367718748,29.801274525301572,2348.4816117974924,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,604.8146781670466,2424.999999999982,0.00012976293563340933,0.12999999999999928,0.00027355160637812943,0.004239327431839559,0.0,1.0,1.0,0.041,0.033264807299187564,0.12086453916403846,0.14245736852139132,0.06757659582665172,0.1421440199287303,0.00018445025308685883,0.13250637748463334,0.0006814613699209715,0.004912690437872775,0.005808791635520297,315.24999999999767,9.955982520063891,305.30260953367235,3.8775204352065606,6.073224778034339,3.874165688289183
2850.0,1.4227260079130462,37.89930882439188,44.82285808258108,520.6208377128157,46.76937562340795,29.834750937244046,2348.3958734393295,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,604.7657306277018,2424.9999999999814,0.00012975314612554035,0.12999999999999928,0.0002738758420994594,0.0042442129231172535,0.0,1.0,1.0,0.041,0.0332621151845236,0.12102171682296892,0.1425854703431234,0.0675521916317522,0.14227260079130463,0.00018460317560134817,0.1326475808853716,0.0006821875588390538,0.004917554555948301,0.0058159068545535,315.2499999999976,9.967092114646432,305.29146354711116,3.88185817674286,6.080018831043001,3.8785176218417043
2860.0,1.4240055081173417,37.93947068359881,44.880841682408025,520.4725536745626,46.821415791561314,29.8680855772254,2348.3104986311964,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,604.7168715486868,2424.999999999983,0.00012974337430973735,0.12999999999999934,0.0002741987857730185,0.004249078012880105,0.0,1.0,1.0,0.041,0.03325942793517777,0.12117827254250167,0.14271294224574727,0.06752786534934364,0.14240055081173417,0.000184755279658796,0.13278814739259584,0.0006829104723047786,0.004922394946015467,0.005822991841736727,315.24999999999784,9.978154507149332,305.28036482205397,3.8861775106995893,6.08678405290294,3.882851125039282
2870.0,1.4252787159992668,37.979450916881646,44.93859395619484,520.32477719382,46.87323444063603,29.9012786033152,2348.225486956032,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,604.6681007828957,2424.9999999999836,0.00012973362015657915,0.12999999999999934,0.0002745204385532228,0.004253922721127271,0.0,1.0,1.0,0.041,0.03325674554305927,0.12133420368172608,0.1428397860253554,0.06750361700251972,0.1425278715999267,0.00018490656755870574,0.13292807820908575,0.0006836301165038697,0.0049272116590061655,0.005830046478683726,315.2499999999979,9.989169753292416,305.2693133042826,3.8904784585727907,6.093520477282653,3.887166218430956
2880.0,1.4265456488991275,38.01924986805771,44.99611453163229,520.177508133516,46.92483189424092,29.93433021682088,2348.140837888918,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,604.6194181821052,2424.99999999998,0.00012972388363642102,0.12999999999999923,0.00027484080199325327,0.004258747073970605,0.0,1.0,1.0,0.041,0.033254068000015784,0.12148950923540718,0.14296600351426755,0.06747944653539567,0.14265456488991277,0.00018505704175983314,0.133067374538202,0.0006843464976250389,0.004932004745827934,0.00583707072559254,315.2499999999974,10.000137922630316,305.25830892555757,3.8947610472219965,6.100228146251283,3.8914629281866913
2890.0,1.4278063275282231,38.05886786981384,45.05340479717386,520.0307445997548,46.97620865140008,29.967240736768623,2348.0565506118082,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,604.5708235942707,2424.999999999977,0.00012971416471885413,0.1299999999999991,0.0002751598787300032,0.004263551114088447,0.0,1.0,1.0,0.041,0.03325139529768489,0.12164419295236943,0.14309159661994178,0.06745535366388096,0.14278063275282232,0.00018520670515561813,0.13320603754434843,0.0006850596216566491,0.004936774255878137,0.005844064771005823,315.249999999997,10.011059122303651,305.2473515795329,3.8990253180662067,6.1069071246819675,3.8957412957798936
2900.0,1.4290607705344,38.098305272177086,45.110464960822995,519.8844858668695,47.02736510408509,30.000010410026956,2347.9726244858625,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,604.522316870404,2424.9999999999745,0.0001297044633740808,0.129999999999999,0.00027547767073846113,0.004268334874082446,0.0,1.0,1.0,0.041,0.03324872742787222,0.1217982553942221,0.1432165672196676,0.06743133825587219,0.14290607705344002,0.00018535556037111478,0.1333440684526198,0.0006857694948991875,0.004941520240789642,0.005851028650298821,315.2499999999967,10.021933436483893,305.2364411831598,3.903271303639063,6.1135574635310155,3.9000013533034745
2910.0,1.4303089966967746,38.13756243087679,45.1672952402666,519.7387311939466,47.07830165138718,30.03263948805782,2347.8890588605273,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,604.4738978617868,2424.9999999999723,0.00012969477957235735,0.1299999999999989,0.00027579418003728564,0.0042730983872462,0.0,1.0,1.0,0.041,0.03324606438239827,0.12195169714871981,0.1433409172032537,0.06740740017741559,0.14303089966967747,0.00018550361004694777,0.13348146850806877,0.0006864761237557823,0.004946242752899582,0.005857962400065962,315.2499999999964,10.032760950849918,305.22557765186593,3.907499037065136,6.120179214680281,3.9042431334474834
2920.0,1.4315510249230576,38.17663970725891,45.2238958630732,519.5934798247137,47.129018699446654,30.065128226871998,2347.8058530736516,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,604.4255664199687,2424.99999999997,0.00012968511328399375,0.1299999999999988,0.0002761094086884044,0.004277841687558798,0.0,1.0,1.0,0.041,0.03324340615309828,0.12210451883029766,0.14346464847275206,0.06738353929269252,0.14315510249230576,0.00018565085683896408,0.13361823897540617,0.0006871795147306603,0.004950941845238086,0.005864866058146185,315.24999999999613,10.043541752573013,305.2147608995719,3.9117085520540726,6.126772430928009,3.908466669493324
2930.0,1.4327868742468775,38.215537468200424,45.28026706689103,519.4487309874271,47.17951666138242,30.097476886984513,2347.723006451602,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,604.3773223967654,2424.999999999969,0.00012967546447935309,0.12999999999999878,0.00027642335879661333,0.004282564809678368,0.0,1.0,1.0,0.041,0.0332407527318221,0.12225672108060578,0.14358776294218303,0.06735975546400513,0.14327868742468775,0.0001857973034178843,0.13375438113870147,0.0006878796744276077,0.004955617571517011,0.005871739663648249,315.24999999999596,10.05427593030193,305.2039908387054,3.9158998828947413,6.133337165979658,3.91267199530795
2940.0,1.4340165638251048,38.254256086023716,45.33640909964607,519.3044838947603,47.229795957221484,30.129685733370057,2347.6405183093766,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,604.3291656442552,2424.999999999968,0.00012966583312885104,0.12999999999999873,0.0002767360325091767,0.004287267788935619,0.0,1.0,1.0,0.041,0.03323810411043404,0.12240830456904439,0.14371026253726163,0.0673360485517621,0.14340165638251048,0.0001859429524689544,0.133889896301083,0.0006885766095484269,0.004960269986118686,0.0058785832569760305,315.24999999999585,10.064963574147912,305.19326738021596,3.9200730644493835,6.139873474438732,3.9168591453380692
2950.0,1.4352401129351755,38.29279593841091,45.39232221974021,519.1607377436909,47.279857013828405,30.161755035418388,2347.558387950721,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,604.2810960147772,2424.999999999968,0.00012965621920295542,0.12999999999999873,0.000277047432015425,0.004291950661327379,0.0,1.0,1.0,0.041,0.03323546028081274,0.12255926999329857,0.1438321491951231,0.06731241841446405,0.14352401129351755,0.00018608780669159762,0.1340247857844382,0.0006892703268913964,0.004964899144084646,0.00588539687985382,315.24999999999585,10.075604775669735,305.18259043359075,3.924228132147758,6.146381411797632,3.921028154604352
2960.0,1.4364575409724145,38.33115740831832,45.4480066962493,519.0174917153885,47.329700264834806,30.193685066889753,2347.476614668244,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,604.2331133609285,2424.9999999999686,0.0001296466226721857,0.12999999999999876,0.00027735755954635467,0.004296613463510137,0.0,1.0,1.0,0.041,0.03323282123485107,0.12270961807987311,0.1439534248640505,0.06728886490868924,0.14364575409724145,0.00018623186879906635,0.13415905092911412,0.0006899608333497297,0.004969505101104401,0.005892180575351603,315.2499999999959,10.086199627858775,305.17195990686884,3.928365121981289,6.152861034428466,3.92517905869563
2970.0,1.43766886744736,38.36934088389073,45.50346280912128,518.874744975103,47.379326150568865,30.225476105870296,2347.3951977435313,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,604.1852175355623,2424.9999999999704,0.00012963704350711246,0.12999999999999884,0.0002776664173742259,0.004301256232793562,0.0,1.0,1.0,0.041,0.03323018696445593,0.12285934958462746,0.14407409150320197,0.0672653878890793,0.143766886744736,0.00018637514151809452,0.13429269309361755,0.0006906481359100331,0.004974087913504171,0.005898934387910329,315.2499999999962,10.09674822512404,305.1613757066563,3.932484070497216,6.159312399573897,3.9293118937631033
2980.0,1.4388741119830872,38.40734675837587,45.55869084937423,518.732496672052,47.42873511798481,30.257128434727473,2347.3141364472604,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,604.1374083917851,2424.9999999999723,0.00012962748167835703,0.1299999999999989,0.00027797400781216124,0.004305879007134049,0.0,1.0,1.0,0.041,0.033227557461548186,0.12300846529331043,0.14419415108233888,0.06724198720832482,0.14388741119830872,0.00018651762758854987,0.13442571365431555,0.0006913322416507657,0.004978647638235674,0.00590565836336719,315.2499999999964,10.107250663277247,305.15083773814126,3.936585014792739,6.165735565337973,3.933426696514538
2990.0,1.4400732943125316,38.44517543003873,45.613691119294515,518.5907459393084,47.477927620592375,30.288642340065472,2347.2334300393177,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,604.0896857829541,2424.9999999999754,0.00012961793715659083,0.12999999999999903,0.0002782803332137446,0.004310481825128233,0.0,1.0,1.0,0.041,0.033224932718062476,0.1231569660220952,0.14431360558155512,0.06721866271715084,0.14400732943125316,0.00018665932976308646,0.13455811400513557,0.0006920131577406971,0.00498318433286487,0.005912352548980862,315.2499999999968,10.11770703951788,305.14034590510903,3.940667992509167,6.172130590676963,3.937523504208482
3000.0,1.441266434275813,38.48282730207595,45.668463932634836,518.4494918936883,47.52690411838632,30.320018112680604,2347.153077768913,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,604.042049562675,2424.9999999999804,0.00012960840991253498,0.12999999999999923,0.00027858539597261806,0.004315064726006523,0.0,1.0,1.0,0.041,0.033222312725947126,0.12330485261811407,0.1444324569910058,0.06719541426430264,0.1441266434275813,0.00018680025080679725,0.13468989555726582,0.0006926908914373671,0.004987698055560752,0.005919016993456755,315.24999999999744,10.128117452418282,305.1299001099569,3.9447330418260647,6.178497535390185,3.941602354648455
3010.0,1.4424535518175596,38.520302782530194,45.723009614812355,518.3087336356391,47.57566507777592,30.351256047516742,2347.0730788746923,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,603.9944995847992,2424.999999999985,0.00012959889991695983,0.1299999999999994,0.0002788891985220806,0.004319627749626614,0.0,1.0,1.0,0.041,0.03321969747716396,0.12345212595999336,0.14455070731063796,0.06717224169653138,0.14424535518175596,0.00018694039349686714,0.1348210597388557,0.0006933654500855435,0.00499218886508412,0.005925651746972258,315.24999999999807,10.138482001908695,305.11950025370857,3.948780201455402,6.184836460110841,3.945663286177158
3020.0,1.443634666984231,38.55760228420456,45.777328503106766,518.1684702491267,47.62421097151443,30.382356443620722,2346.9934325848562,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,603.9470357034223,2424.9999999999914,0.00012958940714068447,0.12999999999999967,0.00027919174333468485,0.004324170936467006,0.0,1.0,1.0,0.041,0.033217086963688226,0.12359878695838827,0.14466835854992047,0.06714914485857973,0.14436346669842312,0.00018707976062222595,0.13495160799471598,0.0006940368411156822,0.004996656820776371,0.0059322568612019625,315.24999999999886,10.14880078926237,305.10914623603054,3.952809510635698,6.19114742629686,3.949706337670684
3030.0,1.444809796610614,38.594726253186266,45.83141890224195,518.0287028266815,47.67254208911456,30.413319479632367,2346.914138431248,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,603.8996577787203,2424.9999999999945,0.00012957993155574406,0.12999999999999978,0.000279493031775955,0.004328694309958873,0.0,1.0,1.0,0.041,0.033214481177829616,0.12374483103605327,0.14478541269999445,0.06712612385619227,0.1444809796610614,0.00018721835455587184,0.13508154188615193,0.0006947050725573528,0.005001101986300554,0.0059388321244551465,315.2499999999993,10.159073876989373,305.0988379960617,3.9568209933965086,6.197430471584882,3.9537315323522013
