Susceptible_Mosquito_1_task1,_1_task1
2335.7147640712637,5420.0
2335.690480619632,5430.0
2335.666313922524,5440.0
2335.642262590081,5450.0
2335.6183268566424,5460.0
2335.594506049756,5470.0
2335.5707995007706,5480.0
2335.547206544838,5490.0
2335.523726520917,5500.0
2335.500358771776,5510.0
2335.4771026439967,5520.0
2335.453957487977,5530.0
2335.430922657934,5540.0
2335.4079975119075,5550.0
2335.385181411763,5560.0
2335.3624737231953,5570.0
2335.339873815731,5580.0
2335.3173810627322,5590.0
2335.294994841399,5600.0
2335.2727145327735,5610.0
2335.250539521743,5620.0
2335.2284691970426,5630.0
2335.2065029512582,5640.0
2335.1846401808307,5650.0
2335.1628802860578,5660.0
2335.1412226710986,5670.0
2335.119666743976,5680.0
2335.0982119165797,5690.0
2335.0768576046703,5700.0
2335.055603227881,5710.0
2335.034447777676,5720.0
2335.0133904065156,5730.0
2334.992431087168,5740.0
2334.971569242661,5750.0
2334.9508042994316,5760.0
2334.9301356873193,5770.0
2334.9095628395626,5780.0
2334.889085192793,5790.0
2334.8687021870314,5800.0
2334.8484132656813,5810.0
2334.8282178755244,5820.0
2334.808115466716,5830.0
2334.7881054927784,5840.0
2334.7681874105983,5850.0
2334.7483606804185,5860.0
2334.7286247658367,5870.0
2334.708979133796,5880.0
2334.6894232545847,5890.0
2334.6699566018256,5900.0
2334.6505786524767,5910.0
2334.6312888868215,5920.0
2334.6120867884665,5930.0
2334.5929718443354,5940.0
2334.573943544664,5950.0
2334.5550013829943,5960.0
2334.536144856172,5970.0
2334.5173734643377,5980.0
2334.498686710925,5990.0
2334.4800837606786,6000.0
2334.461564119474,6010.0
2334.443127547637,6020.0
2334.4247735544855,6030.0
2334.4065016523205,6040.0
2334.3883113564125,6050.0
2334.370202184993,6060.0
2334.3521736592443,6070.0
2334.3342253032897,6080.0
2334.3163566441826,6090.0
2334.2985672118984,6100.0
2334.280856539322,6110.0
2334.2632241622405,6120.0
2334.2456696193303,6130.0
2334.2281924521503,6140.0
2334.210792205129,6150.0
2334.1934684255566,6160.0
2334.1762206635735,6170.0
2334.1590484721614,6180.0
2334.1419514071335,6190.0
2334.1249290271235,6200.0
2334.1079808935756,6210.0
2334.091106570735,6220.0
2334.074305625639,6230.0
2334.0575776281053,6240.0
2334.040922150722,6250.0
2334.024338768839,6260.0
2334.007827060557,6270.0
2333.991386423392,6280.0
2333.9750165083433,6290.0
2333.958716974915,6300.0
2333.9424874090114,6310.0
2333.9263273991137,6320.0
2333.910236536271,6330.0
2333.8942144140865,6340.0
2333.878260628706,6350.0
2333.862374778807,6360.0
2333.846556465584,6370.0
2333.83080529274,6380.0
2333.8151208664704,6390.0
2333.7995027954544,6400.0
2333.783950690841,6410.0
2333.768464166236,6420.0
2333.753042837694,6430.0
2333.7376863237014,6440.0
2333.722394245168,6450.0
2333.7071662254116,6460.0
2333.69200189015,6470.0
2333.676900867486,6480.0
2333.6618627878947,6490.0
2333.6468872842142,6500.0
2333.631973991632,6510.0
2333.617122547673,6520.0
2333.602332592186,6530.0
2333.587603767335,6540.0
2333.5729357175846,6550.0
2333.5583280247897,6560.0
2333.5437803784325,6570.0
2333.5292924416217,6580.0
2333.514863866992,6590.0
2333.5004943093822,6600.0
2333.4861834258236,6610.0
2333.471930875527,6620.0
2333.4577363198705,6630.0
2333.4435994223854,6640.0
2333.4295198487453,6650.0
2333.415497266752,6660.0
2333.4015313463237,6670.0
2333.3876217594816,6680.0
2333.373768180338,6690.0
2333.3599702850834,6700.0
2333.3462277519725,6710.0
2333.332540261314,6720.0
2333.3189074954557,6730.0
2333.305329138773,6740.0
2333.2918048776546,6750.0
2333.278334400494,6760.0
2333.26491739767,6770.0
2333.251553561541,6780.0
2333.2382425864284,6790.0
2333.2249841686034,6800.0
2333.2117780062767,6810.0
2333.198623799585,6820.0
2333.185521250578,6830.0
2333.172470142539,6840.0
2333.159470115226,6850.0
2333.1465208738655,6860.0
2333.1336221285555,6870.0
2333.1207735912512,6880.0
2333.10797497575,6890.0
2333.0952259976802,6900.0
2333.0825263744873,6910.0
2333.0698758254202,6920.0
2333.057274071521,6930.0
2333.044720835609,6940.0
2333.0322158422687,6950.0
2333.019758817839,6960.0
2333.0073494903972,6970.0
2332.9949875897482,6980.0
2332.982672847411,6990.0
2332.970404996605,7000.0
2332.958183772238,7010.0
2332.9460089108934,7020.0
2332.9338801508175,7030.0
2332.9217972319043,7040.0
2332.909759895686,7050.0
2332.897767885318,7060.0
2332.8858209455657,7070.0
2332.8739188227933,7080.0
2332.8620612649497,7090.0
2332.850248021555,7100.0
2332.83847884369,7110.0
2332.82675348398,7120.0
2332.8150716965843,7130.0
2332.8034332371826,7140.0
2332.7918378629615,7150.0
2332.780285332604,7160.0
2332.768775406272,7170.0
2332.7573078455985,7180.0
2332.7458824136706,7190.0
2332.7344988750197,7200.0
2332.723156995606,7210.0
2332.711856542808,7220.0
2332.700597285407,7230.0
2332.6893789935775,7240.0
2332.67820143887,7250.0
2332.667064394202,7260.0
2332.655967633844,7270.0
2332.644910933404,7280.0
2332.6338940698197,7290.0
2332.6229168213395,7300.0
2332.6119793505068,7310.0
2332.601081469076,7320.0
2332.5902226167473,7330.0
2332.57940258007,7340.0
2332.568621146911,7350.0
2332.557878106442,7360.0
2332.5471732491274,7370.0
2332.536506366713,7380.0
2332.5258772522125,7390.0
2332.515285699894,7400.0
2332.5047315052702,7410.0
2332.494214465083,7420.0
2332.4837343772942,7430.0
2332.473291041069,7440.0
2332.4628842567677,7450.0
2332.45251382593,7460.0
2332.442179551265,7470.0
2332.431881236637,7480.0
2332.421618687054,7490.0
2332.4113917086543,7500.0
2332.4012001086953,7510.0
2332.39104369554,7520.0
2332.3809222786444,7530.0
2332.3708356685474,7540.0
2332.3607836768538,7550.0
2332.3507661162266,7560.0
2332.340782800372,7570.0
2332.330833544026,7580.0
2332.320918162946,7590.0
2332.3110364738923,7600.0
2332.301188294622,7610.0
2332.2913734438716,7620.0
2332.2815917413477,7630.0
2332.271843007712,7640.0
2332.262127064572,7650.0
2332.252443734464,7660.0
2332.242792840846,7670.0
2332.233174208081,7680.0
2332.2235876614263,7690.0
2332.2140330270213,7700.0
2332.2045101318736,7710.0
2332.195018803848,7720.0
2332.185558871655,7730.0
2332.1761301648335,7740.0
2332.166732513745,7750.0
2332.157365749556,7760.0
2332.1480297042276,7770.0
2332.1387243357512,7780.0
2332.129451178968,7790.0
2332.120208413325,7800.0
2332.110995881387,7810.0
2332.1018134266274,7820.0
2332.0926608934165,7830.0
2332.083538127015,7840.0
2332.0744449735594,7850.0
2332.0653812800533,7860.0
2332.056346894357,7870.0
2332.047341665175,7880.0
2332.0383654420452,7890.0
2332.0294180753326,7900.0
2332.020499416212,7910.0
2332.0116093166616,7920.0
2332.002747629452,7930.0
2331.993914208134,7940.0
2331.9851089070285,7950.0
2331.9763315812165,7960.0
2331.9675820865277,7970.0
2331.958860279529,7980.0
2331.950166017516,7990.0
2331.9414991585,8000.0
2331.932859561199,8010.0
2331.924247085026,8020.0
2331.915661590078,8030.0
2331.9071029371266,8040.0
2331.8985709876065,8050.0
2331.890065603605,8060.0
2331.8815866478494,8070.0
2331.8731339837004,8080.0
2331.8647074751384,8090.0
2331.8563069867523,8100.0
2331.8479323837305,8110.0
2331.83958353185,8120.0
2331.8312602974656,8130.0
2331.8229625474974,8140.0
2331.814690149423,8150.0
2331.806442971264,8160.0
2331.7982208815783,8170.0
2331.7900237494464,8180.0
2331.781851444463,8190.0
2331.7737038367245,8200.0
2331.7655807968194,8210.0
2331.7574821958174,8220.0
2331.749407905259,8230.0
2331.741357797144,8240.0
2331.73333174392,8250.0
2331.7253313028327,8260.0
2331.7173558886057,8270.0
2331.7094043983116,8280.0
2331.701476716892,8290.0
2331.693572729939,8300.0
2331.6856923236865,8310.0
2331.677835385,8320.0
2331.6700018013726,8330.0
2331.662191460913,8340.0
2331.6544042523415,8350.0
2331.6466400649765,8360.0
2331.638898788732,8370.0
2331.6311803141057,8380.0
2331.623484532172,8390.0
2331.6158113345746,8400.0
2331.6081606135176,8410.0
2331.6005322617575,8420.0
2331.5929261725955,8430.0
2331.5853422398695,8440.0
2331.5777803579444,8450.0
2331.5702404217063,8460.0
2331.562722326553,8470.0
2331.5552259683864,8480.0
2331.5477512436037,8490.0
2331.540298049091,8500.0
2331.532866282212,8510.0
2331.525455840804,8520.0
2331.5180666231668,8530.0
2331.510698528056,8540.0
2331.503351454673,8550.0
2331.4960253026607,8560.0
2331.4887199720906,8570.0
2331.4814353634592,8580.0
2331.474171377676,8590.0
2331.466927916059,8600.0
2331.4597048803234,8610.0
2331.4525021725754,8620.0
2331.4453196953036,8630.0
2331.438157351372,8640.0
2331.4310150440087,8650.0
2331.4238926768016,8660.0
2331.416790153688,8670.0
2331.409707378947,8680.0
2331.4026442571926,8690.0
2331.395600693363,8700.0
2331.388576592715,8710.0
2331.381571860814,8720.0
2331.3745867522202,8730.0
2331.367622594186,8740.0
2331.360677708111,8750.0
2331.353752008801,8760.0
2331.3468454115223,8770.0
2331.339957831996,8780.0
2331.33308918639,8790.0
2331.3262393913155,8800.0
2331.319408363819,8810.0
2331.312596021377,8820.0
2331.305802281889,8830.0
2331.299027063673,8840.0
2331.2922702854567,8850.0
2331.285531866375,8860.0
2331.278811725961,8870.0
2331.2721097841404,8880.0
2331.2654259612264,8890.0
2331.2587601779123,8900.0
2331.2521123552665,8910.0
2331.2454824147253,8920.0
2331.238870278088,8930.0
2331.23227586751,8940.0
2331.2256991054965,8950.0
2331.2191399148965,8960.0
2331.212598218897,8970.0
2331.2060739410163,8980.0
2331.199567005099,8990.0
2331.1930773353088,9000.0
2331.186604856123,9010.0
2331.180149492325,9020.0
2331.1737111690004,9030.0
2331.1672898115294,9040.0
2331.1608853455805,9050.0
2331.154497697105,9060.0
2331.148126792332,9070.0
2331.141772557758,9080.0
2331.135434920148,9090.0
2331.1291138065208,9100.0
2331.1228091441503,9110.0
2331.1165208605553,9120.0
2331.110248883494,9130.0
2331.103993140958,9140.0
2331.0977535611673,9150.0
2331.0915300725633,9160.0
2331.085322603801,9170.0
2331.079131083747,9180.0
2331.072955441469,9190.0
2331.066795606231,9200.0
2331.060652624901,9210.0
2331.0545258482352,9220.0
2331.048414808663,9230.0
2331.042319442285,9240.0
2331.0362396855107,9250.0
2331.030175475056,9260.0
2331.0241267479346,9270.0
2331.018093441459,9280.0
2331.0120754932304,9290.0
2331.006072841139,9300.0
2331.000085423355,9310.0
2330.9941131783257,9320.0
2330.9881560447716,9330.0
2330.9822139616817,9340.0
2330.9762868683065,9350.0
2330.9703747041563,9360.0
2330.9644774089948,9370.0
2330.9585949228353,9380.0
2330.9527271859356,9390.0
2330.9468741387927,9400.0
2330.9410357221395,9410.0
2330.93521187694,9420.0
2330.929402544383,9430.0
2330.923607665879,9440.0
2330.917827183055,9450.0
2330.9120610377513,9460.0
2330.9063091720136,9470.0
2330.900571528091,9480.0
2330.8948480484305,9490.0
2330.889138675673,9500.0
2330.8834433526476,9510.0
2330.8777620223673,9520.0
2330.8720946280246,9530.0
2330.8664411129866,9540.0
2330.8608014207903,9550.0
2330.855175495139,9560.0
2330.8495632798954,9570.0
2330.8439647190794,9580.0
2330.8383797568613,9590.0
2330.832808337559,9600.0
2330.827250405632,9610.0
2330.821705905678,9620.0
2330.8161747824256,9630.0
2330.8106569807337,9640.0
2330.8051524455836,9650.0
2330.7996611220756,9660.0
2330.794182955424,9670.0
2330.7887183580165,9680.0
2330.783268109462,9690.0
2330.7778310075632,9700.0
2330.7724070046474,9710.0
2330.766996053291,9720.0
2330.7615981063177,9730.0
2330.7562131167924,9740.0
2330.7508410380224,9750.0
2330.7454818235506,9760.0
2330.740135427155,9770.0
2330.734801802845,9780.0
2330.729480904857,9790.0
2330.7241726876537,9800.0
2330.7188771059186,9810.0
2330.7135941145557,9820.0
2330.708323668684,9830.0
2330.703065723636,9840.0
2330.6978202349537,9850.0
2330.6925871583867,9860.0
2330.6873664498876,9870.0
2330.6821580656106,9880.0
2330.6769619619076,9890.0
2330.671778095326,9900.0
2330.666606422603,9910.0
2330.6614469006668,9920.0
2330.6562994866304,9930.0
2330.6511641377892,9940.0
2330.6460408116186,9950.0
2330.6409294657715,9960.0
2330.6358300580728,9970.0
2330.6307425465197,9980.0
2330.625666889275,9990.0
2330.6206030446688,10000.0
