Susceptible_Mosquito_1_task1,_1_task1
2400.0,0.0
2404.0860306473037,10.0
2395.4210579429027,20.0
2389.669681163055,30.0
2386.925499856943,40.0
2385.73131028317,50.0
2385.188942444931,60.0
2384.8927261663534,70.0
2384.683057690636,80.0
2384.5022893992946,90.0
2384.3308993822707,100.0
2384.1625891741123,110.0
2383.995446377292,120.0
2383.828905466336,130.0
2383.6627465345045,140.0
2383.497006607145,150.0
2383.331636751342,160.0
2383.1665865288883,170.0
2383.0018677736457,180.0
2382.8375027383245,190.0
2382.673474515894,200.0
2382.50977154188,210.0
2382.346382368139,220.0
2382.18330102779,230.0
2382.0205255686355,240.0
2381.8580516623747,250.0
2381.6958722658965,260.0
2381.5339843308466,270.0
2381.372379679738,280.0
2381.211055238594,290.0
2381.0500050160167,300.0
2380.8892242842935,310.0
2380.728708585462,320.0
2380.5684534605407,330.0
2380.4084547703005,340.0
2380.248708641914,350.0
2380.0892112638326,360.0
2379.929958803206,370.0
2379.7709478284987,380.0
2379.612175036262,390.0
2379.4536368638614,400.0
2379.2953302443625,410.0
2379.1372521804005,420.0
2378.9793997720926,430.0
2378.821770242781,440.0
2378.664360982447,450.0
2378.507169503105,460.0
2378.350193439215,470.0
2378.193430572971,480.0
2378.0368788166143,490.0
2377.880536122393,500.0
2377.724400593467,510.0
2377.56847047212,520.0
2377.412744088117,530.0
2377.2572198679973,540.0
2377.1018963483757,550.0
2376.946772159491,560.0
2376.791846098216,570.0
2376.637117000783,580.0
2376.4825838191127,590.0
2376.3282455929298,600.0
2376.174101456323,610.0
2376.0201506508774,620.0
2375.8663925055175,630.0
2375.712826440758,640.0
2375.5594519672773,650.0
2375.406268499805,660.0
2375.2532757416025,670.0
2375.1004734524454,680.0
2374.947861450946,690.0
2374.7954396379555,700.0
2374.643207995778,710.0
2374.4911665873865,720.0
2374.3393155556355,730.0
2374.187655081395,740.0
2374.0361849621017,750.0
2373.8849057657094,760.0
2373.733817836545,770.0
2373.5829215761364,780.0
2373.4322174410345,790.0
2373.281705940635,800.0
2373.1313876902404,810.0
2372.981263315741,820.0
2372.8313334695276,830.0
2372.6815988705534,840.0
2372.532060282806,850.0
2372.382718513336,860.0
2372.2335744517677,870.0
2372.0846291410057,880.0
2371.935883453248,890.0
2371.7873383913566,900.0
2371.6389949981976,910.0
2371.4908543551287,920.0
2371.342917580478,930.0
2371.1951857991758,940.0
2371.0476602007216,950.0
2370.900342002514,960.0
2370.753232447289,970.0
2370.6063328059277,980.0
2370.4596443758614,990.0
2370.3131685072976,1000.0
2370.166906592534,1010.0
2370.0208599845387,1020.0
2369.875030088513,1030.0
2369.729418330939,1040.0
2369.584026158161,1050.0
2369.4388550349668,1060.0
2369.293906576328,1070.0
2369.1491822364583,1080.0
2369.004683552327,1090.0
2368.8604120799014,1100.0
2368.7163693911616,1110.0
2368.572557072977,1120.0
2368.428976734558,1130.0
2368.285629995516,1140.0
2368.1425184790032,1150.0
2367.999643824022,1160.0
2367.857007679426,1170.0
2367.7146117028356,1180.0
2367.5724575622917,1190.0
2367.43054695261,1200.0
2367.2888815433093,1210.0
2367.1474630216003,1220.0
2367.0062930788804,1230.0
2366.8653734097074,1240.0
2366.7247057107684,1250.0
2366.584291747141,1260.0
2366.444133230594,1270.0
2366.3042318579446,1280.0
2366.1645893470177,1290.0
2366.025207416078,1300.0
2365.886087783021,1310.0
2365.7472321782006,1320.0
2365.6086423573984,1330.0
2365.470320019005,1340.0
2365.3322668835917,1350.0
2365.194484669231,1360.0
2365.0569750908203,1370.0
2364.9197398593988,1380.0
2364.7827806845435,1390.0
2364.6460992671114,1400.0
2364.509697302859,1410.0
2364.3735764814246,1420.0
2364.237738485309,1430.0
2364.1021849892018,1440.0
2363.966917673654,1450.0
2363.8319382154004,1460.0
2363.697248255694,1470.0
2363.562849439433,1480.0
2363.428743401603,1490.0
2363.2949317666835,1500.0
2363.1614161490184,1510.0
2363.0281982115634,1520.0
2362.8952795222963,1530.0
2362.7626616703055,1540.0
2362.6303462332276,1550.0
2362.4983347767875,1560.0
2362.366628854345,1570.0
2362.235230038996,1580.0
2362.104139871549,1590.0
2361.9733598554503,1600.0
2361.842891497032,1610.0
2361.712736288374,1620.0
2361.5828957068193,1630.0
2361.45337121449,1640.0
2361.3241642577987,1650.0
2361.195276266966,1660.0
2361.0667086555336,1670.0
2360.938462934842,1680.0
2360.810540456523,1690.0
2360.6829425703772,1700.0
2360.555670633204,1710.0
2360.42872598412,1720.0
2360.302109944121,1730.0
2360.1758238156476,1740.0
2360.049868882146,1750.0
2359.9242464076297,1760.0
2359.798957636247,1770.0
2359.6740041237636,1780.0
2359.549386888178,1790.0
2359.4251071376048,1800.0
2359.301166065142,1810.0
2359.177564845171,1820.0
2359.054304633064,1830.0
2358.9313865648883,1840.0
2358.808811757113,1850.0
2358.6865813063173,1860.0
2358.564696322171,1870.0
2358.44315802506,1880.0
2358.3219673473795,1890.0
2358.201125322469,1900.0
2358.0806329643815,1910.0
2357.9604912676805,1920.0
2357.840701207246,1930.0
2357.721263738076,1940.0
2357.602179795082,1950.0
2357.4834502928998,1960.0
2357.3650761714125,1970.0
2357.24705837093,1980.0
2357.1293976943894,1990.0
2357.0120949858574,2000.0
2356.89515106946,2010.0
2356.7785667492444,2020.0
2356.662342809042,2030.0
2356.54648001233,2040.0
2356.430979102094,2050.0
2356.3158408006893,2060.0
2356.2010658999866,2070.0
2356.0866551122535,2080.0
2355.972609056856,2090.0
2355.8589283882548,2100.0
2355.74561374127,2110.0
2355.6326657310237,2120.0
2355.5200849528746,2130.0
2355.4078719823583,2140.0
2355.296027375123,2150.0
2355.1845516668677,2160.0
2355.0734454589406,2170.0
2354.9627092299743,2180.0
2354.8523434443173,2190.0
2354.7423485683594,2200.0
2354.6327250493855,2210.0
2354.5234733155635,2220.0
2354.4145937759367,2230.0
2354.30608682041,2240.0
2354.1979528197426,2250.0
2354.090192125534,2260.0
2353.98280509344,2270.0
2353.875792024515,2280.0
2353.769153214192,2290.0
2353.662888939691,2300.0
2353.556999459261,2310.0
2353.4514850121836,2320.0
2353.346345818772,2330.0
2353.241582080372,2340.0
2353.137193979361,2350.0
2353.0331816883777,2360.0
2352.9295454077374,2370.0
2352.826285228522,2380.0
2352.7234012634785,2390.0
2352.62089360706,2400.0
2352.518762335456,2410.0
2352.4170075066213,2420.0
2352.315629160309,2430.0
2352.2146273181024,2440.0
2352.114001983443,2450.0
2352.013753176013,2460.0
2351.9138809215005,2470.0
2351.8143851270743,2480.0
2351.7152657340644,2490.0
2351.616522666896,2500.0
2351.5181558331674,2510.0
2351.420165123733,2520.0
2351.32255041278,2530.0
2351.225311557911,2540.0
2351.1284484002235,2550.0
2351.031960821013,2560.0
2350.935848648098,2570.0
2350.8401116396376,2580.0
2350.744749577133,2590.0
2350.649762226189,2600.0
2350.555149336578,2610.0
2350.4609106423068,2620.0
2350.367045861686,2630.0
2350.273554697393,2640.0
2350.180436836542,2650.0
2350.0876919507473,2660.0
2349.995319696193,2670.0
2349.9033197136982,2680.0
2349.8116916287836,2690.0
2349.7204350517386,2700.0
2349.629549580759,2710.0
2349.5390350963157,2720.0
2349.448890944954,2730.0
2349.3591166880474,2740.0
2349.269711872807,2750.0
2349.180676032368,2760.0
2349.0920086858687,2770.0
2349.003709338535,2780.0
2348.9157774817636,2790.0
2348.8282125932024,2800.0
2348.741014136835,2810.0
2348.6541815630626,2820.0
2348.567714308787,2830.0
2348.4816117974924,2840.0
2348.3958734393295,2850.0
2348.3104986311964,2860.0
2348.225486956032,2870.0
2348.140837888918,2880.0
2348.0565506118082,2890.0
2347.9726244858625,2900.0
2347.8890588605273,2910.0
2347.8058530736516,2920.0
2347.723006451602,2930.0
2347.6405183093766,2940.0
2347.558387950721,2950.0
2347.476614668244,2960.0
2347.3951977435313,2970.0
2347.3141364472604,2980.0
2347.2334300393177,2990.0
2347.153077768913,3000.0
2347.0730788746923,3010.0
2346.9934325848562,3020.0
2346.914138431248,3030.0
2346.8351954139234,3040.0
2346.75660272535,3050.0
2346.678359565765,3060.0
2346.6004651263916,3070.0
2346.522918589585,3080.0
2346.4457191289675,3090.0
2346.3688659095715,3100.0
2346.2923580879788,3110.0
2346.2161948124626,3120.0
2346.140375223126,3130.0
2346.064898452042,3140.0
2345.989763623398,3150.0
2345.9149698536303,3160.0
2345.8405162515683,3170.0
2345.76640193369,3180.0
2345.692626008094,3190.0
2345.6191875437726,3200.0
2345.546085621987,3210.0
2345.4733193171933,3220.0
2345.4008876971857,3230.0
2345.328789823241,3240.0
2345.2570247502613,3250.0
2345.185591526916,3260.0
2345.114489195789,3270.0
2345.043716793517,3280.0
2344.9732733509377,3290.0
2344.9031578932295,3300.0
2344.8333694400576,3310.0
2344.7639070057153,3320.0
2344.6947695992694,3330.0
2344.6259561232873,3340.0
2344.5574656340623,3350.0
2344.4892971346603,3360.0
2344.4214496102327,3370.0
2344.3539220411185,3380.0
2344.2867134029793,3390.0
2344.219822666933,3400.0
2344.1532487996883,3410.0
2344.0869907636798,3420.0
2344.0210475172016,3430.0
2343.9554180145433,3440.0
2343.8901012061224,3450.0
2343.825096038621,3460.0
2343.760401455118,3470.0
2343.696016395226,3480.0
2343.6319396958474,3490.0
2343.5681701501917,3500.0
2343.5047068562444,3510.0
2343.441548735057,3520.0
2343.3786947047793,3530.0
2343.316143680801,3540.0
2343.2538945758965,3550.0
2343.1919463003683,3560.0
2343.130297762191,3570.0
2343.0689478671543,3580.0
2343.0078955190093,3590.0
2342.947139619608,3600.0
2342.8866790690504,3610.0
2342.826512765828,3620.0
2342.7666396069653,3630.0
2342.7070584881662,3640.0
2342.6477683039557,3650.0
2342.5887679478255,3660.0
2342.5300563123765,3670.0
2342.471632289462,3680.0
2342.4134947703337,3690.0
2342.355642645783,3700.0
2342.298074806287,3710.0
2342.240790142149,3720.0
2342.1837875436463,3730.0
2342.1270659011716,3740.0
2342.0706241053767,3750.0
2342.014461047316,3760.0
2341.9585747941396,3770.0
2341.902963940451,3780.0
2341.847628206311,3790.0
2341.792566463785,3800.0
2341.7377775852738,3810.0
2341.683260443647,3820.0
2341.6290139123835,3830.0
2341.5750368657027,3840.0
2341.5213281787023,3850.0
2341.4678867274965,3860.0
2341.4147113893473,3870.0
2341.3618010428054,3880.0
2341.3091545678426,3890.0
2341.2567708459887,3900.0
2341.2046487604694,3910.0
2341.1527871963385,3920.0
2341.1011850406176,3930.0
2341.04984118243,3940.0
2340.998754513137,3950.0
2340.9479239264742,3960.0
2340.8973483186874,3970.0
2340.8470265886676,3980.0
2340.796957638089,3990.0
2340.747140371543,4000.0
2340.697573696675,4010.0
2340.6482565243205,4020.0
2340.5991877686406,4030.0
2340.5503663472587,4040.0
2340.5017889029673,4050.0
2340.4534547162375,4060.0
2340.405364033265,4070.0
2340.357515742663,4080.0
2340.3099087354594,4090.0
2340.262541905205,4100.0
2340.2154141480814,4110.0
2340.168524363009,4120.0
2340.121871451754,4130.0
2340.075454319037,4140.0
2340.029271872639,4150.0
2339.983323023511,4160.0
2339.9376066858804,4170.0
2339.892121777359,4180.0
2339.8468672190515,4190.0
2339.8018419356613,4200.0
2339.7570448555994,4210.0
2339.712474911093,4220.0
2339.6681310382905,4230.0
2339.6240121773726,4240.0
2339.580117272656,4250.0
2339.5364452727054,4260.0
2339.492995130437,4270.0
2339.4497658032296,4280.0
2339.40675625303,4290.0
2339.3639654464614,4300.0
2339.321392354932,4310.0
2339.2790359547403,4320.0
2339.2368918912207,4330.0
2339.194960749018,4340.0
2339.153242536192,4350.0
2339.111736197358,4360.0
2339.070440680503,4370.0
2339.0293549370585,4380.0
2338.988477921971,4390.0
2338.9478085937785,4400.0
2338.907345914679,4410.0
2338.867088850604,4420.0
2338.827036371293,4430.0
2338.787187450364,4440.0
2338.7475410653856,4450.0
2338.708096197951,4460.0
2338.66885183375,4470.0
2338.62980696264,4480.0
2338.590960578721,4490.0
2338.552311680406,4500.0
2338.513859270495,4510.0
2338.475602356245,4520.0
2338.4375399494456,4530.0
2338.39967106649,4540.0
2338.3619947284465,4550.0
2338.324509961132,4560.0
2338.2872157951865,4570.0
2338.25011126614,4580.0
2338.2131954144907,4590.0
2338.176467285775,4600.0
2338.1399229230947,4610.0
2338.1035634938244,4620.0
2338.0673884050134,4630.0
2338.031396683344,4640.0
2337.995587359342,4650.0
2337.9599594674205,4660.0
2337.9245120459263,4670.0
2337.8892441371877,4680.0
2337.8541547875566,4690.0
2337.819243047459,4700.0
2337.7845079714375,4710.0
2337.7499486181982,4720.0
2337.715564050656,4730.0
2337.681353335983,4740.0
2337.64731554565,4750.0
2337.6134497554767,4760.0
2337.579755045675,4770.0
2337.5462305008946,4780.0
2337.512875210272,4790.0
2337.4796882674723,4800.0
2337.4466687707377,4810.0
2337.413815822933,4820.0
2337.3811285315905,4830.0
2337.348606008957,4840.0
2337.3162473720395,4850.0
2337.2840517426494,4860.0
2337.2520182474514,4870.0
2337.2201459873145,4880.0
2337.1884318557086,4890.0
2337.1568769234573,4900.0
2337.1254803115025,4910.0
2337.0942411448436,4920.0
2337.063158552566,4930.0
2337.032231667871,4940.0
2337.0014596281017,4950.0
2336.97084157477,4960.0
2336.94037665359,4970.0
2336.910064014501,4980.0
2336.879902811698,4990.0
2336.849892203659,5000.0
2336.820031353174,5010.0
2336.790319427372,5020.0
2336.7607555977515,5030.0
2336.7313390402055,5040.0
2336.702068935052,5050.0
2336.6729444670605,5060.0
2336.6439648254823,5070.0
2336.6151292040763,5080.0
2336.586436801139,5090.0
2336.557886819531,5100.0
2336.5294784667076,5110.0
2336.501210954744,5120.0
2336.4730835003647,5130.0
2336.4450953249734,5140.0
2336.417245654679,5150.0
2336.3895334679164,5160.0
2336.361956670116,5170.0
2336.334515812624,5180.0
2336.3072101205626,5190.0
2336.2800388231008,5200.0
2336.253001153466,5210.0
2336.226096348961,5220.0
2336.199323650979,5230.0
2336.1726823050126,5240.0
2336.1461715606756,5250.0
2336.1197906717116,5260.0
2336.0935388960106,5270.0
2336.067415495624,5280.0
2336.0414197367772,5290.0
2336.0155508898847,5300.0
2335.9898082295645,5310.0
2335.9641910346527,5320.0
2335.938698588217,5330.0
2335.913330177572,5340.0
2335.8880850942924,5350.0
2335.862962634229,5360.0
2335.837962097521,5370.0
2335.813082788612,5380.0
2335.7883240162632,5390.0
2335.7636850935683,5400.0
2335.7391653379677,5410.0
