Exposed_Mosquito_1_task1,Infected_Mosquito_2_task1,_1_task1
30.0,5.0,0.0
15.453873537686482,9.241244790205103,10.0
20.02539157153413,10.98553390545646,20.0
22.733597760552446,13.139363613946275,30.0
23.802753296914947,14.477426952238817,40.0
24.216466978425313,15.130189428114967,50.0
24.410895284496004,15.429717908905786,60.0
24.538475647317124,15.5800024752092,70.0
24.647137831086866,15.674052423274032,80.0
24.75080044201898,15.748520676813046,90.0
24.853171042529254,15.816541029851871,100.0
24.955139226493642,15.882503865391215,110.0
25.056872894905986,15.947770122697813,120.0
25.158392514775677,16.012739232940913,130.0
25.259706535251393,16.0775601290672,140.0
25.360794460416184,16.142205659636808,150.0
25.461666564174596,16.206703313015478,160.0
25.562333868212985,16.271084246437386,170.0
25.662794711331763,16.335339003235454,180.0
25.763047455776633,16.39945029211349,190.0
25.86309911846233,16.463426994252075,200.0
25.962954498802123,16.527275173205343,210.0
26.062617872509858,16.591001115104866,220.0
26.16209255111732,16.654607314627466,230.0
26.26138150899154,16.718093275574194,240.0
26.360488104583233,16.78146021334998,250.0
26.45941584952088,16.84471143200339,260.0
26.558167939807067,16.90784726782503,270.0
26.65674762078699,16.97087207892977,280.0
26.755157915337293,17.033786345844415,290.0
26.85340173296186,17.09659289393606,300.0
26.95148186678125,17.159293635928407,310.0
27.049401016005945,17.221890325916455,320.0
27.14716176793942,17.28438478272901,330.0
27.244766620676103,17.346778639298936,340.0
27.34221802798252,17.409073359020724,350.0
27.439518305938595,17.47127043518073,360.0
27.53666973237468,17.533371423310953,370.0
27.633674465217986,17.595377629904306,380.0
27.730534581883735,17.657290318236907,390.0
27.827252069683997,17.719111004511415,400.0
27.923828823047675,17.780840882048437,410.0
28.020266642991917,17.84248114647217,420.0
28.11656726756039,17.9040329570296,430.0
28.21273236272091,17.96549742127274,440.0
28.308763471434908,18.02687558921409,450.0
28.40466207340344,18.088168456269642,460.0
28.500429635997218,18.149376954168744,470.0
28.59606748272986,18.21050196322889,480.0
28.69157688952101,18.27154430151018,490.0
