Amadori,CML,Glucose,Glyoxal,Lysine,Schiff,Time
0.0,0.0,0.25,0.0,0.0034,0.0,0.0
1.069004099079194e-11,7.519511357669166e-11,0.24999990426164534,7.928284503335925e-09,0.0033999122651891555,8.606152724084867e-08,0.01
4.2502285934627784e-11,1.9129783547110252e-10,0.24999980883282594,1.5860972426361578e-08,0.003399824885354895,1.7084255172931006e-07,0.02
9.518573974188272e-11,3.3074782485249266e-10,0.24999971370988505,2.3796112826581426e-08,0.0033997378373286243,2.5475477195208734e-07,0.03
1.6854376271162214e-10,4.87951312756622e-10,0.24999961888995686,3.1733084139557245e-08,0.0033996511120292206,3.379311505194076e-07,0.04
2.6240385022487006e-10,6.597550633616288e-10,0.2499995243705268,3.9671535978286764e-08,0.0033995647034384823,4.204476000747579e-07,0.05
3.7660911061607856e-10,8.441476079117628e-10,0.24999943014930756,4.7611244823934075e-08,0.0033994786070340524,5.023532760605004e-07,0.06
5.11013094835482e-10,1.0397234225381863e-09,0.24999933622416365,5.5552054488237326e-08,0.0033993928191188233,5.836831001058021e-07,0.07
6.65476592403617e-10,1.2453731499166839e-09,0.24999924259306508,6.349384169260148e-08,0.0033993073364301176,6.64465003595515e-07,0.08
8.398664565695027e-10,1.4602123165620453e-09,0.24999914925407005,7.143650814741226e-08,0.00339922215604339,7.447216012844404e-07,0.09
1.0340541338276781e-09,1.6834934580078925e-09,0.24999905620530363,7.937997078767665e-08,0.003399137275253188,8.244722548148584e-07,0.1
1.247916835347456e-09,1.9146741120117933e-09,0.2499989634449748,8.732416932820932e-08,0.003399052691665749,9.037314755449417e-07,0.11
1.4813339528204914e-09,2.153226981473669e-09,0.24999887097132434,9.526904516943059e-08,0.0033989684029359112,9.82513388728753e-07,0.12
1.7341895701847662e-09,2.3987841985925435e-09,0.24999877878266127,1.0321455742755189e-07,0.0033988844069639617,1.0608283443195474e-06,0.13
2.006369261239818e-09,2.6509709097688958e-09,0.24999868687731636,1.1116066444294259e-07,0.0033988007016641265,1.1386868313020024e-06,0.14
2.2977608786863383e-09,2.909446866044097e-09,0.2499985952536535,1.1910732840155867e-07,0.0033987172850222657,1.2160984995986935e-06,0.15
2.6082550346165134e-09,3.17393058202867e-09,0.2499985039100768,1.270545180194234e-07,0.003398634155129707,1.2930715915734635e-06,0.16
2.937743587988665e-09,3.4441393015918626e-09,0.2499984128450086,1.3500220187164941e-07,0.003398551310094532,1.3696143596857404e-06,0.17
3.286120776289027e-09,3.719833888821461e-09,0.2499983220569057,1.4295035338069782e-07,0.0033984687481079232,1.4457340064220067e-06,0.18
3.6532823912258173e-09,4.0007942395418045e-09,0.24999823154424772,1.5089894808405413e-07,0.0033983864674048464,1.5214372681160616e-06,0.19
4.039125403366546e-09,4.286809571459236e-09,0.2499981413055313,1.5884796255523633e-07,0.0033983044662477986,1.5967306462716256e-06,0.2
4.443548934689083e-09,4.577701758837801e-09,0.24999805133928457,1.6679737699684933e-07,0.003398222742966891,1.6716198505523028e-06,0.21
4.866454204185672e-09,4.8733237054706415e-09,0.24999796164406604,1.7474717505978657e-07,0.0033981412959572495,1.7461098374108395e-06,0.22
5.3077417947031e-09,5.1734929906287826e-09,0.24999787221842512,1.8269733646967745e-07,0.003398060123565509,1.820206393489107e-06,0.23
5.767314797587917e-09,5.4780687018935875e-09,0.2499977830609476,1.9064784556488142e-07,0.003397979224220951,1.8939143024773486e-06,0.24
6.2450789122965975e-09,5.786953875115741e-09,0.24999769417025736,1.9859869156762675e-07,0.0033978985964396627,1.9672372869035812e-06,0.25
6.740938539062756e-09,6.1000081028827965e-09,0.2499976055449593,2.065498588725818e-07,0.0033978182386705715,2.0401800983343324e-06,0.26
7.254799171407556e-09,6.417099776350416e-09,0.2499975171836744,2.1450133285227347e-07,0.003397738149388309,2.112747266989703e-06,0.27
7.78656968603649e-09,6.7381543856254175e-09,0.24999742908507272,2.2245310522453385e-07,0.003397658327180205,2.1849419444835395e-06,0.28
8.336158053996165e-09,7.063062956994196e-09,0.24999734124781123,2.3040516387748327e-07,0.0033975787705821333,2.2567680968247234e-06,0.29
8.90347228307795e-09,7.391701973022333e-09,0.24999725367054745,2.3835749508317823e-07,0.0033974994781143593,2.3282300271698053e-06,0.3
9.488423461000813e-09,7.724000130584907e-09,0.24999716635198377,2.4631009091613696e-07,0.003397420448400007,2.3993307782174496e-06,0.31
1.0090922473805221e-08,8.059868829305084e-09,0.24999707929081963,2.542629415287937e-07,0.0033973416800400624,2.470073797466506e-06,0.32
1.0710880246278863e-08,8.399210366861903e-09,0.24999699248575502,2.6221603606216914e-07,0.0033972631716259784,2.54046274316396e-06,0.33
1.1348209841987565e-08,8.741952434374932e-09,0.24999690593552118,2.7016936647934126e-07,0.0033971849218085676,2.6105006505763516e-06,0.34
1.200282463164789e-08,9.088019215324568e-09,0.24999681963885367,2.781229243536489e-07,0.0033971069292392333,2.6801906316311515e-06,0.35000000000000003
1.267463820615518e-08,9.437334293191522e-09,0.24999673359449145,2.8607670119174346e-07,0.0033970291925719286,2.7495358087493654e-06,0.36
1.3363565717291083e-08,9.789831526354341e-09,0.2499966478011961,2.9403068964230705e-07,0.003396951710494762,2.8185390414457615e-06,0.37
1.4069522767402845e-08,1.0145445837365054e-08,0.24999656225773578,3.0198488247231095e-07,0.003396874481703596,2.887203157498192e-06,0.38
1.4792424464762523e-08,1.0504103504070492e-08,0.24999647696287156,3.099392714879763e-07,0.0033967975048775074,2.9555311931073816e-06,0.39
1.553218838613172e-08,1.086575128452845e-08,0.2499963919154003,3.178938507717409e-07,0.00339672077875428,3.023525670455961e-06,0.4
