Time,Glucose,Lysine,Schiff,Amadori,Glyoxal,CML,Fraction_Amadori,Fraction_CML,compartment,v1a,v1b,v2a,v2b,v3,v4,v5,v5b,v6,v7a,v7b,v7c
5.15,0.24997136215265048,0.0033757612756838175,1.6437776602269975e-05,1.41016813037022e-06,4.0922079982050455e-06,2.8990769774085895e-07,0.00041475533246182944,8.526696992378204e-05,1.0,8.733781719383228e-06,5.91759957681719e-06,4.068349709061819e-07,1.269151317333198e-09,7.919673379105477e-07,1.2127445921183892e-10,2.624720285552995e-10,6.956753596948577e-09,6.676272417061023e-08,7.418080463401136e-08,7.4180804634011356e-09,1.4836160926802272e-06
5.16,0.24997132608708397,0.0033757338690433457,1.644636049105421e-05,1.4142236260485656e-06,4.1001295972702844e-06,2.9057923158069685e-07,0.00041594812530840164,8.546447987667555e-05,1.0,8.733709552735124e-06,5.920689776779516e-06,4.0704742215359174e-07,1.272801263443709e-09,7.919672967754727e-07,1.2162323184017665e-10,2.629779806304747e-10,6.970220315359483e-09,6.677527305157894e-08,7.41947478350877e-08,7.41947478350877e-09,1.483894956701754e-06
5.17,0.24997129005307184,0.003375706494090792,1.6454907837467807e-05,1.4182812014800654e-06,4.108051070099035e-06,2.912508990709512e-07,0.0004171415298470781,8.566202913851505e-05,1.0,8.733637469193018e-06,5.92376682148841e-06,4.0725896897732824e-07,1.2764530813320587e-09,7.919672556763837e-07,1.2197218332728564e-10,2.634839188324089e-10,6.98368681916836e-09,6.67877643464881e-08,7.420862705165343e-08,7.420862705165343e-09,1.4841725410330687e-06
5.18,0.24997125405048165,0.003375679150693042,1.646341879653534e-05,1.4223408475940722e-06,4.115972416629416e-06,2.9192269963253486e-07,0.0004183355434100213,8.585961753898084e-05,1.0,8.733565468407827e-06,5.926830766752722e-06,4.0746961521424975e-07,1.280106762834665e-09,7.919672146131296e-07,1.2232131289309021e-10,2.639898431612279e-10,6.997153108270007e-09,6.680019833859612e-08,7.422244259844012e-08,7.422244259844012e-09,1.4844488519688024e-06
5.19,0.24997121807918143,0.003375651838717529,1.647189352263529e-05,1.42640255535726e-06,4.123893636799848e-06,2.9259463268910177e-07,0.00041953016334037057,8.605724490855935e-05,1.0,8.7334935500319e-06,5.929881668148705e-06,4.076793646852235e-07,1.283762299821534e-09,7.919671735855599e-07,1.2267061976072436e-10,2.6449575361703955e-10,7.0106191825597414e-09,6.681257530959687e-08,7.423619478844094e-08,7.423619478844095e-09,1.4847238957688191e-06
5.2,0.24997118213903982,0.003375624558032231,1.648033216950352e-05,1.4304663157734232e-06,4.131814730549058e-06,2.9326669766702893e-07,0.00042072538699218336,8.625491107853792e-05,1.0,8.733421713719017e-06,5.932919581021267e-06,4.078882211952121e-07,1.287419684196081e-09,7.91967132593525e-07,1.230201031565144e-10,2.6500165019993377e-10,7.024085041933398e-09,6.682489553963132e-08,7.424988393292367e-08,7.4249883932923675e-09,1.4849976786584735e-06
5.21,0.24997114622992597,0.003375597308505668,1.6488734890236794e-05,1.4345321198832819e-06,4.139735697816072e-06,2.9393889399539977e-07,0.00042192121173037706,8.645261588099993e-05,1.0,8.733349959124384e-06,5.935944560485246e-06,4.0809618853336066e-07,1.2910789078949537e-09,7.919670916368753e-07,1.2336976230996224e-10,2.655075329099825e-10,7.037550686287322e-09,6.683715930729913e-08,7.426351034144347e-08,7.426351034144347e-09,1.4852702068288695e-06
5.22,0.2499711103517096,0.0033755700900069013,1.649710183729626e-05,1.4385999587642814e-06,4.1476565385402145e-06,2.9461122110598627e-07,0.000423117634930671,8.66503591488195e-05,1.0,8.733278285904619e-06,5.9389566614266535e-06,4.083032704730825e-07,1.2947399628878532e-09,7.919670507154625e-07,1.237195964537282e-10,2.660134017472402e-10,7.051016115518364e-09,6.684936688967015e-08,7.427707432185571e-08,7.427707432185571e-09,1.4855414864371143e-06
5.23,0.2499710745042609,0.0033755429024055253,1.6505433162510945e-05,1.4426698235303954e-06,4.1555772526611115e-06,2.952836784332316e-07,0.0004243146539795281,8.684814071565636e-05,1.0,8.733206693717745e-06,5.94195593850394e-06,4.085094707721459e-07,1.2984028411773558e-09,7.919670098291384e-07,1.24069604823614e-10,2.665192567117433e-10,7.064481329523889e-09,6.686151856229581e-08,7.429057618032868e-08,7.4290576180328674e-09,1.4858115236065736e-06
5.24,0.24997103868745063,0.003375515745571671,1.651372901708125e-05,1.446741705331926e-06,4.1634978401186785e-06,2.959562654142329e-07,0.0004255122662740959,8.704596041595086e-05,1.0,8.733135182223187e-06,5.944942446149249e-06,4.0871479317276093e-07,1.3020675347987334e-09,7.919669689777557e-07,1.2441978665854564e-10,2.6702509780351065e-10,7.077946328201753e-09,6.687361459922054e-08,7.430401622135615e-08,7.4304016221356146e-09,1.486080324427123e-06
5.25,0.2499710029011501,0.003375488619375998,1.652198955158246e-05,1.450815595355308e-06,4.171418300853127e-06,2.9662898148872376e-07,0.00042671046922214943,8.724381808491876e-05,1.0,8.73306375108176e-06,5.947916238569686e-06,4.089192414016659e-07,1.3057340358197772e-09,7.919669281611676e-07,1.2477014120055648e-10,2.6753092502254335e-10,7.0914111114503154e-09,6.688565527299303e-08,7.431739474777002e-08,7.431739474777002e-09,1.4863478949554006e-06
5.26,0.24997096714523107,0.0033754615236896933,1.6530214915968217e-05,1.4548914848229095e-06,4.179338634804961e-06,2.9730182609905696e-07,0.0004279092602420322,8.744171355854617e-05,1.0,8.732992399955658e-06,5.950877369748558e-06,4.091228191702134e-07,1.3094023363406185e-09,7.919668873792277e-07,1.2512066769477023e-10,2.6803673836882516e-10,7.104875679168433e-09,6.689764085467739e-08,7.433071206075265e-08,7.433071206075265e-09,1.486614241215053e-06
5.2700000000000005,0.24997093141956592,0.0033754344583844706,1.6538405259574034e-05,1.4589693649928344e-06,4.187258841914972e-06,2.979747986901869e-07,0.00042910863676259836,8.763964667358438e-05,1.0,8.732921128508462e-06,5.953825893446652e-06,4.0932553017445735e-07,1.3130724284935508e-09,7.919668466317907e-07,1.2547136538938376e-10,2.6854253784232215e-10,7.1183400312554525e-09,6.69095716138644e-08,7.434396845984933e-08,7.434396845984933e-09,1.4868793691969867e-06
5.28,0.2499708957240275,0.003375407423332564,1.654656073112078e-05,1.4630492271587227e-06,4.195178922124242e-06,2.986478987096523e-07,0.00043030859622315376,8.78376172675448e-05,1.0,8.732849936405118e-06,5.956761863203481e-06,4.0952737809523933e-07,1.3167443044428504e-09,7.919668059187114e-07,1.2582223353565016e-10,2.690483234429829e-10,7.131804167611211e-09,6.692144781868253e-08,7.435716424298058e-08,7.435716424298058e-09,1.4871432848596118e-06
5.29,0.24997086005848915,0.003375380418406726,1.6554681478718184e-05,1.4671310626495543e-06,4.203098875374133e-06,2.993211256075588e-07,0.0004315091360733984,8.803562517869377e-05,1.0,8.73277882331192e-06,5.959685332338546e-06,4.097283665982751e-07,1.3204179563845988e-09,7.919667652398455e-07,1.2617327138786168e-10,2.695540951707384e-10,7.1452680881360255e-09,6.693326973580898e-08,7.43702997064544e-08,7.437029970645441e-09,1.4874059941290881e-06
5.3,0.24997082442282473,0.0033753534434802263,1.656276764986832e-05,1.4712148628294506e-06,4.211018701606296e-06,2.9999447883656163e-07,0.0004327102537733678,8.823367024604754e-05,1.0,8.732707788896535e-06,5.9625963539525945e-06,4.099284993342409e-07,1.3240933765465055e-09,7.91966724595049e-07,1.2652447820333276e-10,2.7005985302550237e-10,7.158731792730703e-09,6.694503763048054e-08,7.438337514497837e-08,7.438337514497838e-09,1.4876675028995676e-06
5.3100000000000005,0.24997078881690868,0.003375326498426847,1.6570819391469107e-05,1.4753006190974756e-06,4.2189384007626625e-06,3.0066795785184823e-07,0.0004339119467933752,8.843175230936713e-05,1.0,8.732636832827963e-06,5.965494980928878e-06,4.101277799388604e-07,1.327770557187728e-09,7.919666839841786e-07,1.268758532423829e-10,2.705655970071712e-10,7.1721952812965256e-09,6.695675176650466e-08,7.439639085167183e-08,7.439639085167183e-09,1.4879278170334368e-06
5.32,0.2499707532406652,0.003375299583171007,1.657883678049844e-05,1.4793883262663027e-06,4.226857972864927e-06,3.0134156282572083e-07,0.0004351142136077361,8.862987141932966e-05,1.0,8.732565954907956e-06,5.968381240979439e-06,4.1032621031733646e-07,1.3314494936396724e-09,7.919666434071483e-07,1.2722739605890204e-10,2.710713271247467e-10,7.185658553870376e-09,6.696841230546713e-08,7.440934700607458e-08,7.4409347006074576e-09,1.4881869401214917e-06
5.33,0.24997071769393778,0.0033752726975550735,1.6586820007507314e-05,1.4834779736181006e-06,4.2347774178041504e-06,3.0201529275601954e-07,0.00043631705106414724,8.882802728118222e-05,1.0,8.73249515472316e-06,5.971255202702633e-06,4.1052379518580605e-07,1.3351301762562905e-09,7.919666028637791e-07,1.2757910573115666e-10,2.715770433722053e-10,7.1991216102670555e-09,6.698001957364319e-08,7.442224397071464e-08,7.442224397071464e-09,1.488444879414293e-06
5.34,0.24997068217659432,0.0033752458414462354,1.659476922882381e-05,1.487569552108592e-06,4.24269673551023e-06,3.026891469897421e-07,0.0004375204565025271,8.902621970286533e-05,1.0,8.732424431925297e-06,5.974116922376572e-06,4.107205384133893e-07,1.3388125968977328e-09,7.919665623539206e-07,1.2793098148133891e-10,2.7208274574792004e-10,7.212584450367391e-09,6.699157384695704e-08,7.443508205217447e-08,7.443508205217448e-09,1.4887016410434898e-06
5.3500000000000005,0.2499706466885119,0.003375219014720991,1.6602684588006246e-05,1.491663053321326e-06,4.250615925927303e-06,3.033631250019057e-07,0.00043872442744744884,8.922444852997228e-05,1.0,8.73235378619049e-06,5.976966451682249e-06,4.109164435531546e-07,1.3424967479891933e-09,7.919665218774325e-07,1.2828302258563405e-10,2.725884342518484e-10,7.226047074076415e-09,6.700307538223102e-08,7.444786153581223e-08,7.444786153581223e-09,1.4889572307162448e-06
5.36,0.24997061122956815,0.003375192217256364,1.6610566227988662e-05,1.4957584688756356e-06,4.258534988999819e-06,3.040372262703605e-07,0.0004399289614340105,8.942271360892956e-05,1.0,8.732283217196245e-06,5.979803842075918e-06,4.111115141427194e-07,1.346182621988072e-09,7.919664814341754e-07,1.2863522832330467e-10,2.7309410888393596e-10,7.239509481299693e-09,6.701452443485834e-08,7.446058270539813e-08,7.446058270539814e-09,1.4892116541079628e-06
5.37,0.2499705757996412,0.0033751654489299018,1.6618414291083674e-05,1.4998557904264734e-06,4.2664539246725466e-06,3.047114502757786e-07,0.00044113405600778634,8.96210147869937e-05,1.0,8.732212724621442e-06,5.9826291447901225e-06,4.1130575370432097e-07,1.3498702113838261e-09,7.919664410240101e-07,1.2898759797667672e-10,2.7359976964411694e-10,7.252971671943329e-09,6.702592125881274e-08,7.447324584312526e-08,7.447324584312526e-09,1.4894649168625054e-06
5.38,0.24997054039860966,0.0033751387096196727,1.6626228918985337e-05,1.5039550096642433e-06,4.274372732890562e-06,3.0538579650164325e-07,0.00044233970872477747,8.981935191224801e-05,1.0,8.732142308146321e-06,5.985442410834721e-06,4.114991657448871e-07,1.353559508697819e-09,7.919664006467984e-07,1.2934013083112492e-10,2.741054165323135e-10,7.266433645913955e-09,6.703726610665813e-08,7.448585122962013e-08,7.448585122962013e-09,1.4897170245924028e-06
5.39,0.2499705050263527,0.003375111999204262,1.6634010252771983e-05,1.5080561183146334e-06,4.282291413599257e-06,3.0606026443423846e-07,0.0004435459171513628,9.001772483359956e-05,1.0,8.73207196745248e-06,5.988243690997914e-06,4.116917537561066e-07,1.3572505064831701e-09,7.919663603024022e-07,1.296928261750585e-10,2.746110495484364e-10,7.279895403118737e-09,6.704855922955797e-08,7.449839914395328e-08,7.449839914395328e-09,1.4899679828790656e-06
5.4,0.24997046968275002,0.0033750853175627724,1.66417584329091e-05,1.512159108138451e-06,4.290209966744333e-06,3.0673485356263763e-07,0.0004447526788642503,9.021613340077578e-05,1.0,8.73200170222288e-06,5.991033035847276e-06,4.118835212145002e-07,1.3609431973246057e-09,7.919663199906844e-07,1.300456832999068e-10,2.7511666869238506e-10,7.293356943465365e-09,6.705980087728482e-08,7.451088986364978e-08,7.451088986364978e-09,1.4902177972729958e-06
5.41,0.24997043436768177,0.0033750586645748194,1.6649473599252154e-05,1.5162639709314522e-06,4.298128392271798e-06,3.074095633786932e-07,0.00044595999145042713,9.041457746432154e-05,1.0,8.731931512141817e-06,5.993810495730775e-06,4.1207447158149085e-07,1.364637573838307e-09,7.919662797115086e-07,1.303987015001049e-10,2.756222739640474e-10,7.306818266862056e-09,6.707099129822973e-08,7.452332366469969e-08,7.452332366469969e-09,1.490466473293994e-06
5.42,0.24997039908102864,0.0033750320401205298,1.6657155891049462e-05,1.5203706985241797e-06,4.30604669012797e-06,3.0808439337702574e-07,0.00044716785250711167,9.061305687559581e-05,1.0,8.731861396894936e-06,5.996576120777806e-06,4.122646083034742e-07,1.3683336286717616e-09,7.919662394647383e-07,1.3075188007307946e-10,2.7612786536330027e-10,7.320279373217549e-09,6.708213073941153e-08,7.453570082156835e-08,7.453570082156836e-09,1.4907140164313672e-06
5.43,0.24997036382267182,0.0033750054440805388,1.6664805446945046e-05,1.5244792827817923e-06,4.313964860259474e-06,3.087593430550131e-07,0.00044837625964170365,9.081157148676857e-05,1.0,8.731791356169213e-06,5.999329960900216e-06,4.124539348118899e-07,1.372031354503613e-09,7.919661992502383e-07,1.3110521831923414e-10,2.7663344289000944e-10,7.333740262441105e-09,6.709321944648619e-08,7.454802160720687e-08,7.454802160720686e-09,1.4909604321441375e-06
5.44,0.24997032859249302,0.0033749788763359875,1.6672422404981485e-05,1.528589715603901e-06,4.321882902613241e-06,3.0943441191277996e-07,0.0004495852104717356,9.101012115081765e-05,1.0,8.731721389652947e-06,6.002072065793335e-06,4.126424545232918e-07,1.3757307440435109e-09,7.919661590678734e-07,1.314587155419355e-10,2.771390065440297e-10,7.347200934442509e-09,6.710425766375596e-08,7.456028629306217e-08,7.456028629306217e-09,1.4912057258612435e-06
5.45,0.24997029339037447,0.0033749523367685216,1.6680006902602756e-05,1.532701988924398e-06,4.329800817136504e-06,3.101095994531865e-07,0.00045079470262482293,9.120870572152545e-05,1.0,8.731651497035768e-06,6.004802484936992e-06,4.1283017083941823e-07,1.379431790031958e-09,7.919661189175096e-07,1.3181237104749822e-10,2.776445563252048e-10,7.360661389132056e-09,6.711524563417861e-08,7.457249514908734e-08,7.457249514908733e-09,1.4914499029817468e-06
5.46,0.2499702582161988,0.003374925825260286,1.6687559076657112e-05,1.536816094711295e-06,4.3377186037768e-06,3.107849051818181e-07,0.00045200473373861624,9.140732505347592e-05,1.0,8.731581678008606e-06,6.00752126759656e-06,4.1301708714726356e-07,1.3831344852401655e-09,7.91966078799013e-07,1.3216618414517138e-10,2.781500922333679e-10,7.37412162642056e-09,6.712618359937652e-08,7.458464844375168e-08,7.458464844375168e-09,1.4916929688750337e-06
5.47,0.24997022306984926,0.003374899341693927,1.6695079063399913e-05,1.5409320249665527e-06,4.345636262481971e-06,3.114603286069745e-07,0.0004532153014607508,9.160597900205132e-05,1.0,8.731511932263714e-06,6.010228462823968e-06,4.1320320681914783e-07,1.3868388224698975e-09,7.919660387122503e-07,1.3252015414712353e-10,2.7865561426834154e-10,7.387581646219351e-09,6.713707179964576e-08,7.459674644405084e-08,7.459674644405083e-09,1.4919349288810167e-06
5.48,0.2499701879512095,0.003374872885952585,1.670256699849649e-05,1.545049771725916e-06,4.353553793200156e-06,3.1213586923965875e-07,0.00045442640344879885,9.180466742342904e-05,1.0,8.731442259494638e-06,6.0129241194587365e-06,4.1338853321278817e-07,1.3905447945533243e-09,7.919659986570887e-07,1.3287428036842877e-10,2.791611224299374e-10,7.401041448440265e-09,6.714791047396502e-08,7.460878941551668e-08,7.460878941551667e-09,1.4921757883103335e-06
5.49,0.24997015286016372,0.0033748464579198955,1.6710023017025e-05,1.5491693270587448e-06,4.361471195879794e-06,3.1281152659356663e-07,0.0004556380373702191,9.200339017457843e-05,1.0,8.731372659396219e-06,6.015608286129e-06,4.135730696713688e-07,1.3942523943528704e-09,7.919659586333964e-07,1.3322856212705207e-10,2.796666167179569e-10,7.414501032995649e-09,6.71586998600047e-08,7.462077762222743e-08,7.462077762222742e-09,1.4924155524445485e-06
5.5,0.24997011779659659,0.003374820057479985,1.6717447253479274e-05,1.5532906830678507e-06,4.369388470469625e-06,3.13487300185076e-07,0.0004568502009023091,9.220214711325765e-05,1.0,8.731303131664592e-06,6.018281011252538e-06,4.13756819523612e-07,1.3979616147610656e-09,7.919659186410418e-07,1.3358299874383516e-10,2.8017209713219095e-10,7.427960399798362e-09,6.71694401941357e-08,7.463271132681742e-08,7.463271132681743e-09,1.4926542265363486e-06
5.51,0.2499700827603932,0.0033747936845174697,1.6724839841771676e-05,1.557413831889327e-06,4.377305616918683e-06,3.141631895332358e-07,0.00045806289173215504,9.240093809801054e-05,1.0,8.731233675997172e-06,6.020942343037803e-06,4.13939786083849e-07,1.4016724487003943e-09,7.919658786798936e-07,1.3393758954248213e-10,2.806775636724203e-10,7.441419548761761e-09,6.718013171143831e-08,7.4644590790487e-08,7.4644590790487e-09,1.4928918158097402e-06
5.5200000000000005,0.24997004775143927,0.003374767338917451,1.673220091523596e-05,1.5615387656923837e-06,4.3852226351763014e-06,3.148391941597554e-07,0.0004592761075565835,9.259976298816336e-05,1.0,8.731164292092646e-06,6.023592329484946e-06,4.1412197265209007e-07,1.4053848891231454e-09,7.919658387498219e-07,1.34292333849545e-10,2.8118301633841545e-10,7.454878479799712e-09,6.719077464571105e-08,7.465641627301228e-08,7.465641627301227e-09,1.4931283254602456e-06
5.53,0.24997001276962086,0.003374741020565515,1.6739530606630106e-05,1.5656654766791796e-06,4.393139525192105e-06,3.155153135889937e-07,0.00046048984608211167,9.279862164382168e-05,1.0,8.731094979650975e-06,6.026231018386838e-06,4.1430338251409514e-07,1.4090989290112617e-09,7.919657988506964e-07,1.3464723099440945e-10,2.816884551299366e-10,7.468337192826578e-09,6.720136922947937e-08,7.466818803275484e-08,7.466818803275485e-09,1.493363760655097e-06
5.54,0.2499699778148246,0.0033747147293477307,1.6746829048139196e-05,1.5697939570846563e-06,4.401056286916014e-06,3.161915473479485e-07,0.00046170410502489894,9.299751392586721e-05,1.0,8.731025738373386e-06,6.02885845733011e-06,4.144840189414451e-07,1.4128145613761906e-09,7.919657589823878e-07,1.3500228030928045e-10,2.8219388004673415e-10,7.481795687757222e-09,6.721191569400431e-08,7.467990632667145e-08,7.467990632667144e-09,1.493598126533429e-06
5.55,0.24996994288693752,0.003374688465150644,1.6754096371378257e-05,1.573924199176371e-06,4.40897292029824e-06,3.168678949662456e-07,0.00046291888211069735,9.319643969595461e-05,1.0,8.730956567962352e-06,6.031474693696172e-06,4.1466388519161187e-07,1.4165317792587338e-09,7.919657191447676e-07,1.3535748112916792e-10,2.8269929108854834e-10,7.495253964507007e-09,6.722241426929125e-08,7.46915714103236e-08,7.46915714103236e-09,1.4938314282064722e-06
5.5600000000000005,0.2499699079858472,0.0033746622278612794,1.6761332707395113e-05,1.5780561952543303e-06,4.416889425289287e-06,3.175443559761284e-07,0.00046413417507480307,9.339539881650835e-05,1.0,8.730887468121609e-06,6.03407977466224e-06,4.148429845080291e-07,1.4202505757288972e-09,7.919656793377073e-07,1.357128327918724e-10,2.8320468825510977e-10,7.508712022991788e-09,6.723286518409845e-08,7.470318353788716e-08,7.470318353788715e-09,1.4940636707577431e-06
5.57,0.24996987311144164,0.0033746360173671345,1.676853818667324e-05,1.5821899376508219e-06,4.424805801839949e-06,3.1822092991244627e-07,0.00046534998166200645,9.359439115071949e-05,1.0,8.73081843855613e-06,6.036673747202365e-06,4.150213201201627e-07,1.4239709438857397e-09,7.919656395610792e-07,1.3606833463797068e-10,2.837100715461389e-10,7.522169863127912e-09,6.724326866594558e-08,7.471474296216175e-08,7.471474296216175e-09,1.4942948592432352e-06
5.58,0.24996983826360933,0.003374609833556179,1.6775712939134623e-05,1.586325418730249e-06,4.432722049901307e-06,3.1889761631264474e-07,0.00046656629962654386,9.379341656254257e-05,1.0,8.730749478972124e-06,6.039256658088464e-06,4.1519889524358193e-07,1.4276928768572241e-09,7.919655998147562e-07,1.3642398601080142e-10,2.842154409613468e-10,7.535627484832222e-09,6.725362494112227e-08,7.47262499345803e-08,7.47262499345803e-09,1.4945249986916059e-06
5.59,0.2499698034422392,0.0033745836763168532,1.678285709414261e-05,1.5904626308889639e-06,4.440638169424731e-06,3.195744147167542e-07,0.00046778312673204824,9.399247491669242e-05,1.0,8.730680589077037e-06,6.04182855389134e-06,4.153757130800296e-07,1.4314163678000674e-09,7.919655600986115e-07,1.367797862564509e-10,2.8472079650043475e-10,7.549084888022043e-09,6.726393423469658e-08,7.47377047052184e-08,7.47377047052184e-09,1.4947540941043682e-06
5.6000000000000005,0.24996976864722617,0.0033745575455427926,1.6789970789902955e-05,1.5946015669274876e-06,4.4485541602888685e-06,3.2025132401143e-07,0.0004690004608610258,9.41915658857147e-05,1.0,8.730611768591963e-06,6.044389484365063e-06,4.1555177705009816e-07,1.435141410234739e-09,7.919655204125253e-07,1.3713573475576394e-10,2.8522613815881303e-10,7.562542072491076e-09,6.727419678407972e-08,7.474910753786634e-08,7.474910753786634e-09,1.494982150757327e-06
5.61,0.24996973387845559,0.0033745314411194817,1.679705414694835e-05,1.5987422189995993e-06,4.456470022505648e-06,3.2092834428079436e-07,0.00047021829970576455,9.439068949435129e-05,1.0,8.730543017216571e-06,6.046939492901406e-06,4.157270901369717e-07,1.4388679970996395e-09,7.919654807563669e-07,1.3749183083396555e-10,2.857314659396833e-10,7.5759990382596e-09,6.728441280077523e-08,7.476045866752801e-08,7.476045866752802e-09,1.4952091733505605e-06
5.62,0.24996969913581774,0.0033745053629366905,1.6804107292857847e-05,1.6028845795915227e-06,4.4643857560282684e-06,3.2160547508132705e-07,0.00047143664105633024,9.458984561215502e-05,1.0,8.7304743346618e-06,6.049478625428824e-06,4.1590165549823175e-07,1.4425961216323705e-09,7.919654411300111e-07,1.3784807384487097e-10,2.8623677984277573e-10,7.589455785248057e-09,6.729458250605377e-08,7.477175834005973e-08,7.477175834005974e-09,1.4954351668011947e-06
5.63,0.24996966441920349,0.0033744793108847673,1.6811130354900446e-05,1.6070286412301597e-06,4.472301360808371e-06,3.222827159554966e-07,0.0004726554827147529,9.478903410455782e-05,1.0,8.730405720640098e-06,6.05200692776416e-06,4.1607547628378606e-07,1.4463257771071436e-09,7.919654015333336e-07,1.3820446314579373e-10,2.8674207986770316e-10,7.60291231337423e-09,6.730470612033977e-08,7.478300680037751e-08,7.47830068003775e-09,1.4956601360075502e-06
5.64,0.24996962972850412,0.00337445328485452,1.6818123459805144e-05,1.6111743964737e-06,4.480216836797846e-06,3.2296006644799737e-07,0.0004738748224922647,9.498825483764628e-05,1.0,8.730337174865115e-06,6.054524445529852e-06,4.1624855563017736e-07,1.45005695682633e-09,7.919653619662102e-07,1.385609980967382e-10,2.8724736601406735e-10,7.616368622556339e-09,6.731478386288382e-08,7.479420429209312e-08,7.479420429209313e-09,1.4958840858418626e-06
5.65,0.24996959506361144,0.0033744272847372136,1.6825086733763864e-05,1.615321837911457e-06,4.488132183948826e-06,3.2363752610573415e-07,0.0004750946582092521,9.51875076781571e-05,1.0,8.730268697051707e-06,6.0570312241549905e-06,4.1642089666065567e-07,1.4537896541203112e-09,7.919653224285176e-07,1.389176780603853e-10,2.877526382814586e-10,7.629824712713003e-09,6.732481595177087e-08,7.480535105752316e-08,7.480535105752317e-09,1.4961070211504635e-06
5.66,0.24996956042441765,0.003374401310424568,1.683202030243438e-05,1.6194709581637027e-06,4.496047402213688e-06,3.243150944778055e-07,0.0004763149876952067,9.538679249347221e-05,1.0,8.730200286915924e-06,6.059527308876376e-06,4.165925024852509e-07,1.4575238623473324e-09,7.919652829201328e-07,1.3927450240207844e-10,2.88257896669456e-10,7.64328058376327e-09,6.73348026039285e-08,7.481644733769833e-08,7.481644733769833e-09,1.4963289467539666e-06
5.67,0.2499695258108154,0.0033743753618087546,1.6838924290943266e-05,1.6236217498815066e-06,4.503962491545055e-06,3.249927711154884e-07,0.0004775358087886784,9.558610915161424e-05,1.0,8.730131944174991e-06,6.062012744739575e-06,4.1676337620084586e-07,1.4612595748933558e-09,7.919652434409335e-07,1.3963147048980957e-10,2.887631411776277e-10,7.656736235626592e-09,6.734474403513519e-08,7.482749337237243e-08,7.482749337237242e-09,1.4965498674474485e-06
5.68,0.24996949122269785,0.0033743494387823945,1.6845798823888794e-05,1.6277742057465696e-06,4.511877451895786e-06,3.256705555722219e-07,0.00047875711933722636,9.578545752124174e-05,1.0,8.730063668547322e-06,6.064487576599965e-06,4.1693352089124767e-07,1.4649967851719126e-09,7.919652039907977e-07,1.39988581694205e-10,2.8926837180553024e-10,7.670191668222836e-09,6.735464046002832e-08,7.483848940003145e-08,7.483848940003145e-09,1.4967697880006292e-06
5.69,0.24996945665995854,0.003374323541238557,1.6852644025343882e-05,1.6319283184710607e-06,4.519792283218983e-06,3.2634844740359133e-07,0.00047997891719737083,9.598483747164452e-05,1.0,8.7299954597525e-06,6.066951849123797e-06,4.171029396272611e-07,1.4687354866239546e-09,7.919651645696041e-07,1.4034583538851122e-10,2.897735885527094e-10,7.68364688147227e-09,6.736449209211242e-08,7.484943565790267e-08,7.484943565790267e-09,1.4969887131580534e-06
5.7,0.24996942212249149,0.0033742976690707546,1.6859460018859013e-05,1.6360840807974527e-06,4.52770698546798e-06,3.2702644616731205e-07,0.00048120120023454493,9.618424887273884e-05,1.0,8.729927317511276e-06,6.069405606789244e-06,4.172716354667606e-07,1.4724756727177073e-09,7.919651251772317e-07,1.4070323094858093e-10,2.902787914186996e-10,7.697101875295565e-09,6.737429914376708e-08,7.486033238196342e-08,7.486033238196341e-09,1.4972066476392684e-06
5.71,0.24996938761019113,0.0033742718221729437,1.6866246927465174e-05,1.64024148549836e-06,4.535621558596351e-06,3.277045514232139e-07,0.0004824239663230471,9.638369159506292e-05,1.0,8.729859241545557e-06,6.071848893887462e-06,4.1743961145476307e-07,1.476217336948524e-09,7.919650858135602e-07,1.4106076775285896e-10,2.907839804030241e-10,7.710556649613796e-09,6.738406182625518e-08,7.487117980695018e-08,7.487117980695018e-09,1.4974235961390037e-06
5.72,0.24996935312295238,0.003374246000439521,1.6873004873676775e-05,1.6444005253763723e-06,4.5435360025579005e-06,3.2838276273322506e-07,0.0004836472133459919,9.658316550977209e-05,1.0,8.729791231578414e-06,6.074281754523639e-06,4.1760687062350023e-07,1.4799604728387351e-09,7.919650464784698e-07,1.4141844518236803e-10,2.9128915550519533e-10,7.724011204348431e-09,6.739378034973069e-08,7.488197816636742e-08,7.488197816636742e-09,1.4976395633273485e-06
5.73,0.2499693186606705,0.003374220203765319,1.6879733979494572e-05,1.6485611932638935e-06,4.551450317306666e-06,3.290610796613559e-07,0.00048487093919526283,9.67826704886341e-05,1.0,8.729723287334055e-06,6.076704232618046e-06,4.177734159924907e-07,1.483705073937504e-09,7.919650071718409e-07,1.4177626262069485e-10,2.9179431672471425e-10,7.737465539421331e-09,6.740345492324669e-08,7.489272769249631e-08,7.489272769249631e-09,1.4978545538499263e-06
5.74,0.24996928422324127,0.0033741944320456077,1.688643436640861e-05,1.6527234820229744e-06,4.559364502796915e-06,3.297395017736831e-07,0.0004860951417714631,9.698220640402445e-05,1.0,8.729655408537837e-06,6.079116371907099e-06,4.179392505686131e-07,1.4874511338206769e-09,7.919649678935548e-07,1.4213421945397581e-10,2.9229946406107107e-10,7.750919654754754e-09,6.741308575476324e-08,7.490342861640358e-08,7.490342861640359e-09,1.4980685723280718e-06
