Time,M,N,S,T,a,d,u1,u2,r1,e1,r2,e2,u3,b,r3,e3,Q1,Q2,B0,tme,nutrient_supply,nutrient_decay,nutrient_consumption_N,nutrient_consumption_T,normal_cell_growth,normal_cell_death,tumor_growth,tumor_death,tumor_killing,virus_therapy,virus_burst,virus_clearance
0.0,0.0,0.2,0.1,0.1,0.02,0.02,0.2,0.4,0.8,0.01,0.8,0.04,0.1,0.001,0.5,0.01,5.333333333333334,5.333333333333334,0.0,1.0,0.02,0.002,0.004000000000000001,0.004000000000000001,0.003200000000000001,0.006,0.003200000000000001,0.006,0.0,0.001,0.0,0.0
2.5,0.0024228608616390793,0.19402627105675774,0.1226194514424505,0.09408673919636354,0.02,0.02,0.2,0.4,0.8,0.01,0.8,0.04,0.1,0.001,0.5,0.01,5.333333333333334,5.333333333333334,0.0,1.0,0.02,0.00245238902884901,0.004758278984480769,0.0046147457393068015,0.003806623187584616,0.0058207881317027315,0.003691796591445442,0.005645204351781812,2.279590779981127e-05,0.001,1.1397953899905635e-05,7.268582584917237e-05
5.0,0.0046959176439223095,0.18978204603074456,0.141193764380935,0.08993526970329889,0.02,0.02,0.2,0.4,0.8,0.01,0.8,0.04,0.1,0.001,0.5,0.01,5.333333333333334,5.333333333333334,0.0,1.0,0.02,0.0028238752876187,0.005359208298199342,0.005079319712009371,0.004287366638559474,0.0056934613809223366,0.004063455769607497,0.005396116182197933,4.223286198106328e-05,0.001,2.111643099053164e-05,0.00014087752931766929
7.5,0.00682669225709909,0.18688935348529462,0.1565277817648092,0.08708860284043886,0.02,0.02,0.2,0.4,0.8,0.01,0.8,0.04,0.1,0.001,0.5,0.01,5.333333333333334,5.333333333333334,0.0,1.0,0.02,0.003130555635296184,0.005850675187302496,0.0054527143278441425,0.004680540149841997,0.005606680604558838,0.004362171462275314,0.005225316170426332,5.945270906924018e-05,0.001,2.972635453462009e-05,0.0002048007677129727
10.0,0.008823287251493409,0.18507103040331851,0.16918398750290387,0.08523496836621759,0.02,0.02,0.2,0.4,0.8,0.01,0.8,0.04,0.1,0.001,0.5,0.01,5.333333333333334,5.333333333333334,0.0,1.0,0.02,0.0033836797500580774,0.006262210978980916,0.0057681567291522256,0.005009768783184734,0.005552130912099555,0.004614525383321781,0.005114098101973055,7.520526097670917e-05,0.001,3.760263048835458e-05,0.00026469861754480225
12.5,0.010693956696447723,0.18411515110900353,0.17957877434660705,0.08415098294808225,0.02,0.02,0.2,0.4,0.8,0.01,0.8,0.04,0.1,0.001,0.5,0.01,5.333333333333334,5.333333333333334,0.0,1.0,0.02,0.003591575486932141,0.00661263463495904,0.006044692151151536,0.005290107707967234,0.005523454533270106,0.00483575372092123,0.005049058976884935,8.999069676103024e-05,0.001,4.499534838051512e-05,0.0003208187008934317
15.0,0.012446850982028732,0.18385435178605808,0.18803583859910755,0.08367015287669385,0.02,0.02,0.2,0.4,0.8,0.01,0.8,0.04,0.1,0.001,0.5,0.01,5.333333333333334,5.333333333333334,0.0,1.0,0.02,0.0037607167719821513,0.0069142414436373515,0.006293194944753864,0.0055313931549098826,0.005515630553581742,0.0050345559558030925,0.005020209172601631,0.00010414299244997709,0.001,5.2071496224988546e-05,0.0003734055294608619
17.5,0.014089861068279853,0.18415290034818116,0.19481810963662474,0.08366392837765609,0.02,0.02,0.2,0.4,0.8,0.01,0.8,0.04,0.1,0.001,0.5,0.01,5.333333333333334,5.333333333333334,0.0,1.0,0.02,0.003896362192732495,0.0071752639859868775,0.00651969934852357,0.005740211188789503,0.0055245870104454345,0.0052157594788188565,0.005019835702659365,0.00011788131272676905,0.001,5.894065636338452e-05,0.0004226958320483956
20.0,0.015630518422621614,0.1848980414914776,0.20014821531489635,0.08402942557791779,0.02,0.02,0.2,0.4,0.8,0.01,0.8,0.04,0.1,0.001,0.5,0.01,5.333333333333334,5.333333333333334,0.0,1.0,0.02,0.0040029643062979275,0.0074014026039477794,0.006727335825342459,0.005921122083158224,0.005546941244744328,0.005381868660273968,0.005041765534675067,0.0001313423484537956,0.001,6.56711742268978e-05,0.00046891555267864843
22.5,0.01707593633639396,0.18599449639570095,0.2042207598560103,0.08468189380565166,0.02,0.02,0.2,0.4,0.8,0.01,0.8,0.04,0.1,0.001,0.5,0.01,5.333333333333334,5.333333333333334,0.0,1.0,0.02,0.004084415197120206,0.007596787476593203,0.006917520279614462,0.006077429981274564,0.005579834891871028,0.005534016223691571,0.0050809136283391,0.0001446022627470582,0.001,7.23011313735291e-05,0.0005122780900918188
