Time,u_1,u_2,AMPK_A,Drug_D,Glucose_G,miR_451_M,mTOR_R,deltaD,myu_G,l_1,l_2,alpha,l_3,l_4,beta,S_1,epsilon_1,l_5,l_6,gamma,S_2,epsilon_2,myu_D,compartment,Dose_for_Glucose,Dose_for_Drug,Consumption_of_Glucose,Decay_of_Drug,Production_of_miR_451,loss_of_miR_451,signal_source_of_AMPK,Production_of_AMPK,loss_of_AMPK,signal_source_of_mTOR,Production_of_mTOR,loss_of_mTOR
22.08,0.0,0.0,0.9781044405889678,6.696447240746404e-05,0.04519093759041193,2.026922486242484,3.2543005138209558,0.9999330377696628,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.022595468795205964,8.812524568822267e-05,1.6257804919395022,2.026922486242484,10.0,39.15108878023599,48.90522202944839,60.0,102.21686742464802,162.71502569104777
22.2,0.0,0.0,1.008878433735932,5.718218905342074e-05,0.04255922267632818,1.9780372596140978,3.19289017992185,0.9999428194458168,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.02127961133816409,7.52517607943017e-05,1.5643182208787063,1.9780372596140978,10.0,40.711379238188734,50.4439216867966,60.0,99.11895668851626,159.6445089960925
22.32,0.0,0.0,1.0424020521785216,4.882890317009865e-05,0.04008076617159269,1.9276055146305984,3.1281220240509726,0.9999511722889414,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.020040383085796344,6.425883657184982e-05,1.5007006672541192,1.9276055146305984,10.0,42.41185155731199,52.120102608926075,60.0,95.85205126559254,156.40610120254863
22.44,0.0,0.0,1.0790195921571684,4.16959382369184e-05,0.03774664610194762,1.8755594328078093,3.0598893455071874,0.9999583049310267,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.01887332305097381,5.487185471978462e-05,1.4349541355935458,1.8755594328078093,10.0,44.27008733514955,53.950979607858415,60.0,92.41141763867158,152.99446727535937
22.56,0.0,0.0,1.1191180402130712,3.56049438306129e-05,0.03554845373271141,1.8218448665903693,2.9881458222515858,0.9999643956900178,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.017774226866355707,4.685610608108658e-05,1.3671594367279778,1.8218448665903693,10.0,46.30574269008242,55.95590201065356,60.0,88.79494004601194,149.4072911125793
22.68,0.0,0.0,1.163125428712662,3.040372259077736e-05,0.03347827363578094,1.7664270664298718,2.9129119647912165,0.9999695967395977,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.01673913681789047,4.001129892946301e-05,1.2974701818991585,1.7664270664298718,10.0,48.54057210827968,58.1562714356331,60.0,85.00439103744532,145.64559823956083
22.8,0.0,0.0,1.2115099950328998,2.5962312596890816e-05,0.0315286520923996,1.7092973201751893,2.8343018003554836,0.9999740380244211,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.0157643260461998,3.4166403377508314e-05,1.2261253661152225,1.7092973201751893,10.0,50.998326294430186,60.57549975164499,60.0,81.04652583657371,141.71509001777417
22.92,0.0,0.0,1.2647756318401349,2.2169691363428767e-05,0.0296925664189088,1.6504804012669156,2.752552529823817,0.9999778305543824,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.0148462832094544,2.9175313834272258e-05,1.1534611076962993,1.6504804012669156,10.0,53.70445900022167,63.238781592006745,60.0,76.93426389358788,137.62762649119085
23.04,0.0,0.0,1.323451425276604,1.893110515883067e-05,0.027963406214291955,1.5900423919500806,2.668044598740312,0.9999810690740334,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.013981703107145978,2.4913334389021166e-05,1.0799201050802778,1.5900423919500806,10.0,56.685569660860665,66.1725712638302,60.0,72.68787544675045,133.4022299370156
23.16,0.0,0.0,1.3880745639294527,1.616561377927519e-05,0.026334944157496487,1.5280982866221158,2.581320072478364,0.9999838345168836,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.013167472078748244,2.127394773352615e-05,1.0060543622634257,1.5280982866221158,10.0,59.968497824079314,69.40372819647263,60.0,68.33588808482708,129.0660036239182
23.28,0.0,0.0,1.459165329496107,1.3804112347954416e-05,0.02480131654457915,1.4648184697538584,2.4930922399123996,0.9999861959829284,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.012400658272289575,1.8166211849908013e-05,0.9325179562410838,1.4648184697538584,10.0,63.57899213483952,72.95826647480536,60.0,63.9154461479976,124.65461199561997
23.4,0.0,0.0,1.5371927578716311,1.1787581215969585e-05,0.023357000238830385,1.4004330801243594,2.4042425208232174,0.9999882124882573,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.011678500119415193,1.5512456880215975e-05,0.8600478134809654,1.4004330801243594,10.0,67.53989419329454,76.85963789358155,60.0,59.471882757120426,120.21212604116087
23.52,0.0,0.0,1.6225298908965062,1.0065631206822785e-05,0.021996794646071967,1.3352328514725489,2.3157932318916314,0.9999899344194515,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.010998397323035983,1.3246370668178785e-05,0.7894321790549633,1.3352328514725489,10.0,71.8688511077392,81.1264945448253,60.0,55.05733639368034,115.78966159458157
23.64,0.0,0.0,1.715401657327942,8.595225465163829e-06,0.020715801094521587,1.269565706389005,2.2288626282328865,0.9999914048114736,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.010357900547260794,1.1311316712155598e-05,0.7214664473803363,1.269565706389005,10.0,76.57562730049487,85.7700828663971,60.0,50.728234834700174,111.44313141164432
23.76,0.0,0.0,1.8158273685048114,7.339620747380715e-06,0.01950940697364325,1.2038280806191204,2.1445975411863913,0.9999926604061876,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.009754703486821625,9.65894090355302e-06,0.6569020680010529,1.2038280806191204,10.0,81.65924905577653,90.79136842524056,60.0,46.54188194982276,107.22987705931956
23.88,0.0,0.0,1.9235658142527932,6.267435208540133e-06,0.018373267530414093,1.1384514986753762,2.0640960695248753,0.9999937325844318,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.009186633765207047,8.247944734438816e-06,0.5963938577016265,1.1384514986753762,10.0,87.1052894372413,96.17829071263965,60.0,42.552446806481186,103.20480347624377
24.0,1.0,1.0,2.038071565117131,5.351880939701222e-06,0.01730329239541896,1.0738847704283276,1.9883272693263778,0.9999946481333816,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,1.0,1.0,0.00865164619770948,7.043075316646809e-06,0.5404542165248749,1.0738847704283276,10.0,92.88377893258121,101.90357825585654,60.0,38.80696918782103,99.41636346631888
24.12,1.0,1.0,2.1486453585127467,0.1110090581779232,0.1327665598786626,1.017492033840352,1.9787015330410196,0.8949306424513278,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,1.0,1.0,0.0663832799393313,0.14608792056214692,0.6097131666282528,1.017492033840352,10.0,98.26609287847971,107.43226792563733,60.0,38.97415652414493,98.93507665205098
24.24,1.0,1.0,2.2365845559606563,0.2057971170375672,0.24150576918090944,0.9757108445545717,1.986751132290676,0.8139982058987892,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,1.0,1.0,0.12075288459045472,0.27082900602143845,0.6857677324543578,0.9757108445545717,10.0,102.45840478282886,111.82922779803282,60.0,39.433173737154156,99.3375566145338
24.36,1.0,1.0,2.299310281263061,0.2867383680730627,0.34391250316906147,0.9475584725451142,2.0018705392583516,0.7507081123558517,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,1.0,1.0,0.17195625158453073,0.3773476923841505,0.7667935642325386,0.9475584725451142,10.0,105.38145918226722,114.96551406315305,60.0,40.25064482898783,100.09352696291758
24.48,1.0,1.0,2.336566888697385,0.3558553856295009,0.44035550560801,0.9319609085342332,2.024602820140707,0.7005739259672353,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,1.0,1.0,0.220177752804005,0.4683056874884232,0.8512325838047881,0.9319609085342332,10.0,107.03480159035183,116.82834443486925,60.0,41.45236869558359,101.23014100703536
24.6,1.0,1.0,2.349364959119276,0.4148755823109513,0.5311820814260657,0.9278201562650753,2.055304424344105,0.660422443827861,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,1.0,1.0,0.26559104071303286,0.5459762663212119,0.9380489717602402,0.9278201562650753,10.0,107.47775153850628,117.4682479559638,60.0,43.05508503058019,102.76522121720525
24.72,1.0,1.0,2.33957821935011,0.46527396529401016,0.6167193156234069,0.9340714297975361,2.094264276992384,0.6279630415416796,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,1.0,1.0,0.30835965781170344,0.6123005383269174,1.0266476994577263,0.9340714297975361,10.0,106.80968135717893,116.9789109675055,60.0,45.07311438050567,104.7132138496192
24.84,1.0,1.0,2.309606372597843,0.5083101684990431,0.6972752702752596,0.9497242145901187,2.141777666864999,0.6015111730073881,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,1.0,1.0,0.3486376351376298,0.6689361817447408,1.116788924661638,0.9497242145901187,10.0,105.15379331302788,115.48031862989214,60.0,47.52140267554993,107.08888334324995
24.96,1.0,1.0,2.262122522225921,0.5450599556915372,0.7731401259346113,0.9738895854834386,2.1981658210106025,0.5798070195668975,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,1.0,1.0,0.38657006296730567,0.7172989016900629,1.208513456315514,0.9738895854834386,10.0,102.6451172119084,113.10612611129605,60.0,50.416090319611925,109.90829105053012
25.08,1.0,1.0,2.1998881577894402,0.5764417314802296,0.8445871197189047,1.0057972421586803,2.2637568166868482,0.5618941840188314,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,1.0,1.0,0.4222935598594523,0.7585973186279822,1.3020848565045264,1.0057972421586803,10.0,99.42195615689003,109.99440788947201,60.0,53.773684655581015,113.18784083434241
25.2,1.0,1.0,2.1256277957990637,0.6032390690325403,0.9118733397841201,1.0448049680482385,2.3388574525452044,0.547036873160356,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,1.0,1.0,0.45593666989206005,0.7938626148468231,1.3979432067340036,1.0448049680482385,10.0,95.61978111641632,106.28138978995318,60.0,57.60910968021346,116.94287262726021
25.32,1.0,1.0,2.0419376472298585,0.6261217283845354,0.9752411070139616,1.0904008356252555,2.4237048660564215,0.5346613472085153,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,1.0,1.0,0.4876205535069808,0.8239761945540486,1.4966708957162829,1.0904008356252555,10.0,91.36700646707038,102.09688236149292,60.0,61.93339672599242,121.18524330282108
25.44,1.0,1.0,1.9512188283982201,0.645661602503659,1.0349186238905685,1.1422035852518033,2.5184152321867694,0.524315538856926,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,1.0,1.0,0.5174593119452843,0.8496906688948153,1.5989656038619702,1.1422035852518033,10.0,86.78186266964404,97.560941419911,60.0,66.75115331208596,125.92076160933847
25.56,1.0,1.0,1.8556357693898773,0.6623469657064683,1.091120768354938,1.1999594442320345,2.622932502111821,0.5156397244940158,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,1.0,1.0,0.545560384177469,0.8716486068697124,1.7056153522589703,1.1999594442320345,10.0,81.9704829374196,92.78178846949386,60.0,72.05790371971105,131.14662510559106
25.68,1.0,1.0,1.7570956421925126,0.6765948101623348,1.1440499230471863,1.2635363339084338,2.736974587788816,0.5083450599288433,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,1.0,1.0,0.5720249615235932,0.8903987701736327,1.8174714392633633,1.2635363339084338,10.0,77.02605284258138,87.85478210962563,60.0,77.83745865081401,136.8487293894408
25.8,1.0,1.0,1.657247079652459,0.6887612339615107,1.1938966964834872,1.3329153779154514,2.859982959485322,0.5021977894696896,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,1.0,1.0,0.5969483482417436,0.9064097838933481,1.9354134739659223,1.3329153779154514,10.0,72.02889614299426,82.86235398262295,60.0,84.05939284706731,142.9991479742661
25.92,1.0,1.0,1.5574952126688557,0.6991503151475319,1.2408405992311473,1.4081786463449861,2.991076348378587,0.49700742411122384,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,1.0,1.0,0.6204202996155737,0.9200818147341521,2.060300117580177,1.4081786463449861,10.0,67.04733686084742,77.87476063344279,60.0,90.67678094999272,149.55381741892936
26.04,1.0,1.0,1.4590281437513706,0.7080217022215547,1.285050684059628,1.489491567034426,3.129013993740226,0.4926177787839495,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,1.0,1.0,0.642525342029814,0.931756560123566,2.1928992851164475,1.489491567034426,10.0,62.1391052371225,72.95140718756852,60.0,97.62447619655691,156.4506996870113
26.16,1.0,1.0,1.362849990470872,0.7155971184366939,1.3266861643959917,1.5770779802405341,3.2721760362637546,0.4889000933607652,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,1.0,1.0,0.6633430821979959,0.9417258078626892,2.333792266165122,1.5770779802405341,10.0,57.35301570392151,68.14249952354359,60.0,104.8183131336314,163.60880181318774
26.28,1.0,1.0,1.269814601902214,0.7220658912791874,1.3658969795187448,1.6711855696434286,3.418571648171174,0.4857477167109695,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,1.0,1.0,0.6829484897593724,0.9502387129234107,2.4832508094447228,1.6711855696434286,10.0,52.73064027980505,63.4907300951107,60.0,112.15579467512273,170.9285824085587
26.4,1.0,1.0,1.1806547409400923,0.7275897015921113,1.4028243500026187,1.7720400496652202,3.5658868707247864,0.48307193552151023,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,1.0,1.0,0.7014121750013094,0.9575080472952185,2.6410944542454384,1.7720400496652202,10.0,48.307709237244204,59.03273704700461,60.0,119.51886433174127,178.29434353623932
26.52,1.0,1.0,1.096002197881858,0.7323066075990577,1.4376012740147086,1.8797881058772308,3.7115825174322574,0.4807986961500967,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,1.0,1.0,0.7188006370073543,0.9637154956003601,2.8065485424309626,1.8797881058772308,10.0,44.11501972072954,54.8001098940929,60.0,126.779235401838,185.57912587161286
26.64,1.0,1.0,1.0163954280159277,0.7363344911938629,1.4703529999418365,1.9944324804422464,3.853045460172999,0.4788659899402814,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,1.0,1.0,0.7351764999709183,0.9690161904111235,2.9781395115653364,1.9944324804422464,10.0,40.1787075057937,50.819771400796384,60.0,133.80637099774384,192.65227300864996
26.76,1.0,1.0,0.9422739934293637,0.7397739292778489,1.5011973709809203,2.115767469035861,3.987780863519278,0.47722178920154557,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,1.0,1.0,0.7505986854904602,0.9735424909296492,3.153674460681143,2.115767469035861,10.0,36.51986180514152,47.11369967146818,60.0,140.47747300793728,199.3890431759639
26.88,1.0,1.0,0.8739624735239305,0.7427108952340905,1.530245470379292,2.243325602999787,4.113626731298802,0.47582226124207005,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,1.0,1.0,0.765122735189646,0.9774075381280631,3.330347191081382,2.243325602999787,10.0,33.153696872656376,43.69812367619652,60.0,146.688005513499,205.6813365649401
27.0,0.0,0.0,0.8116518878551302,0.7452187868640614,1.5576018891305599,2.3763507923382785,4.22893505457251,0.4746304456725552,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.7788009445652799,0.9807079235131049,3.504977889732368,2.3763507923382785,10.0,30.088566802528785,40.58259439275651,60.0,152.36046708938713,211.44675272862548
27.12,0.0,0.0,0.7573121117875234,0.6363559893094377,1.466894277182251,2.5068460102889447,4.265061553252464,0.529217388438629,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.7334471385911255,0.83744448193122,3.55279738289385,2.5068460102889447,10.0,27.456397143558288,37.86560558937617,60.0,153.43099062823666,213.25307766262318
27.24,0.0,0.0,0.7128591229937462,0.543394578639055,1.3814688213190407,2.627254818002405,4.28529437171916,0.5807734213604795,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.6907344106595203,0.7151072654889965,3.5876727689069727,2.627254818002405,10.0,25.308549565718025,35.64295614968731,60.0,154.42458760193998,214.26471858595798
27.36,0.0,0.0,0.6764778257817526,0.46401271644450043,1.3010180715249626,2.7372688792188247,4.303403468963814,0.6287555588810919,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.6505090357624813,0.6106407348409626,3.6102261104601947,2.7372688792188247,10.0,23.54980058044833,33.82389128908763,60.0,155.3117552816056,215.1701734481907
27.48,0.0,0.0,0.64662892182199,0.3962277227086858,1.2252524842223307,2.836750416702296,4.319274878572312,0.6728534544785661,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.6126262421111653,0.5214356830846305,3.6218880775055693,2.836750416702296,10.0,22.10640204949216,32.3314460910995,60.0,156.08665569767135,215.9637439286156
27.6,0.0,0.0,0.6221085713771733,0.3383461318231313,1.1538993521817273,2.9257478780041026,4.332895757800408,0.7129484710310837,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.5769496760908637,0.44526350947924076,3.6242085220313065,2.9257478780041026,10.0,20.920500679160323,31.105428568858667,60.0,156.74906729574383,216.64478789002038
27.72,0.0,0.0,0.6019641553266254,0.2889196311264554,1.0867014310484089,3.004479035488356,4.344325159047757,0.7490724050889468,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.5433507155242044,0.3802182345624153,3.6187038032684846,3.004479035488356,10.0,19.946355723013987,30.09820776633127,60.0,157.30263616484112,217.21625795238782
27.84,0.0,0.0,0.5854394413599288,0.24671373259115548,1.0234168679662505,3.0733009740469845,4.353668540782942,0.7813643406635719,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.5117084339831253,0.3246752720899606,3.6067571311533615,3.0733009740469845,10.0,19.147589749649793,29.271972067996437,60.0,157.7530540881811,217.6834270391471
27.96,0.0,0.0,0.5719307644977135,0.21067317452361317,0.9638176706814134,3.1326774730587075,4.36106024899555,0.8100387649291271,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.4819088353407067,0.27724589767307495,3.5895790381598225,3.1326774730587075,10.0,18.49511166995868,28.596538224885677,60.0,158.106820370913,218.05301244977747
28.08,0.0,0.0,0.5609526742302265,0.17989787768000032,0.907689353441003,3.1831460706590686,4.366630914908235,0.8353555154987395,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.4538446767205015,0.23674560702688044,3.5682037678924536,3.1831460706590686,10.0,17.965547440143993,28.047633711511327,60.0,158.37073658322362,218.33154574541174
28.2,0.0,0.0,0.55211365994517,0.15361826273578588,0.8548296927866093,3.2252909184103498,4.370511881094371,0.8575993361576651,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.4274148463933046,0.20216163376029422,3.5434946765084243,3.2252909184103498,10.0,17.540010834728662,27.6056829972585,60.0,158.55127623939396,218.52559405471857
28.32,0.0,0.0,0.5450962303064852,0.13117759308993174,0.8050483323839992,3.2597186634874626,4.372828246492388,0.8770620004085473,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.4025241661919996,0.17262971250635017,3.5161631104667928,3.2597186634874626,10.0,17.203167863624827,27.25481151532426,60.0,158.65443967323844,218.6414123246194
28.44,0.0,0.0,0.5396414397844898,0.11201503578462794,0.7581659995004376,3.2870400629274847,4.3736856301477065,0.8940308149445135,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.3790829997502188,0.14741178709257038,3.486789494032248,3.2870400629274847,10.0,16.9425013538451,26.982071989224487,60.0,158.68566483303752,218.68428150738532
28.56,0.0,0.0,0.535536544037808,0.09565164940396788,0.7140138366587562,3.3078559979778714,4.373188367639863,0.9087805351767867,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.3570069183293781,0.12587757061562174,3.455845019502728,3.3078559979778714,10.0,16.74773785530948,26.776827201890402,60.0,158.64986387684831,218.65941838199316
28.68,0.0,0.0,0.5326066694854603,0.08167880508833451,0.6724329537437584,3.322746612180473,4.371419988317279,0.9215679140888807,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.3362164768718792,0.10748930749624823,3.4237072041611034,3.322746612180473,10.0,16.610405770631857,26.630333474273016,60.0,158.55134236102208,218.57099941586395
28.8,0.0,0.0,0.5307073199074915,0.0697470717878442,0.6332735305151977,3.332265361875243,4.36846663879135,0.9326296784342227,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.3166367652575989,0.09178714647280298,3.390676370332491,3.332265361875243,10.0,16.523473635589998,26.535365995374576,60.0,158.3938369655326,218.4233319395675
28.92,0.0,0.0,0.5297168476209664,0.059558292374331884,0.5963945476011652,3.3369332419288487,4.364386660082672,0.9421806100456247,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.2981972738005826,0.07837871276462076,3.356995441321593,3.3369332419288487,10.0,16.481084897181532,26.485842381048318,60.0,158.18081666716705,218.21933300413357
29.04,0.0,0.0,0.5295346362073086,0.050857939844992976,0.5616632500039621,3.3372363501442384,4.359244319573138,0.9504136768569453,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.28083162500198106,0.06692904883601077,3.32285262746502,3.3372363501442384,10.0,16.478337862455227,26.47673181036543,60.0,157.91519322769497,217.9622159786569
29.16,0.0,0.0,0.5300758860295834,0.043428546380891615,0.5289545426229922,3.333625023816672,4.353098980127177,0.9575009685562104,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.2644772713114961,0.057151967037253365,3.2883960006975537,3.333625023816672,10.0,16.51111026910574,26.50379430147917,60.0,157.59956345396867,217.65494900635883
29.28,0.0,0.0,0.5312688354132551,0.0370844603840306,0.4981506498860976,3.3265133153859887,4.345987035319545,0.963594746329703,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.2490753249430488,0.04880314986538427,3.2537411007771126,3.3265133153859887,10.0,16.57592612761075,26.563441770662752,60.0,157.23624996828204,217.29935176597724
29.4,0.0,0.0,0.5330531905853496,0.03166710282458471,0.4691406177681886,3.3162799687706253,4.337958881408781,0.9688290488559045,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.2345703088840943,0.04167390731715348,3.2189748731788494,3.3162799687706253,10.0,16.669843895475285,26.65265952926748,60.0,156.8272452970303,216.89794407043905
29.52,0.0,0.0,0.5353775341046444,0.02704113614778658,0.4418200119968961,3.3032692731483375,4.329044424090096,0.9733212020159969,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.22091000599844804,0.035586135170487136,3.1841633498356003,3.3032692731483375,10.0,16.790372688460515,26.76887670523222,60.0,156.37434398413947,216.4522212045048
29.64,0.0,0.0,0.5381985953733138,0.02309092762017146,0.4160904221446669,3.2877931096332733,4.319278284392004,0.9771736276611434,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.20804521107233345,0.030387660748145643,3.1493532846337735,3.2877931096332733,10.0,16.935398226556146,26.90992976866569,60.0,155.87906956808396,215.96391421960018
