AMPK_A_3_task1,miR_451_M_6_task1
2.07567380053396e-21,3.05539183438598e-21
4.182999685820223,0.04442544959325017
4.180915204539276,0.07453590910154667
4.154981786349045,0.11339749442557584
4.1101221118694795,0.159454729645666
4.042260160671724,0.2114033286129132
3.9492574990031444,0.26817071420359745
3.8312255768785484,0.32888672231845434
3.690371486525414,0.3928591657005244
3.530508801145321,0.4595535860349219
3.3564069326726576,0.5285754619114812
3.1731104990005785,0.5996567608911674
2.9853834233424497,0.6726445442101316
2.797340657725763,0.7474917621353686
2.61227085984023,0.8242497400354201
2.432613592507608,0.9030620461952339
2.2600393237562804,0.9841593234126
2.0955824445013316,1.0678544741973897
1.9397906917855994,1.154537370939787
1.792868222989244,1.2446672716365816
1.6548004118055453,1.3387609760799644
1.5254524980729145,1.4373750164145442
1.4046459715214643,1.541077324263882
1.2922099564997824,1.6504059016605401
1.1880092653354908,1.7658126551991715
1.0919497427231433,1.8875937528160234
1.0072089475869885,2.0088191465436767
0.9371270345730001,2.1226836330515217
0.8789169478730727,2.229245115233673
0.8302980758902445,2.328447361716747
0.7895309563515235,2.4202071224816177
0.7552606612829461,2.504466425695672
0.7264151943170836,2.5812232896043206
0.7021275535059072,2.6505458823436445
0.6816973763305747,2.712574832624557
0.6645506273081526,2.7675175972023056
0.6502154611342169,2.8156381614735175
0.6383006573391589,2.8572453592562335
0.6284814056290116,2.8926803357880715
0.6204866216433103,2.922305313875315
0.614089500136904,2.9464932921553
0.6090995435583264,2.965619558357671
0.6053562409580723,2.9800548795734882
0.6027245398682357,2.990159833068004
0.6010892038929738,2.996281071642799
0.6003531402346407,2.9987480107727396
0.6004336195852336,2.9978712917439077
0.6012612435018384,2.9939413123036975
0.6027757157275055,2.987227404989759
0.6049263689313074,2.977978538450004
0.6076722202080307,2.9664228914680666
0.6109761311489961,2.9527683910409763
0.614809189641203,2.9372042220217525
0.6191474442592741,2.9199002637689127
0.6239717013162417,2.9010098631748376
0.6292670290403356,2.8806692112208836
0.6350233557541616,2.85899895939691
0.6412341237656389,2.836105417537842
0.6478966461438181,2.812080975534764
0.6550118413939684,2.7870052295179337
0.6625846122492608,2.7609457914202125
0.6706232504608278,2.7339589797632544
0.6791400820996956,2.70609053528511
0.6881512287862965,2.677376250041991
0.6976772369134112,2.6478425131675984
0.7077429484397982,2.6175067806715
0.7183780259904476,2.5863780242174355
0.7296178494251692,2.5544571281497634
0.7415031563841803,2.5217371428523996
0.754081623953101,2.4882036124293885
0.7674078993498668,2.453834792549059
0.7815451572461276,2.418601876183975
0.796565443629285,2.3824691433469267
0.8125519770449622,2.3453941721877776
0.829599080082006,2.3073284202499633
0.8478158918255707,2.2682167255040615
0.8673260271957138,2.2279985017010304
0.8882720149846116,2.1866078955789843
0.910815806979488,2.1439745837819926
0.9351426433510188,2.1000248319338732
0.9614648066962989,2.0546828318341026
0.990022608884931,2.0078725525391254
1.0210903228064958,1.9595202589717535
1.0549777582206123,1.909557575577513
1.0920336765791638,1.8579254919098513
1.1326487598200907,1.804579272703903
1.1772525013863389,1.7494942378077334
1.2263149645091642,1.6926725779974399
1.2803387464533742,1.6341507701093672
1.339847221216833,1.5740072331379438
1.4053682562248113,1.5123697852275684
1.477405177138464,1.4494213142331678
1.5564035321447602,1.3854039045658038
1.6427035200035847,1.3206185613258292
1.736489029176357,1.2554210003563886
1.8377315519933979,1.1902123203864332
1.9461369452962451,1.1254248179353896
2.061106113595679,1.0615042147155194
2.1817148056157105,0.9988900748134566
2.306723434851638,0.9379961757652672
2.4346234104172573,0.8791932816827127
2.5520974036555897,0.8296817469915123
2.638069977418671,0.7955276525152575
2.691825254340514,0.7753479405190187
2.715137151225978,0.7677422081427953
2.7107185102297886,0.7713596825976351
2.68172330515581,0.7849484759804972
2.6314616292007478,0.8073849367005912
2.563247382200138,0.8376870632890934
2.4803122367816504,0.8750223060888984
2.3857381818615546,0.9187078251047084
2.2824018693578827,0.9682059802626484
2.1729200474861674,1.0231200733724926
2.059610794907108,1.0831877448362417
1.9444732769736734,1.1482737682387967
1.829188790979144,1.2183617155158255
1.7151417299943696,1.293543938909508
1.6034548300692502,1.3740083951814608
1.4950333397318143,1.460020434431926
1.3906115420384828,1.5518971660780527
1.2907960000771375,1.6499717049497526
1.1961000185849466,1.7545454344911886
1.1069653907012649,1.8658282874929055
1.0237684211336253,1.9838707034366814
0.9468106155822591,2.1084956413635965
0.876299257362214,2.2392436683513015
0.8145388423928893,2.3683733626646584
0.7637996094534739,2.4884417662414515
0.7220687902625925,2.599132239963138
0.6876444189336326,2.70022841592693
0.6591944188979192,2.7916582266654557
0.6356661240282601,2.873499652788148
0.6162183243584138,2.9459674656817567
