AMPK_A_3_task1,Drug_D_4_task1,Glucose_G_5_task1,_1_task1,deltaD_8_task1,mTOR_R_7_task1,miR_451_M_6_task1,u_1_1_task1,u_2_2_task1
2.07567380053396e-21,0.0,6.64215616170866e-22,0.0,1.0,4.58308775157897e-21,3.05539183438598e-21,1.0,1.0
4.182999685820223,0.11100448884237607,0.11647093283150255,0.12,0.8949347316990672,1.4420323454457777,0.04442544959325017,1.0,1.0
4.180915204539276,0.20579322885844317,0.226159126472975,0.24,0.8140013708757734,1.4587573928245259,0.07453590910154667,1.0,1.0
4.154981786349045,0.28673503789917115,0.32945957617905963,0.36,0.7507106123485703,1.4825078621391938,0.11339749442557584,1.0,1.0
4.1101221118694795,0.35585267196942294,0.4267442726007946,0.48,0.7005758270893094,1.5073555023743268,0.159454729645666,1.0,1.0
4.042260160671724,0.4148734137339735,0.5183635374020318,0.6,0.6604238760063211,1.5344586636439044,0.2114033286129132,1.0,1.0
3.9492574990031444,0.4652721884298847,0.60464728286438,0.72,0.6279641573476715,1.565097889671899,0.26817071420359745,1.0,1.0
3.8312255768785484,0.5083088121342398,0.6859063005901941,0.84,0.6015119888765252,1.6005670722973828,0.32888672231845434,1.0,1.0
3.690371486525414,0.5450590417115123,0.7624333077096955,0.96,0.5798075494991739,1.6421235486754064,0.3928591657005244,1.0,1.0
3.530508801145321,0.5764406975470305,0.834503731662231,1.08,0.561894764980183,1.6909585058509522,0.4595535860349219,1.0,1.0
3.3564069326726576,0.6032380685105511,0.9023771191399084,1.2,0.5470374204830504,1.74816535258048,0.5285754619114812,1.0,1.0
3.1731104990005785,0.62612078092087,0.9662978654398383,1.32,0.534661853780955,1.814715229745395,0.5996567608911674,1.0,1.0
2.9853834233424497,0.6456606934923559,1.026496151177052,1.44,0.5243160154658937,1.8914267523199388,0.6726445442101316,1.0,1.0
2.797340657725763,0.6623461179001767,1.0831887468901769,1.56,0.5156401616568038,1.9789360023554032,0.7474917621353686,1.0,1.0
2.61227085984023,0.6765940372501745,1.1365797999801313,1.68,0.5083454528350736,2.07766538685831,0.8242497400354201,1.0,1.0
2.432613592507608,0.688760528888412,1.1868615722838962,1.8,0.502198143555966,2.1877934674659514,0.9030620461952339,1.0,1.0
2.2600393237562804,0.6991496585404245,1.2342151319130903,1.92,0.49700775044993806,2.309225719611458,0.9841593234126,1.0,1.0
2.0955824445013316,0.708021081195729,1.2788110085915148,2.04,0.4926180847124073,2.441565879131486,1.0678544741973897,1.0,1.0
1.9397906917855994,0.7155965721645782,1.3208098465398115,2.16,0.4889003604333265,2.584087791525256,1.154537370939787,1.0,1.0
1.792868222989244,0.7220654694699574,1.3603629138600468,2.28,0.4857479216038831,2.735707920666902,1.2446672716365816,1.0,1.0
1.6548004118055453,0.7275893596790375,1.3976125827060963,2.4,0.48307210069014883,2.894959375977912,1.3387609760799644,1.0,1.0
1.5254524980729145,0.7323062884874119,1.4326929867889562,2.52,0.48079884957858443,3.0599782284920947,1.4373750164145442,1.0,1.0
1.4046459715214643,0.7363341447284354,1.4657304584421587,2.64,0.47886615585082004,3.2285081209970174,1.541077324263882,1.0,1.0
1.2922099564997824,0.7397735942133754,1.4968439725650613,2.76,0.4772219491016399,3.397938858528283,1.6504059016605401,1.0,1.0
1.1880092653354908,0.7427105952949971,1.5261455740251433,2.88,0.47582240395978914,3.5653959241999105,1.7658126551991715,1.0,1.0
1.0919497427231433,0.7452185450222814,1.5537407764090507,3.0,0.4746305604580409,3.72789129957691,1.8875937528160234,0.0,0.0
1.0072089475869885,0.6363554650733563,1.4632579666906913,3.12,0.5292176658735516,3.794648334153737,2.0088191465436767,0.0,0.0
0.9371270345730001,0.5433941952056457,1.378044282484765,3.24,0.5807736440484552,3.841381503473455,2.1226836330515217,0.0,0.0
0.8789169478730727,0.4640126459974365,1.2977930024521587,3.36,0.6287556031750765,3.885257932949727,2.229245115233673,0.0,0.0
0.8302980758902445,0.3962271905420658,1.2222151502252252,3.48,0.67285381254881,3.925988946258001,2.328447361716747,0.0,0.0
0.7895309563515235,0.33834504084448125,1.1510387810345426,3.6,0.7129492488430684,3.96333606155721,2.4202071224816177,0.0,0.0
0.7552606612829461,0.28891805682407934,1.0840073141857722,3.72,0.7490735843563422,3.9971751423424076,2.504466425695672,0.0,0.0
0.7264151943170836,0.24671279892112394,1.020879738244359,3.84,0.781365070200381,4.027483465861694,2.5812232896043206,0.0,0.0
0.7021275535059072,0.21067267072400503,0.96142835848712,3.96,0.8100391730264422,4.054313817144247,2.6505458823436445,0.0,0.0
0.6816973763305747,0.17989741611830914,0.9054391762078501,4.08,0.8353559010669329,4.077790862100861,2.712574832624557,0.0,0.0
0.6645506273081526,0.15361768219405947,0.8527105008975235,4.2,0.8575998340300088,4.0980758920857125,2.7675175972023056,0.0,0.0
0.6502154611342169,0.13117705482983244,0.80305254348476,4.32,0.8770624724961538,4.115354423882247,2.8156381614735175,0.0,0.0
