Time,IC1,IFNBm,IFNBenv,STATP2n,SOCSm,IRF7m,IRF7Pn,IFNam,IFNaenv,TNFam,TFNenv,STATm,STAT,r_0,k_15,t_1,v_max217,K_217,TJ_tot,K_3,d,K_9,k_5,K_5,t_3,r_3,k_8,t_4,k_11,k_14,t_6,k_12,k_16,t_8,r_1,r_20,K_20,t_9,v_max19,K_19,r_4,k_26,t_12,k_28,t_13,r_5,n_3,b_m,sp,d_1,n_1,sv,d_2,n_2,TJ,delta,delta_1,delta_2,NS,IC2,C,gamma,compartment,IFNb_mRNA_Induction,IFNb_mRNA_Degradation,IFNBenv_Translation_Secretion,STATP2n_Formation,STATP2n_Dephosphorylation,SOCS_mRNA_Induction,SOCS_mRNA_Degradation,IRF7_mRNA_Induction,IRF7_mRNA_Degradation,IRF7_Translation,IFNa_mRNA_Induction,IFNa_mRNA_Degradation,IFNaenv_Translation_Secretion,TNFa_mRNA_Induction,TNFa_mRNA_Degradation,TNFa_Translation_Secretion,STAT_mRNA_Induction,STAT_mRNA_Degradation,STAT_Translation,STAT_Degradation
0.096,0.999999992659968,0.9738902984413185,1.0000057551840036,0.8879629694448298,0.865622143320626,0.9356555397417352,34.43580611283749,1.5789815339534756,1.0000057569300642,0.9673801355804583,1.000013143952599,0.9371988102562098,34.383977445041815,0.001,3.6e-05,2.5,72360.0,0.002,0.0001,0.0043,0.0003,780.0,3600.0,0.01,0.56,1e-07,0.0036,0.46,0.00036,3.2040000000000004e-07,1.0,360.0,0.36,2.0,0.0001,0.001,0.0006,2.0,165600.0,0.004,1e-06,0.018,1.0,360.0,15.0,1.0,5.0,6.0,0.3,0.1,1.0,0.33333333333333337,0.4,5.0,4.4336905286340275e-11,0.0003,0.1,0.4,1.0485759989004885e-09,1.0,500000.0,1.6603021749958496e-15,1.0,0.0022396890127221176,0.27001972581571343,5.99498337139626e-05,7.978322590959431e-08,1.0990875512720009,0.003196766690000653,1.3043555392890192,0.00033069990127869187,0.6485469993472776,336.8359918346377,12.396890200621495,0.5472332992080345,5.99937422621117e-05,0.0010994003669269393,0.33526840675364616,0.00013690692648714507,0.015984333449999593,0.649616712953227,337.3915716922355,1.5888771348311657
0.104,0.9999999890476206,0.971750819229155,1.0000062347826735,0.8792136546646022,0.8552752243462167,0.9304841512680759,37.12304050455081,1.6775169638049892,1.0000062369261515,0.9647104861502551,1.0000142392017732,0.9321431497350933,37.062616943044276,0.001,3.6e-05,2.5,72360.0,0.002,0.0001,0.0043,0.0003,780.0,3600.0,0.01,0.56,1e-07,0.0036,0.46,0.00036,3.2040000000000004e-07,1.0,360.0,0.36,2.0,0.0001,0.001,0.0006,2.0,165600.0,0.004,1e-06,0.018,1.0,360.0,15.0,1.0,5.0,6.0,0.3,0.1,1.0,0.33333333333333337,0.4,5.0,4.487328256785286e-11,0.0003,0.1,0.4,1.5646256436424814e-09,1.0,500000.0,1.6603021749958496e-15,1.0,0.0023364294472114494,0.2694265362222023,5.994983377135085e-05,8.075012113711724e-08,1.0882579747153114,0.0031652691567914727,1.2887643703442495,0.0003284111378569149,0.6449624660071804,334.9742907877417,13.36429458163829,0.581383076901454,5.999820053777723e-05,0.0010994003672220483,0.33434317676583175,0.00013690536640135578,0.015826845783951885,0.6461123961171468,335.57153390463355,1.7126565625496264
0.112,0.999999984135299,0.9696168512010597,1.0000067143813438,0.8705505489212734,0.8450520366186174,0.9253413415412488,39.79542247938638,1.783486700040903,1.0000067169598807,0.9620482283081162,1.00001533443845,0.9271141959519015,39.72574726509323,0.001,3.6e-05,2.5,72360.0,0.002,0.0001,0.0043,0.0003,780.0,3600.0,0.01,0.56,1e-07,0.0036,0.46,0.00036,3.2040000000000004e-07,1.0,360.0,0.36,2.0,0.0001,0.001,0.0006,2.0,165600.0,0.004,1e-06,0.018,1.0,360.0,15.0,1.0,5.0,6.0,0.3,0.1,1.0,0.33333333333333337,0.4,5.0,4.5416145968541554e-11,0.0003,0.1,0.4,2.266385904328516e-09,1.0,500000.0,1.6603021749958496e-15,1.0,0.002432635193393209,0.2688348746533706,5.994983382873905e-05,8.172848956472083e-08,1.0775351044994523,0.0031340819761149974,1.2733596448013789,0.0003261486509740538,0.641397741944874,333.1228776699546,14.326352092579096,0.6181093888497564,6.0002446015184766e-05,0.001099400367387151,0.33342050850723065,0.0001369038020483152,0.015670909880567054,0.6426265909811611,333.76111054268455,1.835719314162422
0.12,0.9999999776000006,0.9674883778868858,1.0000071939800146,0.8619728032265453,0.8349511011538995,0.9202269527604398,42.45303409996049,1.8968275748003882,1.0000071970265396,0.9593933415894561,1.0000164296625946,0.922111813554054,42.37345083889231,0.001,3.6e-05,2.5,72360.0,0.002,0.0001,0.0043,0.0003,780.0,3600.0,0.01,0.56,1e-07,0.0036,0.46,0.00036,3.2040000000000004e-07,1.0,360.0,0.36,2.0,0.0001,0.001,0.0006,2.0,165600.0,0.004,1e-06,0.018,1.0,360.0,15.0,1.0,5.0,6.0,0.3,0.1,1.0,0.33333333333333337,0.4,5.0,4.596557381771729e-11,0.0003,0.1,0.4,3.199999989759999e-09,1.0,500000.0,1.6603021749958496e-15,1.0,0.002528309205198578,0.2682447365427239,5.9949833886127194e-05,8.271851156552408e-08,1.066917889778272,0.003103202091613323,1.2581391340657546,0.0003239121612871837,0.6378527177811688,331.28169557304835,15.283092275985776,0.6573903427406239,6.000646235181134e-05,0.0010994003673899468,0.332500394885358,0.00013690223341652927,0.015516510458055415,0.6391592037260105,331.96025287945946,1.9580691986382435
0.128,0.999999969069167,0.9653653828767581,1.000007673578686,0.8534795770204893,0.8249709568150229,0.9151408279994955,45.09595697296092,2.0174768326376213,1.00000767712011,0.9567458055865016,1.0000175248741732,0.9171358678184856,45.00580967099885,0.001,3.6e-05,2.5,72360.0,0.002,0.0001,0.0043,0.0003,780.0,3600.0,0.01,0.56,1e-07,0.0036,0.46,0.00036,3.2040000000000004e-07,1.0,360.0,0.36,2.0,0.0001,0.001,0.0006,2.0,165600.0,0.004,1e-06,0.018,1.0,360.0,15.0,1.0,5.0,6.0,0.3,0.1,1.0,0.33333333333333337,0.4,5.0,4.6521645377771264e-11,0.0003,0.1,0.4,4.418690614220029e-09,1.0,500000.0,1.6603021749958496e-15,1.0,0.00262345442009576,0.2676561173404788,5.994983394351529e-05,8.372035955724696e-08,1.0564052901379406,0.003072626477270668,1.2431006364351598,0.0003217013923415129,0.6343272847431441,329.45068788963385,16.23454451026593,0.6992041891938879,6.001024230084818e-05,0.0010994003671931803,0.3315828288274186,0.000136900660494474,0.015363632386337875,0.6357101409687819,330.1689124146548,2.0797100054846913
0.136,0.9999999581171427,0.9632478498207849,1.0000081531773577,0.8450700380771128,0.815110160063982,0.9100828112016734,47.724272251842855,2.14537212784601,1.0000081572332236,0.9541055999481243,1.0000186200731511,0.9121862246492858,47.62290534893008,0.001,3.6e-05,2.5,72360.0,0.002,0.0001,0.0043,0.0003,780.0,3600.0,0.01,0.56,1e-07,0.0036,0.46,0.00036,3.2040000000000004e-07,1.0,360.0,0.36,2.0,0.0001,0.001,0.0006,2.0,165600.0,0.004,1e-06,0.018,1.0,360.0,15.0,1.0,5.0,6.0,0.3,0.1,1.0,0.33333333333333337,0.4,5.0,4.708444085637025e-11,0.0003,0.1,0.4,5.98326567613469e-09,1.0,500000.0,1.6603021749958496e-15,1.0,0.0027180737591834857,0.26706901251348264,5.994983400090332e-05,8.473420080072965e-08,1.0459962754800647,0.0030423521370734176,1.2282419767263366,0.00031951607053725106,0.6308213346605089,327.6297983105298,17.180738010663426,0.7435293208341761,6.0013785487870395e-05,0.0010994003667542857,0.3306678032802487,0.00013689908327059548,0.015212260685346146,0.6322793097612733,328.3870408737429,2.2006455048456015
0.144,0.999999944261637,0.9611357624281406,1.00000863277603,0.8367433622578593,0.8053672843712106,0.905052747163283,50.33806064420009,2.280451516162693,1.000008637359999,0.9514727043792647,1.000019715259494,0.9072627505688224,50.22481904817951,0.001,3.6e-05,2.5,72360.0,0.002,0.0001,0.0043,0.0003,780.0,3600.0,0.01,0.56,1e-07,0.0036,0.46,0.00036,3.2040000000000004e-07,1.0,360.0,0.36,2.0,0.0001,0.001,0.0006,2.0,165600.0,0.004,1e-06,0.018,1.0,360.0,15.0,1.0,5.0,6.0,0.3,0.1,1.0,0.33333333333333337,0.4,5.0,4.765404143943649e-11,0.0003,0.1,0.4,7.962623936596617e-09,1.0,500000.0,1.6603021749958496e-15,1.0,0.00281217012745284,0.2664834175449596,5.99498340582913e-05,8.57601993280075e-08,1.0356898257165785,0.0030123761041227193,1.213561005385053,0.0003173559250432311,0.6273347599542626,325.81897081816476,18.12170183191203,0.7903442694159115,6.0017096539154734e-05,0.001099400366025034,0.3297553112101168,0.00013689750173330952,0.015062380520585728,0.6288666175838402,326.61459020477605,2.320879447825271
0.152,0.9999999269601828,0.959029104463094,1.0000091123747026,0.8284987325301603,0.7957409179685175,0.9000504814636331,52.93740244173131,2.422653419312825,1.0000091175128103,0.9488470986383856,1.0000208104331674,0.9023653126773566,52.81163156296443,0.001,3.6e-05,2.5,72360.0,0.002,0.0001,0.0043,0.0003,780.0,3600.0,0.01,0.56,1e-07,0.0036,0.46,0.00036,3.2040000000000004e-07,1.0,360.0,0.36,2.0,0.0001,0.001,0.0006,2.0,165600.0,0.004,1e-06,0.018,1.0,360.0,15.0,1.0,5.0,6.0,0.3,0.1,1.0,0.33333333333333337,0.4,5.0,4.823052942804132e-11,0.0003,0.1,0.4,1.0434260697710564e-08,1.0,500000.0,1.6603021749958496e-15,1.0,0.0029057464148625096,0.26589932793340915,5.9949834115679235e-05,8.679851747796844e-08,1.0254849295549442,0.002982695437101273,1.1990555951001318,0.00031522068745318846,0.6238674535881386,324.01814966067974,19.05746487902327,0.8396276935352978,6.00201835622142e-05,0.0010994003649511782,0.32884534560184064,0.00013689591587100005,0.014913977185469844,0.6254719723174033,324.8515125638484,2.440415567909294
0.16,0.9999999056065983,0.9569278597511698,1.0000095919733758,0.8203353404253887,0.7862296671000998,0.8950758605731945,55.52237747520964,2.5719166797027793,1.0000095976928212,0.9462287625414693,1.0000219055941364,0.8974937787172335,55.38342325820628,0.001,3.6e-05,2.5,72360.0,0.002,0.0001,0.0043,0.0003,780.0,3600.0,0.01,0.56,1e-07,0.0036,0.46,0.00036,3.2040000000000004e-07,1.0,360.0,0.36,2.0,0.0001,0.001,0.0006,2.0,165600.0,0.004,1e-06,0.018,1.0,360.0,15.0,1.0,5.0,6.0,0.3,0.1,1.0,0.33333333333333337,0.4,5.0,4.881398805241993e-11,0.0003,0.1,0.4,1.3484773480712325e-08,1.0,500000.0,1.6603021749958496e-15,1.0,0.002998805494714145,0.2653167391943144,5.9949834173067106e-05,8.78493164707931e-08,1.0153805863027519,0.00295330722552196,1.1847236457022141,0.0003131100922961971,0.6204193091435765,322.22727939021814,19.98805589107547,0.8913583975855387,6.0023056951482245e-05,0.0010994003634721007,0.3279378994601727,0.00013689432567202172,0.014767036127562602,0.6220952822879418,323.09776033820407,2.5592575787455853
0.168,0.9999998795274468,0.9548320121771241,1.0000100715720495,0.8122523855264029,0.776832154832523,0.890128731817811,58.0930651300303,2.728180542296197,1.0000100778978651,0.9436176759607294,1.0000230007423665,0.8926480170526022,57.94027408513466,0.001,3.6e-05,2.5,72360.0,0.002,0.0001,0.0043,0.0003,780.0,3600.0,0.01,0.56,1e-07,0.0036,0.46,0.00036,3.2040000000000004e-07,1.0,360.0,0.36,2.0,0.0001,0.001,0.0006,2.0,165600.0,0.004,1e-06,0.018,1.0,360.0,15.0,1.0,5.0,6.0,0.3,0.1,1.0,0.33333333333333337,0.4,5.0,4.94045015386229e-11,0.0003,0.1,0.4,1.7210367703803244e-08,1.0,500000.0,1.6603021749958496e-15,1.0,0.0030913502242085377,0.2647356468595812,5.9949834230454917e-05,8.891275718157132e-08,1.0053758052334212,0.002924208587883003,1.1705630823705873,0.00031102387685716674,0.6169902207949154,320.44630484942286,20.913503446810907,0.9455153254755557,6.002572847129132e-05,0.0010994003615204572,0.3270329658093538,0.00013689273112469893,0.01462154293935478,0.6187364562524372,321.3532861389368,2.6774091748654367
0.176,0.9999998479784965,0.9527415456839401,1.0000105511707233,0.8042490752001737,0.7675470204170829,0.8852089433608149,60.64954435422345,2.8913846455471415,1.0000105581256775,0.9410138188239789,1.0000240958778228,0.8878278966596442,60.4822635889777,0.001,3.6e-05,2.5,72360.0,0.002,0.0001,0.0043,0.0003,780.0,3600.0,0.01,0.56,1e-07,0.0036,0.46,0.00036,3.2040000000000004e-07,1.0,360.0,0.36,2.0,0.0001,0.001,0.0006,2.0,165600.0,0.004,1e-06,0.018,1.0,360.0,15.0,1.0,5.0,6.0,0.3,0.1,1.0,0.33333333333333337,0.4,5.0,5.0002155148055325e-11,0.0003,0.1,0.4,2.1717362359631877e-08,1.0,500000.0,1.6603021749958496e-15,1.0,0.0031833834447305407,0.26415604647725893,5.994983428784268e-05,8.998900068964916e-08,0.9954696052552567,0.0028953966707054232,1.1565718546723647,0.0003089617810831558,0.6135800832969972,318.67517116440735,21.833835967520443,1.002077557487659,6.002821057103045e-05,0.0010994003590218248,0.3261305376928941,0.00013689113221732562,0.014477483353451105,0.6153954033920989,319.6180427974719,2.7948740320388885
