Time,AC_active_cyto_mem,G_GDP_cyto,G_protein_cyto,G_a_s_cyto,GRK_bg_cyto,iso_BAR_p_cyto_mem,PDE4_cyto,ATP_cyto,AC_PKA_cyto_mem,R2C2_cyto,PP_PDE_cyto,BAR_cyto_mem,BAR_G_cyto_mem,iso_extra,iso_BAR_cyto_mem,MAPK_active_cyto,MEK_cyto,MEK_active_cyto,B_Raf_active_cyto,bg_cyto,B_Raf_cyto,PKA_cyto,AC_cyto_mem,AMP_cyto,GRK_cyto,PP2A_cyto,MAPK_cyto,PTP_cyto,PTP_PKA_cyto,c_R2C2_cyto,c2_R2C2_cyto,c3_R2C2_cyto,iso_BAR_G_cyto_mem,PDE_high_km_cyto,cAMP_cyto,PTP_PP_cyto,PDE4_P_cyto,KMOLE,Vmax_pde4_p_pde4_p,kcat_PPase_Raf,Vmax_PPase_Raf,Vmax_PDE4_PDE4,Vmax_MEK_activates_MAPK,kcat_PKA_activates_Raf,Vmax_PKA_activates_Raf,Vmax_AC_active_AC_active,Vmax_highKM_PDE,kcat_PKA_P_PTP,Vmax_PKA_P_PTP,Vmax_AC_basal_AC_basal,Vmax_grk_GRK,Vmax_PKA_P_PDE,Vmax_Raf_activates_MEK,kcat_PTP_PKA,Vmax_PTP_PKA,kcat_PTP,Vmax_PTP,kcat_PPase_MAPK,Vmax_PPase_MAPK,Vmax_pp2a_4_pp2a_4,kcat_pp_ptp_pp_ptp,Vmax_pp_ptp,Vmax_GRK_bg_GRK_bg,kcat_PPase_mek,Vmax_PPase_mek,cyto,extra,cyto_mem,activate_Gs,pde4_p,PPase_Raf,iso_binds_BAR,PDE4,bg_binds_GRK,MEK_activates_MAPK,PKA_activates_Raf,AC_active,GTPase,trimer,G_binds_iso_BAR,A2,highKM_PDE,PKA_P_PTP,AC_activation,AC_basal,B1,GRK,PKA_P_PDE,Raf_activates_MEK,PTP_PKA,B2,PTP,iso_binds_BAR_g,PPase_MAPK,pp2a_4,pp_ptp,GRK_bg,G_binds_BAR,PPase_mek,A1
0.0,0.0,0.0,2167.2,0.0,0.0,0.0,240.8,3010000.0,0.0,120.4,120.4,94.0,0.0,6020.0,0.0,0.0,108.36,0.0,0.0,0.0,120.4,0.0,300.0,3010000.0,0.602,60.2,216.72,120.4,0.0,0.0,0.0,0.0,0.0,301.0,0.0,60.2,0.0,0.00166112956810631,0.0,5.0,0.49999999999999933,3.1999999999999957,0.0,10.0,0.0,0.0,3.9999999999999942,0.2,0.0,60.0,0.00010399999999999984,0.0,0.0,0.1,0.0,1.06,0.21199999999999972,0.636,0.0635999999999999,0.9999999999999987,5.0,0.49999999999999933,0.0,5.0,0.49999999999999933,1.0,0.111111111111111,0.2,0.0,0.0,0.0,187.99999999999974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.950248756218905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.303999999999974,0.0,0.0
0.01,1.4927483158072632e-05,4.0023789416305e-09,2166.7184021297235,2.2891878159736817e-05,6.617242438745184e-11,0.0,240.8,3009999.9004974575,0.0,120.39999941824036,120.4,84.16077740699771,0.9135747648320853,6003.933833909294,7.431362439444575,1.183011799327708e-37,108.36,9.780150073383053e-34,1.746717932220926e-29,2.5881310997868593e-05,120.4,5.477623978289733e-27,299.9999850725169,3010000.0,0.6019999999338276,60.2,216.72,120.4,8.15092877428994e-31,5.817596945444803e-07,1.4054973548210825e-15,3.2036864532443515e-21,1.4942851796607188,301.0,0.09815700729389568,60.2,2.716862543611427e-29,0.00166112956810631,9.026121407346921e-31,5.0,0.49999999999999933,3.1999999999999957,2.436914470112053e-37,10.0,9.099043153305192e-29,0.00012688360684361737,3.9999999999999942,0.2,1.8198086306610385e-30,59.99999701450338,0.00010399999998856807,9.099043153305192e-29,3.0466010445713786e-33,0.1,1.3539748794501544e-34,1.06,0.21199999999999972,0.636,0.0635999999999999,0.9999999999999987,5.0,0.49999999999999933,1.4729410079598897e-13,5.0,0.49999999999999933,1.0,0.111111111111111,0.2,0.007471425898303595,6.814353505812413e-32,5.5627959624870174e-31,167.57508402799755,0.2415869478650098,2.5864767888926792e-08,1.2998604563241696e-34,1.5650354223684932e-26,2.5215343167119184e-05,1.5262015169096533e-06,1.0324267188005876e-15,53.4640337330851,4.361663826940596e-24,0.026174917421056498,7.303498637719641e-28,0.001137805717023354,9.950248204926524,0.00011582510515442722,6.890902821473183e-06,2.434499545906546e-26,9.73575420064746e-31,1.7797425093142703e-72,5.59654696869565e-13,5.452141336032037e-38,1.803744099779209,9.771370186654819e-39,3.396078179514279e-30,6.792440645241606e-32,1.9150750472753968e-14,18.156416725163673,3.114697475599694e-35,1.913503155924344e-18
0.02,0.00019840228449953615,5.3312400598373075e-08,2165.8398099527194,0.000145544603990649,9.678714362760801e-10,0.0,240.8,3009999.8009936223,0.0,120.39999769388716,120.4,75.38339095305798,1.645714885111605,5989.452390508705,11.81658458328032,2.356470746537583e-34,108.36,9.703446089432432e-31,8.649319469358783e-27,0.00018527740541971822,120.4,1.352300141299354e-24,299.9998015977156,3010000.0,0.6019999990321285,60.2,216.72,120.4,4.035930835746213e-28,2.306112896247516e-06,2.2085194215400428e-14,1.995476863070602e-19,5.1543089594191365,301.0,0.19367304054124113,60.2,1.3451974709219968e-26,0.00166112956810631,4.469094587780714e-28,5.0,0.49999999999999933,3.1999999999999957,2.4178021817522635e-34,10.0,2.2463457496666978e-26,0.0016864194182460573,3.9999999999999942,0.2,4.492691499333395e-28,59.99996031954312,0.00010399999983279282,2.2463457496666978e-26,1.5086022330276927e-30,0.1,6.704204046090045e-32,1.06,0.21199999999999972,0.636,0.0635999999999999,0.9999999999999987,5.0,0.49999999999999933,2.1543982136377833e-12,5.0,0.49999999999999933,1.0,0.111111111111111,0.2,0.02577154479709569,6.656376853683579e-29,2.754560340560118e-28,149.52907453974012,0.47661568833263135,1.8503543726276731e-07,1.2896658811047887e-31,3.863714689426722e-24,0.0003351389939461466,9.703458748056568e-06,9.844767368335397e-14,84.92292481131676,5.360280970186784e-22,0.051645036475311726,1.8030668550658044e-25,0.007213368101374632,9.950242063341001,0.00022853353774976402,9.165408748223283e-06,6.010222850219346e-24,4.820907073959151e-28,1.7553623014922325e-66,4.37728316671203e-12,1.0860256484042759e-34,3.2108144601747797,1.9463836296076628e-35,1.681496838652494e-27,3.3632756964551725e-29,3.219105690419422e-13,16.23967863937708,3.090269455233254e-32,5.932475902747179e-17
0.03,0.0008399245271218485,2.2621667500908205e-07,2164.7430763210245,0.00039363508251643583,4.49274743083683e-09,0.0,240.8,3009999.701483384,0.0,120.39999485765722,120.4,67.54610539417385,2.2252892743948767,5976.3885104034225,14.172084337731047,1.9803146494997313e-32,108.36,5.429552076640056e-29,3.21845343905838e-25,0.0005618417118683838,120.4,3.34321544293258e-23,299.99916007547296,3010000.0,0.6019999955072523,60.2,216.72,120.4,1.5017109180191254e-26,5.142342761989938e-06,1.0981396450316099e-13,2.212437656573785e-18,10.056519889453547,301.0,0.2866248033649841,60.2,5.005071929987193e-25,0.00166112956810631,1.6628145946801282e-26,5.0,0.49999999999999933,3.1999999999999957,1.3528784244119722e-32,10.0,5.553514024804942e-25,0.007139358480535712,3.9999999999999942,0.2,1.1107028049609885e-26,59.9998320150946,0.0001039999992238441,5.553514024804942e-25,5.613581579752981e-29,0.1,2.49453640866964e-30,1.06,0.21199999999999972,0.636,0.0635999999999999,0.9999999999999987,5.0,0.49999999999999933,1.0000467703191602e-11,5.0,0.49999999999999933,1.0,0.111111111111111,0.2,0.05028259944726774,3.6648416572974314e-27,1.024985171674642e-26,133.54666087906176,0.7052796710391971,5.607185208176287e-07,7.216310575013364e-30,9.552044122664505e-23,0.0014187914300542604,2.624365095137077e-05,1.2667571156838169e-12,101.72219666912413,8.79523054361477e-21,0.07643085487531905,4.457620590576772e-24,0.01944832641204574,9.950220729465572,0.0003382158136692827,1.0104843679050731e-05,1.4858735301922566e-22,1.7938827449409695e-26,5.488852215332151e-63,1.4445393836218188e-11,9.126667515085704e-33,4.29363578188157,1.6356884637426328e-33,6.256339912483982e-26,1.251425765015936e-27,1.5598372654711427e-12,14.528912551836473,1.729156712305748e-30,4.365405272968482e-16
0.04,0.0022341777704661223,6.031928094925581e-07,2163.5460801899885,0.000753844781864498,1.3056997836614346e-08,0.0,240.8,3009999.6019566655,0.0,120.39999093934568,120.4,60.54281162588888,2.6767200107769797,5964.595156945998,15.193594121496904,4.56175601897673e-31,108.36,9.362167411033974e-28,4.1503094185588724e-24,0.0012012704717693783,120.4,3.2220585923772205e-22,299.9977658222296,3010000.0,0.6019999869430018,60.2,216.72,120.4,1.9364075605545973e-25,9.060654069497644e-06,3.4091666254721954e-13,1.210171171722241e-17,15.586872621633558,301.0,0.37709179237974877,60.2,6.453603757504941e-24,0.00166112956810631,2.144054404486688e-25,5.0,0.49999999999999933,3.1999999999999957,2.332765966204475e-31,10.0,5.352256797968797e-24,0.01899051104896204,3.9999999999999942,0.2,1.0704513595937594e-25,59.99955316444593,0.00010399999774430581,5.352256797968797e-24,7.238911776556163e-28,0.1,3.216623854741851e-29,1.06,0.21199999999999972,0.636,0.0635999999999999,0.9999999999999987,5.0,0.49999999999999933,2.9063749337314286e-11,5.0,0.49999999999999933,1.0,0.111111111111111,0.2,0.0779343631081678,6.216276398726434e-26,1.3217545918977283e-25,119.36347251808702,0.9277789049707889,1.1980061962554285e-06,1.244307205081602e-28,9.205881692506335e-22,0.003773948933424455,5.025883160690607e-05,7.221904094621471e-12,108.89770110425248,6.329172706130659e-20,0.10055361219364134,4.296078123169626e-23,0.0371199003821352,9.950174429379297,0.0004449657445390492,1.0466682091606774e-05,1.4320260410565413e-21,2.313275177998839e-25,1.6303836922391966e-60,3.348581795010922e-11,2.10237451309362e-31,5.110892617624897,3.7678919845054487e-32,8.067004696881165e-25,1.6136729671288287e-26,4.60135614293837e-12,13.001664547645516,2.9815819780362936e-29,1.7829372851728617e-15
0.05,0.004619271483079338,1.250303543277709e-06,2162.325059190314,0.0011991190233825086,2.939315045428867e-08,0.0,240.8,3009999.502398933,0.0,120.39998596779553,120.4,54.28062889502353,3.0207119832305787,5953.942413580857,15.35528602879139,5.167030631485498e-30,108.36,8.467756798507222e-27,2.994597365627843e-23,0.0021241942303912,120.4,1.8534113498946146e-21,299.995380728517,3010000.0,0.6019999706068493,60.2,216.72,120.4,1.3971138349677695e-24,1.4032203732692045e-05,8.176599150958765e-13,4.4949330641342566e-17,21.3433709470808,301.0,0.4651557171683728,60.2,4.656062089910975e-23,0.00166112956810631,1.5468644816979963e-24,5.0,0.49999999999999933,3.1999999999999957,2.1099061790300358e-30,10.0,3.078756395173774e-23,0.03926380760617437,3.9999999999999942,0.2,6.157512790347548e-25,59.9990761457034,0.00010399999492211334,3.078756395173774e-23,5.223134940048556e-27,0.1,2.3207871012753615e-28,1.06,0.21199999999999972,0.636,0.0635999999999999,0.9999999999999987,5.0,0.49999999999999933,6.542661396801789e-11,5.0,0.49999999999999933,1.0,0.111111111111111,0.2,0.106716854735404,5.5315803156366265e-25,9.536934285438976e-25,106.75580138739411,1.1443185372390665,2.116845839062074e-06,1.1254328546660316e-27,5.295460999698893e-21,0.007802823442944468,7.994526528891183e-05,2.6470640261144643e-11,109.88250059132584,2.8997811512588047e-19,0.12403513524796785,2.4712151331928183e-22,0.05883198755694603,9.950095265579797,0.0005488797532711276,1.0521723745295812e-05,8.237383777309391e-21,1.669111156635884e-24,1.332397560160692e-58,6.397027398765758e-11,2.381327160597661e-30,5.710473494664327,4.267833093019184e-31,5.820077612388711e-24,1.1642615291398063e-25,1.0381085248544539e-11,11.637828028274164,2.696737833919494e-28,5.274718097211859e-15
0.06,0.008160230933479028,2.21460030489186e-06,2161.127987502108,0.0017007842092721637,5.634575093543689e-08,0.0,240.8,3009999.40279231,0.0,120.39997997087809,120.4,48.67796200992823,3.274847986162187,5944.315057992962,14.978648056261875,3.7361996137974197e-29,108.36,5.0928160498968224e-26,1.4966785553106214e-22,0.0033349886505219264,120.4,7.692843500468767e-21,299.9918397690666,3010000.0,0.6019999436542488,60.2,216.72,120.4,6.982305174787383e-24,2.0029120320675848e-05,1.665845703235213e-12,1.3070914422654233e-16,27.068539278310986,301.0,0.5508993430693885,60.2,2.3268433087864453e-22,0.00166112956810631,7.73037644115097e-24,5.0,0.49999999999999933,3.1999999999999957,1.2689740988114988e-29,10.0,1.2778809801443118e-22,0.06936196293457174,3.9999999999999942,0.2,2.5557619602886232e-24,59.99836795381332,0.00010399999026585015,1.2778809801443118e-22,2.610485852285964e-26,0.1,1.1598513579381019e-27,1.06,0.21199999999999972,0.636,0.0635999999999999,0.9999999999999987,5.0,0.49999999999999933,1.254207745074507e-10,5.0,0.49999999999999933,1.0,0.111111111111111,0.2,0.13534269639155494,3.2735873796764147e-24,4.76649221436503e-24,95.53279513024962,1.3551060151741883,3.320901900641151e-06,6.768761363499231e-27,2.197955285848217e-20,0.013784173856727998,0.00011339128323217513,7.361129782980138e-11,107.00273396304358,9.986477871400531e-19,0.1468975296078102,1.0257124667291684e-21,0.08312233653585117,9.949977764582819,0.0006500555085273611,1.0392591748122177e-05,3.419041555763894e-20,8.34209935278856e-24,4.8149291062119424e-57,1.0814035156788163e-10,1.7219006915762e-29,6.131701673341564,3.0860038368508506e-30,2.9085541359830524e-23,5.818587645656144e-25,1.9797338932907216e-11,10.419483712125938,1.6219159394575847e-27,1.2726897032351984e-14
0.07,0.012953122969106638,3.525035100799473e-06,2159.9837927917165,0.002233710516223382,9.674059139838026e-08,0.0,240.8,3009999.3031167723,0.0,120.39997297548773,120.4,43.66291028298788,3.454077044304411,5935.610577189125,14.280189793159813,1.9821268879581522e-28,108.36,2.311482797084278e-25,5.806364405636974e-22,0.004827763404554111,120.4,2.549410808333378e-20,299.98704687703093,3010000.0,0.6019999032594082,60.2,216.72,120.4,2.70864063676527e-23,2.7024509317722123e-05,3.032599382660785e-12,3.2104503426648234e-16,32.602819696384856,301.0,0.6344052883246836,60.2,9.02611670579189e-22,0.00166112956810631,2.998709869033846e-23,5.0,0.49999999999999933,3.1999999999999957,5.759508630608657e-29,10.0,4.234901674972383e-22,0.11010154523740642,3.9999999999999942,0.2,8.469803349944766e-24,59.99740937540619,0.00010399998328733948,4.234901674972383e-22,1.0127379777273777e-25,0.1,4.4994030511050936e-27,1.06,0.21199999999999972,0.636,0.0635999999999999,0.9999999999999987,5.0,0.49999999999999933,2.1533620012264016e-10,5.0,0.49999999999999933,1.0,0.111111111111111,0.2,0.1630140984819243,1.462197301989613e-23,1.8491606387378873e-23,85.53046420447372,1.5603481399400245,4.803577480889412e-06,3.0721461949551806e-26,7.284030880952502e-20,0.021880275253438285,0.00014892148011661283,1.696149713562297e-10,101.82295527123792,2.8246021119621926e-18,0.16916285896716707,3.399214411111169e-21,0.10871904672511881,9.949818740081062,0.0007485905053330886,1.014432973501833e-05,1.1330714703703895e-19,3.236317416218076e-23,9.90931974150706e-56,1.680265604912778e-10,9.135019570589732e-29,6.407039400748012,1.6371853256381595e-29,1.1282645882239845e-22,2.2572005306377218e-24,3.364343414245931e-11,9.330703697390238,7.361410181797054e-27,2.667992204601233e-14
0.08,0.01903705659903496,5.195502323063461e-06,2158.9086830773517,0.0027779531330266063,1.533037610159348e-07,0.0,240.8,3009999.203351195,0.0,120.39996500754988,120.4,39.17195104473649,3.571117690405742,5927.737523723255,13.404413459358594,8.382935539311535e-28,108.36,8.538017739888591e-25,1.871478240723582e-21,0.0065904066513956475,120.4,7.165934769695233e-20,299.98096294340104,3010000.0,0.6019998466962386,60.2,216.72,120.4,8.729886018914838e-23,3.4992445107231597e-05,5.084341647473034e-12,6.969233244371973e-16,37.85251412305696,301.0,0.715754997433811,60.2,2.9089702180384646e-21,0.00166112956810631,9.664352883848706e-23,5.0,0.49999999999999933,3.1999999999999957,2.127413058111772e-28,10.0,1.1903546129061832e-21,0.16181498109179718,3.9999999999999942,0.2,2.3807092258123664e-23,59.99619258868021,0.00010399997351562912,1.1903546129061832e-21,3.2642062338201965e-25,0.1,1.4501471792217318e-26,1.06,0.21199999999999972,0.636,0.0635999999999999,0.9999999999999987,5.0,0.49999999999999933,3.4124092983613346e-10,5.0,0.49999999999999933,1.0,0.111111111111111,0.2,0.18926257061528484,5.316144754305298e-23,5.960121785743882e-23,76.60702747668698,1.760248556549215,6.552079032845759e-06,1.1347710978055008e-25,2.0474099341986358e-19,0.03215719014694881,0.0001852061353788838,3.4126717342782975e-10,95.38548994666893,6.917740235165563e-18,0.1908528715309016,9.554579692926972e-21,0.1346200065966312,9.949616894915472,0.0008445808536196177,9.815788991809134e-06,3.1848598976423237e-19,1.0431135907775419e-22,1.350721147325581e-54,2.4546618934411083e-10,3.863439857247919e-28,6.5634023581133025,6.92408701688588e-29,3.636212772548076e-22,7.274905015762354e-24,5.256292633429636e-11,8.357348268473855,2.7191139299008215e-26,5.046484572053386e-14
0.09,0.026407801313866937,7.228348028257354e-06,2157.910474251493,0.003318733752364122,2.2861420371285372e-07,0.0,240.8,3009999.103474182,0.0,120.39995609203983,120.4,35.14883980720081,3.6367931166524903,5920.614139262936,12.446564898244958,2.98192045790924e-27,108.36,2.6947148076066947e-24,5.236143380695188e-21,0.008607293748962056,120.4,1.7762880948943414e-19,299.97359219868616,3010000.0,0.6019997713857961,60.2,216.72,120.4,2.442372458634353e-22,4.390795225174806e-05,8.004931963436811e-12,1.3767619083136792e-15,42.767798014063736,301.0,0.7950279568818739,60.2,8.13811173764218e-21,0.00166112956810631,2.7036916071900894e-22,5.0,0.49999999999999933,3.1999999999999957,6.714405666794081e-28,10.0,2.9506446759042174e-21,0.22446631116786897,3.9999999999999942,0.2,5.901289351808434e-23,59.994718439737234,0.0001039999605051872,2.9506446759042174e-21,9.132808222142758e-25,0.1,4.057097107366029e-26,1.06,0.21199999999999972,0.636,0.0635999999999999,0.9999999999999987,5.0,0.49999999999999933,5.088754700585109e-10,5.0,0.49999999999999933,1.0,0.111111111111111,0.2,0.2138389900703187,1.6517915270736592e-22,1.6675615862086564e-22,68.6392529991535,1.9550058418567544,8.550136929346772e-06,3.581492301444304e-25,5.075108842555255e-19,0.04460777240514796,0.00022125997927011594,6.200981541422754e-10,88.37578278514638,1.5179111886444807e-17,0.2119887910471895,2.368384126525787e-20,0.1600892844627564,9.949372369390096,0.0009381203527718372,9.432453661445238e-06,7.894613755085954e-19,2.918490958009348e-22,1.3442156515754621e-53,3.4211983911819824e-10,1.3742763849494738e-27,6.623183872076382,2.462988845753602e-28,1.0172639672052712e-21,2.0353103821952913e-23,7.702218186466466e-11,7.486870407874225,8.581894291741054e-26,8.82504437527273e-14
