Time,NO,sGCfast,NO_sGCfast,NO_sGCfast_6coord,NO_sGCfast_5coord,sGCslow,NO_sGCslow,NO_sGCslow_6coord,NO_sGCslow_6coord_NO_int,NO_sGCslow_5coord,NO_sGC_5coord_tot,sGC_inact_tot,k1,k2,k3,k4,k5,k6,k7,k8,k9,k10,k11,k12,e5c,e5c_NO,e6c_NO,ext,cytosol,r1fast,r2fast,r3fast,r1slow,r2slow,r3slow,r4slow
0.0,0.5,0.112,0.0,0.0,0.0,0.288,0.0,0.0,0.0,0.0,0.0,0.39999999999999997,700.0,800.0,850.0,20.0,0.2,700.0,800.0,850.0,5.0,25.0,1.6,0.02,0.11,0.025,0.064,0.044,1.0,39.2,0.0,0.0,100.8,0.0,0.0,0.0
0.01,0.5,0.019706908502181188,0.004634907582773833,0.07801052382133299,0.00964765788554025,0.05067490757703788,0.011918333784276194,0.22238068053718552,0.003008599304396145,1.747311878839728e-05,0.009665131004328647,0.3903348611091837,700.0,800.0,850.0,20.0,0.2,700.0,800.0,850.0,5.0,25.0,1.6,0.02,0.11,0.025,0.064,0.029222072028624355,1.0,3.189491909544349,3.9396714453577584,1.5582809448495518,8.201550624542303,10.130583716634765,0.4807367187330602,0.004813409424658064
0.02,0.5,0.0039059415989667625,0.000918642028680755,0.08113693213313493,0.02603848203104232,0.010043849825914471,0.0023622223594647975,0.2676420683879177,0.007847256641842612,0.0001045971065632806,0.0261430791376056,0.37385691297592205,700.0,800.0,850.0,20.0,0.2,700.0,800.0,850.0,5.0,25.0,1.6,0.02,0.11,0.025,0.064,0.025373029576298382,1.0,0.6321659366937629,0.7808457243786417,1.6175309462564902,1.625569551498227,2.0078890055450778,0.47292375492372896,0.012553518684816915
0.03,0.5,0.00077416361316251,0.00018207624774497494,0.0699069010521316,0.041136856878785696,0.001990706433846462,0.0004681960656299359,0.27329591108586676,0.011980703993421027,0.0002644767429385794,0.041401333621724275,0.3585986584918033,700.0,800.0,850.0,20.0,0.2,700.0,800.0,850.0,5.0,25.0,1.6,0.02,0.11,0.025,0.064,0.024142444032596175,1.0,0.12529626641089858,0.1547648105832287,1.3899106496668747,0.3221903993423129,0.3979666557854455,0.38372217787914126,0.019163836854614872
0.04,0.5,0.00015344041475746703,3.6087791300015674e-05,0.057998771398678844,0.05381169818708844,0.00039456106651920576,9.279717762861257e-05,0.2718605541776435,0.01516929880064606,0.0004827830992653149,0.05429448128635375,0.34570551082717366,700.0,800.0,850.0,20.0,0.2,700.0,800.0,850.0,5.0,25.0,1.6,0.02,0.11,0.025,0.064,0.023513651501807405,1.0,0.02483391212510092,0.030674622605013323,1.149213088336159,0.06385863117883198,0.07887760098432069,0.3004189154279573,0.02426122241904839
0.05,0.5,3.0412125063842044e-05,7.152655471896767e-06,0.04772718706559401,0.06423524594569502,7.8202607307024e-05,1.8392542642020578e-05,0.26958991575052443,0.017567998438436917,0.0007454849827923314,0.06498073092848736,0.33501926118504016,700.0,800.0,850.0,20.0,0.2,700.0,800.0,850.0,5.0,25.0,1.6,0.02,0.11,0.025,0.064,0.023071922345857056,1.0,0.004922119394827301,0.006079757151112252,0.9416966921227411,0.012656878443841937,0.01563366124571749,0.23477482841538816,0.02809388780184322
0.06,0.5,6.027729733427046e-06,1.417667261672648e-06,0.03922699909755455,0.07276555329727515,1.549987645738444e-05,3.6454301014440427e-06,0.26758036297334303,0.019359061512664793,0.0010414245291359009,0.07380697782641105,0.32619301428711633,700.0,800.0,850.0,20.0,0.2,700.0,800.0,850.0,5.0,25.0,1.6,0.02,0.11,0.025,0.064,0.0227227505323992,1.0,0.0009755715973613476,0.0012050171724217508,0.769986871291636,0.0025086126789293202,0.0030986155862274363,0.1849743696167378,0.030953669929680953
0.07,0.5,1.1947052728207974e-06,2.809838243465847e-07,0.032260265947782946,0.07973825615494468,3.0720992729679453e-06,7.225298340341069e-07,0.2659420294591928,0.02069205022968039,0.0013621200037223671,0.08110037615866704,0.3188996159548603,700.0,800.0,850.0,20.0,0.2,700.0,800.0,850.0,5.0,25.0,1.6,0.02,0.11,0.025,0.064,0.022437327259715128,1.0,0.0001933597860100113,0.00023883625069459703,0.62925766772467,0.0004972108783114954,0.0006141503589289909,0.14755381790597233,0.033080037967414176
0.08,0.5,2.3679256593368376e-07,5.569145986590817e-08,0.026563567349973397,0.08543613795782555,6.088951695438087e-07,1.4320661108377107e-07,0.26461652398290864,0.021681521251662124,0.0017011969853512662,0.08713733494317681,0.31286265717035056,700.0,800.0,850.0,20.0,0.2,700.0,800.0,850.0,5.0,25.0,1.6,0.02,0.11,0.025,0.064,0.022201691483428956,1.0,3.832423018406278e-05,4.733774088602195e-05,0.5141841194079029,9.854802047331619e-05,0.00012172561942120541,0.11950327866571842,0.03465641006295237
0.09,0.5,4.6933323924807156e-08,1.1038291322305279e-08,0.02190798814737097,0.09009195167283848,1.2068569009240443e-07,2.8384177685931378e-08,0.2635322252525825,0.022413740899078088,0.002053879100174278,0.09214583077301276,0.30785416134051463,700.0,800.0,850.0,20.0,0.2,700.0,800.0,850.0,5.0,25.0,1.6,0.02,0.11,0.025,0.064,0.022006321619026478,1.0,7.596030315838283e-06,9.382547623959488e-06,0.42014137261285167,1.953264938359645e-05,2.412655103304167e-05,0.09848704065450409,0.03582090785652146
