NO,NO_sGC_5coord_tot,NO_sGCfast,NO_sGCfast_5coord,NO_sGCfast_6coord,NO_sGCslow,NO_sGCslow_5coord,NO_sGCslow_6coord,NO_sGCslow_6coord_NO_int,sGC_inact_tot,sGCfast,sGCslow,Time
0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39999999999999997,0.112,0.288,0.0
0.5,0.009665131004328647,0.004634907582773833,0.00964765788554025,0.07801052382133299,0.011918333784276194,1.747311878839728e-05,0.22238068053718552,0.003008599304396145,0.3903348611091837,0.019706908502181188,0.05067490757703788,0.01
0.5,0.0261430791376056,0.000918642028680755,0.02603848203104232,0.08113693213313493,0.0023622223594647975,0.0001045971065632806,0.2676420683879177,0.007847256641842612,0.37385691297592205,0.0039059415989667625,0.010043849825914471,0.02
0.5,0.041401333621724275,0.00018207624774497494,0.041136856878785696,0.0699069010521316,0.0004681960656299359,0.0002644767429385794,0.27329591108586676,0.011980703993421027,0.3585986584918033,0.00077416361316251,0.001990706433846462,0.03
0.5,0.05429448128635375,3.6087791300015674e-05,0.05381169818708844,0.057998771398678844,9.279717762861257e-05,0.0004827830992653149,0.2718605541776435,0.01516929880064606,0.34570551082717366,0.00015344041475746703,0.00039456106651920576,0.04
0.5,0.06498073092848736,7.152655471896767e-06,0.06423524594569502,0.04772718706559401,1.8392542642020578e-05,0.0007454849827923314,0.26958991575052443,0.017567998438436917,0.33501926118504016,3.0412125063842044e-05,7.8202607307024e-05,0.05
0.5,0.07380697782641105,1.417667261672648e-06,0.07276555329727515,0.03922699909755455,3.6454301014440427e-06,0.0010414245291359009,0.26758036297334303,0.019359061512664793,0.32619301428711633,6.027729733427046e-06,1.549987645738444e-05,0.06
0.5,0.08110037615866704,2.809838243465847e-07,0.07973825615494468,0.032260265947782946,7.225298340341069e-07,0.0013621200037223671,0.2659420294591928,0.02069205022968039,0.3188996159548603,1.1947052728207974e-06,3.0720992729679453e-06,0.07
0.5,0.08713733494317681,5.569145986590817e-08,0.08543613795782555,0.026563567349973397,1.4320661108377107e-07,0.0017011969853512662,0.26461652398290864,0.021681521251662124,0.31286265717035056,2.3679256593368376e-07,6.088951695438087e-07,0.08
0.5,0.09214583077301276,1.1038291322305279e-08,0.09009195167283848,0.02190798814737097,2.8384177685931378e-08,0.002053879100174278,0.2635322252525825,0.022413740899078088,0.30785416134051463,4.6933323924807156e-08,1.2068569009240443e-07,0.09
0.5,0.09631280420622121,2.1878348393745075e-09,0.09389621393785573,0.018103772363755884,5.6258610155364195e-09,0.0024165902683654784,0.2626299891947501,0.02295338531232477,0.30368718790730614,9.302378258748054e-09,2.3920401236791853e-08,0.1
0.5,0.09979131508808647,4.336782623198438e-10,0.09700466139783617,0.014995334116368959,1.1151726745351899e-09,0.002786653690250296,0.2618644472828142,0.023348887491901883,0.300208677025441,1.843941400917808e-09,4.741563602359052e-09,0.11
0.5,0.10270662473027355,8.596758738953937e-11,0.09954455885608397,0.012455438484250694,2.210595104295301e-10,0.003162065874189576,0.26120142175023425,0.023636505536304135,0.29729336738325396,3.6552257121803707e-10,9.399151831308325e-10,0.12
0.5,0.10516122368352152,1.7062268465803877e-11,0.10161989632337019,0.010380101378845971,4.3874404624215456e-11,0.0035413273601513176,0.2606152858479827,0.023843380883146338,0.2948387684300062,7.254646116837538e-11,1.8654804300220103e-10,0.13
0.5,0.10723896005046368,3.3870043678238133e-12,0.10331564407078755,0.008684353703249274,8.70943980314468e-12,0.003923315979676122,0.26008684811063704,0.02398983018564885,0.2927610320630641,1.4401085140365192e-11,3.7031361787716036e-11,0.14
0.5,0.1090084226953678,6.94581914594788e-13,0.1047012307006647,0.0072987670875124385,1.7860677795285428e-12,0.004307191994703102,0.2596017411826994,0.0240910611349202,0.29099156941816007,2.9532684937614595e-12,7.594118981361069e-12,0.15
0.5,0.11052571334074272,1.4766190065228054e-13,0.105833386283774,0.006166611507275531,3.7970203331696683e-13,0.004692327056968719,0.25914920975704586,0.024158457505694238,0.28947427877278525,6.278384631332133e-13,1.61444175897894e-12,0.16
0.5,0.11183671147668073,1.0947233491126364e-13,0.10675846028252126,0.005241537508728854,2.81500293734566e-13,0.005078251194159475,0.2587212049914495,0.024200538134615562,0.28816328063684726,4.654615880538368e-13,1.1969012238057343e-12,0.17
0.5,0.11297894951849498,1.3414556227357964e-14,0.10751433703449809,0.00448566075725649,3.449457395294026e-14,0.005464612483996886,0.25831169545038124,0.024223686387143742,0.2870210425950331,5.703688216721262e-14,1.4666626860874002e-13,0.18
0.5,0.11398310907709931,1.4049328407712998e-14,0.10813196101514863,0.0038680367766024426,3.612684612511674e-14,0.005851148061950683,0.257916171651458,0.024232674608104417,0.2860168830364284,5.973584724193567e-14,1.5360647018660095e-13,0.19
0.5,0.11487427381022497,5.822400191045477e-14,0.10863661230199471,0.0033633854895241955,1.49718865709599e-13,0.006237661508230257,0.2575312596373348,0.02423107317535135,0.2851257183033024,2.4756059542086707e-13,6.365843926440908e-13,0.2
0.5,0.11567297214574612,-8.46569127156034e-15,0.10904896663377872,0.0029510311580904242,-2.1768919976083836e-14,0.006624005511967395,0.2571544247169754,0.024221564092874175,0.28432701996778126,-3.599497588614422e-14,-9.255850783148698e-14,0.21
0.5,0.1163959698349234,6.1297968295212554e-15,0.10938589927595599,0.0026140985158363515,1.5762336436112635e-14,0.0070100705589674055,0.2567837781408952,0.024206145621757127,0.28360402227860365,2.6063068710310934e-14,6.701932507553086e-14,0.22
0.5,0.11705697904066388,1.7015039406849007e-15,0.10966120428810126,0.0023387935037144296,4.375293718863994e-15,0.007395774752562618,0.2564179031552512,0.024186316413865826,0.28294301307286335,7.234563453476764e-15,1.8603160209894736e-14,0.23
0.5,0.11766721265990242,-3.394851817642927e-15,0.10988615570349264,0.0021138420883498113,-8.72961710114205e-15,0.0077810569564097775,0.2560557378112716,0.024163199554067046,0.2823327794536248,-1.443444968864811e-14,-3.7117155515618457e-14,0.24
0.5,0.11823583379715714,2.8479818820618085e-15,0.11006996205930751,0.0019300357325021179,7.323380957465697e-15,0.008165871737849629,0.2556964885524129,0.02413763403140163,0.28176415831637003,1.2109233056253756e-14,3.113802864904037e-14,0.25
0.5,0.1187703347265882,-1.7003033263939652e-15,0.11022014945279966,0.0017798483390339028,-4.372208308458939e-15,0.008550185273788535,0.25533956024902305,0.02411024879891404,0.2812296573869391,-7.22945946919189e-15,-1.8590040183506296e-14,0.26
0.5,0.1192768394960182,6.449616073535061e-16,0.11034286699857011,0.0016571307932511034,1.658472864775797e-15,0.008933972497448076,0.2549845074371932,0.024081514387052715,0.2807231526175091,2.7422894534263794e-15,7.051602924737598e-15,0.27
0.5,0.1197603537615296,1.2824000175867318e-17,0.11044313887389805,0.0015568589179264917,3.297574669060127e-17,0.009317214887631552,0.25463099653972043,0.024051782894350615,0.2802396383519978,5.452587735812916e-17,1.4020847962747566e-16,0.28
0.5,0.1202249694117508,-2.594806608883854e-16,0.11052507060258426,0.001474927189241711,-6.672358016531873e-16,0.009699898809166534,0.254278777504808,0.0240213180077318,0.2797750227017767,-1.1032766108718969e-15,-2.836996684890268e-15,0.29
0.5,0.12067403057814,1.0480477763246731e-15,0.11059201627822596,0.0014079815135934267,2.6949797846235227e-15,0.010082014299914035,0.2539276630770539,0.023990316944722413,0.2793259615353894,4.456157324387927e-15,1.1458690406397462e-14,0.3
