Time,H,T,b1,u1,b2,u2,v,k,bone_marrow,HSC_growth,HSC_death,Tumor_growth,Tumor_death,Tumor_inhibition,HSC_inhibition
470.0,0.8417173134855965,0.03001767815723405,0.2,0.1,0.8,0.1,0.1,0.9,1.0,0.08839161455212996,0.08417173134855965,0.0053179954427449065,0.0030017678157234053,0.0020213119532465854,0.004547951894804818
480.0,0.838318197514568,0.03307222860655024,0.2,0.1,0.8,0.1,0.1,0.9,1.0,0.08847060101166727,0.08383181975145682,0.005841190238844606,0.0033072228606550245,0.002218004085858635,0.0049905091931819285
490.0,0.8346839772927609,0.03633567951748681,0.2,0.1,0.8,0.1,0.1,0.9,1.0,0.08855256543674946,0.0834683977292761,0.006396503392352041,0.0036335679517486815,0.0024263047597832803,0.005459185709512381
500.0,0.8308204354058433,0.039802339755404155,0.2,0.1,0.8,0.1,0.1,0.9,1.0,0.08863688159736617,0.08308204354058434,0.006982250756164782,0.0039802339755404155,0.0026454877796604948,0.005952347504236114
510.0,0.826737871608893,0.04346244162228184,0.2,0.1,0.8,0.1,0.1,0.9,1.0,0.08872281713834608,0.0826737871608893,0.007596050628467696,0.004346244162228184,0.002874563718538484,0.0064677683667115895
520.0,0.8224512885971046,0.04730200072559082,0.2,0.1,0.8,0.1,0.1,0.9,1.0,0.08880954734166542,0.08224512885971047,0.008234832461589738,0.004730200072559082,0.0031122873159986682,0.007002646460997004
530.0,0.8179805281031471,0.0513027160652076,0.2,0.1,0.8,0.1,0.1,0.9,1.0,0.088896178596091,0.08179805281031471,0.008894857022305172,0.00513027160652076,0.003357169822411546,0.0075536321004259785
540.0,0.8133499416991519,0.055442293310486924,0.2,0.1,0.8,0.1,0.1,0.9,1.0,0.08898178128684918,0.08133499416991519,0.009571809363957138,0.005544229331048693,0.0036075188825401457,0.008116917485715329
550.0,0.8085880739518059,0.05969474664207508,0.2,0.1,0.8,0.1,0.1,0.9,1.0,0.08906542913887514,0.08085880739518059,0.010260887568835579,0.005969474664207508,0.003861476816988522,0.008688322838224174
560.0,0.803727118385373,0.0640309266576216,0.2,0.1,0.8,0.1,0.1,0.9,1.0,0.08914622768339982,0.08037271183853731,0.010956925574396068,0.00640309266576216,0.004117071373606031,0.009263410590613568
570.0,0.7988021083199414,0.0684192686851535,0.2,0.1,0.8,0.1,0.1,0.9,1.0,0.08922335167655183,0.07988021083199415,0.011654545350040272,0.00684192686851535,0.004372276486032733,0.00983762209357365
580.0,0.7938498924202572,0.0728267168163824,0.2,0.1,0.8,0.1,0.1,0.9,1.0,0.08929608603647854,0.07938498924202572,0.012348327600625658,0.007282671681638241,0.004625078504800457,0.010406426635801028
590.0,0.7889080250736227,0.07721973394712985,0.2,0.1,0.8,0.1,0.1,0.9,1.0,0.08936384961888985,0.07889080250736227,0.01303298397115405,0.0077219733947129846,0.004873541424395263,0.010965468204889342
600.0,0.7840136527061583,0.08156531349887916,0.2,0.1,0.8,0.1,0.1,0.9,1.0,0.08942620611453156,0.07840136527061584,0.013703516239134163,0.008156531349887917,0.005115865549630335,0.011510697486668253
610.0,0.7792024530340944,0.08583189573714721,0.2,0.1,0.8,0.1,0.1,0.9,1.0,0.0894828871067902,0.07792024530340945,0.014355347808123906,0.008583189573714721,0.00535043389655614,0.012038476267251314
620.0,0.7745075040737552,0.08999040862524052,0.2,0.1,0.8,0.1,0.1,0.9,1.0,0.0895337664878209,0.07745075040737553,0.014984462060642304,0.008999040862524052,0.00557585974199299,0.012545684419484228
630.0,0.7699585538477929,0.0940148244687875,0.2,0.1,0.8,0.1,0.1,0.9,1.0,0.08957889019599262,0.0769958553847793,0.015587457084013285,0.009401482446878752,0.005791001463059339,0.01302975329188351
640.0,0.765581259992606,0.09788286588686254,0.2,0.1,0.8,0.1,0.1,0.9,1.0,0.08961842825849879,0.0765581259992606,0.016161616334580374,0.009788286588686254,0.00599498302378812,0.01348871180352327
650.0,0.7613969462115411,0.10157617093807211,0.2,0.1,0.8,0.1,0.1,0.9,1.0,0.08965266302974566,0.07613969462115411,0.016704894759924142,0.010157617093807213,0.006187182908808769,0.013921161544819729
660.0,0.7574223547348257,0.10508050001551356,0.2,0.1,0.8,0.1,0.1,0.9,1.0,0.0896819548001286,0.07574223547348258,0.01721591131123138,0.010508050001551356,0.006367225580677054,0.014326257556523371
670.0,0.7536694992016515,0.10838585242836234,0.2,0.1,0.8,0.1,0.1,0.9,1.0,0.08970670813326256,0.07536694992016515,0.017693929661943365,0.010838585242836235,0.006534968889618237,0.01470368000164103
680.0,0.75014592224414,0.11148615350790597,0.2,0.1,0.8,0.1,0.1,0.9,1.0,0.08972737799044221,0.075014592224414,0.018138780547970725,0.011148615350790599,0.006690470675251192,0.015053559019315182
690.0,0.746854967784808,0.11437899404605972,0.2,0.1,0.8,0.1,0.1,0.9,1.0,0.0897444455662285,0.0746854967784808,0.018550797555143658,0.011437899404605973,0.0068339615930822955,0.015376413584435162
700.0,0.7437962745189868,0.11706522346850803,0.2,0.1,0.8,0.1,0.1,0.9,1.0,0.08975837371857183,0.07437962745189867,0.018930737842723085,0.011706522346850804,0.006965814167328716,0.01567308187648961
710.0,0.7409664905128229,0.11954832675037319,0.2,0.1,0.8,0.1,0.1,0.9,1.0,0.08976958139433584,0.0740966490512823,0.01927967878193376,0.01195483267503732,0.007086504329512341,0.015944634741402765
720.0,0.7383595087333302,0.12183415145074693,0.2,0.1,0.8,0.1,0.1,0.9,1.0,0.08977846464440112,0.07383595087333303,0.019598970113962368,0.012183415145074693,0.007196592336969253,0.01619233275818082
730.0,0.7359670945718609,0.12393032099256794,0.2,0.1,0.8,0.1,0.1,0.9,1.0,0.08978540466886555,0.07359670945718609,0.01989014654084424,0.012393032099256795,0.007296691061620668,0.0164175548886465
740.0,0.7337793314304037,0.1258458142474306,0.2,0.1,0.8,0.1,0.1,0.9,1.0,0.08979077799867077,0.07337793314304038,0.02015486790793047,0.012584581424743061,0.007387444595343554,0.016621750339522994
750.0,0.7317851592055943,0.1275906831837749,0.2,0.1,0.8,0.1,0.1,0.9,1.0,0.08979485472474161,0.07317851592055943,0.02039488078155871,0.01275906831837749,0.00746951747254314,0.01680641431322207
760.0,0.7299730083613657,0.12917543560292866,0.2,0.1,0.8,0.1,0.1,0.9,1.0,0.0897978337800876,0.07299730083613658,0.020611936861275264,0.012917543560292866,0.007543566506676776,0.01697302464002275
770.0,0.728330705666896,0.13061097814005804,0.2,0.1,0.8,0.1,0.1,0.9,1.0,0.08979992124857963,0.0728330705666896,0.02080779038833922,0.013061097814005804,0.007610238870127361,0.01712303745778656
780.0,0.7268458506059966,0.13190826396778482,0.2,0.1,0.8,0.1,0.1,0.9,1.0,0.08980134653582358,0.07268458506059966,0.020984155286445507,0.013190826396778483,0.007670157946049992,0.01725785537861248
790.0,0.7255060900998265,0.13307809119636366,0.2,0.1,0.8,0.1,0.1,0.9,1.0,0.08980234741459937,0.07255060900998266,0.02114268325554276,0.013307809119636367,0.007723917249745756,0.017378813811927952
800.0,0.7242997357191188,0.1341310208737658,0.2,0.1,0.8,0.1,0.1,0.9,1.0,0.08980293750623178,0.07242997357191187,0.02128495676321336,0.013413102087376581,0.007772085037648334,0.017487191334708753
810.0,0.7232157868336851,0.13507695543818546,0.2,0.1,0.8,0.1,0.1,0.9,1.0,0.08980312364714041,0.07232157868336851,0.021412438577340667,0.013507695543818546,0.007815182928826074,0.017584161589858666
820.0,0.7222434851767459,0.1359253752416943,0.2,0.1,0.8,0.1,0.1,0.9,1.0,0.0898029905854617,0.07222434851767459,0.021526509186649417,0.01359253752416943,0.00785369733908146,0.017670819012933284
830.0,0.7213720121898503,0.13668537002298714,0.2,0.1,0.8,0.1,0.1,0.9,1.0,0.08980282547972795,0.07213720121898502,0.02162847592072532,0.013668537002298715,0.007888080032831719,0.017748180073871366
840.0,0.7205915838490141,0.1373653703427249,0.2,0.1,0.8,0.1,0.1,0.9,1.0,0.08980276506547191,0.07205915838490141,0.021719538479040776,0.01373653703427249,0.007918746382501642,0.017817179360628693
850.0,0.7198941316758204,0.13797315611243002,0.2,0.1,0.8,0.1,0.1,0.9,1.0,0.08980248958545582,0.07198941316758205,0.021800791552678406,0.013797315611243003,0.007946085233130418,0.017878691774543442
860.0,0.7192720929385563,0.1385156163625577,0.2,0.1,0.8,0.1,0.1,0.9,1.0,0.08980189896092097,0.07192720929385564,0.021873199731536265,0.013851561636255769,0.00797043338286168,0.017933475111438783
870.0,0.7187178721154003,0.1389991598801914,0.2,0.1,0.8,0.1,0.1,0.9,1.0,0.08980114403510708,0.07187178721154003,0.02193765507826009,0.013899915988019141,0.007992094433193559,0.017982212474685507
880.0,0.7182226062093312,0.1394302631471473,0.2,0.1,0.8,0.1,0.1,0.9,1.0,0.0898008990843279,0.07182226062093312,0.021995053633532973,0.01394302631471473,0.00801135735855976,0.01802555405675946
890.0,0.7177811715054752,0.13981428184356492,0.2,0.1,0.8,0.1,0.1,0.9,1.0,0.08980072657945534,0.07177811715054752,0.02204612850692921,0.013981428184356492,0.008028484721189657,0.01806409062267673
900.0,0.7173888690465766,0.1401560280227514,0.2,0.1,0.8,0.1,0.1,0.9,1.0,0.08980027409974291,0.07173888690465767,0.022091535677661388,0.01401560280227514,0.008043709954664155,0.01809834739799435
910.0,0.7170405138140358,0.14045991701261173,0.2,0.1,0.8,0.1,0.1,0.9,1.0,0.08979960752387152,0.07170405138140358,0.022131876723784395,0.014045991701261175,0.008057236085199997,0.01812878119169999
920.0,0.7167298184944219,0.14073013467925272,0.2,0.1,0.8,0.1,0.1,0.9,1.0,0.08979940022284341,0.0716729818494422,0.022167723096775296,0.014073013467925272,0.008069238710828508,0.018155787099364145
930.0,0.7164534964275512,0.1409703338037803,0.2,0.1,0.8,0.1,0.1,0.9,1.0,0.08979925135411074,0.07164534964275512,0.022199565987280664,0.01409703338037803,0.008079895083702193,0.018179763938329936
940.0,0.7162086089047061,0.14118367918795763,0.2,0.1,0.8,0.1,0.1,0.9,1.0,0.08979885408908958,0.07162086089047061,0.02222783025435679,0.014118367918795763,0.008089357317700436,0.01820105396482598
950.0,0.7159912682098261,0.14137314901326314,0.2,0.1,0.8,0.1,0.1,0.9,1.0,0.08979842066365623,0.07159912682098261,0.02225291754521091,0.014137314901326315,0.008097755220225841,0.018219949245508144
960.0,0.7157976559687371,0.1415414824237058,0.2,0.1,0.8,0.1,0.1,0.9,1.0,0.08979825317703413,0.07157976559687372,0.02227519700857654,0.01415414824237058,0.008105204907298305,0.01823671104142119
970.0,0.7156249033096588,0.1416911852629404,0.2,0.1,0.8,0.1,0.1,0.9,1.0,0.08979834751555194,0.07156249033096589,0.022295003841272247,0.01416911852629404,0.008111819260289815,0.018251593335652083
980.0,0.7154729074587123,0.14182390968060615,0.2,0.1,0.8,0.1,0.1,0.9,1.0,0.08979790211646291,0.07154729074587123,0.02231255436457578,0.014182390968060616,0.008117693200507608,0.018264809701142116
990.0,0.7153393896792474,0.14194114819245893,0.2,0.1,0.8,0.1,0.1,0.9,1.0,0.08979716989283248,0.07153393896792475,0.02232804984208577,0.014194114819245894,0.008122887545469215,0.018276496977305736
1000.0,0.7152206219057283,0.14204487555808173,0.2,0.1,0.8,0.1,0.1,0.9,1.0,0.08979680167588465,0.07152206219057283,0.022341757292450703,0.014204487555808174,0.00812747393881384,0.01828681636233114
